tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,trigger,direction,total_n
79,-0.3049893595839804,0.10708464723112893,-0.514875268156993,-0.09510345101096768,34,0.058823529411764705,0.173776222559058,-0.281777866803989,0.3994249256275184,AUD_USD,14,25,di_cross_with_adx,long,113
73,0.14444890567358018,0.11514823391869783,-0.08124163280706756,0.37013944415422795,32,-0.0625,0.17925416718060672,-0.4138381676739892,0.2888381676739892,AUD_USD,14,25,di_cross_with_adx,short,105
73,-0.0684931506849315,0.11757436702816194,-0.2989389100601289,0.1619526086902659,32,0.0625,0.17925416718060672,-0.2888381676739892,0.4138381676739892,AUD_USD,14,30,adx_cross,long,105
75,0.07464548580884663,0.11393598398651643,-0.1486690428047256,0.2979600144224188,33,-0.2727272727272727,0.1700753357624519,-0.6060749308216784,0.06062038536713299,AUD_USD,14,30,adx_cross,short,108
37,-0.24324324324324326,0.16166088689122846,-0.560098581550051,0.07361209506356453,16,-0.125,0.25617376914899,-0.6271005875320204,0.37710058753202036,AUD_USD,14,30,di_cross_with_adx,long,53
29,0.2413793103448276,0.18339419181267275,-0.11807330560801096,0.6008319262976661,13,-0.38461538461538464,0.2664693550105965,-0.9068953204361538,0.1376645512053845,AUD_USD,14,30,di_cross_with_adx,short,42
62,0.03631175610454074,0.12595243206931597,-0.21055501075131858,0.2831785229604,27,-0.1111111111111111,0.19490178206822872,-0.4931186039648394,0.2708963817426172,AUD_USD,20,20,adx_cross,long,89
74,0.2077918619700879,0.11379057877420487,-0.01523767242735366,0.4308213963675295,32,-0.25,0.1739020859100631,-0.5908480883837237,0.09084808838372366,AUD_USD,20,20,adx_cross,short,106
83,-0.27710843373493976,0.10610687869664019,-0.48507791598035455,-0.06913895148952498,36,0.0,0.16903085094570333,-0.33130046785357853,0.33130046785357853,AUD_USD,20,20,di_cross_with_adx,long,119
91,0.07192055070517968,0.1040934993108514,-0.13210270794408907,0.27594380935444845,39,0.1282051282051282,0.16088271677005372,-0.1871249966641771,0.4435352530744335,AUD_USD,20,20,di_cross_with_adx,short,130
53,0.06926943206316316,0.13716726389378578,-0.19957840516865694,0.33811726929498326,24,-0.14387406281586074,0.20282602454089227,-0.5414130709160097,0.2536649452842881,AUD_USD,20,25,adx_cross,long,77
56,0.08857759364781938,0.1325302636404138,-0.17118172308739166,0.3483369103830304,24,-0.29317583987094314,0.19476138385432087,-0.6749081522254121,0.08855647248352577,AUD_USD,20,25,adx_cross,short,80
35,-0.3142857142857143,0.16280848454873728,-0.6333903440012394,0.004818915429810777,16,0.25,0.25,-0.24,0.74,AUD_USD,20,25,di_cross_with_adx,long,51
33,0.3333333333333333,0.16666666666666666,0.006666666666666654,0.6599999999999999,15,0.2,0.26186146828319085,-0.313248477835054,0.7132484778350541,AUD_USD,20,25,di_cross_with_adx,short,48
28,0.07142857142857142,0.19195851781663212,-0.3048101234920275,0.4476672663491704,12,-0.08643944815521593,0.2875145314684474,-0.6499679298333729,0.477089033522941,AUD_USD,20,30,adx_cross,long,40
35,0.14285714285714285,0.16973957879600132,-0.1898324315830197,0.4755467172973054,16,-0.375,0.23935677693908453,-0.8441392828006057,0.09413928280060568,AUD_USD,20,30,adx_cross,short,51
14,-0.7142857142857143,0.19410463442478787,-1.0947307977582985,-0.3338406308131301,6,0.6666666666666666,0.33333333333333337,0.013333333333333197,1.32,AUD_USD,20,30,di_cross_with_adx,long,20
