tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,trigger,direction,total_n
30.0,0.10516201273157565,0.18085031232040896,-0.2493045994164259,0.45962862487957723,14.0,-0.14285714285714285,0.2745054065230065,-0.6808877396422355,0.39517345392794984,AUD_USD,14,30,adx_cross,short,44
4.0,0.0,0.5773502691896257,-1.1316065276116665,1.1316065276116665,3.0,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,AUD_USD,14,30,di_cross_with_adx,long,7
7.0,0.42857142857142855,0.3688555567816587,-0.29438546272062255,1.1515283198634796,3.0,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,AUD_USD,14,30,di_cross_with_adx,short,10
23.0,0.19640977180714528,0.20555747976657432,-0.2064828885353404,0.599302432149631,10.0,0.2,0.32659863237109044,-0.4401333194473372,0.8401333194473373,AUD_USD,20,20,adx_cross,long,33
38.0,0.027391811546236763,0.1621625724538583,-0.2904468304633255,0.345230453555799,17.0,-0.29411764705882354,0.23894230601870473,-0.7624445668554848,0.1742092727378377,AUD_USD,20,20,adx_cross,short,55
25.0,0.36,0.19043809142780935,-0.013258659198506328,0.7332586591985063,11.0,-0.2727272727272727,0.30424000964875475,-0.869037691638832,0.32358314618428663,AUD_USD,20,20,di_cross_with_adx,long,36
22.0,0.09090909090909091,0.21731429260625335,-0.33502692259916567,0.5168451044173474,10.0,-0.2,0.32659863237109044,-0.8401333194473373,0.4401333194473372,AUD_USD,20,20,di_cross_with_adx,short,32
23.0,-0.02108517747948762,0.20549989898203028,-0.42386497948426693,0.3816946245252917,11.0,-0.6363636363636364,0.2439346884545225,-1.1144756257345005,-0.15825164699277222,AUD_USD,20,25,adx_cross,long,34
22.0,0.021017156249061086,0.21461391974278612,-0.39962612644679973,0.4416604389449219,10.0,-0.6,0.26666666666666666,-1.1226666666666665,-0.07733333333333337,AUD_USD,20,25,adx_cross,short,32
10.0,0.2,0.3265986323710904,-0.4401333194473371,0.840133319447337,5.0,0.2,0.48989794855663565,-0.7601999791710059,1.1601999791710058,AUD_USD,20,25,di_cross_with_adx,long,15
7.0,0.42857142857142855,0.36885555678165877,-0.29438546272062266,1.1515283198634798,4.0,0.0,0.5773502691896257,-1.1316065276116665,1.1316065276116665,AUD_USD,20,25,di_cross_with_adx,short,11
9.0,0.3333333333333333,0.3333333333333333,-0.32,0.9866666666666666,5.0,0.2,0.48989794855663565,-0.7601999791710059,1.1601999791710058,AUD_USD,20,30,adx_cross,long,14
13.0,-0.07692307692307693,0.2878197989826109,-0.6410498829289943,0.48720372908284043,6.0,0.3333333333333333,0.421637021355784,-0.4930752285240034,1.15974189519067,AUD_USD,20,30,adx_cross,short,19
3.0,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,2.0,0.0,1.0,-1.96,1.96,AUD_USD,20,30,di_cross_with_adx,long,5
2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,AUD_USD,20,30,di_cross_with_adx,short,4
