period,adx_min,adx_max,rising,di,N,regime,n,exp,lift,t,win
28,35,60,0,s0,15,bull,42099,0.1232,0.0462,6.8,0.34
28,35,60,0,s0,15,nonbull,4711,0.2326,0.0262,1.3,0.361
28,35,60,0,s20,10,all,21670,0.1533,0.0535,5.8,0.317
28,35,60,0,s20,10,bull,19506,0.1433,0.0706,7.2,0.316
28,35,60,0,s20,10,nonbull,2164,0.2431,0.0524,1.8,0.322
28,35,60,0,s20,15,all,21527,0.1644,0.0576,6.0,0.354
28,35,60,0,s20,15,bull,19363,0.1547,0.0777,7.7,0.352
28,35,60,0,s20,15,nonbull,2164,0.2514,0.0451,1.5,0.372
28,35,60,1,off,10,all,33003,0.1537,0.0539,7.3,0.304
28,35,60,1,off,10,bull,26778,0.1096,0.0368,4.5,0.295
28,35,60,1,off,10,nonbull,6225,0.3435,0.1529,8.9,0.342
28,35,60,1,off,15,all,32838,0.1707,0.0639,8.2,0.349
28,35,60,1,off,15,bull,26613,0.1244,0.0474,5.5,0.337
28,35,60,1,off,15,nonbull,6225,0.3686,0.1622,9.0,0.401
28,35,60,1,s0,10,all,25708,0.1377,0.038,4.5,0.31
28,35,60,1,s0,10,bull,23083,0.1286,0.0559,6.3,0.309
28,35,60,1,s0,10,nonbull,2625,0.2178,0.0271,1.0,0.313
28,35,60,1,s0,15,all,25561,0.1506,0.0439,5.0,0.35
28,35,60,1,s0,15,bull,22936,0.1419,0.0649,7.0,0.348
28,35,60,1,s0,15,nonbull,2625,0.2269,0.0205,0.7,0.364
28,35,60,1,s20,10,all,19555,0.1416,0.0418,4.3,0.315
28,35,60,1,s20,10,bull,17631,0.1313,0.0586,5.7,0.315
28,35,60,1,s20,10,nonbull,1924,0.2358,0.0452,1.5,0.321
28,35,60,1,s20,15,all,19416,0.1505,0.0437,4.3,0.351
28,35,60,1,s20,15,bull,17492,0.1409,0.0639,6.0,0.349
28,35,60,1,s20,15,nonbull,1924,0.2378,0.0314,1.0,0.367
28,35,999,0,off,10,all,70117,0.262,0.1622,31.5,0.335
28,35,999,0,off,10,bull,56493,0.2382,0.1655,28.8,0.336
28,35,999,0,off,10,nonbull,13624,0.3604,0.1698,14.9,0.33
28,35,999,0,off,15,all,69863,0.2842,0.1774,33.0,0.382
28,35,999,0,off,15,bull,56239,0.2547,0.1777,29.6,0.379
28,35,999,0,off,15,nonbull,13624,0.406,0.1996,16.6,0.392
28,35,999,0,s0,10,all,53790,0.2798,0.18,30.3,0.352
28,35,999,0,s0,10,bull,48286,0.2737,0.201,31.9,0.353
28,35,999,0,s0,10,nonbull,5504,0.3328,0.1422,7.8,0.346
28,35,999,0,s0,15,all,53562,0.2954,0.1887,30.5,0.395
28,35,999,0,s0,15,bull,48058,0.2888,0.2117,32.3,0.395
28,35,999,0,s0,15,nonbull,5504,0.3539,0.1475,7.7,0.399
28,35,999,0,s20,10,all,27865,0.43,0.3302,39.3,0.412
28,35,999,0,s20,10,bull,25036,0.4306,0.3579,40.2,0.415
28,35,999,0,s20,10,nonbull,2829,0.4244,0.2337,9.2,0.381
28,35,999,0,s20,15,all,27691,0.4481,0.3414,39.3,0.448
28,35,999,0,s20,15,bull,24862,0.4486,0.3716,40.4,0.45
28,35,999,0,s20,15,nonbull,2829,0.4438,0.2374,8.9,0.429
28,35,999,1,off,10,all,37449,0.3011,0.2013,28.2,0.356
28,35,999,1,off,10,bull,30763,0.2832,0.2104,26.7,0.356
28,35,999,1,off,10,nonbull,6686,0.3836,0.1929,11.6,0.357
28,35,999,1,off,15,all,37254,0.3218,0.215,28.9,0.401
28,35,999,1,off,15,bull,30568,0.3018,0.2248,27.4,0.397
28,35,999,1,off,15,nonbull,6686,0.4129,0.2065,11.8,0.415
28,35,999,1,s0,10,all,29891,0.3297,0.2299,28.5,0.375
28,35,999,1,s0,10,bull,26912,0.3288,0.256,30.0,0.378
28,35,999,1,s0,10,nonbull,2979,0.3378,0.1472,5.9,0.351
28,35,999,1,s0,15,all,29714,0.3479,0.2412,28.8,0.416
28,35,999,1,s0,15,bull,26735,0.3467,0.2696,30.5,0.417
28,35,999,1,s0,15,nonbull,2979,0.3595,0.1531,5.9,0.406
28,35,999,1,s20,10,all,23604,0.3767,0.2769,30.3,0.396
28,35,999,1,s20,10,bull,21344,0.3762,0.3034,31.5,0.399
28,35,999,1,s20,10,nonbull,2260,0.3818,0.1911,6.7,0.369
28,35,999,1,s20,15,all,23435,0.3922,0.2855,30.2,0.432
28,35,999,1,s20,15,bull,21175,0.3917,0.3146,31.6,0.433
28,35,999,1,s20,15,nonbull,2260,0.3975,0.1911,6.4,0.418
28,40,60,0,off,10,all,26895,0.1959,0.0961,11.8,0.309
28,40,60,0,off,10,bull,21794,0.161,0.0883,9.7,0.305
28,40,60,0,off,10,nonbull,5101,0.3448,0.1542,8.3,0.325
28,40,60,0,off,15,all,26794,0.221,0.1143,13.3,0.357
28,40,60,0,off,15,bull,21693,0.1803,0.1033,10.9,0.349
28,40,60,0,off,15,nonbull,5101,0.3942,0.1878,9.6,0.389
28,40,60,0,s0,10,all,21496,0.2005,0.1007,10.9,0.32
28,40,60,0,s0,10,bull,19031,0.1881,0.1154,11.7,0.318
28,40,60,0,s0,10,nonbull,2465,0.2964,0.1058,3.9,0.331
28,40,60,0,s0,15,all,21405,0.2181,0.1113,11.5,0.364
28,40,60,0,s0,15,bull,18940,0.2047,0.1277,12.4,0.361
28,40,60,0,s0,15,nonbull,2465,0.321,0.1146,4.0,0.389
28,40,60,0,s20,10,all,12175,0.2422,0.1424,11.5,0.343
28,40,60,0,s20,10,bull,10812,0.2304,0.1577,11.9,0.341
28,40,60,0,s20,10,nonbull,1363,0.3353,0.1447,4.0,0.353
28,40,60,0,s20,15,all,12104,0.2604,0.1536,11.9,0.381
28,40,60,0,s20,15,bull,10741,0.2467,0.1697,12.4,0.377
28,40,60,0,s20,15,nonbull,1363,0.3682,0.1618,4.2,0.409
28,40,60,1,off,10,all,14373,0.2173,0.1175,10.4,0.326
28,40,60,1,off,10,bull,11814,0.1887,0.1159,9.3,0.321
28,40,60,1,off,10,nonbull,2559,0.3493,0.1586,5.9,0.349
28,40,60,1,off,15,all,14294,0.238,0.1313,11.1,0.37
28,40,60,1,off,15,bull,11735,0.2064,0.1294,9.9,0.361
28,40,60,1,off,15,nonbull,2559,0.383,0.1767,6.3,0.408
28,40,60,1,s0,10,all,11865,0.239,0.1392,11.1,0.339
28,40,60,1,s0,10,bull,10460,0.2284,0.1557,11.6,0.339
28,40,60,1,s0,10,nonbull,1405,0.3176,0.1269,3.6,0.34
28,40,60,1,s0,15,all,11796,0.2568,0.1501,11.4,0.38
28,40,60,1,s0,15,bull,10391,0.2444,0.1673,12.0,0.378
28,40,60,1,s0,15,nonbull,1405,0.3489,0.1425,3.8,0.398
28,40,60,1,s20,10,all,10296,0.2374,0.1376,10.2,0.344
28,40,60,1,s20,10,bull,9154,0.2237,0.151,10.5,0.342
28,40,60,1,s20,10,nonbull,1142,0.3466,0.1559,3.9,0.36
28,40,60,1,s20,15,all,10229,0.2518,0.145,10.3,0.38
28,40,60,1,s20,15,bull,9087,0.2365,0.1595,10.7,0.377
28,40,60,1,s20,15,nonbull,1142,0.3733,0.1669,4.0,0.411
28,40,999,0,off,10,all,34361,0.4234,0.3236,43.5,0.389
28,40,999,0,off,10,bull,28158,0.4238,0.3511,42.4,0.397
28,40,999,0,off,10,nonbull,6203,0.4217,0.2311,13.6,0.352
28,40,999,0,off,15,all,34229,0.4535,0.3467,44.8,0.436
28,40,999,0,off,15,bull,28026,0.4488,0.3718,43.3,0.441
28,40,999,0,off,15,nonbull,6203,0.4746,0.2682,15.1,0.414
28,40,999,0,s0,10,all,28279,0.4796,0.3798,45.9,0.416
28,40,999,0,s0,10,bull,25021,0.4812,0.4084,46.2,0.42
28,40,999,0,s0,10,nonbull,3258,0.4679,0.2772,11.7,0.387
28,40,999,0,s0,15,all,28157,0.5047,0.398,46.3,0.461
28,40,999,0,s0,15,bull,24899,0.5048,0.4278,46.7,0.463
28,40,999,0,s0,15,nonbull,3258,0.5043,0.2979,12.0,0.446
28,40,999,0,s20,10,all,18370,0.6319,0.5321,51.7,0.478
28,40,999,0,s20,10,bull,16342,0.6411,0.5683,51.9,0.484
28,40,999,0,s20,10,nonbull,2028,0.5579,0.3673,12.2,0.426
28,40,999,0,s20,15,all,18268,0.6581,0.5514,52.0,0.514
28,40,999,0,s20,15,bull,16240,0.6656,0.5886,52.2,0.519
28,40,999,0,s20,15,nonbull,2028,0.5982,0.3919,12.5,0.476
28,40,999,1,off,10,all,18819,0.4956,0.3958,38.9,0.424
28,40,999,1,off,10,bull,15799,0.5067,0.434,39.0,0.433
28,40,999,1,off,10,nonbull,3020,0.4371,0.2464,9.9,0.38
28,40,999,1,off,15,all,18710,0.5229,0.4162,39.5,0.467
28,40,999,1,off,15,bull,15690,0.5314,0.4544,39.4,0.473
28,40,999,1,off,15,nonbull,3020,0.4789,0.2725,10.5,0.439
28,40,999,1,s0,10,all,16048,0.5701,0.4703,42.6,0.454
28,40,999,1,s0,10,bull,14289,0.5786,0.5059,43.0,0.46
28,40,999,1,s0,10,nonbull,1759,0.5008,0.3101,9.6,0.399
28,40,999,1,s0,15,all,15949,0.5968,0.49,42.9,0.495
28,40,999,1,s0,15,bull,14190,0.6027,0.5257,43.3,0.499
28,40,999,1,s0,15,nonbull,1759,0.5489,0.3425,10.1,0.462
28,40,999,1,s20,10,all,14345,0.5972,0.4974,42.4,0.469
28,40,999,1,s20,10,bull,12867,0.6032,0.5305,42.7,0.474
28,40,999,1,s20,10,nonbull,1478,0.5446,0.3539,9.9,0.426
28,40,999,1,s20,15,all,14248,0.6208,0.5141,42.5,0.505
28,40,999,1,s20,15,bull,12770,0.6248,0.5478,42.8,0.508
28,40,999,1,s20,15,nonbull,1478,0.5866,0.3802,10.2,0.478
28,45,60,0,off,10,all,11399,0.298,0.1982,15.6,0.338
28,45,60,0,off,10,bull,9432,0.2803,0.2076,14.9,0.338
28,45,60,0,off,10,nonbull,1967,0.3826,0.192,6.4,0.336
28,45,60,0,off,15,all,11341,0.3324,0.2256,17.0,0.391
28,45,60,0,off,15,bull,9374,0.3098,0.2328,15.9,0.387
28,45,60,0,off,15,nonbull,1967,0.4399,0.2335,7.3,0.405
28,45,60,0,s0,10,all,9434,0.3472,0.2474,17.6,0.361
28,45,60,0,s0,10,bull,8305,0.3319,0.2592,17.3,0.357
28,45,60,0,s0,10,nonbull,1129,0.46,0.2693,6.6,0.384
28,45,60,0,s0,15,all,9381,0.3815,0.2747,18.6,0.416
28,45,60,0,s0,15,bull,8252,0.3617,0.2847,18.1,0.408
28,45,60,0,s0,15,nonbull,1129,0.5261,0.3197,7.4,0.468
28,45,60,0,s20,10,all,6344,0.3725,0.2728,15.8,0.377
28,45,60,0,s20,10,bull,5576,0.3512,0.2785,15.1,0.37
28,45,60,0,s20,15,all,6299,0.4057,0.299,16.6,0.424
28,45,60,0,s20,15,bull,5531,0.3811,0.304,15.8,0.415
28,45,60,1,off,10,all,6192,0.3381,0.2384,13.7,0.361
28,45,60,1,off,10,bull,5221,0.3205,0.2478,13.1,0.356
28,45,60,1,off,15,all,6145,0.3688,0.262,14.4,0.411
28,45,60,1,off,15,bull,5174,0.3497,0.2727,13.8,0.403
28,45,60,1,s0,10,all,5305,0.4103,0.3105,16.4,0.386
28,45,60,1,s0,10,bull,4657,0.3866,0.3138,15.5,0.379
28,45,60,1,s0,15,all,5263,0.4447,0.338,17.0,0.439
28,45,60,1,s0,15,bull,4615,0.4169,0.3399,16.1,0.428
28,45,60,1,s20,10,all,4941,0.3855,0.2857,14.5,0.384
28,45,60,1,s20,10,bull,4353,0.3625,0.2897,13.8,0.377
28,45,60,1,s20,15,all,4900,0.414,0.3073,15.0,0.43
28,45,60,1,s20,15,bull,4312,0.3885,0.3115,14.3,0.42
28,45,999,0,off,10,all,18865,0.672,0.5723,57.3,0.472
28,45,999,0,off,10,bull,15796,0.7007,0.628,57.4,0.488
28,45,999,0,off,10,nonbull,3069,0.5244,0.3338,13.8,0.386
28,45,999,0,off,15,all,18776,0.712,0.6053,58.6,0.522
28,45,999,0,off,15,bull,15707,0.7367,0.6596,58.4,0.536
28,45,999,0,off,15,nonbull,3069,0.5861,0.3797,15.0,0.45
28,45,999,0,s0,10,all,16217,0.7726,0.6728,62.8,0.512
28,45,999,0,s0,10,bull,14295,0.7846,0.7119,62.3,0.519
28,45,999,0,s0,10,nonbull,1922,0.6832,0.4925,16.1,0.456
28,45,999,0,s0,15,all,16133,0.8133,0.7066,63.9,0.563
28,45,999,0,s0,15,bull,14211,0.8216,0.7446,63.2,0.567
28,45,999,0,s0,15,nonbull,1922,0.7522,0.5458,17.1,0.532
28,45,999,0,s20,10,all,12539,0.8791,0.7793,64.8,0.557
28,45,999,0,s20,10,bull,11106,0.8953,0.8226,64.3,0.566
28,45,999,0,s20,10,nonbull,1433,0.7532,0.5625,15.9,0.493
28,45,999,0,s20,15,all,12463,0.9168,0.8101,65.7,0.598
28,45,999,0,s20,15,bull,11030,0.9308,0.8538,65.2,0.605
28,45,999,0,s20,15,nonbull,1433,0.809,0.6027,16.5,0.55
28,45,999,1,off,10,all,10638,0.7799,0.6802,51.2,0.52
28,45,999,1,off,10,bull,9206,0.8093,0.7366,51.8,0.532
28,45,999,1,off,10,nonbull,1432,0.5912,0.4005,10.9,0.443
28,45,999,1,off,15,all,10561,0.8189,0.7121,52.0,0.567
28,45,999,1,off,15,bull,9129,0.8462,0.7692,52.5,0.576
28,45,999,1,off,15,nonbull,1432,0.6446,0.4382,11.5,0.506
28,45,999,1,s0,10,all,9488,0.8948,0.795,57.6,0.56
28,45,999,1,s0,10,bull,8486,0.9049,0.8321,57.0,0.566
28,45,999,1,s0,10,nonbull,1002,0.8094,0.6187,14.6,0.507
28,45,999,1,s0,15,all,9416,0.9377,0.8309,58.5,0.608
28,45,999,1,s0,15,bull,8414,0.9433,0.8663,57.7,0.611
28,45,999,1,s0,15,nonbull,1002,0.8901,0.6838,15.5,0.587
28,45,999,1,s20,10,all,8990,0.8929,0.7931,55.7,0.565
28,45,999,1,s20,10,bull,8066,0.9039,0.8312,55.3,0.571
28,45,999,1,s20,15,all,8919,0.9305,0.8237,56.3,0.607
28,45,999,1,s20,15,bull,7995,0.9387,0.8617,55.9,0.61
35,30,60,0,off,10,all,84442,0.134,0.0342,7.5,0.291
35,30,60,0,off,10,bull,67775,0.0931,0.0204,4.0,0.286
35,30,60,0,off,10,nonbull,16667,0.3002,0.1095,10.7,0.312
35,30,60,0,off,15,all,84163,0.1529,0.0462,9.6,0.339
35,30,60,0,off,15,bull,67496,0.1047,0.0277,5.2,0.329
35,30,60,0,off,15,nonbull,16667,0.3485,0.1421,13.1,0.376
35,30,60,0,s0,10,all,63409,0.1121,0.0123,2.3,0.296
35,30,60,0,s0,10,bull,57222,0.103,0.0302,5.4,0.295
35,30,60,0,s0,10,nonbull,6187,0.1963,0.0056,0.3,0.304
35,30,60,0,s0,15,all,63165,0.1231,0.0163,2.9,0.338
35,30,60,0,s0,15,bull,56978,0.1134,0.0364,6.2,0.336
35,30,60,0,s0,15,nonbull,6187,0.2126,0.0062,0.4,0.353
35,30,60,0,s20,10,all,21672,0.1767,0.0769,8.3,0.324
35,30,60,0,s20,10,bull,19648,0.1687,0.096,9.9,0.324
35,30,60,0,s20,10,nonbull,2024,0.2541,0.0635,2.1,0.327
35,30,60,0,s20,15,all,21530,0.1876,0.0809,8.4,0.36
35,30,60,0,s20,15,bull,19506,0.1798,0.1027,10.2,0.359
35,30,60,0,s20,15,nonbull,2024,0.2636,0.0572,1.8,0.369
35,30,60,1,off,10,all,43402,0.1428,0.0431,6.7,0.303
35,30,60,1,off,10,bull,35514,0.1065,0.0338,4.7,0.296
35,30,60,1,off,10,nonbull,7888,0.3065,0.1158,7.6,0.33
35,30,60,1,off,15,all,43201,0.16,0.0532,7.9,0.346
35,30,60,1,off,15,bull,35313,0.1201,0.0431,5.8,0.337
35,30,60,1,off,15,nonbull,7888,0.3387,0.1323,8.3,0.387
35,30,60,1,s0,10,all,33820,0.1243,0.0245,3.3,0.307
35,30,60,1,s0,10,bull,30661,0.1206,0.0479,6.2,0.308
35,30,60,1,s0,10,nonbull,3159,0.1596,-0.031,-1.3,0.299
35,30,60,1,s0,15,all,33643,0.1352,0.0284,3.7,0.346
35,30,60,1,s0,15,bull,30484,0.1314,0.0544,6.7,0.346
35,30,60,1,s0,15,nonbull,3159,0.1717,-0.0347,-1.4,0.345
35,30,60,1,s20,10,all,19962,0.1565,0.0567,5.9,0.321
35,30,60,1,s20,10,bull,18128,0.1484,0.0757,7.5,0.32
35,30,60,1,s20,10,nonbull,1834,0.237,0.0464,1.5,0.329
35,30,60,1,s20,15,all,19825,0.1659,0.0591,5.9,0.355
35,30,60,1,s20,15,bull,17991,0.1584,0.0814,7.7,0.354
35,30,60,1,s20,15,nonbull,1834,0.2387,0.0323,1.0,0.365
35,30,999,0,off,10,all,91339,0.2205,0.1207,27.0,0.321
35,30,999,0,off,10,bull,73719,0.1945,0.1218,24.4,0.321
35,30,999,0,off,10,nonbull,17620,0.329,0.1384,13.8,0.322
35,30,999,0,off,15,all,91030,0.2413,0.1345,28.7,0.368
35,30,999,0,off,15,bull,73410,0.2084,0.1314,25.2,0.364
35,30,999,0,off,15,nonbull,17620,0.3782,0.1718,16.3,0.385
35,30,999,0,s0,10,all,69777,0.2285,0.1287,24.8,0.335
35,30,999,0,s0,10,bull,62896,0.223,0.1503,27.5,0.336
35,30,999,0,s0,10,nonbull,6881,0.2786,0.088,5.4,0.331
35,30,999,0,s0,15,all,69503,0.2425,0.1357,25.1,0.377
35,30,999,0,s0,15,bull,62622,0.2363,0.1593,28.0,0.377
35,30,999,0,s0,15,nonbull,6881,0.2987,0.0923,5.4,0.38
35,30,999,0,s20,10,all,27455,0.4364,0.3366,39.8,0.413
35,30,999,0,s20,10,bull,24823,0.4368,0.3641,40.8,0.416
35,30,999,0,s20,10,nonbull,2632,0.432,0.2413,9.2,0.385
35,30,999,0,s20,15,all,27283,0.4527,0.3459,39.6,0.447
35,30,999,0,s20,15,bull,24651,0.4529,0.3759,40.8,0.45
35,30,999,0,s20,15,nonbull,2632,0.4508,0.2445,8.9,0.426
35,30,999,1,off,10,all,47440,0.2554,0.1557,24.7,0.342
35,30,999,1,off,10,bull,39205,0.2381,0.1654,23.8,0.342
35,30,999,1,off,10,nonbull,8235,0.3378,0.1471,9.8,0.341
35,30,999,1,off,15,all,47209,0.2748,0.1681,25.6,0.385
35,30,999,1,off,15,bull,38974,0.2541,0.1771,24.5,0.383
35,30,999,1,off,15,nonbull,8235,0.3728,0.1664,10.6,0.399
35,30,999,1,s0,10,all,37670,0.2705,0.1708,23.9,0.356
35,30,999,1,s0,10,bull,34223,0.2724,0.1996,26.6,0.359
35,30,999,1,s0,10,nonbull,3447,0.2522,0.0616,2.7,0.328
35,30,999,1,s0,15,all,37463,0.2851,0.1783,24.0,0.396
35,30,999,1,s0,15,bull,34016,0.2863,0.2093,26.8,0.398
35,30,999,1,s0,15,nonbull,3447,0.2735,0.0671,2.8,0.377
35,30,999,1,s20,10,all,23650,0.3755,0.2757,30.2,0.396
35,30,999,1,s20,10,bull,21537,0.3758,0.3031,31.6,0.398
35,30,999,1,s20,10,nonbull,2113,0.3724,0.1818,6.1,0.371
35,30,999,1,s20,15,all,23483,0.3899,0.2831,30.0,0.43
35,30,999,1,s20,15,bull,21370,0.39,0.313,31.6,0.432
35,30,999,1,s20,15,nonbull,2113,0.3887,0.1823,5.9,0.413
35,35,60,0,off,10,all,35982,0.1796,0.0798,11.3,0.304
35,35,60,0,off,10,bull,29580,0.1455,0.0728,9.4,0.301
35,35,60,0,off,10,nonbull,6402,0.3372,0.1466,8.9,0.321
35,35,60,0,off,15,all,35854,0.2004,0.0937,12.7,0.351
35,35,60,0,off,15,bull,29452,0.1611,0.0841,10.3,0.344
35,35,60,0,off,15,nonbull,6402,0.3813,0.1749,10.0,0.383
35,35,60,0,s0,10,all,29225,0.1793,0.0795,10.1,0.313
35,35,60,0,s0,10,bull,26100,0.1654,0.0927,11.1,0.311
35,35,60,0,s0,10,nonbull,3125,0.2952,0.1046,4.4,0.325
35,35,60,0,s0,15,all,29108,0.1946,0.0878,10.6,0.358
35,35,60,0,s0,15,bull,25983,0.1791,0.1021,11.7,0.355
35,35,60,0,s0,15,nonbull,3125,0.3234,0.117,4.6,0.386
35,35,60,0,s20,10,all,13253,0.2566,0.1568,13.1,0.348
35,35,60,0,s20,10,bull,11943,0.2483,0.1756,14.0,0.347
35,35,60,0,s20,10,nonbull,1310,0.3325,0.1419,3.8,0.356
35,35,60,0,s20,15,all,13174,0.2736,0.1668,13.4,0.387
35,35,60,0,s20,15,bull,11864,0.2643,0.1873,14.3,0.384
35,35,60,0,s20,15,nonbull,1310,0.3575,0.1511,3.8,0.406
35,35,60,1,off,10,all,18630,0.1952,0.0955,9.6,0.319
35,35,60,1,off,10,bull,15554,0.1689,0.0962,8.9,0.315
35,35,60,1,off,10,nonbull,3076,0.3283,0.1377,5.6,0.339
35,35,60,1,off,15,all,18533,0.2158,0.1091,10.5,0.362
35,35,60,1,off,15,bull,15457,0.1871,0.1101,9.7,0.356
35,35,60,1,off,15,nonbull,3076,0.3602,0.1538,6.0,0.396
35,35,60,1,s0,10,all,15657,0.2171,0.1173,10.8,0.331
35,35,60,1,s0,10,bull,13977,0.2078,0.1351,11.7,0.331
35,35,60,1,s0,10,nonbull,1680,0.2941,0.1035,3.2,0.33
35,35,60,1,s0,15,all,15570,0.2353,0.1285,11.3,0.373
35,35,60,1,s0,15,bull,13890,0.2252,0.1481,12.3,0.372
35,35,60,1,s0,15,nonbull,1680,0.3189,0.1125,3.3,0.389
35,35,60,1,s20,10,all,11676,0.2309,0.1311,10.3,0.344
35,35,60,1,s20,10,bull,10519,0.2216,0.1489,11.1,0.342
35,35,60,1,s20,10,nonbull,1157,0.3155,0.1249,3.1,0.357
35,35,60,1,s20,15,all,11602,0.2452,0.1384,10.5,0.38
35,35,60,1,s20,15,bull,10445,0.2358,0.1588,11.4,0.378
35,35,60,1,s20,15,nonbull,1157,0.3295,0.1231,2.9,0.399
35,35,999,0,off,10,all,42879,0.3566,0.2568,38.8,0.366
35,35,999,0,off,10,bull,35524,0.3472,0.2745,37.5,0.371
35,35,999,0,off,10,nonbull,7355,0.4015,0.2109,13.6,0.344
35,35,999,0,off,15,all,42721,0.3811,0.2743,39.7,0.412
35,35,999,0,off,15,bull,35366,0.3671,0.2901,38.1,0.414
35,35,999,0,off,15,nonbull,7355,0.4483,0.2419,14.8,0.404
35,35,999,0,s0,10,all,35593,0.3955,0.2957,40.3,0.387
35,35,999,0,s0,10,bull,31774,0.3919,0.3191,40.9,0.389
35,35,999,0,s0,10,nonbull,3819,0.4256,0.2349,10.8,0.371
35,35,999,0,s0,15,all,35446,0.4159,0.3091,40.4,0.432
35,35,999,0,s0,15,bull,31627,0.4107,0.3337,41.2,0.432
35,35,999,0,s0,15,nonbull,3819,0.4583,0.252,11.0,0.428
35,35,999,0,s20,10,all,19036,0.6069,0.5071,50.1,0.469
35,35,999,0,s20,10,bull,17118,0.6131,0.5403,50.5,0.474
35,35,999,0,s20,10,nonbull,1918,0.5517,0.361,11.7,0.426
35,35,999,0,s20,15,all,18927,0.6296,0.5228,50.1,0.505
35,35,999,0,s20,15,bull,17009,0.6346,0.5576,50.6,0.509
35,35,999,0,s20,15,nonbull,1918,0.5847,0.3783,11.7,0.473
35,35,999,1,off,10,all,22668,0.4216,0.3218,34.8,0.398
35,35,999,1,off,10,bull,19245,0.4251,0.3524,35.0,0.404
35,35,999,1,off,10,nonbull,3423,0.4014,0.2108,9.0,0.364
35,35,999,1,off,15,all,22541,0.4464,0.3396,35.4,0.441
35,35,999,1,off,15,bull,19118,0.4475,0.3705,35.5,0.444
35,35,999,1,off,15,nonbull,3423,0.4401,0.2337,9.6,0.423
35,35,999,1,s0,10,all,19507,0.4812,0.3814,38.1,0.422
35,35,999,1,s0,10,bull,17539,0.4862,0.4135,39.0,0.428
35,35,999,1,s0,10,nonbull,1968,0.4366,0.246,8.1,0.376
35,35,999,1,s0,15,all,19390,0.5052,0.3984,38.3,0.465
35,35,999,1,s0,15,bull,17422,0.5085,0.4315,39.3,0.468
35,35,999,1,s0,15,nonbull,1968,0.4756,0.2692,8.4,0.439
35,35,999,1,s20,10,all,15364,0.5501,0.4504,39.7,0.454
35,35,999,1,s20,10,bull,13928,0.5554,0.4826,40.4,0.458
35,35,999,1,s20,10,nonbull,1436,0.4995,0.3088,8.5,0.413
35,35,999,1,s20,15,all,15260,0.5709,0.4642,39.6,0.489
35,35,999,1,s20,15,bull,13824,0.5749,0.4979,40.4,0.492
35,35,999,1,s20,15,nonbull,1436,0.5326,0.3262,8.6,0.462
35,40,60,0,off,10,all,15633,0.3081,0.2083,19.3,0.34
35,40,60,0,off,10,bull,12889,0.2925,0.2198,18.4,0.342
35,40,60,0,off,10,nonbull,2744,0.3811,0.1904,7.5,0.333
35,40,60,0,off,15,all,15568,0.3426,0.2358,20.7,0.395
35,40,60,0,off,15,bull,12824,0.324,0.247,19.7,0.393
35,40,60,0,off,15,nonbull,2744,0.4294,0.223,8.3,0.405
35,40,60,0,s0,10,all,13065,0.3436,0.2438,20.4,0.359
35,40,60,0,s0,10,bull,11518,0.3321,0.2594,20.3,0.358
35,40,60,0,s0,10,nonbull,1547,0.429,0.2384,6.9,0.369
35,40,60,0,s0,15,all,13010,0.377,0.2702,21.5,0.415
35,40,60,0,s0,15,bull,11463,0.3617,0.2847,21.3,0.41
35,40,60,0,s0,15,nonbull,1547,0.4904,0.284,7.8,0.451
35,40,60,0,s20,10,all,7523,0.3969,0.2972,18.7,0.387
35,40,60,0,s20,10,bull,6706,0.3989,0.3262,19.3,0.388
35,40,60,0,s20,15,all,7483,0.4293,0.3225,19.4,0.434
35,40,60,0,s20,15,bull,6666,0.4296,0.3526,20.1,0.434
35,40,60,1,off,10,all,8257,0.3308,0.231,15.3,0.357
35,40,60,1,off,10,bull,6948,0.3242,0.2515,15.3,0.357
35,40,60,1,off,10,nonbull,1309,0.3654,0.1748,4.6,0.358
35,40,60,1,off,15,all,8208,0.3684,0.2617,16.6,0.41
35,40,60,1,off,15,bull,6899,0.3615,0.2845,16.6,0.407
35,40,60,1,off,15,nonbull,1309,0.4048,0.1984,5.0,0.424
35,40,60,1,s0,10,all,7145,0.3883,0.2885,17.7,0.379
35,40,60,1,s0,10,bull,6280,0.383,0.3103,17.8,0.379
35,40,60,1,s0,15,all,7106,0.4282,0.3215,18.8,0.434
35,40,60,1,s0,15,bull,6241,0.4192,0.3422,18.8,0.43
35,40,60,1,s20,10,all,6138,0.3761,0.2763,15.6,0.384
35,40,60,1,s20,10,bull,5466,0.3776,0.3049,16.3,0.384
35,40,60,1,s20,15,all,6103,0.4063,0.2995,16.3,0.429
35,40,60,1,s20,15,bull,5431,0.4076,0.3306,17.0,0.429
35,40,999,0,off,10,all,22530,0.6055,0.5057,55.3,0.447
35,40,999,0,off,10,bull,18833,0.6267,0.5539,55.1,0.461
35,40,999,0,off,10,nonbull,3697,0.4977,0.3071,14.0,0.375
35,40,999,0,off,15,all,22435,0.643,0.5362,56.5,0.498
35,40,999,0,off,15,bull,18738,0.6613,0.5843,56.1,0.51
35,40,999,0,off,15,nonbull,3697,0.5503,0.3439,14.9,0.439
35,40,999,0,s0,10,all,19433,0.6857,0.586,59.4,0.48
35,40,999,0,s0,10,bull,17192,0.6956,0.6229,59.3,0.486
35,40,999,0,s0,10,nonbull,2241,0.6097,0.4191,14.7,0.434
