period,adx_min,adx_max,rising,di,N,regime,n,exp,lift,t,win
7,30,50,0,s20,10,nonbull,36989,0.1079,-0.0791,-11.4,0.28
7,30,50,0,s20,15,all,175147,0.0773,-0.0248,-7.4,0.331
7,30,50,0,s20,15,bull,138158,0.0632,-0.0083,-2.2,0.329
7,30,50,0,s20,15,nonbull,36989,0.1299,-0.0734,-10.0,0.338
7,30,50,1,off,10,all,401517,0.0808,-0.0149,-7.0,0.285
7,30,50,1,off,10,bull,305852,0.0616,-0.0065,-2.7,0.281
7,30,50,1,off,10,nonbull,95665,0.1421,-0.0448,-10.3,0.296
7,30,50,1,off,15,all,400492,0.087,-0.0151,-6.8,0.329
7,30,50,1,off,15,bull,304827,0.0649,-0.0065,-2.6,0.323
7,30,50,1,off,15,nonbull,95665,0.1572,-0.0462,-10.1,0.347
7,30,50,1,s0,10,all,222090,0.0576,-0.038,-13.4,0.282
7,30,50,1,s0,10,bull,174520,0.0425,-0.0256,-8.0,0.282
7,30,50,1,s0,10,nonbull,47570,0.1132,-0.0738,-12.1,0.279
7,30,50,1,s0,15,all,221593,0.0679,-0.0341,-11.5,0.327
7,30,50,1,s0,15,bull,174023,0.0494,-0.0221,-6.6,0.324
7,30,50,1,s0,15,nonbull,47570,0.1358,-0.0676,-10.5,0.338
7,30,50,1,s10,10,all,221578,0.0576,-0.038,-13.4,0.282
7,30,50,1,s10,10,bull,174126,0.0424,-0.0257,-8.0,0.282
7,30,50,1,s10,10,nonbull,47452,0.1133,-0.0737,-12.0,0.279
7,30,50,1,s10,15,all,221084,0.0679,-0.0342,-11.5,0.327
7,30,50,1,s10,15,bull,173632,0.0493,-0.0222,-6.6,0.324
7,30,50,1,s10,15,nonbull,47452,0.136,-0.0673,-10.4,0.338
7,30,50,1,s20,10,all,166379,0.061,-0.0346,-10.5,0.284
7,30,50,1,s20,10,bull,131071,0.0509,-0.0172,-4.6,0.286
7,30,50,1,s20,10,nonbull,35308,0.0986,-0.0883,-12.4,0.277
7,30,50,1,s20,15,all,166004,0.0714,-0.0307,-8.9,0.329
7,30,50,1,s20,15,bull,130696,0.0582,-0.0133,-3.4,0.328
7,30,50,1,s20,15,nonbull,35308,0.12,-0.0834,-11.1,0.335
7,30,999,0,off,10,all,973592,0.0907,-0.0049,-3.6,0.284
7,30,999,0,off,10,bull,744196,0.0661,-0.0021,-1.3,0.28
7,30,999,0,off,10,nonbull,229396,0.1707,-0.0163,-5.8,0.297
7,30,999,0,off,15,all,971186,0.0966,-0.0055,-3.9,0.33
7,30,999,0,off,15,bull,741790,0.0694,-0.0021,-1.3,0.323
7,30,999,0,off,15,nonbull,229396,0.1845,-0.0189,-6.4,0.351
7,30,999,0,s0,10,all,540161,0.0776,-0.018,-9.9,0.287
7,30,999,0,s0,10,bull,430404,0.0637,-0.0044,-2.1,0.287
7,30,999,0,s0,10,nonbull,109757,0.132,-0.055,-13.6,0.285
7,30,999,0,s0,15,all,538787,0.0857,-0.0164,-8.6,0.331
7,30,999,0,s0,15,bull,429030,0.0696,-0.0019,-0.9,0.329
7,30,999,0,s0,15,nonbull,109757,0.1486,-0.0547,-12.9,0.34
7,30,999,0,s10,10,all,439750,0.0805,-0.0151,-7.4,0.289
7,30,999,0,s10,10,bull,351701,0.0682,0.0,0.0,0.29
7,30,999,0,s10,10,nonbull,88049,0.1298,-0.0572,-12.7,0.286
7,30,999,0,s10,15,all,438593,0.0885,-0.0136,-6.4,0.333
7,30,999,0,s10,15,bull,350544,0.0742,0.0028,1.2,0.331
7,30,999,0,s10,15,nonbull,88049,0.1453,-0.058,-12.3,0.34
7,30,999,0,s20,10,all,282135,0.0841,-0.0115,-4.5,0.292
7,30,999,0,s20,10,bull,226917,0.0787,0.0105,3.7,0.295
7,30,999,0,s20,10,nonbull,55218,0.1064,-0.0805,-14.2,0.281
7,30,999,0,s20,15,all,281382,0.0931,-0.009,-3.4,0.336
7,30,999,0,s20,15,bull,226164,0.0864,0.0149,5.0,0.336
7,30,999,0,s20,15,nonbull,55218,0.1205,-0.0828,-13.9,0.335
7,30,999,1,off,10,all,541996,0.0907,-0.0049,-2.7,0.287
7,30,999,1,off,10,bull,412719,0.071,0.0029,1.4,0.283
7,30,999,1,off,10,nonbull,129277,0.1536,-0.0334,-8.9,0.299
7,30,999,1,off,15,all,540621,0.0966,-0.0055,-2.9,0.331
7,30,999,1,off,15,bull,411344,0.0748,0.0034,1.6,0.325
7,30,999,1,off,15,nonbull,129277,0.1658,-0.0376,-9.6,0.35
7,30,999,1,s0,10,all,309168,0.0717,-0.0239,-9.9,0.287
7,30,999,1,s0,10,bull,246584,0.0616,-0.0066,-2.4,0.289
7,30,999,1,s0,10,nonbull,62584,0.1116,-0.0754,-14.1,0.281
7,30,999,1,s0,15,all,308421,0.0813,-0.0207,-8.2,0.332
7,30,999,1,s0,15,bull,245837,0.0694,-0.0021,-0.7,0.331
7,30,999,1,s0,15,nonbull,62584,0.1284,-0.075,-13.4,0.336
7,30,999,1,s10,10,all,308533,0.0716,-0.024,-9.9,0.287
7,30,999,1,s10,10,bull,246073,0.0614,-0.0067,-2.5,0.289
7,30,999,1,s10,10,nonbull,62460,0.1117,-0.0753,-14.1,0.281
7,30,999,1,s10,15,all,307789,0.0812,-0.0208,-8.2,0.332
7,30,999,1,s10,15,bull,245329,0.0692,-0.0023,-0.8,0.331
7,30,999,1,s10,15,nonbull,62460,0.1285,-0.0749,-13.3,0.337
7,30,999,1,s20,10,all,250802,0.0761,-0.0195,-7.2,0.29
7,30,999,1,s20,10,bull,200933,0.0702,0.002,0.7,0.293
7,30,999,1,s20,10,nonbull,49869,0.1,-0.0869,-14.5,0.279
7,30,999,1,s20,15,all,250178,0.0853,-0.0167,-5.9,0.334
7,30,999,1,s20,15,bull,200309,0.0782,0.0067,2.1,0.334
7,30,999,1,s20,15,nonbull,49869,0.1142,-0.0892,-14.2,0.334
14,20,40,0,off,10,all,934003,0.0899,-0.0058,-4.2,0.283
14,20,40,0,off,10,bull,714129,0.0609,-0.0072,-4.6,0.278
14,20,40,0,off,10,nonbull,219874,0.1838,-0.0031,-1.1,0.297
14,20,40,0,off,15,all,931788,0.0957,-0.0064,-4.4,0.329
14,20,40,0,off,15,bull,711917,0.0634,-0.0081,-4.9,0.321
14,20,40,0,off,15,nonbull,219871,0.2004,-0.003,-1.0,0.354
14,20,40,0,s0,10,all,509574,0.0693,-0.0263,-14.0,0.284
14,20,40,0,s0,10,bull,408988,0.0608,-0.0073,-3.5,0.286
14,20,40,0,s0,10,nonbull,100586,0.1038,-0.0832,-19.9,0.275
14,20,40,0,s0,15,all,508300,0.0771,-0.0249,-12.7,0.328
14,20,40,0,s0,15,bull,407717,0.0667,-0.0048,-2.2,0.328
14,20,40,0,s0,15,nonbull,100583,0.1195,-0.0839,-19.0,0.33
14,20,40,0,s10,10,all,317418,0.0665,-0.0292,-12.2,0.287
14,20,40,0,s10,10,bull,257794,0.065,-0.0031,-1.2,0.29
14,20,40,0,s10,10,nonbull,59624,0.073,-0.114,-21.0,0.274
14,20,40,0,s10,15,all,316532,0.0735,-0.0285,-11.5,0.33
14,20,40,0,s10,15,bull,256910,0.0727,0.0012,0.5,0.331
14,20,40,0,s10,15,nonbull,59622,0.0771,-0.1263,-22.1,0.323
14,20,40,0,s20,10,all,109235,0.0562,-0.0394,-9.7,0.287
14,20,40,0,s20,10,bull,90275,0.0688,0.0007,0.1,0.293
14,20,40,0,s20,10,nonbull,18960,-0.0037,-0.1906,-20.0,0.256
14,20,40,0,s20,15,all,108888,0.0624,-0.0397,-9.4,0.328
14,20,40,0,s20,15,bull,89928,0.0776,0.0062,1.3,0.334
14,20,40,0,s20,15,nonbull,18960,-0.01,-0.2134,-21.5,0.299
14,20,40,1,off,10,all,462809,0.0875,-0.0081,-4.1,0.284
14,20,40,1,off,10,bull,352621,0.0687,0.0006,0.3,0.281
14,20,40,1,off,10,nonbull,110188,0.1477,-0.0393,-9.7,0.295
14,20,40,1,off,15,all,461539,0.0918,-0.0103,-5.0,0.329
14,20,40,1,off,15,bull,351353,0.0735,0.002,0.9,0.325
14,20,40,1,off,15,nonbull,110186,0.15,-0.0534,-12.6,0.344
14,20,40,1,s0,10,all,263605,0.0609,-0.0347,-13.3,0.285
14,20,40,1,s0,10,bull,213451,0.0607,-0.0074,-2.6,0.288
14,20,40,1,s0,10,nonbull,50154,0.0618,-0.1252,-21.1,0.271
14,20,40,1,s0,15,all,262881,0.068,-0.0341,-12.5,0.328
14,20,40,1,s0,15,bull,212729,0.0693,-0.0021,-0.7,0.33
14,20,40,1,s0,15,nonbull,50152,0.0623,-0.1411,-22.7,0.32
14,20,40,1,s10,10,all,256222,0.062,-0.0336,-12.7,0.286
14,20,40,1,s10,10,bull,207510,0.0625,-0.0056,-1.9,0.289
14,20,40,1,s10,10,nonbull,48712,0.06,-0.127,-21.1,0.271
14,20,40,1,s10,15,all,255515,0.0688,-0.0333,-12.0,0.329
14,20,40,1,s10,15,bull,206805,0.0709,-0.0006,-0.2,0.331
14,20,40,1,s10,15,nonbull,48710,0.0601,-0.1432,-22.8,0.319
14,20,40,1,s20,10,all,108443,0.0553,-0.0403,-9.9,0.286
14,20,40,1,s20,10,bull,89587,0.0677,-0.0004,-0.1,0.293
14,20,40,1,s20,10,nonbull,18856,-0.0034,-0.1903,-19.9,0.257
14,20,40,1,s20,15,all,108099,0.0616,-0.0405,-9.5,0.328
14,20,40,1,s20,15,bull,89243,0.0766,0.0052,1.1,0.334
14,20,40,1,s20,15,nonbull,18856,-0.0097,-0.2131,-21.4,0.299
14,20,50,0,off,10,all,1043509,0.0887,-0.0069,-5.3,0.282
14,20,50,0,off,10,bull,798633,0.0591,-0.009,-6.1,0.277
14,20,50,0,off,10,nonbull,244876,0.1851,-0.0018,-0.7,0.297
14,20,50,0,off,15,all,1041005,0.0947,-0.0074,-5.4,0.328
14,20,50,0,off,15,bull,796132,0.0613,-0.0101,-6.5,0.32
14,20,50,0,off,15,nonbull,244873,0.2032,-0.0002,-0.1,0.355
14,20,50,0,s0,10,all,579743,0.0657,-0.03,-17.0,0.283
14,20,50,0,s0,10,bull,469638,0.0591,-0.009,-4.6,0.285
14,20,50,0,s0,10,nonbull,110105,0.0936,-0.0933,-23.4,0.273
14,20,50,0,s0,15,all,578226,0.0727,-0.0294,-16.0,0.327
14,20,50,0,s0,15,bull,468124,0.0642,-0.0073,-3.5,0.327
14,20,50,0,s0,15,nonbull,110102,0.1089,-0.0945,-22.5,0.327
14,20,50,0,s10,10,all,379860,0.0618,-0.0338,-15.5,0.286
14,20,50,0,s10,10,bull,311935,0.0621,-0.0061,-2.5,0.289
14,20,50,0,s10,10,nonbull,67925,0.0609,-0.126,-24.8,0.27
14,20,50,0,s10,15,all,378746,0.0679,-0.0342,-15.0,0.328
14,20,50,0,s10,15,bull,310823,0.0684,-0.003,-1.2,0.33
14,20,50,0,s10,15,nonbull,67923,0.0654,-0.138,-25.9,0.319
14,20,50,0,s20,10,all,147801,0.0513,-0.0444,-12.7,0.286
14,20,50,0,s20,10,bull,123830,0.0633,-0.0048,-1.3,0.292
14,20,50,0,s20,10,nonbull,23971,-0.0109,-0.1978,-23.4,0.254
14,20,50,0,s20,15,all,147311,0.0559,-0.0462,-12.7,0.326
14,20,50,0,s20,15,bull,123340,0.0699,-0.0016,-0.4,0.331
14,20,50,0,s20,15,nonbull,23971,-0.016,-0.2194,-24.9,0.296
14,20,50,1,off,10,all,522856,0.0857,-0.0099,-5.3,0.284
14,20,50,1,off,10,bull,399256,0.0665,-0.0016,-0.8,0.28
14,20,50,1,off,10,nonbull,123600,0.1478,-0.0392,-10.2,0.296
14,20,50,1,off,15,all,521424,0.0898,-0.0123,-6.4,0.329
14,20,50,1,off,15,bull,397826,0.0708,-0.0006,-0.3,0.324
14,20,50,1,off,15,nonbull,123598,0.1508,-0.0526,-13.1,0.344
14,20,50,1,s0,10,all,303086,0.0578,-0.0378,-15.5,0.284
14,20,50,1,s0,10,bull,247605,0.0593,-0.0089,-3.3,0.288
14,20,50,1,s0,10,nonbull,55481,0.0514,-0.1355,-24.1,0.268
14,20,50,1,s0,15,all,302225,0.0641,-0.038,-14.9,0.327
14,20,50,1,s0,15,bull,246746,0.0669,-0.0046,-1.6,0.33
14,20,50,1,s0,15,nonbull,55479,0.0518,-0.1516,-25.8,0.316
14,20,50,1,s10,10,all,295697,0.0587,-0.0369,-14.9,0.285
14,20,50,1,s10,10,bull,241659,0.0607,-0.0074,-2.7,0.289
14,20,50,1,s10,10,nonbull,54038,0.0496,-0.1374,-24.1,0.268
14,20,50,1,s10,15,all,294853,0.0647,-0.0373,-14.5,0.328
14,20,50,1,s10,15,bull,240817,0.0681,-0.0033,-1.2,0.33
14,20,50,1,s10,15,nonbull,54036,0.0496,-0.1537,-25.8,0.316
14,20,50,1,s20,10,all,143256,0.0497,-0.046,-12.9,0.285
14,20,50,1,s20,10,bull,119812,0.0614,-0.0067,-1.7,0.291
14,20,50,1,s20,10,nonbull,23444,-0.0102,-0.1971,-23.1,0.255
14,20,50,1,s20,15,all,142791,0.0545,-0.0476,-12.9,0.325
14,20,50,1,s20,15,bull,119347,0.0682,-0.0032,-0.8,0.331
14,20,50,1,s20,15,nonbull,23444,-0.0156,-0.219,-24.6,0.297
14,20,999,0,off,10,all,1086859,0.0939,-0.0017,-1.3,0.284
14,20,999,0,off,10,bull,832059,0.0637,-0.0044,-3.0,0.279
14,20,999,0,off,10,nonbull,254800,0.1927,0.0057,2.1,0.299
14,20,999,0,off,15,all,1084184,0.1005,-0.0016,-1.2,0.33
14,20,999,0,off,15,bull,829387,0.0662,-0.0053,-3.5,0.322
14,20,999,0,off,15,nonbull,254797,0.212,0.0086,3.1,0.357
14,20,999,0,s0,10,all,610866,0.0737,-0.022,-12.8,0.286
14,20,999,0,s0,10,bull,496967,0.0672,-0.001,-0.5,0.288
14,20,999,0,s0,10,nonbull,113899,0.102,-0.085,-21.6,0.276
14,20,999,0,s0,15,all,609179,0.0809,-0.0212,-11.8,0.329
14,20,999,0,s0,15,bull,495283,0.0725,0.001,0.5,0.329
14,20,999,0,s0,15,nonbull,113896,0.1175,-0.0858,-20.8,0.33
14,20,999,0,s10,10,all,409749,0.0738,-0.0218,-10.4,0.289
14,20,999,0,s10,10,bull,338226,0.0735,0.0054,2.3,0.293
14,20,999,0,s10,10,nonbull,71523,0.0754,-0.1116,-22.5,0.275
14,20,999,0,s10,15,all,408466,0.0802,-0.0219,-10.0,0.331
14,20,999,0,s10,15,bull,336945,0.0801,0.0086,3.6,0.333
14,20,999,0,s10,15,nonbull,71521,0.0809,-0.1225,-23.5,0.323
14,20,999,0,s20,10,all,171905,0.0793,-0.0163,-5.0,0.295
14,20,999,0,s20,10,bull,145072,0.0885,0.0204,5.7,0.3
14,20,999,0,s20,10,nonbull,26833,0.0296,-0.1574,-19.5,0.268
14,20,999,0,s20,15,all,171260,0.0844,-0.0177,-5.2,0.334
14,20,999,0,s20,15,bull,144427,0.0951,0.0236,6.4,0.338
14,20,999,0,s20,15,nonbull,26833,0.0266,-0.1767,-21.0,0.309
14,20,999,1,off,10,all,548045,0.0933,-0.0023,-1.3,0.286
14,20,999,1,off,10,bull,419215,0.0738,0.0057,2.7,0.283
14,20,999,1,off,10,nonbull,128830,0.1568,-0.0302,-8.0,0.299
14,20,999,1,off,15,all,546491,0.0978,-0.0043,-2.3,0.331
14,20,999,1,off,15,bull,417663,0.0782,0.0067,3.1,0.326
14,20,999,1,off,15,nonbull,128828,0.1612,-0.0422,-10.7,0.347
14,20,999,1,s0,10,all,321864,0.0707,-0.0249,-10.5,0.289
14,20,999,1,s0,10,bull,264222,0.0721,0.004,1.5,0.292
14,20,999,1,s0,10,nonbull,57642,0.0646,-0.1224,-22.1,0.273
14,20,999,1,s0,15,all,320882,0.0771,-0.025,-10.1,0.331
14,20,999,1,s0,15,bull,263242,0.0797,0.0082,3.0,0.334
14,20,999,1,s0,15,nonbull,57640,0.0654,-0.1379,-23.8,0.32
14,20,999,1,s10,10,all,314377,0.0718,-0.0238,-9.9,0.29
14,20,999,1,s10,10,bull,258180,0.0737,0.0056,2.1,0.293
14,20,999,1,s10,10,nonbull,56197,0.0631,-0.1239,-22.1,0.273
14,20,999,1,s10,15,all,313412,0.0779,-0.0241,-9.6,0.332
14,20,999,1,s10,15,bull,257217,0.0811,0.0096,3.5,0.334
14,20,999,1,s10,15,nonbull,56195,0.0636,-0.1398,-23.9,0.32
14,20,999,1,s20,10,all,161386,0.0744,-0.0212,-6.3,0.294
14,20,999,1,s20,10,bull,135889,0.0844,0.0163,4.4,0.299
14,20,999,1,s20,10,nonbull,25497,0.0214,-0.1656,-20.0,0.265
14,20,999,1,s20,15,all,160800,0.0793,-0.0227,-6.5,0.333
14,20,999,1,s20,15,bull,135303,0.0911,0.0196,5.1,0.338
14,20,999,1,s20,15,nonbull,25497,0.0171,-0.1863,-21.6,0.306
14,25,40,0,off,10,all,559646,0.0871,-0.0085,-4.8,0.28
14,25,40,0,off,10,bull,427560,0.0558,-0.0123,-6.1,0.275
14,25,40,0,off,10,nonbull,132086,0.1886,0.0016,0.4,0.296
14,25,40,0,off,15,all,558247,0.0933,-0.0088,-4.7,0.327
14,25,40,0,off,15,bull,426161,0.0582,-0.0132,-6.2,0.318
14,25,40,0,off,15,nonbull,132086,0.2063,0.0029,0.8,0.354
14,25,40,0,s0,10,all,309589,0.0629,-0.0327,-13.6,0.282
14,25,40,0,s0,10,bull,252449,0.0614,-0.0067,-2.5,0.286
14,25,40,0,s0,10,nonbull,57140,0.0693,-0.1176,-21.4,0.266
14,25,40,0,s0,15,all,308678,0.0709,-0.0312,-12.4,0.326
14,25,40,0,s0,15,bull,251538,0.0678,-0.0036,-1.3,0.328
14,25,40,0,s0,15,nonbull,57140,0.0843,-0.1191,-20.6,0.318
14,25,40,0,s10,10,all,217412,0.066,-0.0296,-10.3,0.287
14,25,40,0,s10,10,bull,178908,0.0681,0.0,0.0,0.291
14,25,40,0,s10,10,nonbull,38504,0.0562,-0.1308,-19.4,0.269
14,25,40,0,s10,15,all,216728,0.0727,-0.0294,-9.8,0.329
14,25,40,0,s10,15,bull,178224,0.0758,0.0043,1.3,0.332
14,25,40,0,s10,15,nonbull,38504,0.0583,-0.1451,-20.6,0.316
14,25,40,0,s20,10,all,87556,0.0619,-0.0337,-7.4,0.288
14,25,40,0,s20,10,bull,72756,0.0752,0.0071,1.4,0.295
14,25,40,0,s20,10,nonbull,14800,-0.0033,-0.1902,-17.7,0.256
14,25,40,0,s20,15,all,87273,0.0674,-0.0347,-7.3,0.329
14,25,40,0,s20,15,bull,72473,0.0838,0.0123,2.4,0.335
14,25,40,0,s20,15,nonbull,14800,-0.013,-0.2163,-19.3,0.297
14,25,40,1,off,10,all,285870,0.0891,-0.0065,-2.6,0.283
14,25,40,1,off,10,bull,217733,0.0677,-0.0004,-0.1,0.279
14,25,40,1,off,10,nonbull,68137,0.1573,-0.0297,-5.7,0.297
14,25,40,1,off,15,all,285061,0.0922,-0.0099,-3.8,0.328
14,25,40,1,off,15,bull,216924,0.0722,0.0007,0.2,0.323
14,25,40,1,off,15,nonbull,68137,0.156,-0.0474,-8.8,0.345
14,25,40,1,s0,10,all,165398,0.0619,-0.0337,-10.2,0.286
14,25,40,1,s0,10,bull,135951,0.0665,-0.0016,-0.4,0.29
14,25,40,1,s0,10,nonbull,29447,0.0408,-0.1462,-19.0,0.266
14,25,40,1,s0,15,all,164876,0.0685,-0.0336,-9.7,0.328
14,25,40,1,s0,15,bull,135429,0.0754,0.004,1.0,0.332
14,25,40,1,s0,15,nonbull,29447,0.0364,-0.1669,-20.8,0.311
14,25,40,1,s10,10,all,164497,0.062,-0.0336,-10.1,0.286
14,25,40,1,s10,10,bull,135192,0.0669,-0.0012,-0.3,0.29
14,25,40,1,s10,10,nonbull,29305,0.0394,-0.1475,-19.1,0.265
14,25,40,1,s10,15,all,163978,0.0684,-0.0336,-9.7,0.328
14,25,40,1,s10,15,bull,134673,0.0757,0.0042,1.1,0.332
14,25,40,1,s10,15,nonbull,29305,0.0352,-0.1681,-20.9,0.311
14,25,40,1,s20,10,all,86767,0.0609,-0.0347,-7.6,0.288
14,25,40,1,s20,10,bull,72070,0.0739,0.0058,1.1,0.294
14,25,40,1,s20,10,nonbull,14697,-0.0027,-0.1897,-17.6,0.256
14,25,40,1,s20,15,all,86487,0.0664,-0.0356,-7.5,0.329
14,25,40,1,s20,15,bull,71790,0.0826,0.0111,2.1,0.335
14,25,40,1,s20,15,nonbull,14697,-0.0124,-0.2158,-19.1,0.298
14,25,50,0,off,10,all,669152,0.0857,-0.0099,-6.1,0.279
14,25,50,0,off,10,bull,512064,0.0538,-0.0143,-7.7,0.274
14,25,50,0,off,10,nonbull,157088,0.1898,0.0028,0.8,0.295
14,25,50,0,off,15,all,667464,0.0921,-0.01,-5.8,0.326
14,25,50,0,off,15,bull,510376,0.0559,-0.0155,-8.0,0.317
14,25,50,0,off,15,nonbull,157088,0.2097,0.0063,1.8,0.354
14,25,50,0,s0,10,all,379758,0.0585,-0.0371,-17.1,0.282
14,25,50,0,s0,10,bull,313099,0.0587,-0.0094,-3.9,0.286
14,25,50,0,s0,10,nonbull,66659,0.0575,-0.1295,-25.5,0.263
14,25,50,0,s0,15,all,378604,0.0653,-0.0368,-16.2,0.324
14,25,50,0,s0,15,bull,311945,0.0639,-0.0075,-3.0,0.326
14,25,50,0,s0,15,nonbull,66659,0.0718,-0.1316,-24.6,0.314
14,25,50,0,s10,10,all,279854,0.0598,-0.0358,-14.1,0.285
14,25,50,0,s10,10,bull,233049,0.0635,-0.0046,-1.7,0.289
14,25,50,0,s10,10,nonbull,46805,0.0417,-0.1453,-23.9,0.264
14,25,50,0,s10,15,all,278942,0.0652,-0.0369,-13.9,0.326
14,25,50,0,s10,15,bull,232137,0.0693,-0.0021,-0.7,0.33
14,25,50,0,s10,15,nonbull,46805,0.0446,-0.1587,-24.9,0.311
14,25,50,0,s20,10,all,126122,0.0544,-0.0412,-10.9,0.286
14,25,50,0,s20,10,bull,106311,0.0668,-0.0013,-0.3,0.292
14,25,50,0,s20,10,nonbull,19811,-0.0121,-0.1991,-21.5,0.254
14,25,50,0,s20,15,all,125696,0.0583,-0.0438,-11.1,0.326
14,25,50,0,s20,15,bull,105885,0.0728,0.0013,0.3,0.332
14,25,50,0,s20,15,nonbull,19811,-0.0194,-0.2228,-23.0,0.294
14,25,50,1,off,10,all,345917,0.0861,-0.0095,-4.2,0.282
14,25,50,1,off,10,bull,264368,0.0646,-0.0035,-1.4,0.278
14,25,50,1,off,10,nonbull,81549,0.1558,-0.0311,-6.6,0.297
14,25,50,1,off,15,all,344946,0.0891,-0.0129,-5.5,0.327
14,25,50,1,off,15,bull,263397,0.0683,-0.0031,-1.1,0.321
14,25,50,1,off,15,nonbull,81549,0.1562,-0.0472,-9.6,0.345
14,25,50,1,s0,10,all,204879,0.0572,-0.0384,-12.9,0.285
14,25,50,1,s0,10,bull,170105,0.0633,-0.0048,-1.5,0.29
14,25,50,1,s0,10,nonbull,34774,0.0275,-0.1594,-22.6,0.262
14,25,50,1,s0,15,all,204220,0.0627,-0.0394,-12.7,0.327
14,25,50,1,s0,15,bull,169446,0.0707,-0.0008,-0.2,0.331
14,25,50,1,s0,15,nonbull,34774,0.0237,-0.1797,-24.4,0.306
14,25,50,1,s10,10,all,203972,0.0573,-0.0384,-12.9,0.285
14,25,50,1,s10,10,bull,169341,0.0636,-0.0045,-1.4,0.29
14,25,50,1,s10,10,nonbull,34631,0.0264,-0.1606,-22.7,0.262
14,25,50,1,s10,15,all,203316,0.0626,-0.0395,-12.7,0.327
14,25,50,1,s10,15,bull,168685,0.0708,-0.0007,-0.2,0.331
14,25,50,1,s10,15,nonbull,34631,0.0227,-0.1807,-24.5,0.306
14,25,50,1,s20,10,all,121580,0.0526,-0.043,-11.1,0.286
14,25,50,1,s20,10,bull,102295,0.0647,-0.0035,-0.8,0.292
14,25,50,1,s20,10,nonbull,19285,-0.0111,-0.1981,-21.1,0.254
14,25,50,1,s20,15,all,121179,0.0566,-0.0454,-11.3,0.326
14,25,50,1,s20,15,bull,101894,0.071,-0.0005,-0.1,0.331
14,25,50,1,s20,15,nonbull,19285,-0.019,-0.2223,-22.7,0.295
14,25,999,0,off,10,all,712502,0.0939,-0.0017,-1.1,0.282
14,25,999,0,off,10,bull,545490,0.0611,-0.007,-3.9,0.277
14,25,999,0,off,10,nonbull,167012,0.201,0.0141,4.3,0.299
14,25,999,0,off,15,all,710643,0.101,-0.001,-0.6,0.328
14,25,999,0,off,15,bull,543631,0.0637,-0.0078,-4.2,0.319
14,25,999,0,off,15,nonbull,167012,0.2228,0.0194,5.6,0.358
14,25,999,0,s0,10,all,410881,0.0709,-0.0247,-11.8,0.286
14,25,999,0,s0,10,bull,340428,0.0705,0.0024,1.0,0.289
14,25,999,0,s0,10,nonbull,70453,0.0729,-0.114,-23.0,0.268
14,25,999,0,s0,15,all,409557,0.078,-0.024,-11.0,0.328
14,25,999,0,s0,15,bull,339104,0.076,0.0046,1.9,0.33
14,25,999,0,s0,15,nonbull,70453,0.0878,-0.1156,-22.1,0.319
14,25,999,0,s10,10,all,309743,0.0758,-0.0198,-8.2,0.29
14,25,999,0,s10,10,bull,259340,0.0782,0.0101,3.8,0.294
14,25,999,0,s10,10,nonbull,50403,0.0636,-0.1234,-21.0,0.271
14,25,999,0,s10,15,all,308662,0.0817,-0.0203,-8.1,0.331
14,25,999,0,s10,15,bull,258259,0.0844,0.0129,4.7,0.334
14,25,999,0,s10,15,nonbull,50403,0.0681,-0.1353,-21.9,0.318
14,25,999,0,s20,10,all,150226,0.086,-0.0096,-2.7,0.297
14,25,999,0,s20,10,bull,127553,0.0949,0.0268,7.0,0.301
14,25,999,0,s20,10,nonbull,22673,0.036,-0.151,-17.2,0.269
14,25,999,0,s20,15,all,149645,0.0905,-0.0116,-3.2,0.335
14,25,999,0,s20,15,bull,126972,0.101,0.0296,7.5,0.34
14,25,999,0,s20,15,nonbull,22673,0.0315,-0.1719,-18.8,0.31
14,25,999,1,off,10,all,371106,0.0973,0.0016,0.7,0.287
14,25,999,1,off,10,bull,284327,0.0754,0.0073,2.9,0.282
14,25,999,1,off,10,nonbull,86779,0.1687,-0.0182,-4.0,0.301
14,25,999,1,off,15,all,370013,0.101,-0.0011,-0.5,0.331
14,25,999,1,off,15,bull,283234,0.0794,0.0079,3.0,0.325
14,25,999,1,off,15,nonbull,86779,0.1714,-0.032,-6.7,0.349
14,25,999,1,s0,10,all,223657,0.0759,-0.0198,-6.9,0.291
14,25,999,1,s0,10,bull,186722,0.0811,0.013,4.1,0.296
14,25,999,1,s0,10,nonbull,36935,0.0494,-0.1375,-20.0,0.269
14,25,999,1,s0,15,all,222877,0.0815,-0.0206,-6.9,0.332
14,25,999,1,s0,15,bull,185942,0.0884,0.017,5.2,0.336
14,25,999,1,s0,15,nonbull,36935,0.0466,-0.1568,-21.8,0.313
14,25,999,1,s10,10,all,222652,0.0759,-0.0197,-6.9,0.292
14,25,999,1,s10,10,bull,185862,0.0813,0.0132,4.2,0.296
14,25,999,1,s10,10,nonbull,36790,0.0483,-0.1386,-20.1,0.269
14,25,999,1,s10,15,all,221875,0.0814,-0.0206,-6.9,0.332
14,25,999,1,s10,15,bull,185085,0.0885,0.0171,5.2,0.336
14,25,999,1,s10,15,nonbull,36790,0.0456,-0.1578,-21.9,0.313
14,25,999,1,s20,10,all,139710,0.0808,-0.0148,-4.1,0.296
14,25,999,1,s20,10,bull,118372,0.0906,0.0225,5.7,0.301
14,25,999,1,s20,10,nonbull,21338,0.0266,-0.1603,-17.8,0.267
