period,adx_min,adx_max,rising,di,N,regime,n,exp,lift,t,win
21,25,50,0,s20,15,bull,64854,0.0578,-0.0137,-2.5,0.326
21,25,50,0,s20,15,nonbull,8460,-0.0232,-0.2266,-15.4,0.291
21,25,50,1,off,10,all,214050,0.0728,-0.0228,-7.9,0.28
21,25,50,1,off,10,bull,165802,0.0432,-0.0249,-7.6,0.273
21,25,50,1,off,10,nonbull,48248,0.1746,-0.0123,-2.0,0.302
21,25,50,1,off,15,all,213347,0.0788,-0.0232,-7.7,0.323
21,25,50,1,off,15,bull,165099,0.0476,-0.0239,-7.0,0.315
21,25,50,1,off,15,nonbull,48248,0.1858,-0.0176,-2.7,0.352
21,25,50,1,s0,10,all,136621,0.0426,-0.053,-14.6,0.283
21,25,50,1,s0,10,bull,118941,0.0488,-0.0193,-5.0,0.286
21,25,50,1,s0,10,nonbull,17680,0.0014,-0.1855,-18.9,0.257
21,25,50,1,s0,15,all,136052,0.0475,-0.0546,-14.5,0.322
21,25,50,1,s0,15,bull,118372,0.0548,-0.0166,-4.1,0.325
21,25,50,1,s0,15,nonbull,17680,-0.0016,-0.205,-20.0,0.297
21,25,50,1,s10,10,all,136199,0.0424,-0.0532,-14.7,0.283
21,25,50,1,s10,10,bull,118570,0.0485,-0.0196,-5.0,0.287
21,25,50,1,s10,10,nonbull,17629,0.0015,-0.1854,-18.9,0.257
21,25,50,1,s10,15,all,135630,0.0473,-0.0548,-14.5,0.322
21,25,50,1,s10,15,bull,118001,0.0546,-0.0168,-4.1,0.325
21,25,50,1,s10,15,nonbull,17629,-0.0017,-0.205,-20.0,0.297
21,25,50,1,s20,10,all,71219,0.0453,-0.0503,-10.0,0.286
21,25,50,1,s20,10,bull,63002,0.0532,-0.0149,-2.8,0.291
21,25,50,1,s20,10,nonbull,8217,-0.0155,-0.2024,-14.1,0.254
21,25,50,1,s20,15,all,70889,0.0461,-0.056,-10.7,0.322
21,25,50,1,s20,15,bull,62672,0.0554,-0.0161,-2.9,0.326
21,25,50,1,s20,15,nonbull,8217,-0.0248,-0.2281,-15.3,0.292
21,25,999,0,off,10,all,429962,0.095,-0.0006,-0.3,0.281
21,25,999,0,off,10,bull,330976,0.0567,-0.0114,-5.0,0.276
21,25,999,0,off,10,nonbull,98986,0.2233,0.0364,8.6,0.3
21,25,999,0,off,15,all,428868,0.1045,0.0024,1.1,0.328
21,25,999,0,off,15,bull,329885,0.0596,-0.0118,-4.9,0.317
21,25,999,0,off,15,nonbull,98983,0.254,0.0507,11.3,0.363
21,25,999,0,s0,10,all,265545,0.07,-0.0256,-9.9,0.286
21,25,999,0,s0,10,bull,228617,0.0712,0.0031,1.1,0.289
21,25,999,0,s0,10,nonbull,36928,0.0627,-0.1242,-18.2,0.266
21,25,999,0,s0,15,all,264658,0.0761,-0.0259,-9.6,0.327
21,25,999,0,s0,15,bull,227733,0.0766,0.0051,1.8,0.329
21,25,999,0,s0,15,nonbull,36925,0.0733,-0.13,-18.1,0.314
21,25,999,0,s10,10,all,199879,0.0748,-0.0208,-6.9,0.291
21,25,999,0,s10,10,bull,174159,0.0773,0.0092,2.8,0.294
21,25,999,0,s10,10,nonbull,25720,0.0575,-0.1295,-15.8,0.271
21,25,999,0,s10,15,all,199126,0.0804,-0.0217,-6.9,0.33
21,25,999,0,s10,15,bull,173408,0.0833,0.0119,3.5,0.333
21,25,999,0,s10,15,nonbull,25718,0.0603,-0.143,-16.6,0.314
21,25,999,0,s20,10,all,82428,0.1024,0.0068,1.4,0.304
21,25,999,0,s20,10,bull,72848,0.1059,0.0378,7.5,0.307
21,25,999,0,s20,10,nonbull,9580,0.0758,-0.1112,-8.2,0.282
21,25,999,0,s20,15,all,82040,0.1048,0.0027,0.5,0.339
21,25,999,0,s20,15,bull,72460,0.1089,0.0375,7.2,0.342
21,25,999,0,s20,15,nonbull,9580,0.0732,-0.1302,-9.2,0.32
21,25,999,1,off,10,all,222233,0.0909,-0.0047,-1.7,0.286
21,25,999,1,off,10,bull,172597,0.0631,-0.005,-1.6,0.28
21,25,999,1,off,10,nonbull,49636,0.1874,0.0005,0.1,0.306
21,25,999,1,off,15,all,221487,0.0975,-0.0046,-1.6,0.329
21,25,999,1,off,15,bull,171851,0.0679,-0.0035,-1.1,0.321
21,25,999,1,off,15,nonbull,49636,0.1997,-0.0036,-0.6,0.356
21,25,999,1,s0,10,all,143636,0.0722,-0.0235,-6.6,0.292
21,25,999,1,s0,10,bull,125083,0.0772,0.0091,2.4,0.295
21,25,999,1,s0,10,nonbull,18553,0.0381,-0.1488,-15.4,0.268
21,25,999,1,s0,15,all,143024,0.0779,-0.0242,-6.5,0.331
21,25,999,1,s0,15,bull,124471,0.0838,0.0123,3.1,0.334
21,25,999,1,s0,15,nonbull,18553,0.0382,-0.1652,-16.4,0.309
21,25,999,1,s10,10,all,143105,0.072,-0.0236,-6.6,0.292
21,25,999,1,s10,10,bull,124609,0.077,0.0089,2.3,0.296
21,25,999,1,s10,10,nonbull,18496,0.0383,-0.1487,-15.4,0.268
21,25,999,1,s10,15,all,142493,0.0777,-0.0244,-6.6,0.331
21,25,999,1,s10,15,bull,123997,0.0837,0.0122,3.1,0.335
21,25,999,1,s10,15,nonbull,18496,0.0378,-0.1656,-16.4,0.309
21,25,999,1,s20,10,all,77837,0.096,0.0004,0.1,0.303
21,25,999,1,s20,10,bull,68819,0.1015,0.0334,6.4,0.307
21,25,999,1,s20,10,nonbull,9018,0.0546,-0.1324,-9.5,0.276
21,25,999,1,s20,15,all,77464,0.0982,-0.0039,-0.8,0.338
21,25,999,1,s20,15,bull,68446,0.1045,0.033,6.1,0.342
21,25,999,1,s20,15,nonbull,9018,0.0507,-0.1527,-10.5,0.314
21,30,40,0,off,10,all,175677,0.0815,-0.0141,-4.4,0.278
21,30,40,0,off,10,bull,135611,0.0384,-0.0297,-8.3,0.27
21,30,40,0,off,10,nonbull,40066,0.2277,0.0407,6.1,0.303
21,30,40,0,off,15,all,175199,0.0927,-0.0094,-2.8,0.324
21,30,40,0,off,15,bull,135133,0.042,-0.0295,-7.9,0.311
21,30,40,0,off,15,nonbull,40066,0.2639,0.0605,8.6,0.366
21,30,40,0,s0,10,all,110635,0.044,-0.0517,-12.9,0.279
21,30,40,0,s0,10,bull,96348,0.0449,-0.0232,-5.4,0.282
21,30,40,0,s0,10,nonbull,14287,0.0378,-0.1492,-13.6,0.264
21,30,40,0,s0,15,all,110240,0.0493,-0.0528,-12.6,0.319
21,30,40,0,s0,15,bull,95953,0.0489,-0.0225,-5.0,0.321
21,30,40,0,s0,15,nonbull,14287,0.0517,-0.1517,-13.2,0.31
21,30,40,0,s10,10,all,86935,0.0413,-0.0543,-12.0,0.282
21,30,40,0,s10,10,bull,76268,0.0434,-0.0247,-5.1,0.284
21,30,40,0,s10,10,nonbull,10667,0.0267,-0.1603,-12.6,0.266
21,30,40,0,s10,15,all,86585,0.0455,-0.0566,-12.0,0.32
21,30,40,0,s10,15,bull,75918,0.0472,-0.0243,-4.8,0.322
21,30,40,0,s10,15,nonbull,10667,0.0332,-0.1702,-12.8,0.31
21,30,40,0,s20,10,all,35240,0.0308,-0.0648,-9.1,0.282
21,30,40,0,s20,10,bull,31319,0.0348,-0.0333,-4.4,0.284
21,30,40,0,s20,10,nonbull,3921,-0.0006,-0.1876,-8.9,0.263
21,30,40,0,s20,15,all,35068,0.0306,-0.0715,-9.7,0.318
21,30,40,0,s20,15,bull,31147,0.035,-0.0365,-4.6,0.32
21,30,40,0,s20,15,nonbull,3921,-0.0043,-0.2076,-9.5,0.302
21,30,40,1,off,10,all,91505,0.0657,-0.0299,-6.8,0.279
21,30,40,1,off,10,bull,71479,0.0326,-0.0355,-7.2,0.271
21,30,40,1,off,10,nonbull,20026,0.1839,-0.003,-0.3,0.308
21,30,40,1,off,15,all,91168,0.0729,-0.0292,-6.3,0.322
21,30,40,1,off,15,bull,71142,0.0371,-0.0344,-6.7,0.311
21,30,40,1,off,15,nonbull,20026,0.2003,-0.0031,-0.3,0.36
21,30,40,1,s0,10,all,59970,0.0313,-0.0643,-11.8,0.28
21,30,40,1,s0,10,bull,52710,0.0358,-0.0323,-5.5,0.283
21,30,40,1,s0,10,nonbull,7260,-0.0011,-0.188,-12.3,0.259
21,30,40,1,s0,15,all,59693,0.0371,-0.065,-11.4,0.319
21,30,40,1,s0,15,bull,52433,0.0414,-0.03,-4.9,0.321
21,30,40,1,s0,15,nonbull,7260,0.0055,-0.1978,-12.3,0.302
21,30,40,1,s10,10,all,59912,0.0313,-0.0643,-11.8,0.28
21,30,40,1,s10,10,bull,52661,0.0358,-0.0324,-5.5,0.283
21,30,40,1,s10,10,nonbull,7251,-0.0013,-0.1883,-12.3,0.26
21,30,40,1,s10,15,all,59635,0.037,-0.0651,-11.4,0.319
21,30,40,1,s10,15,bull,52384,0.0414,-0.0301,-4.9,0.321
21,30,40,1,s10,15,nonbull,7251,0.005,-0.1983,-12.3,0.303
21,30,40,1,s20,10,all,34729,0.0308,-0.0648,-9.0,0.282
21,30,40,1,s20,10,bull,30846,0.0346,-0.0335,-4.4,0.285
21,30,40,1,s20,10,nonbull,3883,0.0007,-0.1862,-8.8,0.264
21,30,40,1,s20,15,all,34559,0.0311,-0.0709,-9.5,0.318
21,30,40,1,s20,15,bull,30676,0.0354,-0.0361,-4.5,0.32
21,30,40,1,s20,15,nonbull,3883,-0.0025,-0.2059,-9.4,0.303
21,30,50,0,off,10,all,221141,0.0904,-0.0052,-1.8,0.28
21,30,50,0,off,10,bull,171346,0.0475,-0.0207,-6.5,0.274
21,30,50,0,off,10,nonbull,49795,0.2384,0.0514,8.6,0.303
21,30,50,0,off,15,all,220531,0.1028,0.0007,0.2,0.326
21,30,50,0,off,15,bull,170736,0.0515,-0.02,-6.0,0.314
21,30,50,0,off,15,nonbull,49795,0.2786,0.0752,11.9,0.368
21,30,50,0,s0,10,all,143378,0.0544,-0.0412,-11.7,0.282
21,30,50,0,s0,10,bull,125734,0.0546,-0.0135,-3.6,0.285
21,30,50,0,s0,10,nonbull,17644,0.0535,-0.1334,-13.6,0.264
21,30,50,0,s0,15,all,142854,0.0599,-0.0421,-11.5,0.322
21,30,50,0,s0,15,bull,125210,0.0588,-0.0127,-3.2,0.323
21,30,50,0,s0,15,nonbull,17644,0.068,-0.1354,-13.1,0.312
21,30,50,0,s10,10,all,116806,0.054,-0.0416,-10.6,0.285
21,30,50,0,s10,10,bull,103184,0.0555,-0.0126,-3.0,0.288
21,30,50,0,s10,10,nonbull,13622,0.0421,-0.1448,-12.9,0.266
21,30,50,0,s10,15,all,116331,0.0587,-0.0434,-10.6,0.323
21,30,50,0,s10,15,bull,102709,0.0598,-0.0116,-2.7,0.325
21,30,50,0,s10,15,nonbull,13622,0.0497,-0.1537,-13.1,0.31
21,30,50,0,s20,10,all,52827,0.0509,-0.0447,-7.7,0.288
21,30,50,0,s20,10,bull,47225,0.0536,-0.0145,-2.3,0.29
21,30,50,0,s20,10,nonbull,5602,0.0279,-0.1591,-9.1,0.267
21,30,50,0,s20,15,all,52554,0.0518,-0.0502,-8.3,0.323
21,30,50,0,s20,15,bull,46952,0.0547,-0.0168,-2.6,0.325
21,30,50,0,s20,15,nonbull,5602,0.0281,-0.1753,-9.6,0.307
21,30,50,1,off,10,all,115919,0.0792,-0.0164,-4.2,0.283
21,30,50,1,off,10,bull,91002,0.0441,-0.024,-5.5,0.275
21,30,50,1,off,10,nonbull,24917,0.2074,0.0205,2.4,0.313
21,30,50,1,off,15,all,115479,0.0872,-0.0149,-3.6,0.326
21,30,50,1,off,15,bull,90562,0.0486,-0.0229,-5.0,0.315
21,30,50,1,off,15,nonbull,24917,0.2276,0.0242,2.7,0.366
21,30,50,1,s0,10,all,78040,0.0465,-0.0491,-10.2,0.285
21,30,50,1,s0,10,bull,68994,0.0494,-0.0187,-3.7,0.288
21,30,50,1,s0,10,nonbull,9046,0.0246,-0.1624,-11.8,0.263
21,30,50,1,s0,15,all,77662,0.0521,-0.05,-10.0,0.323
21,30,50,1,s0,15,bull,68616,0.0547,-0.0168,-3.2,0.325
21,30,50,1,s0,15,nonbull,9046,0.0326,-0.1708,-11.8,0.308
21,30,50,1,s10,10,all,77972,0.0464,-0.0492,-10.2,0.285
21,30,50,1,s10,10,bull,68937,0.0493,-0.0188,-3.7,0.288
21,30,50,1,s10,10,nonbull,9035,0.0241,-0.1628,-11.8,0.264
21,30,50,1,s10,15,all,77594,0.0519,-0.0501,-10.0,0.323
21,30,50,1,s10,15,bull,68559,0.0546,-0.0169,-3.2,0.325
21,30,50,1,s10,15,nonbull,9035,0.0318,-0.1716,-11.9,0.308
21,30,50,1,s20,10,all,50419,0.0484,-0.0473,-7.9,0.288
21,30,50,1,s20,10,bull,45054,0.0504,-0.0177,-2.8,0.29
21,30,50,1,s20,10,nonbull,5365,0.0313,-0.1557,-8.7,0.269
21,30,50,1,s20,15,all,50154,0.0488,-0.0533,-8.6,0.323
21,30,50,1,s20,15,bull,44789,0.0513,-0.0202,-3.1,0.324
21,30,50,1,s20,15,nonbull,5365,0.0283,-0.1751,-9.3,0.309
21,30,999,0,off,10,all,234872,0.1103,0.0147,5.3,0.287
21,30,999,0,off,10,bull,182427,0.0692,0.0011,0.4,0.281
21,30,999,0,off,10,nonbull,52445,0.2533,0.0664,11.3,0.308
21,30,999,0,off,15,all,234212,0.1232,0.0211,7.3,0.332
21,30,999,0,off,15,bull,181767,0.0738,0.0023,0.7,0.321
21,30,999,0,off,15,nonbull,52445,0.2943,0.0909,14.7,0.372
21,30,999,0,s0,10,all,154678,0.0867,-0.0089,-2.6,0.292
21,30,999,0,s0,10,bull,135489,0.0845,0.0164,4.5,0.294
21,30,999,0,s0,10,nonbull,19189,0.1028,-0.0842,-8.8,0.279
21,30,999,0,s0,15,all,154104,0.0931,-0.0089,-2.5,0.332
21,30,999,0,s0,15,bull,134915,0.0894,0.0179,4.7,0.332
21,30,999,0,s0,15,nonbull,19189,0.1196,-0.0837,-8.4,0.327
21,30,999,0,s10,10,all,127644,0.0928,-0.0028,-0.8,0.297
21,30,999,0,s10,10,bull,112566,0.0909,0.0227,5.6,0.298
21,30,999,0,s10,10,nonbull,15078,0.1071,-0.0799,-7.4,0.285
21,30,999,0,s10,15,all,127119,0.0986,-0.0035,-0.9,0.335
21,30,999,0,s10,15,bull,112041,0.0959,0.0245,5.8,0.336
21,30,999,0,s10,15,nonbull,15078,0.1181,-0.0852,-7.5,0.331
21,30,999,0,s20,10,all,61603,0.1241,0.0285,5.2,0.311
21,30,999,0,s20,10,bull,54881,0.1208,0.0527,9.0,0.312
21,30,999,0,s20,10,nonbull,6722,0.1512,-0.0357,-2.2,0.306
21,30,999,0,s20,15,all,61280,0.1268,0.0247,4.3,0.346
21,30,999,0,s20,15,bull,54558,0.1231,0.0516,8.6,0.346
21,30,999,0,s20,15,nonbull,6722,0.1569,-0.0465,-2.7,0.346
21,30,999,1,off,10,all,124102,0.1111,0.0155,4.1,0.294
21,30,999,1,off,10,bull,97797,0.0792,0.011,2.6,0.287
21,30,999,1,off,10,nonbull,26305,0.2299,0.0429,5.1,0.32
21,30,999,1,off,15,all,123619,0.12,0.018,4.5,0.336
21,30,999,1,off,15,bull,97314,0.0844,0.0129,2.9,0.326
21,30,999,1,off,15,nonbull,26305,0.2517,0.0484,5.5,0.373
21,30,999,1,s0,10,all,85055,0.0961,0.0004,0.1,0.3
21,30,999,1,s0,10,bull,75136,0.0967,0.0286,5.8,0.303
21,30,999,1,s0,10,nonbull,9919,0.0912,-0.0957,-7.2,0.284
21,30,999,1,s0,15,all,84634,0.1031,0.001,0.2,0.339
21,30,999,1,s0,15,bull,74715,0.103,0.0315,6.1,0.34
21,30,999,1,s0,15,nonbull,9919,0.1041,-0.0993,-7.1,0.329
21,30,999,1,s10,10,all,84878,0.096,0.0004,0.1,0.301
21,30,999,1,s10,10,bull,74976,0.0967,0.0286,5.8,0.303
21,30,999,1,s10,10,nonbull,9902,0.0907,-0.0962,-7.2,0.284
21,30,999,1,s10,15,all,84457,0.1029,0.0008,0.2,0.339
21,30,999,1,s10,15,bull,74555,0.1029,0.0314,6.1,0.34
21,30,999,1,s10,15,nonbull,9902,0.1026,-0.1007,-7.2,0.329
21,30,999,1,s20,10,all,57037,0.1173,0.0216,3.8,0.311
21,30,999,1,s20,10,bull,50871,0.116,0.0479,7.9,0.312
21,30,999,1,s20,10,nonbull,6166,0.1277,-0.0593,-3.5,0.3
21,30,999,1,s20,15,all,56729,0.1196,0.0176,3.0,0.345
21,30,999,1,s20,15,bull,50563,0.1182,0.0467,7.4,0.345
21,30,999,1,s20,15,nonbull,6166,0.1317,-0.0717,-4.0,0.34
28,20,40,0,off,10,all,511082,0.0935,-0.0022,-1.2,0.282
28,20,40,0,off,10,bull,391496,0.0538,-0.0143,-6.8,0.276
28,20,40,0,off,10,nonbull,119586,0.2233,0.0364,9.4,0.304
28,20,40,0,off,15,all,509778,0.102,-0.0001,-0.1,0.329
28,20,40,0,off,15,bull,390195,0.0562,-0.0152,-6.9,0.318
28,20,40,0,off,15,nonbull,119583,0.2511,0.0477,11.6,0.366
28,20,40,0,s0,10,all,306999,0.0594,-0.0362,-15.0,0.284
28,20,40,0,s0,10,bull,265792,0.0617,-0.0064,-2.5,0.287
28,20,40,0,s0,10,nonbull,41207,0.0447,-0.1422,-22.0,0.265
28,20,40,0,s0,15,all,306007,0.0641,-0.038,-15.1,0.324
28,20,40,0,s0,15,bull,264803,0.0659,-0.0055,-2.0,0.326
28,20,40,0,s0,15,nonbull,41204,0.0523,-0.151,-22.3,0.312
28,20,40,0,s10,10,all,193959,0.0501,-0.0455,-14.9,0.286
28,20,40,0,s10,10,bull,170979,0.0549,-0.0132,-4.0,0.289
28,20,40,0,s10,10,nonbull,22980,0.0144,-0.1725,-20.0,0.263
28,20,40,0,s10,15,all,193222,0.0544,-0.0477,-15.0,0.324
28,20,40,0,s10,15,bull,170244,0.0598,-0.0116,-3.4,0.327
28,20,40,0,s10,15,nonbull,22978,0.0141,-0.1893,-21.0,0.303
28,20,40,0,s20,10,all,48254,0.0349,-0.0607,-9.9,0.285
28,20,40,0,s20,10,bull,43380,0.038,-0.0301,-4.7,0.288
28,20,40,0,s20,10,nonbull,4874,0.0079,-0.179,-9.5,0.264
28,20,40,0,s20,15,all,48012,0.0353,-0.0668,-10.6,0.319
28,20,40,0,s20,15,bull,43138,0.0382,-0.0333,-5.0,0.321
28,20,40,0,s20,15,nonbull,4874,0.0095,-0.1939,-9.9,0.302
28,20,40,1,off,10,all,256380,0.0742,-0.0215,-8.1,0.281
28,20,40,1,off,10,bull,198503,0.0436,-0.0245,-8.2,0.275
28,20,40,1,off,10,nonbull,57877,0.179,-0.008,-1.4,0.303
28,20,40,1,off,15,all,255545,0.0804,-0.0217,-7.9,0.325
28,20,40,1,off,15,bull,197668,0.0476,-0.0239,-7.7,0.316
28,20,40,1,off,15,nonbull,57877,0.1924,-0.011,-1.9,0.355
28,20,40,1,s0,10,all,162458,0.042,-0.0536,-16.1,0.283
28,20,40,1,s0,10,bull,142861,0.048,-0.0201,-5.7,0.287
28,20,40,1,s0,10,nonbull,19597,-0.0017,-0.1887,-20.2,0.259
28,20,40,1,s0,15,all,161801,0.0459,-0.0561,-16.2,0.322
28,20,40,1,s0,15,bull,142204,0.0532,-0.0183,-4.9,0.325
28,20,40,1,s0,15,nonbull,19597,-0.0066,-0.21,-21.6,0.298
28,20,40,1,s10,10,all,157454,0.043,-0.0526,-15.6,0.284
28,20,40,1,s10,10,bull,138648,0.0491,-0.019,-5.3,0.287
28,20,40,1,s10,10,nonbull,18806,-0.002,-0.1889,-19.8,0.259
28,20,40,1,s10,15,all,156806,0.0471,-0.055,-15.6,0.322
28,20,40,1,s10,15,bull,138000,0.0542,-0.0173,-4.6,0.326
28,20,40,1,s10,15,nonbull,18806,-0.0052,-0.2086,-21.0,0.299
28,20,40,1,s20,10,all,47918,0.0353,-0.0604,-9.8,0.286
28,20,40,1,s20,10,bull,43066,0.0381,-0.03,-4.6,0.288
28,20,40,1,s20,10,nonbull,4852,0.0103,-0.1767,-9.4,0.265
28,20,40,1,s20,15,all,47679,0.0362,-0.0659,-10.4,0.319
28,20,40,1,s20,15,bull,42827,0.039,-0.0325,-4.8,0.321
28,20,40,1,s20,15,nonbull,4852,0.0116,-0.1918,-9.8,0.302
28,20,50,0,off,10,all,532273,0.0948,-0.0008,-0.4,0.283
28,20,50,0,off,10,bull,409001,0.0557,-0.0125,-6.0,0.276
28,20,50,0,off,10,nonbull,123272,0.2248,0.0379,9.9,0.304
28,20,50,0,off,15,all,530920,0.1036,0.0015,0.8,0.329
28,20,50,0,off,15,bull,407651,0.0584,-0.013,-6.0,0.318
28,20,50,0,off,15,nonbull,123269,0.2531,0.0497,12.3,0.366
28,20,50,0,s0,10,all,323925,0.0624,-0.0333,-14.2,0.284
28,20,50,0,s0,10,bull,281102,0.0646,-0.0035,-1.4,0.287
28,20,50,0,s0,10,nonbull,42823,0.0474,-0.1395,-22.0,0.264
28,20,50,0,s0,15,all,322884,0.0672,-0.0348,-14.2,0.325
28,20,50,0,s0,15,bull,280064,0.0691,-0.0024,-0.9,0.327
28,20,50,0,s0,15,nonbull,42820,0.0549,-0.1485,-22.3,0.311
28,20,50,0,s10,10,all,209507,0.0552,-0.0404,-13.8,0.287
28,20,50,0,s10,10,bull,185083,0.06,-0.0081,-2.6,0.29
28,20,50,0,s10,10,nonbull,24424,0.0191,-0.1678,-20.1,0.262
28,20,50,0,s10,15,all,208721,0.0597,-0.0424,-13.9,0.325
28,20,50,0,s10,15,bull,184299,0.0652,-0.0063,-1.9,0.328
28,20,50,0,s10,15,nonbull,24422,0.0184,-0.185,-21.2,0.303
28,20,50,0,s20,10,all,57355,0.0517,-0.0439,-7.8,0.29
28,20,50,0,s20,10,bull,51657,0.0549,-0.0132,-2.2,0.292
28,20,50,0,s20,10,nonbull,5698,0.022,-0.1649,-9.5,0.264
28,20,50,0,s20,15,all,57072,0.0522,-0.0499,-8.6,0.323
28,20,50,0,s20,15,bull,51374,0.0555,-0.0159,-2.6,0.325
28,20,50,0,s20,15,nonbull,5698,0.0219,-0.1815,-10.1,0.302
28,20,50,1,off,10,all,267569,0.0771,-0.0185,-7.2,0.282
28,20,50,1,off,10,bull,207842,0.0471,-0.021,-7.2,0.276
28,20,50,1,off,10,nonbull,59727,0.1817,-0.0052,-0.9,0.303
28,20,50,1,off,15,all,266692,0.0835,-0.0185,-6.9,0.326
28,20,50,1,off,15,bull,206965,0.0512,-0.0202,-6.7,0.317
28,20,50,1,off,15,nonbull,59727,0.1955,-0.0079,-1.4,0.355
28,20,50,1,s0,10,all,171559,0.047,-0.0487,-15.0,0.285
28,20,50,1,s0,10,bull,151128,0.053,-0.0152,-4.4,0.288
28,20,50,1,s0,10,nonbull,20431,0.0027,-0.1843,-20.2,0.259
28,20,50,1,s0,15,all,170860,0.0508,-0.0512,-15.2,0.323
28,20,50,1,s0,15,bull,150429,0.0581,-0.0133,-3.7,0.326
28,20,50,1,s0,15,nonbull,20431,-0.0027,-0.2061,-21.6,0.298
28,20,50,1,s10,10,all,166513,0.048,-0.0476,-14.5,0.285
28,20,50,1,s10,10,bull,146874,0.0541,-0.014,-4.0,0.289
28,20,50,1,s10,10,nonbull,19639,0.0025,-0.1844,-19.8,0.26
28,20,50,1,s10,15,all,165823,0.052,-0.0501,-14.6,0.324
28,20,50,1,s10,15,bull,146184,0.0591,-0.0123,-3.4,0.327
28,20,50,1,s10,15,nonbull,19639,-0.0013,-0.2047,-21.0,0.299
28,20,50,1,s20,10,all,55802,0.0487,-0.0469,-8.2,0.289
28,20,50,1,s20,10,bull,50249,0.0517,-0.0165,-2.7,0.292
28,20,50,1,s20,10,nonbull,5553,0.0224,-0.1646,-9.3,0.266
28,20,50,1,s20,15,all,55522,0.0494,-0.0526,-8.9,0.323
28,20,50,1,s20,15,bull,49969,0.0526,-0.0188,-3.0,0.325
28,20,50,1,s20,15,nonbull,5553,0.0209,-0.1825,-10.0,0.303
28,20,999,0,off,10,all,539672,0.104,0.0084,4.6,0.285
28,20,999,0,off,10,bull,415051,0.0658,-0.0023,-1.1,0.279
28,20,999,0,off,10,nonbull,124621,0.2313,0.0443,11.6,0.306
28,20,999,0,off,15,all,538285,0.1132,0.0111,5.8,0.332
28,20,999,0,off,15,bull,413667,0.069,-0.0025,-1.1,0.321
28,20,999,0,off,15,nonbull,124618,0.2598,0.0564,14.1,0.368
28,20,999,0,s0,10,all,330528,0.078,-0.0177,-7.6,0.289
28,20,999,0,s0,10,bull,286658,0.0793,0.0112,4.4,0.292
28,20,999,0,s0,10,nonbull,43870,0.0694,-0.1175,-18.7,0.271
28,20,999,0,s0,15,all,329453,0.0835,-0.0186,-7.6,0.33
28,20,999,0,s0,15,bull,285586,0.0843,0.0128,4.9,0.332
28,20,999,0,s0,15,nonbull,43867,0.0782,-0.1252,-19.0,0.318
28,20,999,0,s10,10,all,215815,0.079,-0.0167,-5.7,0.294
28,20,999,0,s10,10,bull,190422,0.0818,0.0137,4.4,0.296
28,20,999,0,s10,10,nonbull,25393,0.0579,-0.129,-15.6,0.274
28,20,999,0,s10,15,all,214995,0.0843,-0.0177,-5.9,0.333
28,20,999,0,s10,15,bull,189604,0.0876,0.0162,5.0,0.335
28,20,999,0,s10,15,nonbull,25391,0.0597,-0.1437,-16.6,0.315
28,20,999,0,s20,10,all,62522,0.1236,0.028,5.1,0.312
28,20,999,0,s20,10,bull,56098,0.1208,0.0527,9.1,0.313
28,20,999,0,s20,10,nonbull,6424,0.1483,-0.0386,-2.3,0.305
28,20,999,0,s20,15,all,62205,0.1262,0.0241,4.3,0.346
28,20,999,0,s20,15,bull,55781,0.1228,0.0514,8.6,0.346
28,20,999,0,s20,15,nonbull,6424,0.1551,-0.0483,-2.8,0.344
28,20,999,1,off,10,all,272235,0.0919,-0.0037,-1.4,0.287
28,20,999,1,off,10,bull,211743,0.0635,-0.0046,-1.6,0.281
28,20,999,1,off,10,nonbull,60492,0.1914,0.0045,0.8,0.306
28,20,999,1,off,15,all,271329,0.0988,-0.0033,-1.2,0.33
28,20,999,1,off,15,bull,210837,0.0681,-0.0033,-1.1,0.322
28,20,999,1,off,15,nonbull,60492,0.2057,0.0024,0.4,0.358
28,20,999,1,s0,10,all,175865,0.0708,-0.0248,-7.7,0.292
28,20,999,1,s0,10,bull,154806,0.0757,0.0075,2.2,0.295
28,20,999,1,s0,10,nonbull,21059,0.0352,-0.1518,-16.7,0.269
28,20,999,1,s0,15,all,175137,0.0755,-0.0266,-7.9,0.33
28,20,999,1,s0,15,bull,154078,0.0814,0.0099,2.8,0.333
28,20,999,1,s0,15,nonbull,21059,0.0323,-0.1711,-18.1,0.308
28,20,999,1,s10,10,all,170743,0.0725,-0.0231,-7.1,0.293
28,20,999,1,s10,10,bull,150486,0.0774,0.0093,2.7,0.296
28,20,999,1,s10,10,nonbull,20257,0.0363,-0.1506,-16.3,0.27
28,20,999,1,s10,15,all,170024,0.0773,-0.0248,-7.3,0.331
28,20,999,1,s10,15,bull,149767,0.083,0.0116,3.2,0.334
28,20,999,1,s10,15,nonbull,20257,0.0348,-0.1685,-17.4,0.31
28,20,999,1,s20,10,all,59762,0.114,0.0184,3.3,0.31
28,20,999,1,s20,10,bull,53650,0.113,0.0448,7.6,0.312
28,20,999,1,s20,10,nonbull,6112,0.1237,-0.0633,-3.7,0.298
28,20,999,1,s20,15,all,59453,0.1166,0.0146,2.5,0.344
28,20,999,1,s20,15,bull,53341,0.1151,0.0437,7.2,0.345
28,20,999,1,s20,15,nonbull,6112,0.1296,-0.0738,-4.1,0.336
28,25,40,0,off,10,all,248028,0.093,-0.0026,-1.0,0.281
