period,adx_min,adx_max,rising,di,N,regime,n_sym,n_ep,lift,t
21,30,999,1,s20,10,all,1214,8926,-0.0885,-4.2
21,30,999,1,s20,10,bull,1181,7970,-0.0398,-1.8
21,30,999,1,s20,10,nonbull,458,943,-0.3511,-7.4
21,30,999,1,s20,15,all,1212,8895,-0.1028,-4.7
21,30,999,1,s20,15,bull,1179,7939,-0.051,-2.2
21,30,999,1,s20,15,nonbull,458,943,-0.3897,-8.0
21,35,60,0,off,10,all,1210,5282,0.0008,0.0
21,35,60,0,off,10,bull,1135,3959,0.0258,1.0
21,35,60,0,off,10,nonbull,751,1317,-0.0556,-1.3
21,35,60,0,off,15,all,1209,5261,-0.0093,-0.4
21,35,60,0,off,15,bull,1133,3938,0.0117,0.4
21,35,60,0,off,15,nonbull,751,1317,-0.0507,-1.2
21,35,60,0,s0,10,all,1122,3775,-0.0663,-2.4
21,35,60,0,s0,10,bull,1080,3287,-0.0309,-1.1
21,35,60,0,s0,10,nonbull,341,483,-0.1774,-2.8
21,35,60,0,s0,15,all,1120,3759,-0.081,-2.9
21,35,60,0,s0,15,bull,1078,3271,-0.0447,-1.5
21,35,60,0,s0,15,nonbull,341,483,-0.1874,-2.8
21,35,60,0,s20,10,all,1100,5277,-0.1173,-4.8
21,35,60,0,s20,10,bull,1072,4786,-0.0832,-3.3
21,35,60,0,s20,10,nonbull,277,485,-0.245,-3.6
21,35,60,0,s20,15,all,1098,5257,-0.1382,-5.5
21,35,60,0,s20,15,bull,1070,4766,-0.1044,-4.0
21,35,60,0,s20,15,nonbull,277,485,-0.2441,-3.4
21,35,60,1,off,10,all,1222,8605,-0.014,-0.7
21,35,60,1,off,10,bull,1156,6700,-0.0296,-1.3
21,35,60,1,off,10,nonbull,767,1893,0.001,0.0
21,35,60,1,off,15,all,1221,8575,-0.0204,-0.9
21,35,60,1,off,15,bull,1154,6670,-0.0382,-1.6
21,35,60,1,off,15,nonbull,767,1893,0.0157,0.4
21,35,60,1,s0,10,all,1111,5834,-0.1025,-4.3
21,35,60,1,s0,10,bull,1082,5270,-0.0712,-2.9
21,35,60,1,s0,10,nonbull,294,555,-0.2606,-4.1
21,35,60,1,s0,15,all,1109,5809,-0.119,-4.8
21,35,60,1,s0,15,bull,1080,5245,-0.0887,-3.5
21,35,60,1,s0,15,nonbull,294,555,-0.2606,-4.0
21,35,60,1,s20,10,all,1096,5323,-0.1152,-4.7
21,35,60,1,s20,10,bull,1068,4826,-0.076,-3.0
21,35,60,1,s20,10,nonbull,275,489,-0.2791,-4.2
21,35,60,1,s20,15,all,1094,5303,-0.1373,-5.4
21,35,60,1,s20,15,bull,1066,4806,-0.0981,-3.7
21,35,60,1,s20,15,nonbull,275,489,-0.2881,-4.2
21,35,999,0,off,10,all,1200,5217,0.0074,0.3
21,35,999,0,off,10,bull,1127,3908,0.0295,1.1
21,35,999,0,off,10,nonbull,746,1303,-0.0464,-1.1
21,35,999,0,off,15,all,1199,5196,-0.0042,-0.2
21,35,999,0,off,15,bull,1125,3887,0.0139,0.5
21,35,999,0,off,15,nonbull,746,1303,-0.0432,-1.0
21,35,999,0,s0,10,all,1116,3731,-0.0603,-2.2
21,35,999,0,s0,10,bull,1075,3247,-0.0278,-1.0
21,35,999,0,s0,10,nonbull,339,479,-0.1665,-2.6
21,35,999,0,s0,15,all,1114,3715,-0.0773,-2.7
21,35,999,0,s0,15,bull,1073,3231,-0.0433,-1.5
21,35,999,0,s0,15,nonbull,339,479,-0.1764,-2.6
21,35,999,0,s20,10,all,1100,5268,-0.1141,-4.7
21,35,999,0,s20,10,bull,1072,4777,-0.0798,-3.1
21,35,999,0,s20,10,nonbull,277,485,-0.2468,-3.6
21,35,999,0,s20,15,all,1098,5248,-0.135,-5.3
21,35,999,0,s20,15,bull,1070,4757,-0.101,-3.8
21,35,999,0,s20,15,nonbull,277,485,-0.2459,-3.5
21,35,999,1,off,10,all,1225,8637,-0.016,-0.8
21,35,999,1,off,10,bull,1160,6724,-0.0298,-1.3
21,35,999,1,off,10,nonbull,769,1901,-0.0026,-0.1
21,35,999,1,off,15,all,1224,8607,-0.023,-1.1
21,35,999,1,off,15,bull,1158,6694,-0.0384,-1.6
21,35,999,1,off,15,nonbull,769,1901,0.0116,0.3
21,35,999,1,s0,10,all,1115,5856,-0.1023,-4.3
21,35,999,1,s0,10,bull,1086,5290,-0.0703,-2.8
21,35,999,1,s0,10,nonbull,295,557,-0.2683,-4.3
21,35,999,1,s0,15,all,1113,5831,-0.1187,-4.8
21,35,999,1,s0,15,bull,1084,5265,-0.0879,-3.4
21,35,999,1,s0,15,nonbull,295,557,-0.2682,-4.1
21,35,999,1,s20,10,all,1100,5345,-0.1147,-4.7
21,35,999,1,s20,10,bull,1072,4846,-0.075,-2.9
21,35,999,1,s20,10,nonbull,276,491,-0.2873,-4.3
21,35,999,1,s20,15,all,1098,5325,-0.1365,-5.4
21,35,999,1,s20,15,bull,1070,4826,-0.0969,-3.7
21,35,999,1,s20,15,nonbull,276,491,-0.2961,-4.3
21,40,60,0,off,10,all,1053,2761,-0.0105,-0.3
21,40,60,0,off,10,bull,942,2090,-0.0248,-0.7
21,40,60,0,off,10,nonbull,510,668,0.0041,0.1
21,40,60,0,off,15,all,1050,2752,0.0022,0.1
21,40,60,0,off,15,bull,939,2081,-0.0158,-0.4
21,40,60,0,off,15,nonbull,510,668,0.0238,0.4
21,40,60,0,s0,10,all,910,1983,-0.1306,-3.8
21,40,60,0,s0,10,bull,866,1771,-0.0806,-2.2
21,40,60,0,s0,10,nonbull,172,209,-0.2592,-2.9
21,40,60,0,s0,15,all,907,1975,-0.1268,-3.6
21,40,60,0,s0,15,bull,863,1763,-0.0731,-1.9
21,40,60,0,s0,15,nonbull,172,209,-0.2906,-3.1
21,40,60,0,s20,10,all,887,2815,-0.1389,-4.5
21,40,60,0,s20,10,bull,855,2596,-0.0859,-2.6
21,40,60,0,s20,10,nonbull,141,216,-0.3636,-4.0
21,40,60,0,s20,15,all,884,2805,-0.1456,-4.5
21,40,60,0,s20,15,bull,852,2586,-0.0909,-2.7
21,40,60,0,s20,15,nonbull,141,216,-0.3772,-4.0
21,40,60,1,off,10,all,1051,4156,0.0065,0.2
21,40,60,1,off,10,bull,950,3272,-0.0298,-1.0
21,40,60,1,off,10,nonbull,501,878,0.0724,1.4
21,40,60,1,off,15,all,1049,4145,0.0087,0.3
21,40,60,1,off,15,bull,948,3261,-0.0309,-1.0
21,40,60,1,off,15,nonbull,501,878,0.0844,1.5
21,40,60,1,s0,10,all,896,2986,-0.1455,-4.7
21,40,60,1,s0,10,bull,865,2734,-0.089,-2.7
21,40,60,1,s0,10,nonbull,148,247,-0.4092,-5.0
21,40,60,1,s0,15,all,893,2976,-0.1519,-4.7
21,40,60,1,s0,15,bull,862,2724,-0.0922,-2.7
21,40,60,1,s0,15,nonbull,148,247,-0.4292,-5.0
21,40,60,1,s20,10,all,884,2870,-0.1287,-4.1
21,40,60,1,s20,10,bull,852,2641,-0.0669,-2.0
21,40,60,1,s20,10,nonbull,141,224,-0.4234,-5.0
21,40,60,1,s20,15,all,881,2860,-0.1329,-4.0
21,40,60,1,s20,15,bull,849,2631,-0.0687,-2.0
21,40,60,1,s20,15,nonbull,141,224,-0.4385,-4.9
21,40,999,0,off,10,all,1042,2696,0.0032,0.1
21,40,999,0,off,10,bull,934,2039,-0.0116,-0.3
21,40,999,0,off,10,nonbull,502,654,0.0139,0.2
21,40,999,0,off,15,all,1039,2687,0.0137,0.4
21,40,999,0,off,15,bull,931,2030,-0.0038,-0.1
21,40,999,0,off,15,nonbull,502,654,0.0307,0.5
21,40,999,0,s0,10,all,905,1939,-0.118,-3.4
21,40,999,0,s0,10,bull,862,1731,-0.0692,-1.9
21,40,999,0,s0,10,nonbull,170,205,-0.2502,-2.7
21,40,999,0,s0,15,all,902,1931,-0.116,-3.2
21,40,999,0,s0,15,bull,859,1723,-0.0634,-1.7
21,40,999,0,s0,15,nonbull,170,205,-0.2815,-3.0
21,40,999,0,s20,10,all,888,2806,-0.1361,-4.3
21,40,999,0,s20,10,bull,856,2587,-0.0829,-2.5
21,40,999,0,s20,10,nonbull,141,216,-0.3707,-4.1
21,40,999,0,s20,15,all,885,2796,-0.1428,-4.4
21,40,999,0,s20,15,bull,853,2577,-0.0879,-2.6
21,40,999,0,s20,15,nonbull,141,216,-0.3843,-4.1
21,40,999,1,off,10,all,1057,4188,0.0021,0.1
21,40,999,1,off,10,bull,955,3296,-0.031,-1.0
21,40,999,1,off,10,nonbull,505,886,0.069,1.3
21,40,999,1,off,15,all,1055,4177,0.0046,0.2
21,40,999,1,off,15,bull,953,3285,-0.0318,-1.0
21,40,999,1,off,15,nonbull,505,886,0.0811,1.5
21,40,999,1,s0,10,all,901,3008,-0.1466,-4.7
21,40,999,1,s0,10,bull,870,2754,-0.0893,-2.7
21,40,999,1,s0,10,nonbull,148,249,-0.4092,-5.0
21,40,999,1,s0,15,all,898,2998,-0.1526,-4.7
21,40,999,1,s0,15,bull,867,2744,-0.0923,-2.7
21,40,999,1,s0,15,nonbull,148,249,-0.4292,-5.0
21,40,999,1,s20,10,all,891,2892,-0.131,-4.1
21,40,999,1,s20,10,bull,859,2661,-0.0691,-2.1
21,40,999,1,s20,10,nonbull,141,226,-0.4234,-5.0
21,40,999,1,s20,15,all,888,2882,-0.135,-4.1
21,40,999,1,s20,15,bull,856,2651,-0.0709,-2.0
21,40,999,1,s20,15,nonbull,141,226,-0.4385,-4.9
28,25,60,0,off,10,all,1261,7755,-0.0284,-1.3
28,25,60,0,off,10,bull,1184,5799,-0.0258,-1.1
28,25,60,0,off,10,nonbull,877,1948,-0.0671,-1.9
28,25,60,0,off,15,all,1258,7726,-0.0279,-1.3
28,25,60,0,off,15,bull,1181,5770,-0.0233,-1.0
28,25,60,0,off,15,nonbull,877,1948,-0.0743,-2.0
28,25,60,0,s0,10,all,1224,6351,-0.079,-3.6
28,25,60,0,s0,10,bull,1165,5292,-0.0323,-1.3
28,25,60,0,s0,10,nonbull,601,1051,-0.2458,-5.4
28,25,60,0,s0,15,all,1221,6328,-0.0761,-3.3
28,25,60,0,s0,15,bull,1162,5269,-0.0288,-1.2
28,25,60,0,s0,15,nonbull,601,1051,-0.2467,-5.2
28,25,60,0,s20,10,all,1152,6732,-0.107,-4.7
28,25,60,0,s20,10,bull,1121,6140,-0.0832,-3.5
28,25,60,0,s20,10,nonbull,310,586,-0.2858,-4.6
28,25,60,0,s20,15,all,1149,6702,-0.1124,-4.7
28,25,60,0,s20,15,bull,1118,6110,-0.0831,-3.4
28,25,60,0,s20,15,nonbull,310,586,-0.3118,-4.8
28,25,60,1,off,10,all,1308,16244,-0.0156,-0.9
28,25,60,1,off,10,bull,1247,12576,-0.0341,-1.8
28,25,60,1,off,10,nonbull,947,3648,-0.0258,-0.9
28,25,60,1,off,15,all,1304,16201,-0.0167,-0.9
28,25,60,1,off,15,bull,1243,12533,-0.0347,-1.8
28,25,60,1,off,15,nonbull,947,3648,-0.033,-1.1
28,25,60,1,s0,10,all,1222,10602,-0.0695,-3.4
28,25,60,1,s0,10,bull,1187,9498,-0.0366,-1.8
28,25,60,1,s0,10,nonbull,463,1092,-0.3112,-6.5
28,25,60,1,s0,15,all,1218,10570,-0.0724,-3.4
28,25,60,1,s0,15,bull,1183,9466,-0.0353,-1.6
28,25,60,1,s0,15,nonbull,463,1092,-0.34,-6.9
28,25,60,1,s20,10,all,1155,6741,-0.104,-4.5
28,25,60,1,s20,10,bull,1124,6151,-0.0786,-3.3
28,25,60,1,s20,10,nonbull,312,584,-0.2957,-4.8
28,25,60,1,s20,15,all,1151,6710,-0.1072,-4.5
28,25,60,1,s20,15,bull,1120,6120,-0.0755,-3.0
28,25,60,1,s20,15,nonbull,312,584,-0.3257,-5.1
28,25,999,0,off,10,all,1258,7736,-0.027,-1.3
28,25,999,0,off,10,bull,1180,5784,-0.0265,-1.2
28,25,999,0,off,10,nonbull,876,1944,-0.0633,-1.8
28,25,999,0,off,15,all,1255,7707,-0.0253,-1.1
28,25,999,0,off,15,bull,1177,5755,-0.0228,-1.0
28,25,999,0,off,15,nonbull,876,1944,-0.0705,-1.9
28,25,999,0,s0,10,all,1223,6341,-0.0799,-3.6
28,25,999,0,s0,10,bull,1164,5283,-0.0339,-1.4
28,25,999,0,s0,10,nonbull,601,1050,-0.2442,-5.3
28,25,999,0,s0,15,all,1220,6318,-0.0756,-3.3
28,25,999,0,s0,15,bull,1161,5260,-0.0289,-1.2
28,25,999,0,s0,15,nonbull,601,1050,-0.245,-5.2
28,25,999,0,s20,10,all,1155,6732,-0.1056,-4.6
28,25,999,0,s20,10,bull,1124,6141,-0.0823,-3.5
28,25,999,0,s20,10,nonbull,310,585,-0.2837,-4.6
28,25,999,0,s20,15,all,1152,6702,-0.1111,-4.7
28,25,999,0,s20,15,bull,1121,6111,-0.0822,-3.4
28,25,999,0,s20,15,nonbull,310,585,-0.3101,-4.8
28,25,999,1,off,10,all,1312,16261,-0.0145,-0.8
28,25,999,1,off,10,bull,1252,12591,-0.0332,-1.8
28,25,999,1,off,10,nonbull,948,3650,-0.0271,-0.9
28,25,999,1,off,15,all,1308,16218,-0.0156,-0.8
28,25,999,1,off,15,bull,1248,12548,-0.0338,-1.8
28,25,999,1,off,15,nonbull,948,3650,-0.0342,-1.1
28,25,999,1,s0,10,all,1226,10614,-0.0678,-3.3
28,25,999,1,s0,10,bull,1192,9510,-0.0352,-1.7
28,25,999,1,s0,10,nonbull,463,1092,-0.3112,-6.5
28,25,999,1,s0,15,all,1222,10582,-0.0707,-3.3
28,25,999,1,s0,15,bull,1188,9478,-0.0339,-1.6
28,25,999,1,s0,15,nonbull,463,1092,-0.34,-6.9
28,25,999,1,s20,10,all,1159,6753,-0.1021,-4.4
28,25,999,1,s20,10,bull,1129,6163,-0.077,-3.2
28,25,999,1,s20,10,nonbull,312,584,-0.2957,-4.8
28,25,999,1,s20,15,all,1155,6722,-0.1053,-4.4
28,25,999,1,s20,15,bull,1125,6132,-0.0739,-3.0
28,25,999,1,s20,15,nonbull,312,584,-0.3257,-5.1
28,30,60,0,off,10,all,1165,4204,0.0037,0.1
28,30,60,0,off,10,bull,1074,3182,-0.0053,-0.2
28,30,60,0,off,10,nonbull,659,1020,0.0128,0.3
28,30,60,0,off,15,all,1163,4192,0.0066,0.2
28,30,60,0,off,15,bull,1070,3170,-0.0114,-0.4
28,30,60,0,off,15,nonbull,659,1020,0.0322,0.7
28,30,60,0,s0,10,all,1071,3166,-0.0647,-2.2
28,30,60,0,s0,10,bull,1024,2767,-0.0329,-1.1
28,30,60,0,s0,10,nonbull,294,397,-0.1867,-2.8
28,30,60,0,s0,15,all,1067,3154,-0.0822,-2.7
28,30,60,0,s0,15,bull,1020,2755,-0.0481,-1.5
28,30,60,0,s0,15,nonbull,294,397,-0.193,-2.7
28,30,60,0,s20,10,all,1010,4281,-0.1296,-4.8
28,30,60,0,s20,10,bull,984,3965,-0.089,-3.2
28,30,60,0,s20,10,nonbull,189,313,-0.3985,-5.3
28,30,60,0,s20,15,all,1007,4266,-0.1449,-5.2
28,30,60,0,s20,15,bull,981,3950,-0.1025,-3.6
28,30,60,0,s20,15,nonbull,189,313,-0.3961,-5.0
28,30,60,1,off,10,all,1195,7764,0.0122,0.6
28,30,60,1,off,10,bull,1114,6091,-0.0268,-1.1
28,30,60,1,off,10,nonbull,700,1663,0.0458,1.1
28,30,60,1,off,15,all,1193,7745,0.0141,0.6
28,30,60,1,off,15,bull,1110,6072,-0.0293,-1.2
28,30,60,1,off,15,nonbull,700,1663,0.0509,1.2
28,30,60,1,s0,10,all,1062,5335,-0.0896,-3.5
28,30,60,1,s0,10,bull,1036,4865,-0.0554,-2.1
28,30,60,1,s0,10,nonbull,240,465,-0.317,-5.0
28,30,60,1,s0,15,all,1058,5317,-0.1019,-3.9
28,30,60,1,s0,15,bull,1032,4847,-0.0635,-2.4
28,30,60,1,s0,15,nonbull,240,465,-0.3625,-5.5
28,30,60,1,s20,10,all,1011,4288,-0.1286,-4.8
28,30,60,1,s20,10,bull,985,3974,-0.087,-3.1
28,30,60,1,s20,10,nonbull,190,311,-0.4218,-5.8
28,30,60,1,s20,15,all,1008,4272,-0.1394,-5.0
28,30,60,1,s20,15,bull,982,3958,-0.0951,-3.3
28,30,60,1,s20,15,nonbull,190,311,-0.4252,-5.5
28,30,999,0,off,10,all,1160,4185,0.0049,0.2
28,30,999,0,off,10,bull,1069,3167,-0.0045,-0.2
28,30,999,0,off,10,nonbull,659,1016,0.014,0.3
28,30,999,0,off,15,all,1158,4173,0.0087,0.3
28,30,999,0,off,15,bull,1065,3155,-0.0096,-0.3
28,30,999,0,off,15,nonbull,659,1016,0.0337,0.7
28,30,999,0,s0,10,all,1068,3156,-0.0643,-2.2
28,30,999,0,s0,10,bull,1022,2758,-0.0333,-1.1
28,30,999,0,s0,10,nonbull,293,396,-0.1837,-2.7
28,30,999,0,s0,15,all,1064,3144,-0.0811,-2.7
28,30,999,0,s0,15,bull,1018,2746,-0.0477,-1.5
28,30,999,0,s0,15,nonbull,293,396,-0.1898,-2.7
28,30,999,0,s20,10,all,1012,4281,-0.1271,-4.7
28,30,999,0,s20,10,bull,986,3966,-0.087,-3.1
28,30,999,0,s20,10,nonbull,189,312,-0.3963,-5.3
28,30,999,0,s20,15,all,1009,4266,-0.1429,-5.1
28,30,999,0,s20,15,bull,983,3951,-0.1007,-3.5
28,30,999,0,s20,15,nonbull,189,312,-0.3957,-5.0
28,30,999,1,off,10,all,1199,7781,0.0127,0.6
28,30,999,1,off,10,bull,1119,6106,-0.0264,-1.1
28,30,999,1,off,10,nonbull,701,1665,0.0439,1.1
28,30,999,1,off,15,all,1197,7762,0.0147,0.6
28,30,999,1,off,15,bull,1115,6087,-0.0288,-1.2
28,30,999,1,off,15,nonbull,701,1665,0.0492,1.2
28,30,999,1,s0,10,all,1066,5347,-0.088,-3.5
28,30,999,1,s0,10,bull,1041,4877,-0.0541,-2.1
28,30,999,1,s0,10,nonbull,240,465,-0.317,-5.0
28,30,999,1,s0,15,all,1062,5329,-0.1001,-3.8
28,30,999,1,s0,15,bull,1037,4859,-0.0621,-2.3
28,30,999,1,s0,15,nonbull,240,465,-0.3625,-5.5
28,30,999,1,s20,10,all,1015,4300,-0.1268,-4.7
28,30,999,1,s20,10,bull,990,3986,-0.0856,-3.1
28,30,999,1,s20,10,nonbull,190,311,-0.4218,-5.8
28,30,999,1,s20,15,all,1012,4284,-0.1374,-4.9
28,30,999,1,s20,15,bull,987,3970,-0.0935,-3.2
28,30,999,1,s20,15,nonbull,190,311,-0.4252,-5.5
28,35,60,0,off,10,all,946,2084,0.0075,0.2
28,35,60,0,off,10,bull,830,1593,-0.021,-0.6
28,35,60,0,off,10,nonbull,382,489,0.0065,0.1
28,35,60,0,off,15,all,942,2072,0.0206,0.6
28,35,60,0,off,15,bull,825,1581,-0.0227,-0.6
28,35,60,0,off,15,nonbull,382,489,0.056,0.8
28,35,60,0,s0,10,all,806,1572,-0.0561,-1.5
28,35,60,0,s0,10,bull,770,1410,-0.0366,-0.9
28,35,60,0,s0,10,nonbull,137,160,-0.2302,-2.2
28,35,60,0,s0,15,all,800,1560,-0.0562,-1.4
28,35,60,0,s0,15,bull,763,1398,-0.0372,-0.9
28,35,60,0,s0,15,nonbull,137,160,-0.233,-2.2
28,35,60,0,s20,10,all,759,2337,-0.1422,-4.2
28,35,60,0,s20,10,bull,739,2171,-0.1192,-3.4
28,35,60,0,s20,10,nonbull,100,165,-0.2843,-2.6
28,35,60,0,s20,15,all,753,2326,-0.1536,-4.3
28,35,60,0,s20,15,bull,733,2160,-0.1309,-3.6
28,35,60,0,s20,15,nonbull,100,165,-0.2573,-2.3
28,35,60,1,off,10,all,964,3467,0.0002,0.0
28,35,60,1,off,10,bull,848,2744,-0.0412,-1.3
28,35,60,1,off,10,nonbull,399,717,0.0296,0.5
28,35,60,1,off,15,all,960,3451,0.0072,0.2
28,35,60,1,off,15,bull,843,2728,-0.0445,-1.3
28,35,60,1,off,15,nonbull,399,717,0.043,0.7
28,35,60,1,s0,10,all,799,2564,-0.0838,-2.4
28,35,60,1,s0,10,bull,775,2371,-0.0579,-1.7
28,35,60,1,s0,10,nonbull,112,191,-0.3192,-3.1
28,35,60,1,s0,15,all,793,2549,-0.0921,-2.6
28,35,60,1,s0,15,bull,769,2356,-0.0663,-1.8
28,35,60,1,s0,15,nonbull,112,191,-0.336,-3.2
28,35,60,1,s20,10,all,760,2347,-0.138,-4.0
28,35,60,1,s20,10,bull,738,2184,-0.1132,-3.2
28,35,60,1,s20,10,nonbull,101,162,-0.2955,-2.8
28,35,60,1,s20,15,all,754,2335,-0.1439,-4.0
28,35,60,1,s20,15,bull,732,2172,-0.1184,-3.2
28,35,60,1,s20,15,nonbull,101,162,-0.2799,-2.5
28,35,999,0,off,10,all,941,2065,0.0088,0.3
28,35,999,0,off,10,bull,825,1578,-0.0198,-0.5
28,35,999,0,off,10,nonbull,380,485,0.0105,0.2
28,35,999,0,off,15,all,937,2053,0.0236,0.7
28,35,999,0,off,15,bull,820,1566,-0.0209,-0.5
28,35,999,0,off,15,nonbull,380,485,0.0633,0.9
28,35,999,0,s0,10,all,803,1562,-0.0571,-1.5
28,35,999,0,s0,10,bull,768,1401,-0.0373,-0.9
28,35,999,0,s0,10,nonbull,136,159,-0.224,-2.1
28,35,999,0,s0,15,all,797,1550,-0.0564,-1.4
28,35,999,0,s0,15,bull,761,1389,-0.0372,-0.9
28,35,999,0,s0,15,nonbull,136,159,-0.2264,-2.1
28,35,999,0,s20,10,all,761,2337,-0.1394,-4.1
28,35,999,0,s20,10,bull,741,2172,-0.1171,-3.3
28,35,999,0,s20,10,nonbull,100,164,-0.2801,-2.6
28,35,999,0,s20,15,all,755,2326,-0.1515,-4.3
28,35,999,0,s20,15,bull,735,2161,-0.1291,-3.6
28,35,999,0,s20,15,nonbull,100,164,-0.2566,-2.3
28,35,999,1,off,10,all,968,3484,0.0004,0.0
28,35,999,1,off,10,bull,853,2759,-0.0411,-1.3
28,35,999,1,off,10,nonbull,400,719,0.0263,0.5
28,35,999,1,off,15,all,964,3468,0.0075,0.2
28,35,999,1,off,15,bull,848,2743,-0.0442,-1.3
28,35,999,1,off,15,nonbull,400,719,0.04,0.7
28,35,999,1,s0,10,all,803,2576,-0.0823,-2.4
28,35,999,1,s0,10,bull,780,2383,-0.057,-1.6
28,35,999,1,s0,10,nonbull,112,191,-0.3192,-3.1
28,35,999,1,s0,15,all,797,2561,-0.0904,-2.6
28,35,999,1,s0,15,bull,774,2368,-0.0652,-1.8
28,35,999,1,s0,15,nonbull,112,191,-0.336,-3.2
28,35,999,1,s20,10,all,764,2359,-0.1359,-3.9
28,35,999,1,s20,10,bull,743,2196,-0.1118,-3.2
28,35,999,1,s20,10,nonbull,101,162,-0.2955,-2.8
28,35,999,1,s20,15,all,758,2347,-0.1416,-3.9
28,35,999,1,s20,15,bull,737,2184,-0.1167,-3.2
28,35,999,1,s20,15,nonbull,101,162,-0.2799,-2.5
28,40,60,0,off,10,all,607,961,0.0412,0.9
28,40,60,0,off,10,bull,511,768,0.0033,0.1
28,40,60,0,off,10,nonbull,169,192,0.0948,1.0
28,40,60,0,off,15,all,602,955,0.0704,1.4
28,40,60,0,off,15,bull,506,762,0.0186,0.3
28,40,60,0,off,15,nonbull,169,192,0.1749,1.7
28,40,60,0,s0,10,all,502,757,-0.0352,-0.7
28,40,60,0,s0,10,bull,472,695,-0.0005,-0.0
28,40,60,0,s0,10,nonbull,56,61,-0.1715,-1.1
28,40,60,0,s0,15,all,497,751,-0.023,-0.4
28,40,60,0,s0,15,bull,467,689,0.0091,0.2
28,40,60,0,s0,15,nonbull,56,61,-0.1477,-0.9
28,40,60,0,s20,10,all,480,1101,-0.1015,-2.1
28,40,60,0,s20,10,bull,461,1029,-0.0793,-1.6
28,40,60,0,s20,10,nonbull,47,71,-0.2536,-1.6
28,40,60,0,s20,15,all,475,1095,-0.0998,-2.0
28,40,60,0,s20,15,bull,456,1023,-0.0781,-1.5
28,40,60,0,s20,15,nonbull,47,71,-0.226,-1.3
28,40,60,1,off,10,all,599,1448,-0.0018,-0.0
28,40,60,1,off,10,bull,512,1201,-0.0379,-0.8
28,40,60,1,off,10,nonbull,159,243,0.0262,0.3
28,40,60,1,off,15,all,593,1440,0.0217,0.5
28,40,60,1,off,15,bull,506,1193,-0.0218,-0.4
28,40,60,1,off,15,nonbull,159,243,0.0726,0.7
28,40,60,1,s0,10,all,494,1146,-0.081,-1.7
28,40,60,1,s0,10,bull,473,1078,-0.0507,-1.0
28,40,60,1,s0,10,nonbull,48,68,-0.335,-2.4
28,40,60,1,s0,15,all,488,1138,-0.0698,-1.4
28,40,60,1,s0,15,bull,467,1070,-0.043,-0.8
28,40,60,1,s0,15,nonbull,48,68,-0.2985,-1.9
28,40,60,1,s20,10,all,480,1110,-0.089,-1.8
28,40,60,1,s20,10,bull,462,1043,-0.0601,-1.2
28,40,60,1,s20,10,nonbull,46,67,-0.275,-1.8
28,40,60,1,s20,15,all,474,1102,-0.0848,-1.7
28,40,60,1,s20,15,bull,456,1035,-0.0562,-1.1
28,40,60,1,s20,15,nonbull,46,67,-0.2711,-1.6
28,40,999,0,off,10,all,600,942,0.0443,0.9
28,40,999,0,off,10,bull,504,753,0.0047,0.1
28,40,999,0,off,10,nonbull,167,188,0.1018,1.0
28,40,999,0,off,15,all,595,936,0.0762,1.5
28,40,999,0,off,15,bull,499,747,0.0228,0.4
28,40,999,0,off,15,nonbull,167,188,0.1834,1.8
28,40,999,0,s0,10,all,499,747,-0.0334,-0.6
28,40,999,0,s0,10,bull,470,686,-0.0013,-0.0
28,40,999,0,s0,10,nonbull,55,60,-0.1551,-1.0
28,40,999,0,s0,15,all,494,741,-0.0186,-0.3
28,40,999,0,s0,15,bull,465,680,0.011,0.2
28,40,999,0,s0,15,nonbull,55,60,-0.1299,-0.8
28,40,999,0,s20,10,all,482,1101,-0.0935,-1.9
28,40,999,0,s20,10,bull,463,1030,-0.0719,-1.5
28,40,999,0,s20,10,nonbull,47,70,-0.2447,-1.5
28,40,999,0,s20,15,all,477,1095,-0.0928,-1.8
28,40,999,0,s20,15,bull,458,1024,-0.0714,-1.4
28,40,999,0,s20,15,nonbull,47,70,-0.2243,-1.3
28,40,999,1,off,10,all,603,1465,-0.0032,-0.1
28,40,999,1,off,10,bull,517,1216,-0.0374,-0.8
28,40,999,1,off,10,nonbull,160,245,0.0181,0.2
28,40,999,1,off,15,all,597,1457,0.02,0.4
28,40,999,1,off,15,bull,511,1208,-0.0215,-0.4
28,40,999,1,off,15,nonbull,160,245,0.065,0.7
28,40,999,1,s0,10,all,498,1158,-0.0784,-1.7
28,40,999,1,s0,10,bull,478,1090,-0.0489,-1.0
28,40,999,1,s0,10,nonbull,48,68,-0.335,-2.4
28,40,999,1,s0,15,all,492,1150,-0.0674,-1.3
28,40,999,1,s0,15,bull,472,1082,-0.0414,-0.8
28,40,999,1,s0,15,nonbull,48,68,-0.2985,-1.9
28,40,999,1,s20,10,all,484,1122,-0.0862,-1.8
28,40,999,1,s20,10,bull,467,1055,-0.0581,-1.2
28,40,999,1,s20,10,nonbull,46,67,-0.275,-1.8
28,40,999,1,s20,15,all,478,1114,-0.0822,-1.6
28,40,999,1,s20,15,bull,461,1047,-0.0544,-1.1
28,40,999,1,s20,15,nonbull,46,67,-0.2711,-1.6
35,25,60,0,off,10,all,1169,4477,0.0045,0.2
35,25,60,0,off,10,bull,1083,3365,0.0206,0.7
35,25,60,0,off,10,nonbull,691,1109,-0.0512,-1.2
35,25,60,0,off,15,all,1168,4462,0.0079,0.3
