period,adx_min,adx_max,rising,di,N,regime,n_sym,n_ep,lift,t
35,25,60,0,off,15,bull,1081,3350,0.0237,0.8
35,25,60,0,off,15,nonbull,691,1109,-0.0521,-1.1
35,25,60,0,s0,10,all,1098,3630,-0.0783,-2.9
35,25,60,0,s0,10,bull,1047,3140,-0.0051,-0.2
35,25,60,0,s0,10,nonbull,346,487,-0.3776,-6.5
35,25,60,0,s0,15,all,1095,3617,-0.0792,-2.8
35,25,60,0,s0,15,bull,1044,3127,-0.001,-0.0
35,25,60,0,s0,15,nonbull,346,487,-0.4195,-7.0
35,25,60,0,s20,10,all,959,3899,-0.155,-5.5
35,25,60,0,s20,10,bull,929,3608,-0.1055,-3.6
35,25,60,0,s20,10,nonbull,159,286,-0.3704,-4.6
35,25,60,0,s20,15,all,955,3882,-0.171,-5.9
35,25,60,0,s20,15,bull,925,3591,-0.1201,-4.0
35,25,60,0,s20,15,nonbull,159,286,-0.3519,-4.0
35,25,60,1,off,10,all,1211,9334,-0.0055,-0.3
35,25,60,1,off,10,bull,1128,7265,-0.0228,-1.0
35,25,60,1,off,10,nonbull,750,2056,0.0068,0.2
35,25,60,1,off,15,all,1210,9311,-0.0003,-0.0
35,25,60,1,off,15,bull,1126,7242,-0.0167,-0.7
35,25,60,1,off,15,nonbull,750,2056,0.009,0.2
35,25,60,1,s0,10,all,1084,6383,-0.081,-3.4
35,25,60,1,s0,10,bull,1059,5801,-0.0404,-1.6
35,25,60,1,s0,10,nonbull,257,573,-0.3243,-5.0
35,25,60,1,s0,15,all,1081,6364,-0.0852,-3.5
35,25,60,1,s0,15,bull,1056,5782,-0.0394,-1.5
35,25,60,1,s0,15,nonbull,257,573,-0.3515,-5.2
35,25,60,1,s20,10,all,957,3901,-0.1417,-5.0
35,25,60,1,s20,10,bull,929,3613,-0.0969,-3.3
35,25,60,1,s20,10,nonbull,159,284,-0.3574,-4.4
35,25,60,1,s20,15,all,953,3883,-0.1562,-5.3
35,25,60,1,s20,15,bull,925,3595,-0.1103,-3.7
35,25,60,1,s20,15,nonbull,159,284,-0.3367,-3.8
35,25,999,0,off,10,all,1165,4468,0.0092,0.4
35,25,999,0,off,10,bull,1080,3360,0.0216,0.8
35,25,999,0,off,10,nonbull,689,1105,-0.0454,-1.0
35,25,999,0,off,15,all,1164,4453,0.0121,0.5
35,25,999,0,off,15,bull,1078,3345,0.0241,0.8
35,25,999,0,off,15,nonbull,689,1105,-0.0455,-1.0
35,25,999,0,s0,10,all,1095,3626,-0.0766,-2.8
35,25,999,0,s0,10,bull,1045,3137,-0.0043,-0.1
35,25,999,0,s0,10,nonbull,345,486,-0.3772,-6.5
35,25,999,0,s0,15,all,1092,3613,-0.078,-2.7
35,25,999,0,s0,15,bull,1042,3124,-0.0007,-0.0
35,25,999,0,s0,15,nonbull,345,486,-0.4185,-7.0
35,25,999,0,s20,10,all,961,3900,-0.1551,-5.6
35,25,999,0,s20,10,bull,932,3610,-0.1066,-3.7
35,25,999,0,s20,10,nonbull,158,285,-0.3695,-4.6
35,25,999,0,s20,15,all,957,3883,-0.1707,-5.9
35,25,999,0,s20,15,bull,928,3593,-0.1207,-4.0
35,25,999,0,s20,15,nonbull,158,285,-0.3494,-4.0
35,25,999,1,off,10,all,1215,9346,-0.004,-0.2
35,25,999,1,off,10,bull,1132,7277,-0.0208,-0.9
35,25,999,1,off,10,nonbull,750,2056,0.0068,0.2
35,25,999,1,off,15,all,1214,9323,0.0013,0.1
35,25,999,1,off,15,bull,1130,7254,-0.0146,-0.6
35,25,999,1,off,15,nonbull,750,2056,0.009,0.2
35,25,999,1,s0,10,all,1087,6391,-0.0786,-3.3
35,25,999,1,s0,10,bull,1062,5809,-0.0377,-1.5
35,25,999,1,s0,10,nonbull,257,573,-0.3243,-5.0
35,25,999,1,s0,15,all,1084,6372,-0.0826,-3.3
35,25,999,1,s0,15,bull,1059,5790,-0.0365,-1.4
35,25,999,1,s0,15,nonbull,257,573,-0.3515,-5.2
35,25,999,1,s20,10,all,960,3909,-0.1397,-4.9
35,25,999,1,s20,10,bull,932,3621,-0.0946,-3.2
35,25,999,1,s20,10,nonbull,159,284,-0.3574,-4.4
35,25,999,1,s20,15,all,956,3891,-0.1539,-5.3
35,25,999,1,s20,15,bull,928,3603,-0.1078,-3.6
35,25,999,1,s20,15,nonbull,159,284,-0.3367,-3.8
35,30,60,0,off,10,all,951,2154,-0.0236,-0.7
35,30,60,0,off,10,bull,837,1662,-0.0342,-0.9
35,30,60,0,off,10,nonbull,379,491,-0.0576,-0.9
35,30,60,0,off,15,all,949,2145,-0.0069,-0.2
35,30,60,0,off,15,bull,835,1653,-0.0187,-0.5
35,30,60,0,off,15,nonbull,379,491,-0.0341,-0.5
35,30,60,0,s0,10,all,827,1701,-0.1169,-3.2
35,30,60,0,s0,10,bull,786,1526,-0.0706,-1.8
35,30,60,0,s0,10,nonbull,148,175,-0.3895,-4.2
35,30,60,0,s0,15,all,825,1693,-0.0973,-2.5
35,30,60,0,s0,15,bull,784,1518,-0.0508,-1.3
35,30,60,0,s0,15,nonbull,148,175,-0.4172,-4.3
35,30,60,0,s20,10,all,714,2293,-0.162,-4.7
35,30,60,0,s20,10,bull,692,2134,-0.1197,-3.3
35,30,60,0,s20,10,nonbull,98,156,-0.3923,-3.7
35,30,60,0,s20,15,all,713,2286,-0.1632,-4.5
35,30,60,0,s20,15,bull,691,2127,-0.1238,-3.3
35,30,60,0,s20,15,nonbull,98,156,-0.3421,-2.9
35,30,60,1,off,10,all,960,3941,-0.0329,-1.2
35,30,60,1,off,10,bull,849,3156,-0.0693,-2.3
35,30,60,1,off,10,nonbull,409,778,0.0053,0.1
35,30,60,1,off,15,all,958,3929,-0.0244,-0.8
35,30,60,1,off,15,bull,847,3144,-0.0657,-2.1
35,30,60,1,off,15,nonbull,409,778,0.0309,0.5
35,30,60,1,s0,10,all,801,2911,-0.1303,-4.2
35,30,60,1,s0,10,bull,774,2688,-0.0996,-3.1
35,30,60,1,s0,10,nonbull,126,220,-0.3084,-3.3
35,30,60,1,s0,15,all,799,2901,-0.1288,-4.1
35,30,60,1,s0,15,bull,772,2678,-0.0973,-3.0
35,30,60,1,s0,15,nonbull,126,220,-0.3104,-3.2
35,30,60,1,s20,10,all,712,2295,-0.1388,-3.9
35,30,60,1,s20,10,bull,691,2139,-0.1,-2.7
35,30,60,1,s20,10,nonbull,97,154,-0.386,-3.6
35,30,60,1,s20,15,all,711,2287,-0.137,-3.7
35,30,60,1,s20,15,bull,690,2131,-0.1017,-2.7
35,30,60,1,s20,15,nonbull,97,154,-0.3299,-2.8
35,30,999,0,off,10,all,946,2145,-0.0194,-0.6
35,30,999,0,off,10,bull,834,1657,-0.0331,-0.9
35,30,999,0,off,10,nonbull,377,487,-0.0528,-0.8
35,30,999,0,off,15,all,944,2136,-0.0029,-0.1
35,30,999,0,off,15,bull,832,1648,-0.0181,-0.5
35,30,999,0,off,15,nonbull,377,487,-0.028,-0.4
35,30,999,0,s0,10,all,824,1697,-0.1142,-3.1
35,30,999,0,s0,10,bull,784,1523,-0.069,-1.8
35,30,999,0,s0,10,nonbull,147,174,-0.3887,-4.2
35,30,999,0,s0,15,all,822,1689,-0.095,-2.5
35,30,999,0,s0,15,bull,782,1515,-0.0496,-1.2
35,30,999,0,s0,15,nonbull,147,174,-0.4149,-4.2
35,30,999,0,s20,10,all,716,2294,-0.1613,-4.7
35,30,999,0,s20,10,bull,695,2136,-0.1202,-3.4
35,30,999,0,s20,10,nonbull,97,155,-0.3912,-3.6
35,30,999,0,s20,15,all,715,2287,-0.1618,-4.5
35,30,999,0,s20,15,bull,694,2129,-0.1236,-3.3
35,30,999,0,s20,15,nonbull,97,155,-0.3379,-2.9
35,30,999,1,off,10,all,964,3953,-0.0301,-1.1
35,30,999,1,off,10,bull,853,3168,-0.0654,-2.2
35,30,999,1,off,10,nonbull,409,778,0.0053,0.1
35,30,999,1,off,15,all,962,3941,-0.0215,-0.7
35,30,999,1,off,15,bull,851,3156,-0.0617,-2.0
35,30,999,1,off,15,nonbull,409,778,0.0309,0.5
35,30,999,1,s0,10,all,804,2919,-0.1261,-4.1
35,30,999,1,s0,10,bull,777,2696,-0.0949,-3.0
35,30,999,1,s0,10,nonbull,126,220,-0.3084,-3.3
35,30,999,1,s0,15,all,802,2909,-0.1245,-3.9
35,30,999,1,s0,15,bull,775,2686,-0.0925,-2.8
35,30,999,1,s0,15,nonbull,126,220,-0.3104,-3.2
35,30,999,1,s20,10,all,715,2303,-0.1339,-3.8
35,30,999,1,s20,10,bull,694,2147,-0.0946,-2.6
35,30,999,1,s20,10,nonbull,97,154,-0.386,-3.6
35,30,999,1,s20,15,all,714,2295,-0.1319,-3.6
35,30,999,1,s20,15,bull,693,2139,-0.0961,-2.5
35,30,999,1,s20,15,nonbull,97,154,-0.3299,-2.8
35,35,60,0,off,10,all,609,979,0.018,0.4
35,35,60,0,off,10,bull,521,792,-0.0341,-0.7
35,35,60,0,off,10,nonbull,166,187,0.1052,1.1
35,35,60,0,off,15,all,605,974,0.0085,0.2
35,35,60,0,off,15,bull,517,787,-0.0497,-0.9
35,35,60,0,off,15,nonbull,166,187,0.119,1.2
35,35,60,0,s0,10,all,511,802,-0.0783,-1.5
35,35,60,0,s0,10,bull,485,730,-0.051,-0.9
35,35,60,0,s0,10,nonbull,65,72,-0.2673,-2.0
35,35,60,0,s0,15,all,507,798,-0.0989,-1.9
35,35,60,0,s0,15,bull,481,726,-0.0725,-1.3
35,35,60,0,s0,15,nonbull,65,72,-0.2667,-1.9
35,35,60,0,s20,10,all,456,1151,-0.1334,-2.8
35,35,60,0,s20,10,bull,441,1078,-0.1212,-2.5
35,35,60,0,s20,10,nonbull,48,71,-0.1558,-1.0
35,35,60,0,s20,15,all,452,1146,-0.1366,-2.7
35,35,60,0,s20,15,bull,437,1073,-0.1222,-2.4
35,35,60,0,s20,15,nonbull,48,71,-0.1308,-0.8
35,35,60,1,off,10,all,600,1553,0.0004,0.0
35,35,60,1,off,10,bull,519,1289,-0.0662,-1.4
35,35,60,1,off,10,nonbull,163,262,0.1172,1.3
35,35,60,1,off,15,all,596,1547,-0.0009,-0.0
35,35,60,1,off,15,bull,515,1283,-0.0794,-1.7
35,35,60,1,off,15,nonbull,163,262,0.1742,1.8
35,35,60,1,s0,10,all,501,1270,-0.0991,-2.1
35,35,60,1,s0,10,bull,484,1176,-0.0906,-1.9
35,35,60,1,s0,10,nonbull,55,93,-0.1772,-1.3
35,35,60,1,s0,15,all,497,1265,-0.1147,-2.4
35,35,60,1,s0,15,bull,480,1171,-0.1038,-2.1
35,35,60,1,s0,15,nonbull,55,93,-0.1828,-1.2
35,35,60,1,s20,10,all,453,1150,-0.1025,-2.1
35,35,60,1,s20,10,bull,440,1080,-0.0969,-1.9
35,35,60,1,s20,10,nonbull,46,69,-0.1199,-0.8
35,35,60,1,s20,15,all,449,1144,-0.1033,-2.0
35,35,60,1,s20,15,bull,436,1074,-0.0975,-1.9
35,35,60,1,s20,15,nonbull,46,69,-0.0822,-0.5
35,35,999,0,off,10,all,605,970,0.0231,0.5
35,35,999,0,off,10,bull,519,787,-0.0332,-0.6
35,35,999,0,off,10,nonbull,163,183,0.1236,1.3
35,35,999,0,off,15,all,601,965,0.0127,0.3
35,35,999,0,off,15,bull,515,782,-0.0503,-0.9
35,35,999,0,off,15,nonbull,163,183,0.1416,1.4
35,35,999,0,s0,10,all,509,798,-0.075,-1.5
35,35,999,0,s0,10,bull,484,727,-0.0497,-0.9
35,35,999,0,s0,10,nonbull,64,71,-0.2637,-2.0
35,35,999,0,s0,15,all,505,794,-0.0972,-1.8
35,35,999,0,s0,15,bull,480,723,-0.0727,-1.3
35,35,999,0,s0,15,nonbull,64,71,-0.2591,-1.8
35,35,999,0,s20,10,all,459,1152,-0.1326,-2.8
35,35,999,0,s20,10,bull,445,1080,-0.1223,-2.5
35,35,999,0,s20,10,nonbull,47,70,-0.1485,-1.0
35,35,999,0,s20,15,all,455,1147,-0.1353,-2.7
35,35,999,0,s20,15,bull,441,1075,-0.1228,-2.4
35,35,999,0,s20,15,nonbull,47,70,-0.1176,-0.7
35,35,999,1,off,10,all,605,1565,0.0029,0.1
35,35,999,1,off,10,bull,524,1301,-0.0618,-1.4
35,35,999,1,off,10,nonbull,163,262,0.1172,1.3
35,35,999,1,off,15,all,601,1559,0.0018,0.0
35,35,999,1,off,15,bull,520,1295,-0.0747,-1.6
35,35,999,1,off,15,nonbull,163,262,0.1742,1.8
35,35,999,1,s0,10,all,505,1278,-0.0945,-2.0
35,35,999,1,s0,10,bull,488,1184,-0.0853,-1.8
35,35,999,1,s0,10,nonbull,55,93,-0.1772,-1.3
35,35,999,1,s0,15,all,501,1273,-0.1097,-2.3
35,35,999,1,s0,15,bull,484,1179,-0.098,-2.0
35,35,999,1,s0,15,nonbull,55,93,-0.1828,-1.2
35,35,999,1,s20,10,all,457,1158,-0.0974,-2.0
35,35,999,1,s20,10,bull,444,1088,-0.091,-1.8
35,35,999,1,s20,10,nonbull,46,69,-0.1199,-0.8
35,35,999,1,s20,15,all,453,1152,-0.0979,-1.9
35,35,999,1,s20,15,bull,440,1082,-0.0913,-1.7
35,35,999,1,s20,15,nonbull,46,69,-0.0822,-0.5
35,40,60,0,off,10,all,300,384,-0.041,-0.6
35,40,60,0,off,10,bull,253,321,-0.0562,-0.7
35,40,60,0,off,10,nonbull,57,59,0.0216,0.1
35,40,60,0,off,15,all,299,383,-0.0064,-0.1
35,40,60,0,off,15,bull,252,320,-0.0105,-0.1
35,40,60,0,off,15,nonbull,57,59,0.0008,0.0
35,40,60,0,s0,10,all,258,333,-0.1073,-1.5
35,40,60,0,s0,10,bull,238,302,-0.0484,-0.6
35,40,60,0,s0,15,all,257,332,-0.0598,-0.8
35,40,60,0,s0,15,bull,237,301,0.0042,0.1
35,40,60,0,s20,10,all,235,475,-0.1405,-2.1
35,40,60,0,s20,10,bull,220,440,-0.094,-1.3
35,40,60,0,s20,15,all,234,474,-0.1139,-1.6
35,40,60,0,s20,15,bull,219,439,-0.0596,-0.8
35,40,60,1,off,10,all,281,551,-0.0452,-0.7
35,40,60,1,off,10,bull,243,484,-0.0677,-1.0
35,40,60,1,off,10,nonbull,47,62,0.0899,0.5
35,40,60,1,off,15,all,280,549,-0.0161,-0.2
35,40,60,1,off,15,bull,242,482,-0.0319,-0.4
35,40,60,1,off,15,nonbull,47,62,0.0646,0.4
35,40,60,1,s0,10,all,243,488,-0.0853,-1.3
35,40,60,1,s0,10,bull,228,454,-0.0526,-0.7
35,40,60,1,s0,15,all,242,486,-0.0451,-0.6
35,40,60,1,s0,15,bull,227,452,-0.0086,-0.1
35,40,60,1,s20,10,all,234,474,-0.0877,-1.3
35,40,60,1,s20,10,bull,220,443,-0.0528,-0.7
35,40,60,1,s20,15,all,233,472,-0.0485,-0.7
35,40,60,1,s20,15,bull,219,441,-0.0085,-0.1
35,40,999,0,off,10,all,295,375,-0.0193,-0.3
35,40,999,0,off,10,bull,251,316,-0.0435,-0.6
35,40,999,0,off,10,nonbull,54,55,0.0726,0.4
35,40,999,0,off,15,all,294,374,0.019,0.3
35,40,999,0,off,15,bull,250,315,0.0046,0.1
35,40,999,0,off,15,nonbull,54,55,0.0626,0.4
35,40,999,0,s0,10,all,257,329,-0.0918,-1.2
35,40,999,0,s0,10,bull,238,299,-0.0366,-0.5
35,40,999,0,s0,15,all,256,328,-0.042,-0.5
35,40,999,0,s0,15,bull,237,298,0.0184,0.2
35,40,999,0,s20,10,all,238,476,-0.1381,-2.1
35,40,999,0,s20,10,bull,224,442,-0.0959,-1.4
35,40,999,0,s20,15,all,237,475,-0.1105,-1.6
35,40,999,0,s20,15,bull,223,441,-0.0606,-0.8
35,40,999,1,off,10,all,286,563,-0.0399,-0.6
35,40,999,1,off,10,bull,248,496,-0.0593,-0.9
35,40,999,1,off,10,nonbull,47,62,0.0899,0.5
35,40,999,1,off,15,all,285,561,-0.0113,-0.2
35,40,999,1,off,15,bull,247,494,-0.0242,-0.3
35,40,999,1,off,15,nonbull,47,62,0.0646,0.4
35,40,999,1,s0,10,all,247,496,-0.077,-1.1
35,40,999,1,s0,10,bull,232,462,-0.0429,-0.6
35,40,999,1,s0,15,all,246,494,-0.0375,-0.5
35,40,999,1,s0,15,bull,231,460,0.0003,0.0
35,40,999,1,s20,10,all,238,482,-0.0791,-1.2
35,40,999,1,s20,10,bull,224,451,-0.0428,-0.6
35,40,999,1,s20,15,all,237,480,-0.0405,-0.6
35,40,999,1,s20,15,bull,223,449,0.0008,0.0
50,25,60,0,off,10,all,833,1628,0.0427,1.1
50,25,60,0,off,10,bull,722,1287,0.0108,0.3
50,25,60,0,off,10,nonbull,273,337,0.1949,2.5
50,25,60,0,off,15,all,829,1620,0.0454,1.1
50,25,60,0,off,15,bull,717,1279,0.0176,0.4
50,25,60,0,off,15,nonbull,273,337,0.189,2.4
50,25,60,0,s0,10,all,731,1393,-0.0309,-0.8
50,25,60,0,s0,10,bull,681,1240,-0.0243,-0.6
50,25,60,0,s0,10,nonbull,129,150,0.1192,1.0
50,25,60,0,s0,15,all,726,1385,-0.0204,-0.5
50,25,60,0,s0,15,bull,676,1232,-0.0157,-0.4
50,25,60,0,s0,15,nonbull,129,150,0.1517,1.3
50,25,60,0,s20,10,all,521,1472,-0.1468,-3.4
50,25,60,0,s20,10,bull,508,1369,-0.1141,-2.6
50,25,60,0,s20,10,nonbull,60,100,-0.4128,-3.3
50,25,60,0,s20,15,all,519,1468,-0.1579,-3.5
50,25,60,0,s20,15,bull,506,1365,-0.1222,-2.7
50,25,60,0,s20,15,nonbull,60,100,-0.4384,-3.3
50,25,60,1,off,10,all,851,3491,0.0158,0.5
50,25,60,1,off,10,bull,741,2837,-0.0441,-1.3
50,25,60,1,off,10,nonbull,324,647,0.1272,2.0
50,25,60,1,off,15,all,847,3479,0.0196,0.6
50,25,60,1,off,15,bull,736,2825,-0.0327,-0.9
50,25,60,1,off,15,nonbull,324,647,0.111,1.7
50,25,60,1,s0,10,all,698,2673,-0.0853,-2.5
50,25,60,1,s0,10,bull,678,2467,-0.0573,-1.7
50,25,60,1,s0,10,nonbull,101,200,-0.3032,-3.0
50,25,60,1,s0,15,all,693,2661,-0.0812,-2.3
50,25,60,1,s0,15,bull,673,2455,-0.0442,-1.2
50,25,60,1,s0,15,nonbull,101,200,-0.3383,-3.3
50,25,60,1,s20,10,all,520,1475,-0.1339,-3.1
50,25,60,1,s20,10,bull,507,1372,-0.0996,-2.2
50,25,60,1,s20,10,nonbull,60,100,-0.4128,-3.3
50,25,60,1,s20,15,all,518,1471,-0.1398,-3.1
50,25,60,1,s20,15,bull,505,1368,-0.1026,-2.2
50,25,60,1,s20,15,nonbull,60,100,-0.4384,-3.3
50,25,999,0,off,10,all,829,1624,0.0461,1.2
50,25,999,0,off,10,bull,718,1283,0.0122,0.3
50,25,999,0,off,10,nonbull,273,337,0.2021,2.7
50,25,999,0,off,15,all,825,1616,0.0521,1.3
50,25,999,0,off,15,bull,713,1275,0.0229,0.5
50,25,999,0,off,15,nonbull,273,337,0.1946,2.5
50,25,999,0,s0,10,all,729,1391,-0.0291,-0.7
50,25,999,0,s0,10,bull,678,1237,-0.0224,-0.5
50,25,999,0,s0,10,nonbull,130,151,0.1208,1.1
50,25,999,0,s0,15,all,724,1383,-0.015,-0.4
50,25,999,0,s0,15,bull,673,1229,-0.0097,-0.2
50,25,999,0,s0,15,nonbull,130,151,0.1498,1.2
50,25,999,0,s20,10,all,522,1473,-0.1475,-3.5
50,25,999,0,s20,10,bull,508,1369,-0.1144,-2.6
50,25,999,0,s20,10,nonbull,61,101,-0.4007,-3.2
50,25,999,0,s20,15,all,520,1469,-0.1558,-3.5
50,25,999,0,s20,15,bull,506,1365,-0.1194,-2.6
50,25,999,0,s20,15,nonbull,61,101,-0.4327,-3.4
50,25,999,1,off,10,all,854,3497,0.0151,0.5
50,25,999,1,off,10,bull,744,2843,-0.0448,-1.3
50,25,999,1,off,10,nonbull,324,647,0.1272,2.0
50,25,999,1,off,15,all,850,3485,0.0188,0.6
50,25,999,1,off,15,bull,739,2831,-0.0335,-1.0
50,25,999,1,off,15,nonbull,324,647,0.111,1.7
50,25,999,1,s0,10,all,700,2676,-0.0854,-2.5
50,25,999,1,s0,10,bull,680,2470,-0.0576,-1.7
50,25,999,1,s0,10,nonbull,101,200,-0.3032,-3.0
50,25,999,1,s0,15,all,695,2664,-0.0812,-2.3
50,25,999,1,s0,15,bull,675,2458,-0.0446,-1.2
50,25,999,1,s0,15,nonbull,101,200,-0.3383,-3.3
50,25,999,1,s20,10,all,522,1478,-0.1347,-3.1
50,25,999,1,s20,10,bull,509,1375,-0.0999,-2.2
50,25,999,1,s20,10,nonbull,60,100,-0.4128,-3.3
50,25,999,1,s20,15,all,520,1474,-0.1406,-3.1
50,25,999,1,s20,15,bull,507,1371,-0.1029,-2.2
50,25,999,1,s20,15,nonbull,60,100,-0.4384,-3.3
50,30,60,0,off,10,all,469,674,0.06,1.1
50,30,60,0,off,10,bull,409,557,0.0192,0.3
50,30,60,0,off,10,nonbull,101,113,0.2952,2.4
50,30,60,0,off,15,all,467,671,0.0598,1.0
50,30,60,0,off,15,bull,406,554,0.0332,0.5
50,30,60,0,off,15,nonbull,101,113,0.2181,1.7
50,30,60,0,s0,10,all,416,604,0.0213,0.4
50,30,60,0,s0,10,bull,387,541,-0.0057,-0.1
50,30,60,0,s0,10,nonbull,54,60,0.466,2.6
50,30,60,0,s0,15,all,413,601,0.0251,0.4
50,30,60,0,s0,15,bull,384,538,0.0019,0.0
50,30,60,0,s0,15,nonbull,54,60,0.4417,2.4
50,30,60,0,s20,10,all,328,775,-0.1217,-2.1
50,30,60,0,s20,10,bull,317,717,-0.11,-1.8
50,30,60,0,s20,10,nonbull,33,54,-0.2695,-1.5
50,30,60,0,s20,15,all,326,772,-0.1092,-1.8
50,30,60,0,s20,15,bull,315,714,-0.0885,-1.4
50,30,60,0,s20,15,nonbull,33,54,-0.3673,-2.1
50,30,60,1,off,10,all,465,1242,0.0025,0.1
50,30,60,1,off,10,bull,418,1075,-0.0406,-0.8
50,30,60,1,off,10,nonbull,103,162,0.1364,1.2
50,30,60,1,off,15,all,463,1238,-0.0029,-0.1
50,30,60,1,off,15,bull,416,1071,-0.0295,-0.6
50,30,60,1,off,15,nonbull,103,162,0.0316,0.3
50,30,60,1,s0,10,all,405,1066,-0.036,-0.7
50,30,60,1,s0,10,bull,390,994,-0.0369,-0.7
50,30,60,1,s0,10,nonbull,45,68,0.0695,0.4
50,30,60,1,s0,15,all,403,1062,-0.0322,-0.6
50,30,60,1,s0,15,bull,388,990,-0.0225,-0.4
50,30,60,1,s0,15,nonbull,45,68,-0.0251,-0.1
50,30,60,1,s20,10,all,326,777,-0.1029,-1.7
50,30,60,1,s20,10,bull,315,719,-0.0865,-1.4
50,30,60,1,s20,10,nonbull,33,54,-0.2695,-1.5
50,30,60,1,s20,15,all,324,774,-0.079,-1.3
50,30,60,1,s20,15,bull,313,716,-0.0535,-0.8
50,30,60,1,s20,15,nonbull,33,54,-0.3673,-2.1
50,30,999,0,off,10,all,466,670,0.0658,1.2
50,30,999,0,off,10,bull,405,553,0.0217,0.4
50,30,999,0,off,10,nonbull,102,113,0.3102,2.5
50,30,999,0,off,15,all,464,667,0.0714,1.2
50,30,999,0,off,15,bull,402,550,0.0427,0.7
50,30,999,0,off,15,nonbull,102,113,0.2297,1.8
50,30,999,0,s0,10,all,414,602,0.0246,0.4
50,30,999,0,s0,10,bull,384,538,-0.0022,-0.0
50,30,999,0,s0,10,nonbull,55,61,0.4635,2.6
50,30,999,0,s0,15,all,411,599,0.035,0.6
50,30,999,0,s0,15,bull,381,535,0.0127,0.2
50,30,999,0,s0,15,nonbull,55,61,0.4319,2.3
50,30,999,0,s20,10,all,329,776,-0.1229,-2.1
50,30,999,0,s20,10,bull,317,717,-0.1104,-1.8
50,30,999,0,s20,10,nonbull,34,55,-0.2519,-1.4
50,30,999,0,s20,15,all,327,773,-0.1059,-1.8
50,30,999,0,s20,15,bull,315,714,-0.0841,-1.4
50,30,999,0,s20,15,nonbull,34,55,-0.3593,-2.1
50,30,999,1,off,10,all,469,1248,0.0006,0.0
50,30,999,1,off,10,bull,422,1081,-0.0413,-0.8
50,30,999,1,off,10,nonbull,103,162,0.1364,1.2
50,30,999,1,off,15,all,467,1244,-0.0048,-0.1
50,30,999,1,off,15,bull,420,1077,-0.0304,-0.6
50,30,999,1,off,15,nonbull,103,162,0.0316,0.3
50,30,999,1,s0,10,all,408,1069,-0.0369,-0.7
50,30,999,1,s0,10,bull,393,997,-0.037,-0.7
50,30,999,1,s0,10,nonbull,45,68,0.0695,0.4
50,30,999,1,s0,15,all,406,1065,-0.0333,-0.6
50,30,999,1,s0,15,bull,391,993,-0.0229,-0.4
50,30,999,1,s0,15,nonbull,45,68,-0.0251,-0.1
50,30,999,1,s20,10,all,329,780,-0.1034,-1.8
50,30,999,1,s20,10,bull,318,722,-0.0862,-1.4
50,30,999,1,s20,10,nonbull,33,54,-0.2695,-1.5
50,30,999,1,s20,15,all,327,777,-0.08,-1.3
50,30,999,1,s20,15,bull,316,719,-0.0536,-0.9
50,30,999,1,s20,15,nonbull,33,54,-0.3673,-2.1
50,35,60,0,off,10,all,183,223,0.0877,1.0
50,35,60,0,off,10,bull,161,192,0.1226,1.2
50,35,60,0,off,15,all,181,221,0.034,0.3
50,35,60,0,off,15,bull,159,190,0.0659,0.6
50,35,60,0,s0,10,all,171,218,0.0898,1.0
50,35,60,0,s0,10,bull,155,192,0.1012,1.0
50,35,60,0,s0,15,all,170,217,0.0543,0.5
50,35,60,0,s0,15,bull,154,191,0.0701,0.7
50,35,60,0,s20,10,all,150,309,0.0614,0.7
50,35,60,0,s20,10,bull,144,289,0.067,0.7
50,35,60,0,s20,15,all,149,308,0.0272,0.3
50,35,60,0,s20,15,bull,143,288,0.0446,0.5
50,35,60,1,off,10,all,177,380,0.0871,1.1
50,35,60,1,off,10,bull,157,339,0.1703,1.9
50,35,60,1,off,10,nonbull,30,39,-0.5068,-2.8
50,35,60,1,off,15,all,175,377,0.0554,0.6
50,35,60,1,off,15,bull,155,336,0.1446,1.6
50,35,60,1,off,15,nonbull,30,39,-0.5585,-2.9
50,35,60,1,s0,10,all,159,349,0.1459,1.7
50,35,60,1,s0,10,bull,151,324,0.1825,2.0
50,35,60,1,s0,15,all,158,347,0.1143,1.2
50,35,60,1,s0,15,bull,150,322,0.1617,1.7
50,35,60,1,s20,10,all,150,312,0.1264,1.4
50,35,60,1,s20,10,bull,143,292,0.1291,1.4
50,35,60,1,s20,15,all,149,311,0.1096,1.2
50,35,60,1,s20,15,bull,142,291,0.1238,1.3
50,35,999,0,off,10,all,180,219,0.1073,1.1
50,35,999,0,off,10,bull,158,188,0.1349,1.3
50,35,999,0,off,15,all,178,217,0.0681,0.7
50,35,999,0,off,15,bull,156,186,0.0952,0.9
50,35,999,0,s0,10,all,170,216,0.1019,1.1
50,35,999,0,s0,10,bull,153,189,0.1154,1.1
50,35,999,0,s0,15,all,169,215,0.0823,0.8
50,35,999,0,s0,15,bull,152,188,0.1024,1.0
50,35,999,0,s20,10,all,151,310,0.0577,0.7
50,35,999,0,s20,10,bull,144,289,0.066,0.7
50,35,999,0,s20,15,all,150,309,0.0334,0.4
50,35,999,0,s20,15,bull,143,288,0.0544,0.6
50,35,999,1,off,10,all,181,386,0.0802,1.0
50,35,999,1,off,10,bull,161,345,0.1633,1.9
50,35,999,1,off,10,nonbull,30,39,-0.5068,-2.8
50,35,999,1,off,15,all,179,383,0.049,0.6
50,35,999,1,off,15,bull,159,342,0.1378,1.5
