pair,tf,period,std,depth,direction,variant,n,w,l,t,mean_r,se_r,ci_low_r,ci_high_r
EUR_CZK,H4,30,1.5,0.0,long,D,427,183,243,1,-0.10363261604577849,0.0525903190347016,-0.2067096413537936,-0.000555590737763359
EUR_CZK,H4,30,1.5,0.1,long,A,500,101,114,285,-0.05695347333192821,0.03214947862802275,-0.1199664514428528,0.006059504778996375
EUR_CZK,H4,30,1.5,0.1,long,B,436,97,339,0,0.10746608914333013,0.22020887746107284,-0.32414331068037266,0.539075488967033
EUR_CZK,H4,30,1.5,0.1,long,C,232,41,62,129,-0.11781900944557501,0.04661498328022956,-0.20918437667482495,-0.02645364221632507
EUR_CZK,H4,30,1.5,0.1,long,D,232,91,141,0,-0.1839226741748778,0.07012851822926305,-0.3213745699042334,-0.04647077844552219
EUR_CZK,H4,30,1.5,0.25,long,A,283,64,64,155,-0.0255076004496999,0.04414645755831398,-0.11203465726399531,0.0610194563645955
EUR_CZK,H4,30,1.5,0.25,long,B,174,23,151,0,0.14861143160028167,0.5080908468788397,-0.8472466282822441,1.1444694914828073
EUR_CZK,H4,30,1.5,0.25,long,C,76,12,21,43,-0.16643243873762295,0.08039392421746354,-0.32400453020385145,-0.008860347271394425
EUR_CZK,H4,30,1.5,0.25,long,D,76,22,54,0,-0.41924189577293386,0.10779489579176346,-0.6305198915247903,-0.20796390002107748
EUR_CZK,H4,30,1.5,0.5,long,A,74,9,20,45,-0.16109463606147942,0.07932415761503213,-0.3165699849869424,-0.005619287136016449
EUR_CZK,H4,30,1.5,0.5,long,B,19,2,17,0,-0.03916847451938813,0.6681367986527657,-1.3487165998788087,1.2703796508400325
EUR_CZK,H4,30,1.5,0.5,long,C,7,0,3,4,-0.4344563603192462,0.2133453152507644,-0.8526131782107444,-0.016299542427748004
EUR_CZK,H4,30,1.5,0.5,long,D,7,1,6,0,-0.7676333820461109,0.23236661795388908,-1.2230719532357335,-0.3121948108564883
EUR_CZK,H4,30,1.5,0.75,long,A,12,0,5,7,-0.2815233090251215,0.19727360791851936,-0.6681795805454195,0.10513296249517645
EUR_CZK,H4,30,1.5,0.75,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,1.5,0.75,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,1.5,0.75,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,1.5,0.0,short,A,628,136,124,368,0.04985811314458855,0.028011182216784697,-0.005043804000309453,0.10476003028948655
EUR_CZK,H4,30,1.5,0.0,short,B,592,234,358,0,0.05141904937658936,0.06732933209460176,-0.08054644152883009,0.18338454028200882
EUR_CZK,H4,30,1.5,0.0,short,C,462,82,87,293,0.03418216940804915,0.031248278714310657,-0.027064456871999737,0.09542879568809803
EUR_CZK,H4,30,1.5,0.0,short,D,462,234,228,0,-0.02304964867571298,0.048810067577799286,-0.11871738112819957,0.07261808377677362
EUR_CZK,H4,30,1.5,0.1,short,A,517,118,106,293,0.043419306328277577,0.03145712292716493,-0.01823665460896569,0.10507526726552084
EUR_CZK,H4,30,1.5,0.1,short,B,460,142,318,0,0.03479640229015063,0.1020171812882131,-0.16515727303474706,0.23475007761504832
EUR_CZK,H4,30,1.5,0.1,short,C,295,49,58,188,0.014138811237401098,0.038862528476598664,-0.06203174457673227,0.09030936705153447
EUR_CZK,H4,30,1.5,0.1,short,D,295,148,147,0,-0.07606599464450198,0.05836479473013711,-0.1904609923155707,0.03832900302656675
EUR_CZK,H4,30,1.5,0.25,short,A,298,66,55,177,0.05605413322276609,0.03970577673439947,-0.021769189176656864,0.13387745562218906
EUR_CZK,H4,30,1.5,0.25,short,B,200,59,141,0,0.09687499504314076,0.19573216155796366,-0.286760041610468,0.48051003169674955
EUR_CZK,H4,30,1.5,0.25,short,C,122,12,16,94,0.002808196324079896,0.0494134322142398,-0.0940421308158301,0.0996585234639899
EUR_CZK,H4,30,1.5,0.25,short,D,122,66,56,0,-0.1366383635508801,0.07842286521863936,-0.29034717937941323,0.017070452277653053
EUR_CZK,H4,30,1.5,0.5,short,A,104,21,23,60,0.018772114545969852,0.06678679333069555,-0.11213000038219342,0.14967422947413314
EUR_CZK,H4,30,1.5,0.5,short,B,41,15,26,0,0.2514382363593028,0.3951740393137413,-0.5231028806956302,1.0259793534142356
EUR_CZK,H4,30,1.5,0.5,short,C,34,3,2,29,0.0722898010999779,0.07246369581738359,-0.06973904270209391,0.21431864490204972
EUR_CZK,H4,30,1.5,0.5,short,D,34,17,17,0,-0.3336803346069661,0.11870631855740385,-0.5663447189794777,-0.10101595023445456
EUR_CZK,H4,30,1.5,0.75,short,A,29,6,4,19,0.06633738560357064,0.116500136712426,-0.16200288235278432,0.2946776535599256
EUR_CZK,H4,30,1.5,0.75,short,B,9,1,8,0,-0.3643879885005257,0.6356120114994743,-1.6101875310394953,0.881411554038444
EUR_CZK,H4,30,1.5,0.75,short,C,9,2,0,7,0.28175087068774396,0.16903572872159345,-0.049559157606579196,0.6130608989820672
EUR_CZK,H4,30,1.5,0.75,short,D,9,4,5,0,-0.36610443131367415,0.25269590075903625,-0.8613883968013851,0.12917953417403688
EUR_CZK,H4,30,2.0,0.0,long,A,419,88,90,241,-0.02722518954940813,0.03526234189611009,-0.0963393796657839,0.04188900056696765
EUR_CZK,H4,30,2.0,0.0,long,B,397,103,293,1,-0.162308885458326,0.07829726942095187,-0.3157715335233917,-0.00884623739326032
EUR_CZK,H4,30,2.0,0.0,long,C,298,59,68,171,-0.06058388785935183,0.041389530271682726,-0.14170736719184995,0.02053959147314631
EUR_CZK,H4,30,2.0,0.0,long,D,298,99,198,1,-0.1631993191452703,0.0723843062871752,-0.3050725594681337,-0.02132607882240692
EUR_CZK,H4,30,2.0,0.1,long,A,223,45,50,128,-0.03751233789513067,0.048707806258478,-0.13297963816174757,0.057954962371486216
EUR_CZK,H4,30,2.0,0.1,long,B,189,26,163,0,-0.46432974361471274,0.10377144317000654,-0.6677217722279256,-0.2609377150014999
EUR_CZK,H4,30,2.0,0.1,long,C,91,12,24,55,-0.13291414611078792,0.07214770796164828,-0.2743236537156185,0.008495361494042702
EUR_CZK,H4,30,2.0,0.1,long,D,91,22,69,0,-0.44962757992591085,0.1044259069462802,-0.65430235754062,-0.24495280231120165
EUR_CZK,H4,30,2.0,0.25,long,A,74,9,20,45,-0.16109463606147942,0.07932415761503213,-0.3165699849869424,-0.005619287136016449
EUR_CZK,H4,30,2.0,0.25,long,B,46,3,43,0,-0.5333200596552123,0.29750618135801604,-1.1164321751169237,0.049792055806499036
EUR_CZK,H4,30,2.0,0.25,long,C,17,3,5,9,-0.13220475531257272,0.1747553185418026,-0.4747251796545058,0.21031566902936036
EUR_CZK,H4,30,2.0,0.25,long,D,17,3,14,0,-0.6267347579795948,0.20375099619922454,-1.0260867105300748,-0.22738280542911465
EUR_CZK,H4,30,2.0,0.5,long,A,4,0,3,1,-0.6831272864353377,0.3168727135646624,-1.304197805022076,-0.06205676784859937
EUR_CZK,H4,30,2.0,0.5,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.5,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.5,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.75,long,A,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.75,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.75,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.75,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,2.0,0.0,short,A,422,93,82,247,0.04469341426886091,0.034058851271820935,-0.022061934223908113,0.11144876276162993
EUR_CZK,H4,30,2.0,0.0,short,B,400,143,257,0,0.04437260002156962,0.09394041745756244,-0.13975061819525278,0.22849581823839202
EUR_CZK,H4,30,2.0,0.0,short,C,316,56,65,195,0.0073195978279580005,0.0385168929067179,-0.06817351226920908,0.08281270792512509
EUR_CZK,H4,30,2.0,0.0,short,D,316,137,179,0,-0.048675725464925455,0.06855713709084332,-0.18304771416297838,0.08569626323312746
EUR_CZK,H4,30,2.0,0.1,short,A,253,56,48,149,0.04667318652970268,0.04322410570972659,-0.038046060661361424,0.13139243372076678
EUR_CZK,H4,30,2.0,0.1,short,B,220,67,153,0,0.09487751275663656,0.16232768059321168,-0.22328474120605832,0.4130397667193314
EUR_CZK,H4,30,2.0,0.1,short,C,136,22,24,90,0.0054813702009481255,0.05434551587391989,-0.10103584091193485,0.11199858131383111
EUR_CZK,H4,30,2.0,0.1,short,D,136,60,76,0,-0.18164996000019104,0.08874485898274186,-0.35558988360636506,-0.007710036394017017
EUR_CZK,H4,30,2.0,0.25,short,A,104,21,23,60,0.018772114545969852,0.06678679333069555,-0.11213000038219342,0.14967422947413314
EUR_CZK,H4,30,2.0,0.25,short,B,65,20,45,0,-0.030166863922007434,0.23243481716322278,-0.4857391055619241,0.4254053777179092
EUR_CZK,H4,30,2.0,0.25,short,C,47,7,4,36,0.07770084326088118,0.0769609704550221,-0.07314265883096215,0.2285443453527245
EUR_CZK,H4,30,2.0,0.25,short,D,47,22,25,0,-0.22601596910514218,0.134932308642118,-0.4904832940436935,0.03845135583340911
EUR_CZK,H4,30,2.0,0.5,short,A,16,2,2,12,0.02364119205421618,0.13324361431954396,-0.23751629201209,0.28479867612052234
EUR_CZK,H4,30,2.0,0.5,short,B,8,1,7,0,-0.46632539679318163,0.5336746032068184,-1.5123276190785457,0.5796768254921824
EUR_CZK,H4,30,2.0,0.5,short,C,7,2,0,5,0.24816524661151185,0.20611095727756218,-0.15581222965251001,0.6521427228755337
EUR_CZK,H4,30,2.0,0.5,short,D,7,2,5,0,-0.5293876591834394,0.30835855815794827,-1.133770433173018,0.07499511480613918
EUR_CZK,H4,30,2.0,0.75,short,A,2,1,0,1,0.525549990595608,0.47445000940439197,-0.4043720278370002,1.4554720090282163
EUR_CZK,H4,30,2.0,0.75,short,B,2,1,1,0,1.1346984128272735,2.1346984128272735,-3.0493104763141825,5.318707301968729
EUR_CZK,H4,30,2.0,0.75,short,C,2,1,0,1,0.5103265803107216,0.48967341968927836,-0.4494333222802639,1.4700864829017073
EUR_CZK,H4,30,2.0,0.75,short,D,2,1,1,0,-0.29774433826928126,0.7022556617307187,-1.6741654352614899,1.0786767587229273
EUR_CZK,H4,30,2.5,0.0,long,A,189,35,39,115,-0.04559691567922226,0.05163068395469414,-0.14679305623042277,0.05559922487197825
EUR_CZK,H4,30,2.5,0.0,long,B,185,32,153,0,-0.421014379883321,0.09896936808147237,-0.6149943413230069,-0.22703441844363517
EUR_CZK,H4,30,2.5,0.0,long,C,128,22,29,77,-0.10159582269380663,0.06123726096286743,-0.22162085418102678,0.018429208793413546
EUR_CZK,H4,30,2.5,0.0,long,D,128,31,97,0,-0.3248668841783396,0.11165022434955994,-0.5437013239034771,-0.10603244445320209
EUR_CZK,H4,30,2.5,0.1,long,A,74,9,20,45,-0.16109463606147942,0.07932415761503213,-0.3165699849869424,-0.005619287136016449
EUR_CZK,H4,30,2.5,0.1,long,B,69,5,64,0,-0.7103183506617832,0.12847590371885423,-0.9621311219507375,-0.4585055793728289
EUR_CZK,H4,30,2.5,0.1,long,C,38,6,11,21,-0.19084361820019194,0.11504243062155915,-0.4163267822184479,0.034639545818064
EUR_CZK,H4,30,2.5,0.1,long,D,38,7,31,0,-0.5372018752082465,0.1619768708088839,-0.8546765419936588,-0.21972720842283405
EUR_CZK,H4,30,2.5,0.25,long,A,12,0,5,7,-0.2815233090251215,0.19727360791851936,-0.6681795805454195,0.10513296249517645
EUR_CZK,H4,30,2.5,0.25,long,B,4,0,4,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,30,2.5,0.25,long,C,3,0,2,1,-0.772875103807677,0.22712489619232307,-1.21803990034463,-0.3277103072707238
EUR_CZK,H4,30,2.5,0.25,long,D,3,0,3,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,30,2.5,0.5,long,A,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.5,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.5,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.5,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,long,A,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.0,short,A,215,48,42,125,0.049639594831157645,0.04728377185552548,-0.0430365980056723,0.14231578766798758
EUR_CZK,H4,30,2.5,0.0,short,B,206,66,140,0,-0.02066502269316537,0.12415714764907343,-0.2640130320853493,0.22268298669901856
EUR_CZK,H4,30,2.5,0.0,short,C,165,32,29,104,0.06343094039182776,0.05180638887039568,-0.03810958179414778,0.1649714625778033
EUR_CZK,H4,30,2.5,0.0,short,D,165,67,98,0,-0.059912765869053475,0.10102870742690176,-0.2579290324257809,0.13810350068767396
EUR_CZK,H4,30,2.5,0.1,short,A,104,21,23,60,0.018772114545969852,0.06678679333069555,-0.11213000038219342,0.14967422947413314
EUR_CZK,H4,30,2.5,0.1,short,B,90,25,65,0,-0.19399190682269926,0.1632230457875987,-0.5139090765663927,0.12592526292099418
EUR_CZK,H4,30,2.5,0.1,short,C,63,8,10,45,0.01384816177509642,0.0729671359297809,-0.12916742464727413,0.15686374819746698
EUR_CZK,H4,30,2.5,0.1,short,D,63,29,34,0,-0.09506441996150514,0.13908379357504874,-0.3676686553686007,0.17753981544559042
EUR_CZK,H4,30,2.5,0.25,short,A,29,6,4,19,0.06633738560357064,0.116500136712426,-0.16200288235278432,0.2946776535599256
EUR_CZK,H4,30,2.5,0.25,short,B,20,3,17,0,-0.44159492120311905,0.31310572937785913,-1.055282150783723,0.1720923083774848
EUR_CZK,H4,30,2.5,0.25,short,C,16,5,1,10,0.23380052613231672,0.14954422453379862,-0.059306153953928575,0.526907206218562
EUR_CZK,H4,30,2.5,0.25,short,D,16,7,9,0,-0.17362531747624127,0.24747773358996836,-0.6586816753125793,0.3114310403600967
EUR_CZK,H4,30,2.5,0.5,short,A,2,1,0,1,0.525549990595608,0.47445000940439197,-0.4043720278370002,1.4554720090282163
EUR_CZK,H4,30,2.5,0.5,short,B,2,1,1,0,0.7503374929217721,1.7503374929217719,-2.680323993204901,4.180998979048445
EUR_CZK,H4,30,2.5,0.5,short,C,2,1,0,1,0.5126813863992191,0.4873186136007808,-0.44246309625831126,1.4678258690567496
EUR_CZK,H4,30,2.5,0.5,short,D,2,1,1,0,-0.24718042283674263,0.7528195771632573,-1.7227067940767269,1.2283459484032415
EUR_CZK,H4,30,2.5,0.75,short,A,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,short,B,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,short,C,0,0,0,0,,,,
EUR_CZK,H4,30,2.5,0.75,short,D,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.0,long,A,74,9,20,45,-0.16109463606147942,0.07932415761503213,-0.3165699849869424,-0.005619287136016449
EUR_CZK,H4,30,3.0,0.0,long,B,72,13,59,0,-0.38174387650088537,0.1605011029928229,-0.6963260383668183,-0.06716171463495246
EUR_CZK,H4,30,3.0,0.0,long,C,60,9,17,34,-0.15414468276288573,0.09031534192105752,-0.33116275292815844,0.022873387402387008
EUR_CZK,H4,30,3.0,0.0,long,D,60,14,46,0,-0.3127241149324027,0.16428961422964164,-0.6347317588225003,0.009283528957694909
EUR_CZK,H4,30,3.0,0.1,long,A,17,0,5,12,-0.18073976498138644,0.1520053291389865,-0.4786702100938,0.11719068013102713
EUR_CZK,H4,30,3.0,0.1,long,B,14,0,14,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,30,3.0,0.1,long,C,8,0,3,5,-0.3732511052598335,0.19281062432069426,-0.7511599289283943,0.004657718408727252
EUR_CZK,H4,30,3.0,0.1,long,D,8,0,8,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,30,3.0,0.25,long,A,2,0,2,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,30,3.0,0.25,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.25,long,C,1,0,1,0,-1.0,,,
EUR_CZK,H4,30,3.0,0.25,long,D,1,0,1,0,-1.0,,,
EUR_CZK,H4,30,3.0,0.5,long,A,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.5,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.5,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.5,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,long,A,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,long,B,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,long,C,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,long,D,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.0,short,A,104,21,23,60,0.018772114545969852,0.06678679333069555,-0.11213000038219342,0.14967422947413314
EUR_CZK,H4,30,3.0,0.0,short,B,102,38,64,0,0.16195682272582576,0.19157530074782633,-0.21353076673991386,0.5374444121915654
EUR_CZK,H4,30,3.0,0.0,short,C,85,14,16,55,0.032142734688310325,0.06918076377452591,-0.10345156230976044,0.1677370316863811
EUR_CZK,H4,30,3.0,0.0,short,D,85,37,48,0,0.010635031430815659,0.14116984656488585,-0.2660578678363606,0.28732793069799195
EUR_CZK,H4,30,3.0,0.1,short,A,38,7,7,24,-0.002594002954292781,0.10390386793931983,-0.20624558411535962,0.20105757820677408
EUR_CZK,H4,30,3.0,0.1,short,B,34,12,22,0,0.31097572030250875,0.38260444368501706,-0.4389289893201247,1.0608804299251422
EUR_CZK,H4,30,3.0,0.1,short,C,26,5,3,18,0.0805292320944391,0.11304015207000198,-0.14102946596276478,0.302087930151643
EUR_CZK,H4,30,3.0,0.1,short,D,26,12,14,0,-0.10539318276949163,0.20184103890049362,-0.5010016190144592,0.2902152534754759
EUR_CZK,H4,30,3.0,0.25,short,A,8,1,0,7,0.12296082632764666,0.13014542369641313,-0.13212420411732306,0.3780458567726164
EUR_CZK,H4,30,3.0,0.25,short,B,7,3,4,0,1.434216579705577,1.267105944239221,-1.049311071003296,3.91774423041445
EUR_CZK,H4,30,3.0,0.25,short,C,5,1,0,4,0.13483895894489295,0.2245579682091265,-0.30529465874499495,0.5749725766347809
EUR_CZK,H4,30,3.0,0.25,short,D,5,3,2,0,0.197117689181259,0.5022689138190864,-0.7873293819041505,1.1815647602666683
EUR_CZK,H4,30,3.0,0.5,short,A,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.5,short,B,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.5,short,C,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.5,short,D,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,short,A,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,short,B,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,short,C,0,0,0,0,,,,
EUR_CZK,H4,30,3.0,0.75,short,D,0,0,0,0,,,,
EUR_CZK,H4,50,1.5,0.0,long,A,521,92,112,317,-0.0958256999543193,0.030305200978161168,-0.1552238938715152,-0.036427506037123414
EUR_CZK,H4,50,1.5,0.0,long,B,490,128,360,2,-0.1172224712090056,0.08166113524505896,-0.27727829628932116,0.042833353871309945
EUR_CZK,H4,50,1.5,0.0,long,C,354,55,84,215,-0.14050481250514718,0.035971422372778984,-0.211008800355794,-0.07000082465450037
EUR_CZK,H4,50,1.5,0.0,long,D,354,128,225,1,-0.09162528205309185,0.06907409332520865,-0.2270105049705008,0.0437599408643171
EUR_CZK,H4,50,1.5,0.1,long,A,406,81,92,233,-0.055958723197095564,0.035508343183632184,-0.12555507583701464,0.013637629442823512
EUR_CZK,H4,50,1.5,0.1,long,B,330,65,264,1,-0.09740398857889773,0.12465486993206458,-0.34172753364574426,0.14691955648794883
EUR_CZK,H4,50,1.5,0.1,long,C,157,28,34,95,-0.09075486026897003,0.05535094727237701,-0.19924271692282897,0.0177329963848889
EUR_CZK,H4,50,1.5,0.1,long,D,157,57,100,0,-0.17311213216021823,0.09188462679139635,-0.3532060006713551,0.006981736350918616
EUR_CZK,H4,50,1.5,0.25,long,A,234,41,53,140,-0.06943323840364063,0.047516221036358955,-0.16256503163490418,0.023698554827622925
EUR_CZK,H4,50,1.5,0.25,long,B,101,12,89,0,-0.29518645640384067,0.25840500198665406,-0.8016602602976827,0.21128734749000133
EUR_CZK,H4,50,1.5,0.25,long,C,39,6,12,21,-0.18532785012530736,0.11972040069040436,-0.41997983547849993,0.049324135227885174
EUR_CZK,H4,50,1.5,0.25,long,D,39,12,27,0,-0.2826889208783665,0.1791047746899196,-0.6337342792706089,0.06835643751387588
EUR_CZK,H4,50,1.5,0.5,long,A,57,10,12,35,-0.025350969384740123,0.09791208206009278,-0.21725865022252197,0.1665567114530417
EUR_CZK,H4,50,1.5,0.5,long,B,2,0,2,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,50,1.5,0.5,long,C,1,0,1,0,-1.0,,,
EUR_CZK,H4,50,1.5,0.5,long,D,1,0,1,0,-1.0,,,
EUR_CZK,H4,50,1.5,0.75,long,A,11,1,4,6,-0.279131058499622,0.21609391891981258,-0.7026751395824546,0.14441302258321065
EUR_CZK,H4,50,1.5,0.75,long,B,0,0,0,0,,,,
EUR_CZK,H4,50,1.5,0.75,long,C,0,0,0,0,,,,
EUR_CZK,H4,50,1.5,0.75,long,D,0,0,0,0,,,,
EUR_CZK,H4,50,1.5,0.0,short,A,484,88,95,301,0.05176966480159596,0.030800294864414577,-0.008598913132656608,0.11213824273584853
EUR_CZK,H4,50,1.5,0.0,short,B,452,139,312,1,-0.13048818399701476,0.0726056900727301,-0.2727953365395658,0.01181896854553624
EUR_CZK,H4,50,1.5,0.0,short,C,343,54,67,222,0.033033198264916,0.035748207276982566,-0.03703328799796982,0.10309968452780183
EUR_CZK,H4,50,1.5,0.0,short,D,343,138,205,0,-0.1515562158447904,0.061243186760055815,-0.2715928618944998,-0.031519569795081
EUR_CZK,H4,50,1.5,0.1,short,A,384,74,82,228,0.020773671653759603,0.03559839796336473,-0.048999188354435265,0.09054653166195448
EUR_CZK,H4,50,1.5,0.1,short,B,313,70,243,0,-0.22846278754877758,0.10711543669277375,-0.43840904346661413,-0.018516531630941024
EUR_CZK,H4,50,1.5,0.1,short,C,170,23,31,116,-0.020335840324058937,0.048366737329781556,-0.11513464549043079,0.0744629648423129
EUR_CZK,H4,50,1.5,0.1,short,D,170,67,103,0,-0.24376966312035317,0.07928232842894788,-0.399163026841091,-0.08837629939961533
EUR_CZK,H4,50,1.5,0.25,short,A,255,63,54,138,0.060809573198642386,0.04529194069495517,-0.027962630563469745,0.14958177696075453
EUR_CZK,H4,50,1.5,0.25,short,B,128,30,98,0,-0.3172366741629691,0.17098259318388678,-0.6523625568033872,0.017889208477449015
EUR_CZK,H4,50,1.5,0.25,short,C,72,11,7,54,0.11871545072015742,0.06323311580715746,-0.005221456261871191,0.24265235770218602
EUR_CZK,H4,50,1.5,0.25,short,D,72,32,40,0,-0.3234679410631593,0.0958346470682875,-0.5113038493170028,-0.1356320328093158
EUR_CZK,H4,50,1.5,0.5,short,A,88,21,14,53,0.09216993447942089,0.07173764681601379,-0.04843585327996612,0.23277572223880788
EUR_CZK,H4,50,1.5,0.5,short,B,23,10,13,0,0.04372439991611659,0.3722327618368402,-0.6858518132840902,0.7733006131163233
EUR_CZK,H4,50,1.5,0.5,short,C,24,2,2,20,-0.004791668780562103,0.08713388497521998,-0.17557408333199329,0.16599074577086906
EUR_CZK,H4,50,1.5,0.5,short,D,24,12,12,0,-0.3522126683874418,0.13742699187139953,-0.6215695724553849,-0.0828557643194987
EUR_CZK,H4,50,1.5,0.75,short,A,37,10,4,23,0.2026395740552954,0.10347759997416214,-0.0001765218940623925,0.4054556700046532
EUR_CZK,H4,50,1.5,0.75,short,B,11,4,7,0,0.2385739357765426,0.7361224077548527,-1.2042259834229687,1.681373854976054
EUR_CZK,H4,50,1.5,0.75,short,C,16,2,1,13,0.059931750816653105,0.11409025901388883,-0.163685156850569,0.2835486584838752
EUR_CZK,H4,50,1.5,0.75,short,D,16,7,9,0,-0.40955050576001073,0.17613625062060295,-0.7547775569763925,-0.06432345454362898
EUR_CZK,H4,50,2.0,0.0,long,A,312,55,81,176,-0.10934169739902369,0.04100367585137328,-0.18970890206771532,-0.028974492730332063
EUR_CZK,H4,50,2.0,0.0,long,B,289,65,224,0,-0.04236490384507808,0.14951852375545296,-0.3354212104057659,0.25069140271560975
EUR_CZK,H4,50,2.0,0.0,long,C,214,34,58,122,-0.16552565968436447,0.048433331016271654,-0.2604549884762569,-0.07059633089247204
EUR_CZK,H4,50,2.0,0.0,long,D,214,63,151,0,-0.12037368779075384,0.099259358290253,-0.3149220300396497,0.07417465445814202
EUR_CZK,H4,50,2.0,0.1,long,A,191,39,40,112,-0.024502818990105407,0.05289932068181823,-0.12818548752646913,0.07917984954625831
EUR_CZK,H4,50,2.0,0.1,long,B,145,14,131,0,0.23123810906329267,0.48980362493907365,-0.7287769958172916,1.191253213943877
EUR_CZK,H4,50,2.0,0.1,long,C,76,12,25,39,-0.24265136117857464,0.0833675052568618,-0.40605167148202376,-0.07925105087512552
EUR_CZK,H4,50,2.0,0.1,long,D,76,12,64,0,-0.5004066955659522,0.13784420173596929,-0.7705813309684519,-0.23023206016345238
EUR_CZK,H4,50,2.0,0.25,long,A,57,10,12,35,-0.025350969384740123,0.09791208206009278,-0.21725865022252197,0.1665567114530417
EUR_CZK,H4,50,2.0,0.25,long,B,16,0,16,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,50,2.0,0.25,long,C,5,0,1,4,-0.3264968945578029,0.24174697974908618,-0.8003209748660118,0.147327185750406
EUR_CZK,H4,50,2.0,0.25,long,D,5,1,4,0,-0.4484536404848055,0.5515463595151944,-1.5294845051345867,0.6325772241649755
EUR_CZK,H4,50,2.0,0.5,long,A,8,0,4,4,-0.4252250224840386,0.22538071842251614,-0.8669712305921702,0.01652118562409305
EUR_CZK,H4,50,2.0,0.5,long,B,0,0,0,0,,,,
EUR_CZK,H4,50,2.0,0.5,long,C,0,0,0,0,,,,
EUR_CZK,H4,50,2.0,0.5,long,D,0,0,0,0,,,,
EUR_CZK,H4,50,2.0,0.75,long,A,3,0,3,0,-1.0,0.0,-1.0,-1.0
EUR_CZK,H4,50,2.0,0.75,long,B,0,0,0,0,,,,
EUR_CZK,H4,50,2.0,0.75,long,C,0,0,0,0,,,,
EUR_CZK,H4,50,2.0,0.75,long,D,0,0,0,0,,,,
EUR_CZK,H4,50,2.0,0.0,short,A,329,70,71,188,0.022369024615809526,0.03915803667593287,-0.054380727269018894,0.09911877650063795
EUR_CZK,H4,50,2.0,0.0,short,B,308,91,215,2,0.03368730920097746,0.1098919230554605,-0.18170085998772512,0.24907547838968003
EUR_CZK,H4,50,2.0,0.0,short,C,232,37,53,142,-0.03594123791619797,0.044874853305462176,-0.12389595039490384,0.052013474562507885
EUR_CZK,H4,50,2.0,0.0,short,D,232,83,147,2,-0.09984999989424358,0.08803057422759822,-0.2723899253803361,0.07268992559184893
EUR_CZK,H4,50,2.0,0.1,short,A,209,52,44,113,0.07300800550445219,0.049838931445985515,-0.024676300129679418,0.1706923111385838
EUR_CZK,H4,50,2.0,0.1,short,B,170,42,128,0,-0.00025211085048911197,0.18114689066705425,-0.35530001655791543,0.35479579485693724
EUR_CZK,H4,50,2.0,0.1,short,C,100,18,19,63,0.031422335491940706,0.06563380969714572,-0.0972199315144649,0.1600646024983463
