pair,tf,period,std,depth,direction,variant,n,w,l,t,mean_r,se_r,ci_low_r,ci_high_r
USD_CHF,H4,50,3.0,0.75,short,C,0,0,0,0,,,,
USD_CHF,H4,50,3.0,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.0,long,A,1120,570,547,3,0.020530394927801527,0.029859221263233406,-0.037993678748135945,0.079054468603739
NZD_USD,H4,10,1.5,0.0,long,B,1103,451,652,0,0.016181665749481,0.044809580505044876,-0.07164511204040695,0.10400844353936896
NZD_USD,H4,10,1.5,0.0,long,C,774,379,394,1,-0.018686556521398594,0.035944668653429934,-0.08913810708212126,0.051764994039324067
NZD_USD,H4,10,1.5,0.0,long,D,774,423,351,0,0.03257109131732464,0.03502949719987523,-0.0360867231944308,0.10122890582908009
NZD_USD,H4,10,1.5,0.1,long,A,779,391,386,2,0.005806356299878009,0.03581984749595143,-0.06440054479218679,0.07601325739194281
NZD_USD,H4,10,1.5,0.1,long,B,753,250,503,0,-0.022566017206958916,0.06239543063097998,-0.14486106124367967,0.09972902682976184
NZD_USD,H4,10,1.5,0.1,long,C,389,181,208,0,-0.06940874035989718,0.05064487300563439,-0.16867269145094058,0.02985521073114622
NZD_USD,H4,10,1.5,0.1,long,D,389,216,173,0,0.013799766576673133,0.04734195451957715,-0.07899046428169808,0.10658999743504434
NZD_USD,H4,10,1.5,0.25,long,A,279,138,141,0,-0.010752688172043012,0.059972547067704544,-0.1282988804247439,0.1067935040806579
NZD_USD,H4,10,1.5,0.25,long,B,249,53,196,0,-0.005802309077709956,0.176894659207817,-0.35251584112503126,0.34091122296961135
NZD_USD,H4,10,1.5,0.25,long,C,77,37,40,0,-0.03896103896103896,0.11462077274780359,-0.263617753546734,0.18569567562465605
NZD_USD,H4,10,1.5,0.25,long,D,77,39,38,0,-0.08877915910840221,0.10521680946846403,-0.2950041056665917,0.11744578744978727
NZD_USD,H4,10,1.5,0.5,long,A,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.5,long,B,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.5,long,C,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.5,long,D,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,long,A,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.0,short,A,1141,567,574,0,-0.006134969325153374,0.029616886514275194,-0.06418406689313276,0.051914128242826006
NZD_USD,H4,10,1.5,0.0,short,B,1122,452,670,0,-0.012179984763369591,0.03968083556645667,-0.08995442247362467,0.06559445294688548
NZD_USD,H4,10,1.5,0.0,short,C,773,386,387,0,-0.00129366106080207,0.03599075742107,-0.07183554560609927,0.06924822348449512
NZD_USD,H4,10,1.5,0.0,short,D,773,404,369,0,-0.017024625475055902,0.034922912634380535,-0.08547353423844174,0.051424283288329944
NZD_USD,H4,10,1.5,0.1,short,A,795,388,407,0,-0.02389937106918239,0.03547853539297176,-0.09343730043940704,0.04563855830104225
NZD_USD,H4,10,1.5,0.1,short,B,772,248,524,0,0.01655514245115717,0.10942705079739337,-0.19792187711173384,0.23103216201404816
NZD_USD,H4,10,1.5,0.1,short,C,415,203,212,0,-0.021686746987951807,0.04913575999860277,-0.11799283658521324,0.07461934260930962
NZD_USD,H4,10,1.5,0.1,short,D,415,205,210,0,-0.09478381019471716,0.04595740692774554,-0.1848603277730984,-0.004707292616335901
NZD_USD,H4,10,1.5,0.25,short,A,284,144,140,0,0.014084507042253521,0.05943793349985159,-0.10241384261745559,0.13058285670196262
NZD_USD,H4,10,1.5,0.25,short,B,253,61,192,0,0.23022731487226458,0.31464396983481036,-0.38647486600396375,0.8469294957484929
NZD_USD,H4,10,1.5,0.25,short,C,87,45,42,0,0.034482758620689655,0.10776864428120184,-0.17674378417046593,0.24570930141184527
NZD_USD,H4,10,1.5,0.25,short,D,87,46,41,0,-0.024917112807879976,0.10145417822993917,-0.22376730213856075,0.1739330765228008
NZD_USD,H4,10,1.5,0.5,short,A,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.5,short,B,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.5,short,C,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.5,short,D,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,short,A,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,short,B,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,short,C,0,0,0,0,,,,
NZD_USD,H4,10,1.5,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.0,long,A,562,280,281,1,-0.0031173113311467483,0.04220350003081491,-0.08583617139154397,0.07960154872925047
NZD_USD,H4,10,2.0,0.0,long,B,556,201,355,0,-0.08721583045541191,0.05435039873921736,-0.19374261198427795,0.01931095107345411
NZD_USD,H4,10,2.0,0.0,long,C,436,217,219,0,-0.0045871559633027525,0.04794582570254931,-0.0985609743402994,0.08938666241369389
NZD_USD,H4,10,2.0,0.0,long,D,436,193,243,0,-0.04162627560501874,0.053202023909061036,-0.14590224246677838,0.06264969125674089
NZD_USD,H4,10,2.0,0.1,long,A,173,84,89,0,-0.028901734104046242,0.07621743260909522,-0.17828790201787287,0.1204844338097804
NZD_USD,H4,10,2.0,0.1,long,B,167,39,128,0,-0.21323317714651027,0.11869007127697588,-0.44586571684938303,0.01939936255636246
NZD_USD,H4,10,2.0,0.1,long,C,88,39,49,0,-0.11363636363636363,0.10651678281554323,-0.3224092579548284,0.09513653068210111
NZD_USD,H4,10,2.0,0.1,long,D,88,34,54,0,-0.14022358430536885,0.1197331921100371,-0.3749006408410416,0.09445347223030387
NZD_USD,H4,10,2.0,0.25,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.25,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.25,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.25,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.0,short,A,516,250,266,0,-0.031007751937984496,0.04404407587903683,-0.11733414066089669,0.0553186367849277
NZD_USD,H4,10,2.0,0.0,short,B,514,185,329,0,-0.0473625554414268,0.06011041232252631,-0.16517896359357837,0.07045385271072477
NZD_USD,H4,10,2.0,0.0,short,C,396,187,209,0,-0.05555555555555555,0.05023775322132115,-0.15402155186934502,0.0429104407582339
NZD_USD,H4,10,2.0,0.0,short,D,396,172,224,0,-0.07095956615707144,0.05472915637528634,-0.17822871265263268,0.036309580338489786
NZD_USD,H4,10,2.0,0.1,short,A,166,85,81,0,0.024096385542168676,0.07782728991671639,-0.12844510269459544,0.17663787377893278
NZD_USD,H4,10,2.0,0.1,short,B,163,47,116,0,-0.05031265409080425,0.12435014218897814,-0.2940389327812014,0.19341362459959288
NZD_USD,H4,10,2.0,0.1,short,C,87,44,43,0,0.011494252873563218,0.10782564965111331,-0.19984402044261884,0.2228325261897453
NZD_USD,H4,10,2.0,0.1,short,D,87,43,44,0,0.08052654581446707,0.12127194722142645,-0.15716647073952877,0.3182195623684629
NZD_USD,H4,10,2.0,0.25,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.25,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.25,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.25,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.5,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.0,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.0,long,A,121,63,58,0,0.04132231404958678,0.09120912172774477,-0.13744756453679297,0.22009219263596652
NZD_USD,H4,10,2.5,0.0,long,B,121,44,77,0,0.10843839765891208,0.14199714192552262,-0.16987600051511223,0.3867527958329364
NZD_USD,H4,10,2.5,0.0,long,C,103,51,52,0,-0.009708737864077669,0.09901008764257838,-0.20376850964353127,0.18435103391537594
NZD_USD,H4,10,2.5,0.0,long,D,103,44,59,0,0.18330558088110455,0.14129051395414755,-0.09362382646902462,0.4602349882312337
NZD_USD,H4,10,2.5,0.1,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.1,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.1,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.1,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,long,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.0,short,A,116,60,56,0,0.034482758620689655,0.09319502409547259,-0.1481794886064366,0.21714500584781593
NZD_USD,H4,10,2.5,0.0,short,B,116,43,73,0,0.02687434286139638,0.13093280564499069,-0.22975395620278533,0.2835026419255781
NZD_USD,H4,10,2.5,0.0,short,C,95,53,41,1,0.13445247104220695,0.10198486266490034,-0.0654378597809977,0.3343428018654116
NZD_USD,H4,10,2.5,0.0,short,D,95,42,53,0,0.11347681118079797,0.1332744792932862,-0.14774116823404296,0.3746947905956389
NZD_USD,H4,10,2.5,0.1,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.1,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.1,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.1,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.25,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.5,short,D,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,short,A,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,short,B,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,short,C,0,0,0,0,,,,
NZD_USD,H4,10,2.5,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,long,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,long,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,long,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,long,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,long,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,long,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,long,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,long,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,long,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,long,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,long,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,long,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,long,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,long,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,long,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,long,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,long,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,short,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,short,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,short,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.0,short,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,short,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,short,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,short,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.1,short,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,short,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,short,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,short,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.25,short,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,short,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,short,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,short,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.5,short,D,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,short,A,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,short,B,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,short,C,0,0,0,0,,,,
NZD_USD,H4,10,3.0,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,20,1.5,0.0,long,A,810,402,405,3,-0.003711058865262084,0.035111472055904216,-0.07252954409483435,0.06510742636431018
NZD_USD,H4,20,1.5,0.0,long,B,761,241,520,0,-0.030704830080221023,0.05706311001113855,-0.14254852570205256,0.08113886554161052
NZD_USD,H4,20,1.5,0.0,long,C,490,243,246,1,-0.005025996649513513,0.04518815480842261,-0.09359478007402183,0.0835427867749948
NZD_USD,H4,20,1.5,0.0,long,D,490,217,273,0,0.009181607734829927,0.05315785118952119,-0.0950077805966316,0.11337099606629146
NZD_USD,H4,20,1.5,0.1,long,A,618,307,309,2,-0.00400784537604374,0.04021387343768123,-0.08282703731389894,0.07481134656181147
NZD_USD,H4,20,1.5,0.1,long,B,554,130,424,0,0.019008284824186795,0.11763178155191682,-0.21155000701757018,0.24956657666594376
NZD_USD,H4,20,1.5,0.1,long,C,240,129,111,0,0.075,0.06450244067906645,-0.051424783730970244,0.20142478373097022
NZD_USD,H4,20,1.5,0.1,long,D,240,109,131,0,-0.020791866580314514,0.07153997797655624,-0.16101022341436474,0.11942649025373572
NZD_USD,H4,20,1.5,0.25,long,A,314,162,150,2,0.03669793489683111,0.05636274140872293,-0.07377303826426583,0.14716890805792804
NZD_USD,H4,20,1.5,0.25,long,B,198,30,168,0,0.11559282747857838,0.2953065681578666,-0.4632080461108402,0.6943937010679969
NZD_USD,H4,20,1.5,0.25,long,C,59,35,24,0,0.1864406779661017,0.12900413476396397,-0.06640742617126766,0.43928878210347105
NZD_USD,H4,20,1.5,0.25,long,D,59,27,32,0,-0.055419275029578344,0.13770443657531986,-0.32531997071720525,0.2144814206580486
NZD_USD,H4,20,1.5,0.5,long,A,51,29,22,0,0.13725490196078433,0.14008291058424904,-0.13730760278434379,0.41181740670591244
NZD_USD,H4,20,1.5,0.5,long,B,5,0,5,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,1.5,0.5,long,C,2,1,1,0,0.0,1.0,-1.96,1.96
NZD_USD,H4,20,1.5,0.5,long,D,2,0,2,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,1.5,0.75,long,A,5,2,3,0,-0.2,0.48989794855663565,-1.1601999791710058,0.7601999791710059
NZD_USD,H4,20,1.5,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,20,1.5,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,20,1.5,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,20,1.5,0.0,short,A,802,398,404,0,-0.007481296758104738,0.03533227385519928,-0.07673255351429532,0.06176995999808584
NZD_USD,H4,20,1.5,0.0,short,B,765,233,532,0,-0.02665084188596065,0.06331932948681593,-0.15075672768011988,0.09745504390819858
NZD_USD,H4,20,1.5,0.0,short,C,490,247,243,0,0.00816326530612245,0.045220056381887315,-0.08046804520237669,0.09679457581462159
NZD_USD,H4,20,1.5,0.0,short,D,490,208,282,0,-0.038664374587376454,0.052555884547075986,-0.14167390829964538,0.06434515912489247
NZD_USD,H4,20,1.5,0.1,short,A,635,316,319,0,-0.004724409448818898,0.03971463031589653,-0.0825650848679761,0.07311626597033831
NZD_USD,H4,20,1.5,0.1,short,B,576,126,450,0,-0.06259396587911109,0.10723536100861024,-0.2727752734559872,0.14758734169776497
NZD_USD,H4,20,1.5,0.1,short,C,238,116,122,0,-0.025210084033613446,0.06493633531504342,-0.15248530125109855,0.10206513318387167
NZD_USD,H4,20,1.5,0.1,short,D,238,103,135,0,-0.07711902931205734,0.070506244770522,-0.21531126906228049,0.061073210438165784
NZD_USD,H4,20,1.5,0.25,short,A,324,164,160,0,0.012345679012345678,0.05563724792516658,-0.09670332692098083,0.12139468494567218
NZD_USD,H4,20,1.5,0.25,short,B,214,31,183,0,0.05959706170140581,0.26076214362270156,-0.45149673979908916,0.5706908632019008
NZD_USD,H4,20,1.5,0.25,short,C,60,31,29,0,0.03333333333333333,0.13011656370600608,-0.22169513153043857,0.2883617981971052
NZD_USD,H4,20,1.5,0.25,short,D,60,22,38,0,-0.2534134358263192,0.13029025812657005,-0.5087823417543965,0.0019554701017581166
NZD_USD,H4,20,1.5,0.5,short,A,50,18,32,0,-0.28,0.13714285714285712,-0.5488,-0.011200000000000099
NZD_USD,H4,20,1.5,0.5,short,B,4,0,4,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,1.5,0.5,short,C,1,1,0,0,1.0,,,
NZD_USD,H4,20,1.5,0.5,short,D,1,0,1,0,-1.0,,,
NZD_USD,H4,20,1.5,0.75,short,A,4,2,2,0,0.0,0.5773502691896257,-1.1316065276116665,1.1316065276116665
NZD_USD,H4,20,1.5,0.75,short,B,0,0,0,0,,,,
NZD_USD,H4,20,1.5,0.75,short,C,0,0,0,0,,,,
NZD_USD,H4,20,1.5,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.0,long,A,482,236,244,2,-0.017586822494595502,0.045524692061799425,-0.10681521893572238,0.07164157394653137
NZD_USD,H4,20,2.0,0.0,long,B,469,131,338,0,-0.08372275562826326,0.07202778510191335,-0.22489721442801341,0.0574517031714869
NZD_USD,H4,20,2.0,0.0,long,C,312,149,163,0,-0.04487179487179487,0.05664768201695315,-0.15590125162502305,0.0661576618814333
NZD_USD,H4,20,2.0,0.0,long,D,312,126,186,0,0.06319112777131144,0.07534643432673256,-0.08448788350908437,0.21087013905170726
NZD_USD,H4,20,2.0,0.1,long,A,230,125,105,0,0.08695652173913043,0.06583154907000496,-0.042073314438079296,0.21598635791634016
NZD_USD,H4,20,2.0,0.1,long,B,205,31,174,0,-0.29043701010902107,0.13012405868722782,-0.5454801651359875,-0.03539385508205456
NZD_USD,H4,20,2.0,0.1,long,C,73,40,33,0,0.0958904109589041,0.1173080600791336,-0.13403338679619772,0.3258142087140059
NZD_USD,H4,20,2.0,0.1,long,D,73,25,48,0,-0.11512778088667747,0.14682625730268103,-0.40290724519993226,0.17265168342657733
NZD_USD,H4,20,2.0,0.25,long,A,51,29,22,0,0.13725490196078433,0.14008291058424904,-0.13730760278434379,0.41181740670591244
NZD_USD,H4,20,2.0,0.25,long,B,28,0,28,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.0,0.25,long,C,6,2,4,0,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034
NZD_USD,H4,20,2.0,0.25,long,D,6,0,6,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.0,0.5,long,A,1,1,0,0,1.0,,,
NZD_USD,H4,20,2.0,0.5,long,B,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.5,long,C,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.5,long,D,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,long,A,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.0,short,A,505,251,254,0,-0.005940594059405941,0.04454275432638398,-0.09324439253911854,0.08136320442030665
NZD_USD,H4,20,2.0,0.0,short,B,487,144,343,0,-0.007175668624668309,0.07567955447458932,-0.1555075953948634,0.14115625814552676
NZD_USD,H4,20,2.0,0.0,short,C,343,172,171,0,0.0029154518950437317,0.0540735772332111,-0.10306875948205002,0.10889966327213749
NZD_USD,H4,20,2.0,0.0,short,D,343,135,208,0,0.029705673013341326,0.07180451003642661,-0.11103116665805483,0.17044251268473748
NZD_USD,H4,20,2.0,0.1,short,A,238,121,117,0,0.01680672268907563,0.0649478055313933,-0.11049097615245523,0.14410442153060649
NZD_USD,H4,20,2.0,0.1,short,B,212,40,172,0,-0.0918871454421669,0.1465503992327146,-0.37912592793828753,0.1953516370539537
NZD_USD,H4,20,2.0,0.1,short,C,87,45,42,0,0.034482758620689655,0.10776864428120184,-0.17674378417046593,0.24570930141184527
NZD_USD,H4,20,2.0,0.1,short,D,87,31,56,0,-0.1420835549360569,0.12754248596589435,-0.39206682742920984,0.10789971755709601
NZD_USD,H4,20,2.0,0.25,short,A,50,18,32,0,-0.28,0.13714285714285712,-0.5488,-0.011200000000000099
NZD_USD,H4,20,2.0,0.25,short,B,22,1,21,0,-0.7922716800001031,0.207728319999897,-1.1994191871999011,-0.385124172800305
NZD_USD,H4,20,2.0,0.25,short,C,2,1,1,0,0.0,1.0,-1.96,1.96
NZD_USD,H4,20,2.0,0.25,short,D,2,0,2,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.0,0.5,short,A,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.5,short,B,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.5,short,C,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.5,short,D,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,short,A,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,short,B,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,short,C,0,0,0,0,,,,
NZD_USD,H4,20,2.0,0.75,short,D,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.0,long,A,180,95,85,0,0.05555555555555555,0.0746280752151491,-0.09071547186613668,0.2018265829772478
NZD_USD,H4,20,2.5,0.0,long,B,173,34,139,0,-0.20774959974034551,0.13743905260310463,-0.4771301428424306,0.061630943361739576
NZD_USD,H4,20,2.5,0.0,long,C,123,59,64,0,-0.04065040650406504,0.09046091196677765,-0.21795379395894923,0.13665298095081915
NZD_USD,H4,20,2.5,0.0,long,D,123,33,90,0,-0.15594047412758408,0.1306063435220271,-0.41192890743075716,0.10004795917558904
NZD_USD,H4,20,2.5,0.1,long,A,51,29,22,0,0.13725490196078433,0.14008291058424904,-0.13730760278434379,0.41181740670591244
NZD_USD,H4,20,2.5,0.1,long,B,44,5,39,0,-0.1219807809845224,0.3995000912914483,-0.905000959915761,0.6610393979467163
NZD_USD,H4,20,2.5,0.1,long,C,18,6,12,0,-0.3333333333333333,0.2286647801900118,-0.7815163025057564,0.1148496358390898
NZD_USD,H4,20,2.5,0.1,long,D,18,5,13,0,-0.06192559290940247,0.3712817603429082,-0.7896378431815025,0.6657866573626976
NZD_USD,H4,20,2.5,0.25,long,A,5,2,3,0,-0.2,0.48989794855663565,-1.1601999791710058,0.7601999791710059
NZD_USD,H4,20,2.5,0.25,long,B,2,0,2,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.5,0.25,long,C,2,0,2,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.5,0.25,long,D,2,0,2,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.5,0.5,long,A,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.5,long,B,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.5,long,C,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.5,long,D,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.75,long,A,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.75,long,B,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.75,long,C,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.75,long,D,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.0,short,A,187,92,95,0,-0.016042780748663103,0.07331412123163544,-0.1597384583626686,0.12765289686534237
NZD_USD,H4,20,2.5,0.0,short,B,184,54,130,0,0.10732092179660371,0.13880910426614892,-0.16474492256504816,0.3793867661582556
NZD_USD,H4,20,2.5,0.0,short,C,128,67,61,0,0.046875,0.08863810943323214,-0.12685569448913497,0.22060569448913497
NZD_USD,H4,20,2.5,0.0,short,D,128,48,80,0,0.1294721788824915,0.1326282121905612,-0.13047911701100848,0.3894234747759915
NZD_USD,H4,20,2.5,0.1,short,A,50,18,32,0,-0.28,0.13714285714285712,-0.5488,-0.011200000000000099
NZD_USD,H4,20,2.5,0.1,short,B,45,3,42,0,-0.45481366956307034,0.36334921091734496,-1.1669781229610665,0.2573507838349257
NZD_USD,H4,20,2.5,0.1,short,C,9,3,6,0,-0.3333333333333333,0.3333333333333333,-0.9866666666666666,0.32
NZD_USD,H4,20,2.5,0.1,short,D,9,0,9,0,-1.0,0.0,-1.0,-1.0
NZD_USD,H4,20,2.5,0.25,short,A,4,2,2,0,0.0,0.5773502691896257,-1.1316065276116665,1.1316065276116665
NZD_USD,H4,20,2.5,0.25,short,B,1,0,1,0,-1.0,,,
NZD_USD,H4,20,2.5,0.25,short,C,1,0,1,0,-1.0,,,
NZD_USD,H4,20,2.5,0.25,short,D,1,0,1,0,-1.0,,,
NZD_USD,H4,20,2.5,0.5,short,A,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.5,short,B,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.5,short,C,0,0,0,0,,,,
NZD_USD,H4,20,2.5,0.5,short,D,0,0,0,0,,,,
