tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,tf,period,std,depth,direction,variant,total_n
,,,,,,,,,,EUR_USD,H4,10,2.5,0.75,short,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,long,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,long,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,long,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,long,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,long,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,long,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,long,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,long,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,long,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,long,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,long,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,long,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,long,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,long,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,long,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,long,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,long,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,long,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,long,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,long,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,short,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,short,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,short,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.0,short,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,short,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,short,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,short,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.1,short,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,short,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,short,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,short,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.25,short,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,short,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,short,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,short,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.5,short,D,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,short,A,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,short,B,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,short,C,0
,,,,,,,,,,EUR_USD,H4,10,3.0,0.75,short,D,0
565.0,0.11124838354376101,0.0402552669511579,0.03234806031949153,0.1901487067680305,243.0,0.018705677634748973,0.062156393521176544,-0.10312085366675705,0.140532208936255,EUR_USD,H4,20,1.5,0.0,long,A,808
520.0,-0.15665638380586946,0.07080515044235011,-0.29543447867287564,-0.017878288938863257,223.0,0.32332203001950427,0.46540717258249936,-0.5888760282421945,1.235520088281203,EUR_USD,H4,20,1.5,0.0,long,B,743
339.0,0.17409910671089862,0.05121905898274767,0.07370975110471319,0.27448846231708407,146.0,0.04780456165305003,0.08103368610676064,-0.11102146311620081,0.20663058642230087,EUR_USD,H4,20,1.5,0.0,long,C,485
339.0,-0.05856252535040431,0.06343711914384616,-0.18289927887234278,0.06577422817153417,146.0,-0.0767904627622754,0.0993162467178171,-0.2714503063291969,0.11786938080464611,EUR_USD,H4,20,1.5,0.0,long,D,485
441.0,0.08035820104068285,0.04560774706870346,-0.009032983213975929,0.16974938529534161,190.0,-0.017282444285684147,0.07058740134828184,-0.15563375092831655,0.12106886235694825,EUR_USD,H4,20,1.5,0.1,long,A,631
375.0,-0.23022809319073387,0.0956379387511033,-0.4176784531428963,-0.0427777332385714,162.0,0.5016155469806026,0.6426822596643403,-0.7580416819615045,1.7612727759227096,EUR_USD,H4,20,1.5,0.1,long,B,537
