tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,level,reject,direction,total_n
834,0.03426698464418343,0.033844493682739514,-0.03206822297398601,0.10060219226235287,358,0.08794620560981674,0.05026724995766916,-0.010577604307214813,0.18647001552684828,CAD_CHF,r1,False,short,1192
