tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,level,reject,direction,total_n
26,-0.2274736007873148,0.18446971379632,-0.589034239828102,0.13408703825347237,12,-0.16666666666666666,0.2972941950052816,-0.7493632888770185,0.41602995554368527,EUR_USD,r3,True,short,38
444,-0.08968968147601052,0.047083916537390476,-0.18197415788929583,0.002594794937274811,191,0.0506296151620497,0.07047698690142178,-0.087505279164737,0.18876450948883639,GBP_USD,s1,False,long,635
163,-0.048952075680881016,0.07813842407678911,-0.20210338687138768,0.10419923550962563,71,0.05127080377952874,0.11663282977272652,-0.1773295425750152,0.2798711501340727,GBP_USD,s1,True,long,234
195,-0.03797320640810797,0.0712935922851201,-0.17770864728694336,0.10176223447072741,84,-0.041407254967881064,0.1085119702003851,-0.25409071656063587,0.17127620662487372,GBP_USD,s2,False,long,279
69,-0.026565005597410152,0.12036744026732052,-0.2624851885213584,0.20935517732653805,30,-0.1731880290211149,0.17883316059110485,-0.5237010237796804,0.1773249657374506,GBP_USD,s2,True,long,99
67,0.014925373134328358,0.12307777986918386,-0.22630707540927203,0.2561578216779287,29,-0.034482758620689655,0.18886984741557453,-0.4046676595552157,0.3357021423138364,GBP_USD,s3,False,long,96
27,0.037037037037037035,0.19598157859737708,-0.347086857013822,0.4211609310878961,12,0.16666666666666666,0.2972941950052816,-0.41602995554368527,0.7493632888770185,GBP_USD,s3,True,long,39
452,0.016780792897292753,0.04661885713713774,-0.07459216709149721,0.10815375288608273,194,0.016938293521287097,0.0695907326184259,-0.11945954241082765,0.15333612945340183,GBP_USD,r1,False,short,646
175,0.05385409271063789,0.07474540233527965,-0.09264689586651022,0.200355081287786,76,-0.03692853364262838,0.11173015299227651,-0.25591963350749036,0.18206256622223357,GBP_USD,r1,True,short,251
167,-0.048623463444024344,0.07641999368994283,-0.1984066510763123,0.1011597241882636,72,-0.05421262298686867,0.11765592822852716,-0.2848182423147819,0.17639299634104455,GBP_USD,r2,False,short,239
70,-0.05975917725662464,0.11829250899715531,-0.29161249489104907,0.17209414037779977,30,-0.19677696183515148,0.17880499691122856,-0.5472347557811594,0.15368083211085648,GBP_USD,r2,True,short,100
60,0.13333333333333333,0.12902648671863043,-0.1195585806351823,0.38622524730184893,26,-0.08140174966338326,0.1916426187036085,-0.4570212823224559,0.2942177829956894,GBP_USD,r3,False,short,86
23,0.13043478260869565,0.2113793194801729,-0.2838686835724432,0.5447382487898346,10,0.08039671728079308,0.3157670123479166,-0.5385066269211234,0.6993000614827096,GBP_USD,r3,True,short,33
489,-0.015279741538442559,0.04511419152631724,-0.10370355693002434,0.07314407385313923,211,-0.0396070677791841,0.06880947735037989,-0.17447364338592866,0.09525950782756046,AUD_USD,s1,False,long,700
182,0.01098901098901099,0.07432492654002067,-0.13468784502942951,0.15666586700745147,78,-0.09432168335138262,0.11281047804295845,-0.31543022031558116,0.12678685361281594,AUD_USD,s1,True,long,260
205,-0.033322362117680256,0.06965083982899126,-0.1698380081825031,0.10319328394714261,88,0.16585440318422356,0.10520865288070387,-0.040354556461956015,0.37206336283040314,AUD_USD,s2,False,long,293
74,0.0,0.11704114719613057,-0.2294006485044159,0.2294006485044159,33,0.1695511357639901,0.1719297854395861,-0.1674312436975986,0.5065335152255788,AUD_USD,s2,True,long,107
84,0.06308527997883069,0.10894792320554983,-0.15045264950404696,0.2766232094617084,36,0.16666666666666666,0.16666666666666666,-0.16,0.4933333333333333,AUD_USD,s3,False,long,120
31,-0.05486569296058779,0.17959387049928333,-0.4068696791391831,0.2971382932180075,14,-0.14285714285714285,0.2745054065230065,-0.6808877396422355,0.39517345392794984,AUD_USD,s3,True,long,45
491,0.06756205912634088,0.04482242498761769,-0.020289893849389798,0.15541401210207156,211,0.0389097726452316,0.06879768899296193,-0.09593369778097377,0.17375324307143697,AUD_USD,r1,False,short,702
188,0.02872372046921869,0.07260962253777335,-0.11359113970481709,0.17103858064325447,81,0.07666619787831934,0.11081069796400955,-0.1405227701311394,0.29385516588777805,AUD_USD,r1,True,short,269
200,0.012181253452296599,0.07019688476646066,-0.1254046406899663,0.14976714759455947,86,0.0529257113428186,0.10714334509404966,-0.15707524504151874,0.26292666772715595,AUD_USD,r2,False,short,286
79,0.06896808977346401,0.11159419911728764,-0.1497565404964198,0.2876927200433478,34,-0.022819670449284103,0.1715830916267235,-0.3591225300376622,0.31348318913909395,AUD_USD,r2,True,short,113
65,0.046153846153846156,0.12486679292883021,-0.19858506798666106,0.2908927602943534,29,-0.2413793103448276,0.18339419181267275,-0.6008319262976661,0.11807330560801096,AUD_USD,r3,False,short,94
22,0.09090909090909091,0.21731429260625335,-0.33502692259916567,0.5168451044173474,10,-0.4,0.3055050463303893,-0.998789890807563,0.19878989080756293,AUD_USD,r3,True,short,32
457,-0.010529327239471573,0.045327727375075066,-0.0993716728946187,0.07831301841567556,197,0.10621166405692482,0.06487437849186145,-0.020942117787123612,0.23336544590097325,USD_CAD,s1,False,long,654
169,-0.03924079919425059,0.07486661772454425,-0.18597936993435732,0.10749777154585616,73,0.1413964866863424,0.10356479770522434,-0.061590516815897306,0.34438349018858205,USD_CAD,s1,True,long,242
168,-0.026064526950475522,0.0744894903576902,-0.1720639280515483,0.11993487415059727,73,0.2964902869911853,0.10148542210945706,0.09757885965664945,0.4954017143257211,USD_CAD,s2,False,long,241
60,-0.005282621576219437,0.12722148250460333,-0.25463672728524195,0.24407148413280308,27,0.2806225680701392,0.1817404485099077,-0.07558871100927989,0.6368338471495583,USD_CAD,s2,True,long,87
66,-0.15610511586688958,0.1165076796432381,-0.38446016796763627,0.07224993623385711,29,0.2962015149307412,0.15054292889204976,0.0011373743023236904,0.5912656555591587,USD_CAD,s3,False,long,95
18,-0.21732073768820173,0.2232328427975744,-0.6548571095714476,0.2202156341950441,9,0.5952446970494917,0.23301130686338725,0.13854253559725266,1.0519468585017306,USD_CAD,s3,True,long,27
