tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,level,reject,direction,total_n
117,0.07245820175306493,0.08909698614653817,-0.10217189109414988,0.24708829460027976,51,-0.21382781181047633,0.12285869030116348,-0.4546308448007568,0.026975221179804082,EUR_CAD,r3,False,short,168
56,0.03199597265386172,0.12812002315869328,-0.21911927273717707,0.2831112180449005,25,-0.047095824478277676,0.17037129578936122,-0.3810235642254257,0.2868319152688703,EUR_CAD,r3,True,short,81
847,-0.004267533161870869,0.02803865118844176,-0.05922328949121672,0.05068822316747498,363,-0.06599368268902493,0.04381477924417591,-0.15187065000760971,0.01988328462955985,EUR_CHF,s1,False,long,1210
454,0.014597268423935997,0.038003178681691216,-0.059888961792178785,0.08908349864005077,195,-0.11079982338529443,0.06076103729813939,-0.22989145648964765,0.008291809719058782,EUR_CHF,s1,True,long,649
318,-0.06396407880737975,0.04587795895735345,-0.1538848783637925,0.025956720749033005,137,-0.0906801504116924,0.0712295537295273,-0.2302900757215659,0.04892977489818111,EUR_CHF,s2,False,long,455
163,-0.01856041844459443,0.06299449675139909,-0.14202963207733665,0.10490879518814779,70,-0.13537342798607727,0.10018568254700631,-0.33173736577820967,0.06099050980605511,EUR_CHF,s2,True,long,233
109,-0.08733673388092444,0.07928717432197088,-0.24273959555198737,0.06806612779013849,48,0.02796040807409046,0.1342322283785204,-0.2351347595478095,0.2910555756959904,EUR_CHF,s3,False,long,157
61,-0.04003297568302334,0.11055412172801239,-0.25671905426992764,0.17665310290388095,27,0.08068050141301049,0.1694480631014301,-0.2514377022657925,0.41279870509181343,EUR_CHF,s3,True,long,88
811,0.01192266506361171,0.028988311158155526,-0.044894424806373116,0.06873975493359653,348,0.06938394262123751,0.04559761621743401,-0.019987385164933147,0.15875527040740817,EUR_CHF,r1,False,short,1159
438,-0.0019347354366139476,0.038914460574941655,-0.07820707816349959,0.0743376072902717,189,0.059343869739419366,0.060653363254198824,-0.05953672223881032,0.17822446171764905,EUR_CHF,r1,True,short,627
319,0.0442699820239419,0.04663448916008137,-0.047133616729817585,0.1356735807777014,138,0.09103060451562231,0.07340113512731355,-0.05283562033391226,0.23489682936515688,EUR_CHF,r2,False,short,457
179,0.09893240929972763,0.06094876681006649,-0.02052717364800269,0.21839199224745795,77,0.10463347443700693,0.09599822290921411,-0.08352304246505274,0.2927899913390666,EUR_CHF,r2,True,short,256
120,-0.048723326521961756,0.07778986712375564,-0.20119146608452282,0.10374481304059929,52,0.009044978576085527,0.12398501204961784,-0.23396564504116546,0.2520556021933365,EUR_CHF,r3,False,short,172
72,-0.07626512775476035,0.09898403120637551,-0.27027382891925633,0.11774357340973565,32,-0.007527280579446342,0.1571558543890336,-0.3155527551819522,0.3004981940230595,EUR_CHF,r3,True,short,104
861,-0.029379196557025745,0.0335459588827702,-0.09512927596725533,0.03637088285320385,369,0.0785946631484917,0.05013659862674852,-0.0196730701599354,0.1768623964569188,EUR_NZD,s1,False,long,1230
468,-0.011663074661595779,0.04548866377419499,-0.10082085565901795,0.0774947063358264,202,0.04285325458380642,0.06804048967545663,-0.09050610518008856,0.1762126143477014,EUR_NZD,s1,True,long,670
345,-0.052732270242598564,0.053065215586965954,-0.15674009279305184,0.0512755523078547,148,0.10737048519463363,0.07937070963916873,-0.048196105698137065,0.26293707608740435,EUR_NZD,s2,False,long,493
190,-0.18720342311091437,0.07058010029262854,-0.32554041968446634,-0.04886642653736242,82,0.02879020279880483,0.10683687312209243,-0.18061006852049633,0.238190474118106,EUR_NZD,s2,True,long,272
126,0.04249236004654845,0.08803920780489655,-0.1300644872510488,0.21504920734414568,55,-0.001105622922592127,0.1313008362259832,-0.2584552619255192,0.2562440160803349,EUR_NZD,s3,False,long,181
77,0.09090909090909091,0.1142328840795533,-0.13298736188683355,0.31480554370501534,33,-0.11026901847543774,0.1696333437405649,-0.44275037220694496,0.22221233525606948,EUR_NZD,s3,True,long,110
855,0.014765567791734761,0.03354898455870518,-0.05099044194332739,0.08052157752679692,367,0.029049906084641773,0.05018307686262618,-0.06930892456610555,0.12740873673538908,EUR_NZD,r1,False,short,1222
