sample,tp_pct,sl_pct,max_hold,hold_days,total_R_A,win_rate_A,n_A,total_R_B,win_rate_B,n_B,total_R_recent_holdout,win_rate_recent_holdout,n_recent_holdout,total_R,n_trades,win_rate,profitable_all_eras
long_mr_strong4,0.01,0.008,60,10,108.49960792360004,0.4570212765957447,16450,572.8275097301298,0.4698809961967857,16302,417.33470925275986,0.48371841643021213,7401,1098.6618269064898,40153,0.4671631011381466,True
long_mr_full6,0.01,0.008,60,10,311.2308879906777,0.45988203351746093,21362,799.9790208532127,0.47076820115684304,20919,529.5455088360987,0.48132094943240455,9690,1640.755417679989,51971,0.468261145638914,True
long_mr_strong4,0.01,0.008,84,14,176.4622914764409,0.4556838905775076,16450,471.7862335662138,0.4632560422034106,16302,453.5588930408813,0.4780435076341035,7401,1101.807418083536,40153,0.46287948596617934,True
long_mr_full6,0.01,0.008,84,14,374.72228543572083,0.45829042224510813,21362,712.3160203835403,0.46503178928247046,20919,584.4334689899465,0.47729618163054693,9690,1671.4717748092075,51971,0.46454753612591637,True
long_mr_strong4,0.01,0.008,120,20,145.53389437137594,0.4501519756838906,16450,426.05377737069836,0.45834866887498465,16302,382.639152263494,0.46681234635345537,7322,954.2268240055682,40074,0.4565304187253581,True
long_mr_full6,0.01,0.008,120,20,351.1393903353394,0.45360921262054116,21362,685.2343259655231,0.4608250872412639,20919,514.3516869658918,0.467807575915684,9583,1550.7254032667543,51864,0.4591431436063551,True
long_mr_strong4,0.01,0.01,36,6,155.7130213638472,0.503951367781155,16450,446.40965364498834,0.5150288308183045,16302,256.5342438983196,0.5179029860829618,7401,858.6569189071552,40153,0.5110203471720668,True
long_mr_full6,0.01,0.01,36,6,353.52048850126755,0.5072090628218332,21362,629.8740674017713,0.516468282422678,20919,326.0765167531171,0.5175438596491229,9690,1309.471072656156,51971,0.5128629427950203,True
long_mr_strong4,0.01,0.01,60,10,214.2610170690588,0.505531914893617,16450,555.4468428187563,0.5151515151515151,16302,366.73323780426875,0.5245237130117552,7401,1136.4410976920838,40153,0.5129380121037034,True
long_mr_full6,0.01,0.01,60,10,417.8731820137547,0.5083793652279749,21362,774.6372342847742,0.5163248721258187,20919,481.300201378927,0.5232198142414861,9690,1673.8106176774559,51971,0.5143445383002059,True
long_mr_strong4,0.01,0.01,84,14,243.79506852960068,0.5085106382978724,16450,484.0530070152919,0.5125138019874862,16302,428.9892357298143,0.5257397648966355,7401,1156.837311274707,40153,0.5133115831942818,True
long_mr_full6,0.01,0.01,84,14,444.5626974161161,0.5109540305214868,21362,729.5262642173831,0.5144127348343611,20919,570.525857543156,0.5259029927760578,9690,1744.6148191766551,51971,0.515133439802967,True
long_mr_strong4,0.01,0.01,120,20,262.3895212804538,0.5067477203647417,16450,398.66719919987065,0.5101827996564838,16302,376.22262232221595,0.5195301830101066,7322,1037.2793428025404,40074,0.5104806108698907,True
long_mr_full6,0.01,0.01,120,20,487.9158913372201,0.5102986611740473,21362,650.7984269559325,0.5130742387303409,20919,526.1999470011046,0.5218616299697381,9583,1664.9142652942573,51864,0.5135546814746259,True
long_mr_strong4,0.01,0.015,36,6,114.42934786120733,0.5409118541033434,16450,471.9483458628605,0.5571095571095571,16302,195.32812848837665,0.5535738413727874,7401,781.7058222124444,40153,0.5498219311134909,True
long_mr_full6,0.01,0.015,36,6,281.4689124524997,0.5446587398183691,21362,638.7694290292072,0.5586787131316029,20919,254.75333628930042,0.5532507739938081,9690,1174.9916777710073,51971,0.5519039464316638,True
long_mr_strong4,0.01,0.015,60,10,165.09881614820387,0.5644984802431611,16450,612.7484335935223,0.5795607900871059,16302,293.2499839363283,0.5787055803269828,7401,1071.0972336780546,40153,0.5732323861230793,True
long_mr_full6,0.01,0.015,60,10,370.3846467488167,0.568205224229941,21362,819.5835924356029,0.5807160954156508,20919,420.8152954294875,0.5797729618163054,9690,1610.7835346139072,51971,0.5753978180138923,True
long_mr_strong4,0.01,0.015,84,14,169.3226114262172,0.5790273556231003,16450,561.7352455268149,0.5911544595755122,16302,397.06105895451816,0.5954600729631131,7401,1128.1189159075502,40153,0.5869798022563694,True
long_mr_full6,0.01,0.015,84,14,373.15079753815905,0.581827544237431,21362,793.2095272540473,0.592188919164396,20919,561.6682403826213,0.5982456140350877,9690,1728.0285651748277,51971,0.5890592830617075,True
long_mr_strong4,0.01,0.015,120,20,177.26837777761287,0.5891793313069908,16450,488.70178170559564,0.5971046497362287,16302,350.26549804743854,0.5984703632887189,7322,1016.235657530647,40074,0.5941009133103758,True
long_mr_full6,0.01,0.015,120,20,405.4055290134884,0.5940923134537964,21362,716.8144204469514,0.5994072374396482,20919,512.4598988987951,0.6027340081394136,9583,1634.6798483592347,51864,0.597832793459818,True
long_mr_strong4,0.01,0.02,36,6,155.85056237958494,0.5548328267477204,16450,403.37761638330494,0.5681511470985156,16302,143.12903559011247,0.5634373733279286,7401,702.3572143530024,40153,0.5618260154907478,True
long_mr_full6,0.01,0.02,36,6,282.77485358373724,0.5575320662859283,21362,537.0046983428301,0.5693388785314786,20919,201.49631108993142,0.5635706914344685,9690,1021.2758630164988,51971,0.5634103634719363,True
long_mr_strong4,0.01,0.02,60,10,202.88954331100643,0.5872340425531914,16450,549.6020508596536,0.604158998895841,16302,235.30844767895076,0.5974868261045805,7401,987.8000418496107,40153,0.5959953179089981,True
long_mr_full6,0.01,0.02,60,10,355.3890666223148,0.5899260368879319,21362,717.0118327808125,0.6050480424494479,20919,353.4663447598132,0.599484004127967,9690,1425.8672441629406,51971,0.5977949240922822,True
long_mr_strong4,0.01,0.02,84,14,246.1725190205987,0.6137386018237082,16450,534.2589083776837,0.6259968102073366,16302,300.0197758354882,0.6235643831914606,7401,1080.4512032337707,40153,0.620526486190322,True
long_mr_full6,0.01,0.02,84,14,401.7448454716634,0.6141747027431889,21362,716.9403683968524,0.6262727663846264,20919,448.7642232096288,0.6271413828689371,9690,1567.4494370781447,51971,0.6214619691751169,True
long_mr_strong4,0.01,0.02,120,20,223.28232829334885,0.6338601823708206,16450,488.3734176945109,0.6414550361918783,16302,262.2934168776246,0.6332969134116362,7322,973.9491628654844,40074,0.6368468333582872,True
long_mr_full6,0.01,0.02,120,20,399.27812676583164,0.6367381331336017,21362,658.5674983429493,0.6422391127682968,20919,399.22974823521344,0.6383178545340707,9583,1457.0753733439944,51864,0.6392488045657875,True
long_mr_strong4,0.015,0.006,36,6,119.74048418634165,0.3729483282674772,16450,629.1910632619571,0.3838792786161207,16302,383.4554736860781,0.4035941089042021,7401,1132.387021134377,40153,0.38303489153986003,True
long_mr_full6,0.015,0.006,36,6,396.32794441230374,0.3763692538151858,21362,880.1971709245803,0.38505664706725945,20919,560.3675422883442,0.40608875128998967,9690,1836.8926576252284,51971,0.38540724634892537,True
long_mr_strong4,0.015,0.006,60,10,227.85094433549713,0.33683890577507597,16450,718.7250607290941,0.34897558581769106,16302,361.0123183465121,0.3650857992163221,7401,1307.5883234111034,40153,0.3469728289293453,True
long_mr_full6,0.015,0.006,60,10,528.6887089245612,0.3390132010111413,21362,948.158989813553,0.34910846598785794,20919,608.2524963515166,0.3690402476780186,9690,2085.1001950896307,51971,0.3486752227203633,True
long_mr_strong4,0.015,0.006,84,14,230.1109445327589,0.318419452887538,16450,528.4187588976815,0.3259722733406944,16302,339.2386430164461,0.33671125523577894,7401,1097.7683464468864,40153,0.32485742036709586,True
long_mr_full6,0.015,0.006,84,14,538.3289020466843,0.3213182286302781,21362,784.7151512889108,0.3265930493809456,20919,590.4583731899854,0.3410732714138287,9690,1913.5024265255804,51971,0.3271247426449366,True
long_mr_strong4,0.015,0.006,120,20,185.1723572344677,0.3017629179331307,16450,491.9146325028531,0.3101459943565207,16302,293.5943389403535,0.3148046981698989,7322,970.6813286776744,40074,0.3075560213604831,True
long_mr_full6,0.015,0.006,120,20,525.0717770070205,0.3057766126767157,21362,739.6409079706626,0.3120608059658683,20919,536.3994301079483,0.319628508817698,9583,1801.1121150856316,51864,0.3108707388554681,True
long_mr_strong4,0.015,0.008,36,6,50.60432127075141,0.4289969604863222,16450,620.5531204733905,0.44123420439209915,16302,361.1914932363437,0.4577759762194298,7401,1032.3489349804856,40153,0.43926979304161584,True
long_mr_full6,0.015,0.008,36,6,289.1189054030385,0.43277782979121804,21362,886.8668101300258,0.44318562072756823,20919,499.20088548846866,0.4587203302373581,9690,1675.1866010215329,51971,0.4418040830463143,True
long_mr_strong4,0.015,0.008,60,10,113.22723897962325,0.39896656534954406,16450,738.8526180356123,0.4144276775855723,16302,364.737232148255,0.43007701661937575,7401,1216.8170891634904,40153,0.4109780091151346,True
long_mr_full6,0.015,0.008,60,10,361.00392646593286,0.40089879224791686,21362,1013.7116680966544,0.41565084373057987,20919,572.623847198606,0.43168214654282766,9690,1947.3394417611933,51971,0.41257624444401686,True
long_mr_strong4,0.015,0.008,84,14,98.44981452219955,0.38085106382978723,16450,588.8366412716855,0.3933259722733407,16302,378.578912015355,0.4081880826915282,7401,1065.86536780924,40153,0.390954598660125,True
long_mr_full6,0.015,0.008,84,14,334.98110220513047,0.38367194082951034,21362,902.1156496138373,0.3953821884411301,20919,598.2037385238527,0.4118679050567595,9690,1835.3004903428205,51971,0.3936426083777491,True
long_mr_strong4,0.015,0.008,120,20,67.91207856102994,0.3643161094224924,16450,575.0351608753792,0.37786774628879893,16302,335.23863028651306,0.38268232723299644,7322,978.1858697229222,40074,0.3731846084743225,True
long_mr_full6,0.015,0.008,120,20,318.3139991583563,0.3678962643947196,21362,911.8714224689833,0.3809933553229122,20919,568.3803341381379,0.3880830637587394,9583,1798.5657557654774,51864,0.3769088385006941,True
long_mr_strong4,0.015,0.01,36,6,85.65087149062111,0.4656534954407295,16450,609.3488816406816,0.4784075573549258,16302,285.39186192927986,0.48655587082826646,7401,980.3916150605826,40153,0.47468433242846114,True
long_mr_full6,0.015,0.01,36,6,295.1015732557802,0.46933807695908625,21362,842.5801065090388,0.4800420670204121,20919,414.6450206936366,0.48833849329205364,9690,1552.3267004584554,51971,0.4771892016701622,True
long_mr_strong4,0.015,0.01,60,10,190.6157563228181,0.4464437689969605,16450,725.4833299834033,0.45933014354066987,16302,332.31583598249495,0.4712876638292123,7401,1248.4149222887163,40153,0.4562548252932533,True
long_mr_full6,0.015,0.01,60,10,434.25239897758394,0.4488811908997285,21362,982.5100624731117,0.46063387351211815,20919,525.0121150668432,0.47347781217750257,9690,1941.7745765175387,51971,0.45819784110369244,True
long_mr_strong4,0.015,0.01,84,14,142.89089238757003,0.43142857142857144,16450,632.1391572078736,0.4422156790577843,16302,375.8481055455387,0.4560194568301581,7401,1150.8781551409825,40153,0.44034069683460764,True
long_mr_full6,0.015,0.01,84,14,384.2086909146548,0.4347439378335362,21362,938.6131759475991,0.444141689373297,20919,589.218330338292,0.460061919504644,9690,1912.0401972005461,51971,0.44324719555136516,True
long_mr_strong4,0.015,0.01,120,20,196.14798394611043,0.41890577507598786,16450,574.4218350771715,0.42951785057048214,16302,354.5508880654262,0.43512701447691887,7322,1125.120707088708,40074,0.42618655487348406,True
long_mr_full6,0.015,0.01,120,20,471.60202550707766,0.4230409137721187,21362,899.2964028997314,0.4327644724891247,20919,577.5203953432218,0.4405718459772514,9583,1948.4188237500312,51864,0.4302020669443159,True
long_mr_strong4,0.015,0.015,36,6,59.660939611893326,0.5024924012158055,16450,609.1552605953816,0.5206723101459944,16302,210.39548628797775,0.5220916092419943,7401,879.2116864952527,40153,0.5134859163698852,True
long_mr_full6,0.015,0.015,36,6,227.0045909231725,0.5066005055706394,21362,815.8694137591913,0.5223959080261963,20919,311.069305579309,0.5238390092879257,9690,1353.9433102616727,51971,0.5161724808066037,True
long_mr_strong4,0.015,0.015,60,10,118.45254779924005,0.5054711246200608,16450,740.6441177311424,0.5229419703103914,16302,264.2965532371927,0.5245237130117552,7401,1123.393218767575,40153,0.5160760092645631,True
long_mr_full6,0.015,0.015,60,10,351.8608035328961,0.508941110382923,21362,982.0953423349064,0.5243080453176538,20919,444.7481736656707,0.5281733746130031,9690,1778.7043195334732,51971,0.5187123588154933,True
long_mr_strong4,0.015,0.015,84,14,36.09953627207845,0.5006079027355623,16450,667.2599461564214,0.5201202306465464,16302,368.22493978773707,0.5264153492771247,7401,1071.5844222162368,40153,0.5132866784549099,True
long_mr_full6,0.015,0.015,84,14,264.48012947359734,0.50454077333583,21362,968.2967103438052,0.5217744634064726,20919,581.662642935873,0.5319917440660474,9690,1814.4394827532756,51971,0.5165957938080853,True
long_mr_strong4,0.015,0.015,120,20,95.85038501018144,0.5010942249240121,16450,646.3259963846874,0.5166850693166483,16302,337.12133642923493,0.5133843212237094,7322,1079.2977178241038,40074,0.5096820881369466,True
long_mr_full6,0.015,0.015,120,20,349.8794550525941,0.5060855725119371,21362,957.0180407457657,0.5196711123858693,20919,561.7285458679498,0.5204007095898988,9583,1868.6260416663097,51864,0.514210242171834,True
long_mr_strong4,0.015,0.02,36,6,102.46792212269901,0.5159270516717325,16450,525.4041139277941,0.5323886639676113,16302,137.82873599916178,0.5306039724361573,7401,765.7007720496549,40153,0.5253156675715389,True
long_mr_full6,0.015,0.02,36,6,228.08339015896158,0.5190525231719877,21362,690.6729555183917,0.5336297146135093,20919,226.9191702376487,0.5330237358101135,9690,1145.675515915002,51971,0.5275249658463373,True
long_mr_strong4,0.015,0.02,60,10,150.91954983335077,0.5272340425531915,16450,661.1056770601444,0.5479082321187584,16302,206.87396187257704,0.5427644912849615,7401,1018.8991887660723,40153,0.5384902746992752,True
long_mr_full6,0.015,0.02,60,10,317.5228459276667,0.5297724932122461,21362,855.2385029611684,0.5490702232420288,20919,362.70596712455955,0.5471620227038184,9690,1535.4673160133946,51971,0.5407823593927382,True
long_mr_strong4,0.015,0.02,84,14,112.87313642043563,0.5345896656534954,16450,622.2532689832651,0.5547785547785548,16302,279.9308787415841,0.5549250101337657,7401,1015.0572841452849,40153,0.5465345055163998,True
long_mr_full6,0.015,0.02,84,14,283.67546928793195,0.5363729987828855,21362,842.4223842245055,0.5552368660069793,20919,466.26399913534567,0.5607843137254902,9690,1592.361852647783,51971,0.548517442419811,True
long_mr_strong4,0.015,0.02,120,20,135.07479368702712,0.5456534954407295,16450,617.2728116058493,0.5611581401055086,16302,251.9598160926118,0.5491668942911773,7322,1004.3074213854882,40074,0.5526026850326895,True
long_mr_full6,0.015,0.02,120,20,335.1978154697823,0.5489654526729707,21362,830.5253280357167,0.5621683636885129,20919,432.60572720877616,0.5564019618073672,9583,1598.3288707142754,51864,0.5556648156717569,True
long_mr_strong4,0.02,0.006,36,6,-1.425292605759502,0.36346504559270515,16450,762.2918981312235,0.37332842596000493,16302,295.89515561374566,0.3945412782056479,7401,1056.7617611392097,40153,0.37319751948795854,False
long_mr_full6,0.02,0.006,36,6,223.86227108383088,0.3671004587585432,21362,1076.3476753669743,0.37540035374539893,20919,460.85477045647326,0.3977296181630547,9690,1761.0647169072784,51971,0.3761520848165323,True
long_mr_strong4,0.02,0.006,60,10,-7.010925692213746,0.31519756838905777,16450,965.1813943445156,0.32903938167096064,16302,317.0640071988562,0.35035805972165923,7401,1275.234475851158,40153,0.3272980848255423,False
long_mr_full6,0.02,0.006,60,10,221.72011467419367,0.3173392004493961,21362,1306.4836567779344,0.3299392896409962,20919,543.8023057255356,0.3542827657378741,9690,2072.0060771776634,51971,0.32929903215254663,True
long_mr_strong4,0.02,0.006,84,14,-202.04585615465427,0.28595744680851065,16450,810.2820277341104,0.2987363513679303,16302,225.81692044862478,0.31198486690987703,7401,834.053092028081,40153,0.2959430179563171,False
long_mr_full6,0.02,0.006,84,14,28.165930721442066,0.28911150641325717,21362,1175.930113083738,0.2998709307328266,20919,415.522241619035,0.3158926728586171,9690,1619.618285424215,51971,0.2984356660445248,True
long_mr_strong4,0.02,0.006,120,20,-106.59296770318934,0.26054711246200607,16450,827.8534007395435,0.27653048705680283,16302,167.90804497806474,0.28189019393608306,7322,889.168478014419,40074,0.27094874482207915,False
long_mr_full6,0.02,0.006,120,20,198.68681970632002,0.2648628405580002,21362,1217.7976928849735,0.2787896170945074,20919,346.9396685679098,0.2855055828028801,9583,1763.4241811592033,51864,0.2742943081906525,True
long_mr_strong4,0.02,0.008,36,6,-72.86143472546419,0.4190273556231003,16450,701.0334536718906,0.4303766409029567,16302,278.57826122097,0.4479124442642886,7401,906.7502801673963,40153,0.4289592309416482,False
long_mr_full6,0.02,0.008,36,6,113.11218802807437,0.4229004774833817,21362,1000.3481269914694,0.4330034896505569,20919,400.5423039302343,0.44943240454076366,9690,1514.002618949778,51971,0.43191395201169885,True
long_mr_strong4,0.02,0.008,60,10,-63.08559373294284,0.3772036474164134,16450,921.5077842093938,0.393387314439946,16302,324.78049153564257,0.41386299148763683,7401,1183.2026820120936,40153,0.39053121809080266,False
long_mr_full6,0.02,0.008,60,10,105.223678049667,0.3789439191086977,21362,1267.7757838475013,0.39509536784741145,20919,513.9762280381949,0.4151702786377709,9690,1886.975689935363,51971,0.39219949587269826,True
long_mr_strong4,0.02,0.008,84,14,-258.01957542076224,0.3476595744680851,16450,807.208802434579,0.3638817323027849,16302,284.49942939744557,0.38102959059586544,7401,833.6886564112622,40153,0.36039648345080066,False
long_mr_full6,0.02,0.008,84,14,-102.6697350358653,0.3506226008800674,21362,1201.5705687067614,0.36631770161097565,20919,435.45537181186694,0.38379772961816305,9690,1534.356205482763,51971,0.3631255892709396,False
long_mr_strong4,0.02,0.008,120,20,-188.54560696753202,0.3201215805471125,16450,839.5516184776455,0.34093976199239356,16302,232.29418662794367,0.3474460529909861,7322,883.3001981380571,40074,0.3335828716873783,False
long_mr_full6,0.02,0.008,120,20,19.63220093357836,0.32398651811628126,21362,1293.3518669544042,0.3445671399206463,20919,387.3373108766514,0.3509339455285401,9583,1700.321378764634,51864,0.33726669751658184,True
long_mr_strong4,0.02,0.01,36,6,-31.003884791097175,0.45537993920972647,16450,674.0193532480398,0.4672432830327567,16302,241.44209826612138,0.4781786245102013,7401,884.457566723064,40153,0.4643986750678654,False
long_mr_full6,0.02,0.01,36,6,137.65691735577312,0.4592734762662672,21362,940.7674271058493,0.4697165256465414,20919,359.6568362900651,0.4802889576883385,9690,1438.0811807516875,51971,0.4673952781358835,True
long_mr_strong4,0.02,0.01,60,10,40.10000361962256,0.4244984802431611,16450,878.0894172678961,0.43804441172862224,16302,340.37059135477665,0.4571003918389407,7401,1258.5600122422954,40153,0.4360072721838966,True
long_mr_full6,0.02,0.01,60,10,220.82204167696537,0.42673906937552664,21362,1203.347090643766,0.4400305941966633,20919,519.1971239378271,0.4585139318885449,9690,1943.3662562585587,51971,0.4380135075330473,True
long_mr_strong4,0.02,0.01,84,14,-162.565897520539,0.39689969604863223,16450,801.0413851086664,0.4115445957551221,16302,360.1134571018903,0.4307526009998649,7401,998.5889446900177,40153,0.40908524892287,False
long_mr_full6,0.02,0.01,84,14,16.17517851353216,0.40061791967044286,21362,1177.6050075988533,0.4141689373297003,20919,523.5588004805252,0.43353973168214655,9690,1717.3389865929105,51971,0.4122106559427373,True
long_mr_strong4,0.02,0.01,120,20,-30.315873858446665,0.3727051671732523,16450,806.0248165875707,0.39148570727518095,16302,334.26630230375287,0.40221251024310295,7322,1109.975245032877,40074,0.38573638768278684,False
long_mr_full6,0.02,0.01,120,20,200.93759958605756,0.37711824735511656,21362,1227.1272617553345,0.3952387781442708,20919,498.5403869875533,0.40540540540540543,9583,1926.6052483289454,51864,0.38965370970229835,True
long_mr_strong4,0.02,0.015,36,6,-12.040186242344728,0.49227963525835866,16450,674.3363336083603,0.5101214574898786,16302,174.2138734358811,0.513849479800027,7401,836.5100208018966,40153,0.5034991158817523,False
long_mr_full6,0.02,0.015,36,6,132.01283252988242,0.49667634116655746,21362,909.4689369533496,0.5125962044074764,20919,264.56932780324405,0.515686274509804,9690,1306.051097286476,51971,0.5066286967732004,True
long_mr_strong4,0.02,0.015,60,10,1.9477011749863529,0.4833434650455927,16450,846.9325865871297,0.5011655011655012,16302,266.4842127532877,0.510066207269288,7401,1115.3645005154037,40153,0.4955046945433716,True
long_mr_full6,0.02,0.015,60,10,190.70729163931887,0.4866585525699841,21362,1139.9674698943518,0.5030833213824752,20919,436.78004132641496,0.5136222910216718,9690,1767.4548028600855,51971,0.49829712724403996,True
long_mr_strong4,0.02,0.015,84,14,-197.03413244785838,0.4657142857142857,16450,766.1743339342645,0.4881609618451724,16302,361.9627579306327,0.5011484934468315,7401,931.1029594170388,40153,0.481358802580131,False
long_mr_full6,0.02,0.015,84,14,-19.56687829119815,0.46989982211403425,21362,1113.959856506616,0.4906066255557149,20919,536.39252979103,0.5049535603715171,9690,1630.7855080064478,51971,0.4847703526966962,False
long_mr_strong4,0.02,0.015,120,20,-53.40133881081006,0.45537993920972647,16450,795.451937038757,0.4771807140228193,16302,343.4014287935496,0.4804698169898935,7322,1085.4520270214966,40074,0.46883265957977743,False
long_mr_full6,0.02,0.015,120,20,152.2692091843635,0.4603969665761633,21362,1173.452468414021,0.4803766910464171,20919,515.3538079488026,0.48450380882813315,9583,1841.075485547187,51864,0.4729099182477248,True
long_mr_strong4,0.02,0.02,36,6,52.05801091707202,0.5055927051671733,16450,567.2244946322852,0.5218991534781009,16302,107.49146567099109,0.5222267261180922,7401,726.7739712203484,40153,0.5152790576046622,True
long_mr_full6,0.02,0.02,36,6,160.02086373524068,0.5090347345754143,21362,755.7353550670471,0.5239256178593623,20919,186.6951995067033,0.5246646026831785,9690,1102.4514183089912,51971,0.5179426988127994,True
long_mr_strong4,0.02,0.02,60,10,70.87394944395231,0.5054103343465045,16450,732.7946841011785,0.5262544473070789,16302,201.71716195327235,0.5277665180381029,7401,1005.3857954984032,40153,0.5179936741961996,True
long_mr_full6,0.02,0.02,60,10,205.9572486195943,0.5077708079767812,21362,967.3084747066084,0.5279411061714231,20919,347.066204502835,0.5319917440660474,9690,1520.3319278290378,51971,0.5204056108214197,True
long_mr_strong4,0.02,0.02,84,14,-54.86345450050681,0.5,16450,703.7452484309676,0.5233100233100233,16302,274.8794443334873,0.529252803675179,7401,923.7612382639481,40153,0.5148556770353399,False
long_mr_full6,0.02,0.02,84,14,79.9997531183485,0.5022001685235464,21362,960.6804876542855,0.5244514556145131,20919,439.4412488112806,0.5342621259029928,9690,1480.1214895839144,51971,0.5171345558099709,True
long_mr_strong4,0.02,0.02,120,20,32.30901660293888,0.5004255319148936,16450,750.1383089547826,0.5215924426450742,16302,251.38825806388223,0.5155695165255395,7322,1033.8355836216037,40074,0.5118031641463293,True
long_mr_full6,0.02,0.02,120,20,188.11370683123616,0.5036513435071622,21362,1017.3251840794672,0.5227783354844878,20919,392.0341514331333,0.5198789523113847,9583,1597.4730423438366,51864,0.5143644917476476,True
