tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
265,0.011658583781354872,0.05974371608089877,-0.10543909973720672,0.12875626729991646,114,0.08508429741684924,0.09051889378520098,-0.09233273440214466,0.26250132923584313,EUR_USD,20,150,3,short,379
205,-0.0028159969406168577,0.0679022555381446,-0.1359044177953803,0.1302724239141466,88,0.06324619045116732,0.10187402707176499,-0.13642690260949203,0.2629192835118267,EUR_USD,20,150,4,short,293
171,0.10144097663560564,0.07259819985995804,-0.04085149508991212,0.2437334483611234,74,0.05663417611232785,0.11061499755846893,-0.16017121910227125,0.273439571326927,EUR_USD,20,200,1,short,245
160,0.09783740741364845,0.07576064079317502,-0.050653448540974574,0.24632826336827146,69,0.09824943245759948,0.11421949668041732,-0.12562078103601845,0.32211964595121745,EUR_USD,20,200,2,short,229
142,0.1289783734939971,0.08018231065670665,-0.028178955393147936,0.28613570238114217,61,0.027499872513857895,0.12398184276198368,-0.2155045392996301,0.2705042843273459,EUR_USD,20,200,3,short,203
116,0.0758882198035578,0.08905663935092216,-0.09866279332424964,0.2504392329313652,50,0.012551461893283777,0.13490016898209561,-0.25185286931162365,0.2769557930981912,EUR_USD,20,200,4,short,166
69,0.11264040647868197,0.11550488414421345,-0.11374916644397638,0.33902997940134033,30,-0.24808838313042034,0.17075528073699178,-0.5827687333749242,0.08659196711408354,EUR_USD,20,250,1,short,99
67,0.13685873253256328,0.11797297129276839,-0.09436829120126275,0.3680857562663893,29,-0.26430636609856883,0.17113407030659164,-0.5997291438994885,0.07111641170235078,EUR_USD,20,250,2,short,96
61,0.12266206013918414,0.12239345340800126,-0.11722910854049833,0.3625532288188666,27,-0.2282298040614754,0.1841590747588243,-0.589181590588771,0.1327219824658202,EUR_USD,20,250,3,short,88
52,0.1149348937462677,0.13432808889195177,-0.14834816048195776,0.37821794797449315,23,-0.19056762857517393,0.19917688565291097,-0.5809543244548794,0.19981906730453156,EUR_USD,20,250,4,short,75
669,0.08520562598370746,0.03699267661471712,0.012699979818861909,0.15771127214855302,288,-0.020098107142967572,0.05772998611641168,-0.13324887993113446,0.09305266564519932,EUR_USD,30,100,1,long,957
517,0.04932584435423824,0.04185286943630607,-0.032705779740921655,0.13135746844939813,222,-0.025250076775660213,0.06586234305671966,-0.15434026916683075,0.10384011561551032,EUR_USD,30,100,2,long,739
385,0.06747467685330266,0.0488502352307684,-0.028271784199003405,0.16322113790560872,165,0.03700473978845634,0.07698413500989777,-0.1138841648309433,0.18789364440785597,EUR_USD,30,100,3,long,550
278,0.023025837150116493,0.05728346870155241,-0.08924976150492622,0.13530143580515921,120,0.021968075372265194,0.09019095989559228,-0.15480620602309567,0.19874235676762605,EUR_USD,30,100,4,long,398
331,-0.02716281839463969,0.053478691430009384,-0.1319810535974581,0.07765541680817871,143,-0.005740119845094839,0.08092494727546948,-0.16435301650501502,0.15287277681482533,EUR_USD,30,150,1,long,474
271,-0.009243633294086747,0.05848923401237809,-0.12388253195834781,0.10539526537017432,117,-0.0744386765256098,0.08952499331008194,-0.2499076634133704,0.10103031036215081,EUR_USD,30,150,2,long,388
223,-0.033971171303726386,0.06474645399639509,-0.16087422113666078,0.09293187852920799,96,-0.0562386341484487,0.10046471959914406,-0.25314948456277103,0.14067221626587365,EUR_USD,30,150,3,long,319
170,-0.04909179444020786,0.07352976997836712,-0.19321014359780742,0.09502655471739169,74,-0.07248420209902942,0.11369438385833275,-0.29532519446136163,0.15035679026330276,EUR_USD,30,150,4,long,244
135,-0.1474344678771897,0.08298702344598168,-0.3100890338313138,0.01522009807693439,58,-0.23184241472104397,0.12373001931358353,-0.4743532525756677,0.01066842313357974,EUR_USD,30,200,1,long,193
118,-0.09956261726214329,0.08859658215330239,-0.273211918282616,0.0740866837583294,51,-0.30610480731712053,0.12843482599507408,-0.5578370662674657,-0.05437254836677535,EUR_USD,30,200,2,long,169
102,-0.02110893768531537,0.09586140214916175,-0.2089972858976724,0.16677941052704165,44,-0.2882091564295892,0.14240740263932386,-0.567327665602664,-0.009090647256514484,EUR_USD,30,200,3,long,146
82,-0.0664290456391846,0.1060978709640526,-0.2743808727287277,0.14152278145035851,36,-0.208923395649973,0.15870794482713022,-0.5199909675111483,0.10214417621120223,EUR_USD,30,200,4,long,118
58,-0.05952875301693081,0.129317642210552,-0.3129913317496127,0.1939338257157511,26,-0.41770196754397043,0.17502398307367625,-0.760748974368376,-0.07465496071956496,EUR_USD,30,250,1,long,84
55,-0.02377294993392905,0.13039819794412533,-0.27935341790441465,0.23180751803655655,24,-0.4577869704502158,0.17786514601308717,-0.8064026566358666,-0.10917128426456496,EUR_USD,30,250,2,long,79
51,0.05677535545318648,0.13644236971649348,-0.21065168919114072,0.32420240009751367,23,-0.3689789121736953,0.19431318065045527,-0.7498327462485876,0.011874921901197044,EUR_USD,30,250,3,long,74
44,0.06074478900686973,0.14812118604937713,-0.22957273564990946,0.35106231366364893,19,-0.3014999839017034,0.2131524182111511,-0.7192787235955596,0.11627875579215274,EUR_USD,30,250,4,long,63
639,0.09915072646171412,0.03808006847174572,0.024513792257092507,0.17378766066633572,274,0.13558100573802223,0.05802629638383223,0.021849464825711068,0.2493125466503334,EUR_USD,30,100,1,short,913
495,0.09023187825957296,0.04340905329851727,0.005150133794479109,0.17531362272466683,213,0.10629693173726475,0.06592415834674115,-0.0229144186223479,0.2355082820968774,EUR_USD,30,100,2,short,708
361,0.04311831979963767,0.05134912674763918,-0.05752596862573512,0.14376260822501047,155,0.12627903502612967,0.07703595879557355,-0.02471144421319449,0.2772695142654538,EUR_USD,30,100,3,short,516
