pair,tf,period,threshold,recovery,direction,n,w,l,t,wr_decisive,ci_low,ci_high
EUR_USD,H4,7,20,1,long,290,123,147,20,0.45555555555555555,0.396150740489429,0.5149603706216821
EUR_USD,H4,7,20,2,long,131,56,69,6,0.448,0.36082145614430117,0.5351785438556989
EUR_USD,H4,7,20,3,long,59,34,23,2,0.5964912280701754,0.4691270889749408,0.72385536716541
EUR_USD,H4,7,20,4,long,25,14,8,3,0.6363636363636364,0.4353474351558506,0.8373798375714221
EUR_USD,H4,7,25,1,long,591,268,273,50,0.4953789279112754,0.4532472365342727,0.5375106192882781
EUR_USD,H4,7,25,2,long,286,131,136,19,0.49063670411985016,0.4306721952066572,0.5506012130330431
EUR_USD,H4,7,25,3,long,143,72,61,10,0.5413533834586466,0.4566677431407859,0.6260390237765072
EUR_USD,H4,7,25,4,long,74,36,32,6,0.5294117647058824,0.41077509639553506,0.6480484330162296
EUR_USD,H4,7,30,1,long,967,474,407,86,0.5380249716231555,0.5051035497420873,0.5709463935042238
EUR_USD,H4,7,30,2,long,472,226,204,42,0.5255813953488372,0.4783834936650477,0.5727792970326266
EUR_USD,H4,7,30,3,long,245,122,102,21,0.5446428571428571,0.47942537242825006,0.6098603418574641
EUR_USD,H4,7,30,4,long,121,58,50,13,0.5370370370370371,0.4429955609873762,0.6310785130866979
EUR_USD,H4,7,35,1,long,1372,659,585,128,0.5297427652733119,0.502006617585366,0.5574789129612577
EUR_USD,H4,7,35,2,long,679,322,297,60,0.5201938610662359,0.48083647396445695,0.5595512481680148
EUR_USD,H4,7,35,3,long,341,168,147,26,0.5333333333333333,0.4782394292095109,0.5884272374571557
EUR_USD,H4,7,35,4,long,164,78,69,17,0.5306122448979592,0.44993484076635015,0.6112896490295683
EUR_USD,H4,7,20,1,short,321,136,152,33,0.4722222222222222,0.4145643531176108,0.5298800913268336
EUR_USD,H4,7,20,2,short,163,69,76,18,0.47586206896551725,0.39457238979399556,0.5571517481370389
EUR_USD,H4,7,20,3,short,70,31,34,5,0.47692307692307695,0.3554985718868014,0.5983475819593524
EUR_USD,H4,7,20,4,short,28,16,12,0,0.5714285714285714,0.3881255436303378,0.754731599226805
EUR_USD,H4,7,25,1,short,584,281,255,48,0.5242537313432836,0.48197400798623585,0.5665334547003312
EUR_USD,H4,7,25,2,short,303,146,132,25,0.5251798561151079,0.4664779408788517,0.583881771351364
EUR_USD,H4,7,25,3,short,138,69,62,7,0.5267175572519084,0.4412168872455223,0.6122182272582944
EUR_USD,H4,7,25,4,short,67,35,30,2,0.5384615384615384,0.4172676594739799,0.659655417449097
EUR_USD,H4,7,30,1,short,913,431,412,70,0.5112692763938316,0.47752485758729496,0.5450136952003681
EUR_USD,H4,7,30,2,short,480,219,222,39,0.4965986394557823,0.44993305259860655,0.5432642263129581
EUR_USD,H4,7,30,3,short,239,104,119,16,0.4663677130044843,0.40089068974550107,0.5318447362634675
EUR_USD,H4,7,30,4,short,113,52,54,7,0.49056603773584906,0.3953969677758412,0.5857351076958569
EUR_USD,H4,7,35,1,short,1304,616,577,111,0.5163453478625314,0.4879874738629954,0.5447032218620673
EUR_USD,H4,7,35,2,short,662,297,307,58,0.4917218543046358,0.451851685370143,0.5315920232391286
EUR_USD,H4,7,35,3,short,319,137,158,24,0.46440677966101696,0.4074937278073393,0.5213198315146946
EUR_USD,H4,7,35,4,short,154,68,70,16,0.4927536231884058,0.40933924472845107,0.5761680016483606
EUR_USD,H4,14,20,1,long,23,16,5,2,0.7619047619047619,0.5797367482877023,0.9440727755218215
EUR_USD,H4,14,20,2,long,7,3,4,0,0.42857142857142855,0.06196537297496135,0.7951774841678958
EUR_USD,H4,14,20,3,long,4,2,2,0,0.5,0.010000000000000009,0.99
EUR_USD,H4,14,20,4,long,1,1,0,0,1.0,1.0,1.0
EUR_USD,H4,14,25,1,long,123,52,59,12,0.46846846846846846,0.3756361320854775,0.5613008048514594
EUR_USD,H4,14,25,2,long,58,23,31,4,0.42592592592592593,0.2940364336028603,0.5578154182489916
EUR_USD,H4,14,25,3,long,27,14,12,1,0.5384615384615384,0.3468371904257853,0.7300858864972916
EUR_USD,H4,14,25,4,long,9,5,2,2,0.7142857142857143,0.3796217036720841,1.0
EUR_USD,H4,14,30,1,long,362,165,162,35,0.5045871559633027,0.4503953128830701,0.5587789990435353
EUR_USD,H4,14,30,2,long,175,77,86,12,0.4723926380368098,0.3957502103186487,0.549035065754971
EUR_USD,H4,14,30,3,long,86,44,36,6,0.55,0.4409818822396938,0.6590181177603063
EUR_USD,H4,14,30,4,long,43,19,17,7,0.5277777777777778,0.3646966968472296,0.690858858708326
EUR_USD,H4,14,35,1,long,790,377,341,72,0.5250696378830083,0.488542363276936,0.5615969124890806
EUR_USD,H4,14,35,2,long,384,185,166,33,0.5270655270655271,0.4748336895141662,0.579297364616888
EUR_USD,H4,14,35,3,long,201,101,81,19,0.554945054945055,0.4827425631741088,0.6271475467160011
EUR_USD,H4,14,35,4,long,96,49,36,11,0.5764705882352941,0.4714252041904013,0.6815159722801869
EUR_USD,H4,14,20,1,short,46,24,19,3,0.5581395348837209,0.409704708335922,0.7065743614315199
EUR_USD,H4,14,20,2,short,23,11,10,2,0.5238095238095238,0.3101985933082275,0.7374204543108202
EUR_USD,H4,14,20,3,short,10,5,3,2,0.625,0.28951993352808575,0.9604800664719142
EUR_USD,H4,14,20,4,short,5,3,2,0,0.6,0.17058551491594975,1.0
EUR_USD,H4,14,25,1,short,155,68,76,11,0.4722222222222222,0.3906816817569481,0.5537627626874962
EUR_USD,H4,14,25,2,short,84,36,43,5,0.45569620253164556,0.34587127822992586,0.5655211268333653
EUR_USD,H4,14,25,3,short,39,18,19,2,0.4864864864864865,0.32543433226529483,0.6475386407076782
EUR_USD,H4,14,25,4,short,15,9,6,0,0.6,0.35207743144279907,0.8479225685572009
EUR_USD,H4,14,30,1,short,367,176,163,28,0.5191740412979351,0.46598689857085507,0.5723611840250151
EUR_USD,H4,14,30,2,short,197,90,95,12,0.4864864864864865,0.41446177353421365,0.5585111994387594
EUR_USD,H4,14,30,3,short,91,45,41,5,0.5232558139534884,0.41769406434041734,0.6288175635665595
EUR_USD,H4,14,30,4,short,44,22,19,3,0.5365853658536586,0.38394534131975266,0.6892253903875645
EUR_USD,H4,14,35,1,short,691,328,297,66,0.5248,0.48564824882923374,0.5639517511707663
EUR_USD,H4,14,35,2,short,372,173,163,36,0.5148809523809523,0.4614412526753062,0.5683206520865984
EUR_USD,H4,14,35,3,short,179,83,83,13,0.5,0.4239372484807794,0.5760627515192206
EUR_USD,H4,14,35,4,short,90,42,40,8,0.5121951219512195,0.4040044212209989,0.6203858226814402
EUR_USD,H4,21,20,1,long,2,0,1,1,0.0,0.0,0.0
EUR_USD,H4,21,20,2,long,1,0,1,0,0.0,0.0,0.0
EUR_USD,H4,21,20,3,long,1,0,1,0,0.0,0.0,0.0
EUR_USD,H4,21,20,4,long,0,0,0,0,,,
EUR_USD,H4,21,25,1,long,24,16,6,2,0.7272727272727273,0.5411678878146358,0.9133775667308188
EUR_USD,H4,21,25,2,long,9,5,4,0,0.5555555555555556,0.23091161215558614,0.8801994989555251
EUR_USD,H4,21,25,3,long,6,4,2,0,0.6666666666666666,0.28946449079611114,1.0
EUR_USD,H4,21,25,4,long,2,2,0,0,1.0,1.0,1.0
EUR_USD,H4,21,30,1,long,136,66,60,10,0.5238095238095238,0.43660322660797457,0.6110158210110731
EUR_USD,H4,21,30,2,long,64,28,32,4,0.4666666666666667,0.3404306736776387,0.5929026596556947
EUR_USD,H4,21,30,3,long,31,14,16,1,0.4666666666666667,0.28814201332194833,0.645191320011385
EUR_USD,H4,21,30,4,long,12,6,5,1,0.5454545454545454,0.2511969573207727,0.8397121335883182
EUR_USD,H4,21,35,1,long,433,203,186,44,0.5218508997429306,0.4722103982355199,0.5714914012503414
EUR_USD,H4,21,35,2,long,209,99,93,17,0.515625,0.4449341343501289,0.586315865649871
EUR_USD,H4,21,35,3,long,112,56,46,10,0.5490196078431373,0.4524526070742416,0.645586608612033
EUR_USD,H4,21,35,4,long,54,25,22,7,0.5319148936170213,0.38925870088730413,0.6745710863467385
EUR_USD,H4,21,20,1,short,3,1,1,1,0.5,0.0,1.0
EUR_USD,H4,21,20,2,short,2,0,1,1,0.0,0.0,0.0
EUR_USD,H4,21,20,3,short,1,0,1,0,0.0,0.0,0.0
EUR_USD,H4,21,20,4,short,1,0,1,0,0.0,0.0,0.0
EUR_USD,H4,21,25,1,short,45,20,21,4,0.4878048780487805,0.33480012175345375,0.6408096343441072
EUR_USD,H4,21,25,2,short,28,10,15,3,0.4,0.20796000416579888,0.5920399958342012
EUR_USD,H4,21,25,3,short,13,4,7,2,0.36363636363636365,0.07935652563159407,0.6479162016411333
EUR_USD,H4,21,25,4,short,5,2,3,0,0.4,0.0,0.8294144850840502
EUR_USD,H4,21,30,1,short,170,78,80,12,0.4936708860759494,0.4157125186405382,0.5716292535113605
EUR_USD,H4,21,30,2,short,93,41,46,6,0.47126436781609193,0.36637099828967934,0.5761577373425045
EUR_USD,H4,21,30,3,short,47,20,23,4,0.46511627906976744,0.3160318440504992,0.6142007140890356
EUR_USD,H4,21,30,4,short,20,9,9,2,0.5,0.2690117848123945,0.7309882151876055
EUR_USD,H4,21,35,1,short,432,207,192,33,0.518796992481203,0.46977030905862194,0.5678236759037841
EUR_USD,H4,21,35,2,short,235,108,110,17,0.4954128440366973,0.4290416621529246,0.5617840259204699
EUR_USD,H4,21,35,3,short,107,50,49,8,0.5050505050505051,0.4065618239596305,0.6035391861413797
EUR_USD,H4,21,35,4,short,54,25,23,6,0.5208333333333334,0.3795053578878522,0.6621613087788145
EUR_USD,H4,28,20,1,long,0,0,0,0,,,
EUR_USD,H4,28,20,2,long,0,0,0,0,,,
EUR_USD,H4,28,20,3,long,0,0,0,0,,,
EUR_USD,H4,28,20,4,long,0,0,0,0,,,
EUR_USD,H4,28,25,1,long,4,0,2,2,0.0,0.0,0.0
EUR_USD,H4,28,25,2,long,1,0,1,0,0.0,0.0,0.0
EUR_USD,H4,28,25,3,long,1,0,1,0,0.0,0.0,0.0
EUR_USD,H4,28,25,4,long,0,0,0,0,,,
EUR_USD,H4,28,30,1,long,70,40,26,4,0.6060606060606061,0.4881760702594192,0.7239451418617929
EUR_USD,H4,28,30,2,long,28,15,13,0,0.5357142857142857,0.350984753695174,0.7204438177333974
EUR_USD,H4,28,30,3,long,16,9,7,0,0.5625,0.31942159829594075,0.8055784017040593
EUR_USD,H4,28,30,4,long,4,3,0,1,1.0,1.0,1.0
EUR_USD,H4,28,35,1,long,248,126,103,19,0.5502183406113537,0.485785580929455,0.6146511002932523
EUR_USD,H4,28,35,2,long,121,57,55,9,0.5089285714285714,0.4163420409557213,0.6015151019014215
EUR_USD,H4,28,35,3,long,65,36,25,4,0.5901639344262295,0.46674477803189696,0.713583090820562
EUR_USD,H4,28,35,4,long,30,13,11,6,0.5416666666666666,0.34232080353389893,0.7410125297994343
EUR_USD,H4,28,20,1,short,1,1,0,0,1.0,1.0,1.0
EUR_USD,H4,28,20,2,short,0,0,0,0,,,
EUR_USD,H4,28,20,3,short,0,0,0,0,,,
EUR_USD,H4,28,20,4,short,0,0,0,0,,,
EUR_USD,H4,28,25,1,short,5,3,2,0,0.6,0.17058551491594975,1.0
EUR_USD,H4,28,25,2,short,4,1,2,1,0.3333333333333333,0.0,0.8667777662061142
EUR_USD,H4,28,25,3,short,2,1,0,1,1.0,1.0,1.0
EUR_USD,H4,28,25,4,short,2,1,0,1,1.0,1.0,1.0
EUR_USD,H4,28,30,1,short,83,39,40,4,0.4936708860759494,0.38342110554832587,0.6039206666035729
EUR_USD,H4,28,30,2,short,45,17,25,3,0.40476190476190477,0.25631313569648934,0.5532106738273201
EUR_USD,H4,28,30,3,short,23,9,11,3,0.45,0.23196376447938752,0.6680362355206125
EUR_USD,H4,28,30,4,short,8,3,4,1,0.42857142857142855,0.06196537297496135,0.7951774841678958
EUR_USD,H4,28,35,1,short,282,136,127,19,0.5171102661596958,0.45671627052031555,0.577504261799076
EUR_USD,H4,28,35,2,short,149,69,68,12,0.5036496350364964,0.41992481507110885,0.5873744550018839
EUR_USD,H4,28,35,3,short,71,33,30,8,0.5238095238095238,0.400481195582754,0.6471378520362937
EUR_USD,H4,28,35,4,short,37,18,13,6,0.5806451612903226,0.4069365056160647,0.7543538169645805
GBP_USD,H4,7,20,1,long,306,160,143,3,0.528052805280528,0.4718419570824629,0.5842636534785931
GBP_USD,H4,7,20,2,long,157,74,78,5,0.4868421052631579,0.4073811373934957,0.5663030731328201
GBP_USD,H4,7,20,3,long,76,34,41,1,0.4533333333333333,0.3406666361604249,0.5660000305062417
GBP_USD,H4,7,20,4,long,37,20,16,1,0.5555555555555556,0.39323358385557083,0.7178775272555403
GBP_USD,H4,7,25,1,long,590,284,287,19,0.4973730297723292,0.4563618722365637,0.5383841873080948
GBP_USD,H4,7,25,2,long,290,135,147,8,0.4787234042553192,0.42041811416077074,0.5370286943498677
GBP_USD,H4,7,25,3,long,146,58,86,2,0.4027777777777778,0.3226698392993084,0.48288571625624715
GBP_USD,H4,7,25,4,long,69,33,35,1,0.4852941176470588,0.3665030749469951,0.6040851603471226
GBP_USD,H4,7,30,1,long,949,454,461,34,0.4961748633879781,0.46377801082925524,0.528571715946701
GBP_USD,H4,7,30,2,long,474,219,243,12,0.474025974025974,0.4284938088939729,0.5195581391579751
GBP_USD,H4,7,30,3,long,238,101,130,7,0.43722943722943725,0.37326030423275286,0.5011985702261217
GBP_USD,H4,7,30,4,long,117,53,61,3,0.4649122807017544,0.37335315295207283,0.556471408451436
GBP_USD,H4,7,35,1,long,1354,637,677,40,0.484779299847793,0.4577567034964188,0.5118018961991673
GBP_USD,H4,7,35,2,long,689,329,346,14,0.4874074074074074,0.44969915456335574,0.5251156602514591
GBP_USD,H4,7,35,3,long,339,150,178,11,0.4573170731707317,0.4034031498690308,0.5112309964724326
GBP_USD,H4,7,35,4,long,167,77,85,5,0.47530864197530864,0.39840651089018214,0.5522107730604351
GBP_USD,H4,7,20,1,short,314,145,151,18,0.48986486486486486,0.43291522533085447,0.5468145043988752
GBP_USD,H4,7,20,2,short,173,85,82,6,0.5089820359281437,0.4331595963509387,0.5848044755053488
GBP_USD,H4,7,20,3,short,103,46,52,5,0.46938775510204084,0.3705785181546661,0.5681969920494155
GBP_USD,H4,7,20,4,short,44,25,18,1,0.5813953488372093,0.4339403008287866,0.7288503968456321
GBP_USD,H4,7,25,1,short,576,265,288,23,0.47920433996383366,0.437566561013203,0.5208421189144643
GBP_USD,H4,7,25,2,short,314,143,158,13,0.4750830564784053,0.4186669785944147,0.5314991343623959
GBP_USD,H4,7,25,3,short,171,76,90,5,0.4578313253012048,0.38203956565115216,0.5336230849512574
GBP_USD,H4,7,25,4,short,70,36,33,1,0.5217391304347826,0.4038725576848761,0.639605703184689
GBP_USD,H4,7,30,1,short,912,426,444,42,0.4896551724137931,0.45643717269861717,0.522873172128969
GBP_USD,H4,7,30,2,short,480,216,240,24,0.47368421052631576,0.42785511314179653,0.519513307910835
GBP_USD,H4,7,30,3,short,247,114,125,8,0.4769874476987448,0.4136636938409237,0.5403112015565659
GBP_USD,H4,7,30,4,short,109,54,53,2,0.5046728971962616,0.4099368588470755,0.5994089355454478
GBP_USD,H4,7,35,1,short,1293,626,610,57,0.5064724919093851,0.47859970148555736,0.5343452823332129
GBP_USD,H4,7,35,2,short,687,320,334,33,0.4892966360856269,0.4509843848966314,0.5276088872746224
GBP_USD,H4,7,35,3,short,342,159,173,10,0.4789156626506024,0.42517901624324433,0.5326523090579605
GBP_USD,H4,7,35,4,short,150,76,70,4,0.5205479452054794,0.4395110853725566,0.6015848050384023
GBP_USD,H4,14,20,1,long,41,14,27,0,0.34146341463414637,0.1963103578144807,0.48661647145381204
GBP_USD,H4,14,20,2,long,21,8,13,0,0.38095238095238093,0.17324888858708454,0.5886558733176773
GBP_USD,H4,14,20,3,long,9,2,7,0,0.2222222222222222,0.0,0.49383883252136757
GBP_USD,H4,14,20,4,long,3,2,1,0,0.6666666666666666,0.13322223379388565,1.0
GBP_USD,H4,14,25,1,long,133,67,66,0,0.5037593984962406,0.4187850234834996,0.5887337735089817
GBP_USD,H4,14,25,2,long,67,32,34,1,0.48484848484848486,0.36427422192870273,0.605422747768267
GBP_USD,H4,14,25,3,long,32,14,18,0,0.4375,0.2656176137950721,0.6093823862049279
GBP_USD,H4,14,25,4,long,17,10,7,0,0.5882352941176471,0.3542806291426003,0.8221899590926939
GBP_USD,H4,14,30,1,long,377,185,184,8,0.5013550135501355,0.45033843867338325,0.5523715884268876
GBP_USD,H4,14,30,2,long,184,88,91,5,0.49162011173184356,0.41838176077379224,0.5648584626898949
GBP_USD,H4,14,30,3,long,85,35,50,0,0.4117647058823529,0.3071369989748742,0.5163924127898317
GBP_USD,H4,14,30,4,long,39,22,17,0,0.5641025641025641,0.40847197480527225,0.7197331533998559
GBP_USD,H4,14,35,1,long,733,369,348,16,0.5146443514644351,0.4780612818979794,0.5512274210308908
GBP_USD,H4,14,35,2,long,373,183,180,10,0.5041322314049587,0.45269732768552506,0.5555671351243923
GBP_USD,H4,14,35,3,long,187,80,104,3,0.43478260869565216,0.3631532603758125,0.5064119570154918
GBP_USD,H4,14,35,4,long,92,45,45,2,0.5,0.39669892976783294,0.6033010702321671
GBP_USD,H4,14,20,1,short,42,20,20,2,0.5,0.3450483946517494,0.6549516053482506
GBP_USD,H4,14,20,2,short,16,6,8,2,0.42857142857142855,0.16934180063511417,0.6878010565077429
GBP_USD,H4,14,20,3,short,10,2,6,2,0.25,0.0,0.5500624934909393
GBP_USD,H4,14,20,4,short,1,0,1,0,0.0,0.0,0.0
GBP_USD,H4,14,25,1,short,130,60,66,4,0.47619047619047616,0.3889841789889269,0.5633967733920254
GBP_USD,H4,14,25,2,short,71,34,34,3,0.5,0.38115754373219685,0.6188424562678032
GBP_USD,H4,14,25,3,short,38,17,19,2,0.4722222222222222,0.309141141291674,0.6353033031527704
GBP_USD,H4,14,25,4,short,17,11,6,0,0.6470588235294118,0.41988689910096416,0.8742307479578595
GBP_USD,H4,14,30,1,short,370,170,178,22,0.4885057471264368,0.43598611598363546,0.5410253782692381
GBP_USD,H4,14,30,2,short,209,98,100,11,0.494949494949495,0.4253074806800182,0.5645915092189717
GBP_USD,H4,14,30,3,short,112,48,59,5,0.4485981308411215,0.35435992062688537,0.5428363410553576
GBP_USD,H4,14,30,4,short,47,26,20,1,0.5652173913043478,0.4219586946646685,0.708476087944027
GBP_USD,H4,14,35,1,short,716,335,346,35,0.4919236417033774,0.4543748594965351,0.5294724239102196
GBP_USD,H4,14,35,2,short,380,181,181,18,0.5,0.4484923435396916,0.5515076564603084
GBP_USD,H4,14,35,3,short,196,92,97,7,0.48677248677248675,0.41551292521727007,0.5580320483277034
GBP_USD,H4,14,35,4,short,86,47,38,1,0.5529411764705883,0.44724277724996736,0.6586395756912091
GBP_USD,H4,21,20,1,long,11,4,7,0,0.36363636363636365,0.07935652563159407,0.6479162016411333
GBP_USD,H4,21,20,2,long,6,3,3,0,0.5,0.09991667534541426,0.9000833246545857
GBP_USD,H4,21,20,3,long,1,0,1,0,0.0,0.0,0.0
GBP_USD,H4,21,20,4,long,0,0,0,0,,,
GBP_USD,H4,21,25,1,long,42,17,25,0,0.40476190476190477,0.25631313569648934,0.5532106738273201
GBP_USD,H4,21,25,2,long,21,9,12,0,0.42857142857142855,0.21691132368626131,0.6402315334565958
GBP_USD,H4,21,25,3,long,11,2,9,0,0.18181818181818182,0.0,0.40974912948563447
GBP_USD,H4,21,25,4,long,3,2,1,0,0.6666666666666666,0.13322223379388565,1.0
GBP_USD,H4,21,30,1,long,155,78,73,4,0.5165562913907285,0.43684875578804444,0.5962638269934124
GBP_USD,H4,21,30,2,long,72,33,37,2,0.4714285714285714,0.35448756065818343,0.5883695821989594
GBP_USD,H4,21,30,3,long,34,15,19,0,0.4411764705882353,0.2742750144182945,0.6080779267581761
GBP_USD,H4,21,30,4,long,18,10,8,0,0.5555555555555556,0.3259976217062955,0.7851134894048157
GBP_USD,H4,21,35,1,long,451,223,216,12,0.5079726651480638,0.46120576353706266,0.554739566759065
GBP_USD,H4,21,35,2,long,225,113,106,6,0.5159817351598174,0.4497933091537858,0.582170161165849
GBP_USD,H4,21,35,3,long,112,50,61,1,0.45045045045045046,0.357890839000653,0.5430100619002479
GBP_USD,H4,21,35,4,long,60,35,24,1,0.5932203389830508,0.4678722558606608,0.7185684221054409
GBP_USD,H4,21,20,1,short,4,3,1,0,0.75,0.3256475521456251,1.0
GBP_USD,H4,21,20,2,short,2,0,2,0,0.0,0.0,0.0
GBP_USD,H4,21,20,3,short,1,0,1,0,0.0,0.0,0.0
GBP_USD,H4,21,20,4,short,0,0,0,0,,,
GBP_USD,H4,21,25,1,short,41,22,17,2,0.5641025641025641,0.40847197480527225,0.7197331533998559
GBP_USD,H4,21,25,2,short,21,9,10,2,0.47368421052631576,0.2491684025975332,0.6982000184550983
GBP_USD,H4,21,25,3,short,15,6,7,2,0.46153846153846156,0.19054070966539732,0.7325362134115259
GBP_USD,H4,21,25,4,short,6,4,2,0,0.6666666666666666,0.28946449079611114,1.0
GBP_USD,H4,21,30,1,short,151,71,73,7,0.4930555555555556,0.4113967660691982,0.574714345041913
GBP_USD,H4,21,30,2,short,84,40,39,5,0.5063291139240507,0.3960793333964272,0.6165788944516741
GBP_USD,H4,21,30,3,short,44,19,22,3,0.4634146341463415,0.3107746096124355,0.6160546586802474
GBP_USD,H4,21,30,4,short,19,11,7,1,0.6111111111111112,0.38589851531349934,0.836323706908723
GBP_USD,H4,21,35,1,short,440,210,203,27,0.5084745762711864,0.4602588558517246,0.5566902966906482
GBP_USD,H4,21,35,2,short,246,118,115,13,0.5064377682403434,0.4422411554974123,0.5706343809832745
GBP_USD,H4,21,35,3,short,124,57,62,5,0.4789915966386555,0.3892344781376933,0.5687487151396177
GBP_USD,H4,21,35,4,short,58,33,24,1,0.5789473684210527,0.4507714675129584,0.7071232693291469
GBP_USD,H4,28,20,1,long,3,1,2,0,0.3333333333333333,0.0,0.8667777662061142
GBP_USD,H4,28,20,2,long,1,1,0,0,1.0,1.0,1.0
GBP_USD,H4,28,20,3,long,1,0,1,0,0.0,0.0,0.0
GBP_USD,H4,28,20,4,long,0,0,0,0,,,
GBP_USD,H4,28,25,1,long,16,5,11,0,0.3125,0.08537892133269531,0.5396210786673047
GBP_USD,H4,28,25,2,long,9,4,5,0,0.4444444444444444,0.11980050104447498,0.7690883878444139
GBP_USD,H4,28,25,3,long,4,0,4,0,0.0,0.0,0.0
GBP_USD,H4,28,25,4,long,0,0,0,0,,,
GBP_USD,H4,28,30,1,long,73,29,41,3,0.4142857142857143,0.2988872740882836,0.5296841544831451
GBP_USD,H4,28,30,2,long,37,15,21,1,0.4166666666666667,0.2556178281267327,0.5777155052066006
GBP_USD,H4,28,30,3,long,17,6,11,0,0.35294117647058826,0.12576925204214065,0.5801131008990359
GBP_USD,H4,28,30,4,long,7,4,3,0,0.5714285714285714,0.2048225158321042,0.9380346270250386
GBP_USD,H4,28,35,1,long,267,138,122,7,0.5307692307692308,0.4701074007273274,0.5914310608111342
GBP_USD,H4,28,35,2,long,137,67,66,4,0.5037593984962406,0.4187850234834996,0.5887337735089817
GBP_USD,H4,28,35,3,long,67,30,37,0,0.44776119402985076,0.32869037067840795,0.5668320173812936
GBP_USD,H4,28,35,4,long,35,21,14,0,0.6,0.4376965804426783,0.7623034195573217
GBP_USD,H4,28,20,1,short,2,2,0,0,1.0,1.0,1.0
GBP_USD,H4,28,20,2,short,1,0,1,0,0.0,0.0,0.0
GBP_USD,H4,28,20,3,short,0,0,0,0,,,
GBP_USD,H4,28,20,4,short,0,0,0,0,,,
GBP_USD,H4,28,25,1,short,12,9,3,0,0.75,0.505,0.995
GBP_USD,H4,28,25,2,short,7,3,4,0,0.42857142857142855,0.06196537297496135,0.7951774841678958
GBP_USD,H4,28,25,3,short,5,2,3,0,0.4,0.0,0.8294144850840502
GBP_USD,H4,28,25,4,short,1,1,0,0,1.0,1.0,1.0
GBP_USD,H4,28,30,1,short,72,36,31,5,0.5373134328358209,0.41792123015937205,0.6567056355122697
GBP_USD,H4,28,30,2,short,36,17,16,3,0.5151515151515151,0.3446337572572199,0.6856692730458104
GBP_USD,H4,28,30,3,short,22,11,9,2,0.55,0.3319637644793876,0.7680362355206125
GBP_USD,H4,28,30,4,short,8,5,3,0,0.625,0.28951993352808575,0.9604800664719142
GBP_USD,H4,28,35,1,short,259,122,119,18,0.5062240663900415,0.4431016081733288,0.5693465246067542
GBP_USD,H4,28,35,2,short,147,71,68,8,0.5107913669064749,0.4276882138850878,0.5938945199278619
GBP_USD,H4,28,35,3,short,77,33,40,4,0.4520547945205479,0.3378830211493826,0.5662265678917132
GBP_USD,H4,28,35,4,short,32,19,12,1,0.6129032258064516,0.44143606604916524,0.7843703855637381
AUD_USD,H4,7,20,1,long,274,131,139,4,0.48518518518518516,0.42557047004674436,0.544799900323626
AUD_USD,H4,7,20,2,long,138,67,71,0,0.4855072463768116,0.4021191581035034,0.5688953346501198
AUD_USD,H4,7,20,3,long,61,29,30,2,0.4915254237288136,0.3639586182150988,0.6190922292425284
AUD_USD,H4,7,20,4,long,22,12,9,1,0.5714285714285714,0.35976846654340416,0.7830886763137386
AUD_USD,H4,7,25,1,long,539,269,264,6,0.5046904315196998,0.46224378728909987,0.5471370757502998
AUD_USD,H4,7,25,2,long,269,130,139,0,0.483271375464684,0.42355317289354155,0.5429895780358265
AUD_USD,H4,7,25,3,long,126,62,62,2,0.5,0.4119934020068803,0.5880065979931197
AUD_USD,H4,7,25,4,long,59,28,30,1,0.4827586206896552,0.3541548435853036,0.6113623977940068
AUD_USD,H4,7,30,1,long,879,466,407,6,0.5337915234822451,0.5006993822809828,0.5668836646835075
AUD_USD,H4,7,30,2,long,458,238,220,0,0.519650655021834,0.47389364126804034,0.5654076687756278
AUD_USD,H4,7,30,3,long,230,119,109,2,0.5219298245614035,0.4570901941745607,0.5867694549482462
AUD_USD,H4,7,30,4,long,102,53,48,1,0.5247524752475248,0.4273583942074669,0.6221465562875826
AUD_USD,H4,7,35,1,long,1306,672,621,13,0.5197215777262181,0.4924890019565662,0.54695415349587
AUD_USD,H4,7,35,2,long,675,340,330,5,0.5074626865671642,0.46960620080015464,0.5453191723341737
AUD_USD,H4,7,35,3,long,343,175,163,5,0.5177514792899408,0.4644801115418923,0.5710228470379893
AUD_USD,H4,7,35,4,long,166,86,79,1,0.5212121212121212,0.4449879122055412,0.5974363302187012
AUD_USD,H4,7,20,1,short,272,138,128,6,0.518796992481203,0.45875181339805776,0.5788421715643483
AUD_USD,H4,7,20,2,short,132,70,60,2,0.5384615384615384,0.452764524791134,0.6241585521319429
AUD_USD,H4,7,20,3,short,73,43,29,1,0.5972222222222222,0.4839324891722213,0.7105119552722231
AUD_USD,H4,7,20,4,short,32,23,9,0,0.71875,0.5629683582000915,0.8745316417999085
AUD_USD,H4,7,25,1,short,533,264,259,10,0.5047801147227533,0.4619296650736484,0.5476305643718582
AUD_USD,H4,7,25,2,short,272,142,127,3,0.5278810408921933,0.4682223548435764,0.5875397269408102
AUD_USD,H4,7,25,3,short,135,75,59,1,0.5597014925373134,0.47564804884038425,0.6437549362342425
AUD_USD,H4,7,25,4,short,63,38,25,0,0.6031746031746031,0.48236344443163953,0.7239857619175668
AUD_USD,H4,7,30,1,short,906,460,432,14,0.515695067264574,0.4828984101742503,0.5484917243548978
AUD_USD,H4,7,30,2,short,467,252,210,5,0.5454545454545454,0.5000496138537388,0.590859477055352
