tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,threshold,recovery,direction,total_n
203.0,86.0,102.0,15.0,0.4574468085106383,0.3862322790720253,0.5286613379492513,87.0,37.0,45.0,5.0,0.45121951219512196,0.3435128886166702,0.5589261357735738,EUR_USD,H4,7,20,1,long,290
91.0,40.0,47.0,4.0,0.45977011494252873,0.355043728864303,0.5644965010207544,40.0,16.0,22.0,2.0,0.42105263157894735,0.26406985430576235,0.5780354088521323,EUR_USD,H4,7,20,2,long,131
41.0,25.0,15.0,1.0,0.625,0.47496875325453036,0.7750312467454696,18.0,9.0,8.0,1.0,0.5294117647058824,0.29213842808518775,0.766685101326577,EUR_USD,H4,7,20,3,long,59
17.0,9.0,5.0,3.0,0.6428571428571429,0.39185913489692026,0.8938551508173656,8.0,5.0,3.0,0.0,0.625,0.28951993352808575,0.9604800664719142,EUR_USD,H4,7,20,4,long,25
413.0,184.0,188.0,41.0,0.4946236559139785,0.44381596032748954,0.5454313515004675,178.0,84.0,85.0,9.0,0.4970414201183432,0.421658124457744,0.5724247157789424,EUR_USD,H4,7,25,1,long,591
200.0,89.0,95.0,16.0,0.483695652173913,0.4114875147335964,0.5559037896142296,86.0,42.0,41.0,3.0,0.5060240963855421,0.39846292917865644,0.6135852635924278,EUR_USD,H4,7,25,2,long,286
100.0,50.0,42.0,8.0,0.5434782608695652,0.4416932147621966,0.6452633069769338,43.0,22.0,19.0,2.0,0.5365853658536586,0.38394534131975266,0.6892253903875645,EUR_USD,H4,7,25,3,long,143
51.0,24.0,21.0,6.0,0.5333333333333333,0.3875685642660633,0.6790981024006033,23.0,12.0,11.0,0.0,0.5217391304347826,0.3175882379179313,0.7258900229516339,EUR_USD,H4,7,25,4,long,74
676.0,326.0,278.0,72.0,0.5397350993377483,0.4999855818302308,0.5794846168452659,291.0,148.0,129.0,14.0,0.5342960288808665,0.4755522161648321,0.5930398415969008,EUR_USD,H4,7,30,1,long,967
330.0,158.0,139.0,33.0,0.531986531986532,0.4752376459362271,0.5887354180368369,142.0,68.0,65.0,9.0,0.5112781954887218,0.42632303892585055,0.596233352051593,EUR_USD,H4,7,30,2,long,472
171.0,86.0,68.0,17.0,0.5584415584415584,0.4800121982634886,0.6368709186196282,74.0,36.0,34.0,4.0,0.5142857142857142,0.39720112947626973,0.6313702990951587,EUR_USD,H4,7,30,3,long,245
84.0,41.0,33.0,10.0,0.5540540540540541,0.4407990525811987,0.6673090555269094,37.0,17.0,17.0,3.0,0.5,0.3319313865603413,0.6680686134396587,EUR_USD,H4,7,30,4,long,121
960.0,463.0,394.0,103.0,0.5402567094515752,0.5068892266807523,0.5736241922223981,412.0,196.0,191.0,25.0,0.5064599483204134,0.45664790660486027,0.5562719900359666,EUR_USD,H4,7,35,1,long,1372
475.0,227.0,198.0,50.0,0.5341176470588235,0.4866914610820481,0.5815438330355989,204.0,95.0,99.0,10.0,0.4896907216494845,0.41934577956675306,0.5600356637322159,EUR_USD,H4,7,35,2,long,679
238.0,121.0,95.0,22.0,0.5601851851851852,0.49398946180840664,0.6263809085619638,103.0,47.0,52.0,4.0,0.47474747474747475,0.37637946596790506,0.5731154835270444,EUR_USD,H4,7,35,3,long,341
114.0,55.0,45.0,14.0,0.55,0.4524912311635513,0.6475087688364488,50.0,23.0,24.0,3.0,0.48936170212765956,0.34644636986968314,0.632277034385636,EUR_USD,H4,7,35,4,long,164
224.0,95.0,108.0,21.0,0.46798029556650245,0.3993389647719516,0.5366216263610533,97.0,41.0,44.0,12.0,0.4823529411764706,0.3761232425496554,0.5885826398032858,EUR_USD,H4,7,20,1,short,321
114.0,52.0,52.0,10.0,0.5,0.40390309378228983,0.5960969062177102,49.0,17.0,24.0,8.0,0.4146341463414634,0.2638310121124069,0.5654372805705199,EUR_USD,H4,7,20,2,short,163
49.0,22.0,26.0,1.0,0.4583333333333333,0.3173745217106679,0.5992921449559987,21.0,9.0,8.0,4.0,0.5294117647058824,0.29213842808518775,0.766685101326577,EUR_USD,H4,7,20,3,short,70
19.0,11.0,8.0,0.0,0.5789473684210527,0.3569401957423196,0.8009545410997857,9.0,5.0,4.0,0.0,0.5555555555555556,0.23091161215558614,0.8801994989555251,EUR_USD,H4,7,20,4,short,28
408.0,202.0,173.0,33.0,0.5386666666666666,0.48821123732801025,0.5891220960053231,176.0,79.0,82.0,15.0,0.4906832298136646,0.41346181947189353,0.5679046401554356,EUR_USD,H4,7,25,1,short,584
212.0,106.0,91.0,15.0,0.5380710659898477,0.4684516523932444,0.607690479586451,91.0,40.0,41.0,10.0,0.49382716049382713,0.38494657011418243,0.6027077508734718,EUR_USD,H4,7,25,2,short,303
96.0,49.0,45.0,2.0,0.5212765957446809,0.4202888709508806,0.6222643205384811,42.0,20.0,17.0,5.0,0.5405405405405406,0.3799599895403506,0.7011210915407305,EUR_USD,H4,7,25,3,short,138
46.0,27.0,18.0,1.0,0.6,0.45686183830531657,0.7431381616946834,21.0,8.0,12.0,1.0,0.4,0.1852927574579749,0.6147072425420251,EUR_USD,H4,7,25,4,short,67
639.0,306.0,282.0,51.0,0.5204081632653061,0.48002732319358454,0.5607890033370277,274.0,125.0,130.0,19.0,0.49019607843137253,0.42883789642105086,0.5515542604416942,EUR_USD,H4,7,30,1,short,913
336.0,161.0,149.0,26.0,0.5193548387096775,0.46373629634255437,0.5749733810768006,144.0,58.0,73.0,13.0,0.44274809160305345,0.3576882529238897,0.5278079302822172,EUR_USD,H4,7,30,2,short,480
167.0,74.0,84.0,9.0,0.46835443037974683,0.39054612731338445,0.5461627334461092,72.0,30.0,35.0,7.0,0.46153846153846156,0.34034458255090305,0.5827323405260201,EUR_USD,H4,7,30,3,short,239
79.0,40.0,34.0,5.0,0.5405405405405406,0.426992944001634,0.6540881370794471,34.0,12.0,20.0,2.0,0.375,0.20725996676404287,0.5427400332359571,EUR_USD,H4,7,30,4,short,113
912.0,438.0,397.0,77.0,0.5245508982035928,0.49067750786198017,0.5584242885452054,392.0,178.0,180.0,34.0,0.4972067039106145,0.4454129027591105,0.5490005050621185,EUR_USD,H4,7,35,1,short,1304
463.0,216.0,210.0,37.0,0.5070422535211268,0.4595658081074156,0.5545186989348379,199.0,81.0,97.0,21.0,0.4550561797752809,0.38189942289704737,0.5282129366535144,EUR_USD,H4,7,35,2,short,662
223.0,97.0,114.0,12.0,0.4597156398104265,0.39246898561796006,0.526962294002893,96.0,40.0,44.0,12.0,0.47619047619047616,0.369385010939828,0.5829959414411243,EUR_USD,H4,7,35,3,short,319
107.0,53.0,45.0,9.0,0.5408163265306123,0.44215177424585794,0.6394808788153666,47.0,15.0,25.0,7.0,0.375,0.22496875325453036,0.5250312467454696,EUR_USD,H4,7,35,4,short,154
16.0,9.0,5.0,2.0,0.6428571428571429,0.39185913489692026,0.8938551508173656,7.0,7.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,14,20,1,long,23
4.0,1.0,3.0,0.0,0.25,0.0,0.674352447854375,3.0,2.0,1.0,0.0,0.6666666666666666,0.13322223379388565,1.0,EUR_USD,H4,14,20,2,long,7
2.0,1.0,1.0,0.0,0.5,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,EUR_USD,H4,14,20,3,long,4
0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,14,20,4,long,1
86.0,35.0,41.0,10.0,0.4605263157894737,0.34846347349106654,0.5725891580878808,37.0,17.0,18.0,2.0,0.4857142857142857,0.3201316779319464,0.651296893496625,EUR_USD,H4,14,25,1,long,123
40.0,18.0,20.0,2.0,0.47368421052631576,0.31492756025629715,0.6324408607963343,18.0,5.0,11.0,2.0,0.3125,0.08537892133269531,0.5396210786673047,EUR_USD,H4,14,25,2,long,58
18.0,10.0,8.0,0.0,0.5555555555555556,0.3259976217062955,0.7851134894048157,9.0,4.0,4.0,1.0,0.5,0.15351767721859172,0.8464823227814082,EUR_USD,H4,14,25,3,long,27
6.0,3.0,1.0,2.0,0.75,0.3256475521456251,1.0,3.0,2.0,1.0,0.0,0.6666666666666666,0.13322223379388565,1.0,EUR_USD,H4,14,25,4,long,9
253.0,110.0,114.0,29.0,0.49107142857142855,0.4256028650275413,0.5565399921153158,109.0,55.0,48.0,6.0,0.5339805825242718,0.43764156839070445,0.6303195966578392,EUR_USD,H4,14,30,1,long,362
122.0,52.0,61.0,9.0,0.46017699115044247,0.3682792163743152,0.5520747659265698,53.0,25.0,25.0,3.0,0.5,0.3614070708874367,0.6385929291125634,EUR_USD,H4,14,30,2,long,175
60.0,28.0,28.0,4.0,0.5,0.36904199146291206,0.6309580085370879,26.0,16.0,8.0,2.0,0.6666666666666666,0.4780655787313889,0.8552677546019444,EUR_USD,H4,14,30,3,long,86
30.0,11.0,13.0,6.0,0.4583333333333333,0.2589874702005656,0.6576791964661011,13.0,8.0,4.0,1.0,0.6666666666666666,0.39994445023027614,0.9333888831030571,EUR_USD,H4,14,30,4,long,43
553.0,261.0,231.0,61.0,0.5304878048780488,0.486388203806805,0.5745874059492927,237.0,116.0,110.0,11.0,0.5132743362831859,0.44810868353626276,0.578439989030109,EUR_USD,H4,14,35,1,long,790
268.0,129.0,111.0,28.0,0.5375,0.4744194380837752,0.6005805619162248,116.0,56.0,55.0,5.0,0.5045045045045045,0.41149079575117253,0.5975182132578364,EUR_USD,H4,14,35,2,long,384
140.0,70.0,53.0,17.0,0.5691056910569106,0.48159011435532517,0.6566212677584959,61.0,31.0,28.0,2.0,0.5254237288135594,0.3980036361781897,0.652843821448929,EUR_USD,H4,14,35,3,long,201
67.0,32.0,25.0,10.0,0.5614035087719298,0.4325818813543775,0.6902251361894821,29.0,17.0,11.0,1.0,0.6071428571428571,0.42624233199160166,0.7880433822941125,EUR_USD,H4,14,35,4,long,96
32.0,17.0,14.0,1.0,0.5483870967741935,0.37320004290478614,0.7235741506436009,14.0,7.0,5.0,2.0,0.5833333333333334,0.30438856248221097,0.8622781041844558,EUR_USD,H4,14,20,1,short,46
16.0,9.0,7.0,0.0,0.5625,0.31942159829594075,0.8055784017040593,7.0,2.0,3.0,2.0,0.4,0.0,0.8294144850840502,EUR_USD,H4,14,20,2,short,23
7.0,3.0,3.0,1.0,0.5,0.09991667534541426,0.9000833246545857,3.0,2.0,0.0,1.0,1.0,1.0,1.0,EUR_USD,H4,14,20,3,short,10
3.0,1.0,2.0,0.0,0.3333333333333333,0.0,0.8667777662061142,2.0,2.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,14,20,4,short,5
108.0,43.0,58.0,7.0,0.42574257425742573,0.3293103386407844,0.5221748098740671,47.0,25.0,18.0,4.0,0.5813953488372093,0.4339403008287866,0.7288503968456321,EUR_USD,H4,14,25,1,short,155
58.0,26.0,30.0,2.0,0.4642857142857143,0.333662209509583,0.5949092190618457,26.0,10.0,13.0,3.0,0.43478260869565216,0.23218421697992483,0.6373810004113795,EUR_USD,H4,14,25,2,short,84
27.0,12.0,15.0,0.0,0.4444444444444444,0.25701117633169046,0.6318777125571984,12.0,6.0,4.0,2.0,0.6,0.2963581056573385,0.9036418943426614,EUR_USD,H4,14,25,3,short,39
10.0,6.0,4.0,0.0,0.6,0.2963581056573385,0.9036418943426614,5.0,3.0,2.0,0.0,0.6,0.17058551491594975,1.0,EUR_USD,H4,14,25,4,short,15
256.0,121.0,117.0,18.0,0.5084033613445378,0.4448883687478981,0.5719183539411774,111.0,55.0,46.0,10.0,0.5445544554455446,0.4474287309742931,0.641680179916796,EUR_USD,H4,14,30,1,short,367
137.0,65.0,66.0,6.0,0.4961832061068702,0.41056270328763955,0.5818037089261009,60.0,25.0,29.0,6.0,0.46296296296296297,0.32996823210794796,0.595957693817978,EUR_USD,H4,14,30,2,short,197
63.0,30.0,31.0,2.0,0.4918032786885246,0.3663439980277261,0.6172625593493231,28.0,15.0,10.0,3.0,0.6,0.4079600041657988,0.7920399958342011,EUR_USD,H4,14,30,3,short,91
30.0,15.0,13.0,2.0,0.5357142857142857,0.350984753695174,0.7204438177333974,14.0,7.0,6.0,1.0,0.5384615384615384,0.2674637865884742,0.8094592903346027,EUR_USD,H4,14,30,4,short,44
483.0,234.0,206.0,43.0,0.5318181818181819,0.4851932085825204,0.5784431550538432,208.0,94.0,91.0,23.0,0.5081081081081081,0.43606654923981675,0.5801496669763995,EUR_USD,H4,14,35,1,short,691
260.0,128.0,110.0,22.0,0.5378151260504201,0.47447309815853994,0.6011571539423004,112.0,45.0,53.0,14.0,0.45918367346938777,0.3605191211846334,0.5578482257541421,EUR_USD,H4,14,35,2,short,372
125.0,60.0,58.0,7.0,0.5084745762711864,0.4182712230381332,0.5986779295042396,54.0,23.0,25.0,6.0,0.4791666666666667,0.3378386912211856,0.6204946421121478,EUR_USD,H4,14,35,3,short,179
62.0,31.0,26.0,5.0,0.543859649122807,0.4145558429986815,0.6731634552469326,28.0,11.0,14.0,3.0,0.44,0.24541631723086335,0.6345836827691367,EUR_USD,H4,14,35,4,short,90
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,EUR_USD,H4,21,20,1,long,2
0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,21,20,2,long,1
0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,21,20,3,long,1
,,,,,,,,,,,,,,EUR_USD,H4,21,20,4,long,0
16.0,9.0,5.0,2.0,0.6428571428571429,0.39185913489692026,0.8938551508173656,8.0,7.0,1.0,0.0,0.875,0.6458234850600961,1.0,EUR_USD,H4,21,25,1,long,24
6.0,3.0,3.0,0.0,0.5,0.09991667534541426,0.9000833246545857,3.0,2.0,1.0,0.0,0.6666666666666666,0.13322223379388565,1.0,EUR_USD,H4,21,25,2,long,9
4.0,3.0,1.0,0.0,0.75,0.3256475521456251,1.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,EUR_USD,H4,21,25,3,long,6
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,21,25,4,long,2
95.0,46.0,40.0,9.0,0.5348837209302325,0.42946510595874277,0.6403023359017223,41.0,20.0,20.0,1.0,0.5,0.3450483946517494,0.6549516053482506,EUR_USD,H4,21,30,1,long,136
44.0,21.0,21.0,2.0,0.5,0.3487827170371499,0.6512172829628501,20.0,7.0,11.0,2.0,0.3888888888888889,0.16367629309127704,0.6141014846865007,EUR_USD,H4,21,30,2,long,64
21.0,9.0,12.0,0.0,0.42857142857142855,0.21691132368626131,0.6402315334565958,10.0,5.0,4.0,1.0,0.5555555555555556,0.23091161215558614,0.8801994989555251,EUR_USD,H4,21,30,3,long,31
8.0,3.0,4.0,1.0,0.42857142857142855,0.06196537297496135,0.7951774841678958,4.0,3.0,1.0,0.0,0.75,0.3256475521456251,1.0,EUR_USD,H4,21,30,4,long,12
303.0,140.0,125.0,38.0,0.5283018867924528,0.4681974842064482,0.5884062893784574,130.0,63.0,61.0,6.0,0.5080645161290323,0.42006936614870805,0.5960596661093565,EUR_USD,H4,21,35,1,long,433
146.0,68.0,65.0,13.0,0.5112781954887218,0.42632303892585055,0.596233352051593,63.0,31.0,28.0,4.0,0.5254237288135594,0.3980036361781897,0.652843821448929,EUR_USD,H4,21,35,2,long,209
78.0,38.0,32.0,8.0,0.5428571428571428,0.4261558146727558,0.6595584710415299,34.0,18.0,14.0,2.0,0.5625,0.3906176137950721,0.7343823862049279,EUR_USD,H4,21,35,3,long,112
37.0,16.0,15.0,6.0,0.5161290322580645,0.3402074382535619,0.6920506262625671,17.0,9.0,7.0,1.0,0.5625,0.31942159829594075,0.8055784017040593,EUR_USD,H4,21,35,4,long,54
2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,21,20,1,short,3
1.0,0.0,0.0,1.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,21,20,2,short,2
0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,21,20,3,short,1
0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,21,20,4,short,1
31.0,13.0,16.0,2.0,0.4482758620689655,0.26727079113275964,0.6292809330051714,14.0,7.0,5.0,2.0,0.5833333333333334,0.30438856248221097,0.8622781041844558,EUR_USD,H4,21,25,1,short,45
19.0,7.0,11.0,1.0,0.3888888888888889,0.16367629309127704,0.6141014846865007,9.0,3.0,4.0,2.0,0.42857142857142855,0.06196537297496135,0.7951774841678958,EUR_USD,H4,21,25,2,short,28
9.0,3.0,6.0,0.0,0.3333333333333333,0.02534904641652591,0.6413176202501407,4.0,1.0,1.0,2.0,0.5,0.0,1.0,EUR_USD,H4,21,25,3,short,13
3.0,1.0,2.0,0.0,0.3333333333333333,0.0,0.8667777662061142,2.0,1.0,1.0,0.0,0.5,0.0,1.0,EUR_USD,H4,21,25,4,short,5
118.0,51.0,61.0,6.0,0.45535714285714285,0.3631256914698856,0.5475885942444001,52.0,27.0,19.0,6.0,0.5869565217391305,0.4446653333965717,0.7292477100816892,EUR_USD,H4,21,30,1,short,170
65.0,30.0,32.0,3.0,0.4838709677419355,0.35947561566420505,0.608266319819666,28.0,11.0,14.0,3.0,0.44,0.24541631723086335,0.6345836827691367,EUR_USD,H4,21,30,2,short,93
32.0,12.0,18.0,2.0,0.4,0.2246922705640165,0.5753077294359835,15.0,8.0,5.0,2.0,0.6153846153846154,0.35091788956280356,0.8798513412064273,EUR_USD,H4,21,30,3,short,47
14.0,6.0,6.0,2.0,0.5,0.21709836809708338,0.7829016319029166,6.0,3.0,3.0,0.0,0.5,0.09991667534541426,0.9000833246545857,EUR_USD,H4,21,30,4,short,20
302.0,147.0,137.0,18.0,0.5176056338028169,0.45948939331383104,0.5757218742918028,130.0,60.0,55.0,15.0,0.5217391304347826,0.4304400757677961,0.6130381851017691,EUR_USD,H4,21,35,1,short,432
164.0,81.0,74.0,9.0,0.5225806451612903,0.44394546368397964,0.601215826638601,71.0,27.0,36.0,8.0,0.42857142857142855,0.3063694100392728,0.5507734471035842,EUR_USD,H4,21,35,2,short,235
74.0,35.0,36.0,3.0,0.49295774647887325,0.37666468041418233,0.6092508125435642,33.0,15.0,13.0,5.0,0.5357142857142857,0.350984753695174,0.7204438177333974,EUR_USD,H4,21,35,3,short,107
37.0,18.0,16.0,3.0,0.5294117647058824,0.3616341793866309,0.6971893500251338,17.0,7.0,7.0,3.0,0.5,0.2380839829258241,0.7619160170741759,EUR_USD,H4,21,35,4,short,54
,,,,,,,,,,,,,,EUR_USD,H4,28,20,1,long,0
,,,,,,,,,,,,,,EUR_USD,H4,28,20,2,long,0
,,,,,,,,,,,,,,EUR_USD,H4,28,20,3,long,0
,,,,,,,,,,,,,,EUR_USD,H4,28,20,4,long,0
2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,EUR_USD,H4,28,25,1,long,4
0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,28,25,2,long,1
0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EUR_USD,H4,28,25,3,long,1
,,,,,,,,,,,,,,EUR_USD,H4,28,25,4,long,0
49.0,27.0,18.0,4.0,0.6,0.45686183830531657,0.7431381616946834,21.0,13.0,8.0,0.0,0.6190476190476191,0.4113441266823227,0.8267511114129155,EUR_USD,H4,28,30,1,long,70
19.0,12.0,7.0,0.0,0.631578947368421,0.41467607015701474,0.8484818245798273,9.0,3.0,6.0,0.0,0.3333333333333333,0.02534904641652591,0.6413176202501407,EUR_USD,H4,28,30,2,long,28
11.0,8.0,3.0,0.0,0.7272727272727273,0.4640807392878268,0.9904647152576278,5.0,1.0,4.0,0.0,0.2,0.0,0.5506154588719672,EUR_USD,H4,28,30,3,long,16
2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,28,30,4,long,4
173.0,85.0,71.0,17.0,0.5448717948717948,0.4667256044938598,0.6230179852497298,75.0,41.0,32.0,2.0,0.5616438356164384,0.44781856311528917,0.6754691081175876,EUR_USD,H4,28,35,1,long,248
84.0,39.0,38.0,7.0,0.5064935064935064,0.3948215601896798,0.6181654527973331,37.0,18.0,17.0,2.0,0.5142857142857142,0.348703106503375,0.6798683220680535,EUR_USD,H4,28,35,2,long,121
45.0,24.0,18.0,3.0,0.5714285714285714,0.42176227595761373,0.7210948668995291,20.0,12.0,7.0,1.0,0.631578947368421,0.41467607015701474,0.8484818245798273,EUR_USD,H4,28,35,3,long,65
21.0,8.0,8.0,5.0,0.5,0.255,0.745,9.0,5.0,3.0,1.0,0.625,0.28951993352808575,0.9604800664719142,EUR_USD,H4,28,35,4,long,30
0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,28,20,1,short,1
,,,,,,,,,,,,,,EUR_USD,H4,28,20,2,short,0
,,,,,,,,,,,,,,EUR_USD,H4,28,20,3,short,0
,,,,,,,,,,,,,,EUR_USD,H4,28,20,4,short,0
3.0,2.0,1.0,0.0,0.6666666666666666,0.13322223379388565,1.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,EUR_USD,H4,28,25,1,short,5
2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,EUR_USD,H4,28,25,2,short,4
1.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,28,25,3,short,2
1.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,EUR_USD,H4,28,25,4,short,2
58.0,25.0,31.0,2.0,0.44642857142857145,0.3162244048285736,0.5766327380285693,25.0,14.0,9.0,2.0,0.6086956521739131,0.4092385110469433,0.8081527933008829,EUR_USD,H4,28,30,1,short,83
31.0,13.0,17.0,1.0,0.43333333333333335,0.2560081873235037,0.610658479343163,14.0,4.0,8.0,2.0,0.3333333333333333,0.06661111689694282,0.6000555497697238,EUR_USD,H4,28,30,2,short,45
16.0,5.0,10.0,1.0,0.3333333333333333,0.09476973050886098,0.5718969361578057,7.0,4.0,1.0,2.0,0.8,0.44938454112803305,1.0,EUR_USD,H4,28,30,3,short,23
5.0,2.0,2.0,1.0,0.5,0.010000000000000009,0.99,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,0.8667777662061142,EUR_USD,H4,28,30,4,short,8
197.0,86.0,101.0,10.0,0.45989304812834225,0.3884592776446268,0.5313268186120578,85.0,50.0,26.0,9.0,0.6578947368421053,0.5512333173643236,0.764556156319887,EUR_USD,H4,28,35,1,short,282
104.0,48.0,51.0,5.0,0.48484848484848486,0.3864000114266021,0.5832969582703676,45.0,21.0,17.0,7.0,0.5526315789473685,0.3945377985882126,0.7107253593065244,EUR_USD,H4,28,35,2,short,149
49.0,22.0,24.0,3.0,0.4782608695652174,0.33390438908126585,0.622617350049169,22.0,11.0,6.0,5.0,0.6470588235294118,0.41988689910096416,0.8742307479578595,EUR_USD,H4,28,35,3,short,71
25.0,13.0,10.0,2.0,0.5652173913043478,0.3626189995886204,0.7678157830200751,12.0,5.0,3.0,4.0,0.625,0.28951993352808575,0.9604800664719142,EUR_USD,H4,28,35,4,short,37
214.0,110.0,104.0,0.0,0.514018691588785,0.4470536067226746,0.5809837764548954,92.0,50.0,39.0,3.0,0.5617977528089888,0.4587144400097749,0.6648810656082027,GBP_USD,H4,7,20,1,long,306
109.0,47.0,58.0,4.0,0.44761904761904764,0.3525071057742851,0.5427309894638102,48.0,27.0,20.0,1.0,0.574468085106383,0.433114715946712,0.715821454266054,GBP_USD,H4,7,20,2,long,157
53.0,23.0,30.0,0.0,0.4339622641509434,0.30052816979688846,0.5673963585049984,23.0,11.0,11.0,1.0,0.5,0.29106329797150177,0.7089367020284982,GBP_USD,H4,7,20,3,long,76
25.0,13.0,12.0,0.0,0.52,0.32415686277022626,0.7158431372297738,12.0,7.0,4.0,1.0,0.6363636363636364,0.3520837983588668,0.920643474368406,GBP_USD,H4,7,20,4,long,37
413.0,202.0,201.0,10.0,0.5012406947890818,0.4524235679045846,0.5500578216735791,177.0,82.0,86.0,9.0,0.4880952380952381,0.4125080306727785,0.5636824455176976,GBP_USD,H4,7,25,1,long,590
203.0,93.0,103.0,7.0,0.4744897959183674,0.4045809631576984,0.5443986286790363,87.0,42.0,44.0,1.0,0.4883720930232558,0.3827245557084087,0.5940196303381029,GBP_USD,H4,7,25,2,long,290
102.0,40.0,61.0,1.0,0.39603960396039606,0.30065705506406826,0.49142215285672386,44.0,18.0,25.0,1.0,0.4186046511627907,0.271149603154368,0.5660596991712135,GBP_USD,H4,7,25,3,long,146
48.0,22.0,26.0,0.0,0.4583333333333333,0.3173745217106679,0.5992921449559987,21.0,11.0,9.0,1.0,0.55,0.3319637644793876,0.7680362355206125,GBP_USD,H4,7,25,4,long,69
664.0,311.0,335.0,18.0,0.48142414860681115,0.44289318303619757,0.5199551141774248,285.0,143.0,126.0,16.0,0.5315985130111525,0.4719662978173267,0.5912307282049782,GBP_USD,H4,7,30,1,long,949
331.0,145.0,178.0,8.0,0.44891640866873067,0.3946730852758944,0.5031597320615669,143.0,74.0,65.0,4.0,0.5323741007194245,0.4494260071007058,0.6153221943381432,GBP_USD,H4,7,30,2,long,474
166.0,67.0,96.0,3.0,0.4110429447852761,0.3355080406052806,0.48657784896527156,72.0,34.0,34.0,4.0,0.5,0.38115754373219685,0.6188424562678032,GBP_USD,H4,7,30,3,long,238
81.0,36.0,44.0,1.0,0.45,0.3409818822396938,0.5590181177603063,36.0,17.0,17.0,2.0,0.5,0.3319313865603413,0.6680686134396587,GBP_USD,H4,7,30,4,long,117
947.0,442.0,484.0,21.0,0.4773218142548596,0.4451501589563476,0.5094934695533716,407.0,195.0,193.0,19.0,0.5025773195876289,0.4528260184628763,0.5523286207123814,GBP_USD,H4,7,35,1,long,1354
482.0,227.0,246.0,9.0,0.4799154334038055,0.43489135392459854,0.5249395128830124,207.0,102.0,100.0,5.0,0.504950495049505,0.436001315444846,0.5738996746541639,GBP_USD,H4,7,35,2,long,689
237.0,105.0,127.0,5.0,0.4525862068965517,0.38853599010676393,0.5166364236863394,102.0,45.0,51.0,6.0,0.46875,0.36892471317033443,0.5685752868296655,GBP_USD,H4,7,35,3,long,339
116.0,55.0,59.0,2.0,0.4824561403508772,0.39072724893054983,0.5741850317712045,51.0,22.0,26.0,3.0,0.4583333333333333,0.3173745217106679,0.5992921449559987,GBP_USD,H4,7,35,4,long,167
219.0,108.0,102.0,9.0,0.5142857142857142,0.4466868977280259,0.5818845308434026,95.0,37.0,49.0,9.0,0.43023255813953487,0.32559025336448966,0.5348748629145801,GBP_USD,H4,7,20,1,short,314
121.0,55.0,62.0,4.0,0.4700854700854701,0.3796467373438538,0.5605242028270864,52.0,30.0,20.0,2.0,0.6,0.46420721668660003,0.7357927833133999,GBP_USD,H4,7,20,2,short,173
72.0,28.0,40.0,4.0,0.4117647058823529,0.2947873733948295,0.5287420383698763,31.0,18.0,12.0,1.0,0.6,0.4246922705640165,0.7753077294359835,GBP_USD,H4,7,20,3,short,103
30.0,15.0,15.0,0.0,0.5,0.32107729788164574,0.6789227021183543,14.0,10.0,3.0,1.0,0.7692307692307693,0.5401958662133862,0.9982656722481523,GBP_USD,H4,7,20,4,short,44
