pair,tf,period,threshold,recovery,direction,n,w,l,t,wr_decisive,ci_low,ci_high
EUR_USD,H4,14,100,1,long,1162,535,525,102,0.5047169811320755,0.4746178599021606,0.5348161023619904
EUR_USD,H4,14,100,2,long,964,438,441,85,0.49829351535836175,0.4652391282643434,0.5313479024523801
EUR_USD,H4,14,100,3,long,709,327,325,57,0.5015337423312883,0.46315416084876243,0.5399133238138142
EUR_USD,H4,14,100,4,long,500,229,226,45,0.5032967032967033,0.4573545933182066,0.5492388132752
EUR_USD,H4,14,150,1,long,621,289,286,46,0.5026086956521739,0.4617404267494327,0.5434769645549151
EUR_USD,H4,14,150,2,long,555,246,263,46,0.48330058939096265,0.4398870868378688,0.5267140919440565
EUR_USD,H4,14,150,3,long,451,199,220,32,0.47494033412887826,0.4271243701650187,0.5227562980927378
EUR_USD,H4,14,150,4,long,335,149,159,27,0.4837662337662338,0.4279549910285212,0.5395774765039464
EUR_USD,H4,14,200,1,long,256,127,111,18,0.5336134453781513,0.4702331898713046,0.5969937008849979
EUR_USD,H4,14,200,2,long,242,116,106,20,0.5225225225225225,0.45681599184562854,0.5882290531994165
EUR_USD,H4,14,200,3,long,221,101,103,17,0.4950980392156863,0.4264876126460325,0.5637084657853401
EUR_USD,H4,14,200,4,long,178,86,74,18,0.5375,0.4602424053086041,0.6147575946913959
EUR_USD,H4,14,250,1,long,85,38,43,4,0.4691358024691358,0.3604545664045016,0.57781703853377
EUR_USD,H4,14,250,2,long,82,39,38,5,0.5064935064935064,0.3948215601896798,0.6181654527973331
EUR_USD,H4,14,250,3,long,77,34,37,6,0.4788732394366197,0.362672506110634,0.5950739727626053
EUR_USD,H4,14,250,4,long,71,32,34,5,0.48484848484848486,0.36427422192870273,0.605422747768267
EUR_USD,H4,14,100,1,short,1092,536,467,89,0.5343968095712861,0.5035261785469238,0.5652674405956484
EUR_USD,H4,14,100,2,short,901,439,392,70,0.5282791817087846,0.49433777566193876,0.5622205877556306
EUR_USD,H4,14,100,3,short,661,318,293,50,0.5204582651391162,0.48084491011987374,0.5600716201583587
EUR_USD,H4,14,100,4,short,492,235,218,39,0.5187637969094923,0.4727518143741316,0.5647757794448529
EUR_USD,H4,14,150,1,short,577,271,248,58,0.5221579961464354,0.47918303225705966,0.5651329600358111
EUR_USD,H4,14,150,2,short,522,247,227,48,0.5210970464135021,0.4761242426285483,0.5660698501984559
EUR_USD,H4,14,150,3,short,427,195,192,40,0.5038759689922481,0.4540612661637985,0.5536906718206976
EUR_USD,H4,14,150,4,short,332,154,149,29,0.5082508250825083,0.45195896192787127,0.5645426882371453
EUR_USD,H4,14,200,1,short,266,125,121,20,0.508130081300813,0.4456558239333179,0.5706043386683083
EUR_USD,H4,14,200,2,short,255,121,112,22,0.51931330472103,0.45515928307892717,0.5834673263631328
EUR_USD,H4,14,200,3,short,223,106,97,20,0.5221674876847291,0.453452604227827,0.5908823711416311
EUR_USD,H4,14,200,4,short,185,92,77,16,0.5443786982248521,0.46929160526444863,0.6194657911852555
EUR_USD,H4,14,250,1,short,109,51,49,9,0.51,0.4120196019603921,0.6079803980396079
EUR_USD,H4,14,250,2,short,106,49,47,10,0.5104166666666666,0.4104175437683141,0.6104157895650192
EUR_USD,H4,14,250,3,short,97,45,43,9,0.5113636363636364,0.40692226929689,0.6158050034303827
EUR_USD,H4,14,250,4,short,79,38,34,7,0.5277777777777778,0.41246203956855504,0.6430935159870006
EUR_USD,H4,20,100,1,long,1043,510,440,93,0.5368421052631579,0.5051331385769914,0.5685510719493244
EUR_USD,H4,20,100,2,long,833,401,348,84,0.5353805073431241,0.49966184772951483,0.5710991669567335
EUR_USD,H4,20,100,3,long,604,297,258,49,0.5351351351351351,0.49363928425414705,0.5766309860161232
EUR_USD,H4,20,100,4,long,430,202,189,39,0.5166240409207161,0.4670907113092485,0.5661573705321837
EUR_USD,H4,20,150,1,long,526,235,248,43,0.4865424430641822,0.44196705355939647,0.5311178325689679
EUR_USD,H4,20,150,2,long,455,204,208,43,0.49514563106796117,0.4468667719715343,0.543424490164388
EUR_USD,H4,20,150,3,long,355,156,172,27,0.47560975609756095,0.4215627267339341,0.5296567854611879
EUR_USD,H4,20,150,4,long,272,117,132,23,0.46987951807228917,0.40788733260695503,0.5318717035376234
EUR_USD,H4,20,200,1,long,226,103,112,11,0.4790697674418605,0.41229290567552623,0.5458466292081947
EUR_USD,H4,20,200,2,long,207,93,98,16,0.4869109947643979,0.41602498461072496,0.5577970049180709
EUR_USD,H4,20,200,3,long,182,80,89,13,0.47337278106508873,0.39809513828845,0.5486504238417275
EUR_USD,H4,20,200,4,long,152,69,70,13,0.49640287769784175,0.41328251370950586,0.5795232416861776
EUR_USD,H4,20,250,1,long,80,36,41,3,0.4675324675324675,0.35608680706664153,0.5789781279982935
EUR_USD,H4,20,250,2,long,76,36,35,5,0.5070422535211268,0.39074918745643583,0.6233353195858177
EUR_USD,H4,20,250,3,long,73,30,38,5,0.4411764705882353,0.32315931914056084,0.5591936220359097
EUR_USD,H4,20,250,4,long,67,29,33,5,0.46774193548387094,0.3435411032312867,0.5919427677364552
EUR_USD,H4,20,100,1,short,994,500,418,76,0.5446623093681917,0.5124467858967114,0.576877832839672
EUR_USD,H4,20,100,2,short,813,407,345,61,0.5412234042553191,0.505608148891062,0.5768386596195763
EUR_USD,H4,20,100,3,short,602,292,264,46,0.5251798561151079,0.4836713337829132,0.5666883784473025
EUR_USD,H4,20,100,4,short,447,211,205,31,0.5072115384615384,0.45916808325590214,0.5552549936671748
EUR_USD,H4,20,150,1,short,536,258,230,48,0.5286885245901639,0.4843990927195005,0.5729779564608274
EUR_USD,H4,20,150,2,short,471,226,206,39,0.5231481481481481,0.4760484329672532,0.5702478633290431
EUR_USD,H4,20,150,3,short,379,179,169,31,0.514367816091954,0.46185599578576314,0.5668796363981449
EUR_USD,H4,20,150,4,short,293,135,132,26,0.5056179775280899,0.44564673745823735,0.5655892175979425
EUR_USD,H4,20,200,1,short,245,118,98,29,0.5462962962962963,0.47990219661806804,0.6126903959745246
EUR_USD,H4,20,200,2,short,229,113,91,25,0.553921568627451,0.48570800507984035,0.6221351321750617
EUR_USD,H4,20,200,3,short,203,100,81,22,0.5524861878453039,0.48004580806740327,0.6249265676232045
EUR_USD,H4,20,200,4,short,166,77,69,20,0.5273972602739726,0.4464137317135804,0.6083807888343647
EUR_USD,H4,20,250,1,short,99,44,45,10,0.4943820224719101,0.390508787678015,0.5982552572658052
EUR_USD,H4,20,250,2,short,96,43,44,9,0.4942528735632184,0.3891927859932782,0.5993129611331586
EUR_USD,H4,20,250,3,short,88,39,40,9,0.4936708860759494,0.38342110554832587,0.6039206666035729
EUR_USD,H4,20,250,4,short,75,33,34,8,0.4925373134328358,0.3728245941993393,0.6122500326663323
EUR_USD,H4,30,100,1,long,957,465,410,82,0.5314285714285715,0.4983640381640598,0.5644931046930831
EUR_USD,H4,30,100,2,long,739,345,322,72,0.5172413793103449,0.4793181943799969,0.5551645642406928
EUR_USD,H4,30,100,3,long,550,271,234,45,0.5366336633663367,0.49314144315296515,0.5801258835797082
EUR_USD,H4,30,100,4,long,398,186,174,38,0.5166666666666667,0.4650448342675072,0.5682884990658262
EUR_USD,H4,30,150,1,long,474,216,222,36,0.4931506849315068,0.44632886737307487,0.5399725024899388
EUR_USD,H4,30,150,2,long,388,172,180,36,0.48863636363636365,0.4364156801029905,0.5408570471697368
EUR_USD,H4,30,150,3,long,319,143,151,25,0.48639455782312924,0.4292609606898244,0.543528154956434
EUR_USD,H4,30,150,4,long,244,105,115,24,0.4772727272727273,0.4112694318150782,0.5432760227303763
EUR_USD,H4,30,200,1,long,193,74,104,15,0.4157303370786517,0.3433269976553497,0.4881336765019537
EUR_USD,H4,30,200,2,long,169,64,89,16,0.41830065359477125,0.34013716844495223,0.4964641387445903
EUR_USD,H4,30,200,3,long,146,61,73,12,0.4552238805970149,0.3709049244581568,0.539542836735873
EUR_USD,H4,30,200,4,long,118,48,58,12,0.4528301886792453,0.35806869690886345,0.5475916804496271
EUR_USD,H4,30,250,1,long,84,33,46,5,0.4177215189873418,0.3089659962466471,0.5264770417280364
EUR_USD,H4,30,250,2,long,79,30,41,8,0.4225352112676056,0.30763492677587473,0.5374354957593366
EUR_USD,H4,30,250,3,long,74,32,37,5,0.463768115942029,0.34610013907497855,0.5814360928090794
EUR_USD,H4,30,250,4,long,63,28,30,5,0.4827586206896552,0.3541548435853036,0.6113623977940068
EUR_USD,H4,30,100,1,short,913,468,371,74,0.5578069129916567,0.5242004341252428,0.5914133918580707
EUR_USD,H4,30,100,2,short,708,359,294,55,0.5497702909647779,0.511610394391849,0.5879301875377069
EUR_USD,H4,30,100,3,short,516,256,225,35,0.5322245322245323,0.4876332769195042,0.5768157875295603
EUR_USD,H4,30,100,4,short,356,173,157,26,0.5242424242424243,0.4703586461028447,0.5781262023820039
EUR_USD,H4,30,150,1,short,500,254,202,44,0.5570175438596491,0.5114242099262613,0.6026108777930369
EUR_USD,H4,30,150,2,short,409,215,161,33,0.5718085106382979,0.5217927967561723,0.6218242245204234
EUR_USD,H4,30,150,3,short,322,168,136,18,0.5526315789473685,0.4967369868696806,0.6085261710250564
EUR_USD,H4,30,150,4,short,237,124,100,13,0.5535714285714286,0.4884693452714297,0.6186735118714275
EUR_USD,H4,30,200,1,short,208,95,85,28,0.5277777777777778,0.45484570121680773,0.6007098543387479
EUR_USD,H4,30,200,2,short,181,88,75,18,0.5398773006134969,0.4633622918159028,0.616392309411091
EUR_USD,H4,30,200,3,short,148,67,69,12,0.49264705882352944,0.40862183934965474,0.5766722782974041
EUR_USD,H4,30,200,4,short,117,52,57,8,0.47706422018348627,0.38329605368250547,0.5708323866844671
EUR_USD,H4,30,250,1,short,80,34,37,9,0.4788732394366197,0.362672506110634,0.5950739727626053
EUR_USD,H4,30,250,2,short,76,33,34,9,0.4925373134328358,0.3728245941993393,0.6122500326663323
EUR_USD,H4,30,250,3,short,66,29,31,6,0.48333333333333334,0.35688618436791986,0.6097804822987468
EUR_USD,H4,30,250,4,short,55,23,27,5,0.46,0.3218512801362242,0.5981487198637758
EUR_USD,H4,40,100,1,long,933,459,398,76,0.5355892648774796,0.5021980117925502,0.568980517962409
EUR_USD,H4,40,100,2,long,696,328,304,64,0.5189873417721519,0.4800331527243571,0.5579415308199467
EUR_USD,H4,40,100,3,long,505,243,223,39,0.5214592274678111,0.4761034344572989,0.5668150204783233
EUR_USD,H4,40,100,4,long,344,163,150,31,0.5207667731629393,0.4654216960657368,0.5761118502601418
EUR_USD,H4,40,150,1,long,445,207,205,33,0.5024271844660194,0.4541466187093203,0.5507077502227186
EUR_USD,H4,40,150,2,long,357,164,162,31,0.5030674846625767,0.44879132609940275,0.5573436432257506
EUR_USD,H4,40,150,3,long,273,130,122,21,0.5158730158730159,0.45416993464366273,0.5775760971023691
EUR_USD,H4,40,150,4,long,199,95,87,17,0.521978021978022,0.44940580032617544,0.5945502436298686
EUR_USD,H4,40,200,1,long,155,68,73,14,0.48226950354609927,0.39979052215866606,0.5647484849335325
EUR_USD,H4,40,200,2,long,132,60,60,12,0.5,0.41053864894082287,0.5894613510591771
EUR_USD,H4,40,200,3,long,116,53,54,9,0.4953271028037383,0.40059106445455217,0.5900631411529245
EUR_USD,H4,40,200,4,long,90,38,43,9,0.4691358024691358,0.3604545664045016,0.57781703853377
EUR_USD,H4,40,250,1,long,53,24,22,7,0.5217391304347826,0.37738264995083104,0.6660956109187341
EUR_USD,H4,40,250,2,long,49,23,21,5,0.5227272727272727,0.37513941734496625,0.6703151281095792
EUR_USD,H4,40,250,3,long,44,21,19,4,0.525,0.3702422053659332,0.6797577946340668
EUR_USD,H4,40,250,4,long,37,19,15,3,0.5588235294117647,0.39192207324182393,0.7257249855817055
EUR_USD,H4,40,100,1,short,886,457,358,71,0.5607361963190184,0.526662498183085,0.5948098944549518
EUR_USD,H4,40,100,2,short,659,333,277,49,0.5459016393442623,0.5063901572910674,0.5854131213974572
EUR_USD,H4,40,100,3,short,470,228,206,36,0.5253456221198156,0.4783645946223795,0.5723266496172517
EUR_USD,H4,40,100,4,short,327,153,148,26,0.5083056478405316,0.45182718071547845,0.5647841149655847
EUR_USD,H4,40,150,1,short,465,238,189,38,0.5573770491803278,0.5102648215767632,0.6044892767838924
EUR_USD,H4,40,150,2,short,373,198,150,25,0.5689655172413793,0.5169341269991026,0.6209969074836561
EUR_USD,H4,40,150,3,short,280,143,120,17,0.5437262357414449,0.4835283705061134,0.6039241009767763
EUR_USD,H4,40,150,4,short,208,109,88,11,0.5532994923857868,0.4838752231301636,0.62272376164141
EUR_USD,H4,40,200,1,short,196,91,87,18,0.5112359550561798,0.437800398551427,0.5846715115609327
EUR_USD,H4,40,200,2,short,167,84,73,10,0.535031847133758,0.45701153816462725,0.6130521561028887
EUR_USD,H4,40,200,3,short,132,65,60,7,0.52,0.43241628644548125,0.6075837135545188
EUR_USD,H4,40,200,4,short,104,53,46,5,0.5353535353535354,0.43710634710117363,0.633600723605897
EUR_USD,H4,40,250,1,short,77,30,40,7,0.42857142857142855,0.31264041460191305,0.544502442540944
EUR_USD,H4,40,250,2,short,66,26,35,5,0.4262295081967213,0.30212658393074165,0.5503324324627009
EUR_USD,H4,40,250,3,short,53,21,27,5,0.4375,0.2971586193419774,0.5778413806580226
EUR_USD,H4,40,250,4,short,48,17,27,4,0.38636363636363635,0.24248927814032473,0.530237994586948
GBP_USD,H4,14,100,1,long,1131,531,566,34,0.4840474020054695,0.45447397826157804,0.513620825749361
GBP_USD,H4,14,100,2,long,927,433,470,24,0.4795127353266888,0.44692776551120184,0.5120977051421758
GBP_USD,H4,14,100,3,long,687,328,335,24,0.4947209653092006,0.45666304046718526,0.5327788901512159
GBP_USD,H4,14,100,4,long,487,229,240,18,0.488272921108742,0.443033173920224,0.53351266829726
GBP_USD,H4,14,150,1,long,597,289,291,17,0.4982758620689655,0.45758381886932553,0.5389679052686055
GBP_USD,H4,14,150,2,long,528,253,258,17,0.49510763209393344,0.45175705984774345,0.5384582043401234
GBP_USD,H4,14,150,3,long,431,208,209,14,0.4988009592326139,0.45081029075176804,0.5467916277134598
GBP_USD,H4,14,150,4,long,319,149,160,10,0.48220064724919093,0.4264857315476732,0.5379155629507086
GBP_USD,H4,14,200,1,long,261,127,126,8,0.5019762845849802,0.4403646937442246,0.5635878754257359
GBP_USD,H4,14,200,2,long,250,128,113,9,0.5311203319502075,0.4681153757397445,0.5941252881606705
GBP_USD,H4,14,200,3,long,222,112,103,7,0.5209302325581395,0.4541533707918053,0.5877070943244738
GBP_USD,H4,14,200,4,long,173,87,82,4,0.514792899408284,0.43944128405824995,0.5901445147583181
GBP_USD,H4,14,250,1,long,98,42,55,1,0.4329896907216495,0.33438343685591154,0.5315959445873875
GBP_USD,H4,14,250,2,long,95,44,49,2,0.4731182795698925,0.37164398829071976,0.5745925708490652
GBP_USD,H4,14,250,3,long,86,40,45,1,0.47058823529411764,0.364476373307705,0.5767000972805303
GBP_USD,H4,14,250,4,long,72,37,34,1,0.5211267605633803,0.40492602723739457,0.6373274938893659
GBP_USD,H4,14,100,1,short,1150,538,558,54,0.4908759124087591,0.46127885891533266,0.5204729659021855
GBP_USD,H4,14,100,2,short,937,448,453,36,0.4972253052164262,0.46457727430993556,0.5298733361229169
GBP_USD,H4,14,100,3,short,669,326,318,25,0.5062111801242236,0.4675967499569308,0.5448256102915164
GBP_USD,H4,14,100,4,short,493,250,228,15,0.5230125523012552,0.4782358965382021,0.5677892080643083
GBP_USD,H4,14,150,1,short,594,293,286,15,0.5060449050086355,0.46532047143669036,0.5467693385805807
GBP_USD,H4,14,150,2,short,531,268,251,12,0.5163776493256262,0.4733835067476936,0.5593717919035589
GBP_USD,H4,14,150,3,short,428,220,195,13,0.5301204819277109,0.48210154154726276,0.5781394223081591
GBP_USD,H4,14,150,4,short,331,173,151,7,0.5339506172839507,0.47963182801208926,0.5882694065558121
GBP_USD,H4,14,200,1,short,255,124,125,6,0.4979919678714859,0.4358874921606136,0.5600964435823582
GBP_USD,H4,14,200,2,short,242,119,117,6,0.5042372881355932,0.44044701253751584,0.5680275637336706
GBP_USD,H4,14,200,3,short,213,109,97,7,0.529126213592233,0.46096232516561425,0.5972901020188517
GBP_USD,H4,14,200,4,short,172,90,79,3,0.5325443786982249,0.45731961800944515,0.6077691393870046
GBP_USD,H4,14,250,1,short,93,41,50,2,0.45054945054945056,0.3483212036003655,0.5527776974985356
GBP_USD,H4,14,250,2,short,90,41,48,1,0.4606741573033708,0.3571161682586195,0.5642321463481221
GBP_USD,H4,14,250,3,short,82,42,38,2,0.525,0.4155697139727763,0.6344302860272237
GBP_USD,H4,14,250,4,short,71,37,34,0,0.5211267605633803,0.40492602723739457,0.6373274938893659
GBP_USD,H4,20,100,1,long,1049,477,538,34,0.46995073891625616,0.43924586380077735,0.500655614031735
GBP_USD,H4,20,100,2,long,830,386,420,24,0.47890818858560796,0.4444198871112006,0.5133964900600153
GBP_USD,H4,20,100,3,long,610,292,302,16,0.49158249158249157,0.45137830303173504,0.5317866801332481
GBP_USD,H4,20,100,4,long,432,207,211,14,0.49521531100478466,0.4472841389276514,0.5431464830819179
GBP_USD,H4,20,150,1,long,519,249,249,21,0.5,0.4560851499350744,0.5439148500649257
GBP_USD,H4,20,150,2,long,453,213,223,17,0.48853211009174313,0.44161096842038977,0.5354532517630965
GBP_USD,H4,20,150,3,long,357,173,173,11,0.5,0.4473148736040939,0.5526851263959061
GBP_USD,H4,20,150,4,long,266,128,128,10,0.5,0.43875,0.56125
GBP_USD,H4,20,200,1,long,223,112,104,7,0.5185185185185185,0.45188371436616814,0.5851533226708688
GBP_USD,H4,20,200,2,long,205,103,93,9,0.5255102040816326,0.4556013713209637,0.5954190368423016
GBP_USD,H4,20,200,3,long,179,91,83,5,0.5229885057471264,0.44877346311187577,0.5972035483823771
GBP_USD,H4,20,200,4,long,139,78,58,3,0.5735294117647058,0.4904087471804513,0.6566500763489604
GBP_USD,H4,20,250,1,long,91,42,47,2,0.47191011235955055,0.36819438066579907,0.575625844053302
GBP_USD,H4,20,250,2,long,88,44,41,3,0.5176470588235295,0.41141736019671427,0.6238767574503447
GBP_USD,H4,20,250,3,long,78,38,37,3,0.5066666666666667,0.3935160730772841,0.6198172602560493
GBP_USD,H4,20,250,4,long,67,36,30,1,0.5454545454545454,0.4253243881429132,0.6655847027661776
GBP_USD,H4,20,100,1,short,1041,498,501,42,0.4984984984984985,0.46749281044326235,0.5295041865537347
GBP_USD,H4,20,100,2,short,819,395,390,34,0.5031847133757962,0.4682077229964253,0.538161703755167
GBP_USD,H4,20,100,3,short,596,283,292,21,0.49217391304347824,0.451310094432889,0.5330377316540674
GBP_USD,H4,20,100,4,short,428,216,199,13,0.5204819277108433,0.47241599877051693,0.5685478566511698
GBP_USD,H4,20,150,1,short,539,267,254,18,0.5124760076775432,0.4695547958339181,0.5553972195211683
GBP_USD,H4,20,150,2,short,453,230,204,19,0.5299539170506913,0.48299690234679804,0.5769109317545845
GBP_USD,H4,20,150,3,short,360,180,168,12,0.5172413793103449,0.46473910716029765,0.5697436514603921
GBP_USD,H4,20,150,4,short,271,140,122,9,0.5343511450381679,0.47394959724940566,0.5947526928269302
GBP_USD,H4,20,200,1,short,240,114,118,8,0.49137931034482757,0.42704872199718025,0.5557098986924749
GBP_USD,H4,20,200,2,short,217,109,102,6,0.5165876777251185,0.44915883231772896,0.584016523132508
GBP_USD,H4,20,200,3,short,188,96,87,5,0.5245901639344263,0.4522341423590032,0.5969461855098492
GBP_USD,H4,20,200,4,short,150,77,69,4,0.5273972602739726,0.4464137317135804,0.6083807888343647
GBP_USD,H4,20,250,1,short,98,52,44,2,0.5416666666666666,0.4419937351002828,0.6413395982330505
GBP_USD,H4,20,250,2,short,95,50,44,1,0.5319148936170213,0.4310417323595832,0.6327880548744593
GBP_USD,H4,20,250,3,short,89,48,39,2,0.5517241379310345,0.4472208115013287,0.6562274643607403
GBP_USD,H4,20,250,4,short,79,44,34,1,0.5641025641025641,0.4540551190503905,0.6741500091547377
GBP_USD,H4,30,100,1,long,941,454,462,25,0.49563318777292575,0.4632543112900403,0.5280120642558112
GBP_USD,H4,30,100,2,long,731,346,363,22,0.48801128349788436,0.45121719229706975,0.5248053746986989
GBP_USD,H4,30,100,3,long,523,248,262,13,0.48627450980392156,0.4428957338309455,0.5296532857768976
GBP_USD,H4,30,100,4,long,359,172,176,11,0.4942528735632184,0.44172282977824834,0.5467829173481885
GBP_USD,H4,30,150,1,long,478,241,220,17,0.5227765726681128,0.47718080364425347,0.5683723416919721
GBP_USD,H4,30,150,2,long,390,195,179,16,0.5213903743315508,0.4707621740784387,0.5720185745846629
GBP_USD,H4,30,150,3,long,306,154,145,7,0.5150501672240803,0.4584009842765143,0.5716993501716462
GBP_USD,H4,30,150,4,long,231,109,114,8,0.48878923766816146,0.4231800816048579,0.5543983937314649
GBP_USD,H4,30,200,1,long,210,92,109,9,0.4577114427860697,0.3888352476359027,0.5265876379362366
GBP_USD,H4,30,200,2,long,182,84,91,7,0.48,0.4059782518444748,0.5540217481555252
GBP_USD,H4,30,200,3,long,152,72,78,2,0.48,0.40004737402686513,0.5599526259731349
GBP_USD,H4,30,200,4,long,118,54,62,2,0.46551724137931033,0.37474317054116424,0.5562913122174564
GBP_USD,H4,30,250,1,long,84,41,41,2,0.5,0.39177710444665037,0.6082228955533496
GBP_USD,H4,30,250,2,long,78,41,35,2,0.5394736842105263,0.4274108419121192,0.6515365265089335
GBP_USD,H4,30,250,3,long,68,38,29,1,0.5671641791044776,0.4485232157242064,0.6858051424847488
GBP_USD,H4,30,250,4,long,56,27,27,2,0.5,0.36663889178180475,0.6333611082181952
GBP_USD,H4,30,100,1,short,949,439,476,34,0.47978142076502733,0.44741011881659,0.5121527227134647
GBP_USD,H4,30,100,2,short,728,351,348,29,0.5021459227467812,0.46507925988516907,0.5392125856083932
GBP_USD,H4,30,100,3,short,510,247,244,19,0.5030549898167006,0.45882903448236567,0.5472809451510355
GBP_USD,H4,30,100,4,short,357,180,164,13,0.5232558139534884,0.4704749391469529,0.5760366887600239
GBP_USD,H4,30,150,1,short,485,237,230,18,0.5074946466809421,0.4621507497367588,0.5528385436251255
GBP_USD,H4,30,150,2,short,393,201,175,17,0.5345744680851063,0.48415580135523995,0.5849931348149727
GBP_USD,H4,30,150,3,short,302,157,133,12,0.5413793103448276,0.48402913881281806,0.598729481876837
GBP_USD,H4,30,150,4,short,226,117,99,10,0.5416666666666666,0.47521804562241077,0.6081152877109225
GBP_USD,H4,30,200,1,short,195,99,90,6,0.5238095238095238,0.45260588030909177,0.5950131673099559
GBP_USD,H4,30,200,2,short,175,93,77,5,0.5470588235294118,0.4722298950828218,0.6218877519760019
GBP_USD,H4,30,200,3,short,144,75,67,2,0.528169014084507,0.4460598581245264,0.6102781700444876
GBP_USD,H4,30,200,4,short,116,58,55,3,0.5132743362831859,0.42111618636759174,0.60543248619878
GBP_USD,H4,30,250,1,short,68,35,31,2,0.5303030303030303,0.4098951150314439,0.6507109455746167
GBP_USD,H4,30,250,2,short,62,33,27,2,0.55,0.4241167207290818,0.6758832792709183
GBP_USD,H4,30,250,3,short,57,27,29,1,0.48214285714285715,0.35126839439324353,0.6130173198924708
GBP_USD,H4,30,250,4,short,51,26,24,1,0.52,0.3815179896159794,0.6584820103840207
GBP_USD,H4,40,100,1,long,907,435,446,26,0.49375709421112374,0.4607426290092454,0.5267715594130021
GBP_USD,H4,40,100,2,long,694,337,336,21,0.5007429420505201,0.4629667598725972,0.5385191242284428
GBP_USD,H4,40,100,3,long,481,228,239,14,0.48822269807280516,0.4428862883560627,0.5335591077895476
GBP_USD,H4,40,100,4,long,325,157,160,8,0.4952681388012618,0.4402283199885364,0.5503079576139872
GBP_USD,H4,40,150,1,long,459,220,227,12,0.49217002237136465,0.44582329687349415,0.5385167478692352
GBP_USD,H4,40,150,2,long,377,185,181,11,0.505464480874317,0.4542421196023118,0.556686842146322
GBP_USD,H4,40,150,3,long,292,142,142,8,0.5,0.44184769874850116,0.5581523012514988
GBP_USD,H4,40,150,4,long,215,103,106,6,0.49282296650717705,0.4250419329038236,0.5606040001105306
GBP_USD,H4,40,200,1,long,185,84,97,4,0.46408839779005523,0.39143369689361723,0.5367430986864933
GBP_USD,H4,40,200,2,long,159,75,80,4,0.4838709677419355,0.4051964391610981,0.562545496322773
GBP_USD,H4,40,200,3,long,125,64,58,3,0.5245901639344263,0.43597249759562773,0.6132078302732248
GBP_USD,H4,40,200,4,long,102,48,52,2,0.48,0.3820784313851131,0.5779215686148869
GBP_USD,H4,40,250,1,long,73,36,36,1,0.5,0.38450589240619726,0.6154941075938027
GBP_USD,H4,40,250,2,long,68,36,30,2,0.5454545454545454,0.4253243881429132,0.6655847027661776
GBP_USD,H4,40,250,3,long,60,32,27,1,0.5423728813559322,0.41524672242839017,0.6694990402834742
GBP_USD,H4,40,250,4,long,47,22,23,2,0.4888888888888889,0.3428351903625469,0.6349425874152308
GBP_USD,H4,40,100,1,short,885,400,449,36,0.4711425206124853,0.43756507130166,0.5047199699233106
GBP_USD,H4,40,100,2,short,658,301,326,31,0.4800637958532695,0.44095748861855444,0.5191701030879846
GBP_USD,H4,40,100,3,short,445,214,216,15,0.49767441860465117,0.4504151332277558,0.5449337039815465
GBP_USD,H4,40,100,4,short,314,158,141,15,0.5284280936454849,0.47184490878263974,0.5850112785083301
GBP_USD,H4,40,150,1,short,425,212,196,17,0.5196078431372549,0.4711279344827715,0.5680877517917383
GBP_USD,H4,40,150,2,short,344,179,151,14,0.5424242424242425,0.4886715588963617,0.5961769259521232
GBP_USD,H4,40,150,3,short,253,128,118,7,0.5203252032520326,0.4578943315080745,0.5827560749959906
GBP_USD,H4,40,150,4,short,190,100,81,9,0.5524861878453039,0.48004580806740327,0.6249265676232045
GBP_USD,H4,40,200,1,short,171,87,74,10,0.5403726708074534,0.4633900409085211,0.6173553007063858
GBP_USD,H4,40,200,2,short,153,81,64,8,0.5586206896551724,0.47779739229682905,0.6394439870135158
GBP_USD,H4,40,200,3,short,120,62,57,1,0.5210084033613446,0.4312512848603824,0.6107655218623067
GBP_USD,H4,40,200,4,short,99,51,45,3,0.53125,0.43142471317033443,0.6310752868296655
GBP_USD,H4,40,250,1,short,56,30,23,3,0.5660377358490566,0.43260364149500163,0.6994718302031115
GBP_USD,H4,40,250,2,short,54,29,22,3,0.5686274509803921,0.4326987562469371,0.7045561457138472
GBP_USD,H4,40,250,3,short,51,22,28,1,0.44,0.3024085584056915,0.5775914415943085
GBP_USD,H4,40,250,4,short,44,19,23,2,0.4523809523809524,0.3018510242627896,0.6029108804991152
AUD_USD,H4,14,100,1,long,1159,604,545,10,0.525674499564839,0.4968014438578938,0.5545475552717842
AUD_USD,H4,14,100,2,long,909,459,447,3,0.5066225165562914,0.47406705333414084,0.539177979778442
AUD_USD,H4,14,100,3,long,682,331,345,6,0.4896449704142012,0.45196074682766163,0.5273291940007407
AUD_USD,H4,14,100,4,long,467,238,224,5,0.5151515151515151,0.46957872740856366,0.5607243028944666
AUD_USD,H4,14,150,1,long,626,335,286,5,0.5394524959742351,0.5002490637130482,0.5786559282354219
AUD_USD,H4,14,150,2,long,549,285,263,1,0.5200729927007299,0.47824321680135795,0.5619027686001019
AUD_USD,H4,14,150,3,long,442,214,225,3,0.4874715261958998,0.44071336361171715,0.5342296887800824
AUD_USD,H4,14,150,4,long,328,172,152,4,0.5308641975308642,0.4765235794985471,0.5852048155631813
AUD_USD,H4,14,200,1,long,236,124,110,2,0.5299145299145299,0.46596468871101515,0.5938643711180447
AUD_USD,H4,14,200,2,long,219,108,111,0,0.4931506849315068,0.42693463552541366,0.5593667343376
