tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,threshold,recovery,direction,total_n
51,23,28,0,0.45098039215686275,0.31441402999179735,0.5875467543219282,22,13,8,1,0.6190476190476191,0.4113441266823227,0.8267511114129155,GBP_USD,H4,40,250,1,long,73
47,23,23,1,0.5,0.3555068829682008,0.6444931170317991,21,13,7,1,0.65,0.4409588557245249,0.8590411442754751,GBP_USD,H4,40,250,2,long,68
42,22,20,0,0.5238095238095238,0.37276378631648893,0.6748552613025587,18,10,7,1,0.5882352941176471,0.3542806291426003,0.8221899590926939,GBP_USD,H4,40,250,3,long,60
32,15,16,1,0.4838709677419355,0.3079493737374329,0.6597925617464381,15,7,7,1,0.5,0.2380839829258241,0.7619160170741759,GBP_USD,H4,40,250,4,long,47
619,279,326,14,0.46115702479338844,0.42143476833160903,0.5008792812551678,266,121,123,22,0.4959016393442623,0.43316567578010573,0.5586376029084189,GBP_USD,H4,40,100,1,short,885
460,214,234,12,0.47767857142857145,0.43142408473741356,0.5239330581197293,198,87,92,19,0.4860335195530726,0.41281346217616294,0.5592535769299823,GBP_USD,H4,40,100,2,short,658
311,155,147,9,0.5132450331125827,0.45687215952685706,0.5696179066983085,134,59,69,6,0.4609375,0.37458166893268774,0.5472933310673123,GBP_USD,H4,40,100,3,short,445
219,118,93,8,0.5592417061611374,0.4922509520973734,0.6262324602249015,95,40,48,7,0.45454545454545453,0.3505096865529601,0.558581222537949,GBP_USD,H4,40,100,4,short,314
297,154,135,8,0.532871972318339,0.47534963137528696,0.5903943132613911,128,58,61,9,0.48739495798319327,0.3975870575157917,0.5772028584505948,GBP_USD,H4,40,150,1,short,425
240,132,102,6,0.5641025641025641,0.5005666420780611,0.6276384861270671,104,47,49,8,0.4895833333333333,0.38958421043498076,0.5895824562316858,GBP_USD,H4,40,150,2,short,344
177,94,77,6,0.5497076023391813,0.4751363914634267,0.6242788132149358,76,34,41,1,0.4533333333333333,0.3406666361604249,0.5660000305062417,GBP_USD,H4,40,150,3,short,253
133,72,55,6,0.5669291338582677,0.48075080207377696,0.6531074656427585,57,28,26,3,0.5185185185185185,0.3852489102138178,0.6517881268232192,GBP_USD,H4,40,150,4,short,190
119,67,48,4,0.5826086956521739,0.49247911905841363,0.6727382722459341,52,20,26,6,0.43478260869565216,0.29152391205597294,0.5780413053353314,GBP_USD,H4,40,200,1,short,171
107,62,42,3,0.5961538461538461,0.5018506195734774,0.6904570727342149,46,19,22,5,0.4634146341463415,0.3107746096124355,0.6160546586802474,GBP_USD,H4,40,200,2,short,153
84,48,35,1,0.5783132530120482,0.47207190471163185,0.6845546013124645,36,14,22,0,0.3888888888888889,0.2296395351917726,0.5481382425860052,GBP_USD,H4,40,200,3,short,120
69,41,26,2,0.6119402985074627,0.4952532997726573,0.728627297242268,30,10,19,1,0.3448275862068966,0.1718316605117934,0.5178235119019997,GBP_USD,H4,40,200,4,short,99
39,23,15,1,0.6052631578947368,0.4498491272494405,0.7606771885400332,17,7,8,2,0.4666666666666667,0.2141946806886107,0.7191386526447227,GBP_USD,H4,40,250,1,short,56
37,21,15,1,0.5833333333333334,0.42228449479339936,0.7443821718732674,17,8,7,2,0.5333333333333333,0.28086134735527735,0.7858053193113893,GBP_USD,H4,40,250,2,short,54
35,16,18,1,0.47058823529411764,0.3028106499748662,0.6383658206133691,16,6,10,0,0.375,0.13777977004479572,0.6122202299552043,GBP_USD,H4,40,250,3,short,51
30,13,15,2,0.4642857142857143,0.2795561822666026,0.649015246304826,14,6,8,0,0.42857142857142855,0.16934180063511417,0.6878010565077429,GBP_USD,H4,40,250,4,short,44
811,429,372,10,0.5355805243445693,0.5010417109284762,0.5701193377606624,348,175,173,0,0.5028735632183908,0.4503409165953659,0.5554062098414158,AUD_USD,H4,14,100,1,long,1159
636,318,315,3,0.5023696682464455,0.46341860265746093,0.54132073383543,273,141,132,0,0.5164835164835165,0.45720345809615204,0.575763574870881,AUD_USD,H4,14,100,2,long,909
477,231,241,5,0.4894067796610169,0.4443087482626449,0.534504811059389,205,100,104,1,0.49019607843137253,0.42159554545593053,0.5587966114068145,AUD_USD,H4,14,100,3,long,682
326,165,158,3,0.5108359133126935,0.4563200613621887,0.5653517652631983,141,73,66,2,0.5251798561151079,0.44216281145071856,0.6081969007794972,AUD_USD,H4,14,100,4,long,467
438,237,196,5,0.5473441108545035,0.5004599188855697,0.5942283028234373,188,98,90,0,0.5212765957446809,0.4498674907263839,0.5926857007629779,AUD_USD,H4,14,150,1,long,626
384,196,187,1,0.5117493472584856,0.46168751400306307,0.5618111805139082,165,89,76,0,0.5393939393939394,0.46333820670550036,0.6154496720823786,AUD_USD,H4,14,150,2,long,549
309,145,162,2,0.4723127035830619,0.41646696789419846,0.5281584392719253,133,69,63,1,0.5227272727272727,0.4375173846931785,0.607937160761367,AUD_USD,H4,14,150,3,long,442
229,117,110,2,0.5154185022026432,0.45040455128959506,0.5804324531156912,99,55,42,2,0.5670103092783505,0.46840405541261254,0.6656165631440885,AUD_USD,H4,14,150,4,long,328
165,78,85,2,0.4785276073619632,0.40183889798033406,0.5552163167435923,71,46,25,0,0.647887323943662,0.5367864517279511,0.7589881961593729,AUD_USD,H4,14,200,1,long,236
153,69,84,0,0.45098039215686275,0.3721337661986143,0.5298270181151112,66,39,27,0,0.5909090909090909,0.4722900649127333,0.7095281169054486,AUD_USD,H4,14,200,2,long,219
133,57,76,0,0.42857142857142855,0.34446623128537307,0.512676625857484,58,35,22,1,0.6140350877192983,0.48765194504547227,0.7404182303931243,AUD_USD,H4,14,200,3,long,191
107,52,55,0,0.48598130841121495,0.39127837718809627,0.5806842396343336,47,28,17,2,0.6222222222222222,0.4805643294898079,0.7638801149546366,AUD_USD,H4,14,200,4,long,154
53,29,24,0,0.5471698113207547,0.4131568244683743,0.6811827981731351,24,20,4,0,0.8333333333333334,0.6842310815680381,0.9824355850986286,AUD_USD,H4,14,250,1,long,77
53,28,25,0,0.5283018867924528,0.3939043568631324,0.6626994167217732,23,18,5,0,0.782608695652174,0.6140366441927293,0.9511807471116186,AUD_USD,H4,14,250,2,long,76
50,22,28,0,0.44,0.3024085584056915,0.5775914415943085,22,18,4,0,0.8181818181818182,0.6570102994438864,0.97935333691975,AUD_USD,H4,14,250,3,long,72
42,20,22,0,0.47619047619047616,0.32514473869744126,0.627236213683511,18,12,5,1,0.7058823529411765,0.48928242167172487,0.9224822842106282,AUD_USD,H4,14,250,4,long,60
