tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,threshold,recovery,direction,total_n
186,95,91,0,0.510752688172043,0.4389122200093878,0.5825931563346982,81,46,33,2,0.5822784810126582,0.47352295827196356,0.6910340037533529,AUD_CHF,H4,40,150,3,short,267
137,66,67,4,0.49624060150375937,0.41126622649101835,0.5812149765165004,59,31,28,0,0.5254237288135594,0.3980036361781897,0.652843821448929,AUD_CHF,H4,40,150,4,short,196
118,65,52,1,0.5555555555555556,0.465515526001908,0.6455955851092032,52,35,16,1,0.6862745098039216,0.55892572044111,0.8136232991667331,AUD_CHF,H4,40,200,1,short,170
99,47,50,2,0.4845360824742268,0.3850797589698413,0.5839924059786122,43,30,12,1,0.7142857142857143,0.5776597040729197,0.8509117244985089,AUD_CHF,H4,40,200,2,short,142
79,38,41,0,0.4810126582278481,0.37083357330257427,0.591191743153122,35,25,9,1,0.7352941176470589,0.5869982822591248,0.883589953034993,AUD_CHF,H4,40,200,3,short,114
61,27,33,1,0.45,0.3241167207290817,0.5758832792709183,27,19,8,0,0.7037037037037037,0.5314644166750504,0.875942990732357,AUD_CHF,H4,40,200,4,short,88
35,17,18,0,0.4857142857142857,0.3201316779319464,0.651296893496625,15,9,5,1,0.6428571428571429,0.39185913489692026,0.8938551508173656,AUD_CHF,H4,40,250,1,short,50
30,15,15,0,0.5,0.32107729788164574,0.6789227021183543,13,8,4,1,0.6666666666666666,0.39994445023027614,0.9333888831030571,AUD_CHF,H4,40,250,2,short,43
25,13,12,0,0.52,0.32415686277022626,0.7158431372297738,12,8,3,1,0.7272727272727273,0.4640807392878268,0.9904647152576278,AUD_CHF,H4,40,250,3,short,37
21,9,12,0,0.42857142857142855,0.21691132368626131,0.6402315334565958,10,7,3,0,0.7,0.415969015774687,0.984030984225313,AUD_CHF,H4,40,250,4,short,31
809,310,330,169,0.484375,0.4456560182739985,0.5230939817260015,347,129,92,126,0.583710407239819,0.5187189268321886,0.6487018876474495,AUD_NZD,H4,14,100,1,long,1156
632,247,251,134,0.4959839357429719,0.45207050228611323,0.5398973691998306,272,104,77,91,0.574585635359116,0.5025578202175816,0.6466134505006504,AUD_NZD,H4,14,100,2,long,904
461,175,196,90,0.4716981132075472,0.4209006216340697,0.5224956047810246,199,66,57,76,0.5365853658536586,0.4484586065998969,0.6247121251074202,AUD_NZD,H4,14,100,3,long,660
319,121,131,67,0.4801587301587302,0.41847315859317685,0.5418443017242834,137,44,36,57,0.55,0.4409818822396938,0.6590181177603063,AUD_NZD,H4,14,100,4,long,456
407,163,163,81,0.5,0.4457228199890723,0.5542771800109277,175,64,53,58,0.5470085470085471,0.4568088246964643,0.6372082693206298,AUD_NZD,H4,14,150,1,long,582
354,144,136,74,0.5142857142857142,0.455743421880992,0.5728280066904364,152,56,49,47,0.5333333333333333,0.43790789220354437,0.6287587744631222,AUD_NZD,H4,14,150,2,long,506
281,109,119,53,0.4780701754385965,0.4132305450517537,0.5429098058254392,121,35,40,46,0.4666666666666667,0.3537577620544053,0.579575571278928,AUD_NZD,H4,14,150,3,long,402
210,85,88,37,0.4913294797687861,0.4168326630428161,0.5658262964947561,91,25,30,36,0.45454545454545453,0.3229494605530043,0.5861414485379048,AUD_NZD,H4,14,150,4,long,301
171,71,64,36,0.5259259259259259,0.44169441714758,0.6101574347042718,74,26,21,27,0.5531914893617021,0.41105499305058923,0.6953279856728151,AUD_NZD,H4,14,200,1,long,245
160,65,60,35,0.52,0.43241628644548125,0.6075837135545188,69,25,21,23,0.5434782608695652,0.39953246821775373,0.6874240535213767,AUD_NZD,H4,14,200,2,long,229
133,52,54,27,0.49056603773584906,0.3953969677758412,0.5857351076958569,57,19,14,24,0.5757575757575758,0.40713101598803636,0.7443841355271152,AUD_NZD,H4,14,200,3,long,190
112,48,45,19,0.5161290322580645,0.4145606526032969,0.6176974119128321,48,12,14,22,0.46153846153846156,0.26991411350270844,0.6531628095742147,AUD_NZD,H4,14,200,4,long,160
43,16,15,12,0.5161290322580645,0.3402074382535619,0.6920506262625671,19,6,5,8,0.5454545454545454,0.2511969573207727,0.8397121335883182,AUD_NZD,H4,14,250,1,long,62
43,16,18,9,0.47058823529411764,0.3028106499748662,0.6383658206133691,19,8,6,5,0.5714285714285714,0.31219894349225696,0.8306581993648858,AUD_NZD,H4,14,250,2,long,62
41,16,16,9,0.5,0.3267588386092959,0.6732411613907041,18,7,4,7,0.6363636363636364,0.3520837983588668,0.920643474368406,AUD_NZD,H4,14,250,3,long,59
36,14,14,8,0.5,0.31479740822547864,0.6852025917745214,16,5,5,6,0.5,0.19009678930349883,0.8099032106965012,AUD_NZD,H4,14,250,4,long,52
862,403,338,121,0.543859649122807,0.5079972258079464,0.5797220724376677,370,97,151,122,0.3911290322580645,0.3303920946297908,0.4518659698863382,AUD_NZD,H4,14,100,1,short,1232
674,309,248,117,0.5547576301615799,0.5134834592004764,0.5960318011226833,289,74,117,98,0.387434554973822,0.3183446156586599,0.4565244942889841,AUD_NZD,H4,14,100,2,short,963
473,223,168,82,0.5703324808184144,0.5212645202441588,0.6194004413926699,203,58,83,62,0.41134751773049644,0.3301242523308469,0.49257078313014596,AUD_NZD,H4,14,100,3,short,676
333,158,117,58,0.5745454545454546,0.5161097203487798,0.6329811887421294,144,34,56,54,0.37777777777777777,0.27761052121809104,0.4779450343374645,AUD_NZD,H4,14,100,4,short,477
460,222,169,69,0.5677749360613811,0.5186716253408419,0.6168782467819203,198,51,82,65,0.38345864661654133,0.3008223921834723,0.4660949010496104,AUD_NZD,H4,14,150,1,short,658
400,181,145,74,0.5552147239263804,0.5012695050163495,0.6091599428364113,172,43,75,54,0.3644067796610169,0.27757115757789164,0.4512424017441422,AUD_NZD,H4,14,150,2,short,572
309,147,107,55,0.5787401574803149,0.5180167613625171,0.6394635535981128,133,34,62,37,0.3541666666666667,0.2584947388811156,0.44983859445221774,AUD_NZD,H4,14,150,3,short,442
226,106,81,39,0.5668449197860963,0.49582354029300285,0.6378662992791897,97,21,37,39,0.3620689655172414,0.23838181329805236,0.4857561177364304,AUD_NZD,H4,14,150,4,short,323
174,81,70,23,0.5364238410596026,0.45688446500204133,0.6159632171171638,75,20,33,22,0.37735849056603776,0.24685737183121778,0.5078596093008577,AUD_NZD,H4,14,200,1,short,249
164,71,68,25,0.5107913669064749,0.4276882138850878,0.5938945199278619,71,19,29,23,0.3958333333333333,0.25748624775520135,0.5341804189114653,AUD_NZD,H4,14,200,2,short,235
144,61,56,27,0.5213675213675214,0.43084925872684177,0.611885784008201,62,15,27,20,0.35714285714285715,0.21222908968096277,0.5020566246047515,AUD_NZD,H4,14,200,3,short,206
118,51,49,18,0.51,0.4120196019603921,0.6079803980396079,52,11,19,22,0.36666666666666664,0.19422296678282158,0.5391103665505117,AUD_NZD,H4,14,200,4,short,170
59,25,21,13,0.5434782608695652,0.39953246821775373,0.6874240535213767,26,9,10,7,0.47368421052631576,0.2491684025975332,0.6982000184550983,AUD_NZD,H4,14,250,1,short,85
59,22,24,13,0.4782608695652174,0.33390438908126585,0.622617350049169,26,9,10,7,0.47368421052631576,0.2491684025975332,0.6982000184550983,AUD_NZD,H4,14,250,2,short,85
52,19,21,12,0.475,0.3202422053659332,0.6297577946340668,23,7,10,6,0.4117647058823529,0.17781004090730612,0.6457193708573997,AUD_NZD,H4,14,250,3,short,75
44,18,20,6,0.47368421052631576,0.31492756025629715,0.6324408607963343,20,5,7,8,0.4166666666666667,0.13772189581554434,0.6956114375177891,AUD_NZD,H4,14,250,4,short,64
737,288,294,155,0.4948453608247423,0.454225212634081,0.5354655090154036,317,122,82,113,0.5980392156862745,0.530757406382161,0.665321024990388,AUD_NZD,H4,20,100,1,long,1054
572,227,226,119,0.5011037527593819,0.4550594483465715,0.5471480571721923,246,91,68,87,0.5723270440251572,0.4954254154020941,0.6492286726482203,AUD_NZD,H4,20,100,2,long,818
406,159,175,72,0.47604790419161674,0.42248625291091174,0.5296095554723217,174,57,47,70,0.5480769230769231,0.45242528339244814,0.6437285627613981,AUD_NZD,H4,20,100,3,long,580
270,104,113,53,0.4792626728110599,0.4127931804546536,0.5457321651674663,116,40,28,48,0.5882352941176471,0.4712579616301237,0.7052126266051705,AUD_NZD,H4,20,100,4,long,386
369,157,137,75,0.5340136054421769,0.47699124571643103,0.5910359651679228,159,58,48,53,0.5471698113207547,0.45240831955037286,0.6419313030911366,AUD_NZD,H4,20,150,1,long,528
308,126,118,64,0.5163934426229508,0.4536891016040587,0.579097783641843,133,47,41,45,0.5340909090909091,0.4298656651053624,0.6383161530764557,AUD_NZD,H4,20,150,2,long,441
235,93,101,41,0.4793814432989691,0.4090813926962932,0.549681493901645,101,30,28,43,0.5172413793103449,0.3886376022059932,0.6458451564146965,AUD_NZD,H4,20,150,3,long,336
163,62,69,32,0.4732824427480916,0.38778177274170555,0.5587831127544777,71,20,22,29,0.47619047619047616,0.32514473869744126,0.627236213683511,AUD_NZD,H4,20,150,4,long,234
156,70,57,29,0.5511811023622047,0.46467695341642756,0.6376852513079819,68,20,23,25,0.46511627906976744,0.3160318440504992,0.6142007140890356,AUD_NZD,H4,20,200,1,long,224
143,57,58,28,0.4956521739130435,0.40427015779807446,0.5870341900280125,62,18,21,23,0.46153846153846156,0.3050778365447645,0.6179990865321586,AUD_NZD,H4,20,200,2,long,205
118,50,50,18,0.5,0.402,0.598,52,11,18,23,0.3793103448275862,0.20270995022817426,0.5559107394269981,AUD_NZD,H4,20,200,3,long,170
92,39,38,15,0.5064935064935064,0.3948215601896798,0.6181654527973331,40,9,15,16,0.375,0.18131049331468677,0.5686895066853133,AUD_NZD,H4,20,200,4,long,132
58,27,19,12,0.5869565217391305,0.4446653333965717,0.7292477100816892,26,6,11,9,0.35294117647058826,0.12576925204214065,0.5801131008990359,AUD_NZD,H4,20,250,1,long,84
56,20,22,14,0.47619047619047616,0.32514473869744126,0.627236213683511,24,5,9,10,0.35714285714285715,0.1061448491826345,0.6081408651030797,AUD_NZD,H4,20,250,2,long,80
50,20,20,10,0.5,0.3450483946517494,0.6549516053482506,22,5,8,9,0.38461538461538464,0.12014865879357278,0.6490821104371964,AUD_NZD,H4,20,250,3,long,72
41,14,16,11,0.4666666666666667,0.28814201332194833,0.645191320011385,18,3,8,7,0.2727272727272727,0.009535284742372196,0.5359192607121732,AUD_NZD,H4,20,250,4,long,59
775,373,294,108,0.5592203898050975,0.5215417339347057,0.5968990456754892,333,83,138,112,0.3755656108597285,0.31171776487042396,0.43941345684903305,AUD_NZD,H4,20,100,1,short,1108
595,276,217,102,0.5598377281947262,0.5160179575207495,0.6036574988687029,256,62,111,83,0.3583815028901734,0.28692458981965324,0.42983841596069355,AUD_NZD,H4,20,100,2,short,851
403,194,146,63,0.5705882352941176,0.5179725793913179,0.6232038911969173,174,48,74,52,0.39344262295081966,0.3067558564014951,0.4801293895001442,AUD_NZD,H4,20,100,3,short,577
287,138,101,48,0.5774058577405857,0.5147791689769824,0.6400325465041891,123,31,48,44,0.3924050632911392,0.2847295625710356,0.5000805640112429,AUD_NZD,H4,20,100,4,short,410
409,198,158,53,0.5561797752808989,0.504568782519628,0.6077907680421698,176,44,78,54,0.36065573770491804,0.2754458555001001,0.445865619909736,AUD_NZD,H4,20,150,1,short,585
336,153,125,58,0.5503597122302158,0.49188210427092943,0.6088373201895023,144,30,67,47,0.30927835051546393,0.2172976953502353,0.40125900568069256,AUD_NZD,H4,20,150,2,short,480
252,111,95,46,0.5388349514563107,0.4707613805440871,0.6069085223685342,109,25,49,35,0.33783783783783783,0.2300731348942432,0.44560254078143247,AUD_NZD,H4,20,150,3,short,361
191,84,73,34,0.535031847133758,0.45701153816462725,0.6130521561028887,82,15,33,34,0.3125,0.18137158409279347,0.44362841590720653,AUD_NZD,H4,20,150,4,short,273
175,84,71,20,0.5419354838709678,0.4634973339773573,0.6203736337645782,75,22,31,22,0.41509433962264153,0.282436031461885,0.547752647783398,AUD_NZD,H4,20,200,1,short,250
156,68,64,24,0.5151515151515151,0.4298926362043675,0.6004103940986627,67,18,27,22,0.4,0.2568618383053166,0.5431381616946834,AUD_NZD,H4,20,200,2,short,223
124,51,50,23,0.504950495049505,0.40744163013809787,0.602459359960912,54,13,21,20,0.38235294117647056,0.21900298612291577,0.5457028962300253,AUD_NZD,H4,20,200,3,short,178
106,45,43,18,0.5113636363636364,0.40692226929689,0.6158050034303827,46,11,15,20,0.4230769230769231,0.23317121377589872,0.6129826323779475,AUD_NZD,H4,20,200,4,short,152
69,31,30,8,0.5081967213114754,0.38273744065067694,0.6336560019722739,30,8,13,9,0.38095238095238093,0.17324888858708454,0.5886558733176773,AUD_NZD,H4,20,250,1,short,99
64,25,31,8,0.44642857142857145,0.3162244048285736,0.5766327380285693,28,7,12,9,0.3684210526315789,0.15151817542017268,0.5853239298429852,AUD_NZD,H4,20,250,2,short,92
53,21,23,9,0.4772727272727273,0.32968487189042084,0.6248605826550337,24,6,10,8,0.375,0.13777977004479572,0.6122202299552043,AUD_NZD,H4,20,250,3,short,77
49,20,21,8,0.4878048780487805,0.33480012175345375,0.6408096343441072,21,5,7,9,0.4166666666666667,0.13772189581554434,0.6956114375177891,AUD_NZD,H4,20,250,4,short,70
690,278,268,144,0.5091575091575091,0.4672244156775555,0.5510906026374628,296,112,81,103,0.5803108808290155,0.5106848515130096,0.6499369101450214,AUD_NZD,H4,30,100,1,long,986
528,205,209,114,0.49516908212560384,0.4470069579319868,0.5433312063192209,227,87,62,78,0.5838926174496645,0.5047460399143378,0.6630391949849912,AUD_NZD,H4,30,100,2,long,755
360,133,158,69,0.4570446735395189,0.39980845254819497,0.5142808945308428,155,53,46,56,0.5353535353535354,0.43710634710117363,0.633600723605897,AUD_NZD,H4,30,100,3,long,515
240,90,101,49,0.4712041884816754,0.4004115723213307,0.54199680464202,104,34,33,37,0.5074626865671642,0.3877499673336677,0.6271754058006607,AUD_NZD,H4,30,100,4,long,344
330,142,116,72,0.5503875968992248,0.48968606110117496,0.6110891326972746,142,49,43,50,0.532608695652174,0.4306541489342889,0.634563242370059,AUD_NZD,H4,30,150,1,long,472
271,106,99,66,0.5170731707317073,0.4486669165645939,0.5854794248988208,117,45,34,38,0.569620253164557,0.46043571288933105,0.678804793439783,AUD_NZD,H4,30,150,2,long,388
199,75,81,43,0.4807692307692308,0.4023644914950878,0.5591739700433738,86,27,31,28,0.46551724137931033,0.3371433192881881,0.5938911634704326,AUD_NZD,H4,30,150,3,long,285
142,56,51,35,0.5233644859813084,0.42872780375631014,0.6180011682063066,61,20,25,16,0.4444444444444444,0.2992592592592592,0.5896296296296296,AUD_NZD,H4,30,150,4,long,203
120,60,38,22,0.6122448979591837,0.515776652152703,0.7087131437656644,52,14,19,19,0.42424242424242425,0.25561586447288487,0.5928689840119636,AUD_NZD,H4,30,200,1,long,172
109,50,34,25,0.5952380952380952,0.49026896397314423,0.7002072265030462,47,14,17,16,0.45161290322580644,0.2764258493563991,0.6267999570952139,AUD_NZD,H4,30,200,2,long,156
88,37,34,17,0.5211267605633803,0.40492602723739457,0.6373274938893659,38,10,16,12,0.38461538461538464,0.19760916938857803,0.5716215998421912,AUD_NZD,H4,30,200,3,long,126
65,26,25,14,0.5098039215686274,0.3726028556177434,0.6470049875195114,28,7,13,8,0.35,0.14095885572452488,0.559041144275475,AUD_NZD,H4,30,200,4,long,93
41,19,14,8,0.5757575757575758,0.40713101598803636,0.7443841355271152,18,4,12,2,0.25,0.03782377607281254,0.4621762239271875,AUD_NZD,H4,30,250,1,long,59
39,15,15,9,0.5,0.32107729788164574,0.6789227021183543,18,4,10,4,0.2857142857142857,0.04907109439030105,0.5223574770382704,AUD_NZD,H4,30,250,2,long,57
34,14,14,6,0.5,0.31479740822547864,0.6852025917745214,15,3,9,3,0.25,0.0050000000000000044,0.495,AUD_NZD,H4,30,250,3,long,49
29,12,12,5,0.5,0.29995833767270713,0.7000416623272929,13,3,7,3,0.3,0.015969015774687012,0.584030984225313,AUD_NZD,H4,30,250,4,long,42
738,336,292,110,0.535031847133758,0.4960216926491926,0.5740420016183233,317,78,121,118,0.39195979899497485,0.32413063829629296,0.45978895969365674,AUD_NZD,H4,30,100,1,short,1055
543,239,209,95,0.5334821428571429,0.4872854225959531,0.5796788631183327,233,57,91,85,0.38513513513513514,0.3067341314991293,0.46353613877114097,AUD_NZD,H4,30,100,2,short,776
364,172,130,62,0.5695364238410596,0.5136917760094656,0.6253810716726537,157,36,64,57,0.36,0.26592,0.45408,AUD_NZD,H4,30,100,3,short,521
238,114,82,42,0.5816326530612245,0.5125718989739569,0.650693407148492,103,23,40,40,0.36507936507936506,0.2461910530927643,0.48396767706596583,AUD_NZD,H4,30,100,4,short,341
356,159,152,45,0.5112540192926045,0.4556973957043943,0.5668106428808147,153,36,65,52,0.3564356435643564,0.26302810252653397,0.44984318460217887,AUD_NZD,H4,30,150,1,short,509
282,129,110,43,0.5397489539748954,0.4765586539089498,0.602939254040841,121,25,54,42,0.31645569620253167,0.2138946792055647,0.4190167131994986,AUD_NZD,H4,30,150,2,short,403
205,98,75,32,0.5664739884393064,0.49262737456112343,0.6403206023174893,89,17,39,33,0.30357142857142855,0.18314250762633333,0.42400034951652377,AUD_NZD,H4,30,150,3,short,294
145,67,53,25,0.5583333333333333,0.46948290241668517,0.6471837642499816,63,10,30,23,0.25,0.1158079734112343,0.3841920265887657,AUD_NZD,H4,30,150,4,short,208
132,72,46,14,0.6101694915254238,0.5221703927463708,0.6981685903044768,57,12,27,18,0.3076923076923077,0.16283791625016736,0.45254669913444806,AUD_NZD,H4,30,200,1,short,189
117,59,43,15,0.5784313725490197,0.48259815991496224,0.6742645851830771,51,10,25,16,0.2857142857142857,0.13604799024332806,0.43538058118524336,AUD_NZD,H4,30,200,2,short,168
96,51,33,12,0.6071428571428571,0.5026998902502351,0.7115858240354791,42,6,22,14,0.21428571428571427,0.062298872750007644,0.36627255582142093,AUD_NZD,H4,30,200,3,short,138
68,33,25,10,0.5689655172413793,0.4415151605401736,0.6964158739425851,30,4,16,10,0.2,0.02469227056401646,0.37530772943598356,AUD_NZD,H4,30,200,4,short,98
51,31,16,4,0.6595744680851063,0.5241022870778634,0.7950466490923492,23,5,9,9,0.35714285714285715,0.1061448491826345,0.6081408651030797,AUD_NZD,H4,30,250,1,short,74
49,24,18,7,0.5714285714285714,0.42176227595761373,0.7210948668995291,22,3,9,10,0.25,0.0050000000000000044,0.495,AUD_NZD,H4,30,250,2,short,71
45,25,14,6,0.6410256410256411,0.4904713344294943,0.7915799476217878,20,3,7,10,0.3,0.015969015774687012,0.584030984225313,AUD_NZD,H4,30,250,3,short,65
37,17,14,6,0.5483870967741935,0.37320004290478614,0.7235741506436009,17,3,5,9,0.375,0.03951993352808575,0.7104800664719142,AUD_NZD,H4,30,250,4,short,54
645,243,258,144,0.48502994011976047,0.44126639731489975,0.5287934829246211,277,111,79,87,0.5842105263157895,0.5141294593925521,0.654291593239027,AUD_NZD,H4,40,100,1,long,922
473,182,183,108,0.4986301369863014,0.44733478508753144,0.5499254888850713,204,76,62,66,0.5507246376811594,0.46773190157658123,0.6337173737857376,AUD_NZD,H4,40,100,2,long,677
323,113,146,64,0.4362934362934363,0.37589550345139433,0.4966913691354783,139,48,42,49,0.5333333333333333,0.4302620766677756,0.636404589998891,AUD_NZD,H4,40,100,3,long,462
222,78,96,48,0.4482758620689655,0.3743808512939692,0.5221708728439618,96,32,31,33,0.5079365079365079,0.384483668493547,0.6313893473794688,AUD_NZD,H4,40,100,4,long,318
320,138,116,66,0.5433070866141733,0.48204750388990314,0.6045666693384434,138,51,42,45,0.5483870967741935,0.4472428040641537,0.6495313894842334,AUD_NZD,H4,40,150,1,long,458
253,105,92,56,0.5329949238578681,0.46332500650881464,0.6026648412069215,109,39,33,37,0.5416666666666666,0.4265742789251249,0.6567590544082084,AUD_NZD,H4,40,150,2,long,362
189,75,78,36,0.49019607843137253,0.41098300607152605,0.569409150791219,81,24,27,30,0.47058823529411764,0.33359841052463896,0.6075780600635963,AUD_NZD,H4,40,150,3,long,270
133,54,51,28,0.5142857142857142,0.4186865511094604,0.6098848774619681,58,18,20,20,0.47368421052631576,0.31492756025629715,0.6324408607963343,AUD_NZD,H4,40,150,4,long,191
115,55,33,27,0.625,0.5238489540790157,0.7261510459209843,50,15,21,14,0.4166666666666667,0.2556178281267327,0.5777155052066006,AUD_NZD,H4,40,200,1,long,165
95,45,28,22,0.6164383561643836,0.5048915721495686,0.7279851401791986,42,14,16,12,0.4666666666666667,0.28814201332194833,0.645191320011385,AUD_NZD,H4,40,200,2,long,137
78,34,29,15,0.5396825396825397,0.4166036117680886,0.6627614675969907,34,11,14,9,0.44,0.24541631723086335,0.6345836827691367,AUD_NZD,H4,40,200,3,long,112
53,24,17,12,0.5853658536585366,0.43456271942948005,0.736168987887593,24,9,10,5,0.47368421052631576,0.2491684025975332,0.6982000184550983,AUD_NZD,H4,40,200,4,long,77
39,20,12,7,0.625,0.4572599667640429,0.7927400332359571,17,6,8,3,0.42857142857142855,0.16934180063511417,0.6878010565077429,AUD_NZD,H4,40,250,1,long,56
35,19,11,5,0.6333333333333333,0.46088963344948825,0.8057770332171783,15,5,5,5,0.5,0.19009678930349883,0.8099032106965012,AUD_NZD,H4,40,250,2,long,50
27,12,9,6,0.5714285714285714,0.35976846654340416,0.7830886763137386,12,4,4,4,0.5,0.15351767721859172,0.8464823227814082,AUD_NZD,H4,40,250,3,long,39
21,9,8,4,0.5294117647058824,0.29213842808518775,0.766685101326577,9,3,3,3,0.5,0.09991667534541426,0.9000833246545857,AUD_NZD,H4,40,250,4,long,30
723,317,290,116,0.5222405271828665,0.4825029243489463,0.5619781300167866,310,67,130,113,0.3401015228426396,0.2739460451656627,0.40625700051961655,AUD_NZD,H4,40,100,1,short,1033
504,225,192,87,0.539568345323741,0.4917280488583383,0.5874086417891436,217,49,88,80,0.35766423357664234,0.27740137988658564,0.43792708726669904,AUD_NZD,H4,40,100,2,short,721
331,153,124,54,0.5523465703971119,0.49378766154776843,0.6109054792464553,143,33,56,54,0.3707865168539326,0.2704354382376841,0.4711375954701811,AUD_NZD,H4,40,100,3,short,474
220,97,80,43,0.5480225988700564,0.4747018262945431,0.6213433714455698,95,23,38,34,0.3770491803278688,0.25542580969227136,0.4986725509634663,AUD_NZD,H4,40,100,4,short,315
333,147,136,50,0.519434628975265,0.46122369872933755,0.5776455592211925,143,33,64,46,0.3402061855670103,0.24592057302331422,0.43449179811070643,AUD_NZD,H4,40,150,1,short,476
259,121,96,42,0.5576036866359447,0.491519922530436,0.6236874507414535,112,25,48,39,0.3424657534246575,0.23360723876742528,0.45132426808188975,AUD_NZD,H4,40,150,2,short,371
184,91,67,26,0.5759493670886076,0.49888944981709604,0.6530092843601191,79,16,31,32,0.3404255319148936,0.20495335090765077,0.47589771292213645,AUD_NZD,H4,40,150,3,short,263
127,59,44,24,0.5728155339805825,0.47728271823912866,0.6683483497220364,55,12,24,19,0.3333333333333333,0.1793411898749296,0.487325476791737,AUD_NZD,H4,40,150,4,short,182
126,64,45,17,0.5871559633027523,0.4947260451800609,0.6795858814254437,55,9,27,19,0.25,0.10854918404854169,0.3914508159514583,AUD_NZD,H4,40,200,1,short,181
107,54,39,14,0.5806451612903226,0.4803544221762218,0.6809359004044234,46,8,24,14,0.25,0.09996875325453036,0.40003124674546964,AUD_NZD,H4,40,200,2,short,153
83,44,29,10,0.6027397260273972,0.49048694266074966,0.7149925093940448,36,8,14,14,0.36363636363636365,0.16262016242857788,0.5646525648441494,AUD_NZD,H4,40,200,3,short,119
60,35,20,5,0.6363636363636364,0.5092298278813778,0.7634974448458949,26,4,12,10,0.25,0.03782377607281254,0.4621762239271875,AUD_NZD,H4,40,200,4,short,86
48,30,15,3,0.6666666666666666,0.5289319063571105,0.8044014269762227,21,5,11,5,0.3125,0.08537892133269531,0.5396210786673047,AUD_NZD,H4,40,250,1,short,69
42,23,14,5,0.6216216216216216,0.46534953140181484,0.7778937118414284,19,6,9,4,0.4,0.15207743144279912,0.647922568557201,AUD_NZD,H4,40,250,2,short,61
35,20,11,4,0.6451612903225806,0.476729187382965,0.8135933932621963,16,7,4,5,0.6363636363636364,0.3520837983588668,0.920643474368406,AUD_NZD,H4,40,250,3,short,51
28,14,11,3,0.56,0.36541631723086343,0.7545836827691367,13,5,4,4,0.5555555555555556,0.23091161215558614,0.8801994989555251,AUD_NZD,H4,40,250,4,short,41
799,365,377,57,0.4919137466307278,0.4559415200086991,0.5278859732527565,343,174,148,21,0.5403726708074534,0.48593773117234407,0.5948076104425628,AUD_CAD,H4,14,100,1,long,1142
623,285,295,43,0.49137931034482757,0.45069307386537694,0.5320655468242782,268,138,116,14,0.5433070866141733,0.48204750388990314,0.6045666693384434,AUD_CAD,H4,14,100,2,long,891
463,201,232,30,0.46420323325635104,0.4172282917503366,0.5111781747623655,199,92,90,17,0.5054945054945055,0.43285645868477096,0.57813255230424,AUD_CAD,H4,14,100,3,long,662
329,149,163,17,0.4775641025641026,0.422138411499607,0.5329897936285981,141,64,61,16,0.512,0.42437138323127543,0.5996286167687246,AUD_CAD,H4,14,100,4,long,470
428,197,200,31,0.49622166246851385,0.4470382767000164,0.5454050482370113,184,94,77,13,0.5497076023391813,0.4751363914634267,0.6242788132149358,AUD_CAD,H4,14,150,1,long,612
366,170,168,28,0.5029585798816568,0.4496545403318567,0.5562626194314569,157,82,64,11,0.5616438356164384,0.48115721356046914,0.6421304576724076,AUD_CAD,H4,14,150,2,long,523
291,123,148,20,0.45387453874538747,0.39459762985089586,0.5131514476398791,125,57,57,11,0.5,0.408214590464994,0.591785409535006,AUD_CAD,H4,14,150,3,long,416
221,92,118,11,0.4380952380952381,0.37098913084984925,0.505201345340627,96,43,41,12,0.5119047619047619,0.4050083080260113,0.6188012157835124,AUD_CAD,H4,14,150,4,long,317
170,73,83,14,0.46794871794871795,0.38964729578652735,0.5462501401109086,73,45,24,4,0.6521739130434783,0.5397925454038485,0.7645552806831081,AUD_CAD,H4,14,200,1,long,243
154,70,73,11,0.48951048951048953,0.40757680878156466,0.5714441702394144,67,41,21,5,0.6612903225806451,0.5434835894522695,0.7790970557090208,AUD_CAD,H4,14,200,2,long,221
131,54,66,11,0.45,0.36098707958953374,0.5390129204104662,57,33,19,5,0.6346153846153846,0.5037319068501049,0.7654988623806642,AUD_CAD,H4,14,200,3,long,188
107,41,58,8,0.41414141414141414,0.3171107051783749,0.5111721231044534,47,26,16,5,0.6190476190476191,0.4721790711199897,0.7659161669752484,AUD_CAD,H4,14,200,4,long,154
42,25,16,1,0.6097560975609756,0.4604387447308937,0.7590734503910574,19,14,5,0,0.7368421052631579,0.5388377742023904,0.9348464363239253,AUD_CAD,H4,14,250,1,long,61
42,25,15,2,0.625,0.47496875325453036,0.7750312467454696,18,12,5,1,0.7058823529411765,0.48928242167172487,0.9224822842106282,AUD_CAD,H4,14,250,2,long,60
34,18,15,1,0.5454545454545454,0.37556484773442167,0.7153442431746692,15,9,5,1,0.6428571428571429,0.39185913489692026,0.8938551508173656,AUD_CAD,H4,14,250,3,long,49
