cell,direction,level,pair_or_POOLED,regime_bucket,regime,half,n,mean_R,NW_SE,NW_CI_low
cci,long,pair,NZD_JPY,ATR_mid_33_67,mid,h2,144,0.08333333333333333,0.055404790422625944,-0.025260055895013525
cci,long,pair,NZD_USD,ATR_high_67_100,high,full,374,-0.0871827844632965,0.0534513114340252,-0.1919473548739859
cci,long,pair,NZD_USD,ATR_low_0_33,low,full,429,0.08624708624708624,0.07779715551538548,-0.06623533856306929
cci,long,pair,NZD_USD,ATR_mid_33_67,mid,full,377,0.023872679045092837,0.07800448273471657,-0.12901610711495165
cci,long,pair,NZD_USD,ATR_high_67_100,high,h1,169,-0.18701988987735438,0.05334750579129488,-0.29158100122829234
cci,long,pair,NZD_USD,ATR_low_0_33,low,h1,208,0.1346153846153846,0.10828847577058173,-0.07763002789495557
cci,long,pair,NZD_USD,ATR_mid_33_67,mid,h1,196,0.04081632653061224,0.12772231922083144,-0.2095194191422174
cci,long,pair,NZD_USD,ATR_high_67_100,high,h2,205,-0.004878048780487805,0.03487882016482993,-0.07324053630355448
cci,long,pair,NZD_USD,ATR_low_0_33,low,h2,221,0.04072398190045249,0.11266299142746475,-0.18009548129737843
cci,long,pair,NZD_USD,ATR_mid_33_67,mid,h2,181,0.0055248618784530384,0.09683811817707101,-0.18427784974860612
cci,long,pair,USD_CAD,ATR_high_67_100,high,full,368,0.10945417311058897,0.0621917384838206,-0.012441634317699402
cci,long,pair,USD_CAD,ATR_low_0_33,low,full,452,0.04820116403177347,0.06168106003701573,-0.07269371364077734
cci,long,pair,USD_CAD,ATR_mid_33_67,mid,full,315,0.037922087414973986,0.06547093814040118,-0.09040095134021231
cci,long,pair,USD_CAD,ATR_high_67_100,high,h1,172,0.040877756316182984,0.08002059130618065,-0.1159626026439311
cci,long,pair,USD_CAD,ATR_low_0_33,low,h1,241,-0.021822335399813434,0.11532101390087367,-0.24785152264552582
cci,long,pair,USD_CAD,ATR_mid_33_67,mid,h1,175,-0.04438546486949408,0.09649737940573351,-0.23352032850473176
cci,long,pair,USD_CAD,ATR_high_67_100,high,h2,196,0.16963347764445547,0.07866624653580954,0.015447634434268748
cci,long,pair,USD_CAD,ATR_low_0_33,low,h2,211,0.12818061124984195,0.0760179851217588,-0.020814639588805278
cci,long,pair,USD_CAD,ATR_mid_33_67,mid,h2,140,0.14080652777055908,0.034969049215750336,0.07226719130768841
cci,long,pair,USD_JPY,ATR_high_67_100,high,full,412,0.11333203723911565,0.07363219251230138,-0.030987060084995063
cci,long,pair,USD_JPY,ATR_low_0_33,low,full,337,0.07709833571267054,0.06923408047566174,-0.05860046201962647
cci,long,pair,USD_JPY,ATR_mid_33_67,mid,full,298,0.1497925905813529,0.08499600791918199,-0.016799584940243778
cci,long,pair,USD_JPY,ATR_high_67_100,high,h1,204,0.128515591225889,0.06437736749956845,0.002335950926734831
cci,long,pair,USD_JPY,ATR_low_0_33,low,h1,199,-0.042582202092295726,0.04638647372216274,-0.1334996905877347
cci,long,pair,USD_JPY,ATR_mid_33_67,mid,h1,145,0.014407214573761526,0.0858889789836943,-0.15393518423427932
cci,long,pair,USD_JPY,ATR_high_67_100,high,h2,208,0.0984404746751649,0.11621569203373747,-0.12934228171096054
cci,long,pair,USD_JPY,ATR_low_0_33,low,h2,138,0.2496811402285277,0.05891720497256301,0.13420341848230422
cci,long,pair,USD_JPY,ATR_mid_33_67,mid,h2,153,0.2780989926800506,0.04580424070607086,0.18832268089615173
cci,long,pair,USD_SGD,ATR_high_67_100,high,full,393,-0.0954362244082682,0.0813717738056198,-0.254924901067283
cci,long,pair,USD_SGD,ATR_low_0_33,low,full,421,0.05917739340947704,0.06407658578485881,-0.06641271472884624
cci,long,pair,USD_SGD,ATR_mid_33_67,mid,full,351,0.08099535356680548,0.038665496648156494,0.005210980136418755
cci,long,pair,USD_SGD,ATR_high_67_100,high,h1,181,0.05102788089381183,0.07598872874290434,-0.09791002744228067
cci,long,pair,USD_SGD,ATR_low_0_33,low,h1,234,-0.011023488144959495,0.07259786463124407,-0.15331530282219785
cci,long,pair,USD_SGD,ATR_mid_33_67,mid,h1,167,0.06598897466299503,0.057156673223507336,-0.04603810485507935
cci,long,pair,USD_SGD,ATR_high_67_100,high,h2,212,-0.22048340865202515,0.05667122134408407,-0.3315590024864299
cci,long,pair,USD_SGD,ATR_low_0_33,low,h2,187,0.14702234679845108,0.06256437411589663,0.024396173531293683
cci,long,pair,USD_SGD,ATR_mid_33_67,mid,h2,184,0.09461527355015517,0.043242698476451034,0.009859584536311139
cci,long,pooled,POOLED,ATR_high_67_100,high,full,6619,0.014232921093507711,0.017574858822214465,-0.020213802198032642
cci,long,pooled,POOLED,ATR_low_0_33,low,full,7027,0.032759311277995994,0.01774688758869377,-0.002024588395843796
cci,long,pooled,POOLED,ATR_mid_33_67,mid,full,5617,0.04101058826612866,0.016818824682303602,0.0080456918888136
cci,long,pooled,POOLED,ATR_high_67_100,high,h1,3210,0.007939779589355994,0.022794662534765645,-0.03673775897878467
cci,long,pooled,POOLED,ATR_low_0_33,low,h1,3632,0.040142497988799104,0.027408794275095866,-0.013578738790388796
cci,long,pooled,POOLED,ATR_mid_33_67,mid,h1,2789,0.032564460384904716,0.02309307508401588,-0.01269796677976641
cci,long,pooled,POOLED,ATR_high_67_100,high,h2,3409,0.0201587011546186,0.02550784147994237,-0.029836668146068442
cci,long,pooled,POOLED,ATR_low_0_33,low,h2,3395,0.024860715067793648,0.023764626461566376,-0.02171795279687645
cci,long,pooled,POOLED,ATR_mid_33_67,mid,h2,2828,0.04934023842904718,0.025008397158193068,0.0003237799989887699
cci,short,pair,AUD_CAD,ATR_high_67_100,high,full,386,-0.0459443974835867,0.07409066060500541,-0.1911620922693973
cci,short,pair,AUD_CAD,ATR_low_0_33,low,full,456,0.13484392442878593,0.06580576058720045,0.0058646336778730435
cci,short,pair,AUD_CAD,ATR_mid_33_67,mid,full,377,0.04054563044812957,0.04696112265554822,-0.05149816995674495
cci,short,pair,AUD_CAD,ATR_high_67_100,high,h1,177,0.07480692518753694,0.08160837423814979,-0.08514548831923664
cci,short,pair,AUD_CAD,ATR_low_0_33,low,h1,251,0.08796558903642421,0.10608241044921114,-0.11995593544402963
cci,short,pair,AUD_CAD,ATR_mid_33_67,mid,h1,196,0.023316415339583563,0.05766853937849945,-0.08971392184227536
cci,short,pair,AUD_CAD,ATR_high_67_100,high,h2,209,-0.14820747936295936,0.05493103466807804,-0.2558723073123923
cci,short,pair,AUD_CAD,ATR_low_0_33,low,h2,205,0.19224130093358005,0.07921923689999631,0.03697159660958729
