row_type,sample,book,horizon_days,challenge_window,start_ts,end_ts,outcome,breach_type,target_hit_at,days_to_target,trading_days,final_equity,max_drawdown_pct,opened_trades,skipped_slot,skipped_daily_risk,skipped_engine,skipped_regime,low_opened,mid_opened,high_opened,slot_block_low_mid,slot_block_high,daily_risk_block_low_mid,daily_risk_block_high,windows,pass_rate,fail_rate,push_rate,median_days_to_target,daily_loss_breaches,max_loss_breaches,median_final_equity,median_max_drawdown_pct
window,long_mr_strong4,unconditioned,180,2016-03-05__2016-09-01,2016-03-05,2016-09-01,pass,,2016-08-29T01:00:00,178.0,81.0,11025.202582668682,0.06365884794914127,121,1765,1,0.0,0,46,29,46,1290,475,0,1,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-03-05__2016-09-01,2016-03-05,2016-09-01,push,,,,82.0,10635.308189998432,0.05352474648585376,124,1781,0,0.0,0,48,29,47,1306,475,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-03-05__2016-09-01,2016-03-05,2016-09-01,push,,,,68.0,10215.349187479262,0.06905617949379557,102,1281,0,0.0,522,47,55,0,1281,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-04-04__2016-10-01,2016-04-04,2016-10-01,push,,,,83.0,10682.156918708082,0.09118912625018093,126,1876,1,0.0,0,43,36,47,1325,551,0,1,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-04-04__2016-10-01,2016-04-04,2016-10-01,push,,,,83.0,10253.354665274705,0.08424103670334807,127,1876,0,0.0,0,43,36,48,1325,551,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-04-04__2016-10-01,2016-04-04,2016-10-01,fail,max_loss,,,25.0,8995.871341839136,0.10041286581608638,43,460,0,0.0,102,21,22,0,460,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-05-04__2016-10-31,2016-05-04,2016-10-31,pass,,2016-07-28T05:00:00,86.0,42.0,11028.266113041409,0.025,63,815,1,0.0,0,11,16,36,475,340,0,1,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-05-04__2016-10-31,2016-05-04,2016-10-31,pass,,2016-09-01T05:00:00,121.0,56.0,11016.193400453623,0.021449097372497818,80,1154,0,0.0,0,22,21,37,780,374,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-05-04__2016-10-31,2016-05-04,2016-10-31,pass,,2016-09-13T09:00:00,133.0,49.0,11052.228676853885,0.0201501225,64,886,0,0.0,420,22,42,0,886,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-06-03__2016-11-30,2016-06-03,2016-11-30,pass,,2016-08-04T13:00:00,63.0,35.0,11015.979662200587,0.030195248921437268,62,628,1,0.0,0,7,20,35,301,327,0,1,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-06-03__2016-11-30,2016-06-03,2016-11-30,pass,,2016-11-09T02:00:00,160.0,71.0,11011.521247778921,0.024451980864642245,104,1552,0,0.0,0,22,30,52,977,575,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-06-03__2016-11-30,2016-06-03,2016-11-30,push,,,,66.0,10736.341528486519,0.03967605309271203,97,972,0,0.0,777,27,70,0,972,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-07-03__2016-12-30,2016-07-03,2016-12-30,pass,,2016-09-01T05:00:00,61.0,28.0,11043.524428794499,0.016157019119540563,39,550,0,0.0,0,13,11,15,409,141,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-07-03__2016-12-30,2016-07-03,2016-12-30,pass,,2016-11-09T02:00:00,130.0,53.0,11025.709557954648,0.02442273447134521,68,1242,0,0.0,0,18,19,31,856,386,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-07-03__2016-12-30,2016-07-03,2016-12-30,push,,,,63.0,10634.014039643731,0.03968798833483907,89,1073,0,0.0,648,28,61,0,1073,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-08-02__2017-01-29,2016-08-02,2017-01-29,push,,,,72.0,10081.353665189477,0.055864336758138594,99,1714,0,0.0,0,31,27,41,1151,563,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-08-02__2017-01-29,2016-08-02,2017-01-29,push,,,,72.0,10065.263212189964,0.04349881593902937,99,1714,0,0.0,0,31,27,41,1151,563,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-08-02__2017-01-29,2016-08-02,2017-01-29,push,,,,69.0,10363.070003421735,0.028196703918625464,82,1127,0,0.0,604,34,48,0,1127,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-09-01__2017-02-28,2016-09-01,2017-02-28,push,,,,67.0,10093.394019077066,0.06088586608832229,93,1745,0,0.0,0,24,28,41,1166,579,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-09-01__2017-02-28,2016-09-01,2017-02-28,push,,,,67.0,10027.091310680835,0.0432785139365511,93,1745,0,0.0,0,24,28,41,1166,579,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-09-01__2017-02-28,2016-09-01,2017-02-28,push,,,,63.0,10011.747928816147,0.02750410487674653,75,1143,0,0.0,620,28,47,0,1143,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-10-01__2017-03-30,2016-10-01,2017-03-30,push,,,,62.0,9639.696107340553,0.07232655121306325,86,1771,0,0.0,0,29,23,34,1221,550,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-10-01__2017-03-30,2016-10-01,2017-03-30,push,,,,62.0,9777.660175796369,0.05142573646882247,86,1771,0,0.0,0,29,23,34,1221,550,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-10-01__2017-03-30,2016-10-01,2017-03-30,push,,,,64.0,10369.850973070383,0.027085634262476743,78,1195,0,0.0,584,37,41,0,1195,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-10-31__2017-04-29,2016-10-31,2017-04-29,push,,,,66.0,9744.789218517812,0.04454840739042302,90,1849,0,0.0,0,31,26,33,1289,560,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-10-31__2017-04-29,2016-10-31,2017-04-29,push,,,,66.0,9849.231327117548,0.03721235127533019,90,1849,0,0.0,0,31,26,33,1289,560,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-10-31__2017-04-29,2016-10-31,2017-04-29,push,,,,63.0,10234.201681145641,0.0526483641028366,73,1273,0,0.0,593,34,39,0,1273,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-11-30__2017-05-29,2016-11-30,2017-05-29,push,,,,62.0,9870.998067237088,0.049980615934255,88,1840,0,0.0,0,31,27,30,1284,556,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-11-30__2017-05-29,2016-11-30,2017-05-29,push,,,,62.0,10114.029794001674,0.03780228790430283,88,1840,0,0.0,0,31,27,30,1284,556,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-11-30__2017-05-29,2016-11-30,2017-05-29,push,,,,63.0,10104.239783083447,0.039746335850877224,73,1269,0,0.0,586,39,34,0,1269,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2016-12-30__2017-06-28,2016-12-30,2017-06-28,push,,,,61.0,10081.422998494578,0.05030350415791399,86,1806,0,0.0,0,34,19,33,1277,529,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2016-12-30__2017-06-28,2016-12-30,2017-06-28,push,,,,61.0,10201.14029102522,0.0375698359267868,86,1806,0,0.0,0,34,19,33,1277,529,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2016-12-30__2017-06-28,2016-12-30,2017-06-28,push,,,,64.0,10360.471975148155,0.04014727479911744,75,1255,0,0.0,562,42,33,0,1255,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-01-29__2017-07-28,2017-01-29,2017-07-28,push,,,,61.0,10131.740488236375,0.05055444077489028,86,1844,0,0.0,0,30,19,37,1294,550,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-01-29__2017-07-28,2017-01-29,2017-07-28,push,,,,61.0,10201.478907318868,0.03789003536258442,86,1844,0,0.0,0,30,19,37,1294,550,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-01-29__2017-07-28,2017-01-29,2017-07-28,push,,,,55.0,10419.3151013239,0.03563028344851046,69,1274,0,0.0,587,41,28,0,1274,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-02-28__2017-08-27,2017-02-28,2017-08-27,push,,,,64.0,9759.048843834335,0.04968850516089078,96,1850,0,0.0,0,31,23,42,1216,634,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-02-28__2017-08-27,2017-02-28,2017-08-27,push,,,,64.0,9752.152268205662,0.03754295104267166,96,1850,0,0.0,0,31,23,42,1216,634,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-02-28__2017-08-27,2017-02-28,2017-08-27,push,,,,54.0,9957.465195734672,0.054417180634491705,72,1198,0,0.0,676,39,33,0,1198,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-03-30__2017-09-26,2017-03-30,2017-09-26,push,,,,66.0,9807.36464527551,0.039787870219799154,95,1754,0,0.0,0,22,27,46,1030,724,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-03-30__2017-09-26,2017-03-30,2017-09-26,push,,,,66.0,9874.376760451403,0.03782905898278223,95,1754,0,0.0,0,22,27,46,1030,724,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-03-30__2017-09-26,2017-03-30,2017-09-26,push,,,,58.0,10204.494202178486,0.05413369974031739,72,1007,0,0.0,770,26,46,0,1007,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-04-29__2017-10-26,2017-04-29,2017-10-26,push,,,,63.0,10443.490316940035,0.0416391626205439,87,1753,0,0.0,0,25,23,39,1078,675,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-04-29__2017-10-26,2017-04-29,2017-10-26,push,,,,63.0,10292.855749961138,0.038891496540374285,87,1753,0,0.0,0,25,23,39,1078,675,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-04-29__2017-10-26,2017-04-29,2017-10-26,push,,,,56.0,10464.068949909548,0.05472488764822992,72,1054,0,0.0,714,24,48,0,1054,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-05-29__2017-11-25,2017-05-29,2017-11-25,push,,,,60.0,10149.811187434001,0.04115617396839698,80,1858,0,0.0,0,24,28,28,1290,568,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-05-29__2017-11-25,2017-05-29,2017-11-25,push,,,,60.0,10036.766137130455,0.038471710067198,80,1858,0,0.0,0,24,28,28,1290,568,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-05-29__2017-11-25,2017-05-29,2017-11-25,push,,,,52.0,10137.19870031229,0.057768790783838814,71,1271,0,0.0,596,25,46,0,1271,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-06-28__2017-12-25,2017-06-28,2017-12-25,push,,,,64.0,9857.244789124838,0.07782140025491426,87,1813,0,0.0,0,22,30,35,1201,612,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-06-28__2017-12-25,2017-06-28,2017-12-25,push,,,,64.0,9826.075555873644,0.06587853159831138,87,1813,0,0.0,0,22,30,35,1201,612,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-06-28__2017-12-25,2017-06-28,2017-12-25,push,,,,54.0,9992.889427989741,0.06631595712706366,74,1179,0,0.0,647,21,53,0,1179,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-07-28__2018-01-24,2017-07-28,2018-01-24,push,,,,59.0,10217.011861891891,0.031988648062255015,80,1784,0,0.0,0,24,24,32,1168,616,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-07-28__2018-01-24,2017-07-28,2018-01-24,push,,,,59.0,10103.955264486289,0.029312904347840413,80,1784,0,0.0,0,24,24,32,1168,616,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-07-28__2018-01-24,2017-07-28,2018-01-24,push,,,,50.0,10074.012564181805,0.05450026189363998,70,1146,0,0.0,648,21,49,0,1146,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-08-27__2018-02-23,2017-08-27,2018-02-23,push,,,,60.0,10359.991103900658,0.03684243517448631,85,1813,0,0.0,0,17,24,44,1060,753,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-08-27__2018-02-23,2017-08-27,2018-02-23,push,,,,60.0,10253.173463495612,0.031242241050431403,85,1813,0,0.0,0,17,24,44,1060,753,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-08-27__2018-02-23,2017-08-27,2018-02-23,push,,,,51.0,10386.312947155273,0.02599471350523545,62,1039,0,0.0,797,15,47,0,1039,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-09-26__2018-03-25,2017-09-26,2018-03-25,push,,,,56.0,10854.929097319724,0.04420356314972796,86,1931,0,0.0,0,21,23,42,1270,661,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-09-26__2018-03-25,2017-09-26,2018-03-25,push,,,,56.0,10733.233536966673,0.04042764932347818,86,1931,0,0.0,0,21,23,42,1270,661,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-09-26__2018-03-25,2017-09-26,2018-03-25,push,,,,44.0,10102.842787627356,0.045845274830277595,67,1247,0,0.0,703,18,49,0,1247,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-10-26__2018-04-24,2017-10-26,2018-04-24,push,,,,57.0,10268.845978995743,0.07506609073530326,84,1877,0,0.0,0,20,24,40,1253,624,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-10-26__2018-04-24,2017-10-26,2018-04-24,push,,,,57.0,10307.82724812353,0.056279053354310236,84,1877,0,0.0,0,20,24,40,1253,624,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-10-26__2018-04-24,2017-10-26,2018-04-24,push,,,,44.0,10102.004577848678,0.035553591853020955,64,1233,0,0.0,664,24,40,0,1233,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-11-25__2018-05-24,2017-11-25,2018-05-24,push,,,,56.0,10077.000191457704,0.05855904767293432,79,1922,0,0.0,0,25,20,34,1228,694,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-11-25__2018-05-24,2017-11-25,2018-05-24,push,,,,56.0,10088.964497972713,0.04505452650561019,79,1922,0,0.0,0,25,20,34,1228,694,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-11-25__2018-05-24,2017-11-25,2018-05-24,push,,,,46.0,9969.080796806302,0.05005578863532701,62,1211,0,0.0,728,29,33,0,1211,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2017-12-25__2018-06-23,2017-12-25,2018-06-23,push,,,,63.0,10051.654214918717,0.04452012089314849,91,2025,0,0.0,0,17,26,48,1196,829,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2017-12-25__2018-06-23,2017-12-25,2018-06-23,push,,,,63.0,10059.936431916762,0.03183054942329218,91,2025,0,0.0,0,17,26,48,1196,829,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2017-12-25__2018-06-23,2017-12-25,2018-06-23,push,,,,50.0,9765.155038663317,0.04857026907084491,63,1176,0,0.0,877,21,42,0,1176,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-01-24__2018-07-23,2018-01-24,2018-07-23,push,,,,60.0,10469.911377655722,0.03465330520198204,87,1968,0,0.0,0,21,26,40,1202,766,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-01-24__2018-07-23,2018-01-24,2018-07-23,push,,,,60.0,10343.205257018382,0.031990699842472346,87,1968,0,0.0,0,21,26,40,1202,766,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-01-24__2018-07-23,2018-01-24,2018-07-23,push,,,,47.0,10117.248164551274,0.04881937059575612,63,1186,0,0.0,806,27,36,0,1186,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-02-23__2018-08-22,2018-02-23,2018-08-22,push,,,,57.0,10364.060911344524,0.03466188198346445,81,2013,0,0.0,0,29,23,29,1402,611,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-02-23__2018-08-22,2018-02-23,2018-08-22,push,,,,57.0,10135.993781497316,0.03191347576301123,81,2013,0,0.0,0,29,23,29,1402,611,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-02-23__2018-08-22,2018-02-23,2018-08-22,push,,,,45.0,9865.071477551966,0.04908198176922797,61,1393,0,0.0,640,29,32,0,1393,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-03-25__2018-09-21,2018-03-25,2018-09-21,push,,,,57.0,10101.293568518053,0.04020603983462297,79,1974,0,0.0,0,20,26,33,1277,697,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-03-25__2018-09-21,2018-03-25,2018-09-21,push,,,,57.0,10002.329224993246,0.03974493444050404,79,1974,0,0.0,0,20,26,33,1277,697,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-03-25__2018-09-21,2018-03-25,2018-09-21,push,,,,50.0,10411.556261431779,0.04543682487497499,65,1258,0,0.0,730,19,46,0,1258,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-04-24__2018-10-21,2018-04-24,2018-10-21,push,,,,58.0,10084.771103060097,0.03942255621040185,78,2046,0,0.0,0,21,27,30,1202,844,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-04-24__2018-10-21,2018-04-24,2018-10-21,push,,,,58.0,9895.203686751602,0.0388689049514971,78,2046,0,0.0,0,21,27,30,1202,844,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-04-24__2018-10-21,2018-04-24,2018-10-21,push,,,,56.0,10641.797791208963,0.045868905722178714,74,1176,0,0.0,874,24,50,0,1176,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-05-24__2018-11-20,2018-05-24,2018-11-20,push,,,,60.0,10287.568011159496,0.03962792856318356,83,1888,0,0.0,0,16,24,43,1050,838,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-05-24__2018-11-20,2018-05-24,2018-11-20,push,,,,60.0,10047.082759615854,0.03917856956607302,83,1888,0,0.0,0,16,24,43,1050,838,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-05-24__2018-11-20,2018-05-24,2018-11-20,push,,,,59.0,10637.180334860763,0.04370051650633468,65,1025,0,0.0,881,24,41,0,1025,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-06-23__2018-12-20,2018-06-23,2018-12-20,push,,,,56.0,9786.171933896607,0.0620816929916542,82,1852,0,0.0,0,22,24,36,1164,688,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-06-23__2018-12-20,2018-06-23,2018-12-20,push,,,,56.0,9626.762344158227,0.06231385636427785,82,1852,0,0.0,0,22,24,36,1164,688,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-06-23__2018-12-20,2018-06-23,2018-12-20,push,,,,56.0,10358.07759770091,0.04202012163619875,71,1139,0,0.0,724,23,48,0,1139,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-07-23__2019-01-19,2018-07-23,2019-01-19,push,,,,61.0,10260.392795527712,0.03511223319423625,79,1986,0,0.0,0,16,27,36,1103,883,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-07-23__2019-01-19,2018-07-23,2019-01-19,push,,,,61.0,10009.276258099908,0.034293433584184276,79,1986,0,0.0,0,16,27,36,1103,883,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-07-23__2019-01-19,2018-07-23,2019-01-19,push,,,,52.0,10576.880769234438,0.04485977366667721,66,1080,0,0.0,919,23,43,0,1080,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-08-22__2019-02-18,2018-08-22,2019-02-18,push,,,,60.0,9962.782521848665,0.03450188475504383,75,1883,0,0.0,0,17,27,31,1075,808,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-08-22__2019-02-18,2018-08-22,2019-02-18,push,,,,60.0,9842.625944241343,0.033923053677483765,75,1883,0,0.0,0,17,27,31,1075,808,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-08-22__2019-02-18,2018-08-22,2019-02-18,push,,,,50.0,9926.223900132123,0.0504522992912378,61,1058,0,0.0,839,24,37,0,1058,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-09-21__2019-03-20,2018-09-21,2019-03-20,push,,,,58.0,10626.111207594622,0.0355595948735132,71,1838,0,0.0,0,22,20,29,1132,706,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-09-21__2019-03-20,2018-09-21,2019-03-20,push,,,,58.0,10419.480339522543,0.034871560778553794,71,1838,0,0.0,0,22,20,29,1132,706,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-09-21__2019-03-20,2018-09-21,2019-03-20,push,,,,50.0,9811.640809975583,0.0589261246103204,59,1115,0,0.0,735,33,26,0,1115,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-10-21__2019-04-19,2018-10-21,2019-04-19,push,,,,58.0,10577.513085527253,0.029294037207535074,73,1794,0,0.0,0,25,14,34,1119,675,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-10-21__2019-04-19,2018-10-21,2019-04-19,push,,,,58.0,10347.669592204513,0.026326106546765187,73,1794,0,0.0,0,25,14,34,1119,675,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-10-21__2019-04-19,2018-10-21,2019-04-19,push,,,,47.0,9590.442678220254,0.04657241462342827,54,1104,0,0.0,709,33,21,0,1104,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-11-20__2019-05-19,2018-11-20,2019-05-19,push,,,,51.0,9932.769214278278,0.0480102523578862,71,1941,0,0.0,0,23,11,37,1238,703,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-11-20__2019-05-19,2018-11-20,2019-05-19,push,,,,51.0,9964.975594272732,0.040418085598225295,71,1941,0,0.0,0,23,11,37,1238,703,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-11-20__2019-05-19,2018-11-20,2019-05-19,push,,,,49.0,9270.309860821144,0.0779690139178856,56,1216,0,0.0,740,34,22,0,1216,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2018-12-20__2019-06-18,2018-12-20,2019-06-18,push,,,,50.0,10082.69453048808,0.041387464057610124,68,2004,0,0.0,0,23,13,32,1296,708,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2018-12-20__2019-06-18,2018-12-20,2019-06-18,push,,,,50.0,10108.085376602761,0.03347457864646549,68,2004,0,0.0,0,23,13,32,1296,708,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2018-12-20__2019-06-18,2018-12-20,2019-06-18,push,,,,50.0,9429.451305170061,0.06823897691187249,53,1279,0,0.0,740,30,23,0,1279,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2019-01-19__2019-07-18,2019-01-19,2019-07-18,push,,,,47.0,9877.3751941683,0.05558222604944094,64,2028,0,0.0,0,28,14,22,1453,575,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2019-01-19__2019-07-18,2019-01-19,2019-07-18,push,,,,47.0,9946.674616987719,0.04012001061507963,64,2028,0,0.0,0,28,14,22,1453,575,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2019-01-19__2019-07-18,2019-01-19,2019-07-18,push,,,,52.0,9744.445989373477,0.06020430740114152,58,1437,0,0.0,597,29,29,0,1437,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2019-02-18__2019-08-17,2019-02-18,2019-08-17,push,,,,47.0,10074.267773388128,0.05557458830626729,67,2139,0,0.0,0,26,12,29,1373,766,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2019-02-18__2019-08-17,2019-02-18,2019-08-17,push,,,,47.0,10081.00021413754,0.04015910015412465,67,2139,0,0.0,0,26,12,29,1373,766,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2019-02-18__2019-08-17,2019-02-18,2019-08-17,push,,,,51.0,9243.15137795236,0.07694432488037692,57,1354,0,0.0,795,31,26,0,1354,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2019-03-20__2019-09-16,2019-03-20,2019-09-16,push,,,,47.0,9747.74239400724,0.05731680357799214,65,2157,0,0.0,0,22,17,26,1330,827,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2019-03-20__2019-09-16,2019-03-20,2019-09-16,push,,,,47.0,9809.97938386106,0.04017003356905916,65,2157,0,0.0,0,22,17,26,1330,827,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2019-03-20__2019-09-16,2019-03-20,2019-09-16,push,,,,51.0,9642.297211527186,0.06617004017099444,57,1312,0,0.0,853,23,34,0,1312,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2019-04-19__2019-10-16,2019-04-19,2019-10-16,push,,,,47.0,9291.480252997377,0.0845839182689293,65,2181,0,0.0,0,17,20,28,1427,754,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2019-04-19__2019-10-16,2019-04-19,2019-10-16,push,,,,47.0,9416.683817763138,0.0722828713778883,65,2181,0,0.0,0,17,20,28,1427,754,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2019-04-19__2019-10-16,2019-04-19,2019-10-16,push,,,,50.0,9563.276235995503,0.0898203130812397,60,1404,0,0.0,782,22,38,0,1404,0,0,0,,,,,,,,,
window,long_mr_strong4,unconditioned,180,2019-05-19__2019-11-15,2019-05-19,2019-11-15,push,,,,44.0,9966.584195170826,0.051345348667947655,59,2115,0,0.0,0,17,17,25,1449,666,0,0,,,,,,,,,
window,long_mr_strong4,size_down_high_0_5,180,2019-05-19__2019-11-15,2019-05-19,2019-11-15,push,,,,44.0,9981.236453458887,0.03802645404503637,59,2115,0,0.0,0,17,17,25,1449,666,0,0,,,,,,,,,
window,long_mr_strong4,hard_gate_skip_high,180,2019-05-19__2019-11-15,2019-05-19,2019-11-15,push,,,,44.0,10042.076478091423,0.06501360437473777,54,1429,0,0.0,691,18,36,0,1429,0,0,0,,,,,,,,,
