sample,half,conditioner,low_mult,mid_mult,high_mult,total_R,expectancy_R,trades,base_signals,throughput_trades_per_year,maxDD_R,return_DD,daily_R_sharpe_like,low_trades,mid_trades,high_trades,delta_total_R,delta_expectancy_R,delta_throughput_trades_per_year,delta_maxDD_reduction_R,delta_return_DD,throughput_cost_pct
all_bars_random_long,h1,unconditioned,1.0,1.0,1.0,1415.5017289026093,0.010470461786394034,135190,135190,26424.856512141283,3803.8854577017714,0.37211996645078427,0.034602774702871035,54572,38792,41826,0.0,0.0,0.0,0.0,0.0,0.0
all_bars_random_long,h1,hard_gate_skip_high,1.0,1.0,0.0,1121.530632611274,0.012012452686380983,93364,135190,18249.35500702388,3303.490121768741,0.33949870932587767,0.035497163667302246,54572,38792,0,-293.97109629133524,0.0015419908999869496,-8175.501505117401,500.3953359330303,-0.0326212571249066,0.30938678896368077
all_bars_random_long,h1,size_down_high_0_5,1.0,1.0,0.5,1268.516180756941,0.009383210154278726,135190,135190,26424.856512141283,3502.0223751016224,0.3622238937637087,0.03590536636527904,54572,38792,41826,-146.98554814566842,-0.0010872516321153072,0.0,301.863082600149,-0.009896072687075541,0.0
all_bars_random_long,h1,size_down_high_0_0,1.0,1.0,0.0,1121.530632611274,0.012012452686380983,93364,135190,18249.35500702388,3303.490121768741,0.33949870932587767,0.035497163667302246,54572,38792,0,-293.97109629133524,0.0015419908999869496,-8175.501505117401,500.3953359330303,-0.0326212571249066,0.30938678896368077
all_bars_random_long,h1,size_up_low_1_5,1.5,1.0,1.0,1920.6878847917264,0.014207322174655866,135190,135190,26424.856512141283,4961.006739624468,0.3871568787542337,0.03843233321100386,54572,38792,41826,505.1861558891171,0.0037368603882618322,0.0,-1157.1212819226962,0.015036912303449446,0.0
all_bars_random_long,h1,size_up_low_1_5_down_high_0_5,1.5,1.0,0.5,1773.702336646059,0.013120070542540564,135190,135190,26424.856512141283,4659.410986208467,0.3806709349950229,0.039070555743822205,54572,38792,41826,358.2006077434496,0.0026496087561465303,0.0,-855.5255285066955,0.008550968544238646,0.0
all_bars_random_long,h2,unconditioned,1.0,1.0,1.0,2493.6806845599785,0.018445611649887776,135191,135191,26459.86215057605,1607.7706406630039,1.5510176772052808,0.06249327488907332,52149,39512,43530,0.0,0.0,0.0,0.0,0.0,0.0
all_bars_random_long,h2,hard_gate_skip_high,1.0,1.0,0.0,2083.976561570558,0.022735695241930132,91661,135191,17940.080512637312,1055.834387026844,1.9737722006184042,0.06646035398450909,52149,39512,0,-409.70412298942074,0.004290083592042356,-8519.781637938737,551.9362536361598,0.42275452341312336,0.3219888897929596
all_bars_random_long,h2,size_down_high_0_5,1.0,1.0,0.5,2288.828623065268,0.016930332811098875,135191,135191,26459.86215057605,1326.6167127749459,1.7253126702117438,0.06631432262779684,52149,39512,43530,-204.8520614947106,-0.0015152788387889013,0.0,281.153927888058,0.174294993006463,0.0
all_bars_random_long,h2,size_down_high_0_0,1.0,1.0,0.0,2083.976561570558,0.022735695241930132,91661,135191,17940.080512637312,1055.834387026844,1.9737722006184042,0.06646035398450909,52149,39512,0,-409.70412298942074,0.004290083592042356,-8519.781637938737,551.9362536361598,0.42275452341312336,0.3219888897929596
all_bars_random_long,h2,size_up_low_1_5,1.5,1.0,1.0,2899.2473842297272,0.02144556504670967,135191,135191,26459.86215057605,1934.494435836355,1.4987106349449246,0.06008026550634183,52149,39512,43530,405.5666996697487,0.0029999533968218944,0.0,-326.72379517335116,-0.05230704226035621,0.0
all_bars_random_long,h2,size_up_low_1_5_down_high_0_5,1.5,1.0,0.5,2694.395322735017,0.019930286207920773,135191,135191,26459.86215057605,1657.7051810275932,1.6253766674390142,0.06142741829902353,52149,39512,43530,200.71463817503854,0.0014846745580329966,0.0,-49.93454036458934,0.07435899023373338,0.0
