row_type,sleeve,direction,regime_bucket,regime,half,L,L_label,n,mean_R,NW_SE,NW_CI_low,hold_median,hold_mean,hold_q10,hold_q25,hold_q75,hold_q90,dedup_drop
sleeve_curve,long_mr_strong4,short,ATR_low_0_33,low,h1,31,mean_minus_1,8005,0.020651430084165426,0.024095343918698015,-0.026575443996482682,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_mid_33_67,mid,h1,31,mean_minus_1,6088,0.009129678427087217,0.024540346227704617,-0.03896940017921383,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_high_67_100,high,h1,31,mean_minus_1,6995,-0.010242494038969376,0.02625620806228038,-0.06170466184103891,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_0_67,low_mid_0_67,h1,31,mean_minus_1,14093,0.015674177257351252,0.017464596480007123,-0.01855643184346271,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_minus_high,low_mid_minus_high,h1,31,mean_minus_1,21088,0.02591667129632063,0.03153411790456861,-0.03589019979663384,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_0_33,low,h1,83,max_hold_minus_1,8005,0.020651430084165426,0.029683073502049163,-0.03752739397985093,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_mid_33_67,mid,h1,83,max_hold_minus_1,6088,0.009129678427087217,0.02684362491852021,-0.0434838264132124,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_high_67_100,high,h1,83,max_hold_minus_1,6995,-0.010242494038969376,0.029766047423249464,-0.06858394698853833,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_0_67,low_mid_0_67,h1,83,max_hold_minus_1,14093,0.015674177257351252,0.02200578197627255,-0.027457155416142947,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_minus_high,low_mid_minus_high,h1,83,max_hold_minus_1,21088,0.02591667129632063,0.03701718546284114,-0.046637012210848004,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_0_33,low,h2,22,corrected_median_minus_1,7854,0.014421724053550508,0.023662714235184307,-0.03195719584741073,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_mid_33_67,mid,h2,22,corrected_median_minus_1,6160,-0.015700088497539504,0.02364349607713497,-0.06204134080872404,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_high_67_100,high,h2,22,corrected_median_minus_1,7075,-0.009027116404447068,0.024254698275965318,-0.05656632502533909,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_0_67,low_mid_0_67,h2,22,corrected_median_minus_1,14014,0.0011813668882362188,0.01729059575320668,-0.032708200788048876,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_minus_high,low_mid_minus_high,h2,22,corrected_median_minus_1,21089,0.010208483292683286,0.02978682745709794,-0.04817369852322868,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_0_33,low,h2,31,mean_minus_1,7854,0.014421724053550508,0.02579564515893952,-0.03613774045797095,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_mid_33_67,mid,h2,31,mean_minus_1,6160,-0.015700088497539504,0.02499618565899679,-0.0646926123891732,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_high_67_100,high,h2,31,mean_minus_1,7075,-0.009027116404447068,0.02577927601516305,-0.05955449739416665,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_0_67,low_mid_0_67,h2,31,mean_minus_1,14014,0.0011813668882362188,0.018978015210447615,-0.036015542924241105,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_minus_high,low_mid_minus_high,h2,31,mean_minus_1,21089,0.010208483292683286,0.032011500014743795,-0.05253405673621456,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_0_33,low,h2,83,max_hold_minus_1,7854,0.014421724053550508,0.031203062628226003,-0.04673627869777246,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_mid_33_67,mid,h2,83,max_hold_minus_1,6160,-0.015700088497539504,0.027558796854790266,-0.06971533033292843,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_high_67_100,high,h2,83,max_hold_minus_1,7075,-0.009027116404447068,0.02765758860158966,-0.0632359900635628,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_0_67,low_mid_0_67,h2,83,max_hold_minus_1,14014,0.0011813668882362188,0.023761495748931837,-0.04539116477967018,,,,,,,10970.0
sleeve_curve,long_mr_strong4,short,ATR_low_mid_minus_high,low_mid_minus_high,h2,83,max_hold_minus_1,21089,0.010208483292683286,0.03646300710968979,-0.06125901064230871,,,,,,,10970.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,full,22,corrected_median_minus_1,18474,0.054289885549222754,0.014519869945538928,0.025830940455966456,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,full,22,corrected_median_minus_1,15251,0.04923059533871574,0.01583175031106183,0.018200364729034548,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,full,22,corrected_median_minus_1,18246,-0.0005016078028301918,0.015216738417141452,-0.03032641510042744,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,full,22,corrected_median_minus_1,33725,0.05200199125714143,0.010822172847990526,0.03079053247508,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,full,22,corrected_median_minus_1,51971,0.05250359905997162,0.0186726686150505,0.01590516857447264,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,full,31,mean_minus_1,18474,0.054289885549222754,0.015694506140713146,0.023528653513424987,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,full,31,mean_minus_1,15251,0.04923059533871574,0.016942891372967867,0.016022528247698717,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,full,31,mean_minus_1,18246,-0.0005016078028301918,0.016411456468090294,-0.03266806248028717,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,full,31,mean_minus_1,33725,0.05200199125714143,0.011841509809709128,0.02879263203011154,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,full,31,mean_minus_1,51971,0.05250359905997162,0.02023752104328641,0.012838057815130262,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,full,83,max_hold_minus_1,18474,0.054289885549222754,0.018998369294050663,0.017053081732883453,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,full,83,max_hold_minus_1,15251,0.04923059533871574,0.019206175449134413,0.011586491458412292,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,full,83,max_hold_minus_1,18246,-0.0005016078028301918,0.01941213406842217,-0.038549390576937646,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,full,83,max_hold_minus_1,33725,0.05200199125714143,0.014808214214134191,0.022977891397438416,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,full,83,max_hold_minus_1,51971,0.05250359905997162,0.02441544915216762,0.004649318721723084,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,h1,22,corrected_median_minus_1,9670,0.04600297224709347,0.020412566955365894,0.005994341014576313,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,h1,22,corrected_median_minus_1,7542,0.02906268388807732,0.02278975520385493,-0.015605236311478345,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,h1,22,corrected_median_minus_1,8773,-0.006860702558087939,0.02234126104358851,-0.05064957420352142,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,h1,22,corrected_median_minus_1,17212,0.03858003157757803,0.015456689942792005,0.008284919289705699,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,h1,22,corrected_median_minus_1,25985,0.04544073413566597,0.027166913866049875,-0.007806417041791788,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,h1,31,mean_minus_1,9670,0.04600297224709347,0.02228188059390946,0.0023304862830309248,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,h1,31,mean_minus_1,7542,0.02906268388807732,0.02450256493680648,-0.01896234338806338,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,h1,31,mean_minus_1,8773,-0.006860702558087939,0.024311660145634694,-0.05451155644353194,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,h1,31,mean_minus_1,17212,0.03858003157757803,0.016991968881451155,0.005275772569933765,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,h1,31,mean_minus_1,25985,0.04544073413566597,0.029661150104219606,-0.01269512006860446,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,h1,83,max_hold_minus_1,9670,0.04600297224709347,0.028088696530310465,-0.009050872952315048,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,h1,83,max_hold_minus_1,7542,0.02906268388807732,0.02850801594622652,-0.02681302736652666,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,h1,83,max_hold_minus_1,8773,-0.006860702558087939,0.029557335814367862,-0.06479308075424894,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,h1,83,max_hold_minus_1,17212,0.03858003157757803,0.021739785573577364,-0.0040299481466336065,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,h1,83,max_hold_minus_1,25985,0.04544073413566597,0.036691339267304425,-0.02647429082825071,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,h2,22,corrected_median_minus_1,8804,0.06339193593899901,0.020620544382127296,0.02297566895002951,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,h2,22,corrected_median_minus_1,7709,0.06896160949888112,0.02193025963424917,0.02597830061575275,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,h2,22,corrected_median_minus_1,9473,0.005387586569372515,0.020751636934078662,-0.03528562182142166,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,h2,22,corrected_median_minus_1,16513,0.06599210631828388,0.015109252184259472,0.03637797203713532,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,h2,22,corrected_median_minus_1,25986,0.060604519748911366,0.025669435853001663,0.010292425477028105,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,h2,31,mean_minus_1,8804,0.06339193593899901,0.022027564733373257,0.02021790906158743,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,h2,31,mean_minus_1,7709,0.06896160949888112,0.02334406461381453,0.023207242855804645,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,h2,31,mean_minus_1,9473,0.005387586569372515,0.02217634119120432,-0.038078042165387946,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,h2,31,mean_minus_1,16513,0.06599210631828388,0.016440899610788876,0.03376794308113768,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,h2,31,mean_minus_1,25986,0.060604519748911366,0.027606037177413625,0.006496686881180665,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_0_33,low,h2,83,max_hold_minus_1,8804,0.06339193593899901,0.025275826088850643,0.013851316804851757,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_mid_33_67,mid,h2,83,max_hold_minus_1,7709,0.06896160949888112,0.025661074280025176,0.018665903910031784,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_high_67_100,high,h2,83,max_hold_minus_1,9473,0.005387586569372515,0.02550885603648732,-0.04460977126214263,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_0_67,low_mid_0_67,h2,83,max_hold_minus_1,16513,0.06599210631828388,0.01998889105142967,0.026813879857481723,,,,,,,22181.0
sleeve_curve,long_mr_full6,long,ATR_low_mid_minus_high,low_mid_minus_high,h2,83,max_hold_minus_1,25986,0.060604519748911366,0.0324076765868237,-0.0029145263612630826,,,,,,,22181.0
sleeve_curve,long_mr_full6,short,ATR_low_0_33,low,full,22,corrected_median_minus_1,20705,0.01167744550578607,0.014351520638227356,-0.016451534945139547,,,,,,,23159.0
