tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n
723,0.05557339456230773,0.035357927209631636,-0.013728142768570269,0.12487493189318574,310,0.14420820717210256,0.055509582335974444,0.035409425793592644,0.2530069885506125,USD_JPY,10,1,long,1033
99,0.17086612773912757,0.09527609726156018,-0.015875022893530377,0.3576072783717855,43,0.32173402562582293,0.14424416301749096,0.039015466111540664,0.6044525851401052,USD_JPY,10,3,long,142
81,0.3061925086143615,0.1038513039429756,0.10264395288612929,0.5097410643425937,35,0.26513937744244515,0.16045869428095574,-0.04935966334822811,0.5796384182331185,GBP_CHF,55,2,short,116
