tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n
615,0.015003175439384894,0.03943792579524134,-0.062295159119288124,0.09230150999805792,264,-0.03532919090733569,0.0597413819780178,-0.15242229958425058,0.0817639177695792,EUR_AUD,10,1,long,879
655,-0.029820763709565313,0.03838341872749992,-0.10505226441546514,0.04541073699633452,282,0.0017811102221576385,0.05776455325168485,-0.11143741415114466,0.11499963459545995,EUR_AUD,10,1,short,937
205,0.11923131405259497,0.06782672027695183,-0.013709057690230605,0.25217168579542054,88,-0.0026935226645355467,0.10397491169557173,-0.20648434958785614,0.20109730425878505,EUR_AUD,10,2,long,293
215,-0.09188657200523404,0.06691258267944898,-0.22303523405695402,0.03926209004648595,93,-0.057342096128648934,0.09758077620837528,-0.2486004174970645,0.13391622523976662,EUR_AUD,10,2,short,308
74,0.04317160829345414,0.11560512655601621,-0.18341443975633762,0.2697576563432459,33,0.137479119159308,0.16933766768191455,-0.1944227094972445,0.4693809478158605,EUR_AUD,10,3,long,107
68,0.08234409437070515,0.11949484572535998,-0.1518658032510004,0.3165539919924107,30,-0.07235427764654755,0.17191728491931924,-0.40931215608841326,0.26460360079531814,EUR_AUD,10,3,short,98
428,-0.0013213713396308547,0.0473318148556398,-0.09409172845668486,0.09144898577742315,184,0.017873693336579975,0.07192063166453619,-0.12309074472591094,0.1588381313990709,EUR_AUD,20,1,long,612
457,-0.06552703886672265,0.04604575164005651,-0.1557767120812334,0.02472263434778811,197,0.0021736250751282745,0.06920130177180144,-0.13346092639760254,0.1378081765478591,EUR_AUD,20,1,short,654
150,0.06187085049819449,0.07955254168156324,-0.09405213119766945,0.21779383219405843,65,0.06782352877347124,0.12112225434903456,-0.16957608975063648,0.305223147297579,EUR_AUD,20,2,long,215
142,-0.11548765921660738,0.08281395428627909,-0.27780300961771437,0.04682769118449963,62,-0.049382142658139574,0.11981014747310735,-0.28421003170542997,0.18544574638915085,EUR_AUD,20,2,short,204
57,0.003415772170449227,0.13166150597668896,-0.2546407795438611,0.2614723238847596,25,0.20134130179666093,0.19424224178110366,-0.17937349209430226,0.5820560956876242,EUR_AUD,20,3,long,82
47,0.13746377602876056,0.14478956738199664,-0.14632377603995286,0.421251328097474,21,-0.1853191012538708,0.20160887575019937,-0.5804724977242616,0.20983429521651997,EUR_AUD,20,3,short,68
259,-0.0321594076092143,0.060553896957215136,-0.15084504564535597,0.08652623042692736,112,-0.023938226440229287,0.09417504559299379,-0.2085213158024971,0.16064486292203856,EUR_AUD,55,1,long,371
272,-0.01662367675640147,0.05982470286092423,-0.13388009436381296,0.10063274085101001,117,-0.051220334943485046,0.08965764933576156,-0.2269493276415777,0.12450865775460762,EUR_AUD,55,1,short,389
91,0.012932249120942747,0.10280595074215705,-0.18856741433368507,0.21443191257557054,40,0.03587291348332775,0.15839272386672107,-0.2745768252954455,0.34632265226210107,EUR_AUD,55,2,long,131
83,-0.04989850531943761,0.10910129984920051,-0.2637370530238706,0.16394004238499538,36,-0.1073914844812694,0.1619178705217774,-0.4247505107039531,0.2099675417414143,EUR_AUD,55,2,short,119
30,0.22214013879561265,0.17821713350053814,-0.1271654428654421,0.5714457204566674,13,-0.07692307692307693,0.2878197989826109,-0.6410498829289943,0.48720372908284043,EUR_AUD,55,3,long,43
30,0.0486932491117249,0.18301813030023203,-0.3100222862767299,0.4074087845001797,13,-0.016825977123331243,0.2699203446160824,-0.5458698525708527,0.5122178983241903,EUR_AUD,55,3,short,43
185,-0.12149617841615994,0.07118652867433546,-0.2610217746178574,0.018029417785537558,80,0.010908068987681974,0.11180814000726211,-0.20823588542655175,0.23005202340191572,EUR_AUD,100,1,long,265
193,-0.009917540944032672,0.07104765263228073,-0.1491709401033029,0.12933585821523758,83,-0.19868358259562707,0.10467553874588621,-0.40384763853756406,0.006480473346309912,EUR_AUD,100,1,short,276
61,-0.05146624982973519,0.12515295075039398,-0.2967660333005074,0.193833533641037,27,0.037037037037037035,0.19598157859737708,-0.347086857013822,0.4211609310878961,EUR_AUD,100,2,long,88
56,0.018327892394504528,0.1330315548478817,-0.24241395510734362,0.2790697398963527,25,-0.2272785379627043,0.1949776008599764,-0.6094346356482581,0.15487755972284944,EUR_AUD,100,2,short,81
21,0.1744859125651609,0.2153259259167793,-0.24755290223172652,0.5965247273620483,10,0.0,0.3333333333333333,-0.6533333333333333,0.6533333333333333,EUR_AUD,100,3,long,31
21,0.21241892730246412,0.21416936165014266,-0.20735302153181548,0.6321908761367437,10,0.12114860857062029,0.31442993409345604,-0.4951340622525535,0.737431279393794,EUR_AUD,100,3,short,31
620,-0.05860497512052633,0.038915102758840116,-0.13487857652785296,0.0176686262868003,267,-0.007315023123622833,0.055142497170118425,-0.11539431757705496,0.10076427132980928,EUR_CAD,10,1,long,887
605,-0.02760097225876105,0.03904437962135405,-0.10412795631661498,0.04892601179909289,260,-0.12765879256329324,0.056439730043734704,-0.23828066344901327,-0.017036921677573216,EUR_CAD,10,1,short,865
199,-0.12440007629144245,0.06798882981642311,-0.25765818273163177,0.008858030148746837,86,0.157128450930269,0.09541120499706593,-0.029877510863980217,0.3441344127245182,EUR_CAD,10,2,long,285
189,0.02944184085359042,0.06902182331665753,-0.10584093284705834,0.16472461455423917,81,-0.2140923120369887,0.09555053004853577,-0.4013713509321188,-0.026813273141858607,EUR_CAD,10,2,short,270
55,-0.11276161785445567,0.13169900456398254,-0.3708916667998614,0.1453684310909501,24,-0.019014167145368993,0.1916891623872188,-0.3947249254243178,0.3566965911335799,EUR_CAD,10,3,long,79
51,0.04689316438673967,0.1349307988433269,-0.21757120134618102,0.3113575301196604,23,-0.30279315156406555,0.1821631521440921,-0.659832929766486,0.054246626638354944,EUR_CAD,10,3,short,74
435,-0.09257879873816938,0.04641750409589527,-0.1835571067661241,-0.001600490710214647,187,0.017769247590896962,0.06571482998519428,-0.11103181918008381,0.14657031436187773,EUR_CAD,20,1,long,622
407,-0.03507529657968267,0.04767786364567127,-0.12852390932519836,0.05837331616583301,175,-0.15965408272038667,0.06858844900060825,-0.29408744276157883,-0.025220722679194507,EUR_CAD,20,1,short,582
140,-0.17065054985386705,0.08026038833103386,-0.3279609109826934,-0.013340188725040697,61,0.06036475715968013,0.11588239191597881,-0.16676473099563835,0.2874942453149986,EUR_CAD,20,2,long,201
121,0.04088657559281697,0.08627457080507911,-0.1282115831851381,0.20998473437077203,53,-0.14793909773857644,0.12070901472013977,-0.3845287665900504,0.08865057111289751,EUR_CAD,20,2,short,174
40,0.03744476401101762,0.15555114806157444,-0.2674354861896683,0.34232501421170347,18,-0.05996619523544982,0.2324845518012611,-0.5156359167659216,0.3957035262950219,EUR_CAD,20,3,long,58
33,0.150235522587724,0.1654804674298292,-0.17410619357474122,0.4745772387501892,15,-0.4996019316342893,0.19450303717230308,-0.8808278844920033,-0.11837597877657524,EUR_CAD,20,3,short,48
244,-0.08194977158931374,0.06248467814012361,-0.20441974074395602,0.04052019756532853,105,0.02192114552216069,0.08807707134210031,-0.15070991430835592,0.19455220535267728,EUR_CAD,55,1,long,349
240,-0.1072481949164033,0.06193238654772416,-0.22863567254994266,0.014139282717136034,103,-0.2049546603287049,0.0890157985632672,-0.37942562551270864,-0.0304836951447012,EUR_CAD,55,1,short,343
76,-0.14933563227901425,0.11134123888159853,-0.36756446048694735,0.06889319592891885,33,0.13252505678175772,0.1635918556918409,-0.18811498037425042,0.45316509393776583,EUR_CAD,55,2,long,109
71,-0.031113110323424713,0.11077689257807291,-0.2482358197764476,0.1860095991295982,31,-0.29643246840694226,0.15610555741035193,-0.602399360931232,0.009534424117347506,EUR_CAD,55,2,short,102
20,0.07934598486051603,0.22488920678451368,-0.3614368604371308,0.5201288301581628,9,-0.07140536084676347,0.3408956389700044,-0.7395608132279721,0.5967500915344452,EUR_CAD,55,3,long,29
23,-0.1519858550186008,0.198050247043617,-0.5401643392240901,0.23619262918688855,10,-0.34585988402527806,0.26855965759211947,-0.8722368129058322,0.18051704485527614,EUR_CAD,55,3,short,33
166,-0.013231488642023162,0.07713930930444132,-0.16442453487872816,0.13796155759468182,72,-0.07363584591910105,0.1028234666820332,-0.2751698406158861,0.12789814877768402,EUR_CAD,100,1,long,238
179,-0.11912301515635747,0.07108010573944604,-0.2584400224056717,0.02019399209295676,78,-0.17312519070357435,0.10594688549198894,-0.38078108626787266,0.03453070486072396,EUR_CAD,100,1,short,257
53,-0.2010622780172801,0.13288687728677093,-0.4615205574993511,0.059396001464790904,23,0.10318812494773928,0.19170371998153157,-0.2725511662160626,0.47892741611154116,EUR_CAD,100,2,long,76
51,-0.018625493749135965,0.13344213566933752,-0.2801720796610375,0.24292109216276558,23,-0.24082281832029895,0.18058699358324537,-0.5947733257434599,0.11312768910286197,EUR_CAD,100,2,short,74
13,-0.38461538461538464,0.2664693550105965,-0.9068953204361538,0.1376645512053845,6,0.05955862539652148,0.42393841498561396,-0.7713606679752819,0.8904779187683248,EUR_CAD,100,3,long,19
18,-0.027537481412656536,0.22408081707764824,-0.4667358828848471,0.411660920059534,9,-0.43131139141907965,0.2846540215114735,-0.9892332735815677,0.1266104907434084,EUR_CAD,100,3,short,27
557,-0.0340664775256668,0.0358665880515262,-0.10436499010665815,0.036232035055324546,239,-0.09903045563530587,0.05605900300669435,-0.20890610152842679,0.010845190257815052,EUR_CHF,10,1,long,796
571,0.030179521703266533,0.03412448447326636,-0.03670446786433554,0.0970635112708686,246,0.07176286021883692,0.0540779468393809,-0.03422991558634965,0.1777556360240235,EUR_CHF,10,1,short,817
184,-0.04657042725892311,0.06169168381852479,-0.1674861275432317,0.07434527302538546,79,-0.18488379305519337,0.0967860668716807,-0.37458448412368756,0.004816898013300819,EUR_CHF,10,2,long,263
175,0.09659362776243077,0.06149114740390107,-0.023929021149215315,0.21711627667407685,75,0.16108301352469914,0.09645806060468227,-0.027974785260478113,0.35014081230987637,EUR_CHF,10,2,short,250
61,-0.055317993715289795,0.10475380985416957,-0.26063546102946217,0.14999947359888255,27,-0.3405194127294901,0.16335443487089982,-0.6606941050764538,-0.020344720382526438,EUR_CHF,10,3,long,88
42,-0.10017107954210834,0.12294023793467575,-0.3411339458940728,0.1407917868098561,19,0.5067134350566136,0.18215308759881357,0.14969338336293897,0.8637334867502882,EUR_CHF,10,3,short,61
368,0.0021107852380175445,0.044034450223944296,-0.08419673720091328,0.08841830767694836,159,-0.15378752937599233,0.0693444018252949,-0.28970255695357033,-0.01787250179841432,EUR_CHF,20,1,long,527
383,0.013149663282589739,0.04183683555294659,-0.06885053440118558,0.09514986096636505,165,0.06812310818713445,0.06748189944741492,-0.0641414147297988,0.2003876311040677,EUR_CHF,20,1,short,548
121,-0.08961463402362811,0.0749001211775307,-0.2364188715315883,0.057189603484332066,53,-0.0759128030670939,0.12518716613285472,-0.32127964868748915,0.16945404255330132,EUR_CHF,20,2,long,174
116,0.11807816457629661,0.07681142275458329,-0.032472224022686624,0.26862855317527984,51,0.19695518271080958,0.11745971858882116,-0.033265865723279886,0.42717623114489905,EUR_CHF,20,2,short,167
40,-0.03592958971528648,0.13194323531764354,-0.2945383309378678,0.22267915150729484,18,-0.529744852626512,0.17667395978190512,-0.8760258137990461,-0.183463891453978,EUR_CHF,20,3,long,58
30,-0.05500126501844765,0.1461574670969406,-0.3414699005284512,0.2314673704915559,14,0.6082778925506479,0.18183810722306115,0.25187520239344807,0.9646805827078477,EUR_CHF,20,3,short,44
213,0.013556003234821678,0.059667754419210635,-0.10339279542683116,0.1305048018964745,92,-0.21177846860722147,0.09394060100930615,-0.3959020465854615,-0.02765489062898141,EUR_CHF,55,1,long,305
234,0.033305546836604985,0.05502602687595384,-0.07454546584026454,0.1411565595134745,101,0.07723335811890078,0.08608073867761423,-0.09148488968922311,0.24595160592702467,EUR_CHF,55,1,short,335
74,-0.043253851138884705,0.09652699619660854,-0.23244676368423745,0.145939061406468,32,-0.2584700548614624,0.16381612308619728,-0.5795496561104091,0.06260954638748428,EUR_CHF,55,2,long,106
69,0.12963017747757863,0.10062572158833781,-0.06759623683556348,0.32685659179072074,30,0.16232884917924936,0.15437086907005837,-0.14023805419806504,0.4648957525565638,EUR_CHF,55,2,short,99
23,-0.06630267502636542,0.19348532537593494,-0.44553391276319787,0.3129285627104671,10,-0.6836912910515831,0.2027004542063381,-1.0809841812960057,-0.28639840080716045,EUR_CHF,55,3,long,33
16,-0.03258603022489229,0.19534964193563575,-0.41547132841873835,0.35029926796895383,8,0.4064094367138483,0.29769116407723295,-0.17706524487752828,0.9898841183052249,EUR_CHF,55,3,short,24
139,0.005405473276867512,0.07326229634676615,-0.13818862756279413,0.14899957411652917,60,-0.34924968040698634,0.10636281340281042,-0.5577207946764948,-0.1407785661374779,EUR_CHF,100,1,long,199
181,0.037822099995317875,0.06267525090186454,-0.08502139177233664,0.16066559176297238,78,-0.01029254587049454,0.10097774396724224,-0.20820892404628935,0.18762383230530025,EUR_CHF,100,1,short,259
44,0.0007333921633795618,0.12749029391340752,-0.24914758390689917,0.2506143682336583,20,-0.4926548185975851,0.18184645084049147,-0.8490738622449483,-0.13623577495022182,EUR_CHF,100,2,long,64
52,0.1404705879780515,0.11590866313042476,-0.08671039175758102,0.367651567713684,23,0.23540445568980867,0.18880212128010135,-0.13464770201918996,0.6054566133988073,EUR_CHF,100,2,short,75
14,0.1501128339075327,0.23414568938053365,-0.3088127172783133,0.6090383850933786,7,-0.9319049518491068,0.06809504815089316,-1.0653712462248575,-0.7984386574733562,EUR_CHF,100,3,long,21
13,-0.022744044465988614,0.21360877208269577,-0.4414172377480723,0.3959291488160951,6,0.6666666666666666,0.33333333333333337,0.013333333333333197,1.32,EUR_CHF,100,3,short,19
617,-0.021925920873025216,0.03970823467061295,-0.0997540608274266,0.055902219081376166,265,-0.02760349298481801,0.059991069247045344,-0.14518598870902688,0.08997900273939086,EUR_NZD,10,1,long,882
586,0.047478497160442446,0.04069367186454006,-0.03228109969405607,0.12723809401494096,252,-0.21511202071254842,0.059427007536255905,-0.33158895548361,-0.09863508594148686,EUR_NZD,10,1,short,838
210,-0.001399047239107007,0.06843088268037607,-0.1355235772926441,0.1327254828144301,90,0.1473877787735923,0.10153006583918658,-0.05161115027121341,0.346386707818398,EUR_NZD,10,2,long,300
190,-0.08759265955564703,0.07087915009107447,-0.22651579373415298,0.05133047462285893,82,-0.14924849454129538,0.10670897595210464,-0.35839808740742046,0.059901098324829705,EUR_NZD,10,2,short,272
67,-0.12195449733467362,0.12007997890808848,-0.35731125599452707,0.1134022613251798,30,0.36016743336941154,0.16595655353639877,0.03489258843806997,0.6854422783007531,EUR_NZD,10,3,long,97
60,-0.021386850272032805,0.1282606353629374,-0.27277769558339005,0.23000399503932445,27,-0.11111111111111072,0.1949017820682288,-0.4931186039648392,0.27089638174261776,EUR_NZD,10,3,short,87
441,-0.04615454729010725,0.046942942069282956,-0.13816271374590183,0.04585361916568734,190,0.058233911837125174,0.07057206518283678,-0.0800873359212349,0.19655515959548525,EUR_NZD,20,1,long,631
415,-0.011467389100051061,0.04833908315662847,-0.10621199208704286,0.08327721388694075,178,-0.338198510789433,0.06786155013766984,-0.4712071490592659,-0.20518987251960014,EUR_NZD,20,1,short,593
149,-0.052561060547817826,0.08106140166291541,-0.211441407807132,0.10631928671149636,65,0.20725398359982553,0.11776010881473108,-0.02355582967704739,0.43806379687669844,EUR_NZD,20,2,long,214
130,-0.06963645145222579,0.08569019141493969,-0.23758922662550758,0.09831632372105602,56,-0.29628665296343915,0.12377047719659705,-0.5388767882687694,-0.05369651765810893,EUR_NZD,20,2,short,186
49,-0.08512145553924758,0.14046078675908932,-0.3604245975870627,0.1901816865085675,22,0.349054996841709,0.20162145497816197,-0.04612305491548846,0.7442330485989064,EUR_NZD,20,3,long,71
40,-0.03208027540804922,0.15652901087988896,-0.33887713673263153,0.27471658591653314,18,-0.33333333333333276,0.22866478019001202,-0.7815163025057563,0.1148496358390908,EUR_NZD,20,3,short,58
253,-0.055589872957881994,0.06179384694902279,-0.17670581297796667,0.06552606706220267,109,0.1852501847949419,0.09180313463168527,0.005316040916838793,0.365184328673045,EUR_NZD,55,1,long,362
237,0.030582699080291022,0.06416782822560028,-0.09518624424188554,0.15635164240246757,103,-0.2881453109138004,0.09235914245763312,-0.4691692301307613,-0.10712139169683951,EUR_NZD,55,1,short,340
89,-0.08519855923649108,0.10454366544345133,-0.29010414350565566,0.1197070250326735,39,0.33274415012333663,0.1444123844204318,0.04969587665929032,0.615792423587383,EUR_NZD,55,2,long,128
77,-0.12117051237259896,0.11034142524751397,-0.3374397058577263,0.09509868111252842,34,-0.03554347886031731,0.1714999095001669,-0.37168330148064443,0.3005963437600099,EUR_NZD,55,2,short,111
28,0.15903036090844466,0.18348936234010846,-0.20060878927816791,0.5186695110950572,12,0.30660082754313317,0.2797899282350214,-0.24178743179750878,0.8549890868837751,EUR_NZD,55,3,long,40
23,-0.0992700441879117,0.20389773094179908,-0.4989095968338379,0.3003695084580145,10,1.1102230246251565e-15,0.3333333333333337,-0.653333333333333,0.6533333333333352,EUR_NZD,55,3,short,33
192,-0.06085936181423383,0.07110979397353968,-0.2002345580023716,0.07851583437390397,83,0.06955761777769978,0.10651266537891786,-0.1392072063649792,0.2783224419203788,EUR_NZD,100,1,long,275
175,0.021707284227423417,0.07483332340951755,-0.12496602965523097,0.1683805981100778,76,-0.19314430294896642,0.10949252569772563,-0.4077496533165087,0.021461047418575824,EUR_NZD,100,1,short,251
67,-0.12788267354280553,0.12044410635634091,-0.3639531220012337,0.10818777491562265,29,0.24058696051069411,0.170288309296356,-0.09317812571016365,0.5743520467315519,EUR_NZD,100,2,long,96
59,-0.19651903749438765,0.12557721221265838,-0.44265037343119806,0.04961229844242279,26,-8.540177112501204e-16,0.19999999999999984,-0.3920000000000005,0.39199999999999885,EUR_NZD,100,2,short,85
21,0.06918333835411669,0.2130330568158777,-0.34836145300500354,0.486728129713237,9,0.3333333333333333,0.3333333333333333,-0.32,0.9866666666666666,EUR_NZD,100,3,long,30
18,-0.18240061201788718,0.2262538253706583,-0.6258581097443774,0.2610568857086031,8,1.3877787807814457e-15,0.3779644730092277,-0.7408103670980848,0.7408103670980877,EUR_NZD,100,3,short,26
387,-0.06833286458613648,0.03910662553749939,-0.14498185063963528,0.008316121467362325,166,0.04362841955726086,0.05526007164528767,-0.06468132086750297,0.1519381599820247,EUR_CZK,10,1,long,553
414,0.09898186211066723,0.036902490050154294,0.026652981612364818,0.17131074260896964,178,-0.11057941368088915,0.047009467933186166,-0.20271797082993404,-0.01844085653184427,EUR_CZK,10,1,short,592
90,-0.07172224086760212,0.08143174087291749,-0.2313284529785204,0.08788397124331615,39,-0.024822074387967054,0.10877844664184598,-0.23802782980598516,0.18838368103005107,EUR_CZK,10,2,long,129
102,0.1885635949328388,0.07966564597042691,0.03241892883080205,0.34470826103487556,44,-0.07003453348449735,0.08828149467642808,-0.24306626305029638,0.10299719608130169,EUR_CZK,10,2,short,146
16,-0.23223145366203393,0.21058980290543003,-0.6449874673566768,0.18052456003260894,8,0.13804004177149365,0.24662050249639883,-0.34533614312144806,0.6214162266644354,EUR_CZK,10,3,long,24
16,0.012242579004954707,0.19903050362014726,-0.3778572080905339,0.4023423661004434,7,0.18669430199845524,0.26302240968437285,-0.32882962098291546,0.702218224979826,EUR_CZK,10,3,short,23
250,-0.08611037740641504,0.049081525541053043,-0.182310167466879,0.010089412654048918,108,0.12756014091587975,0.06788332481185977,-0.005491175715365393,0.2606114575471249,EUR_CZK,20,1,long,358
289,0.10712710069652828,0.04483553219274744,0.019249457598743303,0.19500474379431326,124,-0.08158044378627924,0.05442246024676758,-0.1882484658699437,0.025087578297385213,EUR_CZK,20,1,short,413
62,-0.07513917877286352,0.09722207720782731,-0.2656944501002051,0.11541609255447802,28,-0.04471638278100452,0.12148947702097325,-0.2828357577421121,0.19340299218010307,EUR_CZK,20,2,long,90
70,0.1990939727908456,0.09730264213946689,0.008380794197490493,0.3898071513842007,31,-0.1792453962413831,0.10687504172243141,-0.38872047801734866,0.03022968553458244,EUR_CZK,20,2,short,101
10,-0.2359030736729717,0.2543558509176474,-0.7344405414715606,0.2626343941256172,5,0.45536639588311767,0.2693962192549587,-0.07265019385660143,0.9833829856228368,EUR_CZK,20,3,long,15
9,-0.051696295701782406,0.2668052293066186,-0.5746345451427548,0.47124195373919003,4,-0.2306925613692101,0.27141144951857693,-0.7626590024256209,0.30127387968720065,EUR_CZK,20,3,short,13
140,-0.12180990324210604,0.06825045227057652,-0.25558078969243603,0.011960983208223933,61,0.13088857288145997,0.09639219187340167,-0.0580401231904073,0.31981726895332724,EUR_CZK,55,1,long,201
165,0.09077576384954797,0.06087367666354689,-0.02853664241100394,0.2100881701100999,71,-0.0742231407730716,0.06670496094321203,-0.20496486422176718,0.056518582675623985,EUR_CZK,55,1,short,236
37,-0.07102953605337506,0.1308816705170318,-0.32755761026675745,0.1854985381600073,17,-0.09647564829500344,0.16904400098534417,-0.427801890226278,0.23485059363627114,EUR_CZK,55,2,long,54
36,0.07025546524189766,0.14015389412124774,-0.2044461672357479,0.3449570977195432,16,-0.1383308542458667,0.16935303148866568,-0.4702627959636514,0.19360108747191804,EUR_CZK,55,2,short,52
7,-0.3220579694121656,0.2944821027933439,-0.8992428908871196,0.25512695206278846,4,-0.056652256253379565,0.43030884974053185,-0.900057601744822,0.7867530892380629,EUR_CZK,55,3,long,11
5,-0.1558826442065544,0.41139843549651733,-0.9622235777797283,0.6504582893666195,3,-0.16049529391694609,0.4198605096584786,-0.9834218928475641,0.662431305013672,EUR_CZK,55,3,short,8
91,-0.11241730296883669,0.08830375820827144,-0.2854926690570487,0.06065806311937531,39,0.16311727753734626,0.11747363969202289,-0.0671310562590186,0.3933656113337111,EUR_CZK,100,1,long,130
125,0.10199239611297523,0.0704200285153918,-0.0360308597771927,0.24001565200314315,54,-0.08447161617306727,0.07443049539116563,-0.2303553871397519,0.06141215479361735,EUR_CZK,100,1,short,179
25,-0.2590553906959997,0.1628825561655231,-0.578305200780425,0.06019441938842557,11,-0.01902052957836848,0.20733343088480086,-0.42539405411257813,0.3873529949558412,EUR_CZK,100,2,long,36
30,0.08175216361670665,0.15228129083207328,-0.21671916641415698,0.38022349364757024,13,-0.20046712204902917,0.1998509784628831,-0.5921750398362801,0.19124079573822172,EUR_CZK,100,2,short,43
4,-0.08579678372854063,0.44073335113761586,-0.9496341519582677,0.7780405845011865,3,-0.5966411659126418,0.40335883408735823,-1.387224480723864,0.1939421488985803,EUR_CZK,100,3,long,7
4,-0.34517400301753287,0.47155320344664453,-1.269418281772956,0.5790702757378904,3,-0.16049529391694609,0.4198605096584786,-0.9834218928475641,0.662431305013672,EUR_CZK,100,3,short,7
718,0.02495896907796442,0.03702568762210116,-0.04761137866135384,0.09752931681728269,308,0.03318266865139493,0.05639041690807987,-0.0773425484884416,0.14370788579123148,CAD_JPY,10,1,long,1026
587,0.02924625566355764,0.041155068812509486,-0.051417679208960954,0.10991019053607623,252,-0.14438448687206115,0.06214726775324091,-0.26619313166841335,-0.022575842075708966,CAD_JPY,10,1,short,839
268,0.09249712958097964,0.06039062978477708,-0.02586850479718343,0.21086276395914272,115,0.0682509280662664,0.09227379514623403,-0.1126057104203523,0.2491075665528851,CAD_JPY,10,2,long,383
199,0.005025125628140704,0.07106600815945201,-0.13426425036438525,0.14431450162066664,86,-0.14875900468031275,0.10664618664209033,-0.3577855304988098,0.06026752113818429,CAD_JPY,10,2,short,285
94,0.16822554689418184,0.10110210386576877,-0.02993457668272495,0.3663856704710886,41,0.20234976334464705,0.1514159837781133,-0.094425564860455,0.4991250915497491,CAD_JPY,10,3,long,135
60,-0.030889619351644255,0.1298314884199078,-0.2853593366546635,0.223580097951375,26,-0.23076923076923078,0.19460170216420797,-0.6121885670110784,0.1506501054726168,CAD_JPY,10,3,short,86
510,0.044988041359761914,0.0438820336867531,-0.041020744666274166,0.130996827385798,220,0.0005350853583224028,0.0667513592634195,-0.13029757879797985,0.13136774951462463,CAD_JPY,20,1,long,730
390,0.05644764688269338,0.05049085370848132,-0.042514426385930004,0.15540972015131677,168,-0.1507704969895127,0.07623973222974668,-0.3002003721598162,-0.0013406218192091868,CAD_JPY,20,1,short,558
196,0.09586342208011499,0.07040632615776639,-0.04213297718910712,0.23385982134933708,85,0.10649597878379886,0.10726731980978063,-0.10374796804337118,0.3167399256109689,CAD_JPY,20,2,long,281
136,-0.014705882352941176,0.08605698960246445,-0.18337758197377152,0.15396581726788916,59,-0.09819109156791349,0.12959710026551882,-0.3522014080883304,0.1558192249525034,CAD_JPY,20,2,short,195
67,0.19124181206049393,0.11894997154397133,-0.041900132165689885,0.42438375628667774,29,0.1713087912211227,0.1797593963806896,-0.18101962568502894,0.5236372081272743,CAD_JPY,20,3,long,96
42,-0.0917470752642537,0.1550068682578998,-0.3955605370497373,0.21206638652122994,19,0.15789473684210525,0.23274559932318592,-0.29828663783133913,0.6140761115155496,CAD_JPY,20,3,short,61
331,0.0669903620327304,0.054350125139236136,-0.03953588324017243,0.17351660730563323,142,-0.1228537472018646,0.08282386951897815,-0.28518853145906176,0.03948103705533257,CAD_JPY,55,1,long,473
207,-0.06769776051872523,0.0693446075737415,-0.20361319136325856,0.06821767032580811,90,-0.1111111111111111,0.10534343625332827,-0.3175842461676345,0.0953620239454123,CAD_JPY,55,1,short,297
123,0.15378299604482684,0.08804862911294493,-0.01879231701654524,0.3263583091061989,54,0.03800292956709079,0.13484579103505734,-0.22629482086162162,0.3023006799958032,CAD_JPY,55,2,long,177
72,-0.19444444444444445,0.11641301885139071,-0.42261396139317026,0.03372507250428136,32,-0.024789825078340502,0.1768424620675205,-0.37140105073068064,0.32182140057399966,CAD_JPY,55,2,short,104
39,0.32854362584751523,0.14878732824295654,0.036920462491320416,0.62016678920371,18,0.10933083030069765,0.2277655741080895,-0.3370896949511578,0.5557513555525531,CAD_JPY,55,3,long,57
25,-0.27413508644394624,0.19514738634595327,-0.6566239636820146,0.10835379079412216,11,0.2727272727272727,0.30424000964875475,-0.32358314618428663,0.869037691638832,CAD_JPY,55,3,short,36
243,0.11370971786759503,0.06324295636422723,-0.010246476606290356,0.2376659123414804,105,-0.15662125812061686,0.09565387172824666,-0.3441028467079803,0.030860330466746577,CAD_JPY,100,1,long,348
142,-0.2043199748406769,0.08213517511483506,-0.3653049180657536,-0.04333503161560018,61,-0.08196721311475409,0.12866502865802354,-0.33415066928448023,0.17021624305497207,CAD_JPY,100,1,short,203
97,0.1898076975072117,0.09861915333155165,-0.0034858430226295534,0.3831012380370529,42,0.04711204130736446,0.15239394583634544,-0.2515800925318726,0.3458041751466015,CAD_JPY,100,2,long,139
49,-0.1836734693877551,0.14188199737832796,-0.46176218424927795,0.0944152454737677,21,0.047619047619047616,0.22335313142016333,-0.3901530899644725,0.48539118520256774,CAD_JPY,100,2,short,70
34,0.34744710023685565,0.15772801620385735,0.03830018847729527,0.656594011996416,15,-0.20828516260106034,0.24310849085124753,-0.6847778046695054,0.2682074794673848,CAD_JPY,100,3,long,49
17,-0.28549277418227387,0.2375011491397111,-0.7509950264961076,0.18000947813155987,8,0.25,0.3659625273556999,-0.46728655361717175,0.9672865536171718,CAD_JPY,100,3,short,25
592,-0.07726756136144798,0.04023104378294284,-0.15612040717601594,0.0015852844531199783,255,-0.2934594109077897,0.057164375791761764,-0.40550158745964276,-0.18141723435593665,CAD_CHF,10,1,long,847
606,0.01811210316427784,0.039693670139583644,-0.0596874903093061,0.09591169663786178,261,0.07959632881587243,0.05864798661329471,-0.0353537249461852,0.19454638257793005,CAD_CHF,10,1,short,867
