tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n
60,-0.12843855971408297,0.12465941495013942,-0.37277101301635623,0.1158938935881903,27,0.06519634123736878,0.183388513040165,-0.2942451443213546,0.4246378267960922,USD_CAD,20,1,long,87
83,-0.1295348148332842,0.10455612822146823,-0.33446482614736195,0.07539519648079354,36,-0.1328637537813111,0.14595472901367715,-0.4189350226481183,0.15320751508549613,USD_CAD,20,1,short,119
31,-0.0008481118973135254,0.17960730444477868,-0.35287842860907975,0.35118220481445267,14,-0.3317449432196442,0.23215084922877352,-0.7867606077080402,0.12327072126875188,USD_CAD,20,2,long,45
32,-0.22244909142522246,0.1665956097467893,-0.5489764865289295,0.10407830367848458,14,-0.2571491192754736,0.2541374726435193,-0.7552585656567715,0.24096032710582427,USD_CAD,20,2,short,46
16,0.14586576537089732,0.25085955305484925,-0.34581895861660716,0.6375504893584019,7,-0.08480130842179946,0.34682590039707417,-0.7645800732000648,0.5949774563564659,USD_CAD,20,3,long,23
11,0.15816175835995058,0.2983675011395484,-0.42663854387356426,0.7429620605934655,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,USD_CAD,20,3,short,17
44,-0.17041907348846858,0.14374914388660856,-0.45216739550622137,0.11132924852928422,19,0.2867841040445704,0.21326759032252787,-0.1312203729875842,0.7047885810767249,USD_CAD,55,1,long,63
49,-0.1517350342271057,0.13294083011918434,-0.41229906126070703,0.10882899280649563,21,-0.1800294566322244,0.19325954037031182,-0.5588181557580355,0.19875924249358676,USD_CAD,55,1,short,70
18,0.4444444444444444,0.2172649691319564,0.018605104945809914,0.8702837839430789,9,-0.3884844876181536,0.30946573774025304,-0.9950373335890496,0.2180683583527424,USD_CAD,55,2,long,27
21,-0.1594155663832254,0.21004112757736626,-0.5710961764348632,0.25226504366841246,9,-0.36134773179511237,0.3202464438704877,-0.9890307617812683,0.2663352981910435,USD_CAD,55,2,short,30
8,-0.25,0.3659625273556999,-0.9672865536171718,0.46728655361717175,4,-0.39840228973814906,0.3497077247881526,-1.0838294303229281,0.28702485084663,USD_CAD,55,3,long,12
9,0.7777777777777778,0.2222222222222222,0.34222222222222226,1.2133333333333334,4,-0.5,0.5,-1.48,0.48,USD_CAD,55,3,short,13
35,-0.15916223697249252,0.16330640358062942,-0.4792427879905262,0.16091831404554116,16,0.27805612355292736,0.2316680658545769,-0.17601328552204332,0.732125532627898,USD_CAD,100,1,long,51
37,-0.09283828857103185,0.15101450993298493,-0.3888267280396823,0.2031501508976186,16,-0.20608710562414242,0.2450245964283575,-0.6863353146237231,0.2741611033754383,USD_CAD,100,1,short,53
14,0.5714285714285714,0.22760785909019762,0.12531716761178407,1.0175399752453587,6,-0.4160600647605637,0.3748340518716979,-1.1507348064290914,0.3186146769079642,USD_CAD,100,2,long,20
12,-0.36231057450397786,0.25357605943436123,-0.8593196509953258,0.13469850198737016,6,-0.7086882643593352,0.29131173564066476,-1.2796592662150381,-0.13771726250363225,USD_CAD,100,2,short,18
7,-0.14285714285714285,0.40406101782088427,-0.9348167377860761,0.6491024520717903,4,-0.39840228973814906,0.3497077247881526,-1.0838294303229281,0.28702485084663,USD_CAD,100,3,long,11
5,1.0,0.0,1.0,1.0,3,-1.0,0.0,-1.0,-1.0,USD_CAD,100,3,short,8
105,-0.11090256887571474,0.09399389544513324,-0.2951306039481759,0.07332546619674642,46,-0.059518967871193595,0.1461688010788155,-0.346009817985672,0.2269718822432848,USD_CHF,10,1,long,151
96,-0.045318949804412,0.09975164225885388,-0.24083216863176563,0.1501942690229416,42,0.0,0.15617376188860607,-0.3061005733016679,0.3061005733016679,USD_CHF,10,1,short,138
46,0.08443877696436117,0.1381086471870492,-0.1862541715222553,0.3551317254509776,21,0.11578583539491098,0.21769715143283888,-0.3109005814134532,0.5424722522032752,USD_CHF,10,2,long,67
39,0.13181976900567058,0.15724019985226753,-0.17637102270477376,0.4400105607161149,17,-0.006236322610638164,0.2426157891223666,-0.4817632692904767,0.46929062406920036,USD_CHF,10,2,short,56
11,-0.09090909090909091,0.3149183286488867,-0.7081490150609089,0.526330833242727,6,-0.17129194371132508,0.40102886740965793,-0.9573085238342546,0.6147246364116045,USD_CHF,10,3,long,17
11,0.39822995311359555,0.2763453806916565,-0.14340699304205118,0.9398668992692423,6,0.3333333333333333,0.421637021355784,-0.4930752285240034,1.15974189519067,USD_CHF,10,3,short,17
67,-0.12048920544612597,0.11700222510885483,-0.34981356665948143,0.10883515576722948,29,-0.004383936145938686,0.18574707943012547,-0.36844821182898463,0.35968033953710726,USD_CHF,20,1,long,96
68,-0.08807856775280648,0.11987812313521844,-0.32303968909783465,0.14688255359222166,30,-0.2,0.18194353045893685,-0.5566093196995162,0.1566093196995162,USD_CHF,20,1,short,98
34,0.06275119226744748,0.1645914942116223,-0.25984813638733223,0.38535052092222716,15,0.16210016955287537,0.256274104281709,-0.34019707483927425,0.664397413945025,USD_CHF,20,2,long,49
29,0.12004157269030115,0.18391668532315972,-0.2404351305430919,0.48051827592369417,13,0.1456909627399347,0.27427414194842853,-0.39188635547898515,0.6832682809588546,USD_CHF,20,2,short,42
8,-0.25,0.3659625273556999,-0.9672865536171718,0.46728655361717175,4,-2.7755575615628914e-15,0.5773502691896241,-1.131606527611666,1.1316065276116603,USD_CHF,20,3,long,12
