tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,pattern,strict,direction,total_n
109,-0.0542011943736696,0.0948715075403807,-0.24014934915281577,0.13174696040547657,47,-0.1511944165773436,0.14169434529124217,-0.4289153333481782,0.12652650019349107,GBP_CAD,bear_engulf,True,short,156
561,0.01887712063363504,0.04092086530732675,-0.061327775368725385,0.09908201663599547,241,-0.023286112500924452,0.0597429220197297,-0.14038223965959468,0.09381001465774576,GBP_CHF,hammer,False,long,802
165,-0.022333954229879365,0.0755388822791205,-0.17039016349695554,0.12572225503719683,72,-0.06745503287530424,0.11037395094346204,-0.28378797672448985,0.14887791097388137,GBP_CHF,hammer,True,long,237
446,0.03846960947794893,0.046464734718182944,-0.052601270569689634,0.1295404895255875,192,0.027781757451283362,0.06631129179016704,-0.10218837445744403,0.15775188936001075,GBP_CHF,shooting_star,False,short,638
131,0.08712835890114434,0.08583422902779386,-0.08110672999333163,0.2553634477956203,57,-0.15054134190771334,0.12594174254127996,-0.39738715728862206,0.09630447347319537,GBP_CHF,shooting_star,True,short,188
284,-0.05610001986801292,0.0578242241514566,-0.16943549920486786,0.057235459468842016,123,-0.1339365767194144,0.08342601447518053,-0.2974515650907682,0.029578411651939446,GBP_CHF,bull_engulf,False,long,407
107,-0.05371882834649358,0.0928698348794921,-0.2357437047102981,0.12830604801731094,46,-0.24887542720487782,0.13617656984757165,-0.5157815041061182,0.01803064969636259,GBP_CHF,bull_engulf,True,long,153
294,0.009851876581764056,0.05719542087844894,-0.10225114833999588,0.12195490150352398,127,0.026319469822829296,0.084009244347003,-0.1383386490972966,0.19097758874295517,GBP_CHF,bear_engulf,False,short,421
125,-0.01338321101051379,0.08745867735240621,-0.18480221862122997,0.1580357966002024,54,0.06552589407414143,0.13106753286904596,-0.19136647034918863,0.3224182584974715,GBP_CHF,bear_engulf,True,short,179
525,-0.0419383292289911,0.043313817860737576,-0.12683341223603675,0.04295675377805455,225,0.09666332200321247,0.06275025525467907,-0.026327178295958514,0.21965382230238345,GBP_NZD,hammer,False,long,750
171,-0.04198124807937821,0.07607710691648382,-0.19109237763568648,0.10712988147693008,74,0.13209199961725177,0.10659385723760574,-0.07683196056845548,0.341015959802959,GBP_NZD,hammer,True,long,245
479,-0.0037178966611644392,0.04533759563894381,-0.0925795841134943,0.08514379079116542,206,-0.08332123200915914,0.06532357814161573,-0.21135544516672597,0.04471298114840769,GBP_NZD,shooting_star,False,short,685
157,0.030592583766196002,0.07913763358096805,-0.12451717805250137,0.18570234558489337,68,-0.04638767409869004,0.11335196489345635,-0.2685575252898645,0.1757821770924844,GBP_NZD,shooting_star,True,short,225
314,-0.09897189667200228,0.05585397460380864,-0.20844568689546722,0.010501893551462665,135,0.21848888303911398,0.08112844773892397,0.05947712547082301,0.37750064060740496,GBP_NZD,bull_engulf,False,long,449
136,-0.02287677422142505,0.08547230775887178,-0.19040249742881374,0.14464894898596362,59,0.13396293934201545,0.12237683380401679,-0.10589565491385744,0.37382153359788833,GBP_NZD,bull_engulf,True,long,195
317,-0.03085038943268152,0.05599322450544858,-0.14059710946336074,0.0788963305979977,137,-0.19136667127029364,0.0813941837793037,-0.3508992714777289,-0.03183407106285838,GBP_NZD,bear_engulf,False,short,454
129,-0.009688820778050283,0.08774598835343049,-0.18167095795077404,0.16229331639467348,56,-0.16093146382088158,0.12949573294573022,-0.4147431003945128,0.09288017275274962,GBP_NZD,bear_engulf,True,short,185
569,0.01279298715039833,0.04002633477719987,-0.06565862901291342,0.09124460331371007,245,0.1382623103566084,0.06261023209871404,0.01554625544312889,0.26097836527008794,CHF_JPY,hammer,False,long,814
180,-0.0008425309123163786,0.07097831254454759,-0.13996002349962963,0.1382749616749969,78,0.21456304894390835,0.11060848703181485,-0.0022295856384487445,0.4313556835262654,CHF_JPY,hammer,True,long,258
434,-0.11577986246379116,0.04515897115450869,-0.20429144592662818,-0.027268279000954132,186,-0.17902455714257426,0.06981321005411198,-0.31585844884863373,-0.042190665436514785,CHF_JPY,shooting_star,False,short,620
128,-0.10596927194756195,0.08503089680872636,-0.2726298296926656,0.06069128579754171,55,-0.2713892189568531,0.12635963108983633,-0.5190540958929323,-0.023724342020773864,CHF_JPY,shooting_star,True,short,183
287,-0.02648785162965809,0.056624420455498065,-0.1374717157224343,0.08449601246311811,123,0.27665841001599045,0.08640410424944721,0.10730636568707394,0.44601045434490694,CHF_JPY,bull_engulf,False,long,410
104,-0.11691303810186991,0.09512440184925636,-0.30335686572641235,0.06953078952267254,45,0.3333333333333333,0.14213381090374028,0.054751063962002355,0.6119156027046643,CHF_JPY,bull_engulf,True,long,149
302,-0.05716716814311986,0.05354472128554487,-0.1621148218627878,0.04778048557654808,130,-0.25123214364475643,0.08254569324485062,-0.4130217024046636,-0.08944258488484924,CHF_JPY,bear_engulf,False,short,432
127,0.006135964145934602,0.08418984123831139,-0.15887612468115572,0.1711480529730249,55,-0.3347970536572075,0.12365594958773894,-0.5771627148491758,-0.09243139246523921,CHF_JPY,bear_engulf,True,short,182
573,0.025382163899804123,0.04177292458497331,-0.05649276828674356,0.1072570960863518,246,0.1724110901429896,0.06268524333085429,0.0495480132145152,0.29527416707146403,NZD_JPY,hammer,False,long,819
189,0.13227513227513227,0.07229164077884698,-0.009416483651407792,0.2739667482016723,82,0.07317073170731707,0.11081326992011314,-0.1440232773361047,0.2903647407507388,NZD_JPY,hammer,True,long,271
420,-0.03962812710615929,0.04858631698055557,-0.1348573083880482,0.055601054175729636,181,-0.16166450636170768,0.07314537903684457,-0.30502944927392306,-0.018299563449492323,NZD_JPY,shooting_star,False,short,601
