tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,confirm,direction,total_n
190,80,101,9,0.4419889502762431,0.3696380583395182,0.5143398422129679,82,32,43,7,0.4266666666666667,0.3147297362764457,0.5386035970568877,EUR_NZD,H4,10,2,short,272
60,28,30,2,0.4827586206896552,0.3541548435853036,0.6113623977940068,27,11,15,1,0.4230769230769231,0.23317121377589872,0.6129826323779475,EUR_NZD,H4,10,3,short,87
441,196,233,12,0.4568764568764569,0.4097379166513079,0.5040149971016059,190,94,85,11,0.5251396648044693,0.45198367098605874,0.5982956586228798,EUR_NZD,H4,20,1,long,631
149,67,79,3,0.4589041095890411,0.3780731499820894,0.5397350691959928,65,36,24,5,0.6,0.47603871572139955,0.7239612842786004,EUR_NZD,H4,20,2,long,214
49,21,25,3,0.45652173913043476,0.3125759464786233,0.6004675317822462,22,14,7,1,0.6666666666666666,0.4650436227161998,0.8682897106171334,EUR_NZD,H4,20,3,long,71
415,188,212,15,0.47,0.42108827952320627,0.5189117204767937,178,50,111,17,0.3105590062111801,0.23908242874697477,0.3820355836753854,EUR_NZD,H4,20,1,short,593
130,56,67,7,0.45528455284552843,0.3672749990688907,0.5432941066221662,56,17,34,5,0.3333333333333333,0.2039540543843812,0.46271261228228544,EUR_NZD,H4,20,2,short,186
40,18,20,2,0.47368421052631576,0.31492756025629715,0.6324408607963343,18,6,12,0,0.3333333333333333,0.11555555555555552,0.5511111111111111,EUR_NZD,H4,20,3,short,58
253,110,136,7,0.44715447154471544,0.3850219173270036,0.5092870257624272,109,61,41,7,0.5980392156862745,0.5028883684673968,0.6931900629051522,EUR_NZD,H4,55,1,long,362
89,38,48,3,0.4418604651162791,0.3369011927000815,0.5468197375324766,39,23,12,4,0.6571428571428571,0.49988637873894526,0.814399335546769,EUR_NZD,H4,55,2,long,128
28,15,12,1,0.5555555555555556,0.3681222874428016,0.7429888236683095,12,7,4,1,0.6363636363636364,0.3520837983588668,0.920643474368406,EUR_NZD,H4,55,3,long,40
237,112,119,6,0.48484848484848486,0.42039883034725256,0.5492981393497172,103,34,62,7,0.3541666666666667,0.2584947388811156,0.44983859445221774,EUR_NZD,H4,55,1,short,340
77,30,41,6,0.4225352112676056,0.30763492677587473,0.5374354957593366,34,16,17,1,0.48484848484848486,0.3143307269541896,0.6553662427427801,EUR_NZD,H4,55,2,short,111
23,9,12,2,0.42857142857142855,0.21691132368626131,0.6402315334565958,10,5,5,0,0.5,0.19009678930349883,0.8099032106965012,EUR_NZD,H4,55,3,short,33
192,83,104,5,0.44385026737967914,0.37263889141702594,0.5150616433423323,83,41,36,6,0.5324675324675324,0.4210218720017065,0.6439131929333584,EUR_NZD,H4,100,1,long,275
67,27,38,2,0.4153846153846154,0.295583815769046,0.5351854150001848,29,15,10,4,0.6,0.4079600041657988,0.7920399958342011,EUR_NZD,H4,100,2,long,96
21,10,10,1,0.5,0.28086533820502063,0.7191346617949794,9,6,3,0,0.6666666666666666,0.3586823797498592,0.974650953583474,EUR_NZD,H4,100,3,long,30
175,81,89,5,0.4764705882352941,0.40139129044525323,0.551549886025335,76,28,41,7,0.4057971014492754,0.2899318044291311,0.5216623984694198,EUR_NZD,H4,100,1,short,251
59,21,34,4,0.38181818181818183,0.25341932915824694,0.5102170344781167,26,13,13,0,0.5,0.30780618756457967,0.6921938124354203,EUR_NZD,H4,100,2,short,85
18,6,10,2,0.375,0.13777977004479572,0.6122202299552043,8,4,4,0,0.5,0.15351767721859172,0.8464823227814082,EUR_NZD,H4,100,3,short,26
387,82,138,167,0.37272727272727274,0.3088320307023889,0.4366225147521566,166,35,30,101,0.5384615384615384,0.4172676594739799,0.659655417449097,EUR_CZK,H4,10,1,long,553
90,23,31,36,0.42592592592592593,0.2940364336028603,0.5578154182489916,39,7,8,24,0.4666666666666667,0.2141946806886107,0.7191386526447227,EUR_CZK,H4,10,2,long,129
16,4,7,5,0.36363636363636365,0.07935652563159407,0.6479162016411333,8,2,1,5,0.6666666666666666,0.13322223379388565,1.0,EUR_CZK,H4,10,3,long,24
414,98,111,205,0.4688995215311005,0.40124276568833006,0.5365562773738709,178,12,41,125,0.22641509433962265,0.11374080739368737,0.33908938128555793,EUR_CZK,H4,10,1,short,592
102,32,27,43,0.5423728813559322,0.41524672242839017,0.6694990402834742,44,4,9,31,0.3076923076923077,0.05679714201505026,0.5585874733695652,EUR_CZK,H4,10,2,short,146
16,1,6,9,0.14285714285714285,0.0,0.4020867707934573,7,1,1,5,0.5,0.0,1.0,EUR_CZK,H4,10,3,short,23
250,52,92,106,0.3611111111111111,0.28265840677557974,0.43956381544664247,108,24,18,66,0.5714285714285714,0.42176227595761373,0.7210948668995291,EUR_CZK,H4,20,1,long,358
62,16,20,26,0.4444444444444444,0.2821224727444597,0.6067664161444292,28,4,5,19,0.4444444444444444,0.11980050104447498,0.7690883878444139,EUR_CZK,H4,20,2,long,90
10,2,4,4,0.3333333333333333,0.0,0.7105355092038887,5,2,0,3,1.0,1.0,1.0,EUR_CZK,H4,20,3,long,15
289,73,76,140,0.4899328859060403,0.4096644325431122,0.5702013392689683,124,8,25,91,0.24242424242424243,0.09620647132151991,0.3886420135269649,EUR_CZK,H4,20,1,short,413
70,22,18,30,0.55,0.3958250993189878,0.7041749006810123,31,2,9,20,0.18181818181818182,0.0,0.40974912948563447,EUR_CZK,H4,20,2,short,101
9,1,3,5,0.25,0.0,0.674352447854375,4,0,1,3,0.0,0.0,0.0,EUR_CZK,H4,20,3,short,13
140,31,58,51,0.34831460674157305,0.24933040043589008,0.44729881304725605,61,16,13,32,0.5517241379310345,0.3707190669948286,0.7327292088672404,EUR_CZK,H4,55,1,long,201
37,10,13,14,0.43478260869565216,0.23218421697992483,0.6373810004113795,17,3,5,9,0.375,0.03951993352808575,0.7104800664719142,EUR_CZK,H4,55,2,long,54
7,1,3,3,0.25,0.0,0.674352447854375,4,1,1,2,0.5,0.0,1.0,EUR_CZK,H4,55,3,long,11
165,41,47,77,0.4659090909090909,0.3616838469235442,0.5701343348946375,71,5,10,56,0.3333333333333333,0.09476973050886098,0.5718969361578057,EUR_CZK,H4,55,1,short,236
36,11,10,15,0.5238095238095238,0.3101985933082275,0.7374204543108202,16,1,5,10,0.16666666666666666,0.0,0.4648711701972571,EUR_CZK,H4,55,2,short,52
5,1,2,2,0.3333333333333333,0.0,0.8667777662061142,3,0,1,2,0.0,0.0,0.0,EUR_CZK,H4,55,3,short,8
91,24,42,25,0.36363636363636365,0.24757960575757254,0.47969312151515475,39,10,7,22,0.5882352941176471,0.3542806291426003,0.8221899590926939,EUR_CZK,H4,100,1,long,130
25,6,12,7,0.3333333333333333,0.11555555555555552,0.5511111111111111,11,2,3,6,0.4,0.0,0.8294144850840502,EUR_CZK,H4,100,2,long,36
4,1,1,2,0.5,0.0,1.0,3,0,2,1,0.0,0.0,0.0,EUR_CZK,H4,100,3,long,7
125,32,38,55,0.45714285714285713,0.34044152895847013,0.5738441853272441,54,4,7,43,0.36363636363636365,0.07935652563159407,0.6479162016411333,EUR_CZK,H4,100,1,short,179
30,9,8,13,0.5294117647058824,0.29213842808518775,0.766685101326577,13,1,5,7,0.16666666666666666,0.0,0.4648711701972571,EUR_CZK,H4,100,2,short,43
4,1,2,1,0.3333333333333333,0.0,0.8667777662061142,3,0,1,2,0.0,0.0,0.0,EUR_CZK,H4,100,3,short,7
718,355,348,15,0.5049786628733998,0.46801909521564444,0.5419382305311551,308,151,147,10,0.5067114093959731,0.44994664805558143,0.5634761707363649,CAD_JPY,H4,10,1,long,1026
268,140,123,5,0.532319391634981,0.47201637720993433,0.5926224060600277,115,59,53,3,0.5267857142857143,0.4343173920072172,0.6192540365642114,CAD_JPY,H4,10,2,long,383
94,52,40,2,0.5652173913043478,0.4639181954464841,0.6665165871622114,41,23,16,2,0.5897435897435898,0.4353664215728127,0.7441207579143668,CAD_JPY,H4,10,3,long,135
587,293,291,3,0.5017123287671232,0.4611598780329318,0.5422647795013147,252,102,146,4,0.4112903225806452,0.3500475189686288,0.4725331261926616,CAD_JPY,H4,10,1,short,839
199,99,100,0,0.49748743718592964,0.42801795622948635,0.5669569181423729,86,36,49,1,0.4235294117647059,0.3184840277198131,0.5285747958095987,CAD_JPY,H4,10,2,short,285
60,29,30,1,0.4915254237288136,0.3639586182150988,0.6190922292425284,26,10,16,0,0.38461538461538464,0.19760916938857803,0.5716215998421912,CAD_JPY,H4,10,3,short,86
510,253,245,12,0.5080321285140562,0.4641229451556161,0.5519413118724963,220,105,107,8,0.49528301886792453,0.4279793377348277,0.5625867000010213,CAD_JPY,H4,20,1,long,730
196,101,90,5,0.5287958115183246,0.45800319535797984,0.5995884276786693,85,46,37,2,0.5542168674698795,0.447282153856544,0.661151581083215,CAD_JPY,H4,20,2,long,281
67,38,27,2,0.5846153846153846,0.46481458499981526,0.7044161842309541,29,15,12,2,0.5555555555555556,0.3681222874428016,0.7429888236683095,CAD_JPY,H4,20,3,long,96
390,200,189,1,0.5141388174807198,0.4644707149139023,0.5638069200475372,168,70,96,2,0.42168674698795183,0.3465627691623256,0.4968107248135781,CAD_JPY,H4,20,1,short,558
136,66,70,0,0.4852941176470588,0.401296165809623,0.5692920694844946,59,26,32,1,0.4482758620689655,0.3202859489808223,0.5762657751571088,CAD_JPY,H4,20,2,short,195
42,17,24,1,0.4146341463414634,0.2638310121124069,0.5654372805705199,19,11,8,0,0.5789473684210527,0.3569401957423196,0.8009545410997857,CAD_JPY,H4,20,3,short,61
331,169,153,9,0.5248447204968945,0.47029891851499184,0.5793905224787971,142,59,78,5,0.4306569343065693,0.3477389897673565,0.5135748788457821,CAD_JPY,H4,55,1,long,473
123,68,51,4,0.5714285714285714,0.4825135425923776,0.6603436002647652,54,27,25,2,0.5192307692307693,0.3834297772537627,0.6550317612077758,CAD_JPY,H4,55,2,long,177
39,24,13,2,0.6486486486486487,0.49482228197876377,0.8024750153185336,18,8,8,2,0.5,0.255,0.745,CAD_JPY,H4,55,3,long,57
207,94,113,0,0.45410628019323673,0.38627910946870575,0.5219334509177678,90,39,51,0,0.43333333333333335,0.3309546125504685,0.5357120541161982,CAD_JPY,H4,55,1,short,297
72,28,44,0,0.3888888888888889,0.27628259099008295,0.5014951867876948,32,15,16,1,0.4838709677419355,0.3079493737374329,0.6597925617464381,CAD_JPY,H4,55,2,short,104
25,9,15,1,0.375,0.18131049331468677,0.5686895066853133,11,7,4,0,0.6363636363636364,0.3520837983588668,0.920643474368406,CAD_JPY,H4,55,3,short,36
243,130,107,6,0.5485232067510548,0.48516584022466436,0.6118805732774453,105,41,60,4,0.40594059405940597,0.3101679308605268,0.5017132572582852,CAD_JPY,H4,100,1,long,348
97,56,38,3,0.5957446808510638,0.4965359022785205,0.6949534594236071,42,21,19,2,0.525,0.3702422053659332,0.6797577946340668,CAD_JPY,H4,100,2,long,139
34,21,11,2,0.65625,0.49168514410155795,0.820814855898442,15,5,8,2,0.38461538461538464,0.12014865879357278,0.6490821104371964,CAD_JPY,H4,100,3,long,49
142,54,88,0,0.38028169014084506,0.3004341078278643,0.46012927245382584,61,27,34,0,0.4426229508196721,0.31797571287036785,0.5672701887689764,CAD_JPY,H4,100,1,short,203
49,20,29,0,0.40816326530612246,0.27054504154849623,0.5457814890637487,21,11,10,0,0.5238095238095238,0.3101985933082275,0.7374204543108202,CAD_JPY,H4,100,2,short,70
17,6,10,1,0.375,0.13777977004479572,0.6122202299552043,8,5,3,0,0.625,0.28951993352808575,0.9604800664719142,CAD_JPY,H4,100,3,short,25
592,252,313,27,0.44601769911504424,0.40502978299307957,0.4870056152370089,255,73,154,28,0.32158590308370044,0.26082292151395187,0.382348884653449,CAD_CHF,H4,10,1,long,847
183,84,93,6,0.4745762711864407,0.40101024640324295,0.5481422959696384,79,30,36,13,0.45454545454545453,0.3344152972338223,0.5746756118570867,CAD_CHF,H4,10,2,long,262
44,20,20,4,0.5,0.3450483946517494,0.6549516053482506,20,8,11,1,0.42105263157894735,0.19904545890021433,0.6430598042576804,CAD_CHF,H4,10,3,long,64
606,276,296,34,0.4825174825174825,0.44156667928041654,0.5234682857545485,260,122,108,30,0.5304347826086957,0.46593531789411713,0.5949342473232743,CAD_CHF,H4,10,1,short,866
204,87,108,9,0.4461538461538462,0.37638273196568883,0.5159249603420035,88,48,35,5,0.5783132530120482,0.47207190471163185,0.6845546013124645,CAD_CHF,H4,10,2,short,292
57,27,27,3,0.5,0.36663889178180475,0.6333611082181952,25,13,9,3,0.5909090909090909,0.38545491113906605,0.7963632706791158,CAD_CHF,H4,10,3,short,82
401,169,218,14,0.43669250645994834,0.387277230737917,0.4861077821819797,172,52,105,15,0.33121019108280253,0.2575889873402656,0.4048313948253395,CAD_CHF,H4,20,1,long,573
118,56,58,4,0.49122807017543857,0.39945678690593134,0.5829993534449458,52,17,29,6,0.3695652173913043,0.23007531079264418,0.5090551239899644,CAD_CHF,H4,20,2,long,170
30,15,12,3,0.5555555555555556,0.3681222874428016,0.7429888236683095,14,4,10,0,0.2857142857142857,0.04907109439030105,0.5223574770382704,CAD_CHF,H4,20,3,long,44
411,188,203,20,0.48081841432225064,0.431294167562168,0.5303426610823333,177,83,78,16,0.515527950310559,0.4383303847772433,0.5927255158438747,CAD_CHF,H4,20,1,short,588
141,61,75,5,0.4485294117647059,0.3649415418812426,0.5321172816481692,61,34,23,4,0.5964912280701754,0.4691270889749408,0.72385536716541,CAD_CHF,H4,20,2,short,202
44,21,20,3,0.5121951219512195,0.3591903656558928,0.6651998782465463,20,10,8,2,0.5555555555555556,0.3259976217062955,0.7851134894048157,CAD_CHF,H4,20,3,short,64
240,95,140,5,0.40425531914893614,0.34151017831442715,0.46700045998344514,103,35,60,8,0.3684210526315789,0.27141913703958004,0.4654229682235778,CAD_CHF,H4,55,1,long,343
70,29,39,2,0.4264705882352941,0.3089202170667763,0.5440209594038119,31,10,17,4,0.37037037037037035,0.188217975393852,0.5525227653468887,CAD_CHF,H4,55,2,long,101
18,6,10,2,0.375,0.13777977004479572,0.6122202299552043,9,3,6,0,0.3333333333333333,0.02534904641652591,0.6413176202501407,CAD_CHF,H4,55,3,long,27
237,105,123,9,0.4605263157894737,0.39582680362233374,0.5252258279566137,102,50,44,8,0.5319148936170213,0.4310417323595832,0.6327880548744593,CAD_CHF,H4,55,1,short,339
86,34,51,1,0.4,0.2958516894604848,0.5041483105395153,38,22,14,2,0.6111111111111112,0.45186175741399487,0.7703604648082274,CAD_CHF,H4,55,2,short,124
29,14,14,1,0.5,0.31479740822547864,0.6852025917745214,13,9,4,0,0.6923076923076923,0.44141252663043484,0.9432028579849497,CAD_CHF,H4,55,3,short,42
163,69,90,4,0.4339622641509434,0.3569240538565559,0.5110004744453309,71,26,39,6,0.4,0.28090185043096083,0.5190981495690392,CAD_CHF,H4,100,1,long,234
55,24,29,2,0.4528301886792453,0.3188172018268649,0.5868431755316257,24,7,13,4,0.35,0.14095885572452488,0.559041144275475,CAD_CHF,H4,100,2,long,79
14,4,8,2,0.3333333333333333,0.06661111689694282,0.6000555497697238,6,1,5,0,0.16666666666666666,0.0,0.4648711701972571,CAD_CHF,H4,100,3,long,20
170,74,92,4,0.4457831325301205,0.3701688713898895,0.5213973936703514,73,32,35,6,0.47761194029850745,0.3580059644827897,0.5972179161142251,CAD_CHF,H4,100,1,short,243
60,24,35,1,0.4067796610169492,0.28143157789455914,0.5321277441393393,27,14,12,1,0.5384615384615384,0.3468371904257853,0.7300858864972916,CAD_CHF,H4,100,2,short,87
20,11,8,1,0.5789473684210527,0.3569401957423196,0.8009545410997857,9,6,3,0,0.6666666666666666,0.3586823797498592,0.974650953583474,CAD_CHF,H4,100,3,short,29
723,334,305,84,0.5226917057902973,0.48396345007571423,0.5614199615048805,310,171,129,10,0.57,0.5139769047624106,0.6260230952375893,USD_JPY,H4,10,1,long,1033
270,119,121,30,0.49583333333333335,0.4325768018670243,0.5590898647996424,116,65,46,5,0.5855855855855856,0.4939409186206545,0.6772302525505167,USD_JPY,H4,10,2,long,386
99,53,37,9,0.5888888888888889,0.48723333663936835,0.6905444411384095,43,28,14,1,0.6666666666666666,0.5240976450458182,0.809235688287515,USD_JPY,H4,10,3,long,142
560,239,279,42,0.4613899613899614,0.41845980368737684,0.504320119092546,240,95,139,6,0.405982905982906,0.34306105526685365,0.4689047566989583,USD_JPY,H4,10,1,short,800
169,67,80,22,0.4557823129251701,0.37526997014854857,0.5362946557017916,73,31,38,4,0.4492753623188406,0.3319059093412949,0.5666448152963863,USD_JPY,H4,10,2,short,242
43,21,19,3,0.525,0.3702422053659332,0.6797577946340668,19,8,10,1,0.4444444444444444,0.21488651059518432,0.6740023782937046,USD_JPY,H4,10,3,short,62
527,236,224,67,0.5130434782608696,0.4673662929258486,0.5587206635958907,226,118,99,9,0.543778801843318,0.4775075656899331,0.6100500379967029,USD_JPY,H4,20,1,long,753
204,97,83,24,0.5388888888888889,0.46606527501263817,0.6117125027651396,88,48,35,5,0.5783132530120482,0.47207190471163185,0.6845546013124645,USD_JPY,H4,20,2,long,292
77,46,25,6,0.647887323943662,0.5367864517279511,0.7589881961593729,34,20,14,0,0.5882352941176471,0.4228043640235646,0.7536662242117296,USD_JPY,H4,20,3,long,111
389,170,191,28,0.4709141274238227,0.41942252434959526,0.5224057304980502,168,66,97,5,0.4049079754601227,0.3295494313250545,0.4802665195951909,USD_JPY,H4,20,1,short,557
116,42,57,17,0.42424242424242425,0.3268858345669602,0.5215990139178883,51,22,27,2,0.4489795918367347,0.30971036204297536,0.588248821630494,USD_JPY,H4,20,2,short,167
31,14,15,2,0.4827586206896552,0.3008854149362746,0.6646318264430358,14,6,7,1,0.46153846153846156,0.19054070966539732,0.7325362134115259,USD_JPY,H4,20,3,short,45
320,157,129,34,0.548951048951049,0.49128081635464105,0.6066212815474569,138,70,61,7,0.5343511450381679,0.44893045696697365,0.6197718331093622,USD_JPY,H4,55,1,long,458
123,65,46,12,0.5855855855855856,0.4939409186206545,0.6772302525505167,54,27,22,5,0.5510204081632653,0.4117511783695059,0.6902896379570246,USD_JPY,H4,55,2,long,177
47,28,17,2,0.6222222222222222,0.4805643294898079,0.7638801149546366,21,11,10,0,0.5238095238095238,0.3101985933082275,0.7374204543108202,USD_JPY,H4,55,3,long,68
204,80,116,8,0.40816326530612246,0.33935415342730935,0.47697237718493557,88,37,51,0,0.42045454545454547,0.3173167098692175,0.5235923810398735,USD_JPY,H4,55,1,short,292
65,23,37,5,0.38333333333333336,0.26030816276814944,0.5063585038985173,28,15,13,0,0.5357142857142857,0.350984753695174,0.7204438177333974,USD_JPY,H4,55,2,short,93
18,8,9,1,0.47058823529411764,0.23331489867342306,0.7078615719148122,8,6,2,0,0.75,0.4499375065090607,1.0,USD_JPY,H4,55,3,short,26
247,123,103,21,0.5442477876106194,0.47931492032962436,0.6091806548916144,107,48,51,8,0.48484848484848486,0.3864000114266021,0.5832969582703676,USD_JPY,H4,100,1,long,354
95,46,42,7,0.5227272727272727,0.4183668993656643,0.6270876460888811,42,19,18,5,0.5135135135135135,0.3524613592923218,0.6745656677347052,USD_JPY,H4,100,2,long,137
38,23,13,2,0.6388888888888888,0.4819834802178261,0.7957942975599516,17,8,9,0,0.47058823529411764,0.23331489867342306,0.7078615719148122,USD_JPY,H4,100,3,long,55
144,57,81,6,0.41304347826086957,0.33089162236798153,0.4951953341537576,62,24,38,0,0.3870967741935484,0.2658511827783741,0.5083423656087227,USD_JPY,H4,100,1,short,206
48,18,26,4,0.4090909090909091,0.26381286535240456,0.5543689528294137,21,10,11,0,0.47619047619047616,0.26257954568917985,0.6898014066917725,USD_JPY,H4,100,2,short,69
13,6,6,1,0.5,0.21709836809708338,0.7829016319029166,6,3,3,0,0.5,0.09991667534541426,0.9000833246545857,USD_JPY,H4,100,3,short,19
574,257,264,53,0.4932821497120921,0.4503514455951255,0.5362128538290587,247,70,83,94,0.45751633986928103,0.37857454595127654,0.5364581337872856,EUR_GBP,H4,10,1,long,821
186,84,90,12,0.4827586206896552,0.40850919535965513,0.5570080460196553,81,23,26,32,0.46938775510204084,0.32965039212332675,0.6091251180807549,EUR_GBP,H4,10,2,long,267
46,18,24,4,0.42857142857142855,0.27890513310047094,0.5782377240423862,21,6,8,7,0.42857142857142855,0.16934180063511417,0.6878010565077429,EUR_GBP,H4,10,3,long,67
605,230,322,53,0.4166666666666667,0.37553850399319766,0.4577948293401357,260,58,85,117,0.40559440559440557,0.32511672064865593,0.4860720905401552,EUR_GBP,H4,10,1,short,865
184,78,86,20,0.47560975609756095,0.39917571416554287,0.552043798029579,79,23,26,30,0.46938775510204084,0.32965039212332675,0.6091251180807549,EUR_GBP,H4,10,2,short,263
47,22,20,5,0.5238095238095238,0.37276378631648893,0.6748552613025587,21,5,9,7,0.35714285714285715,0.1061448491826345,0.6081408651030797,EUR_GBP,H4,10,3,short,68
399,186,182,31,0.5054347826086957,0.45435176909597735,0.5565177961214139,171,47,60,64,0.4392523364485981,0.34521399540997605,0.5332906774872201,EUR_GBP,H4,20,1,long,570
128,60,59,9,0.5042016806722689,0.4143683999866222,0.5940349613579156,55,14,19,22,0.42424242424242425,0.25561586447288487,0.5928689840119636,EUR_GBP,H4,20,2,long,183
32,13,16,3,0.4482758620689655,0.26727079113275964,0.6292809330051714,15,5,7,3,0.4166666666666667,0.13772189581554434,0.6956114375177891,EUR_GBP,H4,20,3,long,47
407,150,224,33,0.40106951871657753,0.35139675698983114,0.45074228044332393,175,35,59,81,0.3723404255319149,0.27461123110072455,0.4700696199631052,EUR_GBP,H4,20,1,short,582
121,52,57,12,0.47706422018348627,0.38329605368250547,0.5708323866844671,53,12,18,23,0.4,0.2246922705640165,0.5753077294359835,EUR_GBP,H4,20,2,short,174
29,13,12,4,0.52,0.32415686277022626,0.7158431372297738,13,2,6,5,0.25,0.0,0.5500624934909393,EUR_GBP,H4,20,3,short,42
225,97,114,14,0.4597156398104265,0.39246898561796006,0.526962294002893,97,23,35,39,0.39655172413793105,0.270655698226561,0.5224477500493011,EUR_GBP,H4,55,1,long,322
72,32,34,6,0.48484848484848486,0.36427422192870273,0.605422747768267,32,10,11,11,0.47619047619047616,0.26257954568917985,0.6898014066917725,EUR_GBP,H4,55,2,long,104
18,8,8,2,0.5,0.255,0.745,9,4,4,1,0.5,0.15351767721859172,0.8464823227814082,EUR_GBP,H4,55,3,long,27
228,80,127,21,0.3864734299516908,0.320137716082164,0.4528091438212176,98,18,33,47,0.35294117647058826,0.2217834047494987,0.4840989481916778,EUR_GBP,H4,55,1,short,326
68,29,33,6,0.46774193548387094,0.3435411032312867,0.5919427677364552,30,5,11,14,0.3125,0.08537892133269531,0.5396210786673047,EUR_GBP,H4,55,2,short,98
14,4,8,2,0.3333333333333333,0.06661111689694282,0.6000555497697238,7,2,3,2,0.4,0.0,0.8294144850840502,EUR_GBP,H4,55,3,short,21
153,65,78,10,0.45454545454545453,0.37293308360617133,0.5361578254847377,66,20,25,21,0.4444444444444444,0.2992592592592592,0.5896296296296296,EUR_GBP,H4,100,1,long,219
50,24,23,3,0.5106382978723404,0.367722965614364,0.6535536301303168,22,7,4,11,0.6363636363636364,0.3520837983588668,0.920643474368406,EUR_GBP,H4,100,2,long,72
11,6,5,0,0.5454545454545454,0.2511969573207727,0.8397121335883182,6,3,3,0,0.5,0.09991667534541426,0.9000833246545857,EUR_GBP,H4,100,3,long,17
148,51,86,11,0.3722627737226277,0.291314137892866,0.4532114095523895,64,4,21,39,0.16,0.01629042620618487,0.30370957379381514,EUR_GBP,H4,100,1,short,212
44,16,23,5,0.41025641025641024,0.2558792420856332,0.5646335784271873,20,2,8,10,0.2,0.0,0.447922568557201,EUR_GBP,H4,100,2,short,64
11,1,8,2,0.1111111111111111,0.0,0.31643396905564936,6,1,3,2,0.25,0.0,0.674352447854375,EUR_GBP,H4,100,3,short,17
690,312,338,40,0.48,0.44159200083315975,0.5184079991668402,296,150,120,26,0.5555555555555556,0.4962839519030244,0.6148271592080868,EUR_JPY,H4,10,1,long,986
263,129,120,14,0.5180722891566265,0.45600789378275297,0.5801366845305,113,55,50,8,0.5238095238095238,0.4282798115419475,0.6193392360771002,EUR_JPY,H4,10,2,long,376
81,43,33,5,0.5657894736842105,0.4543531231837611,0.6772258241846599,35,17,16,2,0.5151515151515151,0.3446337572572199,0.6856692730458104,EUR_JPY,H4,10,3,long,116
561,275,261,25,0.5130597014925373,0.4707445902043251,0.5553748127807496,241,97,138,6,0.4127659574468085,0.3498182832585185,0.4757136316350985,EUR_JPY,H4,10,1,short,802
180,83,91,6,0.47701149425287354,0.4027964516176229,0.5512265368881242,78,34,41,3,0.4533333333333333,0.3406666361604249,0.5660000305062417,EUR_JPY,H4,10,2,short,258
51,17,33,1,0.34,0.2086946276803573,0.47130537231964276,23,9,14,0,0.391304347826087,0.19184720669911723,0.5907614889530567,EUR_JPY,H4,10,3,short,74
494,226,237,31,0.48812095032397407,0.4425893434530344,0.5336525571949138,212,105,94,13,0.5276381909547738,0.45827404664869786,0.5970023352608498,EUR_JPY,H4,20,1,long,706
181,83,88,10,0.4853801169590643,0.41046968730042666,0.560290546617702,78,37,33,8,0.5285714285714286,0.4116304178010406,0.6455124393418166,EUR_JPY,H4,20,2,long,259
61,33,23,5,0.5892857142857143,0.4604326002371978,0.7181388283342308,27,13,13,1,0.5,0.30780618756457967,0.6921938124354203,EUR_JPY,H4,20,3,long,88
385,182,188,15,0.4918918918918919,0.44095081708887324,0.5428329666949107,165,65,96,4,0.40372670807453415,0.32793711903668643,0.47951629711238186,EUR_JPY,H4,20,1,short,550
121,48,69,4,0.41025641025641024,0.32112671065627996,0.4993861098565405,52,23,28,1,0.45098039215686275,0.31441402999179735,0.5875467543219282,EUR_JPY,H4,20,2,short,173
32,10,21,1,0.3225806451612903,0.158021062236292,0.48714022808628865,15,4,11,0,0.26666666666666666,0.0428741701850342,0.4904591631482991,EUR_JPY,H4,20,3,short,47
312,140,151,21,0.48109965635738833,0.4236920975509207,0.538507215163856,135,62,63,10,0.496,0.40834894025055946,0.5836510597494405,EUR_JPY,H4,55,1,long,447
111,52,54,5,0.49056603773584906,0.3953969677758412,0.5857351076958569,48,19,24,5,0.4418604651162791,0.29342563856848014,0.590295291664078,EUR_JPY,H4,55,2,long,159
43,23,17,3,0.575,0.42180151763153784,0.7281984823684621,19,6,12,1,0.3333333333333333,0.11555555555555552,0.5511111111111111,EUR_JPY,H4,55,3,long,62
200,87,107,6,0.4484536082474227,0.3784686042712104,0.5184386122236351,86,38,48,0,0.4418604651162791,0.3369011927000815,0.5468197375324766,EUR_JPY,H4,55,1,short,286
60,22,37,1,0.3728813559322034,0.2494884317449682,0.4962742801194386,27,12,14,1,0.46153846153846156,0.26991411350270844,0.6531628095742147,EUR_JPY,H4,55,2,short,87
16,7,9,0,0.4375,0.19442159829594075,0.6805784017040593,8,3,5,0,0.375,0.03951993352808575,0.7104800664719142,EUR_JPY,H4,55,3,short,24
220,107,97,16,0.5245098039215687,0.45597856609801357,0.5930410417451237,95,41,47,7,0.4659090909090909,0.3616838469235442,0.5701343348946375,EUR_JPY,H4,100,1,long,315
81,40,37,4,0.5194805194805194,0.4078839508068162,0.6310770881542226,36,14,17,5,0.45161290322580644,0.2764258493563991,0.6267999570952139,EUR_JPY,H4,100,2,long,117
32,17,12,3,0.5862068965517241,0.40695070789470794,0.7654630852087403,14,5,8,1,0.38461538461538464,0.12014865879357278,0.6490821104371964,EUR_JPY,H4,100,3,long,46
134,61,68,5,0.4728682170542636,0.38671115527481936,0.5590252788337078,58,27,31,0,0.46551724137931033,0.3371433192881881,0.5938911634704326,EUR_JPY,H4,100,1,short,192
