pair,tf,period,confirm,stop_pct,tp_pct,rr_label,be_wr,direction,n,w,l,t,wr_decisive,ci_low,ci_high
AUD_NZD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,25,2,10,13,0.16666666666666666,0.0,0.3775290932935149
AUD_NZD,H4,100,3,0.01,0.03,1/3,0.25,long,25,1,10,14,0.09090909090909091,0.0,0.26079878862921463
AUD_NZD,H4,100,1,0.01,0.01,1/1,0.5,short,247,80,114,53,0.41237113402061853,0.34310022359007275,0.4816420444511643
AUD_NZD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,247,14,122,111,0.10294117647058823,0.0518681443477762,0.15401420859340026
AUD_NZD,H4,100,1,0.01,0.03,1/3,0.25,short,247,2,122,123,0.016129032258064516,0.0,0.03830172591785194
AUD_NZD,H4,100,2,0.01,0.01,1/1,0.5,short,71,18,41,12,0.3050847457627119,0.18759330355391934,0.4225761879715044
AUD_NZD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,71,4,43,24,0.0851063829787234,0.005330153165670468,0.16488261279177635
AUD_NZD,H4,100,2,0.01,0.03,1/3,0.25,short,71,0,43,28,0.0,0.0,0.0
AUD_NZD,H4,100,3,0.01,0.01,1/1,0.5,short,20,8,10,2,0.4444444444444444,0.21488651059518432,0.6740023782937046
AUD_NZD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,20,1,11,8,0.08333333333333333,0.0,0.23971309426686854
AUD_NZD,H4,100,3,0.01,0.03,1/3,0.25,short,20,0,11,9,0.0,0.0,0.0
AUD_CAD,H4,10,1,0.01,0.01,1/1,0.5,long,855,377,412,66,0.47782002534854245,0.4429654456828027,0.5126746050142822
AUD_CAD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,855,141,470,244,0.23076923076923078,0.19736105658787909,0.26417740495058245
AUD_CAD,H4,10,1,0.01,0.03,1/3,0.25,long,855,33,474,348,0.0650887573964497,0.04361587858040967,0.08656163621248975
AUD_CAD,H4,10,2,0.01,0.01,1/1,0.5,long,257,117,114,26,0.5064935064935064,0.4420196782340627,0.5709673347529503
AUD_CAD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,257,47,128,82,0.26857142857142857,0.2029035612389196,0.3342392959039375
AUD_CAD,H4,10,2,0.01,0.03,1/3,0.25,long,257,11,129,117,0.07857142857142857,0.03400013736284903,0.12314271978000811
AUD_CAD,H4,10,3,0.01,0.01,1/1,0.5,long,86,37,40,9,0.4805194805194805,0.3689229118457773,0.5921160491931837
AUD_CAD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,86,11,43,32,0.2037037037037037,0.09628101901374601,0.31112638839366136
AUD_CAD,H4,10,3,0.01,0.03,1/3,0.25,long,86,1,43,42,0.022727272727272728,0.0,0.06676361964362174
AUD_CAD,H4,10,1,0.01,0.01,1/1,0.5,short,847,380,404,63,0.4846938775510204,0.44971028081174375,0.519677474290297
AUD_CAD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,847,143,453,251,0.23993288590604026,0.20564791371933475,0.2742178580927458
AUD_CAD,H4,10,1,0.01,0.03,1/3,0.25,short,847,42,458,347,0.084,0.05968588597542572,0.10831411402457429
AUD_CAD,H4,10,2,0.01,0.01,1/1,0.5,short,264,108,138,18,0.43902439024390244,0.3770082359355966,0.5010405445522083
AUD_CAD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,264,44,146,74,0.23157894736842105,0.17159591239503255,0.2915619823418096
AUD_CAD,H4,10,2,0.01,0.03,1/3,0.25,short,264,12,149,103,0.07453416149068323,0.03396453451404278,0.11510378846732369
AUD_CAD,H4,10,3,0.01,0.01,1/1,0.5,short,87,40,42,5,0.4878048780487805,0.37961417731855984,0.5959955787790011
AUD_CAD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,87,19,45,23,0.296875,0.18493915869633457,0.4088108413036654
AUD_CAD,H4,10,3,0.01,0.03,1/3,0.25,short,87,4,47,36,0.0784313725490196,0.0046443931927979965,0.15221835190524122
AUD_CAD,H4,20,1,0.01,0.01,1/1,0.5,long,575,253,278,44,0.4764595103578154,0.43397829351620565,0.5189407271994252
AUD_CAD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,575,95,311,169,0.23399014778325122,0.19280799759115688,0.2751722979753456
AUD_CAD,H4,20,1,0.01,0.03,1/3,0.25,long,575,23,314,238,0.06824925816023739,0.041325234589173615,0.09517328173130116
AUD_CAD,H4,20,2,0.01,0.01,1/1,0.5,long,181,77,86,18,0.4723926380368098,0.3957502103186487,0.549035065754971
AUD_CAD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,181,30,95,56,0.24,0.16512902618504283,0.31487097381495716
AUD_CAD,H4,20,2,0.01,0.03,1/3,0.25,long,181,8,95,78,0.07766990291262135,0.025979843608011977,0.12935996221723073
AUD_CAD,H4,20,3,0.01,0.01,1/1,0.5,long,63,25,31,7,0.44642857142857145,0.3162244048285736,0.5766327380285693
AUD_CAD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,63,8,33,22,0.1951219512195122,0.07381596033249585,0.3164279421065286
AUD_CAD,H4,20,3,0.01,0.03,1/3,0.25,long,63,0,33,30,0.0,0.0,0.0
AUD_CAD,H4,20,1,0.01,0.01,1/1,0.5,short,579,256,285,38,0.4731977818853974,0.43112486849059956,0.5152706952801953
AUD_CAD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,579,99,313,167,0.24029126213592233,0.19903403715329002,0.2815484871185546
AUD_CAD,H4,20,1,0.01,0.03,1/3,0.25,short,579,29,316,234,0.08405797101449275,0.05477804540401228,0.11333789662497322
AUD_CAD,H4,20,2,0.01,0.01,1/1,0.5,short,181,76,93,12,0.44970414201183434,0.3747018932513645,0.5247063907723042
AUD_CAD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,181,30,100,51,0.23076923076923078,0.1583420350481606,0.303196426490301
AUD_CAD,H4,20,2,0.01,0.03,1/3,0.25,short,181,6,101,74,0.056074766355140186,0.012481770428483328,0.09966776228179705
AUD_CAD,H4,20,3,0.01,0.01,1/1,0.5,short,61,29,29,3,0.5,0.3713196957974719,0.6286803042025281
AUD_CAD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,61,13,30,18,0.3023255813953488,0.16505240232500956,0.4395987604656881
AUD_CAD,H4,20,3,0.01,0.03,1/3,0.25,short,61,1,31,29,0.03125,0.0,0.09153537278540293
AUD_CAD,H4,55,1,0.01,0.01,1/1,0.5,long,326,137,161,28,0.4597315436241611,0.40314607761902976,0.5163170096292924
AUD_CAD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,326,47,183,96,0.20434782608695654,0.15223570010179024,0.2564599520721228
AUD_CAD,H4,55,1,0.01,0.03,1/3,0.25,long,326,11,185,130,0.05612244897959184,0.02390032449776338,0.0883445734614203
AUD_CAD,H4,55,2,0.01,0.01,1/1,0.5,long,100,36,53,11,0.4044943820224719,0.3025272400736134,0.5064615239713304
AUD_CAD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,100,15,59,26,0.20270270270270271,0.11110593949252909,0.29429946591287637
AUD_CAD,H4,55,2,0.01,0.03,1/3,0.25,long,100,2,59,39,0.03278688524590164,0.0,0.07747605872325976
AUD_CAD,H4,55,3,0.01,0.01,1/1,0.5,long,34,12,17,5,0.41379310344827586,0.2345369147912597,0.593049292105292
AUD_CAD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,34,7,18,9,0.28,0.10399243652615381,0.45600756347384624
AUD_CAD,H4,55,3,0.01,0.03,1/3,0.25,long,34,0,18,16,0.0,0.0,0.0
AUD_CAD,H4,55,1,0.01,0.01,1/1,0.5,short,345,152,170,23,0.4720496894409938,0.41752182130865756,0.52657755757333
AUD_CAD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,345,50,190,105,0.20833333333333334,0.15695251564885185,0.2597141510178148
AUD_CAD,H4,55,1,0.01,0.03,1/3,0.25,short,345,15,193,137,0.07211538461538461,0.036960526218560226,0.107270243012209
AUD_CAD,H4,55,2,0.01,0.01,1/1,0.5,short,105,40,56,9,0.4166666666666667,0.3180447971439886,0.5152885361893448
AUD_CAD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,105,14,59,32,0.1917808219178082,0.10146542293434338,0.28209622090127306
AUD_CAD,H4,55,2,0.01,0.03,1/3,0.25,short,105,4,60,41,0.0625,0.0031949425111989296,0.12180505748880108
AUD_CAD,H4,55,3,0.01,0.01,1/1,0.5,short,39,18,20,1,0.47368421052631576,0.31492756025629715,0.6324408607963343
AUD_CAD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,39,8,21,10,0.27586206896551724,0.11318972842537128,0.4385344095056632
AUD_CAD,H4,55,3,0.01,0.03,1/3,0.25,short,39,1,22,16,0.043478260869565216,0.0,0.1268225137362416
AUD_CAD,H4,100,1,0.01,0.01,1/1,0.5,long,233,99,115,19,0.46261682242990654,0.3958129052700662,0.5294207395897469
AUD_CAD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,233,37,127,69,0.22560975609756098,0.16163730046105873,0.28958221173406323
AUD_CAD,H4,100,1,0.01,0.03,1/3,0.25,long,233,8,129,96,0.058394160583941604,0.019128304610322076,0.09766001655756112
AUD_CAD,H4,100,2,0.01,0.01,1/1,0.5,long,76,29,40,7,0.42028985507246375,0.30382056457475753,0.53675914557017
AUD_CAD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,76,12,46,18,0.20689655172413793,0.10264473787672704,0.3111483655715488
AUD_CAD,H4,100,2,0.01,0.03,1/3,0.25,long,76,2,46,28,0.041666666666666664,0.0,0.09819785684485911
AUD_CAD,H4,100,3,0.01,0.01,1/1,0.5,long,25,8,12,5,0.4,0.1852927574579749,0.6147072425420251
AUD_CAD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,25,4,13,8,0.23529411764705882,0.03365055539969364,0.436937679894424
AUD_CAD,H4,100,3,0.01,0.03,1/3,0.25,long,25,0,13,12,0.0,0.0,0.0
AUD_CAD,H4,100,1,0.01,0.01,1/1,0.5,short,238,93,128,17,0.42081447963800905,0.35572450236091924,0.48590445691509887
AUD_CAD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,238,30,144,64,0.1724137931034483,0.11628650327126541,0.22854108293563116
AUD_CAD,H4,100,1,0.01,0.03,1/3,0.25,short,238,8,145,85,0.05228758169934641,0.017014133255596836,0.08756103014309598
AUD_CAD,H4,100,2,0.01,0.01,1/1,0.5,short,73,26,43,4,0.37681159420289856,0.26247023853976054,0.4911529498660366
AUD_CAD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,73,10,46,17,0.17857142857142858,0.07825941533273417,0.278883441810123
AUD_CAD,H4,100,2,0.01,0.03,1/3,0.25,short,73,3,47,23,0.06,0.0,0.12582799404508693
AUD_CAD,H4,100,3,0.01,0.01,1/1,0.5,short,30,11,18,1,0.3793103448275862,0.20270995022817426,0.5559107394269981
AUD_CAD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,30,5,19,6,0.20833333333333334,0.04585292140851313,0.3708137452581536
AUD_CAD,H4,100,3,0.01,0.03,1/3,0.25,short,30,1,20,9,0.047619047619047616,0.0,0.13870305442757735
EUR_AUD,H4,10,1,0.01,0.01,1/1,0.5,long,879,417,409,53,0.5048426150121066,0.47074565330355556,0.5389395767206576
EUR_AUD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,879,202,465,212,0.3028485757121439,0.26797716783683906,0.33771998358744876
EUR_AUD,H4,10,1,0.01,0.03,1/3,0.25,long,879,97,481,301,0.16782006920415224,0.13735355841282293,0.19828657999548155
EUR_AUD,H4,10,2,0.01,0.01,1/1,0.5,long,293,151,124,18,0.5490909090909091,0.49028020933814753,0.6079016088436706
EUR_AUD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,293,71,152,70,0.3183856502242152,0.2572422276631257,0.37952907278530473
EUR_AUD,H4,10,2,0.01,0.03,1/3,0.25,long,293,36,158,99,0.18556701030927836,0.13086122329328811,0.2402727973252686
EUR_AUD,H4,10,3,0.01,0.01,1/1,0.5,long,107,55,47,5,0.5392156862745098,0.4424801402388179,0.6359512323102017
EUR_AUD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,107,27,58,22,0.3176470588235294,0.2186725029458977,0.4166216147011611
EUR_AUD,H4,10,3,0.01,0.03,1/3,0.25,long,107,15,58,34,0.2054794520547945,0.112789766788851,0.298169137320738
EUR_AUD,H4,10,1,0.01,0.01,1/1,0.5,short,937,433,450,54,0.49037372593431483,0.45740021280623794,0.5233472390623918
EUR_AUD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,937,176,529,232,0.24964539007092199,0.21769644182745493,0.28159433831438907
EUR_AUD,H4,10,1,0.01,0.03,1/3,0.25,short,937,63,537,337,0.105,0.0804706176188637,0.1295293823811363
EUR_AUD,H4,10,2,0.01,0.01,1/1,0.5,short,308,127,156,25,0.44876325088339225,0.3908149671730931,0.5067115345936913
EUR_AUD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,308,63,183,62,0.25609756097560976,0.20155327884347934,0.3106418431077402
EUR_AUD,H4,10,2,0.01,0.03,1/3,0.25,short,308,20,187,101,0.0966183574879227,0.056371094247311265,0.13686562072853414
EUR_AUD,H4,10,3,0.01,0.01,1/1,0.5,short,98,46,44,8,0.5111111111111111,0.407835550465759,0.6143866717564631
EUR_AUD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,98,25,52,21,0.3246753246753247,0.22008496421544782,0.4292656851352015
EUR_AUD,H4,10,3,0.01,0.03,1/3,0.25,short,98,9,54,35,0.14285714285714285,0.056447266878371385,0.22926701883591433
EUR_AUD,H4,20,1,0.01,0.01,1/1,0.5,long,612,293,283,36,0.5086805555555556,0.4678533764363113,0.5495077346747999
EUR_AUD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,612,144,324,144,0.3076923076923077,0.2658764467460981,0.3495081686385173
EUR_AUD,H4,20,1,0.01,0.03,1/3,0.25,long,612,74,338,200,0.1796116504854369,0.14254490488909316,0.21667839608178063
EUR_AUD,H4,20,2,0.01,0.01,1/1,0.5,long,215,109,92,14,0.5422885572139303,0.47341236206376336,0.6111647523640973
EUR_AUD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,215,51,118,46,0.30177514792899407,0.2325678160904685,0.37098247976751964
EUR_AUD,H4,20,2,0.01,0.03,1/3,0.25,long,215,30,120,65,0.2,0.13598666805526627,0.26401333194473375
EUR_AUD,H4,20,3,0.01,0.01,1/1,0.5,long,82,42,36,4,0.5384615384615384,0.4278271695398098,0.6490959073832671
EUR_AUD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,82,22,44,16,0.3333333333333333,0.21960259810894406,0.44706406855772257
EUR_AUD,H4,20,3,0.01,0.03,1/3,0.25,long,82,13,44,25,0.22807017543859648,0.11914160545481188,0.33699874542238106
EUR_AUD,H4,20,1,0.01,0.01,1/1,0.5,short,654,295,325,34,0.47580645161290325,0.43649480586267525,0.5151180973631313
EUR_AUD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,654,122,377,155,0.24448897795591182,0.20677903778588466,0.28219891812593895
EUR_AUD,H4,20,1,0.01,0.03,1/3,0.25,short,654,37,386,231,0.08747044917257683,0.060546421102644264,0.1143944772425094
EUR_AUD,H4,20,2,0.01,0.01,1/1,0.5,short,204,84,105,15,0.4444444444444444,0.37360132803781015,0.5152875608510786
EUR_AUD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,204,40,120,44,0.25,0.18290398670561714,0.31709601329438286
EUR_AUD,H4,20,2,0.01,0.03,1/3,0.25,short,204,13,123,68,0.09558823529411764,0.046171740062082946,0.14500473052615234
EUR_AUD,H4,20,3,0.01,0.01,1/1,0.5,short,68,32,31,5,0.5079365079365079,0.384483668493547,0.6313893473794688
EUR_AUD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,68,18,36,14,0.3333333333333333,0.2075992747098148,0.45906739195685187
EUR_AUD,H4,20,3,0.01,0.03,1/3,0.25,short,68,6,38,24,0.13636363636363635,0.03496211285092615,0.23776515987634655
EUR_AUD,H4,55,1,0.01,0.01,1/1,0.5,long,371,173,179,19,0.4914772727272727,0.4392506860265091,0.5437038594280363
EUR_AUD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,371,86,209,76,0.29152542372881357,0.23966388285646192,0.3433869646011652
EUR_AUD,H4,55,1,0.01,0.03,1/3,0.25,long,371,50,219,102,0.18587360594795538,0.13938626441460353,0.23236094748130723
EUR_AUD,H4,55,2,0.01,0.01,1/1,0.5,long,131,64,61,6,0.512,0.42437138323127543,0.5996286167687246
EUR_AUD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,131,32,77,22,0.29357798165137616,0.20808377704981051,0.3790721862529418
EUR_AUD,H4,55,2,0.01,0.03,1/3,0.25,long,131,21,79,31,0.21,0.13016758553068808,0.2898324144693119
EUR_AUD,H4,55,3,0.01,0.01,1/1,0.5,long,43,24,18,1,0.5714285714285714,0.42176227595761373,0.7210948668995291
EUR_AUD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,43,13,23,7,0.3611111111111111,0.20420570244004843,0.5180165197821738
EUR_AUD,H4,55,3,0.01,0.03,1/3,0.25,long,43,9,23,11,0.28125,0.1254683582000915,0.4370316417999085
EUR_AUD,H4,55,1,0.01,0.01,1/1,0.5,short,389,178,192,19,0.4810810810810811,0.43016979115741577,0.5319923710047465
EUR_AUD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,389,77,221,91,0.25838926174496646,0.20868734075067777,0.3080911827392551
EUR_AUD,H4,55,1,0.01,0.03,1/3,0.25,short,389,24,228,137,0.09523809523809523,0.05899474761520614,0.13148144286098432
EUR_AUD,H4,55,2,0.01,0.01,1/1,0.5,short,119,51,62,6,0.45132743362831856,0.35957463098028086,0.5430802362763563
EUR_AUD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,119,26,72,21,0.2653061224489796,0.1778943593588176,0.35271788553914163
EUR_AUD,H4,55,2,0.01,0.03,1/3,0.25,short,119,9,73,37,0.10975609756097561,0.042098281102176074,0.17741391401977513
EUR_AUD,H4,55,3,0.01,0.01,1/1,0.5,short,43,20,20,3,0.5,0.3450483946517494,0.6549516053482506
EUR_AUD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,43,11,24,8,0.3142857142857143,0.16048584432478097,0.4680855842466476
EUR_AUD,H4,55,3,0.01,0.03,1/3,0.25,short,43,5,25,13,0.16666666666666666,0.03330555844847141,0.3000277748848619
EUR_AUD,H4,100,1,0.01,0.01,1/1,0.5,long,265,117,134,14,0.46613545816733065,0.40442044596594506,0.5278504703687162
EUR_AUD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,265,56,155,54,0.26540284360189575,0.2058239751015919,0.3249817121021996
EUR_AUD,H4,100,1,0.01,0.03,1/3,0.25,long,265,31,162,72,0.16062176165803108,0.108818338110845,0.21242518520521714
EUR_AUD,H4,100,2,0.01,0.01,1/1,0.5,long,88,41,43,4,0.4880952380952381,0.3811987842164875,0.5949916919739887
EUR_AUD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,88,21,53,14,0.28378378378378377,0.18106353231316175,0.3865040352544058
EUR_AUD,H4,100,2,0.01,0.03,1/3,0.25,long,88,13,54,21,0.19402985074626866,0.09933803957858271,0.2887216619139546
EUR_AUD,H4,100,3,0.01,0.01,1/1,0.5,long,31,17,13,1,0.5666666666666667,0.389341520656837,0.7439918126764963
EUR_AUD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,31,10,16,5,0.38461538461538464,0.19760916938857803,0.5716215998421912
EUR_AUD,H4,100,3,0.01,0.03,1/3,0.25,long,31,8,16,7,0.3333333333333333,0.14473224539805557,0.521934421268611
EUR_AUD,H4,100,1,0.01,0.01,1/1,0.5,short,276,121,142,13,0.4600760456273764,0.3998396043770412,0.5203124868777116
EUR_AUD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,276,55,166,55,0.248868778280543,0.1918650777826784,0.3058724787784076
EUR_AUD,H4,100,1,0.01,0.03,1/3,0.25,short,276,17,172,87,0.08994708994708994,0.04915724548964975,0.13073693440453013
EUR_AUD,H4,100,2,0.01,0.01,1/1,0.5,short,81,36,42,3,0.46153846153846156,0.35090409261673294,0.5721728304601902
EUR_AUD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,81,19,52,10,0.2676056338028169,0.16462702495863019,0.37058424264700357
EUR_AUD,H4,100,2,0.01,0.03,1/3,0.25,short,81,7,53,21,0.11666666666666667,0.0354367232732129,0.19789661006012044
EUR_AUD,H4,100,3,0.01,0.01,1/1,0.5,short,31,17,12,2,0.5862068965517241,0.40695070789470794,0.7654630852087403
EUR_AUD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,31,10,16,5,0.38461538461538464,0.19760916938857803,0.5716215998421912
EUR_AUD,H4,100,3,0.01,0.03,1/3,0.25,short,31,5,17,9,0.22727272727272727,0.05215443517164578,0.4023910193738087
EUR_CAD,H4,10,1,0.01,0.01,1/1,0.5,long,887,374,408,105,0.4782608695652174,0.44324928034299704,0.5132724587874378
EUR_CAD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,887,158,468,261,0.2523961661341853,0.21836741257805864,0.286424919690312
EUR_CAD,H4,10,1,0.01,0.03,1/3,0.25,long,887,52,475,360,0.09867172675521822,0.07320995473888058,0.12413349877155587
EUR_CAD,H4,10,2,0.01,0.01,1/1,0.5,long,285,119,129,37,0.4798387096774194,0.41765925828397316,0.5420181610708656
EUR_CAD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,285,46,148,91,0.23711340206185566,0.177263526744107,0.2969632773796043
EUR_CAD,H4,10,2,0.01,0.03,1/3,0.25,long,285,20,148,117,0.11904761904761904,0.0700767282230879,0.16801850987215017
EUR_CAD,H4,10,3,0.01,0.01,1/1,0.5,long,79,32,38,9,0.45714285714285713,0.34044152895847013,0.5738441853272441
EUR_CAD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,79,15,44,20,0.2542372881355932,0.14312808787135073,0.3653464883998357
EUR_CAD,H4,10,3,0.01,0.03,1/3,0.25,long,79,8,45,26,0.1509433962264151,0.054561932549175546,0.24732485990365463
EUR_CAD,H4,10,1,0.01,0.01,1/1,0.5,short,865,354,405,106,0.466403162055336,0.43091180952011293,0.5018945145905591
EUR_CAD,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,865,130,461,274,0.21996615905245348,0.18656996400221937,0.2533623541026876
EUR_CAD,H4,10,1,0.01,0.03,1/3,0.25,short,865,36,468,361,0.07142857142857142,0.04894400882318469,0.09391313403395815
EUR_CAD,H4,10,2,0.01,0.01,1/1,0.5,short,270,107,118,45,0.47555555555555556,0.4103003462979509,0.5408107648131603
EUR_CAD,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,270,33,140,97,0.1907514450867052,0.13220400586296463,0.24929888431044575
EUR_CAD,H4,10,2,0.01,0.03,1/3,0.25,short,270,11,142,117,0.0718954248366013,0.030963757116676288,0.11282709255652631
EUR_CAD,H4,10,3,0.01,0.01,1/1,0.5,short,74,29,33,12,0.46774193548387094,0.3435411032312867,0.5919427677364552
EUR_CAD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,74,7,43,24,0.14,0.043820101892339286,0.23617989810766074
EUR_CAD,H4,10,3,0.01,0.03,1/3,0.25,short,74,1,44,29,0.022222222222222223,0.0,0.06529110825098518
EUR_CAD,H4,20,1,0.01,0.01,1/1,0.5,long,622,257,292,73,0.4681238615664845,0.4263835638802107,0.5098641592527583
EUR_CAD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,622,109,339,174,0.24330357142857142,0.20357049904528315,0.28303664381185967
EUR_CAD,H4,20,1,0.01,0.03,1/3,0.25,long,622,36,346,240,0.09424083769633508,0.06494200439768208,0.12353967099498808
EUR_CAD,H4,20,2,0.01,0.01,1/1,0.5,long,201,78,96,27,0.4482758620689655,0.3743808512939692,0.5221708728439618
EUR_CAD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,201,29,108,64,0.2116788321167883,0.14327410774284957,0.280083556490727
EUR_CAD,H4,20,2,0.01,0.03,1/3,0.25,long,201,15,108,78,0.12195121951219512,0.06412085743112672,0.17978158159326352
EUR_CAD,H4,20,3,0.01,0.01,1/1,0.5,long,58,26,26,6,0.5,0.3640984519248188,0.6359015480751812
EUR_CAD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,58,12,32,14,0.2727272727272727,0.14113127873482245,0.40432326671972296
EUR_CAD,H4,20,3,0.01,0.03,1/3,0.25,long,58,6,33,19,0.15384615384615385,0.04060826709617932,0.2670840405961284
EUR_CAD,H4,20,1,0.01,0.01,1/1,0.5,short,582,236,277,69,0.4600389863547758,0.41690933875066155,0.50316863395889
EUR_CAD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,582,93,311,178,0.2301980198019802,0.18914872577173056,0.27124731383222983
EUR_CAD,H4,20,1,0.01,0.03,1/3,0.25,short,582,26,317,239,0.07580174927113703,0.047790582682078045,0.10381291586019602
EUR_CAD,H4,20,2,0.01,0.01,1/1,0.5,short,174,72,73,29,0.496551724137931,0.41516908932806706,0.577934358947795
EUR_CAD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,174,23,87,64,0.20909090909090908,0.13309493466313993,0.2850868835186782
EUR_CAD,H4,20,2,0.01,0.03,1/3,0.25,short,174,8,89,77,0.08247422680412371,0.027729982288117717,0.1372184713201297
EUR_CAD,H4,20,3,0.01,0.01,1/1,0.5,short,48,19,20,9,0.48717948717948717,0.33030549125404296,0.6440534831049314
EUR_CAD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,48,2,28,18,0.06666666666666667,0.0,0.15592899333902582
EUR_CAD,H4,20,3,0.01,0.03,1/3,0.25,short,48,1,29,18,0.03333333333333333,0.0,0.09756854924301145
EUR_CAD,H4,55,1,0.01,0.01,1/1,0.5,long,349,148,164,37,0.47435897435897434,0.4189504017894454,0.5297675469285033
EUR_CAD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,349,57,192,100,0.2289156626506024,0.176730734134263,0.2811005911669418
EUR_CAD,H4,55,1,0.01,0.03,1/3,0.25,long,349,23,197,129,0.10454545454545454,0.06411402647696554,0.14497688261394354
EUR_CAD,H4,55,2,0.01,0.01,1/1,0.5,long,109,47,52,10,0.47474747474747475,0.37637946596790506,0.5731154835270444
EUR_CAD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,109,18,62,29,0.225,0.13349323795478282,0.3165067620452172
EUR_CAD,H4,55,2,0.01,0.03,1/3,0.25,long,109,9,62,38,0.1267605633802817,0.049370420628809836,0.20415070613175354
EUR_CAD,H4,55,3,0.01,0.01,1/1,0.5,long,29,14,13,2,0.5185185185185185,0.3300468310018606,0.7069902060351764
EUR_CAD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,29,6,17,6,0.2608695652173913,0.08141091240005918,0.44032821803472344
EUR_CAD,H4,55,3,0.01,0.03,1/3,0.25,long,29,4,17,8,0.19047619047619047,0.02252558045226885,0.3584268005001121
EUR_CAD,H4,55,1,0.01,0.01,1/1,0.5,short,343,129,175,39,0.4243421052631579,0.36878244576870395,0.47990176475761187
EUR_CAD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,343,53,190,100,0.21810699588477367,0.16618380230811497,0.27003018946143237
EUR_CAD,H4,55,1,0.01,0.03,1/3,0.25,short,343,10,195,138,0.04878048780487805,0.01929267333192764,0.07826830227782847
