tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,tr_edge,tr_edge_ci_low,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,te_edge,te_edge_ci_low,pair,tf,period,confirm,stop_pct,tp_pct,rr_label,be_wr,direction,total_n
133,63,66,4,0.4883720930232558,0.40211124002224874,0.5746329460242628,-0.011627906976744207,-0.09788875997775126,58,22,35,1,0.38596491228070173,0.25958176960687573,0.5123480549545277,-0.11403508771929827,-0.24041823039312427,GBP_USD,H4,20,2,0.01,0.01,1/1,0.5,short,191
133,31,78,24,0.28440366972477066,0.1997112633483295,0.3690960761012118,-0.04892966360856271,-0.13362206998500387,58,9,38,11,0.19148936170212766,0.07899718056894632,0.303981542835309,-0.1418439716312057,-0.25433615276438704,GBP_USD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,191
36,18,18,0,0.5,0.33666666666666667,0.6633333333333333,0.0,-0.16333333333333333,16,10,6,0,0.625,0.3877797700447957,0.8622202299552043,0.125,-0.11222022995520431,GBP_USD,H4,20,3,0.01,0.01,1/1,0.5,short,52
36,8,23,5,0.25806451612903225,0.10402844173378381,0.4121005905242807,-0.07526881720430112,-0.22930489159954956,16,7,8,1,0.4666666666666667,0.2141946806886107,0.7191386526447227,0.1333333333333333,-0.11913865264472268,GBP_USD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,52
266,126,137,3,0.4790874524714829,0.4187109425719634,0.5394639623710024,-0.020912547528517123,-0.0812890574280366,115,54,48,13,0.5294117647058824,0.4325453306578271,0.6262781987539376,0.02941176470588236,-0.06745466934217292,GBP_USD,H4,55,1,0.01,0.01,1/1,0.5,long,381
266,60,172,34,0.25862068965517243,0.2022745791497203,0.31496680016062456,-0.07471264367816094,-0.13105875418361307,115,19,56,40,0.25333333333333335,0.15490163232718918,0.35176503433947753,-0.08000000000000002,-0.1784317010061442,GBP_USD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,381
89,39,48,2,0.4482758620689655,0.34377253563925975,0.5527791884986714,-0.051724137931034475,-0.15622746436074025,39,21,11,7,0.65625,0.49168514410155795,0.820814855898442,0.15625,-0.008314855898442053,GBP_USD,H4,55,2,0.01,0.01,1/1,0.5,long,128
89,21,59,9,0.2625,0.1660823051769023,0.3589176948230977,-0.07083333333333336,-0.16725102815643106,39,5,14,20,0.2631578947368421,0.06515356367607467,0.4611622257976095,-0.07017543859649128,-0.2681797696572587,GBP_USD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,128
22,14,8,0,0.6363636363636364,0.4353474351558506,0.8373798375714221,0.13636363636363635,-0.06465256484414938,10,3,5,2,0.375,0.03951993352808575,0.7104800664719142,-0.125,-0.46048006647191425,GBP_USD,H4,55,3,0.01,0.01,1/1,0.5,long,32
22,7,9,6,0.4375,0.19442159829594075,0.6805784017040593,0.10416666666666663,-0.13891173503739263,10,0,7,3,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,GBP_USD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,32
