tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,tr_edge,tr_edge_ci_low,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,te_edge,te_edge_ci_low,pair,tf,period,confirm,stop_pct,tp_pct,rr_label,be_wr,direction,total_n
79,37,42,0,0.46835443037974683,0.358316872918061,0.5783919878414326,-0.03164556962025317,-0.14168312708193898,35,19,16,0,0.5428571428571428,0.3778165417918292,0.7078977439224564,0.042857142857142816,-0.12218345820817078,NZD_USD,H4,10,3,0.01,0.01,1/1,0.5,short,114
79,21,49,9,0.3,0.19264637872898743,0.40735362127101254,-0.03333333333333338,-0.14068695460434594,35,11,20,4,0.3548387096774194,0.18640660673780374,0.523270812617035,0.021505376344086002,-0.14692672659552963,NZD_USD,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,114
452,234,218,0,0.5176991150442478,0.47163268106506356,0.563765549023432,0.017699115044247815,-0.028367318934936436,194,80,114,0,0.41237113402061853,0.34310022359007275,0.4816420444511643,-0.08762886597938147,-0.15689977640992725,NZD_USD,H4,20,1,0.01,0.01,1/1,0.5,long,646
452,116,292,44,0.28431372549019607,0.24054274782805624,0.3280847031523359,-0.0490196078431373,-0.09279058550527713,194,34,142,18,0.19318181818181818,0.1348546756979103,0.25150896066572603,-0.1401515151515152,-0.19847865763542308,NZD_USD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,646
151,65,86,0,0.4304635761589404,0.35148731780955084,0.50943983450833,-0.06953642384105962,-0.14851268219044916,66,25,41,0,0.3787878787878788,0.2617565595264724,0.49581919804928515,-0.12121212121212122,-0.23824344047352758,NZD_USD,H4,20,2,0.01,0.01,1/1,0.5,long,217
151,34,109,8,0.23776223776223776,0.1679864541263274,0.3075380213981481,-0.09557109557109561,-0.16534687920700597,66,16,47,3,0.25396825396825395,0.1464816930958566,0.36145481484065134,-0.07936507936507942,-0.18685164023747677,NZD_USD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,217
48,22,26,0,0.4583333333333333,0.3173745217106679,0.5992921449559987,-0.041666666666666685,-0.18262547828933212,21,10,11,0,0.47619047619047616,0.26257954568917985,0.6898014066917725,-0.023809523809523836,-0.23742045431082015,NZD_USD,H4,20,3,0.01,0.01,1/1,0.5,long,69
48,12,34,2,0.2608695652173913,0.13397313486765342,0.3877659955671292,-0.07246376811594207,-0.19936019846567996,21,9,11,1,0.45,0.23196376447938752,0.6680362355206125,0.11666666666666664,-0.10136956885394585,NZD_USD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,69
479,247,231,1,0.5167364016736402,0.47193736317699075,0.5615354401702897,0.01673640167364021,-0.028062636823009246,206,106,99,1,0.5170731707317073,0.4486669165645939,0.5854794248988208,0.017073170731707332,-0.0513330834354061,NZD_USD,H4,20,1,0.01,0.01,1/1,0.5,short,685
479,147,279,53,0.34507042253521125,0.29992617259685267,0.39021467247356983,0.011737089201877882,-0.0334071607364807,206,58,125,23,0.31693989071038253,0.24952614786701283,0.38435363355375224,-0.016393442622950838,-0.08380718546632054,NZD_USD,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,685
170,82,87,1,0.48520710059171596,0.4098554852416819,0.56055871594175,-0.014792899408284044,-0.09014451475831808,73,38,35,0,0.5205479452054794,0.40594451897763245,0.6351513714333263,0.020547945205479423,-0.09405548102236755,NZD_USD,H4,20,2,0.01,0.01,1/1,0.5,short,243
170,47,106,17,0.30718954248366015,0.23408896855201747,0.38029011641530286,-0.02614379084967322,-0.0992443647813159,73,18,44,11,0.2903225806451613,0.1773348911152945,0.40331027017502813,-0.04301075268817206,-0.15599844221803888,NZD_USD,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,243
60,30,30,0,0.5,0.373482544023891,0.626517455976109,0.0,-0.12651745597610897,26,13,13,0,0.5,0.30780618756457967,0.6921938124354203,0.0,-0.19219381243542033,NZD_USD,H4,20,3,0.01,0.01,1/1,0.5,short,86
60,15,37,8,0.28846153846153844,0.16532199263272018,0.4116010842903567,-0.044871794871794934,-0.1680113407006132,26,7,16,3,0.30434782608695654,0.11629783002433983,0.4923978221495733,-0.02898550724637683,-0.21703550330899354,NZD_USD,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,86
263,132,131,0,0.5019011406844106,0.4414721887443438,0.5623300926244774,0.0019011406844106071,-0.058527811255656204,113,47,66,0,0.415929203539823,0.32505109009348543,0.5068073169861605,-0.08407079646017701,-0.17494890990651457,NZD_USD,H4,55,1,0.01,0.01,1/1,0.5,long,376
263,62,170,31,0.2672413793103448,0.21029784755865044,0.32418491106203917,-0.06609195402298856,-0.12303548577468293,113,17,84,12,0.16831683168316833,0.09534787874882657,0.2412857846175101,-0.16501650165016504,-0.23798545458450682,NZD_USD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,376
89,41,48,0,0.4606741573033708,0.3571161682586195,0.5642321463481221,-0.0393258426966292,-0.14288383174138047,39,14,25,0,0.358974358974359,0.20842005237821218,0.5095286655705058,-0.14102564102564102,-0.29157994762178785,NZD_USD,H4,55,2,0.01,0.01,1/1,0.5,long,128
89,23,63,3,0.26744186046511625,0.1738921199458373,0.3609916009843952,-0.06589147286821712,-0.15944121338749606,39,9,28,2,0.24324324324324326,0.10499686719670598,0.38148961928978053,-0.09009009009009011,-0.2283364661366274,NZD_USD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,128
31,15,16,0,0.4838709677419355,0.3079493737374329,0.6597925617464381,-0.016129032258064502,-0.19205062626256708,14,7,7,0,0.5,0.2380839829258241,0.7619160170741759,0.0,-0.2619160170741759,NZD_USD,H4,55,3,0.01,0.01,1/1,0.5,long,45
31,7,22,2,0.2413793103448276,0.08563240182952153,0.39712621886013366,-0.09195402298850577,-0.24770093150381184,14,5,7,2,0.4166666666666667,0.13772189581554434,0.6956114375177891,0.08333333333333331,-0.19561143751778903,NZD_USD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,45
278,146,132,0,0.5251798561151079,0.4664779408788517,0.583881771351364,0.025179856115107868,-0.03352205912114831,120,57,63,0,0.475,0.3856505456088287,0.5643494543911712,-0.025000000000000022,-0.11434945439117128,NZD_USD,H4,55,1,0.01,0.01,1/1,0.5,short,398
278,83,163,32,0.33739837398373984,0.27831214692109124,0.39648460104638844,0.004065040650406471,-0.05502118641224213,120,27,79,14,0.25471698113207547,0.17177150562793803,0.3376624566362129,-0.0786163522012579,-0.16156182770539534,NZD_USD,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,398
105,56,49,0,0.5333333333333333,0.43790789220354437,0.6287587744631222,0.033333333333333326,-0.06209210779645563,45,23,22,0,0.5111111111111111,0.3650574125847691,0.657164809637453,0.011111111111111072,-0.1349425874152309,NZD_USD,H4,55,2,0.01,0.01,1/1,0.5,short,150
105,31,62,12,0.3333333333333333,0.23752388485271583,0.4291427818139508,-5.551115123125783e-17,-0.09580944848061754,45,9,26,10,0.2571428571428571,0.1123450671044729,0.40194064718124134,-0.07619047619047625,-0.22098826622886047,NZD_USD,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,150
35,19,16,0,0.5428571428571428,0.3778165417918292,0.7078977439224564,0.042857142857142816,-0.12218345820817078,16,9,7,0,0.5625,0.31942159829594075,0.8055784017040593,0.0625,-0.18057840170405925,NZD_USD,H4,55,3,0.01,0.01,1/1,0.5,short,51
35,9,22,4,0.2903225806451613,0.13053385773082313,0.45011130355949946,-0.04301075268817206,-0.20279947560251024,16,3,10,3,0.23076923076923078,0.0017343277518477307,0.45980413378661383,-0.10256410256410259,-0.33159900558148564,NZD_USD,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,51
193,103,90,0,0.533678756476684,0.4632970204443347,0.6040604925090332,0.033678756476683946,-0.036702979555665316,83,33,50,0,0.39759036144578314,0.29230186959753773,0.5028788532940285,-0.10240963855421686,-0.20769813040246227,NZD_USD,H4,100,1,0.01,0.01,1/1,0.5,long,276
193,49,119,25,0.2916666666666667,0.22293392472503587,0.3603994086082975,-0.041666666666666685,-0.1103994086082975,83,10,62,11,0.1388888888888889,0.059006108683213765,0.21877166909456403,-0.19444444444444448,-0.2743272246501196,NZD_USD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,276
67,33,34,0,0.4925373134328358,0.3728245941993393,0.6122500326663323,-0.007462686567164201,-0.12717540580066072,30,11,19,0,0.36666666666666664,0.19422296678282158,0.5391103665505117,-0.13333333333333336,-0.3057770332171784,NZD_USD,H4,100,2,0.01,0.01,1/1,0.5,long,97
67,19,45,3,0.296875,0.18493915869633457,0.4088108413036654,-0.03645833333333337,-0.1483941746369988,30,6,22,2,0.21428571428571427,0.062298872750007644,0.36627255582142093,-0.1190476190476191,-0.2710344605833257,NZD_USD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,97
23,12,11,0,0.5217391304347826,0.3175882379179313,0.7258900229516339,0.021739130434782594,-0.18241176208206872,10,5,5,0,0.5,0.19009678930349883,0.8099032106965012,0.0,-0.3099032106965012,NZD_USD,H4,100,3,0.01,0.01,1/1,0.5,long,33
23,7,14,2,0.3333333333333333,0.13171028938286652,0.5349563772838001,-5.551115123125783e-17,-0.20162304395046685,10,4,5,1,0.4444444444444444,0.11980050104447498,0.7690883878444139,0.11111111111111105,-0.2135328322888584,NZD_USD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,33
206,105,101,0,0.5097087378640777,0.4414417757357479,0.5779756999924074,0.009708737864077666,-0.05855822426425211,89,42,47,0,0.47191011235955055,0.36819438066579907,0.575625844053302,-0.02808988764044945,-0.13180561933420093,NZD_USD,H4,100,1,0.01,0.01,1/1,0.5,short,295
206,59,129,18,0.31382978723404253,0.2474951805500431,0.38016439391804197,-0.019503546099290836,-0.08583815278329027,89,20,57,12,0.2597402597402597,0.16179748370286456,0.35768303577765487,-0.07359307359307365,-0.1715358496304688,NZD_USD,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,295
79,43,36,0,0.5443037974683544,0.43447887316663475,0.6541287217700742,0.044303797468354444,-0.06552112683336525,35,18,17,0,0.5142857142857142,0.348703106503375,0.6798683220680535,0.014285714285714235,-0.151296893496625,NZD_USD,H4,100,2,0.01,0.01,1/1,0.5,short,114
79,23,47,9,0.32857142857142857,0.21853870616577326,0.4386041509770839,-0.0047619047619048005,-0.11479462716756011,35,5,21,9,0.19230769230769232,0.04081534357324418,0.34380004104214046,-0.14102564102564105,-0.2925179897600892,NZD_USD,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,114
28,16,12,0,0.5714285714285714,0.3881255436303378,0.754731599226805,0.0714285714285714,-0.1118744563696622,12,7,5,0,0.5833333333333334,0.30438856248221097,0.8622781041844558,0.08333333333333337,-0.19561143751778903,NZD_USD,H4,100,3,0.01,0.01,1/1,0.5,short,40
28,5,18,5,0.21739130434782608,0.048819252888381404,0.38596335580727076,-0.11594202898550729,-0.28451408044495197,12,2,8,2,0.2,0.0,0.447922568557201,-0.13333333333333336,-0.33333333333333337,NZD_USD,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,40
620,321,293,6,0.5228013029315961,0.4832928666410982,0.5623097392220939,0.0228013029315961,-0.016707133358901782,267,132,134,1,0.49624060150375937,0.43615464470516147,0.5563265583023573,-0.003759398496240629,-0.06384535529483853,USD_SEK,H4,10,1,0.01,0.01,1/1,0.5,long,887
620,181,362,77,0.3333333333333333,0.29368272090308556,0.37298394576358107,-5.551115123125783e-17,-0.03965061243024781,267,78,178,11,0.3046875,0.2483038189249128,0.36107118107508723,-0.02864583333333337,-0.08502951440842058,USD_SEK,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,887
202,101,99,2,0.505,0.4357070003535711,0.574292999646429,0.0050000000000000044,-0.06429299964642893,87,36,50,1,0.4186046511627907,0.3143381867958471,0.5228711155297344,-0.08139534883720928,-0.18566181320415293,USD_SEK,H4,10,2,0.01,0.01,1/1,0.5,long,289
202,61,119,22,0.3388888888888889,0.269739919463704,0.4080378583140738,0.005555555555555536,-0.06359341386962936,87,23,58,6,0.2839506172839506,0.18575175462060528,0.3821494799472959,-0.04938271604938277,-0.1475815787127281,USD_SEK,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,289
51,26,25,0,0.5098039215686274,0.3726028556177434,0.6470049875195114,0.009803921568627416,-0.12739714438225658,22,9,13,0,0.4090909090909091,0.20363672932088425,0.614545088860934,-0.09090909090909088,-0.2963632706791157,USD_SEK,H4,10,3,0.01,0.01,1/1,0.5,long,73
51,15,32,4,0.3191489361702128,0.18587970166838777,0.4524181706720378,-0.014184397163120588,-0.1474536316649456,22,3,18,1,0.14285714285714285,0.0,0.29252343832810046,-0.19047619047619052,-0.33333333333333337,USD_SEK,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,73
571,275,289,7,0.4875886524822695,0.446335923494693,0.528841381469846,-0.012411347517730487,-0.05366407650530702,246,124,120,2,0.5081967213114754,0.4454670809810762,0.5709263616418746,0.008196721311475419,-0.05453291901892382,USD_SEK,H4,10,1,0.01,0.01,1/1,0.5,short,817
571,155,365,51,0.2980769230769231,0.2587614652641059,0.3373923808897402,-0.0352564102564103,-0.07457186806922744,246,73,155,18,0.3201754385964912,0.2596161060428909,0.3807347711500915,-0.013157894736842146,-0.07371722729044244,USD_SEK,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,817
190,91,98,1,0.48148148148148145,0.4102458794320881,0.5527170835308748,-0.018518518518518545,-0.08975412056791188,82,36,45,1,0.4444444444444444,0.3362297966444546,0.5526590922444342,-0.05555555555555558,-0.16377020335554537,USD_SEK,H4,10,2,0.01,0.01,1/1,0.5,short,272
190,53,121,16,0.3045977011494253,0.23621239132065497,0.37298301097819564,-0.028735632183908066,-0.0971209420126784,82,22,53,7,0.29333333333333333,0.19029152980644393,0.39637513686022274,-0.040000000000000036,-0.14304180352688944,USD_SEK,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,272
52,24,28,0,0.46153846153846156,0.32603958560192947,0.5970373374749937,-0.038461538461538436,-0.17396041439807053,23,16,7,0,0.6956521739130435,0.5076021778504267,0.8837021699756602,0.19565217391304346,0.007602177850426717,USD_SEK,H4,10,3,0.01,0.01,1/1,0.5,short,75
52,17,31,4,0.3541666666666667,0.21886612885396098,0.4894672044793724,0.020833333333333315,-0.11446720447937239,23,10,10,3,0.5,0.28086533820502063,0.7191346617949794,0.16666666666666663,-0.05246799512831274,USD_SEK,H4,10,3,0.01,0.02,1/2,0.33333333333333337,short,75
448,235,208,5,0.5304740406320542,0.48399939567775757,0.5769486855863507,0.030474040632054167,-0.01600060432224243,193,94,99,0,0.48704663212435234,0.41652836495295126,0.5575648992957535,-0.012953367875647659,-0.08347163504704874,USD_SEK,H4,20,1,0.01,0.01,1/1,0.5,long,641
448,127,259,62,0.3290155440414508,0.2821421008367324,0.37588898724616915,-0.00431778929188259,-0.05119123249660096,193,57,131,5,0.30319148936170215,0.237487404139643,0.3688955745837613,-0.03014184397163122,-0.09584592919369037,USD_SEK,H4,20,1,0.01,0.02,1/2,0.33333333333333337,long,641
134,66,67,1,0.49624060150375937,0.41126622649101835,0.5812149765165004,-0.003759398496240629,-0.08873377350898165,58,27,31,0,0.46551724137931033,0.3371433192881881,0.5938911634704326,-0.03448275862068967,-0.16285668071181192,USD_SEK,H4,20,2,0.01,0.01,1/1,0.5,long,192
134,40,79,15,0.33613445378151263,0.25125957430656776,0.4210093332564575,0.0028011204481792618,-0.08207375902676561,58,14,41,3,0.2545454545454545,0.13942089455694923,0.3696700145339598,-0.07878787878787885,-0.19391243877638414,USD_SEK,H4,20,2,0.01,0.02,1/2,0.33333333333333337,long,192
32,17,15,0,0.53125,0.35834753133088293,0.7041524686691171,0.03125,-0.14165246866911707,15,7,8,0,0.4666666666666667,0.2141946806886107,0.7191386526447227,-0.033333333333333326,-0.2858053193113893,USD_SEK,H4,20,3,0.01,0.01,1/1,0.5,long,47
32,9,20,3,0.3103448275862069,0.14196295808965828,0.4787266970827555,-0.022988505747126464,-0.1913703752436751,15,3,11,1,0.21428571428571427,0.0,0.42922756688776104,-0.1190476190476191,-0.33333333333333337,USD_SEK,H4,20,3,0.01,0.02,1/2,0.33333333333333337,long,47
413,194,217,2,0.4720194647201946,0.42375538046837624,0.520283548972013,-0.027980535279805374,-0.07624461953162376,177,80,95,2,0.45714285714285713,0.383334456536964,0.5309512577487502,-0.04285714285714287,-0.11666554346303598,USD_SEK,H4,20,1,0.01,0.01,1/1,0.5,short,590
413,104,270,39,0.27807486631016043,0.2326653140477023,0.32348441857261856,-0.05525846702317294,-0.10066801928563107,177,47,118,12,0.28484848484848485,0.21598006987984125,0.35371689981712845,-0.04848484848484852,-0.11735326345349212,USD_SEK,H4,20,1,0.01,0.02,1/2,0.33333333333333337,short,590
130,66,64,0,0.5076923076923077,0.42175079419931855,0.5936338211852968,0.007692307692307665,-0.07824920580068145,56,26,29,1,0.4727272727272727,0.3407808227374621,0.6046737227170833,-0.027272727272727282,-0.15921917726253793,USD_SEK,H4,20,2,0.01,0.01,1/1,0.5,short,186
130,32,82,16,0.2807017543859649,0.1982156659036776,0.36318784286825223,-0.052631578947368474,-0.13511766742965578,56,17,33,6,0.34,0.2086946276803573,0.47130537231964276,0.006666666666666654,-0.12463870565297608,USD_SEK,H4,20,2,0.01,0.02,1/2,0.33333333333333337,short,186
37,16,21,0,0.43243243243243246,0.2727992675825154,0.5920655972823495,-0.06756756756756754,-0.22720073241748462,17,13,4,0,0.7647058823529411,0.5630623201055759,0.9663494446003064,0.2647058823529411,0.06306232010557589,USD_SEK,H4,20,3,0.01,0.01,1/1,0.5,short,54
37,11,24,2,0.3142857142857143,0.16048584432478097,0.4680855842466476,-0.01904761904761909,-0.1728474890085524,17,8,7,2,0.5333333333333333,0.28086134735527735,0.7858053193113893,0.19999999999999996,-0.052471985978056024,USD_SEK,H4,20,3,0.01,0.02,1/2,0.33333333333333337,short,54
266,134,131,1,0.5056603773584906,0.44546331369198605,0.565857441024995,0.005660377358490565,-0.05453668630801395,114,54,60,0,0.47368421052631576,0.38202601575727724,0.5653424052953543,-0.026315789473684237,-0.11797398424272276,USD_SEK,H4,55,1,0.01,0.01,1/1,0.5,long,380
266,69,161,36,0.3,0.2407754457502046,0.3592245542497954,-0.03333333333333338,-0.09255788758312877,114,35,77,2,0.3125,0.22665630119222496,0.39834369880777504,-0.02083333333333337,-0.10667703214110841,USD_SEK,H4,55,1,0.01,0.02,1/2,0.33333333333333337,long,380
84,41,43,0,0.4880952380952381,0.3811987842164875,0.5949916919739887,-0.011904761904761918,-0.11880121578351249,36,17,19,0,0.4722222222222222,0.309141141291674,0.6353033031527704,-0.02777777777777779,-0.19085885870832597,USD_SEK,H4,55,2,0.01,0.01,1/1,0.5,long,120
84,24,50,10,0.32432432432432434,0.21766492960382533,0.43098371904482335,-0.009009009009009028,-0.11566840372950804,36,9,25,2,0.2647058823529412,0.11641004696500704,0.41300171774087535,-0.06862745098039219,-0.21692328636832633,USD_SEK,H4,55,2,0.01,0.02,1/2,0.33333333333333337,long,120
23,14,9,0,0.6086956521739131,0.4092385110469433,0.8081527933008829,0.10869565217391308,-0.09076148895305669,10,3,7,0,0.3,0.015969015774687012,0.584030984225313,-0.2,-0.484030984225313,USD_SEK,H4,55,3,0.01,0.01,1/1,0.5,long,33
23,8,13,2,0.38095238095238093,0.17324888858708454,0.5886558733176773,0.04761904761904756,-0.16008444474624883,10,1,9,0,0.1,0.0,0.2859419264179007,-0.23333333333333336,-0.33333333333333337,USD_SEK,H4,55,3,0.01,0.02,1/2,0.33333333333333337,long,33
244,116,128,0,0.47540983606557374,0.41274768326448247,0.538071988866665,-0.024590163934426257,-0.08725231673551753,105,43,60,2,0.4174757281553398,0.3222377674867417,0.5127136888239379,-0.08252427184466021,-0.1777622325132583,USD_SEK,H4,55,1,0.01,0.01,1/1,0.5,short,349
244,57,158,29,0.2651162790697674,0.20611460246901758,0.32411795567051727,-0.06821705426356595,-0.1272187308643158,105,31,69,5,0.31,0.21935132433399812,0.4006486756660019,-0.023333333333333373,-0.11398200899933525,USD_SEK,H4,55,1,0.01,0.02,1/2,0.33333333333333337,short,349
74,39,35,0,0.527027027027027,0.41327089478160517,0.6407831592724488,0.027027027027026973,-0.08672910521839483,33,16,17,0,0.48484848484848486,0.3143307269541896,0.6553662427427801,-0.015151515151515138,-0.18566927304581038,USD_SEK,H4,55,2,0.01,0.01,1/1,0.5,short,107
74,19,45,10,0.296875,0.18493915869633457,0.4088108413036654,-0.03645833333333337,-0.1483941746369988,33,11,20,2,0.3548387096774194,0.18640660673780374,0.523270812617035,0.021505376344086002,-0.14692672659552963,USD_SEK,H4,55,2,0.01,0.02,1/2,0.33333333333333337,short,107
21,9,12,0,0.42857142857142855,0.21691132368626131,0.6402315334565958,-0.07142857142857145,-0.2830886763137387,9,5,4,0,0.5555555555555556,0.23091161215558614,0.8801994989555251,0.05555555555555558,-0.26908838784441386,USD_SEK,H4,55,3,0.01,0.01,1/1,0.5,short,30
21,7,14,0,0.3333333333333333,0.13171028938286652,0.5349563772838001,-5.551115123125783e-17,-0.20162304395046685,9,4,5,0,0.4444444444444444,0.11980050104447498,0.7690883878444139,0.11111111111111105,-0.2135328322888584,USD_SEK,H4,55,3,0.01,0.02,1/2,0.33333333333333337,short,30
194,97,96,1,0.5025906735751295,0.43204967690525864,0.5731316702450004,0.002590673575129543,-0.06795032309474136,84,42,42,0,0.5,0.39307323378436376,0.6069267662156362,0.0,-0.10692676621563624,USD_SEK,H4,100,1,0.01,0.01,1/1,0.5,long,278
194,55,116,23,0.3216374269005848,0.2516254654273795,0.39164938837379004,-0.011695906432748593,-0.08170786790595386,84,28,54,2,0.34146341463414637,0.23882470384700455,0.4441021254212882,0.008130081300812997,-0.09450862948632882,USD_SEK,H4,100,1,0.01,0.02,1/2,0.33333333333333337,long,278
60,30,30,0,0.5,0.373482544023891,0.626517455976109,0.0,-0.12651745597610897,27,14,13,0,0.5185185185185185,0.3300468310018606,0.7069902060351764,0.01851851851851849,-0.1699531689981394,USD_SEK,H4,100,2,0.01,0.01,1/1,0.5,long,87
60,18,35,7,0.33962264150943394,0.21212194956624358,0.4671233334526243,0.006289308176100572,-0.12121138376708979,27,7,18,2,0.28,0.10399243652615381,0.45600756347384624,-0.053333333333333344,-0.22934089680717956,USD_SEK,H4,100,2,0.01,0.02,1/2,0.33333333333333337,long,87
19,11,8,0,0.5789473684210527,0.3569401957423196,0.8009545410997857,0.07894736842105265,-0.1430598042576804,9,4,5,0,0.4444444444444444,0.11980050104447498,0.7690883878444139,-0.05555555555555558,-0.380199498955525,USD_SEK,H4,100,3,0.01,0.01,1/1,0.5,long,28
19,5,12,2,0.29411764705882354,0.07751771578937186,0.5107175783282752,-0.03921568627450983,-0.25581561754396154,9,2,7,0,0.2222222222222222,0.0,0.49383883252136757,-0.11111111111111116,-0.33333333333333337,USD_SEK,H4,100,3,0.01,0.02,1/2,0.33333333333333337,long,28
172,84,88,0,0.4883720930232558,0.4136680029722686,0.563076183074243,-0.011627906976744207,-0.08633199702773142,75,34,39,2,0.4657534246575342,0.3513224641801196,0.5801843851349489,-0.03424657534246578,-0.1486775358198804,USD_SEK,H4,100,1,0.01,0.01,1/1,0.5,short,247
172,45,108,19,0.29411764705882354,0.2219176699690063,0.3663176241486408,-0.03921568627450983,-0.11141566336432707,75,25,45,5,0.35714285714285715,0.24489313553963893,0.4693925787460754,0.02380952380952378,-0.08844019779369444,USD_SEK,H4,100,1,0.01,0.02,1/2,0.33333333333333337,short,247
58,30,28,0,0.5172413793103449,0.3886376022059932,0.6458451564146965,0.017241379310344862,-0.1113623977940068,25,11,14,0,0.44,0.24541631723086335,0.6345836827691367,-0.06,-0.2545836827691367,USD_SEK,H4,100,2,0.01,0.01,1/1,0.5,short,83
58,13,36,9,0.2653061224489796,0.14168722157592856,0.38892502332203066,-0.06802721088435376,-0.1916461117574048,25,8,15,2,0.34782608695652173,0.15317584838060608,0.5424763255324374,0.01449275362318836,-0.1801574849527273,USD_SEK,H4,100,2,0.01,0.02,1/2,0.33333333333333337,short,83
14,6,8,0,0.42857142857142855,0.16934180063511417,0.6878010565077429,-0.07142857142857145,-0.33065819936488583,7,3,4,0,0.42857142857142855,0.06196537297496135,0.7951774841678958,-0.07142857142857145,-0.43803462702503865,USD_SEK,H4,100,3,0.01,0.01,1/1,0.5,short,21
14,4,9,1,0.3076923076923077,0.05679714201505026,0.5585874733695652,-0.02564102564102566,-0.2765361913182831,7,2,5,0,0.2857142857142857,0.0,0.6203782963279159,-0.04761904761904767,-0.33333333333333337,USD_SEK,H4,100,3,0.01,0.02,1/2,0.33333333333333337,short,21
632,291,330,11,0.46859903381642515,0.42935061768242366,0.5078474499504266,-0.03140096618357485,-0.07064938231757634,271,126,141,4,0.47191011235955055,0.4120298067469641,0.531790417972137,-0.02808988764044945,-0.0879701932530359,AUD_CHF,H4,10,1,0.01,0.01,1/1,0.5,long,903
632,147,401,84,0.26824817518248173,0.23115311437617053,0.3053432359887929,-0.06508515815085164,-0.10218021895716284,271,44,168,59,0.20754716981132076,0.15295463507962026,0.26213970454302127,-0.1257861635220126,-0.1803786982537131,AUD_CHF,H4,10,1,0.01,0.02,1/2,0.33333333333333337,long,903
210,92,115,3,0.4444444444444444,0.37675150280922165,0.5121373860796672,-0.05555555555555558,-0.12324849719077835,90,41,48,1,0.4606741573033708,0.3571161682586195,0.5642321463481221,-0.0393258426966292,-0.14288383174138047,AUD_CHF,H4,10,2,0.01,0.01,1/1,0.5,long,300
210,55,130,25,0.2972972972972973,0.23143278207710755,0.3631618125174871,-0.03603603603603606,-0.10190055125622582,90,14,57,19,0.19718309859154928,0.10463446865755104,0.2897317285255475,-0.1361502347417841,-0.22869886467578232,AUD_CHF,H4,10,2,0.01,0.02,1/2,0.33333333333333337,long,300
66,30,35,1,0.46153846153846156,0.34034458255090305,0.5827323405260201,-0.038461538461538436,-0.15965541744909695,29,14,15,0,0.4827586206896552,0.3008854149362746,0.6646318264430358,-0.017241379310344807,-0.19911458506372542,AUD_CHF,H4,10,3,0.01,0.01,1/1,0.5,long,95
66,20,40,6,0.3333333333333333,0.21405153192109716,0.45261513474556947,-5.551115123125783e-17,-0.11928180141223621,29,6,19,4,0.24,0.07258341300814902,0.40741658699185096,-0.09333333333333338,-0.26074992032518435,AUD_CHF,H4,10,3,0.01,0.02,1/2,0.33333333333333337,long,95
589,280,285,24,0.49557522123893805,0.4543479258174047,0.5368025166604714,-0.004424778761061954,-0.045652074182595315,253,125,123,5,0.5040322580645161,0.44180421947757015,0.566260296651462,0.0040322580645161255,-0.05819578052242985,AUD_CHF,H4,10,1,0.01,0.01,1/1,0.5,short,842
589,156,346,87,0.3107569721115538,0.2702713474757135,0.35124259674739405,-0.022576361221779584,-0.06306198585761985,253,70,148,35,0.3211009174311927,0.2591209692719828,0.38308086559040255,-0.012232415902140692,-0.07421236406135057,AUD_CHF,H4,10,1,0.01,0.02,1/2,0.33333333333333337,short,842
204,102,95,7,0.5177664974619289,0.4479884808743216,0.5875445140495363,0.017766497461928932,-0.05201151912567842,88,49,37,2,0.5697674418604651,0.4651251370854199,0.6744097466355103,0.06976744186046513,-0.034874862914580085,AUD_CHF,H4,10,2,0.01,0.01,1/1,0.5,short,292
204,57,115,32,0.3313953488372093,0.26104767375774957,0.401743023916669,-0.00193798449612409,-0.0722856595755838,88,29,48,11,0.37662337662337664,0.26839538453271666,0.4848513687140366,0.04329004329004327,-0.06493794880061671,AUD_CHF,H4,10,2,0.01,0.02,1/2,0.33333333333333337,short,292
