tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,k_period,d_period,threshold,recovery,direction,total_n
95,-0.09321075560610474,0.09947530105702605,-0.2881823456778758,0.10176083446566632,41,-0.08891765986180138,0.15578562105134533,-0.39425747712243825,0.21642215739883547,USD_CHF,9,3,30,4,long,136
392,0.040024410072898656,0.048408786072109154,-0.05485681062843528,0.1349056307742326,169,0.041136796811019206,0.07562806979324707,-0.10709421998374505,0.18936781360578345,USD_CHF,9,3,15,1,short,561
198,0.07336025620770631,0.06885979596939415,-0.061604943892306224,0.20832545630771884,86,0.16842880594102108,0.10437933405214911,-0.03615468880119116,0.3730123006832333,USD_CHF,9,3,15,2,short,284
126,0.06754478519187679,0.08654160275013337,-0.1020767561983846,0.23716632658213818,55,0.27458560799629544,0.12732451367240846,0.02502956119837485,0.524141654794216,USD_CHF,9,3,15,3,short,181
79,0.22227103066524456,0.10706414750151642,0.012425301562272367,0.43211675976821673,34,0.00584241258096506,0.1694604944737207,-0.3263001565875275,0.3379849817494576,USD_CHF,9,3,15,4,short,113
458,0.010851507612435501,0.044799600576791325,-0.0769557095180755,0.0986587247429465,197,0.04371243958645107,0.06979677682184714,-0.09308924298436932,0.18051412215727147,USD_CHF,9,3,20,1,short,655
228,0.05989718301180863,0.06433511564618369,-0.0661996436547114,0.18599400967832866,99,0.1160088617265436,0.09830039109061516,-0.07665990481106211,0.3086776282641493,USD_CHF,9,3,20,2,short,327
142,0.04437917393390386,0.08129967471626935,-0.11496818850998405,0.20372653637779178,62,0.2007289894108933,0.1224657303936786,-0.03930384216071675,0.4407618209825033,USD_CHF,9,3,20,3,short,204
88,0.20513070506380782,0.1016295756857642,0.005936736719709984,0.4043246734079057,38,0.08336667810027087,0.15768217904073997,-0.22569039281957948,0.3924237490201212,USD_CHF,9,3,20,4,short,126
516,0.029371901045203094,0.04231171957007147,-0.05355906931213697,0.11230287140254316,222,0.025276354047436302,0.065941660840821,-0.10396930120057285,0.15452200929544546,USD_CHF,9,3,25,1,short,738
256,0.04309015805477262,0.06076931453902173,-0.07601769844170997,0.1621980145512552,110,0.1036351055009476,0.09397788622747703,-0.08056155150490737,0.28783176250680254,USD_CHF,9,3,25,2,short,366
157,0.05115877665513056,0.0772822960869978,-0.10031452367538513,0.20263207698564623,68,0.21242937269816742,0.11679752910777115,-0.016493784353064034,0.44135252974939887,USD_CHF,9,3,25,3,short,225
91,0.23133518731445146,0.09939284613757475,0.036525208884804955,0.426145165744098,40,0.07919834419525733,0.15394705309657306,-0.22253787987402585,0.38093456826454053,USD_CHF,9,3,25,4,short,131
555,0.026780391371084917,0.040764105179212515,-0.05311725478017161,0.10667803752234144,238,0.040383826044247305,0.06372950185380641,-0.08452599758921325,0.16529364967770788,USD_CHF,9,3,30,1,short,793
281,0.04630601486338194,0.05803314075359737,-0.0674389410136689,0.16005097074043279,121,0.1445031182721307,0.08882297101118321,-0.029589904909788384,0.3185961414540498,USD_CHF,9,3,30,2,short,402
168,0.04111335268569588,0.07443165043784962,-0.10477268217248936,0.18699938754388112,73,0.20760257871589105,0.1125476293883442,-0.012990774885263567,0.42819593231704567,USD_CHF,9,3,30,3,short,241
95,0.2005421267959483,0.09811083702439974,0.008244886228124804,0.3928393673637718,42,0.07542699447167364,0.15046090982045285,-0.21947638877641393,0.3703303777197612,USD_CHF,9,3,30,4,short,137
328,-0.026196412816804633,0.05339336861152794,-0.1308474152953994,0.07845458966179014,141,-0.1030903602208566,0.08350210727496479,-0.2667544904797876,0.060573770038074376,USD_CHF,14,3,15,1,long,469
170,-0.07553970408530276,0.07293852865872426,-0.21849922025640228,0.06741981208579677,73,0.012800009554262052,0.11602281783453235,-0.21460471340142134,0.24020473250994545,USD_CHF,14,3,15,2,long,243
98,-0.1270595085997981,0.09621865729208869,-0.3156480768922919,0.06152905969269573,43,0.09549403523504824,0.15180560717824923,-0.20204495483432022,0.3930330253044167,USD_CHF,14,3,15,3,long,141
62,-0.0659818729633476,0.1222427643535365,-0.3055776910962791,0.17361394516958392,28,0.14285714285714285,0.1904761904761905,-0.2304761904761905,0.5161904761904762,USD_CHF,14,3,15,4,long,90
371,-0.03783745488829533,0.050277036791643644,-0.13638044699991686,0.06070553722332621,160,-0.11607338149636463,0.07805196721660375,-0.26905523724090796,0.03690847424817871,USD_CHF,14,3,20,1,long,531
201,-0.07184557428608895,0.06727877813602848,-0.20371197943270478,0.06002083086052687,87,0.04552321662303445,0.10569515659456656,-0.161639290302316,0.2526857235483849,USD_CHF,14,3,20,2,long,288
117,-0.07066244115876458,0.08880727623800423,-0.24472470258525286,0.10339982026772371,51,0.05827915924337636,0.13841685536818796,-0.21301787727827204,0.3295761957650247,USD_CHF,14,3,20,3,long,168
71,-0.05521590741994076,0.11400702533667366,-0.27866967707982115,0.1682378622399396,31,0.16129032258064516,0.18018374250024446,-0.19186981271983397,0.5144504578811243,USD_CHF,14,3,20,4,long,102
417,-0.020946294119000286,0.04747022774711269,-0.11398794050334116,0.07209535226534058,179,-0.12051251977328682,0.07380102416567602,-0.2651625271380118,0.024137487591438175,USD_CHF,14,3,25,1,long,596
227,-0.054805993090325515,0.06372305529952246,-0.17970318147738953,0.07009119529673852,98,0.1322502025122857,0.0989377484909968,-0.06166778453006805,0.32616818955463944,USD_CHF,14,3,25,2,long,325
133,-0.06216169635771019,0.0837398415792584,-0.22629178585305665,0.10196839313763628,57,0.061728560518582457,0.13008805546942617,-0.19324402820149283,0.3167011492386577,USD_CHF,14,3,25,3,long,190
75,-0.025604392357543918,0.1113110864818218,-0.24377412186191463,0.1925653371468268,33,0.15151515151515152,0.17473579688895144,-0.1909670103871933,0.4939973134174963,USD_CHF,14,3,25,4,long,108
456,0.002319294352562002,0.04547848754086756,-0.0868185412275384,0.09145712993266242,196,-0.11713690267918918,0.07047444850563485,-0.25526682175023346,0.02099301639185512,USD_CHF,14,3,30,1,long,652
252,-0.05192520756338908,0.06026871867934134,-0.1700518961748981,0.06620148104811993,109,0.12289795918077019,0.09328541780195487,-0.059941459711061365,0.30573737807260176,USD_CHF,14,3,30,2,long,361
142,-0.07430981274376566,0.08077004859872791,-0.23261910799727237,0.08399948250974104,62,0.03297102670893027,0.12431093296821764,-0.21067840190877632,0.27662045532663687,USD_CHF,14,3,30,3,long,204
79,-0.07494087882045308,0.10837298922081232,-0.2873519376932452,0.13747018005233905,35,0.15159007022414808,0.16822812213229077,-0.1781370491551418,0.48131718960343794,USD_CHF,14,3,30,4,long,114
359,-0.01837305717995215,0.050511609856558636,-0.11737581249880708,0.08062969813890278,155,0.050194412862705366,0.07884068802786452,-0.10433333567190908,0.20472216139731983,USD_CHF,14,3,15,1,short,514
172,0.07868894184349201,0.07431693046632898,-0.06697224187051279,0.2243501255574968,75,0.06687576902130268,0.11443516066859508,-0.15741714588914366,0.291168683931749,USD_CHF,14,3,15,2,short,247
97,0.06666637769247158,0.09834202357590102,-0.12608398851629443,0.2594167439012376,42,0.27102808340960016,0.14684247807134965,-0.016783173610245117,0.5588393404294454,USD_CHF,14,3,15,3,short,139
56,0.06661913479209895,0.12860219949411256,-0.18544117621636164,0.31867944580055957,25,-0.12,0.20264912204760885,-0.5171922792133133,0.27719227921331335,USD_CHF,14,3,15,4,short,81
417,-0.008609713539712316,0.04689203315178552,-0.10051809851721194,0.0832986714377873,180,0.02846028420278431,0.07299987603995586,-0.11461947283552919,0.1715400412410978,USD_CHF,14,3,20,1,short,597
204,0.08325515240053269,0.0681926369812718,-0.050402416082760026,0.2169127208838254,88,0.09438835355483749,0.1042688697887654,-0.10997863123114268,0.2987553383408177,USD_CHF,14,3,20,2,short,292
117,0.1390786687821655,0.08850209279683599,-0.034385433099633045,0.312542770663964,51,0.24280744123927858,0.13461553913560909,-0.021039015466515237,0.5066538979450724,USD_CHF,14,3,20,3,short,168
68,0.054862816887610924,0.11757585689725888,-0.1755858626310165,0.2853114964062383,30,-0.06666666666666667,0.18528222234124034,-0.4298198224554977,0.2964864891221644,USD_CHF,14,3,20,4,short,98
462,-0.00292882721483454,0.044517593528527,-0.09018331053074745,0.08432565610107838,199,0.006627100678122554,0.06941847101922481,-0.12943310251955809,0.1426873038758032,USD_CHF,14,3,25,1,short,661
224,0.07086380297767818,0.06512764955374636,-0.05678639014766469,0.19851399610302106,96,0.14902265742526768,0.09927813610718916,-0.04556248934482307,0.3436078041953584,USD_CHF,14,3,25,2,short,320
126,0.15295400196439185,0.08530791295724294,-0.014249507431804309,0.320157511360588,55,0.18878508187642196,0.1313693284361663,-0.068698801858464,0.4462689656113079,USD_CHF,14,3,25,3,short,181
74,0.08193185793358056,0.11230832205058917,-0.13819245328557422,0.3020561691527353,33,-0.09090909090909091,0.17604469755488258,-0.4359566981166608,0.25413851629847894,USD_CHF,14,3,25,4,short,107
499,0.014009186667079853,0.04293608738958428,-0.07014554461650532,0.09816391795066504,215,0.034040897836959946,0.06685320650157711,-0.0969913869061312,0.1650731825800511,USD_CHF,14,3,30,1,short,714
249,0.1273800713204871,0.061159286140214736,0.007507870485666215,0.24725227215530798,108,0.07690902882246017,0.09458385514976118,-0.10847532727107173,0.2622933849159921,USD_CHF,14,3,30,2,short,357
140,0.15194431605366704,0.08120851393949387,-0.007224371267740948,0.311113003375075,60,0.1897196583867201,0.12583791567251465,-0.05692265633140858,0.4363619731048488,USD_CHF,14,3,30,3,short,200
78,0.05208919855237131,0.10980972189073974,-0.16313785635347858,0.2673162534582212,34,-0.058823529411764705,0.173776222559058,-0.3994249256275184,0.281777866803989,USD_CHF,14,3,30,4,short,112
289,-0.03668218132820588,0.05690159211242701,-0.14820930186856282,0.07484493921215107,124,-0.18597598769540796,0.08736087259917831,-0.35720329798979744,-0.014748677401018484,USD_CHF,21,3,15,1,long,413
161,-0.04977745462215857,0.07617867221462174,-0.19908765216281718,0.09953274291850003,70,0.10656689115072762,0.11901628603583775,-0.12670502947951437,0.33983881178096964,USD_CHF,21,3,15,2,long,231
90,-0.05824730999272753,0.10146778787093903,-0.257124174219768,0.14062955423431298,39,-0.06072001996149867,0.1583139757766755,-0.3710154124837826,0.24957537256078527,USD_CHF,21,3,15,3,long,129
53,0.17236924092117525,0.13488874063461215,-0.09201269072266458,0.43675117256501506,23,-0.13043478260869565,0.21137931948017294,-0.5447382487898346,0.2838686835724433,USD_CHF,21,3,15,4,long,76
336,-0.04375044613279705,0.052605989396792646,-0.14685818535051065,0.05935729308491654,145,-0.15481458179264362,0.08117646469886561,-0.3139204526024202,0.004291289017132965,USD_CHF,21,3,20,1,long,481
182,-0.06687142086119106,0.07164674185938912,-0.2072990349055937,0.07355619318321159,78,0.09563695359680684,0.11285792331377321,-0.12556457609818866,0.3168384832918023,USD_CHF,21,3,20,2,long,260
107,-0.002779379526711771,0.09279655741317715,-0.184660632056539,0.17910187300311542,47,-0.22059746337230743,0.14102907487383087,-0.4970144501250159,0.055819523380401054,USD_CHF,21,3,20,3,long,154
56,0.11195332770658561,0.12999574373075964,-0.14283833000570328,0.3667449854188745,25,-0.04,0.20396078054371142,-0.43976312986567434,0.3597631298656744,USD_CHF,21,3,20,4,long,81
383,-0.03696234214121407,0.04938657886654118,-0.13376003671963477,0.05983535243720663,165,-0.17538075018220534,0.07548770692679237,-0.3233366557587184,-0.027424844605692306,USD_CHF,21,3,25,1,long,548
219,-0.044764877207271084,0.06521351776176756,-0.17258337202033552,0.08305361760579334,94,0.13258945051128185,0.10177941284983283,-0.06689819867439048,0.3320770996969542,USD_CHF,21,3,25,2,long,313
114,-0.028924505345247015,0.09009891819463484,-0.20551838500673128,0.14766937431623725,50,-0.18736161556996897,0.1378144328855649,-0.45747790402567623,0.08275467288573826,USD_CHF,21,3,25,3,long,164
63,0.051895021453472925,0.12350571818043281,-0.1901761861801754,0.2939662290871212,28,0.0,0.19245008972987526,-0.3772021758705555,0.3772021758705555,USD_CHF,21,3,25,4,long,91
420,-0.05734294551845104,0.04708256093220996,-0.14962476494558255,0.03493887390868047,180,-0.1441375962561356,0.07234840129156758,-0.28594046278760804,-0.0023347297246631427,USD_CHF,21,3,30,1,long,600
242,-0.033637514955154026,0.06205473356317166,-0.15526479273897048,0.08798976282866244,104,0.10476000081779697,0.09680915598150874,-0.08498594490596016,0.2945059465415541,USD_CHF,21,3,30,2,long,346
125,-0.013952961993214366,0.08594893379437267,-0.1824128722301848,0.15450694824375608,55,-0.2083621423597177,0.12963071564988154,-0.4624383450334856,0.04571406031405015,USD_CHF,21,3,30,3,long,180
69,-0.03957411084682906,0.11828052748713468,-0.271403944721613,0.1922557230279549,30,0.06666666666666667,0.18528222234124034,-0.2964864891221644,0.4298198224554977,USD_CHF,21,3,30,4,long,99
324,-0.021768083514420923,0.05331676653209725,-0.12626894591733154,0.08273277888848968,140,0.0743912202552568,0.08320620557047924,-0.0886929426628825,0.2374753831733961,USD_CHF,21,3,15,1,short,464
166,0.1501369899998182,0.07513795667256361,0.002866594921593524,0.2974073850780429,72,0.17089693898475378,0.11530139789203372,-0.05509380088363233,0.3968876788531399,USD_CHF,21,3,15,2,short,238
88,0.046322510470416474,0.10185848441868053,-0.15332011899019737,0.2459651399310303,39,0.3687994744411079,0.146740668130486,0.08118776490535534,0.6564111839768605,USD_CHF,21,3,15,3,short,127
53,-0.025426071987579218,0.134179790823222,-0.2884184620010944,0.23756631802593595,24,0.0,0.2085144140570748,-0.4086882515518666,0.4086882515518666,USD_CHF,21,3,15,4,short,77
379,-0.03240440265315539,0.04912004618247995,-0.12867969317081607,0.0638708878645053,163,0.06427477715342408,0.07706659619724514,-0.08677575139317639,0.21532530570002456,USD_CHF,21,3,20,1,short,542
195,0.1275884467110662,0.06923263832244739,-0.008107524400930682,0.2632844178230631,84,0.20564132555904466,0.10544048261584625,-0.0010220203680139928,0.4123046714861033,USD_CHF,21,3,20,2,short,279
103,0.0789822838110696,0.09407636359669748,-0.10540738883845745,0.26337195646059663,45,0.2307373222934046,0.1435839364993467,-0.0506871932453149,0.5121618378321241,USD_CHF,21,3,20,3,short,148
60,-0.01987533786874373,0.1253855366081845,-0.26563098962078535,0.22588031388329788,26,0.15384615384615385,0.19761896274869428,-0.23348701314128695,0.5411793208335947,USD_CHF,21,3,20,4,short,86
415,-0.00388904742011273,0.04694090729956313,-0.09589322572725646,0.088115130887031,179,0.0631878799022371,0.07343419446757143,-0.08074314125420291,0.20711890105867714,USD_CHF,21,3,25,1,short,594
217,0.09236339488273562,0.06585893335829512,-0.03672011449952281,0.22144690426499405,93,0.1866546994922939,0.10015877050857769,-0.00965649070451835,0.38296588968910616,USD_CHF,21,3,25,2,short,310
113,0.1250900463056653,0.0897109904065846,-0.0507434948912405,0.3009235875025711,49,0.08945264292251444,0.14109639132573273,-0.18709628407592171,0.36600156992095056,USD_CHF,21,3,25,3,short,162
69,-0.002790148871371365,0.11740787927315827,-0.23290959224676155,0.22732929450401884,30,0.2,0.18194353045893683,-0.15660931969951614,0.5566093196995161,USD_CHF,21,3,25,4,short,99
458,0.020665609285613853,0.044861188561100204,-0.06726232029414254,0.10859353886537025,197,0.047262083769037753,0.07016523618128853,-0.09026177914628775,0.18478594668436327,USD_CHF,21,3,30,1,short,655
238,0.09761796994484727,0.06295301019093445,-0.025769930029384255,0.22100586991907878,103,0.1685328840076052,0.09566388025882509,-0.018968321299692004,0.3560340893149024,USD_CHF,21,3,30,2,short,341
123,0.1311802864434162,0.08620256672817483,-0.037776744343806484,0.30013731723063886,53,0.08270150006043787,0.13583806714745122,-0.18354111154856656,0.3489441116694423,USD_CHF,21,3,30,3,short,176
72,-0.01656278155728646,0.11504419812108302,-0.24204940987460918,0.20892384676003625,32,0.1875,0.176419930663981,-0.1582830641014028,0.5332830641014028,USD_CHF,21,3,30,4,short,104
503,-0.009940357852882704,0.04462997914426851,-0.09741511697564897,0.07753440126988356,217,0.041474654377880185,0.06798283596847005,-0.09177170412032111,0.1747210128760815,NZD_USD,5,3,15,1,long,720
242,0.008264462809917356,0.06441346276430286,-0.11798592420811624,0.13451484982795095,105,-0.009523809523809525,0.0980536203903524,-0.20170890548890022,0.18266128644128118,NZD_USD,5,3,15,2,long,347
147,0.061224489795918366,0.08260533175639308,-0.10068196044661205,0.2231309400384488,64,0.375,0.11679414803778919,0.1460834698459332,0.6039165301540668,NZD_USD,5,3,15,3,long,211
66,0.06060606060606061,0.12380672936959905,-0.18205512895835352,0.30326725017047473,29,-0.034482758620689655,0.18886984741557453,-0.4046676595552157,0.3357021423138364,NZD_USD,5,3,15,4,long,95
578,0.0,0.04163054471218133,-0.08159586763587541,0.08159586763587541,248,0.056451612903225805,0.06352701027130606,-0.06806132722853406,0.18096455303498568,NZD_USD,5,3,20,1,long,826
280,0.04285714285714286,0.05981342752433039,-0.0743771750905447,0.16009146080483042,121,-0.024793388429752067,0.09125903096361529,-0.20366108911843803,0.1540743122589339,NZD_USD,5,3,20,2,long,401
169,0.04142011834319527,0.07708546485327471,-0.10966739276922315,0.19250762945561367,73,0.3698630136986301,0.10949387039526758,0.15525502772390568,0.5844709996733546,NZD_USD,5,3,20,3,long,242
72,0.05555555555555555,0.11849487896742975,-0.17669440722060675,0.28780551833171786,31,-0.03225806451612903,0.1824791693384639,-0.38991723641951825,0.32540110738726025,NZD_USD,5,3,20,4,long,103
632,-0.00949367088607595,0.0398075773873947,-0.08751652256536956,0.06852918079321767,271,0.055350553505535055,0.06076476550407561,-0.06374838688245314,0.17444949389352327,NZD_USD,5,3,25,1,long,903
305,0.01639344262295082,0.057346226159473206,-0.09600516064961666,0.1287920458955183,132,-0.045454545454545456,0.08728010031311889,-0.21652354206825847,0.12561445115916758,NZD_USD,5,3,25,2,long,437
178,0.06741573033707865,0.07499360120737979,-0.07957172802938572,0.21440318870354302,77,0.2987012987012987,0.10947106888617202,0.08413800368440155,0.5132645937181959,NZD_USD,5,3,25,3,long,255
77,0.09090909090909091,0.1142328840795533,-0.13298736188683355,0.31480554370501534,33,-0.030303030303030304,0.1766955119650091,-0.37662623375444815,0.3160201731483875,NZD_USD,5,3,25,4,long,110
672,0.005952380952380952,0.03860388792186676,-0.0697112393744779,0.08161600127923979,288,0.05555555555555555,0.05893697041498286,-0.05996090645781085,0.17107201756892196,NZD_USD,5,3,30,1,long,960
324,0.012345679012345678,0.05563724792516658,-0.09670332692098083,0.12139468494567218,140,-0.04285714285714286,0.08474096226533868,-0.2089494288972067,0.12323514318292096,NZD_USD,5,3,30,2,long,464
189,0.07936507936507936,0.07270243872586506,-0.06313170053761616,0.22186185926777488,81,0.2839506172839506,0.10720144862267857,0.0738357779835006,0.4940654565844006,NZD_USD,5,3,30,3,long,270
79,0.06329113924050633,0.11300069387656482,-0.1581902207575607,0.2847724992385734,34,0.0,0.17407765595569782,-0.3411922056731677,0.3411922056731677,NZD_USD,5,3,30,4,long,113
452,0.030973451327433628,0.047065568390984566,-0.06127506271889612,0.12322196537376337,195,0.03830576787738134,0.0716105956156093,-0.10205099952921289,0.17866253528397558,NZD_USD,5,3,15,1,short,647
232,0.034482758620689655,0.06575604063762705,-0.09439908102905935,0.16336459827043864,100,0.04,0.10042334631373565,-0.15682975877492186,0.23682975877492188,NZD_USD,5,3,15,2,short,332
136,0.13094552083180822,0.0852146667536094,-0.03607522600526622,0.2979662676688827,59,0.11864406779661017,0.13037899563597694,-0.1368987636499046,0.374186899243125,NZD_USD,5,3,15,3,short,195
72,0.05555555555555555,0.11849487896742975,-0.17669440722060675,0.28780551833171786,32,0.0625,0.17925416718060672,-0.2888381676739892,0.4138381676739892,NZD_USD,5,3,15,4,short,104
523,0.01338432122370937,0.04376489040405874,-0.07239486396824575,0.0991635064156645,225,0.06875388771595271,0.06655015131797629,-0.06168440886728081,0.19919218429918623,NZD_USD,5,3,20,1,short,748
278,-0.04316546762589928,0.06002817456439091,-0.16082068977210548,0.0744897545203069,120,0.08333333333333333,0.09135099708560428,-0.09571462095445106,0.26238128762111773,NZD_USD,5,3,20,2,short,398
160,0.061303692707037005,0.07906999633144203,-0.09367350010258937,0.21628088551666338,69,0.15942028985507245,0.11971689467377294,-0.07522482370552253,0.3940654034156674,NZD_USD,5,3,20,3,short,229
78,0.0,0.11396057645963795,-0.22336272986089037,0.22336272986089037,34,0.11764705882352941,0.1728687687191937,-0.22117572786609027,0.45646984551314906,NZD_USD,5,3,20,4,short,112
580,0.017241379310344827,0.041552404327815255,-0.06420133317217308,0.09868409179286272,249,0.062127006972246435,0.06328551155573463,-0.061912595676993434,0.1861666096214863,NZD_USD,5,3,25,1,short,829
307,-0.003257328990228013,0.05716589177454151,-0.11530247686832937,0.10878781888787334,132,0.06060606060606061,0.08720979816694449,-0.1103251438011506,0.23153726501327182,NZD_USD,5,3,25,2,short,439
173,0.0855987909429244,0.07589281768607536,-0.06315113172178331,0.2343487136076321,75,0.17333333333333334,0.11448802342388266,-0.05106319257747666,0.39772985924414334,NZD_USD,5,3,25,3,short,248
81,-0.037037037037037035,0.11172668984443229,-0.2560213491321243,0.18194727505805025,35,0.14285714285714285,0.16973957879600132,-0.1898324315830197,0.4755467172973054,NZD_USD,5,3,25,4,short,116
618,0.003236245954692557,0.04025827329152489,-0.07566996969669623,0.08214246160608135,266,0.06943467945898256,0.06119800643478165,-0.05051341315318947,0.1893827720711546,NZD_USD,5,3,30,1,short,884
328,-0.024390243902439025,0.05528367533383668,-0.1327462475567589,0.08396575975188086,141,0.04964539007092199,0.08441121012404124,-0.11580058177219883,0.21509136191404282,NZD_USD,5,3,30,2,short,469
179,0.08272955772696045,0.07462346864661716,-0.06353244082040918,0.22899155627433007,78,0.15384615384615385,0.11260385457098458,-0.06685740111297592,0.3745497088052836,NZD_USD,5,3,30,3,short,257
81,-0.037037037037037035,0.11172668984443229,-0.2560213491321243,0.18194727505805025,36,0.16666666666666666,0.16666666666666666,-0.16,0.4933333333333333,NZD_USD,5,3,30,4,short,117
436,-0.07339449541284404,0.04781701827676707,-0.16711585123530748,0.02032686040961941,187,0.12299465240641712,0.07276683618801981,-0.0196283465221017,0.2656176513349359,NZD_USD,9,3,15,1,long,623
211,0.023696682464454975,0.06898717849268662,-0.1115181873812108,0.15891155231012075,91,0.054945054945054944,0.10525002195497712,-0.15134498808670022,0.2612350979768101,NZD_USD,9,3,15,2,long,302
115,0.16521739130434782,0.09237144759024525,-0.015830645972532864,0.3462654285812285,50,0.25300865712058407,0.13690683285112118,-0.015328735267613414,0.5213460495087816,NZD_USD,9,3,15,3,long,165
62,0.22580645161290322,0.12472996710993604,-0.018664283922571412,0.47027718714837785,27,-0.18518518518518517,0.1927240401742195,-0.5629243039266554,0.19255393355628508,NZD_USD,9,3,15,4,long,89
490,-0.044897959183673466,0.045175960753279884,-0.13344284226010206,0.04364692389275511,211,0.09638496075586697,0.0685395113371332,-0.03795248146491409,0.23072240297664803,NZD_USD,9,3,20,1,long,701
240,0.075,0.06450244067906645,-0.051424783730970244,0.20142478373097022,103,-0.02912621359223301,0.09897274648053271,-0.22311279669407713,0.16486036950961108,NZD_USD,9,3,20,2,long,343
128,0.140625,0.08785387874662548,-0.03156860234338593,0.31281860234338593,55,0.28455332465507643,0.12931939746676935,0.031087305620208505,0.5380193436899443,NZD_USD,9,3,20,3,long,183
67,0.16417910447761194,0.12142120662793537,-0.07380646051314138,0.40216466946836527,30,-0.06666666666666667,0.1852822223412403,-0.42981982245549766,0.29648648912216435,NZD_USD,9,3,20,4,long,97
535,-0.05420560747663551,0.04321061026151391,-0.13889840358920277,0.03048718863593175,230,0.08407489878038231,0.06571999716207501,-0.044736295657284694,0.2128860932180493,NZD_USD,9,3,25,1,long,765
262,0.04580152671755725,0.061833487317413394,-0.075392108424573,0.1669951618596875,113,-0.02654867256637168,0.09445781219983888,-0.21168598447805587,0.15858863934531253,NZD_USD,9,3,25,2,long,375
140,0.15714285714285714,0.08376509302200687,-0.007036725180276315,0.3213224394659906,61,0.25656447304965907,0.1238133313459098,0.013890343611675876,0.4992386024876423,NZD_USD,9,3,25,3,long,201
72,0.1388888888888889,0.11752793354169223,-0.09146586085282787,0.36924363863060566,32,-0.0625,0.17925416718060672,-0.4138381676739892,0.2888381676739892,NZD_USD,9,3,25,4,long,104
571,-0.043782837127845885,0.041845225747358945,-0.1257994795926694,0.03823380533697764,246,0.09486677528247126,0.06348380922569884,-0.029561490799898463,0.21929504136484096,NZD_USD,9,3,30,1,long,817
291,0.044673539518900345,0.05866339617909119,-0.07030671699211838,0.15965379602991908,125,-0.056,0.0896617298876818,-0.2317369905798563,0.11973699057985632,NZD_USD,9,3,30,2,long,416
151,0.152317880794702,0.0806969335720679,-0.005848109006551111,0.31048387059595506,66,0.2825823160004425,0.11811644789261312,0.05107407813092077,0.5140905538699642,NZD_USD,9,3,30,3,long,217
79,0.0379746835443038,0.11314603244965703,-0.18379154005702397,0.2597409071456316,35,0.02857142857142857,0.17142857142857143,-0.30742857142857144,0.3645714285714286,NZD_USD,9,3,30,4,long,114
382,0.03664921465968586,0.05119713418470397,-0.06369716834233392,0.13699559766170566,165,0.15151515151515152,0.07718536284140533,0.00023184034599707526,0.302798462684306,NZD_USD,9,3,15,1,short,547
189,0.005291005291005291,0.07293147487878424,-0.1376546854714118,0.14823669605342238,81,0.1111111111111111,0.1111111111111111,-0.10666666666666666,0.3288888888888889,NZD_USD,9,3,15,2,short,270
111,0.15142874624437766,0.09409620745342918,-0.03299982036434354,0.33585731285309883,48,0.25,0.14123317071650804,-0.02681701460435576,0.5268170146043558,NZD_USD,9,3,15,3,short,159
58,-0.06896551724137931,0.13213787041210448,-0.32795574324910404,0.19002470876634545,25,0.04,0.20396078054371142,-0.3597631298656744,0.43976312986567434,NZD_USD,9,3,15,4,short,83
436,0.009174311926605505,0.04794431233273682,-0.08479654024555866,0.10314516409876967,188,0.1276595744680851,0.07252891855658207,-0.014497105902815749,0.26981625483898597,NZD_USD,9,3,20,1,short,624
232,0.02586206896551724,0.06577316237744013,-0.10305332929426542,0.1547774672252999,100,0.1,0.10000000000000002,-0.09600000000000003,0.29600000000000004,NZD_USD,9,3,20,2,short,332
131,0.11304267811546503,0.08702690790363246,-0.057530061375654584,0.28361541760658465,57,0.22807017543859648,0.13010874538764322,-0.026942965521184248,0.4830833163983772,NZD_USD,9,3,20,3,short,188
63,-0.07936507936507936,0.1265995199614666,-0.3275001384895539,0.16876997975939517,28,0.14285714285714285,0.1904761904761905,-0.2304761904761905,0.5161904761904762,NZD_USD,9,3,20,4,short,91
479,0.03549060542797495,0.045710120303629614,-0.05410123036713909,0.12508244122308898,206,0.11650485436893204,0.06936740708291747,-0.019455263513586202,0.25246497225145026,NZD_USD,9,3,25,1,short,685
250,0.032,0.06333997006021486,-0.09214634131802112,0.15614634131802113,108,0.07407407407407407,0.09640806145521257,-0.11488572637814257,0.2630338745262907,NZD_USD,9,3,25,2,short,358
143,0.08957056526661482,0.08347877644718593,-0.07404783656986962,0.25318896710309924,62,0.16129032258064516,0.12636049340078187,-0.08637624448488732,0.4089568896461776,NZD_USD,9,3,25,3,short,205
66,-0.030303030303030304,0.12397777259557788,-0.2732994645903629,0.21269340398430234,29,0.10344827586206896,0.18796831555013707,-0.2649696226161997,0.4718661743403376,NZD_USD,9,3,25,4,short,95
520,0.023076923076923078,0.04388343852222955,-0.06293461642664683,0.10908846258049298,223,0.11210762331838565,0.06669251348485443,-0.018609703111929013,0.24282494974870034,NZD_USD,9,3,30,1,short,743
270,0.014814814814814815,0.06096438479038314,-0.10467537937433613,0.13430500900396578,116,0.034482758620689655,0.09319502409547259,-0.1481794886064366,0.21714500584781593,NZD_USD,9,3,30,2,short,386
