tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,atr_period,k,trigger,direction,total_n
717,-0.004667772387413529,0.03692787652824437,-0.07704641038277249,0.06771086560794543,308,0.008229298351625617,0.055870987355264204,-0.10127783686469223,0.11773643356794346,GBP_USD,20,0.5,range_expansion,short,1025
36,-0.20263020639296617,0.1633204967306194,-0.5227383799849802,0.11747796719904788,16,-0.01743317186813169,0.2487500909210155,-0.5049833500733221,0.47011700633705866,GBP_USD,20,1.0,close_breakout,long,52
42,-0.19047619047619047,0.1533145038611392,-0.4909726180440233,0.11002023709164238,19,0.47368421052631576,0.2075817467754251,0.06682398684648261,0.8805444342061489,GBP_USD,20,1.0,close_breakout,short,61
339,-0.0053543039639646645,0.053762757792516894,-0.11072930923729778,0.10002070130936845,146,0.08503253930770817,0.08026259732326758,-0.0722821514458963,0.24234723006131265,GBP_USD,20,1.0,range_expansion,long,485
320,0.0021626347514554444,0.055526612566046976,-0.10666952587799662,0.11099479538090752,138,-0.05140279547647675,0.08304579594552704,-0.21417255552970973,0.11136696457675624,GBP_USD,20,1.0,range_expansion,short,458
5,0.24094637915913472,0.3902553367003354,-0.5239540807735227,1.005846839091792,3,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,GBP_USD,20,1.5,close_breakout,long,8
9,-0.1111111111111111,0.35136418446315326,-0.7997849126588914,0.5775626904366693,5,0.2,0.48989794855663565,-0.7601999791710059,1.1601999791710058,GBP_USD,20,1.5,close_breakout,short,14
86,-0.07125200949265213,0.10699100896869733,-0.2809543870712989,0.13845036808599465,38,0.14076784273337814,0.15393886325644116,-0.16095232924924655,0.44248801471600285,GBP_USD,20,1.5,range_expansion,long,124
91,-0.18116967018552627,0.10271362526924908,-0.38248837571325445,0.020149035342201943,39,0.0014023213361724286,0.15179228945160303,-0.2961105659889695,0.2989152086613143,GBP_USD,20,1.5,range_expansion,short,130
254,0.0014820255346880429,0.06254778530620102,-0.12111163366546596,0.12407568473484204,109,0.08846705228066197,0.09546034292746125,-0.09863521985716207,0.27556932441848603,AUD_USD,14,0.5,close_breakout,long,363
224,0.0033576481391609475,0.06655703755872569,-0.1270941454759414,0.1338094417542633,96,-0.049390625465598026,0.10197213057409378,-0.24925600139082182,0.15047475045962577,AUD_USD,14,0.5,close_breakout,short,320
816,0.01722443843275314,0.034904620006580275,-0.0511886167801442,0.08563749364565049,350,0.06649488329716668,0.053277103866014176,-0.0379282402802211,0.17091800687455447,AUD_USD,14,0.5,range_expansion,long,1166
753,0.07190672139766514,0.036148320450439676,0.0010560133148033862,0.1427574294805269,323,-0.17945990283581223,0.054584716559907716,-0.28644594729323136,-0.07247385837839311,AUD_USD,14,0.5,range_expansion,short,1076
