tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,atr_period,k,trigger,direction,total_n
833,0.03153566151061636,0.0342391103691542,-0.035572994812925876,0.0986443178341586,357,-0.03233691563478202,0.05132299825302445,-0.13292999221070995,0.0682561609411459,GBP_USD,14,1.5,range_expansion,short,1190
1589,-0.005295647135080814,0.024793861524273434,-0.053891615722656744,0.043300321452495114,682,-0.05097536460711842,0.037285146274601534,-0.12405425130533743,0.022103522091100586,GBP_USD,20,0.5,close_breakout,long,2271
1554,0.0172169912542808,0.025148323071743566,-0.03207372196633659,0.06650770447489818,667,0.012186364660112676,0.037750036462045486,-0.061803706805496475,0.08617643612572183,GBP_USD,20,0.5,close_breakout,short,2221
2652,-0.016298867902559692,0.019220286236451008,-0.05397062892600367,0.021372893120884282,1137,-0.007161729733753109,0.028949615374388064,-0.06390297586755371,0.0495795164000475,GBP_USD,20,0.5,range_expansion,long,3789
2620,0.005295265285131224,0.01933680766850174,-0.03260487774513219,0.04319540831539464,1124,0.017111351196436173,0.02897633000591412,-0.03968225561515551,0.07390495800802785,GBP_USD,20,0.5,range_expansion,short,3744
633,0.0003420526326701032,0.03943079279246215,-0.0769423012405557,0.07762640650589592,272,-0.01120655793449571,0.05856628014614394,-0.12599646702093784,0.10358335115194642,GBP_USD,20,1.0,close_breakout,long,905
640,-0.00573712400195123,0.039223664383098496,-0.08261550619282428,0.07114125818892182,275,0.03958921221753864,0.05904787719260693,-0.07614462707997094,0.15532305151504822,GBP_USD,20,1.0,close_breakout,short,915
1707,-0.0040553549322657695,0.02396635217011873,-0.051029405185698484,0.04291869532116695,732,-0.0005220528010536204,0.03580473839859787,-0.07069934006230545,0.06965523446019821,GBP_USD,20,1.0,range_expansion,long,2439
1673,0.038425959996432536,0.02422150822124298,-0.009048196117203706,0.08590011611006879,717,-0.02766473389872159,0.036441446321154966,-0.09908996868818533,0.04376050089074214,GBP_USD,20,1.0,range_expansion,short,2390
235,0.0461906355738255,0.06470039982420633,-0.08062214808161891,0.1730034192292699,101,-0.140998728931302,0.09551461260142773,-0.32820736963010033,0.04620991176749634,GBP_USD,20,1.5,close_breakout,long,336
257,-0.0025939367003518484,0.06202161772049095,-0.12415630743251412,0.11896843403181041,111,0.13007118946655513,0.09168039671531993,-0.049622388095471925,0.3097647670285822,GBP_USD,20,1.5,close_breakout,short,368
807,-0.019299359666504007,0.03483099405265182,-0.08756810800970156,0.04896938867669355,347,0.05859166545580198,0.051654078936003954,-0.04265032925876577,0.15983366017036973,GBP_USD,20,1.5,range_expansion,long,1154
833,0.03153566151061636,0.0342391103691542,-0.035572994812925876,0.0986443178341586,357,-0.03233691563478202,0.05132299825302445,-0.13292999221070995,0.0682561609411459,GBP_USD,20,1.5,range_expansion,short,1190
