entry_ts,exit_ts,strategy,pair,direction,entry_mode,cap,r
2017-06-06 01:00:00,2017-06-08 05:00:00,macd,NZD_USD,short,limit,5d,-1.0
2017-06-06 05:00:00,2017-06-12 17:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2017-06-06 05:00:00,2017-06-09 13:00:00,sma,CAD_JPY,long,mid,14d,1.0
2017-06-06 09:00:00,2017-06-07 13:00:00,bb,AUD_CAD,short,mid,14d,-1.0
2017-06-06 13:00:00,2017-06-09 09:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-06-06 13:00:00,2017-06-14 21:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2017-06-07 17:00:00,2017-06-14 05:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-06-08 21:00:00,2017-06-12 09:00:00,ema,GBP_CAD,long,mid,14d,-1.0
2017-06-08 21:00:00,2017-06-15 21:00:00,macd,EUR_CHF,short,limit,5d,-0.1068149798801136
2017-06-09 09:00:00,2017-06-12 21:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2017-06-09 09:00:00,2017-06-14 09:00:00,atr,EUR_NOK,long,limit,5d,-1.0
2017-06-12 13:00:00,2017-06-12 17:00:00,sma,CAD_JPY,long,mid,14d,1.0
2017-06-12 17:00:00,2017-06-14 17:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2017-06-13 01:00:00,2017-06-16 09:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-06-13 01:00:00,2017-06-27 17:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-06-13 05:00:00,2017-06-15 13:00:00,macd,AUD_JPY,long,limit,5d,1.0
2017-06-13 13:00:00,2017-06-20 13:00:00,ichimoku,USD_SGD,short,limit,5d,-0.5141890132777909
2017-06-14 17:00:00,2017-06-27 13:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-06-14 21:00:00,2017-06-15 13:00:00,cci,USD_JPY,long,mid,14d,1.0
2017-06-15 05:00:00,2017-06-15 13:00:00,bb,CHF_JPY,long,mid,14d,1.0
2017-06-16 05:00:00,2017-06-21 05:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-06-16 13:00:00,2017-06-22 05:00:00,cci,CAD_CHF,short,mid,14d,1.0
2017-06-16 17:00:00,2017-06-23 17:00:00,atr,EUR_NOK,long,limit,5d,-0.0536591406282234
2017-06-16 17:00:00,2017-06-26 21:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2017-06-18 21:00:00,2017-06-25 21:00:00,atr,NZD_CHF,short,limit,5d,0.2290691590899377
2017-06-19 09:00:00,2017-06-26 09:00:00,atr,USD_JPY,long,limit,5d,0.4796984752441273
2017-06-21 13:00:00,2017-06-26 05:00:00,macd,NZD_JPY,long,limit,5d,1.0
2017-06-22 09:00:00,2017-06-27 17:00:00,ema,EUR_CAD,long,mid,14d,1.0
2017-06-22 13:00:00,2017-07-03 09:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-06-26 05:00:00,2017-07-03 05:00:00,macd,NZD_USD,short,limit,5d,-0.1001481644076179
2017-06-26 09:00:00,2017-07-11 13:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-06-26 09:00:00,2017-07-03 09:00:00,ichimoku,USD_SGD,short,limit,5d,0.4932528767083849
2017-06-26 09:00:00,2017-06-27 13:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-06-27 17:00:00,2017-07-11 17:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-06-28 09:00:00,2017-07-05 09:00:00,atr,NZD_CHF,short,limit,5d,-0.368297835893322
2017-06-28 21:00:00,2017-07-07 09:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-06-29 17:00:00,2017-07-10 05:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2017-06-29 17:00:00,2017-07-03 13:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-06-30 01:00:00,2017-07-07 01:00:00,macd,EUR_CHF,short,limit,5d,-0.2586293558027013
2017-06-30 05:00:00,2017-07-04 13:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2017-07-03 17:00:00,2017-07-07 13:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2017-07-05 17:00:00,2017-07-11 17:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-07-06 05:00:00,2017-07-11 01:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-07-07 09:00:00,2017-07-12 13:00:00,ema,EUR_CAD,long,mid,14d,-1.0
2017-07-07 17:00:00,2017-07-12 13:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2017-07-07 17:00:00,2017-07-14 17:00:00,ichimoku,USD_SGD,short,limit,5d,0.7497704415475437
2017-07-07 17:00:00,2017-07-12 13:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-07-10 13:00:00,2017-07-13 09:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2017-07-11 17:00:00,2017-07-14 09:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2017-07-12 05:00:00,2017-07-18 13:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-07-12 09:00:00,2017-07-13 09:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-07-12 17:00:00,2017-07-26 09:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-07-12 21:00:00,2017-07-18 09:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-07-13 09:00:00,2017-07-20 09:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-07-13 13:00:00,2017-07-18 13:00:00,bb,EUR_CAD,long,mid,14d,1.0
2017-07-13 13:00:00,2017-07-18 05:00:00,atr,EUR_NOK,long,limit,5d,-1.0
2017-07-13 17:00:00,2017-07-27 09:00:00,rsi,CHF_JPY,long,mid,14d,-1.0
2017-07-14 05:00:00,2017-07-17 21:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-07-14 09:00:00,2017-07-18 13:00:00,bb,AUD_CAD,short,mid,14d,-1.0
2017-07-14 13:00:00,2017-07-21 09:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2017-07-18 17:00:00,2017-07-21 05:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-07-18 17:00:00,2017-07-31 13:00:00,ema,EUR_CAD,long,mid,14d,1.0
2017-07-19 21:00:00,2017-07-21 05:00:00,macd,NZD_USD,short,limit,5d,-1.0
2017-07-21 09:00:00,2017-07-27 01:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-07-21 13:00:00,2017-08-01 13:00:00,bb,USD_JPY,long,mid,14d,-1.0
2017-07-23 21:00:00,2017-07-26 17:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-07-23 21:00:00,2017-07-30 21:00:00,ichimoku,USD_SGD,short,limit,5d,0.4363833719599954
2017-07-24 05:00:00,2017-07-26 09:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-07-25 01:00:00,2017-07-26 13:00:00,macd,NZD_JPY,long,limit,5d,1.0
2017-07-25 13:00:00,2017-08-01 13:00:00,atr,EUR_NOK,long,limit,5d,0.6822225020421441
2017-07-25 17:00:00,2017-08-01 17:00:00,macd,AUD_JPY,long,limit,5d,-0.7774417764939433
2017-07-26 13:00:00,2017-07-27 21:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2017-07-26 17:00:00,2017-08-03 09:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-07-27 05:00:00,2017-07-31 17:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-07-27 05:00:00,2017-07-27 17:00:00,cci,USD_CAD,long,mid,14d,1.0
2017-07-27 17:00:00,2017-07-28 17:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2017-07-27 21:00:00,2017-08-03 05:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-07-27 21:00:00,2017-08-01 21:00:00,macd,NZD_USD,short,limit,5d,1.0
2017-07-28 01:00:00,2017-07-28 13:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-07-28 17:00:00,2017-08-01 13:00:00,cci,CAD_CHF,short,mid,14d,1.0
2017-07-30 21:00:00,2017-08-03 05:00:00,cci,USD_CAD,long,mid,14d,1.0
2017-07-31 09:00:00,2017-08-14 13:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2017-07-31 21:00:00,2017-08-09 13:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-08-01 21:00:00,2017-08-10 13:00:00,cci,USD_JPY,long,mid,14d,-1.0
2017-08-02 21:00:00,2017-08-08 21:00:00,macd,AUD_JPY,long,limit,5d,-1.0
2017-08-03 09:00:00,2017-08-08 21:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-08-03 09:00:00,2017-08-09 01:00:00,macd,EUR_CHF,short,limit,5d,1.0
2017-08-03 17:00:00,2017-08-09 01:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2017-08-04 13:00:00,2017-08-16 13:00:00,ema,GBP_CAD,long,mid,14d,-1.0
2017-08-04 13:00:00,2017-08-11 13:00:00,atr,EUR_NOK,long,limit,5d,0.2039500899496723
2017-08-08 21:00:00,2017-08-10 17:00:00,sma,CAD_JPY,long,mid,14d,-1.0
2017-08-10 13:00:00,2017-08-21 13:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-08-10 21:00:00,2017-08-14 21:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-08-13 21:00:00,2017-08-15 09:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-08-13 21:00:00,2017-08-20 21:00:00,atr,EUR_NOK,long,limit,5d,-0.4616060726273005
2017-08-14 01:00:00,2017-08-18 13:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2017-08-14 09:00:00,2017-08-21 09:00:00,atr,NZD_CHF,short,limit,5d,-0.1557764749199862
2017-08-14 17:00:00,2017-08-16 05:00:00,cci,CHF_JPY,long,mid,14d,1.0
2017-08-14 21:00:00,2017-08-16 01:00:00,macd,NZD_USD,short,limit,5d,1.0
2017-08-16 13:00:00,2017-08-21 09:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2017-08-16 17:00:00,2017-08-28 21:00:00,bb,EUR_CAD,long,mid,14d,1.0
2017-08-16 21:00:00,2017-08-17 21:00:00,sma,CAD_JPY,long,mid,14d,-1.0
2017-08-17 01:00:00,2017-08-18 13:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2017-08-17 05:00:00,2017-08-24 21:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-08-18 01:00:00,2017-08-23 05:00:00,macd,NZD_USD,short,limit,5d,1.0
2017-08-18 17:00:00,2017-08-24 21:00:00,sma,CAD_JPY,long,mid,14d,1.0
2017-08-18 17:00:00,2017-08-30 09:00:00,cci,USD_JPY,long,mid,14d,1.0
2017-08-18 17:00:00,2017-08-28 21:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2017-08-21 21:00:00,2017-08-25 17:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-08-22 13:00:00,2017-08-25 17:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2017-08-27 21:00:00,2017-08-28 21:00:00,atr,EUR_NOK,long,limit,5d,1.0
2017-08-27 21:00:00,2017-08-30 13:00:00,cci,USD_CAD,long,mid,14d,1.0
2017-08-28 01:00:00,2017-08-29 05:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-08-29 09:00:00,2017-08-30 09:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-08-29 09:00:00,2017-09-05 09:00:00,atr,EUR_NOK,long,limit,5d,-0.0802233763380727
2017-08-29 09:00:00,2017-08-29 21:00:00,sma,CAD_JPY,long,mid,14d,1.0
2017-08-30 01:00:00,2017-08-30 13:00:00,macd,NZD_USD,short,limit,5d,1.0
2017-08-30 05:00:00,2017-08-31 13:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-08-30 17:00:00,2017-09-01 09:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-08-30 21:00:00,2017-09-08 09:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2017-08-30 21:00:00,2017-09-08 13:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2017-08-31 05:00:00,2017-09-01 01:00:00,ema,GBP_CAD,long,mid,14d,-1.0
2017-08-31 17:00:00,2017-09-01 09:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2017-08-31 21:00:00,2017-09-05 13:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2017-09-01 09:00:00,2017-09-06 13:00:00,ema,EUR_CAD,long,mid,14d,-1.0
2017-09-01 17:00:00,2017-09-04 13:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2017-09-01 17:00:00,2017-09-06 13:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-09-05 05:00:00,2017-09-05 13:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-09-05 17:00:00,2017-09-08 05:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2017-09-06 09:00:00,2017-09-07 09:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-09-06 13:00:00,2017-09-11 17:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2017-09-06 21:00:00,2017-09-07 17:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-09-06 21:00:00,2017-09-12 05:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-09-07 01:00:00,2017-09-12 05:00:00,macd,AUD_JPY,long,limit,5d,1.0
2017-09-07 13:00:00,2017-09-14 05:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-09-07 21:00:00,2017-09-14 09:00:00,cci,USD_CAD,long,mid,14d,1.0
2017-09-08 05:00:00,2017-09-11 21:00:00,macd,NZD_JPY,long,limit,5d,1.0
2017-09-08 09:00:00,2017-09-11 09:00:00,rsi,USD_JPY,long,mid,14d,1.0
2017-09-08 13:00:00,2017-09-15 05:00:00,cci,CHF_JPY,long,mid,14d,1.0
2017-09-08 17:00:00,2017-09-12 05:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2017-09-11 21:00:00,2017-09-18 17:00:00,cci,CAD_CHF,short,mid,14d,1.0
2017-09-12 09:00:00,2017-09-14 09:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2017-09-12 09:00:00,2017-09-19 09:00:00,atr,EUR_NOK,long,limit,5d,-0.1814914971233522
2017-09-12 17:00:00,2017-09-19 17:00:00,atr,NZD_CHF,short,limit,5d,-0.5707355354212769
2017-09-13 09:00:00,2017-09-14 09:00:00,ema,GBP_CAD,long,mid,14d,1.0
2017-09-14 17:00:00,2017-09-15 09:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2017-09-14 21:00:00,2017-09-15 09:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-09-17 21:00:00,2017-09-19 05:00:00,rsi,EUR_GBP,long,mid,14d,1.0
2017-09-19 09:00:00,2017-09-20 17:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-09-19 09:00:00,2017-09-26 17:00:00,bb,AUD_CAD,short,mid,14d,1.0
2017-09-19 13:00:00,2017-10-09 13:00:00,stoch,CHF_JPY,long,mid,14d,-0.8236450822782597
2017-09-20 09:00:00,2017-09-20 21:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-09-20 13:00:00,2017-09-25 13:00:00,macd,EUR_CHF,short,limit,5d,1.0
2017-09-20 17:00:00,2017-09-27 21:00:00,bb,CAD_CHF,short,mid,14d,1.0
2017-09-21 01:00:00,2017-10-05 05:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-09-21 13:00:00,2017-09-28 13:00:00,atr,USD_JPY,long,limit,5d,0.138032985430841
2017-09-26 17:00:00,2017-09-28 13:00:00,sma,EUR_CAD,long,mid,14d,1.0
2017-09-27 17:00:00,2017-10-04 17:00:00,macd,NZD_JPY,long,limit,5d,-0.5235021679148542
2017-09-28 13:00:00,2017-10-05 13:00:00,atr,NZD_CHF,short,limit,5d,0.6640068395554315
2017-09-28 21:00:00,2017-10-18 21:00:00,stoch,USD_JPY,long,mid,14d,0.269082189956037
2017-09-29 09:00:00,2017-10-18 09:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-10-06 09:00:00,2017-10-13 09:00:00,atr,EUR_NOK,long,limit,5d,-0.3770047395186663
2017-10-06 13:00:00,2017-10-13 05:00:00,ema,EUR_GBP,short,mid,14d,1.0
2017-10-09 17:00:00,2017-10-27 09:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2017-10-10 05:00:00,2017-10-17 05:00:00,macd,AUD_JPY,long,limit,5d,0.5765103429380244
2017-10-10 21:00:00,2017-10-13 05:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-10-11 01:00:00,2017-10-26 13:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-10-11 13:00:00,2017-10-18 13:00:00,macd,EUR_CHF,short,limit,5d,-0.2583665684064505
2017-10-13 13:00:00,2017-10-25 13:00:00,bb,AUD_CAD,short,mid,14d,1.0
2017-10-13 17:00:00,2017-10-19 13:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-10-16 09:00:00,2017-10-18 09:00:00,sma,CAD_JPY,long,mid,14d,1.0
2017-10-17 05:00:00,2017-10-19 01:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-10-18 13:00:00,2017-10-25 13:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2017-10-19 05:00:00,2017-10-22 21:00:00,atr,USD_JPY,long,limit,5d,1.0
2017-10-19 13:00:00,2017-10-25 05:00:00,macd,EUR_CHF,short,limit,5d,-1.0
2017-10-20 17:00:00,2017-10-25 13:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-10-23 17:00:00,2017-10-30 09:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2017-10-24 01:00:00,2017-11-05 22:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-10-24 09:00:00,2017-10-26 05:00:00,atr,EUR_NOK,long,limit,5d,1.0
2017-10-25 13:00:00,2017-10-31 09:00:00,sma,CAD_JPY,long,mid,14d,-1.0
2017-10-26 09:00:00,2017-10-27 13:00:00,macd,EUR_CHF,short,limit,5d,1.0
2017-10-26 09:00:00,2017-10-31 21:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-10-27 09:00:00,2017-11-03 09:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-10-27 13:00:00,2017-11-03 13:00:00,atr,EUR_NOK,long,limit,5d,-0.0250563240898709
2017-10-27 13:00:00,2017-11-16 14:00:00,cci,CHF_JPY,long,mid,14d,-0.4013565500863151
2017-10-30 13:00:00,2017-11-02 09:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-11-02 17:00:00,2017-11-14 14:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-11-02 21:00:00,2017-11-09 22:00:00,macd,NZD_USD,short,limit,5d,-0.2556695074389621
2017-11-03 13:00:00,2017-11-15 02:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2017-11-03 13:00:00,2017-11-14 14:00:00,bb,EUR_CAD,long,mid,14d,1.0
2017-11-03 17:00:00,2017-11-23 18:00:00,cci,USD_CAD,long,mid,14d,-0.4097044331116236
2017-11-06 06:00:00,2017-11-13 06:00:00,atr,NZD_CHF,short,limit,5d,0.3066508519686279
2017-11-06 22:00:00,2017-11-15 06:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2017-11-07 02:00:00,2017-11-13 06:00:00,sma,EUR_GBP,long,mid,14d,1.0
2017-11-07 14:00:00,2017-11-15 14:00:00,sma,CAD_JPY,long,mid,14d,-1.0
2017-11-08 10:00:00,2017-11-14 06:00:00,atr,EUR_NOK,long,limit,5d,1.0
2017-11-09 14:00:00,2017-11-16 14:00:00,ichimoku,USD_SGD,short,limit,5d,0.4610663260061979
2017-11-14 06:00:00,2017-11-21 06:00:00,ema,EUR_GBP,short,mid,14d,1.0
2017-11-14 22:00:00,2017-11-24 14:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-11-15 14:00:00,2017-11-17 18:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2017-11-16 10:00:00,2017-11-24 06:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2017-11-16 14:00:00,2017-11-17 06:00:00,atr,NZD_CHF,short,limit,5d,1.0
2017-11-17 02:00:00,2017-11-30 18:00:00,ema,CHF_JPY,long,mid,14d,1.0
2017-11-19 22:00:00,2017-11-26 22:00:00,atr,USD_JPY,long,limit,5d,-0.464530422276016
2017-11-20 22:00:00,2017-11-27 22:00:00,macd,AUD_JPY,long,limit,5d,-0.3590093695560148
2017-11-21 14:00:00,2017-11-24 14:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-11-21 22:00:00,2017-11-28 22:00:00,atr,NZD_CHF,short,limit,5d,-0.1311987735125976
2017-11-22 02:00:00,2017-11-29 02:00:00,macd,NZD_JPY,long,limit,5d,0.3011694762780264
2017-11-24 10:00:00,2017-11-30 10:00:00,macd,CAD_CHF,short,limit,5d,1.0
2017-11-24 18:00:00,2017-12-05 14:00:00,cci,EUR_USD,short,mid,14d,1.0
2017-11-27 10:00:00,2017-11-29 10:00:00,bb,USD_JPY,long,mid,14d,1.0
2017-11-27 22:00:00,2017-12-04 22:00:00,macd,EUR_CHF,short,limit,5d,-0.0119779947125734
2017-11-28 10:00:00,2017-12-04 10:00:00,bb,AUD_CAD,short,mid,14d,1.0
2017-11-29 02:00:00,2017-11-30 06:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2017-11-29 10:00:00,2017-11-30 06:00:00,atr,EUR_NOK,long,limit,5d,1.0
2017-11-30 10:00:00,2017-12-08 02:00:00,rsi,EUR_GBP,long,mid,14d,-1.0
2017-12-01 06:00:00,2017-12-08 06:00:00,atr,USD_JPY,long,limit,5d,1.0
2017-12-01 10:00:00,2017-12-05 10:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2017-12-03 22:00:00,2017-12-10 22:00:00,ichimoku,USD_SGD,short,limit,5d,-0.3071171050874628
2017-12-04 18:00:00,2017-12-22 18:00:00,stoch,CHF_JPY,long,mid,14d,0.2987140404358899
2017-12-04 18:00:00,2017-12-06 06:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-12-04 18:00:00,2017-12-11 06:00:00,macd,NZD_USD,short,limit,5d,-1.0
2017-12-05 06:00:00,2017-12-07 14:00:00,sma,EUR_CAD,long,mid,14d,1.0
2017-12-05 14:00:00,2017-12-11 10:00:00,cci,CAD_CHF,short,mid,14d,1.0
2017-12-06 10:00:00,2017-12-11 06:00:00,atr,EUR_NOK,long,limit,5d,1.0
2017-12-07 10:00:00,2017-12-21 10:00:00,sma,CAD_JPY,long,mid,14d,1.0
2017-12-07 22:00:00,2017-12-11 06:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-12-08 06:00:00,2017-12-08 14:00:00,rsi,EUR_GBP,long,mid,14d,1.0
2017-12-08 10:00:00,2017-12-13 14:00:00,macd,AUD_JPY,long,limit,5d,1.0
2017-12-08 10:00:00,2017-12-14 18:00:00,atr,USD_JPY,long,limit,5d,-1.0
2017-12-12 22:00:00,2017-12-19 22:00:00,macd,CAD_CHF,short,limit,5d,0.7261881605394621
2017-12-13 02:00:00,2017-12-13 18:00:00,macd,NZD_USD,short,limit,5d,-1.0
2017-12-13 06:00:00,2017-12-15 14:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-12-13 10:00:00,2017-12-14 06:00:00,bb,AUD_CAD,short,mid,14d,-1.0
2017-12-14 02:00:00,2017-12-28 06:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-12-14 10:00:00,2018-01-02 06:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2017-12-15 02:00:00,2017-12-18 14:00:00,sma,EUR_CAD,long,mid,14d,1.0
2017-12-15 02:00:00,2017-12-20 18:00:00,stoch,USD_JPY,long,mid,14d,1.0
2017-12-15 06:00:00,2017-12-22 06:00:00,macd,EUR_CHF,short,limit,5d,-0.6246943030968611
2017-12-15 10:00:00,2017-12-19 14:00:00,cci,USD_CAD,long,mid,14d,1.0
2017-12-19 06:00:00,2017-12-27 06:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2017-12-19 14:00:00,2017-12-21 14:00:00,macd,AUD_JPY,long,limit,5d,1.0
2017-12-20 06:00:00,2017-12-21 10:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2017-12-20 14:00:00,2017-12-26 02:00:00,macd,NZD_JPY,long,limit,5d,1.0
2017-12-21 18:00:00,2017-12-27 10:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-12-21 18:00:00,2017-12-29 18:00:00,atr,USD_JPY,long,limit,5d,-0.6008788183598875
2017-12-21 18:00:00,2017-12-28 02:00:00,cci,USD_CAD,long,mid,14d,-1.0
2017-12-22 14:00:00,2017-12-28 02:00:00,macd,NZD_USD,short,limit,5d,-1.0
2017-12-26 18:00:00,2018-01-05 14:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2017-12-27 10:00:00,2018-01-03 10:00:00,atr,EUR_NOK,long,limit,5d,-1.0
2017-12-27 14:00:00,2018-01-05 10:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2017-12-28 10:00:00,2018-01-02 06:00:00,cci,EUR_USD,short,mid,14d,-1.0
2017-12-28 10:00:00,2018-01-12 10:00:00,ema,GBP_CAD,long,mid,14d,1.0
2017-12-28 22:00:00,2018-01-04 18:00:00,macd,NZD_USD,short,limit,5d,-1.0
2018-01-02 06:00:00,2018-01-11 18:00:00,bb,USD_JPY,long,mid,14d,-1.0
2018-01-02 10:00:00,2018-01-09 06:00:00,cci,EUR_USD,short,mid,14d,1.0
2018-01-02 14:00:00,2018-01-09 14:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2018-01-02 18:00:00,2018-01-22 14:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2018-01-04 14:00:00,2018-01-08 22:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2018-01-04 14:00:00,2018-01-10 06:00:00,atr,EUR_NOK,long,limit,5d,-1.0
2018-01-05 14:00:00,2018-01-10 18:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2018-01-05 18:00:00,2018-01-10 18:00:00,cci,USD_CAD,long,mid,14d,1.0
2018-01-08 10:00:00,2018-01-11 14:00:00,macd,NZD_USD,short,limit,5d,-1.0
2018-01-09 18:00:00,2018-01-18 10:00:00,cci,CHF_JPY,long,mid,14d,1.0
2018-01-10 14:00:00,2018-01-11 10:00:00,ema,EUR_CAD,long,mid,14d,1.0
2018-01-10 14:00:00,2018-01-17 14:00:00,atr,EUR_NOK,long,limit,5d,-0.2513000965341135
2018-01-10 22:00:00,2018-01-17 14:00:00,bb,AUD_CAD,short,mid,14d,-1.0
2018-01-11 22:00:00,2018-01-16 22:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2018-01-12 10:00:00,2018-01-19 10:00:00,ichimoku,USD_SGD,short,limit,5d,0.7322427377157744
2018-01-12 14:00:00,2018-01-17 14:00:00,macd,CAD_CHF,short,limit,5d,1.0
2018-01-12 14:00:00,2018-01-15 06:00:00,cci,EUR_USD,short,mid,14d,-1.0
2018-01-14 22:00:00,2018-01-17 14:00:00,macd,AUD_JPY,long,limit,5d,1.0
2018-01-14 22:00:00,2018-01-17 02:00:00,atr,NZD_CHF,short,limit,5d,1.0
2018-01-17 02:00:00,2018-01-24 06:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2018-01-17 14:00:00,2018-01-24 14:00:00,atr,NZD_CHF,short,limit,5d,0.1311176353219388
2018-01-17 22:00:00,2018-01-24 14:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2018-01-18 10:00:00,2018-01-25 10:00:00,atr,EUR_NOK,long,limit,5d,-0.0176180959737957
