entry_ts,exit_ts,strategy,pair,direction,entry_mode,r
2016-01-26 10:00:00,2016-01-26 14:00:00,bb,CAD_CHF,short,mid,-1.0
2016-01-26 10:00:00,2016-01-29 14:00:00,sma,EUR_CAD,long,mid,-1.0
2016-01-26 18:00:00,2016-01-29 02:00:00,cci,CAD_CHF,short,mid,-1.0
2016-01-26 18:00:00,2016-01-27 18:00:00,stoch,EUR_GBP,long,mid,1.0
2016-01-27 14:00:00,2016-02-03 14:00:00,cci,EUR_USD,short,mid,-1.0
2016-01-28 02:00:00,2016-02-04 02:00:00,macd,EUR_CHF,short,limit,-0.7163957973855646
2016-01-28 14:00:00,2016-02-02 06:00:00,atr,EUR_NOK,long,limit,1.0
2016-01-28 18:00:00,2016-02-03 18:00:00,ichimoku,USD_SGD,short,limit,1.0
2016-01-29 06:00:00,2016-02-03 10:00:00,stoch,EUR_GBP,long,mid,-1.0
2016-01-29 06:00:00,2016-01-31 22:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-02-01 18:00:00,2016-02-02 10:00:00,ema,EUR_CAD,long,mid,1.0
2016-02-02 02:00:00,2016-02-02 06:00:00,atr,NZD_CHF,short,limit,1.0
2016-02-02 02:00:00,2016-02-03 14:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-02-02 06:00:00,2016-02-02 22:00:00,stoch,USD_JPY,long,mid,-1.0
2016-02-02 14:00:00,2016-02-05 10:00:00,sma,EUR_CAD,long,mid,1.0
2016-02-02 14:00:00,2016-02-03 06:00:00,macd,NZD_USD,short,limit,-1.0
2016-02-03 10:00:00,2016-02-03 14:00:00,stoch,USD_JPY,long,mid,-1.0
2016-02-03 10:00:00,2016-02-03 14:00:00,bb,CAD_CHF,short,mid,1.0
2016-02-03 18:00:00,2016-02-04 14:00:00,rsi,USD_JPY,long,mid,-1.0
2016-02-03 22:00:00,2016-02-04 10:00:00,cci,EUR_USD,short,mid,-1.0
2016-02-03 22:00:00,2016-02-04 14:00:00,bb,CAD_CHF,short,mid,1.0
2016-02-03 22:00:00,2016-02-05 10:00:00,atr,EUR_NOK,long,limit,1.0
2016-02-04 02:00:00,2016-02-05 18:00:00,cci,USD_CAD,long,mid,1.0
2016-02-04 06:00:00,2016-02-05 02:00:00,atr,NZD_CHF,short,limit,1.0
2016-02-04 14:00:00,2016-02-09 14:00:00,cci,EUR_USD,short,mid,-1.0
2016-02-04 18:00:00,2016-02-08 14:00:00,stoch,USD_JPY,long,mid,-1.0
2016-02-08 10:00:00,2016-02-08 14:00:00,atr,NZD_CHF,short,limit,1.0
2016-02-08 18:00:00,2016-02-09 02:00:00,stoch,USD_JPY,long,mid,-1.0
2016-02-08 18:00:00,2016-02-09 02:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-02-09 06:00:00,2016-02-09 14:00:00,cci,CHF_JPY,long,mid,1.0
2016-02-09 06:00:00,2016-02-10 14:00:00,rsi,USD_JPY,long,mid,-1.0
2016-02-09 18:00:00,2016-02-10 14:00:00,cci,EUR_USD,short,mid,1.0
2016-02-10 14:00:00,2016-02-11 06:00:00,atr,NZD_CHF,short,limit,1.0
2016-02-10 14:00:00,2016-02-11 06:00:00,atr,EUR_NOK,long,limit,1.0
2016-02-10 18:00:00,2016-02-11 06:00:00,bb,CHF_JPY,long,mid,-1.0
2016-02-10 18:00:00,2016-02-11 06:00:00,bb,USD_JPY,long,mid,-1.0
2016-02-11 02:00:00,2016-02-15 10:00:00,cci,EUR_USD,short,mid,1.0
2016-02-11 10:00:00,2016-02-18 10:00:00,rsi,CHF_JPY,long,mid,-1.0
2016-02-11 10:00:00,2016-02-12 14:00:00,macd,CAD_CHF,short,limit,-1.0
2016-02-11 10:00:00,2016-02-14 22:00:00,rsi,USD_JPY,long,mid,1.0
2016-02-12 06:00:00,2016-02-12 14:00:00,macd,AUD_JPY,long,limit,1.0
2016-02-12 14:00:00,2016-02-19 14:00:00,stoch,EUR_GBP,long,mid,-0.2213442804380622
2016-02-12 18:00:00,2016-02-15 10:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-02-12 18:00:00,2016-02-19 18:00:00,macd,EUR_CHF,short,limit,-0.1853972408528091
2016-02-15 14:00:00,2016-02-17 14:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-02-15 22:00:00,2016-02-16 02:00:00,macd,NZD_USD,short,limit,1.0
2016-02-15 22:00:00,2016-02-16 02:00:00,atr,NZD_CHF,short,limit,1.0
2016-02-16 06:00:00,2016-02-17 06:00:00,atr,USD_JPY,long,limit,-1.0
2016-02-16 06:00:00,2016-02-23 06:00:00,cci,USD_CAD,long,mid,-0.3872539776930176
2016-02-16 10:00:00,2016-02-17 22:00:00,atr,EUR_NOK,long,limit,-1.0
2016-02-17 14:00:00,2016-02-22 06:00:00,atr,NZD_CHF,short,limit,-1.0
2016-02-17 14:00:00,2016-02-22 10:00:00,ema,EUR_CAD,long,mid,-1.0
2016-02-17 18:00:00,2016-02-19 10:00:00,cci,CAD_CHF,short,mid,1.0
2016-02-18 02:00:00,2016-02-18 22:00:00,ema,GBP_CAD,long,mid,1.0
2016-02-18 10:00:00,2016-02-24 10:00:00,atr,EUR_NOK,long,limit,1.0
2016-02-18 14:00:00,2016-02-19 14:00:00,atr,USD_JPY,long,limit,-1.0
2016-02-18 14:00:00,2016-02-22 14:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-02-19 06:00:00,2016-02-22 10:00:00,macd,NZD_USD,short,limit,-1.0
2016-02-19 14:00:00,2016-02-22 10:00:00,sma,CAD_JPY,long,mid,1.0
2016-02-19 18:00:00,2016-02-24 14:00:00,stoch,USD_JPY,long,mid,-1.0
2016-02-21 22:00:00,2016-02-23 22:00:00,stoch,EUR_GBP,long,mid,1.0
2016-02-22 06:00:00,2016-02-22 10:00:00,macd,AUD_JPY,long,limit,1.0
2016-02-22 10:00:00,2016-02-23 10:00:00,bb,CAD_CHF,short,mid,1.0
2016-02-22 18:00:00,2016-02-25 18:00:00,bb,CHF_JPY,long,mid,1.0
2016-02-23 06:00:00,2016-02-24 10:00:00,sma,CAD_JPY,long,mid,-1.0
2016-02-24 18:00:00,2016-02-26 10:00:00,rsi,USD_JPY,long,mid,1.0
2016-02-25 02:00:00,2016-02-25 18:00:00,atr,NZD_CHF,short,limit,-1.0
2016-02-25 02:00:00,2016-02-25 10:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-02-25 10:00:00,2016-02-26 10:00:00,bb,EUR_CAD,long,mid,-1.0
2016-02-25 14:00:00,2016-02-26 10:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-02-25 18:00:00,2016-03-01 06:00:00,atr,EUR_NOK,long,limit,-1.0
2016-02-25 22:00:00,2016-03-01 14:00:00,cci,USD_CAD,long,mid,-1.0
2016-02-26 06:00:00,2016-03-03 22:00:00,ichimoku,USD_SGD,short,limit,1.0
2016-02-26 06:00:00,2016-02-26 14:00:00,atr,NZD_CHF,short,limit,1.0
2016-02-26 18:00:00,2016-03-01 14:00:00,cci,CAD_CHF,short,mid,-1.0
2016-02-29 06:00:00,2016-03-01 14:00:00,stoch,USD_JPY,long,mid,1.0
2016-02-29 10:00:00,2016-03-01 14:00:00,bb,EUR_CAD,long,mid,-1.0
2016-02-29 10:00:00,2016-03-01 18:00:00,stoch,CHF_JPY,long,mid,1.0
2016-02-29 14:00:00,2016-03-02 10:00:00,stoch,EUR_GBP,long,mid,-1.0
2016-03-01 18:00:00,2016-03-03 14:00:00,atr,NZD_CHF,short,limit,-1.0
2016-03-01 18:00:00,2016-03-07 14:00:00,cci,CAD_CHF,short,mid,-1.0
2016-03-02 14:00:00,2016-03-09 14:00:00,stoch,EUR_GBP,long,mid,0.456135804068936
2016-03-02 22:00:00,2016-03-08 14:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-03-03 18:00:00,2016-03-08 14:00:00,stoch,USD_JPY,long,mid,-1.0
2016-03-03 22:00:00,2016-03-04 10:00:00,atr,NZD_CHF,short,limit,-1.0
2016-03-04 18:00:00,2016-03-10 10:00:00,cci,EUR_USD,short,mid,1.0
2016-03-06 22:00:00,2016-03-11 14:00:00,cci,USD_CAD,long,mid,-1.0
2016-03-07 06:00:00,2016-03-08 06:00:00,atr,NZD_CHF,short,limit,1.0
2016-03-07 22:00:00,2016-03-08 14:00:00,stoch,CAD_CHF,short,mid,1.0
2016-03-08 18:00:00,2016-03-10 02:00:00,rsi,USD_JPY,long,mid,1.0
2016-03-08 18:00:00,2016-03-09 10:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-03-09 06:00:00,2016-03-09 10:00:00,atr,NZD_CHF,short,limit,-1.0
2016-03-09 10:00:00,2016-03-09 22:00:00,bb,CAD_CHF,short,mid,-1.0
2016-03-09 14:00:00,2016-03-10 14:00:00,cci,CHF_JPY,long,mid,1.0
2016-03-09 22:00:00,2016-03-10 10:00:00,macd,AUD_JPY,long,limit,1.0
2016-03-10 10:00:00,2016-03-10 14:00:00,bb,EUR_CAD,long,mid,1.0
2016-03-10 10:00:00,2016-03-10 14:00:00,stoch,EUR_GBP,long,mid,1.0
2016-03-10 14:00:00,2016-03-11 02:00:00,cci,CAD_CHF,short,mid,-1.0
2016-03-10 14:00:00,2016-03-17 01:00:00,atr,USD_JPY,long,limit,-1.0
2016-03-10 22:00:00,2016-03-16 13:00:00,cci,EUR_USD,short,mid,1.0
2016-03-11 06:00:00,2016-03-15 09:00:00,sma,EUR_CAD,long,mid,1.0
2016-03-11 14:00:00,2016-03-15 05:00:00,atr,NZD_CHF,short,limit,1.0
2016-03-11 14:00:00,2016-03-18 13:00:00,macd,EUR_CHF,short,limit,0.4994212910222603
2016-03-14 09:00:00,2016-03-21 09:00:00,stoch,CHF_JPY,long,mid,-0.0780768797008818
2016-03-14 21:00:00,2016-03-15 17:00:00,ema,EUR_GBP,short,mid,-1.0
2016-03-15 05:00:00,2016-03-17 05:00:00,macd,CAD_CHF,short,limit,-1.0
2016-03-16 05:00:00,2016-03-16 21:00:00,atr,NZD_CHF,short,limit,-1.0
2016-03-16 17:00:00,2016-03-23 17:00:00,ema,EUR_CAD,long,mid,0.3637921420897285
2016-03-17 01:00:00,2016-03-17 05:00:00,cci,USD_CAD,long,mid,-1.0
2016-03-17 01:00:00,2016-03-17 09:00:00,cci,EUR_USD,short,mid,-1.0
2016-03-17 05:00:00,2016-03-23 09:00:00,stoch,USD_JPY,long,mid,1.0
2016-03-17 09:00:00,2016-03-23 01:00:00,macd,AUD_JPY,long,limit,1.0
2016-03-17 09:00:00,2016-03-23 13:00:00,stoch,CAD_CHF,short,mid,1.0
2016-03-17 09:00:00,2016-03-23 13:00:00,cci,USD_CAD,long,mid,1.0
2016-03-17 13:00:00,2016-03-22 05:00:00,cci,EUR_USD,short,mid,1.0
2016-03-18 01:00:00,2016-03-20 21:00:00,atr,NZD_CHF,short,limit,1.0
2016-03-18 09:00:00,2016-03-25 01:00:00,ichimoku,USD_SGD,short,limit,-1.0
2016-03-18 17:00:00,2016-03-22 09:00:00,stoch,EUR_GBP,long,mid,1.0
2016-03-23 01:00:00,2016-03-28 21:00:00,macd,NZD_JPY,long,limit,1.0
2016-03-24 13:00:00,2016-03-31 13:00:00,macd,EUR_CHF,short,limit,-0.1073099147023646
2016-03-25 05:00:00,2016-03-29 13:00:00,atr,NZD_CHF,short,limit,-1.0
2016-03-25 09:00:00,2016-03-30 13:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-03-28 13:00:00,2016-03-31 13:00:00,stoch,EUR_GBP,long,mid,1.0
2016-03-28 17:00:00,2016-04-04 17:00:00,atr,EUR_NOK,long,limit,0.6486785999751564
2016-03-29 21:00:00,2016-04-03 21:00:00,stoch,USD_JPY,long,mid,-1.0
2016-03-29 21:00:00,2016-04-01 09:00:00,atr,NZD_CHF,short,limit,1.0
2016-03-29 21:00:00,2016-03-31 13:00:00,cci,EUR_USD,short,mid,-1.0
2016-03-30 17:00:00,2016-04-01 09:00:00,cci,USD_CAD,long,mid,1.0
2016-03-30 17:00:00,2016-04-01 01:00:00,cci,CAD_CHF,short,mid,1.0
2016-03-31 05:00:00,2016-04-05 05:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-03-31 05:00:00,2016-04-01 13:00:00,macd,NZD_USD,short,limit,1.0
2016-03-31 17:00:00,2016-04-07 17:00:00,macd,EUR_CHF,short,limit,0.5394482998235363
2016-04-01 13:00:00,2016-04-08 13:00:00,cci,EUR_USD,short,mid,-0.1466043963761547
2016-04-01 13:00:00,2016-04-05 09:00:00,bb,AUD_CAD,short,mid,1.0
2016-04-04 01:00:00,2016-04-05 05:00:00,rsi,USD_JPY,long,mid,-1.0
2016-04-05 09:00:00,2016-04-07 01:00:00,cci,CHF_JPY,long,mid,-1.0
2016-04-05 09:00:00,2016-04-06 17:00:00,rsi,USD_JPY,long,mid,-1.0
2016-04-05 13:00:00,2016-04-08 13:00:00,atr,EUR_NOK,long,limit,-1.0
2016-04-07 01:00:00,2016-04-07 09:00:00,sma,CAD_JPY,long,mid,-1.0
2016-04-07 01:00:00,2016-04-13 21:00:00,ichimoku,USD_SGD,short,limit,-1.0
2016-04-07 05:00:00,2016-04-07 13:00:00,atr,NZD_CHF,short,limit,1.0
2016-04-07 05:00:00,2016-04-11 13:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-04-07 09:00:00,2016-04-14 09:00:00,stoch,CHF_JPY,long,mid,-0.1032119196534817
2016-04-07 09:00:00,2016-04-13 21:00:00,stoch,USD_JPY,long,mid,1.0
2016-04-08 05:00:00,2016-04-12 01:00:00,atr,NZD_CHF,short,limit,-1.0
2016-04-08 13:00:00,2016-04-12 09:00:00,sma,CAD_JPY,long,mid,1.0
2016-04-11 05:00:00,2016-04-13 13:00:00,cci,EUR_USD,short,mid,1.0
2016-04-11 17:00:00,2016-04-12 13:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-04-11 21:00:00,2016-04-13 09:00:00,stoch,EUR_GBP,long,mid,-1.0
2016-04-11 21:00:00,2016-04-12 17:00:00,cci,USD_CAD,long,mid,-1.0
2016-04-12 09:00:00,2016-04-12 17:00:00,ema,EUR_CAD,long,mid,-1.0
2016-04-12 09:00:00,2016-04-13 01:00:00,atr,NZD_CHF,short,limit,-1.0
2016-04-12 13:00:00,2016-04-19 13:00:00,atr,EUR_NOK,long,limit,-1.0
2016-04-12 17:00:00,2016-04-13 13:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-04-12 21:00:00,2016-04-17 21:00:00,cci,USD_CAD,long,mid,1.0
2016-04-13 13:00:00,2016-04-14 01:00:00,macd,NZD_USD,short,limit,1.0
2016-04-13 17:00:00,2016-04-20 17:00:00,rsi,EUR_GBP,long,mid,-0.7468890120409033
2016-04-13 17:00:00,2016-04-17 21:00:00,cci,CAD_CHF,short,mid,1.0
2016-04-14 13:00:00,2016-04-21 09:00:00,macd,EUR_CHF,short,limit,-1.0
2016-04-14 13:00:00,2016-04-17 21:00:00,atr,USD_JPY,long,limit,-1.0
2016-04-14 17:00:00,2016-04-17 21:00:00,cci,CHF_JPY,long,mid,-1.0
2016-04-17 21:00:00,2016-04-18 09:00:00,sma,CAD_JPY,long,mid,1.0
2016-04-18 01:00:00,2016-04-18 21:00:00,rsi,USD_JPY,long,mid,1.0
2016-04-18 01:00:00,2016-04-18 17:00:00,sma,EUR_CAD,long,mid,-1.0
2016-04-18 01:00:00,2016-04-18 13:00:00,cci,CHF_JPY,long,mid,1.0
2016-04-18 09:00:00,2016-04-19 05:00:00,atr,NZD_CHF,short,limit,-1.0
2016-04-19 01:00:00,2016-04-20 13:00:00,stoch,CAD_CHF,short,mid,-1.0
2016-04-19 17:00:00,2016-04-22 09:00:00,atr,NZD_CHF,short,limit,1.0
2016-04-19 17:00:00,2016-04-22 13:00:00,cci,EUR_USD,short,mid,1.0
2016-04-19 21:00:00,2016-04-26 21:00:00,cci,USD_CAD,long,mid,-0.7142069704080598
2016-04-20 05:00:00,2016-04-21 21:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-04-20 09:00:00,2016-04-22 05:00:00,stoch,USD_JPY,long,mid,1.0
2016-04-20 17:00:00,2016-04-27 17:00:00,stoch,CAD_CHF,short,mid,-0.3762677880922251
2016-04-21 05:00:00,2016-04-22 13:00:00,stoch,EUR_GBP,long,mid,-1.0
2016-04-22 01:00:00,2016-04-22 13:00:00,cci,CHF_JPY,long,mid,1.0
2016-04-22 09:00:00,2016-04-29 09:00:00,bb,EUR_CAD,long,mid,0.4019388463723804
2016-04-24 21:00:00,2016-05-01 21:00:00,atr,EUR_NOK,long,limit,0.1058428277386282
2016-04-25 01:00:00,2016-05-02 01:00:00,rsi,EUR_GBP,long,mid,0.7199137643405251
2016-04-25 09:00:00,2016-04-28 01:00:00,atr,USD_JPY,long,limit,-1.0
2016-04-26 13:00:00,2016-05-03 13:00:00,ema,GBP_CAD,long,mid,0.3246612230715813
2016-04-26 21:00:00,2016-04-27 01:00:00,macd,AUD_JPY,long,limit,-1.0
2016-04-27 13:00:00,2016-04-29 09:00:00,cci,USD_CAD,long,mid,-1.0
2016-04-28 01:00:00,2016-04-28 05:00:00,macd,NZD_JPY,long,limit,-1.0
2016-04-28 01:00:00,2016-04-29 01:00:00,ema,CHF_JPY,long,mid,-1.0
2016-04-28 05:00:00,2016-04-29 05:00:00,stoch,USD_JPY,long,mid,-1.0
2016-04-28 09:00:00,2016-04-29 13:00:00,cci,EUR_USD,short,mid,-1.0
2016-04-28 13:00:00,2016-05-03 01:00:00,atr,NZD_CHF,short,limit,1.0
2016-04-29 05:00:00,2016-05-03 21:00:00,cci,CHF_JPY,long,mid,1.0
2016-04-29 09:00:00,2016-05-01 21:00:00,rsi,USD_JPY,long,mid,-1.0
2016-04-29 17:00:00,2016-05-03 05:00:00,cci,EUR_USD,short,mid,-1.0
2016-05-02 01:00:00,2016-05-03 05:00:00,cci,USD_JPY,long,mid,-1.0
2016-05-02 09:00:00,2016-05-03 09:00:00,sma,EUR_GBP,long,mid,1.0
2016-05-02 13:00:00,2016-05-03 13:00:00,macd,NZD_USD,short,limit,1.0
2016-05-03 01:00:00,2016-05-03 05:00:00,macd,AUD_JPY,long,limit,-1.0
2016-05-03 09:00:00,2016-05-04 09:00:00,sma,CAD_JPY,long,mid,-1.0
2016-05-03 09:00:00,2016-05-03 21:00:00,rsi,USD_JPY,long,mid,1.0
2016-05-03 09:00:00,2016-05-05 05:00:00,cci,EUR_USD,short,mid,1.0
2016-05-03 13:00:00,2016-05-10 13:00:00,ema,EUR_GBP,short,mid,0.3512850969193074
2016-05-04 13:00:00,2016-05-05 09:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-05-05 09:00:00,2016-05-09 09:00:00,atr,USD_JPY,long,limit,1.0
2016-05-05 13:00:00,2016-05-09 13:00:00,stoch,CAD_CHF,short,mid,1.0
2016-05-05 13:00:00,2016-05-10 01:00:00,stoch,CHF_JPY,long,mid,1.0
2016-05-10 13:00:00,2016-05-12 05:00:00,atr,EUR_NOK,long,limit,-1.0
2016-05-10 13:00:00,2016-05-10 21:00:00,atr,NZD_CHF,short,limit,-1.0
2016-05-10 13:00:00,2016-05-17 01:00:00,bb,CAD_CHF,short,mid,-1.0
2016-05-11 01:00:00,2016-05-18 01:00:00,stoch,CHF_JPY,long,mid,-0.6475535373619543
2016-05-11 01:00:00,2016-05-18 01:00:00,stoch,EUR_GBP,long,mid,-0.7857224457673843
2016-05-11 05:00:00,2016-05-12 09:00:00,sma,CAD_JPY,long,mid,1.0
2016-05-11 13:00:00,2016-05-18 13:00:00,atr,USD_JPY,long,limit,1.0
2016-05-13 05:00:00,2016-05-17 01:00:00,atr,NZD_CHF,short,limit,-1.0
2016-05-13 17:00:00,2016-05-17 05:00:00,sma,CAD_JPY,long,mid,1.0
2016-05-16 21:00:00,2016-05-20 09:00:00,macd,NZD_JPY,long,limit,1.0
2016-05-17 01:00:00,2016-05-19 09:00:00,bb,EUR_CAD,long,mid,1.0
2016-05-17 05:00:00,2016-05-18 17:00:00,ichimoku,USD_SGD,short,limit,-1.0
2016-05-17 05:00:00,2016-05-24 05:00:00,cci,CAD_CHF,short,mid,0.6197829441008468
2016-05-17 09:00:00,2016-05-23 05:00:00,atr,NZD_CHF,short,limit,-1.0
2016-05-18 05:00:00,2016-05-24 05:00:00,cci,CHF_JPY,long,mid,-1.0
2016-05-18 05:00:00,2016-05-18 13:00:00,stoch,EUR_GBP,long,mid,-1.0
2016-05-18 21:00:00,2016-05-24 13:00:00,stoch,EUR_GBP,long,mid,-1.0
2016-05-19 09:00:00,2016-05-24 05:00:00,sma,CAD_JPY,long,mid,-1.0
2016-05-19 13:00:00,2016-05-26 13:00:00,atr,USD_JPY,long,limit,0.018219416432101
2016-05-20 17:00:00,2016-05-27 17:00:00,atr,EUR_NOK,long,limit,-0.7526255564528175
2016-05-24 13:00:00,2016-05-31 13:00:00,atr,NZD_CHF,short,limit,-0.4503224069059531
2016-05-24 13:00:00,2016-05-26 05:00:00,bb,CAD_CHF,short,mid,-1.0
2016-05-24 21:00:00,2016-05-31 21:00:00,rsi,EUR_GBP,long,mid,0.8631772268135892
2016-05-25 05:00:00,2016-05-31 01:00:00,macd,NZD_JPY,long,limit,1.0
2016-05-25 13:00:00,2016-05-26 09:00:00,sma,EUR_CAD,long,mid,-1.0
2016-05-26 01:00:00,2016-05-30 05:00:00,stoch,CHF_JPY,long,mid,1.0
2016-05-26 13:00:00,2016-06-01 13:00:00,cci,CAD_CHF,short,mid,1.0
2016-05-26 21:00:00,2016-06-02 05:00:00,ema,EUR_CAD,long,mid,1.0
2016-05-27 09:00:00,2016-05-29 21:00:00,sma,CAD_JPY,long,mid,1.0
2016-05-27 13:00:00,2016-05-30 01:00:00,stoch,USD_JPY,long,mid,1.0
2016-05-31 13:00:00,2016-06-01 05:00:00,atr,USD_JPY,long,limit,-1.0
2016-05-31 17:00:00,2016-06-01 05:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-05-31 21:00:00,2016-06-07 17:00:00,atr,EUR_NOK,long,limit,-1.0
2016-06-01 09:00:00,2016-06-03 09:00:00,bb,USD_JPY,long,mid,-1.0
2016-06-01 09:00:00,2016-06-03 09:00:00,ema,CHF_JPY,long,mid,-1.0
2016-06-01 09:00:00,2016-06-03 13:00:00,sma,CAD_JPY,long,mid,-1.0
2016-06-02 01:00:00,2016-06-08 21:00:00,atr,NZD_CHF,short,limit,-1.0
2016-06-02 09:00:00,2016-06-03 13:00:00,cci,EUR_USD,short,mid,-1.0
2016-06-03 05:00:00,2016-06-03 13:00:00,sma,EUR_GBP,long,mid,1.0
2016-06-03 09:00:00,2016-06-10 09:00:00,stoch,CAD_CHF,short,mid,-0.3159745633866149
2016-06-03 13:00:00,2016-06-07 01:00:00,stoch,USD_JPY,long,mid,1.0
2016-06-03 13:00:00,2016-06-06 13:00:00,bb,CHF_JPY,long,mid,1.0
2016-06-03 17:00:00,2016-06-06 17:00:00,cci,USD_CAD,long,mid,-1.0
2016-06-03 17:00:00,2016-06-05 21:00:00,ema,EUR_GBP,short,mid,-1.0
2016-06-03 17:00:00,2016-06-10 17:00:00,cci,EUR_USD,short,mid,1.0
2016-06-06 09:00:00,2016-06-08 09:00:00,ema,GBP_CAD,long,mid,-1.0
2016-06-06 17:00:00,2016-06-08 09:00:00,macd,NZD_USD,short,limit,-1.0
2016-06-06 21:00:00,2016-06-08 09:00:00,cci,USD_CAD,long,mid,-1.0
2016-06-06 21:00:00,2016-06-07 09:00:00,macd,NZD_JPY,long,limit,1.0
2016-06-07 05:00:00,2016-06-10 05:00:00,sma,EUR_CAD,long,mid,-1.0
2016-06-08 01:00:00,2016-06-13 01:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-06-08 01:00:00,2016-06-13 01:00:00,stoch,USD_JPY,long,mid,-1.0
2016-06-08 09:00:00,2016-06-10 09:00:00,atr,EUR_NOK,long,limit,1.0
2016-06-08 13:00:00,2016-06-10 17:00:00,ema,EUR_GBP,short,mid,-1.0
2016-06-08 13:00:00,2016-06-13 17:00:00,cci,USD_CAD,long,mid,1.0
2016-06-09 13:00:00,2016-06-13 21:00:00,atr,NZD_CHF,short,limit,1.0
2016-06-10 09:00:00,2016-06-13 17:00:00,bb,EUR_CAD,long,mid,1.0
2016-06-10 13:00:00,2016-06-15 13:00:00,stoch,CAD_CHF,short,mid,1.0
2016-06-13 01:00:00,2016-06-15 13:00:00,sma,CAD_JPY,long,mid,-1.0
2016-06-13 05:00:00,2016-06-16 01:00:00,stoch,CHF_JPY,long,mid,-1.0
2016-06-13 05:00:00,2016-06-16 01:00:00,rsi,USD_JPY,long,mid,-1.0
2016-06-13 21:00:00,2016-06-16 05:00:00,sma,EUR_CAD,long,mid,1.0
2016-06-15 13:00:00,2016-06-22 13:00:00,bb,AUD_CAD,short,mid,-0.5155986906094091
