tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n,raw_n,filtered_n
191,-0.008187418688471176,0.06948658365148476,-0.1443811226453813,0.12800628526843896,82,-0.19575417713228704,0.10473136048809466,-0.4010276436889526,0.009519289424378491,EUR_USD,10,1,long,273,895,399
203,-0.05209210754155983,0.06825307597476543,-0.18586813645210007,0.08168392136898042,88,-0.10112933894096296,0.10204643619692966,-0.30114035388694504,0.09888167600501915,EUR_USD,10,1,short,291,910,435
53,0.06562790296839001,0.12848227164180104,-0.18619734944954003,0.31745315538632,24,0.000577127370687445,0.19822719907582734,-0.38794818281793414,0.389102437559309,EUR_USD,10,2,long,77,300,137
56,-0.10898100333203979,0.12736816998552006,-0.3586226165036591,0.1406606098395795,25,0.09935355740215676,0.19939473932035395,-0.29146013166573703,0.4901672464700505,EUR_USD,10,2,short,81,311,143
16,0.15094569890412368,0.21435654410259833,-0.26919312753696906,0.5710845253452164,8,-0.3566800695503039,0.32144694687808545,-0.9867160854313515,0.2733559463307436,EUR_USD,10,3,long,24,94,50
12,-0.10660799154066687,0.2879081165584146,-0.6709078999951595,0.45769191691382577,6,0.4819875932572109,0.31657490996537674,-0.13849923027492744,1.1024744167893492,EUR_USD,10,3,short,18,78,32
146,-0.02480156222868717,0.07973543995447657,-0.18108302453946126,0.1314799000820869,63,-0.35099921220167457,0.11340139646361308,-0.5732659492703562,-0.12873247513299294,EUR_USD,20,1,long,209,610,300
146,-0.155681180520327,0.07896774089279499,-0.31045795267020515,-0.0009044083704488337,63,0.05448237229204508,0.1211928388585266,-0.18305559187066703,0.29202033645475717,EUR_USD,20,1,short,209,633,316
42,0.17848599802238319,0.1412073797170569,-0.09828046622304837,0.45525246226781474,18,-0.11034160795019451,0.22485400870151073,-0.5510554650051556,0.3303722491047665,EUR_USD,20,2,long,60,201,107
44,-0.11062273379610757,0.14481635235586576,-0.3944627844136045,0.17321731682138933,20,0.26020151511586814,0.21398000350249877,-0.15919929174902941,0.6796023219807656,EUR_USD,20,2,short,64,209,102
13,0.36814441390093655,0.24674800699083685,-0.11548167980110369,0.8517705076029768,6,-0.8089067594004051,0.17109065087441008,-1.144244435114249,-0.47356908368656137,EUR_USD,20,3,long,19,70,41
10,-0.12792958984880026,0.3147193882267433,-0.7447795907732171,0.4889204110756165,5,0.4818483786313322,0.3877234599019144,-0.2780896027764201,1.2417863600390844,EUR_USD,20,3,short,15,49,28
102,-0.029186706414550647,0.09516664992498358,-0.21571334026751846,0.15733992743841715,45,-0.2746893145744982,0.136758037081356,-0.5427350672539559,-0.006643561895040451,EUR_USD,55,1,long,147,352,215
111,-0.16007936931069489,0.09023228559217916,-0.33693464907136605,0.016775910449976256,48,0.031570943153532705,0.13971388735848622,-0.24226827606910029,0.3054101623761657,EUR_USD,55,1,short,159,372,235
30,0.13300054535964864,0.1778524600358426,-0.21559027631060282,0.48159136702990013,14,0.1438465040640356,0.25028141253580394,-0.34670506450614014,0.6343980726342113,EUR_USD,55,2,long,44,117,81
34,-0.08433530255966892,0.1634499440308508,-0.4046971928601365,0.23602658774079865,15,0.02728279287711072,0.25963631767116474,-0.4816043897583721,0.5361699755125936,EUR_USD,55,2,short,49,119,76
8,0.5,0.32732683535398854,-0.14156059729381754,1.1415605972938176,4,-0.7133601391006078,0.25308273428043154,-1.2094022982902537,-0.21731797991096197,EUR_USD,55,3,long,12,38,28
7,-0.32561369978400034,0.35643192860104855,-1.0242202798420554,0.37299288027405486,3,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,EUR_USD,55,3,short,10,27,21
85,-0.06533374524804994,0.10459699594052646,-0.2703438572914818,0.13967636679538192,37,-0.280027544752768,0.14888357132250382,-0.5718393445448755,0.011784255039339497,EUR_USD,100,1,long,122,263,177
87,-0.2068892545981556,0.10227771983822644,-0.4073535854810794,-0.0064249237152317895,38,0.001510889304531284,0.15782533172407384,-0.30782676087465344,0.31084853948371605,EUR_USD,100,1,short,125,266,189
24,0.0829173483662275,0.1991152092247759,-0.3073484617143333,0.47318315844678827,11,0.09216827789968174,0.2795591250224709,-0.45576760714436115,0.6401041629437246,EUR_USD,100,2,long,35,86,64
28,0.07419309355435501,0.18206585545431442,-0.28265598313610124,0.43104217024481123,12,-0.16666666666666666,0.2972941950052816,-0.7493632888770185,0.41602995554368527,EUR_USD,100,2,short,40,86,64
8,0.5,0.32732683535398854,-0.14156059729381754,1.1415605972938176,4,-0.7133601391006078,0.25308273428043154,-1.2094022982902537,-0.21731797991096197,EUR_USD,100,3,long,12,27,24
5,-0.2,0.48989794855663565,-1.1601999791710058,0.7601999791710059,3,-0.09309863282933417,0.584808249572477,-1.2393228019913891,1.0531255363327208,EUR_USD,100,3,short,8,20,16
186,-0.057594953892106136,0.07197423760368633,-0.19866445959533136,0.08347455181111907,81,-0.025123515243622146,0.10912349419587103,-0.23900556386752936,0.1887585333802851,GBP_USD,10,1,long,267,909,402
200,0.005937036900825579,0.0703022142231787,-0.13185530297660467,0.14372937677825584,87,0.17355840991409194,0.10329491080721755,-0.028899615268054457,0.37601643509623833,GBP_USD,10,1,short,287,880,418
61,-0.07366221383510804,0.12605948770836578,-0.320738809743505,0.17341438207328888,27,-0.04789772489436168,0.18983922920747237,-0.4199826141410075,0.3241871643522842,GBP_USD,10,2,long,88,319,145
60,-0.06137809420218225,0.12936177916045,-0.31492718135666425,0.19217099295229972,27,0.07925377054680371,0.1918940205021949,-0.29685850963749827,0.4553660507311057,GBP_USD,10,2,short,87,274,150
18,-0.1268711821191003,0.22714134800487357,-0.5720682242086526,0.3183258599704519,8,-0.09875638175071105,0.35269513283004533,-0.7900388420975999,0.5925260785961779,GBP_USD,10,3,long,26,87,45
19,-0.05263157894736842,0.2353755765789252,-0.5139677090420618,0.40870455114732496,9,0.3333333333333333,0.3333333333333333,-0.32,0.9866666666666666,GBP_USD,10,3,short,28,84,45
137,-0.06511038514246452,0.08419394653797227,-0.2301305203568902,0.09990975007196114,60,-0.010223792677351407,0.12675180785981116,-0.2586573360825813,0.23820975072787848,GBP_USD,20,1,long,197,644,293
151,0.07173080645183424,0.08096196383483892,-0.08695464266445002,0.2304162555681185,66,0.12366018389161948,0.12047941832166081,-0.1124794760188357,0.35979984380207464,GBP_USD,20,1,short,217,594,307
46,-0.06180568896070597,0.14616007894726163,-0.34827944369733876,0.2246680657759268,21,-0.06158278914989358,0.21426303858306223,-0.4815383447726955,0.3583727664729084,GBP_USD,20,2,long,67,223,112
46,-0.12353664461154207,0.14705488768210867,-0.41176422446847505,0.1646909352453909,20,-0.04300740976181498,0.22350418447399925,-0.4810756113308535,0.39506079180722353,GBP_USD,20,2,short,66,191,113
14,0.0,0.2773500981126146,-0.5436061923007246,0.5436061923007246,6,-0.13167517566761475,0.40579339770387013,-0.9270302351672002,0.6636798838319706,GBP_USD,20,3,long,20,63,34
12,-0.16666666666666666,0.2972941950052816,-0.7493632888770185,0.41602995554368527,6,0.3333333333333333,0.421637021355784,-0.4930752285240034,1.15974189519067,GBP_USD,20,3,short,18,52,33
100,-0.18426512644968254,0.09745844758916371,-0.37528368372444343,0.006753430825078316,43,0.1485249404502073,0.14682203818921505,-0.1392462544006542,0.4362961353010688,GBP_USD,55,1,long,143,383,213
121,0.07914611124839743,0.09068959993218231,-0.0986055046186799,0.25689772711547476,52,0.003107156477824694,0.13631565849468277,-0.26407153417175355,0.2702858471274029,GBP_USD,55,1,short,173,348,238
35,-0.052658905491213555,0.1672807606671699,-0.38052919639886656,0.27521138541643947,16,0.23167258924076467,0.23719295148163333,-0.23322559566323664,0.696570774144766,GBP_USD,55,2,long,51,129,86
37,-0.12655907167921446,0.16410971790971746,-0.4482141187822607,0.19509597542383175,16,-0.30375926220226873,0.2375503762127537,-0.769357999579266,0.16183947517472852,GBP_USD,55,2,short,53,123,91
10,0.2,0.32659863237109044,-0.4401333194473372,0.8401333194473373,5,-0.3580102108011377,0.41250587903293856,-1.1665217337056972,0.4505013121034218,GBP_USD,55,3,long,15,33,25
