tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n,raw_n,filtered_n
88,0.0179426329781591,0.10339546786120393,-0.18471248402980062,0.2205977499861188,39,-0.031283300159285404,0.16132497288510717,-0.3474802470140954,0.28491364669552466,EUR_USD,7,1.5,long,127,521,206
99,-0.042096573250496365,0.09786987554426328,-0.2339215293172524,0.14972838281625966,43,-0.1000323871256887,0.14888697596988337,-0.3918508600266601,0.19178608577528272,EUR_USD,7,1.5,short,142,521,215
60,0.023129960668560167,0.1225760291611319,-0.21711905648725838,0.2633789778243787,26,-0.18592528159514363,0.19266856157986162,-0.5635556622916724,0.19170509910138514,EUR_USD,7,2.0,long,86,380,129
67,-0.2152880524504365,0.11688270823216985,-0.4443781605854894,0.013802055684616399,29,-0.015107016104298772,0.18075182100041012,-0.3693805852651026,0.33916655305650506,EUR_USD,7,2.0,short,96,379,147
45,0.10882344748868415,0.14212934613798267,-0.16975007094176187,0.3873969659191302,20,-0.1412580586382533,0.22142773463488405,-0.5752564185226261,0.29274030124611944,EUR_USD,7,2.5,long,65,291,100
39,-0.012861635220059653,0.15431527682876606,-0.31531957780444114,0.2895963073643218,18,0.0,0.24253562503633302,-0.4753698250712127,0.4753698250712127,EUR_USD,7,2.5,short,57,290,93
30,0.11039669193604133,0.16450342162733894,-0.21203001445354297,0.43282339832562566,13,-0.23076923076923078,0.2808833628231621,-0.7813006219026286,0.319762160364167,EUR_USD,7,3.0,long,43,229,66
28,-0.018610541164401435,0.18974938912865685,-0.39051934385656883,0.353298261527766,13,-0.09519290006745,0.2826567248416427,-0.6492000807570697,0.4588142806221697,EUR_USD,7,3.0,short,41,228,67
90,-0.004678314421355544,0.10232855014142946,-0.20524227269855727,0.19588564385584617,39,0.019998751122765876,0.16137216515711736,-0.29629069258518415,0.3362881948307159,EUR_USD,10,1.5,long,129,518,209
100,-0.06355765992786443,0.097787023706923,-0.2552202263934335,0.12810490653770468,44,-0.06164731407938124,0.14921972522453855,-0.35411797551947677,0.2308233473607143,EUR_USD,10,1.5,short,144,518,215
62,0.009924422236191926,0.11978502072024103,-0.2248542183754805,0.24470306284786433,27,-0.29015027116569386,0.18395188239757562,-0.6506959606649421,0.07039541833355434,EUR_USD,10,2.0,long,89,379,134
65,-0.12960460791044995,0.12052070793158641,-0.3658251954563593,0.1066159796354594,29,-0.015107016104298772,0.18075182100041012,-0.3693805852651026,0.33916655305650506,EUR_USD,10,2.0,short,94,378,151
