tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n,raw_n,filtered_n
59,0.06067424479332967,0.12522164726405446,-0.18476018384421708,0.30610867343087644,26,0.1453827420687642,0.19634657089600957,-0.23945653688741456,0.530222021024943,EUR_USD,7,1.5,long,85,521,133
65,0.041244096920839385,0.12064908939920932,-0.19522811830161088,0.2777163121432896,29,-0.2172894016001591,0.17579955849523998,-0.5618565362508294,0.12727773305051124,EUR_USD,7,1.5,short,94,521,139
33,-0.005071570036370639,0.16257344760699619,-0.32371552734608317,0.31357238727334186,15,-0.2556038214315823,0.2492611679649245,-0.7441557106428343,0.23294806777966975,EUR_USD,7,2.0,long,48,380,76
46,-0.05606639215674695,0.14471074521341254,-0.33969945277503555,0.22756666846154164,20,-0.09791597711874489,0.21832921987694112,-0.5258412480775495,0.3300092938400597,EUR_USD,7,2.0,short,66,379,98
19,0.023710600505474518,0.21990822378817687,-0.4073095181193521,0.45473071913030116,9,-0.3333333333333333,0.3333333333333333,-0.9866666666666666,0.32,EUR_USD,7,2.5,long,28,291,50
26,0.05167852697640617,0.18894131920951307,-0.3186464586742394,0.42200351262705177,12,0.0,0.30151134457776363,-0.5909622353724167,0.5909622353724167,EUR_USD,7,2.5,short,38,290,62
13,-0.02192393422781043,0.2385459607282689,-0.48947401725521744,0.4456261487995966,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,EUR_USD,7,3.0,long,19,229,27
16,-0.03256844703770252,0.25176360103098167,-0.5260251050584266,0.4608882109830216,7,-0.17678681441097857,0.3892183700326003,-0.9396548196748751,0.586081190852918,EUR_USD,7,3.0,short,23,228,38
60,0.10966300738010752,0.12368423814781924,-0.1327580993896182,0.35208411414983326,26,-0.008463411777389646,0.19848061970057052,-0.3974854263905078,0.38055860283572857,EUR_USD,10,1.5,long,86,518,137
66,0.06807062210404932,0.12053023298172609,-0.1681686345401338,0.30430987874823245,29,-0.19698213170664733,0.17952533307080829,-0.5488517845254316,0.1548875211121369,EUR_USD,10,1.5,short,95,518,141
35,-0.02685272207628405,0.1559400554779021,-0.33249523081297216,0.2787897866604041,15,-0.38893715476491564,0.23662764920366475,-0.8527273472040986,0.07485303767426726,EUR_USD,10,2.0,long,50,379,78
45,0.009354354684214231,0.14648912139840817,-0.2777643232566658,0.2964730326250943,20,-0.09791597711874489,0.21832921987694112,-0.5258412480775495,0.3300092938400597,EUR_USD,10,2.0,short,65,378,100
19,0.023710600505474518,0.21990822378817687,-0.4073095181193521,0.45473071913030116,9,-0.3333333333333333,0.3333333333333333,-0.9866666666666666,0.32,EUR_USD,10,2.5,long,28,289,48
25,0.018631280960719393,0.19362487814937573,-0.360873480212057,0.39813604213349585,11,-0.09090909090909091,0.3149183286488867,-0.7081490150609089,0.526330833242727,EUR_USD,10,2.5,short,36,288,58
12,0.015855648004869338,0.2369290866462312,-0.4485253618217438,0.48023665783148245,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,EUR_USD,10,3.0,long,18,228,26
16,0.10734099082355028,0.2527382497127047,-0.388025978613351,0.6027079602604515,7,-0.14285714285714285,0.40406101782088427,-0.9348167377860761,0.6491024520717903,EUR_USD,10,3.0,short,23,227,39
58,0.15285377123219993,0.12509195237858758,-0.09232645542983173,0.39803399789423155,25,0.031198051751514768,0.2024186711573075,-0.36554254371680794,0.42793864721983743,EUR_USD,14,1.5,long,83,515,134
67,0.05212926953533199,0.11978316226241591,-0.18264572849900318,0.2869042675696672,29,-0.1958104409797292,0.17945837664303899,-0.5475488592000856,0.1559279772406272,EUR_USD,14,1.5,short,96,515,141
36,0.001670964648057179,0.15420745911126435,-0.30057565521002094,0.30391758450613526,16,-0.1836807597588772,0.245491990912224,-0.6648450619468362,0.29748354242908187,EUR_USD,14,2.0,long,52,381,79
44,0.07774877183612822,0.14761476964862552,-0.2115761766751778,0.36707372034743424,20,-0.19791597711874492,0.21473387708187364,-0.6187943761992172,0.2229624219617274,EUR_USD,14,2.0,short,64,380,100
18,-0.14163881057755467,0.2227910163179313,-0.5783092025607,0.29503158140559066,9,0.1111111111111111,0.35136418446315326,-0.5775626904366693,0.7997849126588914,EUR_USD,14,2.5,long,27,284,46
25,0.018631280960719393,0.19362487814937573,-0.360873480212057,0.39813604213349585,11,0.09090909090909091,0.3149183286488867,-0.526330833242727,0.7081490150609089,EUR_USD,14,2.5,short,36,283,56
14,-0.1292665874243977,0.22457469776178712,-0.5694329950375004,0.3108998201887051,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,EUR_USD,14,3.0,long,20,225,28
14,0.2592021007048422,0.2615972306850242,-0.2535284714378053,0.7719326728474897,7,-0.14285714285714285,0.40406101782088427,-0.9348167377860761,0.6491024520717903,EUR_USD,14,3.0,short,21,224,40
60,0.18109197885779346,0.12249725729382342,-0.05900264543810044,0.4211866031536874,26,0.0,0.20000000000000004,-0.39200000000000007,0.39200000000000007,EUR_USD,21,1.5,long,86,516,134
66,0.007464561497988525,0.12082204326301049,-0.22934664329751203,0.24427576629348907,29,-0.1958104409797292,0.17945837664303899,-0.5475488592000856,0.1559279772406272,EUR_USD,21,1.5,short,95,516,141
35,-0.012945717138896485,0.157963747714401,-0.3225546626591224,0.29666322838132947,16,-0.1836807597588772,0.245491990912224,-0.6648450619468362,0.29748354242908187,EUR_USD,21,2.0,long,51,378,81
42,0.17668918954261048,0.14890557163548176,-0.11516573086293375,0.4685441099481547,18,-0.2199066412430499,0.2245911052295599,-0.6601052074929873,0.22029192500688752,EUR_USD,21,2.0,short,60,378,99
18,-0.14380185774065712,0.22283701890261515,-0.5805624147897828,0.2929586993084686,9,-0.1111111111111111,0.35136418446315326,-0.7997849126588914,0.5775626904366693,EUR_USD,21,2.5,long,27,284,45
28,-0.019079213427929113,0.18363194195403168,-0.3789978196578312,0.34083939280197295,12,-0.049075902242653346,0.2905075623338837,-0.6184707244170654,0.5203189199317587,EUR_USD,21,2.5,short,40,283,59
13,-0.05765833753904741,0.23102027104555223,-0.5104580687883298,0.39514139371023493,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,EUR_USD,21,3.0,long,19,230,31
15,-0.09141137267548063,0.2606775589086333,-0.6023393881364019,0.41951664278544065,7,-0.14285714285714285,0.40406101782088427,-0.9348167377860761,0.6491024520717903,EUR_USD,21,3.0,short,22,229,45
55,-0.15400583611044263,0.13348062945303218,-0.41562786983838573,0.10761619761750044,24,0.039865863049867056,0.20396311215347498,-0.3599018367709439,0.439633562870678,GBP_USD,7,1.5,long,79,527,136
52,-0.052479931186055574,0.13775789727840854,-0.32248540985173635,0.2175255474796252,23,0.21739130434782608,0.20810192223064325,-0.19048846322423466,0.6252710719198868,GBP_USD,7,1.5,short,75,527,126
34,-0.04324473488453957,0.17190766235092309,-0.3801837530923488,0.2936942833232697,15,-0.06666666666666667,0.2666666666666666,-0.5893333333333332,0.45599999999999985,GBP_USD,7,2.0,long,49,375,78
