tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n,raw_n,filtered_n
42,-0.009230394504943631,0.15295460350850434,-0.30902141738161215,0.2905606283717249,19,-0.006691270959590627,0.22951329385119082,-0.4565373269079246,0.4431547849887434,USD_CHF,20,1,long,61,635,449
45,-0.33309650238201843,0.1385491885792587,-0.6046529119973654,-0.06154009276667144,20,0.0,0.22941573387056172,-0.44965483838630094,0.44965483838630094,USD_CHF,20,1,short,65,626,418
26,0.281457225512062,0.181598075828158,-0.0744750031111277,0.6373894541352516,12,0.3333333333333333,0.2842676218074806,-0.22383120540932872,0.8904978720759953,USD_CHF,20,2,long,38,204,159
23,0.21132164665655642,0.2071507118671061,-0.19469374860297153,0.6173370419160844,11,-0.009637953125531729,0.3016653461197372,-0.6009020315202167,0.5816261252691532,USD_CHF,20,2,short,34,216,168
5,-0.6,0.4,-1.384,0.18400000000000005,3,0.3333333333333296,0.6666666666666647,-0.9733333333333333,1.6399999999999926,USD_CHF,20,3,long,8,56,47
7,0.14285714285714285,0.40406101782088427,-0.6491024520717903,0.9348167377860761,4,0.5,0.5,-0.48,1.48,USD_CHF,20,3,short,11,71,64
27,-0.03703703703703745,0.195981578597377,-0.4211609310878963,0.34708685701382147,12,0.0,0.30151134457776363,-0.5909622353724167,0.5909622353724167,USD_CHF,55,1,long,39,372,302
27,-0.14726858113986466,0.19027266024973727,-0.5202029952293497,0.22566583294962037,12,0.0,0.30151134457776363,-0.5909622353724167,0.5909622353724167,USD_CHF,55,1,short,39,362,271
12,-0.03540105299916744,0.29278963501425925,-0.6092687376271155,0.5384666316287807,6,0.3333333333333333,0.421637021355784,-0.4930752285240034,1.15974189519067,USD_CHF,55,2,long,18,116,98
14,0.5714285714285714,0.22760785909019762,0.12531716761178407,1.0175399752453587,7,0.27056893080273586,0.3618335214005881,-0.43862477114241677,0.9797626327478886,USD_CHF,55,2,short,21,136,114
4,-1.0,0.0,-1.0,-1.0,3,0.33333333333332965,0.6666666666666649,-0.9733333333333334,1.6399999999999928,USD_CHF,55,3,long,7,36,34
2,0.0,1.0,-1.96,1.96,2,0.0,1.0,-1.96,1.96,USD_CHF,55,3,short,4,39,38
23,-0.04347826086956568,0.21299910806810235,-0.46095651268304627,0.3739999909439149,10,0.0,0.3333333333333333,-0.6533333333333333,0.6533333333333333,USD_CHF,100,1,long,33,274,239
