tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n,raw_n,filtered_n
276,0.0169721448815568,0.05770847857778143,-0.0961364731308948,0.13008076289400838,119,-0.16628288230410204,0.08710992085074029,-0.337018327171553,0.004452562563348916,EUR_USD,10,1,long,395,895,590
281,-0.04044762098957735,0.05788253242208756,-0.15389738453686896,0.07300214255771426,121,-0.06994586468130436,0.08736008495116349,-0.24117163118558477,0.10127990182297607,EUR_USD,10,1,short,402,910,620
87,0.0289680057820628,0.10135584921605138,-0.16968945868139793,0.22762547024552351,38,-0.1329314272461895,0.15555863697784925,-0.437826355722774,0.171963501230395,EUR_USD,10,2,long,125,300,206
85,-0.038993443610187,0.10383982717796739,-0.24251950487900306,0.16453261765862906,37,0.08578173642379334,0.16192701674040746,-0.23159521638740527,0.40315868923499193,EUR_USD,10,2,short,122,311,219
28,-0.07717551302914587,0.16826635521580577,-0.4069775692521252,0.25262654319383343,13,-0.2964185043386486,0.2614298713465436,-0.808821052177874,0.21598404350057687,EUR_USD,10,3,long,41,94,79
25,0.17947333816173305,0.19290513515234534,-0.19862072673686382,0.5575674030603299,12,0.24099379662860546,0.27113015895799025,-0.29042131492905543,0.7724089081862663,EUR_USD,10,3,short,37,78,57
202,-0.04937879965377716,0.06814815570958345,-0.18294918484456074,0.08419158553700641,87,-0.2552469189330194,0.09916621948731849,-0.44961270912816365,-0.06088112873787513,EUR_USD,20,1,long,289,610,424
205,-0.09912265234321,0.0673323589018356,-0.23109407579080776,0.032848771104387775,88,0.035121030701764464,0.10297250052550203,-0.16670507032821952,0.23694713173174842,EUR_USD,20,1,short,293,633,451
64,0.13806920248369509,0.11739720039695846,-0.0920293102943435,0.36816771526173364,28,-0.2518355084055429,0.17411444073073973,-0.5930998122377928,0.08942879542670695,EUR_USD,20,2,long,92,201,153
65,-0.025061791543683324,0.11954836772017258,-0.2593765922752216,0.20925300918785492,29,0.3066936418946137,0.1723554684545924,-0.03112307627638744,0.6445103600656148,EUR_USD,20,2,short,94,209,157
20,-0.07923994058222647,0.21319443692783313,-0.49710103696077945,0.33862115579632646,9,-0.42816006182249233,0.2923623097113481,-1.0011901888567345,0.14487006521174994,EUR_USD,20,3,long,29,70,63
16,0.17004400634449984,0.24677390776961888,-0.31363285288395315,0.6537208655729528,7,0.344177413308096,0.3565132831391088,-0.35458862164455723,1.0429434482607491,EUR_USD,20,3,short,23,49,40
130,-0.03371161394750283,0.08456391495753333,-0.19945688726426816,0.1320336593692625,57,-0.2519477044886389,0.12365654019672866,-0.4943145232742271,-0.00958088570305074,EUR_USD,55,1,long,187,352,280
147,-0.07284270748476677,0.07961741369113812,-0.2288928383193975,0.08320742334986393,64,-0.03488325182900279,0.1202768510985296,-0.27062587998212084,0.20085937632411524,EUR_USD,55,1,short,211,372,301
37,0.18891936110241783,0.15913035005596493,-0.12297612500727342,0.5008148472121091,17,-0.05800876135902948,0.23194433210666135,-0.5126196522880857,0.3966021295700267,EUR_USD,55,2,long,54,117,101
44,0.11664999347661921,0.14470632106938405,-0.16697439581937357,0.40027438277261196,19,-0.00651034946734565,0.22546132065857527,-0.44841453795815317,0.4353938390234619,EUR_USD,55,2,short,63,119,103
11,0.2727272727272727,0.30424000964875475,-0.32358314618428663,0.869037691638832,5,-0.7706881112804862,0.20424744460769298,-1.1710131027115644,-0.37036311984940795,EUR_USD,55,3,long,16,38,35
8,-0.15991198731100031,0.3503424714635409,-0.8465832313795405,0.5267592567575399,4,0.5000000000000028,0.5000000000000009,-0.479999999999999,1.4800000000000044,EUR_USD,55,3,short,12,27,24
98,-0.040396266377300476,0.09730230239023059,-0.23110877906215244,0.15031624630755147,42,-0.22288140847267657,0.14325831088448132,-0.50366769780626,0.05790488086090684,EUR_USD,100,1,long,140,263,214
109,-0.12843454266091328,0.0931720381698288,-0.31105173747377773,0.05418265215195117,47,-0.09630915698969317,0.13972525440071712,-0.3701706556150987,0.17755234163571237,EUR_USD,100,1,short,156,266,227
