tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n,raw_n,filtered_n
40.0,0.06532439401952264,0.15777203659913133,-0.24390879771477478,0.37455758575382003,18.0,0.06449836704262199,0.23536254073544616,-0.3968122127988525,0.5258089468840964,EUR_USD,10,1,long,58,895,399
46.0,-0.18762464550167293,0.1416723703704839,-0.46530249142782143,0.09005320042447554,20.0,0.029386817040231716,0.2245034850531165,-0.41064001366387665,0.4694136477443401,EUR_USD,10,1,short,66,910,435
19.0,-0.10392586314599597,0.21535552872985825,-0.5260226994565181,0.31817097316452614,9.0,-0.3817371209246185,0.29454046237158743,-0.9590364271729299,0.1955621853236929,EUR_USD,10,2,long,28,300,137
21.0,0.04969407047041231,0.21344323638291623,-0.3686546728401035,0.4680428137809281,9.0,0.20784049482108008,0.3124918566880018,-0.4046435442874034,0.8203245339295635,EUR_USD,10,2,short,30,311,143
6.0,-0.3860145582514163,0.32524202290909915,-1.0234889231532507,0.251459806650418,3.0,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,EUR_USD,10,3,long,9,94,50
2.0,1.0,0.0,1.0,1.0,1.0,-0.03996356010864597,,,,EUR_USD,10,3,short,3,78,32
32.0,-0.04334450747559668,0.1766115754851092,-0.38950319542641065,0.30281418047521735,15.0,-0.06666666666666667,0.2666666666666666,-0.5893333333333332,0.45599999999999985,EUR_USD,20,1,long,47,610,300
34.0,-0.13619804979638098,0.16497106304106834,-0.45954133335687497,0.187145233764113,15.0,-0.09480179416031165,0.2600296886652631,-0.6044599839442273,0.414856395623604,EUR_USD,20,1,short,49,633,316
15.0,-0.13163942665159487,0.23711112845577084,-0.5963772384249058,0.33309838512171597,7.0,-0.49080486976022375,0.3036122672366702,-1.0858849135440973,0.10427517402364983,EUR_USD,20,2,long,22,201,107
14.0,0.14596967713418987,0.2555743996818541,-0.35495614624224414,0.6468955005106238,6.0,0.21543189429906776,0.4002975685182932,-0.5691513399967869,1.0000151285949224,EUR_USD,20,2,short,20,209,102
5.0,-0.41286892021716,0.3969783685090708,-1.1909465224949387,0.3652086820606188,3.0,0.7271187490963156,0.2728812509036844,0.19227149732509408,1.261966000867537,EUR_USD,20,3,long,8,70,41
2.0,0.0,1.0,-1.96,1.96,1.0,-0.03996356010864597,,,,EUR_USD,20,3,short,3,49,28
24.0,0.0,0.2085144140570748,-0.4086882515518666,0.4086882515518666,11.0,-0.2727272727272727,0.30424000964875475,-0.869037691638832,0.32358314618428663,EUR_USD,55,1,long,35,352,215
