tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,confirm,direction,total_n,raw_n,filtered_n
67,0.052583765125421435,0.12220846145791316,-0.18694481933208834,0.2921123495829312,29,0.053345603186873855,0.18610163867945276,-0.3114136086248535,0.41810481499860125,AUD_USD,20,2,long,96,226,97
74,0.20190331251306787,0.11382327245416064,-0.021190301497086977,0.42499692652322274,33,-0.09090909090909091,0.17604469755488258,-0.4359566981166608,0.25413851629847894,AUD_USD,20,2,short,107,218,107
27,0.25925925925925924,0.18941048590991066,-0.11198529312416566,0.6305038116426842,12,0.039382528437659214,0.2920609777756965,-0.533056988002706,0.6118220448780244,AUD_USD,20,3,long,39,77,39
30,0.3125532595262168,0.17357346217471314,-0.027650726336220954,0.6527572453886545,14,-0.2857142857142857,0.26578871697687523,-0.8066601709889611,0.23523159956038975,AUD_USD,20,3,short,44,75,44
156,-0.09153931006211301,0.07986004505724205,-0.2480649983743074,0.0649863782500814,67,-0.034071011134261274,0.12217145835698975,-0.27352706951396116,0.20538504724543863,AUD_USD,55,1,long,223,417,226
158,0.013011615554102372,0.07847890461702751,-0.14080703749527154,0.1668302686034763,69,-0.14545246604206719,0.11908782223631412,-0.3788645976252428,0.08795966554110848,AUD_USD,55,1,short,227,381,227
48,0.16666666666666666,0.14382482121044857,-0.11522998290581252,0.4485633162391458,21,0.16890583297234962,0.21605817026307783,-0.2545681807432829,0.5923798466879822,AUD_USD,55,2,long,69,133,70
56,0.12394366296369687,0.13258570559441699,-0.13592432000136045,0.38381164592875416,24,-0.16666666666666666,0.20559798491465375,-0.569638717099388,0.23630538376605467,AUD_USD,55,2,short,80,130,80
20,0.2,0.22478059477960655,-0.2405699657680288,0.6405699657680288,9,0.3858433712502123,0.31042723659635635,-0.22259401247864619,0.9942807549790708,AUD_USD,55,3,long,29,48,29
20,0.4,0.2102629932151387,-0.012115466701671795,0.8121154667016719,9,-0.1111111111111111,0.35136418446315326,-0.7997849126588914,0.5775626904366693,AUD_USD,55,3,short,29,46,29
122,-0.09836065573770492,0.09046825759032007,-0.27567844061473223,0.0789571291393224,53,-0.043070900867839726,0.13733630117028595,-0.31225005116160015,0.22610824942592073,AUD_USD,100,1,long,175,284,178
130,-0.002922441555933129,0.08621987277012473,-0.1719133921853776,0.16606850907351134,56,-0.2327896456589756,0.12989333139845324,-0.48738057519994393,0.021801283881992733,AUD_USD,100,1,short,186,284,186
