tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,k,atr_period,direction,total_n
303,-0.0313486014669157,0.0568309122785894,-0.14273718953295092,0.08003998659911951,131,-0.0662729052878058,0.08598899636714875,-0.23481133816741737,0.10226552759180577,GBP_USD,50,2.0,14,long,434
234,0.022221883195095972,0.064785312596503,-0.1047573294940499,0.14920109588424182,101,0.0960896106252107,0.0980619895033084,-0.09611188880127376,0.28829111005169517,GBP_USD,50,2.5,14,long,335
402,-0.11524994016739736,0.04908773894493481,-0.21146190849946958,-0.01903797183532513,173,0.03755579046749051,0.07443605929858092,-0.10833888575772808,0.1834504666927091,GBP_USD,50,1.0,14,short,575
361,-0.10830347746555927,0.05163197875451439,-0.20950215582440745,-0.0071047991067110655,156,-0.027262286329062368,0.07954490190042532,-0.18317029405389598,0.12864572139577127,GBP_USD,50,1.5,14,short,517
294,-0.10179718830432491,0.057355377953616886,-0.21421372909341402,0.010619352484764186,127,-0.148506639582643,0.08627169813916333,-0.3175991679354031,0.020585888770117106,GBP_USD,50,2.0,14,short,421
267,0.05900922079206126,0.06003195485980516,-0.058653410733156865,0.1766718523172794,115,-0.2792621364378028,0.08631604949702473,-0.44844159345197127,-0.11008267942363431,GBP_USD,50,2.5,14,short,382
315,-0.07687552399718693,0.05615299129826539,-0.1869353869417871,0.03318433894741324,135,-0.07130298247133716,0.08423238494460342,-0.23639845696275985,0.09379249202008554,GBP_USD,100,1.0,14,long,450
300,-0.056147073772929185,0.05758626403882404,-0.1690161512890243,0.056722003743165925,129,0.012012975008947087,0.08520008403366772,-0.15497918969704164,0.17900513971493578,GBP_USD,100,1.5,14,long,429
287,-0.0002940780936348281,0.05876392770719572,-0.11547137639973844,0.11488322021246879,123,0.0012291887070024078,0.08877641827136004,-0.17277259110486326,0.1752309685188681,GBP_USD,100,2.0,14,long,410
223,-0.004576342341397251,0.06623691398137176,-0.1344006937448859,0.12524800906209138,96,-0.018219721838798553,0.10234598654570559,-0.2188178554683815,0.1823784117907844,GBP_USD,100,2.5,14,long,319
308,-0.1350109717052568,0.05595381206178432,-0.24468044334635408,-0.02534150006415954,132,-0.0881123081014887,0.08580335695127576,-0.2562868877259892,0.08006227152301179,GBP_USD,100,1.0,14,short,440
289,-0.03479518131496839,0.05794595375285397,-0.14836925067056217,0.07877888804062538,125,-0.23349168345664612,0.08670364609146976,-0.4034308297959268,-0.06355253711736539,GBP_USD,100,1.5,14,short,414
268,0.04803231613768164,0.06023027227795343,-0.0700190175271071,0.16608364980247037,116,-0.13960079450844373,0.08987429967393534,-0.315754421869357,0.03655283285246955,GBP_USD,100,2.0,14,short,384
237,0.006899043858705917,0.06361150827696781,-0.11777951236415098,0.1315776000815628,102,-0.09049840039092268,0.09550989473849318,-0.2776977940783693,0.09670099329652394,GBP_USD,100,2.5,14,short,339
229,0.08413281051208192,0.06571593212509251,-0.044670416453099396,0.21293603747726325,99,-0.1116733298746689,0.09665240398943518,-0.30111204169396183,0.07776538194462405,GBP_USD,200,1.0,14,long,328
211,0.07493429098995884,0.06865422564956752,-0.0596279912831935,0.20949657326311116,91,-0.1600905522622695,0.10079576155643197,-0.35765024491287617,0.03746914038833715,GBP_USD,200,1.5,14,long,302
206,0.003932103936010018,0.0696788937357058,-0.13263852778597335,0.14050273565799337,89,-0.13791250117554302,0.10230051671752839,-0.3384215139418987,0.06259651159081261,GBP_USD,200,2.0,14,long,295
215,-0.013953488372093023,0.06835193767506337,-0.14792328621521722,0.12001630947103119,93,-0.24125111901441917,0.09972894159377854,-0.4367198445382251,-0.04578239349061325,GBP_USD,200,2.5,14,long,308
217,-0.0399074561506239,0.06728311461030073,-0.17178236078681333,0.09196744848556551,94,-0.13126516724032067,0.10148022080493378,-0.3301664000179909,0.06763606553734955,GBP_USD,200,1.0,14,short,311
211,-0.04651616318754895,0.06849599549929203,-0.1807683143661613,0.08773598799106341,91,-0.21812379548509306,0.10080658839333428,-0.41570470873602827,-0.020542882234157872,GBP_USD,200,1.5,14,short,302
