tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
256.0,0.023099880383968378,0.06072522581521164,-0.09592156221384644,0.1421213229817832,111.0,0.11626144714883219,0.09162340949048274,-0.06332043545251398,0.29584332975017835,EUR_USD,14,30,1,short,367
137.0,-0.004688624341301323,0.08399458619393475,-0.16931801328141344,0.1599407645988108,60.0,-0.01505343286425278,0.1259016050530671,-0.2618205787682643,0.23171371303975874,EUR_USD,14,30,2,short,197
63.0,-0.014186363734753207,0.12498354625726525,-0.2591541143989931,0.2307813869294867,28.0,0.21968051682196948,0.18035984967319477,-0.13382478853749225,0.5731858221814312,EUR_USD,14,30,3,short,91
30.0,0.07218792146107857,0.17942041819268104,-0.27947609819657626,0.42385194111873337,14.0,0.09986797297099761,0.2674553895781747,-0.42434459060222485,0.62408053654422,EUR_USD,14,30,4,short,44
483.0,0.05801256113908528,0.043746115648705085,-0.027729825532376677,0.14375494781054723,208.0,0.038688907542731604,0.06638390400375227,-0.09142354430462285,0.16880135939008606,EUR_USD,14,35,1,short,691
260.0,0.06231676145814016,0.059752791218418574,-0.05479870932996024,0.17943223224624055,112.0,-0.03541311599167761,0.09003027889545927,-0.21187246262677778,0.14104623064342253,EUR_USD,14,35,2,short,372
125.0,0.026175389992404235,0.08781993013879429,-0.14595167307963255,0.19830245306444103,54.0,-0.01767517763473023,0.1312678909483777,-0.27496024389355056,0.23960988862409008,EUR_USD,14,35,3,short,179
62.0,0.09598712993588544,0.12296945247797092,-0.14503299692093757,0.33700725679270843,28.0,-0.09906781168993208,0.1818242804277073,-0.45544340132823835,0.25730777794837423,EUR_USD,14,35,4,short,90
1.0,-1.0,,,,1.0,-0.2678447342820149,,,,EUR_USD,21,20,1,long,2
0.0,,,,,1.0,-1.0,,,,EUR_USD,21,20,2,long,1
0.0,,,,,1.0,-1.0,,,,EUR_USD,21,20,3,long,1
,,,,,,,,,,EUR_USD,21,20,4,long,0
16.0,0.20130880759044165,0.23878753746143577,-0.26671476583397247,0.6693323810148557,8.0,0.7499999999999987,0.2499999999999998,0.25999999999999907,1.2399999999999982,EUR_USD,21,25,1,long,24
6.0,0.0,0.4472135954999579,-0.8765386471799175,0.8765386471799175,3.0,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,EUR_USD,21,25,2,long,9
4.0,0.5,0.5,-0.48,1.48,2.0,0.0,1.0,-1.96,1.96,EUR_USD,21,25,3,long,6
1.0,1.0,,,,1.0,1.0,,,,EUR_USD,21,25,4,long,2
95.0,0.07016427759610126,0.09932663069821032,-0.12451591857239096,0.26484447376459347,41.0,-0.008641020375231753,0.15641263099751304,-0.3152097771303573,0.29792773637989384,EUR_USD,21,30,1,long,136
44.0,-0.005480364184332812,0.14989261371211493,-0.29926988706007807,0.2883091586914125,20.0,-0.18706694665371867,0.2182436276164631,-0.6148244567819864,0.240690563474549,EUR_USD,21,30,2,long,64
21.0,-0.14285714285714285,0.22131333406899525,-0.5766312776323735,0.29091699191808784,10.0,0.18088997743150986,0.3219231620802167,-0.45007942024571485,0.8118593751087346,EUR_USD,21,30,3,long,31
8.0,-0.1090433394099306,0.3515570407421865,-0.7980951392646162,0.580008460444755,4.0,0.5,0.5,-0.48,1.48,EUR_USD,21,30,4,long,12
303.0,0.06739204376907977,0.054581181995404036,-0.03958707294191213,0.17437116048007167,130.0,0.00385632523846182,0.08630884512752617,-0.16530901121148944,0.1730216616884131,EUR_USD,21,35,1,long,433
146.0,0.03267949780046367,0.07980387266805804,-0.1237360926289301,0.18909508822985743,63.0,0.050265263726234695,0.12365081056605011,-0.1920903249832235,0.2926208524356929,EUR_USD,21,35,2,long,209
78.0,0.07885904217610541,0.10854278131436462,-0.13388480920004925,0.29160289355226005,34.0,0.13853382446832718,0.16891062107913782,-0.19253099284678293,0.4695986417834373,EUR_USD,21,35,3,long,112
37.0,0.062085972200110244,0.15475421122414015,-0.24123228179920442,0.3654042261994249,17.0,0.1074785805474779,0.24127041240968006,-0.365411427775495,0.5803685888704508,EUR_USD,21,35,4,long,54
2.0,-0.5174567371520733,0.48254326284792676,-1.4632415323340098,0.4283280580298632,1.0,1.0,,,,EUR_USD,21,20,1,short,3
1.0,-0.06021299773397504,,,,1.0,-1.0,,,,EUR_USD,21,20,2,short,2
0.0,,,,,1.0,-1.0,,,,EUR_USD,21,20,3,short,1
0.0,,,,,1.0,-1.0,,,,EUR_USD,21,20,4,short,1
31.0,-0.11224850526755555,0.1760024001789266,-0.4572132096182517,0.23271619908314062,14.0,0.20787617373760478,0.2584517174931692,-0.29868919254900683,0.7144415400242164,EUR_USD,21,25,1,short,45
19.0,-0.21369542093336713,0.22384189726054296,-0.6524255395640313,0.22503469769729706,9.0,-0.034775127316135857,0.32264353975236115,-0.6671564652307637,0.597606210598492,EUR_USD,21,25,2,short,28
9.0,-0.3333333333333333,0.3333333333333333,-0.9866666666666666,0.32,4.0,0.13347350125942897,0.4556637708809441,-0.7596274896672215,1.0265744921860793,EUR_USD,21,25,3,short,13
3.0,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,2.0,0.0,1.0,-1.96,1.96,EUR_USD,21,25,4,short,5
118.0,-0.07293534687202823,0.09036264178508908,-0.25004612477080285,0.10417543102674638,52.0,0.21180008584105414,0.13137734427917636,-0.045699508946131506,0.4692996806282398,EUR_USD,21,30,1,short,170
65.0,-0.02076580416153368,0.1228323321749999,-0.2615171752245335,0.21998556690146615,28.0,-0.0720912582305738,0.18346735629343683,-0.43168727656570993,0.2875047601045624,EUR_USD,21,30,2,short,93
32.0,-0.1841794036027954,0.17080914299669542,-0.5189653238763183,0.1506065166707276,15.0,0.23559293366918108,0.24621181271564813,-0.24698221925348926,0.7181680865918514,EUR_USD,21,30,3,short,47
