strategy,pair,direction,entry_mode,signal_ts,entry_ts,entry_price,mfe_R,mae_R,sl_hit,bars_to_exit,max_hold_close_R,r_tp0.2,bars_tp0.2,r_tp0.3,bars_tp0.3,r_tp0.4,bars_tp0.4,r_tp0.5,bars_tp0.5,r_tp0.6,bars_tp0.6,r_tp0.7,bars_tp0.7,r_tp0.8,bars_tp0.8,r_tp1.0,bars_tp1.0,r_tp1.25,bars_tp1.25,r_tp1.5,bars_tp1.5
stoch,CAD_CHF,short,mid,2016-01-05 14:00:00,2016-01-05 14:00:00,0.72065,5.585929369319351,-0.21577742315964366,False,84,0.9928536737667408,0.2,2,0.3,3,0.4,4,0.5,4,0.6,4,0.7,5,0.8,6,1.0,8,1.25,9,1.5,9
stoch,CAD_CHF,short,mid,2016-01-13 10:00:00,2016-01-13 10:00:00,0.7093400000000001,4.080553754194024,-1.1461358445879182,True,42,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,1,0.8,1,1.0,2,1.25,2,1.5,5
stoch,CAD_CHF,short,mid,2016-01-19 06:00:00,2016-01-19 06:00:00,0.6963349999999999,2.2891280777211778,-1.1165602763037976,True,13,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,2,0.7,2,0.8,2,1.0,2,1.25,3,1.5,5
stoch,CAD_CHF,short,mid,2016-01-21 02:00:00,2016-01-21 02:00:00,0.691705,0.39756832753847926,-1.7933945829508295,True,2,-1.0,0.2,1,0.3,1,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2
stoch,CAD_CHF,short,mid,2016-01-21 14:00:00,2016-01-21 14:00:00,0.70703,0.6711172086050121,-1.4765992956451697,True,5,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5
stoch,CAD_CHF,short,mid,2016-01-22 10:00:00,2016-01-22 10:00:00,0.7146049999999999,1.0922117813337346,-1.5763953512779867,True,13,-1.0,0.2,5,0.3,5,0.4,7,0.5,8,0.6,8,0.7,8,0.8,8,1.0,11,-1.0,13,-1.0,13
stoch,CAD_CHF,short,mid,2016-01-24 22:00:00,2016-01-24 22:00:00,0.71693,1.4129691880657678,-1.2469836664667404,True,10,-1.0,0.2,2,0.3,2,0.4,2,0.5,2,0.6,2,0.7,4,0.8,5,1.0,5,1.25,8,-1.0,10
stoch,CAD_CHF,short,mid,2016-01-26 14:00:00,2016-01-26 14:00:00,0.72472,1.1604481730875398,-1.1349210729660995,True,18,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,2,0.8,4,1.0,5,-1.0,18,-1.0,18
stoch,CAD_CHF,short,mid,2016-01-27 18:00:00,2016-01-27 18:00:00,0.7200949999999999,0.33676112179641643,-1.1137419368278014,True,8,-1.0,0.2,4,0.3,4,-1.0,8,-1.0,8,-1.0,8,-1.0,8,-1.0,8,-1.0,8,-1.0,8,-1.0,8
stoch,CAD_CHF,short,mid,2016-01-29 06:00:00,2016-01-29 06:00:00,0.7265,0.6662078458362133,-1.0571231933929879,True,25,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,-1.0,25,-1.0,25,-1.0,25,-1.0,25,-1.0,25
stoch,CAD_CHF,short,mid,2016-01-29 14:00:00,2016-01-29 14:00:00,0.7284349999999999,5.2159767172087745,-0.7886770954168967,False,84,0.6623789356634187,0.2,4,0.3,4,0.4,6,0.5,6,0.6,6,0.7,6,0.8,6,1.0,29,1.25,29,1.5,30
stoch,CAD_CHF,short,mid,2016-01-31 22:00:00,2016-01-31 22:00:00,0.73007,5.428246606489759,-0.5629597161916022,False,84,1.397811168792027,0.2,2,0.3,2,0.4,2,0.5,2,0.6,4,0.7,4,0.8,4,1.0,4,1.25,27,1.5,27
stoch,CAD_CHF,short,mid,2016-02-03 14:00:00,2016-02-03 14:00:00,0.726955,5.023006926150901,-0.9938716976979426,False,84,1.0922271667434853,0.2,1,0.3,1,0.4,1,0.5,6,0.6,7,0.7,7,0.8,11,1.0,11,1.25,12,1.5,12
stoch,CAD_CHF,short,mid,2016-02-04 02:00:00,2016-02-04 02:00:00,0.7301850000000001,5.4431411217704895,-0.5471216198634512,False,84,1.4756534302950637,0.2,1,0.3,2,0.4,2,0.5,2,0.6,2,0.7,3,0.8,3,1.0,4,1.25,8,1.5,8
stoch,CAD_CHF,short,mid,2016-02-12 10:00:00,2016-02-12 10:00:00,0.700075,0.12284398100204734,-1.099882155483347,True,1,-1.0,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1
stoch,CAD_CHF,short,mid,2016-02-12 18:00:00,2016-02-12 18:00:00,0.7055,0.11197732104891066,-1.1304039688164462,True,4,-1.0,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4
stoch,CAD_CHF,short,mid,2016-02-15 02:00:00,2016-02-15 02:00:00,0.7101299999999999,0.14433976877472376,-1.204004900511186,True,6,-1.0,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6
stoch,CAD_CHF,short,mid,2016-02-15 14:00:00,2016-02-15 14:00:00,0.71393,0.6338156401888022,-1.7095513565755873,True,12,-1.0,0.2,4,0.3,6,0.4,6,0.5,6,0.6,10,-1.0,12,-1.0,12,-1.0,12,-1.0,12,-1.0,12
stoch,CAD_CHF,short,mid,2016-02-16 02:00:00,2016-02-16 02:00:00,0.717455,1.122021590204248,-1.2098319755246,True,9,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,2,0.8,3,1.0,3,-1.0,9,-1.0,9
stoch,CAD_CHF,short,mid,2016-02-17 22:00:00,2016-02-17 22:00:00,0.725735,1.738926743232721,-1.135400662776353,True,38,-1.0,0.2,2,0.3,4,0.4,5,0.5,6,0.6,6,0.7,6,0.8,6,1.0,9,1.25,10,1.5,28
stoch,CAD_CHF,short,mid,2016-02-18 14:00:00,2016-02-18 14:00:00,0.7236100000000001,1.140116913807179,-1.0088307237323828,True,12,-1.0,0.2,1,0.3,2,0.4,2,0.5,2,0.6,5,0.7,5,0.8,5,1.0,6,-1.0,12,-1.0,12
stoch,CAD_CHF,short,mid,2016-02-22 14:00:00,2016-02-22 14:00:00,0.7295149999999999,2.248068922503294,-1.2679657032412022,True,24,-1.0,0.2,1,0.3,2,0.4,2,0.5,4,0.6,4,0.7,4,0.8,4,1.0,5,1.25,6,1.5,6
stoch,CAD_CHF,short,mid,2016-02-25 02:00:00,2016-02-25 02:00:00,0.7212149999999999,0.20867563763925934,-1.1924322150815216,True,2,-1.0,0.2,1,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2
stoch,CAD_CHF,short,mid,2016-02-25 14:00:00,2016-02-25 14:00:00,0.728795,0.07272278212666489,-1.0826089641119954,True,5,-1.0,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5
stoch,CAD_CHF,short,mid,2016-02-25 22:00:00,2016-02-25 22:00:00,0.729495,0.06305732047512519,-1.2707420887051963,True,4,-1.0,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4
stoch,CAD_CHF,short,mid,2016-02-26 10:00:00,2016-02-26 10:00:00,0.7364999999999999,0.2987101154107255,-1.3150033944331452,True,13,-1.0,0.2,1,-1.0,13,-1.0,13,-1.0,13,-1.0,13,-1.0,13,-1.0,13,-1.0,13,-1.0,13,-1.0,13
stoch,CAD_CHF,short,mid,2016-02-29 14:00:00,2016-02-29 14:00:00,0.73646,0.11405914781523188,-1.320506205360768,True,6,-1.0,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6
stoch,CAD_CHF,short,mid,2016-03-01 18:00:00,2016-03-01 18:00:00,0.74391,0.946351037087807,-1.0485139331370725,True,23,-1.0,0.2,1,0.3,1,0.4,4,0.5,5,0.6,10,0.7,10,0.8,10,-1.0,23,-1.0,23,-1.0,23
stoch,CAD_CHF,short,mid,2016-03-02 06:00:00,2016-03-02 06:00:00,0.741375,0.6076546956668331,-1.2726353060192177,True,18,-1.0,0.2,2,0.3,7,0.4,7,0.5,7,0.6,13,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18
stoch,CAD_CHF,short,mid,2016-03-04 18:00:00,2016-03-04 18:00:00,0.74565,0.863675987393567,-1.0635016428619348,True,17,-1.0,0.2,9,0.3,9,0.4,9,0.5,11,0.6,11,0.7,11,0.8,11,-1.0,17,-1.0,17,-1.0,17
stoch,CAD_CHF,short,mid,2016-03-07 22:00:00,2016-03-07 22:00:00,0.74727,1.0785927442557668,-1.6520133285157896,True,15,-1.0,0.2,1,0.3,1,0.4,2,0.5,2,0.6,2,0.7,4,0.8,4,1.0,4,-1.0,15,-1.0,15
stoch,CAD_CHF,short,mid,2016-03-09 22:00:00,2016-03-09 22:00:00,0.75189,0.2114671029006878,-1.027410924470333,True,3,-1.0,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3
stoch,CAD_CHF,short,mid,2016-03-17 01:00:00,2016-03-17 01:00:00,0.7461249999999999,2.8909365052772578,-0.7532249958117055,False,84,2.2972022114256982,0.2,2,0.3,2,0.4,3,0.5,3,0.6,3,0.7,14,0.8,14,1.0,27,1.25,27,1.5,32
stoch,CAD_CHF,short,mid,2016-03-17 09:00:00,2016-03-17 09:00:00,0.7442599999999999,2.6475962701206504,-0.5770832773493375,False,84,2.2875070539865,0.2,1,0.3,1,0.4,1,0.5,12,0.6,18,0.7,25,0.8,25,1.0,25,1.25,30,1.5,66
stoch,CAD_CHF,short,mid,2016-03-23 01:00:00,2016-03-23 01:00:00,0.74468,2.7642745877424053,-0.30482891980448,False,84,0.6613578986947527,0.2,3,0.3,3,0.4,3,0.5,3,0.6,3,0.7,3,0.8,3,1.0,3,1.25,8,1.5,9
stoch,CAD_CHF,short,mid,2016-03-23 09:00:00,2016-03-23 09:00:00,0.74334,2.5889902332714474,-0.3242123389027917,False,84,0.220625823983637,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,1,0.8,1,1.0,5,1.25,7,1.5,42
stoch,CAD_CHF,short,mid,2016-03-25 09:00:00,2016-03-25 09:00:00,0.7376750000000001,0.30365675941302156,-1.032297420950945,True,20,-1.0,0.2,2,0.3,3,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20
stoch,CAD_CHF,short,mid,2016-03-29 01:00:00,2016-03-29 01:00:00,0.73837,1.9333125668702753,-1.2480192857239572,True,63,-1.0,0.2,18,0.3,20,0.4,20,0.5,20,0.6,20,0.7,20,0.8,20,1.0,20,1.25,32,1.5,32
stoch,CAD_CHF,short,mid,2016-03-29 09:00:00,2016-03-29 09:00:00,0.7401549999999999,2.1698157818294828,-1.003843789476538,True,61,-1.0,0.2,1,0.3,1,0.4,16,0.5,16,0.6,18,0.7,18,0.8,18,1.0,18,1.25,18,1.5,30
stoch,CAD_CHF,short,mid,2016-03-30 21:00:00,2016-03-30 21:00:00,0.7434350000000001,2.6014379199257562,-1.300046406209,True,57,-1.0,0.2,3,0.3,3,0.4,4,0.5,4,0.6,4,0.7,5,0.8,5,1.0,9,1.25,9,1.5,9
stoch,CAD_CHF,short,mid,2016-03-31 13:00:00,2016-03-31 13:00:00,0.73898,2.014262902920246,-1.1644428807274854,True,48,-1.0,0.2,1,0.3,3,0.4,5,0.5,5,0.6,5,0.7,5,0.8,5,1.0,5,1.25,17,1.5,17
stoch,CAD_CHF,short,mid,2016-04-07 05:00:00,2016-04-07 05:00:00,0.73094,0.9364653733548692,-1.1847757681889042,True,14,-1.0,0.2,1,0.3,1,0.4,2,0.5,2,0.6,2,0.7,2,0.8,2,-1.0,14,-1.0,14,-1.0,14
stoch,CAD_CHF,short,mid,2016-04-08 13:00:00,2016-04-08 13:00:00,0.733985,0.3085894125901839,-1.1022023610836735,True,11,-1.0,0.2,3,0.3,3,-1.0,11,-1.0,11,-1.0,11,-1.0,11,-1.0,11,-1.0,11,-1.0,11,-1.0,11
stoch,CAD_CHF,short,mid,2016-04-10 21:00:00,2016-04-10 21:00:00,0.733455,0.23655166301954858,-1.1752595592094965,True,9,-1.0,0.2,1,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9
stoch,CAD_CHF,short,mid,2016-04-11 17:00:00,2016-04-11 17:00:00,0.739825,0.3034501402358566,-1.048896698543566,True,5,-1.0,0.2,3,0.3,3,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5
stoch,CAD_CHF,short,mid,2016-04-12 05:00:00,2016-04-12 05:00:00,0.739005,0.009472195722643984,-1.1610205614305558,True,2,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2
stoch,CAD_CHF,short,mid,2016-04-12 17:00:00,2016-04-12 17:00:00,0.7483299999999999,0.09420977376290653,-1.2320767575802176,True,5,-1.0,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5
stoch,CAD_CHF,short,mid,2016-04-13 09:00:00,2016-04-13 09:00:00,0.752075,1.1182395372802005,-1.0417843965030034,True,25,-1.0,0.2,5,0.3,12,0.4,13,0.5,13,0.6,15,0.7,15,0.8,15,1.0,15,-1.0,25,-1.0,25
stoch,CAD_CHF,short,mid,2016-04-15 05:00:00,2016-04-15 05:00:00,0.75389,1.3562986642613521,-1.8411174043958782,True,20,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,2,0.7,2,0.8,4,1.0,4,1.25,4,-1.0,20
stoch,CAD_CHF,short,mid,2016-04-17 21:00:00,2016-04-17 21:00:00,0.745555,0.25350242436841725,-1.0079739254649318,True,4,-1.0,0.2,2,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4
stoch,CAD_CHF,short,mid,2016-04-19 01:00:00,2016-04-19 01:00:00,0.75449,0.10139299394293087,-1.7601293589047078,True,9,-1.0,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9,-1.0,9
stoch,CAD_CHF,short,mid,2016-04-19 09:00:00,2016-04-19 09:00:00,0.75621,0.16529799923301342,-1.5286758969069425,True,7,-1.0,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7
stoch,CAD_CHF,short,mid,2016-04-19 21:00:00,2016-04-19 21:00:00,0.757525,0.265337777631109,-1.352430612851063,True,4,-1.0,0.2,1,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4,-1.0,4
stoch,CAD_CHF,short,mid,2016-04-20 17:00:00,2016-04-20 17:00:00,0.76834,3.415805502772217,-0.6989093370122578,False,84,1.6060598172683977,0.2,4,0.3,4,0.4,4,0.5,4,0.6,4,0.7,5,0.8,5,1.0,48,1.25,51,1.5,51
stoch,CAD_CHF,short,mid,2016-04-21 05:00:00,2016-04-21 05:00:00,0.7668699999999999,3.2306649106106744,-0.8919373557447928,False,84,1.7082425965287384,0.2,1,0.3,1,0.4,1,0.5,2,0.6,2,0.7,44,0.8,44,1.0,48,1.25,48,1.5,49
stoch,CAD_CHF,short,mid,2016-04-22 13:00:00,2016-04-22 13:00:00,0.76965,3.580198791658548,-0.5275125056844105,False,84,1.8326512050932298,0.2,4,0.3,5,0.4,30,0.5,30,0.6,30,0.7,30,0.8,31,1.0,36,1.25,40,1.5,40
stoch,CAD_CHF,short,mid,2016-04-24 21:00:00,2016-04-24 21:00:00,0.770945,3.7421605951137913,-0.3417883247183574,False,84,1.9398270953180887,0.2,2,0.3,2,0.4,2,0.5,21,0.6,28,0.7,28,0.8,28,1.0,29,1.25,34,1.5,38
stoch,CAD_CHF,short,mid,2016-04-26 21:00:00,2016-04-26 21:00:00,0.77198,3.8712142801626777,-0.207259255421115,False,84,1.856913391538626,0.2,2,0.3,4,0.4,4,0.5,5,0.6,5,0.7,16,0.8,16,1.0,16,1.25,22,1.5,26
stoch,CAD_CHF,short,mid,2016-04-27 09:00:00,2016-04-27 09:00:00,0.772335,3.9153994056983015,-0.16119947950046776,False,84,1.9997798882609095,0.2,1,0.3,1,0.4,1,0.5,1,0.6,2,0.7,6,0.8,13,1.0,13,1.25,14,1.5,19
stoch,CAD_CHF,short,mid,2016-05-05 13:00:00,2016-05-05 13:00:00,0.7538199999999999,1.0566182908386548,-1.0201374333395286,True,55,-1.0,0.2,1,0.3,4,0.4,4,0.5,4,0.6,5,0.7,5,0.8,11,1.0,12,-1.0,55,-1.0,55
stoch,CAD_CHF,short,mid,2016-05-06 09:00:00,2016-05-06 09:00:00,0.749015,0.42188741213461184,-1.0967737628752579,True,18,-1.0,0.2,6,0.3,7,0.4,7,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18
stoch,CAD_CHF,short,mid,2016-05-08 21:00:00,2016-05-08 21:00:00,0.752015,0.8191325970891546,-1.1755084672513183,True,37,-1.0,0.2,2,0.3,2,0.4,2,0.5,3,0.6,3,0.7,4,0.8,4,-1.0,37,-1.0,37,-1.0,37
stoch,CAD_CHF,short,mid,2016-05-10 21:00:00,2016-05-10 21:00:00,0.755355,0.5421291975296316,-1.2285614049023215,True,68,-1.0,0.2,1,0.3,1,0.4,4,0.5,56,-1.0,68,-1.0,68,-1.0,68,-1.0,68,-1.0,68,-1.0,68
stoch,CAD_CHF,short,mid,2016-05-11 17:00:00,2016-05-11 17:00:00,0.755495,0.5605596330882342,-1.209802844492664,True,63,-1.0,0.2,4,0.3,11,0.4,13,0.5,51,-1.0,63,-1.0,63,-1.0,63,-1.0,63,-1.0,63,-1.0,63
stoch,CAD_CHF,short,mid,2016-05-16 17:00:00,2016-05-16 17:00:00,0.75817,0.9114050938443817,-1.2226809290792264,True,46,-1.0,0.2,4,0.3,4,0.4,5,0.5,5,0.6,17,0.7,17,0.8,17,-1.0,46,-1.0,46,-1.0,46
stoch,CAD_CHF,short,mid,2016-05-17 05:00:00,2016-05-17 05:00:00,0.75847,0.9505979142220442,-1.182644007014125,True,43,-1.0,0.2,1,0.3,1,0.4,2,0.5,2,0.6,2,0.7,14,0.8,14,-1.0,43,-1.0,43,-1.0,43
stoch,CAD_CHF,short,mid,2016-05-18 17:00:00,2016-05-18 17:00:00,0.7578750000000001,0.8728352300841254,-1.2620814778162595,True,34,-1.0,0.2,2,0.3,3,0.4,3,0.5,4,0.6,5,0.7,5,0.8,21,-1.0,34,-1.0,34,-1.0,34
stoch,CAD_CHF,short,mid,2016-05-25 01:00:00,2016-05-25 01:00:00,0.7570049999999999,0.31637835945600445,-1.007919366450688,True,7,-1.0,0.2,2,0.3,3,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7,-1.0,7
stoch,CAD_CHF,short,mid,2016-05-25 21:00:00,2016-05-25 21:00:00,0.76004,1.5880743118783125,-0.9736329666859509,False,84,1.3913741382032412,0.2,20,0.3,21,0.4,21,0.5,23,0.6,27,0.7,28,0.8,28,1.0,33,1.25,78,1.5,83
stoch,CAD_CHF,short,mid,2016-05-26 05:00:00,2016-05-26 05:00:00,0.763225,1.998755281863147,-0.5522617838776199,False,84,1.546726063742678,0.2,3,0.3,6,0.4,6,0.5,6,0.6,18,0.7,19,0.8,19,1.0,25,1.25,26,1.5,75
stoch,CAD_CHF,short,mid,2016-05-26 13:00:00,2016-05-26 13:00:00,0.762065,2.2471836391908884,-0.2539153484282861,False,84,2.0319788994377066,0.2,4,0.3,4,0.4,5,0.5,16,0.6,17,0.7,19,0.8,23,1.0,24,1.25,29,1.5,74
stoch,CAD_CHF,short,mid,2016-06-01 05:00:00,2016-06-01 05:00:00,0.75806,2.579611112576823,-0.23283117431337957,False,84,0.8957074637891353,0.2,1,0.3,1,0.4,2,0.5,2,0.6,2,0.7,7,0.8,19,1.0,52,1.25,57,1.5,62
stoch,CAD_CHF,short,mid,2016-06-03 09:00:00,2016-06-03 09:00:00,0.756545,2.3845243838767183,-0.43354988797757715,False,84,0.5842349100185706,0.2,1,0.3,1,0.4,1,0.5,5,0.6,6,0.7,38,0.8,39,1.0,44,1.25,49,1.5,49
stoch,CAD_CHF,short,mid,2016-06-07 05:00:00,2016-06-07 05:00:00,0.75644,2.370974565067946,-0.44749087832477913,False,84,1.1554121939611786,0.2,2,0.3,8,0.4,23,0.5,27,0.6,27,0.7,27,0.8,28,1.0,33,1.25,38,1.5,38
stoch,CAD_CHF,short,mid,2016-06-07 21:00:00,2016-06-07 21:00:00,0.75715,2.462523938453429,-0.35329855378722835,False,84,1.068480486033148,0.2,4,0.3,4,0.4,4,0.5,19,0.6,23,0.7,23,0.8,23,1.0,27,1.25,34,1.5,34
stoch,CAD_CHF,short,mid,2016-06-08 09:00:00,2016-06-08 09:00:00,0.757925,2.5622587986937884,-0.25068443447570715,False,84,0.9077415311541331,0.2,1,0.3,1,0.4,1,0.5,1,0.6,16,0.7,20,0.8,20,1.0,21,1.25,26,1.5,31
stoch,CAD_CHF,short,mid,2016-06-09 21:00:00,2016-06-09 21:00:00,0.757385,2.492787683938819,-0.3221611201700588,False,84,0.047531968549669755,0.2,2,0.3,3,0.4,5,0.5,6,0.6,11,0.7,11,0.8,11,1.0,15,1.25,22,1.5,22
stoch,CAD_CHF,short,mid,2016-06-10 13:00:00,2016-06-10 13:00:00,0.754565,2.128378602241048,-0.40685693081444724,False,84,0.22065693479024823,0.2,3,0.3,7,0.4,7,0.5,8,0.6,11,0.7,11,0.8,13,1.0,18,1.25,18,1.5,21
stoch,CAD_CHF,short,mid,2016-06-17 01:00:00,2016-06-17 01:00:00,0.745465,0.2059117463596631,-1.0376073994084283,True,20,-1.0,0.2,1,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20,-1.0,20
stoch,CAD_CHF,short,mid,2016-06-17 13:00:00,2016-06-17 13:00:00,0.7456149999999999,0.20855267128477487,-1.0172810364598595,True,17,-1.0,0.2,1,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17
stoch,CAD_CHF,short,mid,2016-06-20 17:00:00,2016-06-20 17:00:00,0.75118,1.2061023988924104,-0.8812801192790154,False,84,-0.38872174445539687,0.2,5,0.3,5,0.4,5,0.5,5,0.6,12,0.7,13,0.8,20,1.0,20,-0.38872174445539687,84,-0.38872174445539687,84
stoch,CAD_CHF,short,mid,2016-06-21 05:00:00,2016-06-21 05:00:00,0.75127,1.2179376256206083,-0.8691948300877184,False,84,-0.14708427063506022,0.2,1,0.3,2,0.4,2,0.5,2,0.6,9,0.7,10,0.8,10,1.0,17,-0.14708427063506022,84,-0.14708427063506022,84
stoch,CAD_CHF,short,mid,2016-06-22 05:00:00,2016-06-22 05:00:00,0.750115,1.0658365717256715,-1.0025129480146546,True,34,-1.0,0.2,2,0.3,2,0.4,2,0.5,3,0.6,4,0.7,11,0.8,11,1.0,11,-1.0,34,-1.0,34
stoch,CAD_CHF,short,mid,2016-06-23 13:00:00,2016-06-23 13:00:00,0.750225,1.080342563897495,-1.009697090872732,True,41,-1.0,0.2,1,0.3,1,0.4,2,0.5,3,0.6,3,0.7,3,0.8,3,1.0,3,-1.0,41,-1.0,41
stoch,CAD_CHF,short,mid,2016-06-28 09:00:00,2016-06-28 09:00:00,0.751045,0.46468587101970804,-1.1736979808133934,True,61,-1.0,0.2,1,0.3,1,0.4,55,-1.0,61,-1.0,61,-1.0,61,-1.0,61,-1.0,61,-1.0,61,-1.0,61
stoch,CAD_CHF,short,mid,2016-06-28 21:00:00,2016-06-28 21:00:00,0.75204,0.596377852241913,-1.039838306473054,True,58,-1.0,0.2,10,0.3,10,0.4,10,0.5,52,-1.0,58,-1.0,58,-1.0,58,-1.0,58,-1.0,58,-1.0,58
stoch,CAD_CHF,short,mid,2016-06-29 09:00:00,2016-06-29 09:00:00,0.754045,0.8606913380501122,-1.0695648137710554,True,65,-1.0,0.2,1,0.3,7,0.4,7,0.5,7,0.6,7,0.7,30,0.8,49,-1.0,65,-1.0,65,-1.0,65
stoch,CAD_CHF,short,mid,2016-06-29 21:00:00,2016-06-29 21:00:00,0.7570250000000001,1.2509494402430683,-0.7265281859912088,False,84,0.0693504177537213,0.2,2,0.3,3,0.4,3,0.5,4,0.6,4,0.7,4,0.8,4,1.0,4,1.25,46,0.0693504177537213,84
stoch,CAD_CHF,short,mid,2016-07-04 09:00:00,2016-07-04 09:00:00,0.75634,1.1615146627178312,-0.8177539201946211,False,84,0.2743475156675635,0.2,2,0.3,3,0.4,5,0.5,5,0.6,6,0.7,6,0.8,7,1.0,12,0.2743475156675635,84,0.2743475156675635,84
stoch,CAD_CHF,short,mid,2016-07-07 09:00:00,2016-07-07 09:00:00,0.755365,1.4648547390996458,-0.9478861212791281,False,84,0.26212493297941925,0.2,1,0.3,1,0.4,2,0.5,2,0.6,7,0.7,13,0.8,13,1.0,13,1.25,73,0.26212493297941925,84
stoch,CAD_CHF,short,mid,2016-07-12 13:00:00,2016-07-12 13:00:00,0.7585949999999999,2.749820391645082,-0.5180629980424502,False,84,2.6041563680224744,0.2,2,0.3,3,0.4,3,0.5,5,0.6,5,0.7,6,0.8,45,1.0,46,1.25,48,1.5,53
stoch,CAD_CHF,short,mid,2016-07-13 21:00:00,2016-07-13 21:00:00,0.759115,3.1648696179103286,-0.44920730060663117,False,84,3.039723889002323,0.2,3,0.3,3,0.4,3,0.5,3,0.6,21,0.7,35,0.8,35,1.0,37,1.25,40,1.5,45
stoch,CAD_CHF,short,mid,2016-07-14 05:00:00,2016-07-14 05:00:00,0.758455,3.1175218041940465,-0.5366172020752722,False,84,2.7285732179232722,0.2,1,0.3,1,0.4,1,0.5,19,0.6,33,0.7,33,0.8,35,1.0,36,1.25,38,1.5,43
stoch,CAD_CHF,short,mid,2016-07-14 17:00:00,2016-07-14 17:00:00,0.76094,3.4339106894104696,-0.20829500354825098,False,84,2.1236891213499063,0.2,3,0.3,3,0.4,5,0.5,5,0.6,11,0.7,11,0.8,15,1.0,30,1.25,32,1.5,35
stoch,CAD_CHF,short,mid,2016-07-15 13:00:00,2016-07-15 13:00:00,0.758355,3.104746457793521,-0.3646049673306063,False,84,1.257986035563819,0.2,6,0.3,6,0.4,6,0.5,11,0.6,25,0.7,25,0.8,27,1.0,28,1.25,34,1.5,35
stoch,CAD_CHF,short,mid,2016-07-26 21:00:00,2016-07-26 21:00:00,0.753065,2.4240935377424377,-0.244998771686374,False,84,0.0644034711479035,0.2,4,0.3,5,0.4,5,0.5,5,0.6,5,0.7,5,0.8,6,1.0,9,1.25,10,1.5,14
stoch,CAD_CHF,short,mid,2016-07-27 09:00:00,2016-07-27 09:00:00,0.753385,2.465538867909518,-0.20241974554842584,False,84,0.4559421809566141,0.2,1,0.3,2,0.4,2,0.5,2,0.6,2,0.7,2,0.8,3,1.0,6,1.25,7,1.5,11
