strategy,pair,direction,entry_mode,signal_ts,entry_ts,entry_price,mfe_R,mae_R,sl_hit,bars_to_exit,max_hold_close_R,r_tp0.2,bars_tp0.2,r_tp0.3,bars_tp0.3,r_tp0.4,bars_tp0.4,r_tp0.5,bars_tp0.5,r_tp0.6,bars_tp0.6,r_tp0.7,bars_tp0.7,r_tp0.8,bars_tp0.8,r_tp1.0,bars_tp1.0,r_tp1.25,bars_tp1.25,r_tp1.5,bars_tp1.5
bb,CAD_CHF,short,mid,2024-06-11 21:00:00,2024-06-11 21:00:00,0.652845,1.4176412471566737,-0.957348222012876,False,84,-0.7046082914014866,0.2,3,0.3,3,0.4,3,0.5,3,0.6,14,0.7,14,0.8,16,1.0,26,1.25,27,-0.7046082914014866,84
bb,CAD_CHF,short,mid,2024-06-20 05:00:00,2024-06-20 05:00:00,0.6483399999999999,0.01850880710736611,-1.031094795940405,True,18,-1.0,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18,-1.0,18
bb,CAD_CHF,short,mid,2024-06-24 05:00:00,2024-06-24 05:00:00,0.65359,0.21649658042504424,-1.0977830138160007,True,38,-1.0,0.2,1,-1.0,38,-1.0,38,-1.0,38,-1.0,38,-1.0,38,-1.0,38,-1.0,38,-1.0,38,-1.0,38
bb,CAD_CHF,short,mid,2024-06-24 13:00:00,2024-06-24 13:00:00,0.654705,0.25431301120350647,-1.003505395559844,True,37,-1.0,0.2,2,-1.0,37,-1.0,37,-1.0,37,-1.0,37,-1.0,37,-1.0,37,-1.0,37,-1.0,37,-1.0,37
bb,CAD_CHF,short,mid,2024-06-25 05:00:00,2024-06-25 05:00:00,0.6547000000000001,0.251260119138556,-1.004276767985341,True,33,-1.0,0.2,1,-1.0,33,-1.0,33,-1.0,33,-1.0,33,-1.0,33,-1.0,33,-1.0,33,-1.0,33,-1.0,33
bb,CAD_CHF,short,mid,2024-06-26 05:00:00,2024-06-26 05:00:00,0.656185,0.3131738762696549,-1.0980135175293442,True,36,-1.0,0.2,1,0.3,4,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36
bb,CAD_CHF,short,mid,2024-06-27 05:00:00,2024-06-27 05:00:00,0.65599,0.25838808518421064,-1.1280659766154997,True,30,-1.0,0.2,2,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30
bb,CAD_CHF,short,mid,2024-06-28 13:00:00,2024-06-28 13:00:00,0.65703,1.8652116341719498,-0.9679923291173756,False,84,1.5143905148927705,0.2,32,0.3,64,0.4,66,0.5,70,0.6,76,0.7,76,0.8,76,1.0,76,1.25,77,1.5,78
bb,CAD_CHF,short,mid,2024-06-30 21:00:00,2024-06-30 21:00:00,0.657835,1.9853002652640936,-0.8444366748500786,False,84,1.520898097547257,0.2,30,0.3,30,0.4,62,0.5,64,0.6,68,0.7,72,0.8,74,1.0,74,1.25,74,1.5,75
bb,CAD_CHF,short,mid,2024-07-02 09:00:00,2024-07-02 09:00:00,0.65905,2.1659965101282026,-0.658523632501307,False,84,1.9126014718154896,0.2,20,0.3,20,0.4,21,0.5,21,0.6,53,0.7,55,0.8,59,1.0,65,1.25,65,1.5,66
bb,CAD_CHF,short,mid,2024-07-04 05:00:00,2024-07-04 05:00:00,0.661675,2.5956851928816858,-0.018135791740659372,False,84,2.579816375108607,0.2,5,0.3,7,0.4,7,0.5,8,0.6,9,0.7,9,0.8,10,1.0,42,1.25,52,1.5,54
bb,CAD_CHF,short,mid,2024-07-10 09:00:00,2024-07-10 09:00:00,0.65933,3.810686606100128,-0.2510123913669871,False,84,3.034140718608264,0.2,6,0.3,6,0.4,6,0.5,7,0.6,7,0.7,19,0.8,23,1.0,29,1.25,29,1.5,29
bb,CAD_CHF,short,mid,2024-07-19 01:00:00,2024-07-19 01:00:00,0.648845,6.598648367483771,-0.033135802849673796,False,84,3.5717313071689127,0.2,1,0.3,3,0.4,7,0.5,8,0.6,19,0.7,20,0.8,20,1.0,20,1.25,21,1.5,24
bb,CAD_CHF,short,mid,2024-07-23 09:00:00,2024-07-23 09:00:00,0.6478999999999999,6.46241703966658,-0.03627102947987279,False,84,2.3429541595925207,0.2,2,0.3,4,0.4,5,0.5,5,0.6,6,0.7,6,0.8,6,1.0,7,1.25,10,1.5,11
bb,CAD_CHF,short,mid,2024-07-30 01:00:00,2024-07-30 01:00:00,0.64054,5.3876416773347335,-0.08976800824306097,False,84,1.3012458238361515,0.2,2,0.3,3,0.4,3,0.5,4,0.6,5,0.7,6,0.8,8,1.0,13,1.25,15,1.5,15
bb,CAD_CHF,short,mid,2024-08-07 01:00:00,2024-08-07 01:00:00,0.62364,0.5026938618433507,-1.2194535308832093,True,3,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3,-1.0,3
bb,CAD_CHF,short,mid,2024-08-08 13:00:00,2024-08-08 13:00:00,0.63044,0.3854450859717099,-1.0595774379798286,True,30,-1.0,0.2,5,0.3,5,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30,-1.0,30
bb,CAD_CHF,short,mid,2024-08-12 01:00:00,2024-08-12 01:00:00,0.631195,1.1525756699593583,-0.9386956487298079,False,84,0.4356815247269148,0.2,4,0.3,4,0.4,39,0.5,39,0.6,40,0.7,41,0.8,41,1.0,76,0.4356815247269148,84,0.4356815247269148,84
bb,CAD_CHF,short,mid,2024-08-15 05:00:00,2024-08-15 05:00:00,0.6318699999999999,1.2581701932359328,-0.8308671087407346,False,84,0.9606406381059235,0.2,12,0.3,20,0.4,20,0.5,20,0.6,20,0.7,21,0.8,22,1.0,27,1.25,58,0.9606406381059235,84
bb,CAD_CHF,short,mid,2024-08-23 09:00:00,2024-08-23 09:00:00,0.627535,1.2915614268526874,-0.7433848311249605,False,84,-0.04700933015689079,0.2,3,0.3,14,0.4,19,0.5,20,0.6,59,0.7,59,0.8,60,1.0,61,1.25,77,-0.04700933015689079,84
bb,CAD_CHF,short,mid,2024-08-26 13:00:00,2024-08-26 13:00:00,0.62902,1.5245938125973837,-0.5055483132491732,False,84,0.8203236781024505,0.2,2,0.3,5,0.4,6,0.5,6,0.6,7,0.7,13,0.8,14,1.0,52,1.25,54,1.5,70
bb,CAD_CHF,short,mid,2024-08-29 09:00:00,2024-08-29 09:00:00,0.62864,1.4650674471875818,-0.5663018579791285,False,84,1.1421481292949758,0.2,19,0.3,19,0.4,19,0.5,23,0.6,30,0.7,30,0.8,35,1.0,36,1.25,37,1.1421481292949758,84
bb,CAD_CHF,short,mid,2024-09-02 21:00:00,2024-09-02 21:00:00,0.63159,1.9474659193463952,-0.06333222501940569,False,84,0.6610300986399249,0.2,1,0.3,2,0.4,3,0.5,3,0.6,4,0.7,4,0.8,4,1.0,15,1.25,20,1.5,21
bb,CAD_CHF,short,mid,2024-09-11 17:00:00,2024-09-11 17:00:00,0.6277550000000001,1.3484560059258952,-0.7789663164769659,False,84,0.030266584893809775,0.2,6,0.3,7,0.4,9,0.5,9,0.6,10,0.7,10,0.8,11,1.0,15,1.25,30,0.030266584893809775,84
bb,CAD_CHF,short,mid,2024-09-17 17:00:00,2024-09-17 17:00:00,0.6230450000000001,0.6026851993034315,-1.0055453458417878,True,23,-1.0,0.2,2,0.3,3,0.4,4,0.5,6,0.6,6,-1.0,23,-1.0,23,-1.0,23,-1.0,23,-1.0,23
bb,CAD_CHF,short,mid,2024-09-18 21:00:00,2024-09-18 21:00:00,0.62338,0.08742660977253386,-1.1606082967050664,True,26,-1.0,-1.0,26,-1.0,26,-1.0,26,-1.0,26,-1.0,26,-1.0,26,-1.0,26,-1.0,26,-1.0,26,-1.0,26
bb,CAD_CHF,short,mid,2024-09-22 21:00:00,2024-09-22 21:00:00,0.6274150000000001,0.9594925208992526,-0.969852489978709,False,84,0.7100563422933964,0.2,5,0.3,6,0.4,27,0.5,27,0.6,28,0.7,28,0.8,29,0.7100563422933964,84,0.7100563422933964,84,0.7100563422933964,84
bb,CAD_CHF,short,mid,2024-09-25 05:00:00,2024-09-25 05:00:00,0.630435,1.433930540023951,-0.48617224614750204,False,84,1.0167582700833484,0.2,6,0.3,6,0.4,6,0.5,12,0.6,12,0.7,12,0.8,13,1.0,13,1.25,15,1.0167582700833484,84
bb,CAD_CHF,short,mid,2024-10-01 09:00:00,2024-10-01 09:00:00,0.6270150000000001,0.45373715142382703,-1.0342655279379087,True,19,-1.0,0.2,1,0.3,1,0.4,1,-1.0,19,-1.0,19,-1.0,19,-1.0,19,-1.0,19,-1.0,19,-1.0,19
bb,CAD_CHF,short,mid,2024-10-01 17:00:00,2024-10-01 17:00:00,0.6275649999999999,0.9321743564411563,-0.9457187701672426,False,84,0.2103367778636468,0.2,24,0.3,27,0.4,40,0.5,40,0.6,40,0.7,40,0.8,41,0.2103367778636468,84,0.2103367778636468,84,0.2103367778636468,84
bb,CAD_CHF,short,mid,2024-10-02 09:00:00,2024-10-02 09:00:00,0.63034,1.3683091664815892,-0.501316749690637,False,84,0.6789986356569436,0.2,2,0.3,4,0.4,6,0.5,6,0.6,20,0.7,23,0.8,36,1.0,36,1.25,37,0.6789986356569436,84
bb,CAD_CHF,short,mid,2024-10-04 09:00:00,2024-10-04 09:00:00,0.6331100000000001,1.799845208573547,-0.061600669709827416,False,84,1.0314163415520385,0.2,2,0.3,5,0.4,6,0.5,6,0.6,6,0.7,6,0.8,7,1.0,8,1.25,24,1.5,24
bb,CAD_CHF,short,mid,2024-10-14 09:00:00,2024-10-14 09:00:00,0.62565,1.002956924798215,-0.673699352673215,False,84,0.5578198673379676,0.2,4,0.3,6,0.4,6,0.5,6,0.6,76,0.7,79,0.8,79,1.0,81,0.5578198673379676,84,0.5578198673379676,84
bb,CAD_CHF,short,mid,2024-10-16 13:00:00,2024-10-16 13:00:00,0.6281,1.3891100143289299,-0.2810062092023598,False,84,0.7777423977073783,0.2,5,0.3,5,0.4,17,0.5,17,0.6,42,0.7,43,0.8,47,1.0,63,1.25,66,0.7777423977073783,84
bb,CAD_CHF,short,mid,2024-10-22 21:00:00,2024-10-22 21:00:00,0.626915,1.2027148816027569,-0.972221114505159,False,84,-0.9315457438408562,0.2,4,0.3,10,0.4,16,0.5,17,0.6,21,0.7,21,0.8,37,1.0,40,-0.9315457438408562,84,-0.9315457438408562,84
bb,CAD_CHF,short,mid,2024-11-05 14:00:00,2024-11-05 14:00:00,0.623215,0.07381080365524202,-1.2090530555265788,True,5,-1.0,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5,-1.0,5
bb,CAD_CHF,short,mid,2024-11-11 06:00:00,2024-11-11 06:00:00,0.6307050000000001,0.33533902537637966,-1.4467936674039317,True,55,-1.0,0.2,27,0.3,30,-1.0,55,-1.0,55,-1.0,55,-1.0,55,-1.0,55,-1.0,55,-1.0,55,-1.0,55
bb,CAD_CHF,short,mid,2024-11-11 14:00:00,2024-11-11 14:00:00,0.632175,0.5670898089927713,-1.2108988808478585,True,53,-1.0,0.2,5,0.3,24,0.4,24,0.5,28,-1.0,53,-1.0,53,-1.0,53,-1.0,53,-1.0,53,-1.0,53
bb,CAD_CHF,short,mid,2024-11-13 14:00:00,2024-11-13 14:00:00,0.6330199999999999,0.6998199109032838,-1.0757953935104965,True,41,-1.0,0.2,10,0.3,10,0.4,12,0.5,12,0.6,13,-1.0,41,-1.0,41,-1.0,41,-1.0,41,-1.0,41
bb,CAD_CHF,short,mid,2024-11-13 22:00:00,2024-11-13 22:00:00,0.63322,0.7311834749376229,-1.0438710084962564,True,39,-1.0,0.2,8,0.3,8,0.4,10,0.5,10,0.6,11,0.7,14,-1.0,39,-1.0,39,-1.0,39,-1.0,39
bb,CAD_CHF,short,mid,2024-11-14 06:00:00,2024-11-14 06:00:00,0.635115,1.3328294875731312,-0.8833045983798254,False,84,0.717980208308736,0.2,2,0.3,2,0.4,2,0.5,6,0.6,6,0.7,8,0.8,8,1.0,12,1.25,46,0.717980208308736,84
bb,CAD_CHF,short,mid,2024-11-19 14:00:00,2024-11-19 14:00:00,0.63186,0.1859589149495214,-1.2613553635299106,True,17,-1.0,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17
bb,CAD_CHF,short,mid,2024-11-20 02:00:00,2024-11-20 02:00:00,0.6329849999999999,0.36335774149466094,-1.081384235013489,True,14,-1.0,0.2,3,0.3,3,-1.0,14,-1.0,14,-1.0,14,-1.0,14,-1.0,14,-1.0,14,-1.0,14,-1.0,14
bb,CAD_CHF,short,mid,2024-11-21 14:00:00,2024-11-21 14:00:00,0.634865,2.5328219385223782,-0.9230308805809136,False,84,1.5735628834476643,0.2,12,0.3,14,0.4,14,0.5,14,0.6,14,0.7,14,0.8,14,1.0,14,1.25,16,1.5,65
bb,CAD_CHF,short,mid,2024-11-22 10:00:00,2024-11-22 10:00:00,0.6391450000000001,3.1855056364362007,-0.24720525076468147,False,84,1.8540393807352327,0.2,5,0.3,5,0.4,6,0.5,6,0.6,6,0.7,7,0.8,7,1.0,9,1.25,9,1.5,9
bb,CAD_CHF,short,mid,2024-11-28 06:00:00,2024-11-28 06:00:00,0.6316299999999999,2.0336272817946863,-0.17256938397479954,False,84,1.2507322324778496,0.2,2,0.3,4,0.4,4,0.5,6,0.6,7,0.7,8,0.8,32,1.0,37,1.25,37,1.5,37
bb,CAD_CHF,short,mid,2024-12-02 06:00:00,2024-12-02 06:00:00,0.63149,2.0119083437584036,-0.1947774311548799,False,84,1.4489540610302576,0.2,2,0.3,7,0.4,7,0.5,14,0.6,14,0.7,20,0.8,20,1.0,25,1.25,25,1.5,25
bb,CAD_CHF,short,mid,2024-12-10 14:00:00,2024-12-10 14:00:00,0.6231599999999999,0.3915527312407722,-1.2452660632903243,True,78,-1.0,0.2,5,0.3,5,-1.0,78,-1.0,78,-1.0,78,-1.0,78,-1.0,78,-1.0,78,-1.0,78,-1.0,78
bb,CAD_CHF,short,mid,2024-12-12 06:00:00,2024-12-12 06:00:00,0.62722,1.0363189949300082,-1.0969037977105212,True,80,-1.0,0.2,2,0.3,20,0.4,20,0.5,20,0.6,20,0.7,23,0.8,35,1.0,37,-1.0,80,-1.0,80
bb,CAD_CHF,short,mid,2024-12-13 06:00:00,2024-12-13 06:00:00,0.628915,1.303037771399968,-0.8443112344275563,False,84,-0.22022053854655846,0.2,1,0.3,1,0.4,5,0.5,6,0.6,14,0.7,14,0.8,14,1.0,18,1.25,31,-0.22022053854655846,84
bb,CAD_CHF,short,mid,2024-12-17 06:00:00,2024-12-17 06:00:00,0.62854,1.244153116746755,-1.0611894231075298,True,84,-1.0,0.2,1,0.3,2,0.4,2,0.5,2,0.6,2,0.7,2,0.8,2,1.0,17,-1.0,84,-1.0,84
bb,CAD_CHF,short,mid,2024-12-19 14:00:00,2024-12-19 14:00:00,0.62561,0.7816371221687747,-1.3570754943175485,True,48,-1.0,0.2,1,0.3,2,0.4,2,0.5,3,0.6,5,0.7,5,-1.0,48,-1.0,48,-1.0,48,-1.0,48
bb,CAD_CHF,short,mid,2024-12-23 14:00:00,2024-12-23 14:00:00,0.625545,0.3532919294375348,-1.367607446306806,True,36,-1.0,0.2,5,0.3,13,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36,-1.0,36
bb,CAD_CHF,short,mid,2024-12-29 22:00:00,2024-12-29 22:00:00,0.6263,0.02953855979562353,-1.24540954813987,True,16,-1.0,-1.0,16,-1.0,16,-1.0,16,-1.0,16,-1.0,16,-1.0,16,-1.0,16,-1.0,16,-1.0,16,-1.0,16
bb,CAD_CHF,short,mid,2024-12-30 10:00:00,2024-12-30 10:00:00,0.6288050000000001,0.2441138349726969,-1.018598770684076,True,35,-1.0,0.2,1,-1.0,35,-1.0,35,-1.0,35,-1.0,35,-1.0,35,-1.0,35,-1.0,35,-1.0,35,-1.0,35
bb,CAD_CHF,short,mid,2025-01-02 14:00:00,2025-01-02 14:00:00,0.6335500000000001,1.2003788177728711,-0.803409359955787,False,84,0.37960697656064585,0.2,4,0.3,4,0.4,5,0.5,6,0.6,6,0.7,6,0.8,7,1.0,74,0.37960697656064585,84,0.37960697656064585,84
bb,CAD_CHF,short,mid,2025-01-07 10:00:00,2025-01-07 10:00:00,0.63332,1.4021347817848708,-0.8400176845828268,False,84,1.1708141224025792,0.2,45,0.3,50,0.4,57,0.5,57,0.6,57,0.7,57,0.8,57,1.0,57,1.25,84,1.1708141224025792,84
bb,CAD_CHF,short,mid,2025-01-08 06:00:00,2025-01-08 06:00:00,0.634845,1.6389827438193414,-0.5977837109845642,False,84,0.8986445510321268,0.2,1,0.3,1,0.4,2,0.5,42,0.6,48,0.7,52,0.8,52,1.0,52,1.25,52,1.5,79
bb,CAD_CHF,short,mid,2025-01-10 10:00:00,2025-01-10 10:00:00,0.63644,1.885488027151015,-0.3456728049776826,False,84,1.1218653761548585,0.2,1,0.3,18,0.4,23,0.5,25,0.6,26,0.7,27,0.8,32,1.0,39,1.25,39,1.5,39
bb,CAD_CHF,short,mid,2025-01-13 14:00:00,2025-01-13 14:00:00,0.63732,2.1778698299127712,-0.20711730370928177,False,84,1.0653988577166882,0.2,4,0.3,7,0.4,11,0.5,11,0.6,18,0.7,18,0.8,20,1.0,28,1.25,32,1.5,32
bb,CAD_CHF,short,mid,2025-01-20 10:00:00,2025-01-20 10:00:00,0.635055,2.4619914810528325,-0.18659801119588068,False,84,-0.08345733834077902,0.2,1,0.3,1,0.4,3,0.5,3,0.6,3,0.7,3,0.8,3,1.0,3,1.25,3,1.5,30
bb,CAD_CHF,short,mid,2025-01-24 10:00:00,2025-01-24 10:00:00,0.63274,2.1051300692227333,-1.1094604418876703,True,74,-1.0,0.2,1,0.3,1,0.4,3,0.5,5,0.6,5,0.7,5,0.8,5,1.0,6,1.25,6,1.5,33
bb,CAD_CHF,short,mid,2025-01-30 06:00:00,2025-01-30 06:00:00,0.6299349999999999,1.6692198401422,-1.1501186630366824,True,38,-1.0,0.2,3,0.3,3,0.4,3,0.5,3,0.6,3,0.7,3,0.8,3,1.0,3,1.25,10,1.5,10
bb,CAD_CHF,short,mid,2025-01-30 14:00:00,2025-01-30 14:00:00,0.6305000000000001,1.7573354480570929,-1.0594766058683607,True,36,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,1,0.8,1,1.0,1,1.25,8,1.5,8
bb,CAD_CHF,short,mid,2025-01-31 14:00:00,2025-01-31 14:00:00,0.63053,1.7620097378395996,-1.0546682949265045,True,30,-1.0,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,1,0.8,2,1.0,2,1.25,2,1.5,2
bb,CAD_CHF,short,mid,2025-02-06 22:00:00,2025-02-06 22:00:00,0.633085,0.10267183711506804,-1.0543607888356203,True,17,-1.0,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17,-1.0,17
bb,CAD_CHF,short,mid,2025-02-07 10:00:00,2025-02-07 10:00:00,0.6355850000000001,2.136614300211622,-0.6678886380263708,False,84,1.828236978531586,0.2,3,0.3,3,0.4,57,0.5,59,0.6,61,0.7,62,0.8,62,1.0,68,1.25,72,1.5,73
bb,CAD_CHF,short,mid,2025-02-11 10:00:00,2025-02-11 10:00:00,0.638265,2.5475311978566797,-0.2451959609253253,False,84,2.16837833815106,0.2,5,0.3,5,0.4,11,0.5,11,0.6,12,0.7,19,0.8,45,1.0,49,1.25,50,1.5,56
bb,CAD_CHF,short,mid,2025-02-18 02:00:00,2025-02-18 02:00:00,0.63588,4.336510033339611,-0.2987985154431675,False,84,3.8018179530729173,0.2,1,0.3,15,0.4,15,0.5,19,0.6,21,0.7,21,0.8,22,1.0,28,1.25,32,1.5,32
bb,CAD_CHF,short,mid,2025-02-18 14:00:00,2025-02-18 14:00:00,0.63651,4.5450974847213645,-0.19952553769775666,False,84,4.0305729682172995,0.2,6,0.3,8,0.4,12,0.5,12,0.6,16,0.7,18,0.8,18,1.0,24,1.25,26,1.5,29
bb,CAD_CHF,short,mid,2025-02-27 02:00:00,2025-02-27 02:00:00,0.6250100000000001,3.1279499528007477,-0.3087950592790477,False,84,1.9119694084894734,0.2,2,0.3,3,0.4,4,0.5,16,0.6,16,0.7,16,0.8,16,1.0,16,1.25,16,1.5,20
bb,CAD_CHF,short,mid,2025-03-05 14:00:00,2025-03-05 14:00:00,0.6204799999999999,2.420706549767905,-0.4117779783393632,False,84,0.6494971634863286,0.2,4,0.3,4,0.4,4,0.5,5,0.6,5,0.7,5,0.8,6,1.0,10,1.25,11,1.5,12
bb,CAD_CHF,short,mid,2025-03-11 21:00:00,2025-03-11 21:00:00,0.6124,0.5298824297844618,-1.081809274983648,True,52,-1.0,0.2,2,0.3,2,0.4,2,0.5,2,-1.0,52,-1.0,52,-1.0,52,-1.0,52,-1.0,52,-1.0,52
bb,CAD_CHF,short,mid,2025-03-12 09:00:00,2025-03-12 09:00:00,0.6138250000000001,0.5653077017065251,-1.0646356860668669,True,59,-1.0,0.2,1,0.3,5,0.4,5,0.5,8,-1.0,59,-1.0,59,-1.0,59,-1.0,59,-1.0,59,-1.0,59
bb,CAD_CHF,short,mid,2025-03-14 09:00:00,2025-03-14 09:00:00,0.61444,0.5858993555106938,-1.090423800533817,True,49,-1.0,0.2,13,0.3,13,0.4,14,0.5,22,-1.0,49,-1.0,49,-1.0,49,-1.0,49,-1.0,49,-1.0,49
bb,CAD_CHF,short,mid,2025-03-20 13:00:00,2025-03-20 13:00:00,0.6153150000000001,4.248230581084458,-0.9466695919975817,False,84,3.499833418655469,0.2,5,0.3,5,0.4,42,0.5,58,0.6,59,0.7,59,0.8,59,1.0,59,1.25,63,1.5,63
bb,CAD_CHF,short,mid,2025-03-25 17:00:00,2025-03-25 17:00:00,0.6182000000000001,5.680200582335796,-0.4755742478162298,False,84,5.00727919767065,0.2,11,0.3,11,0.4,11,0.5,15,0.6,19,0.7,20,0.8,21,1.0,40,1.25,40,1.5,40
bb,CAD_CHF,short,mid,2025-04-01 13:00:00,2025-04-01 13:00:00,0.61678,5.499529816141858,-0.6801452705989204,False,84,5.434676870196778,0.2,7,0.3,7,0.4,10,0.5,10,0.6,10,0.7,10,0.8,11,1.0,11,1.25,11,1.5,15
bb,CAD_CHF,short,mid,2025-04-09 17:00:00,2025-04-09 17:00:00,0.609415,4.373866741054947,-0.07384130682703066,False,84,2.2562621530484144,0.2,1,0.3,1,0.4,1,0.5,1,0.6,1,0.7,1,0.8,1,1.0,3,1.25,3,1.5,3
bb,CAD_CHF,short,mid,2025-04-14 05:00:00,2025-04-14 05:00:00,0.5903849999999999,1.291530103237707,-1.3186310627810827,True,40,-1.0,0.2,1,0.3,2,0.4,2,0.5,2,0.6,2,0.7,2,0.8,2,1.0,12,1.25,30,-1.0,40
bb,CAD_CHF,short,mid,2025-04-17 09:00:00,2025-04-17 09:00:00,0.589635,1.1659755611522522,-1.4475056602813738,True,21,-1.0,0.2,1,0.3,9,0.4,9,0.5,10,0.6,10,0.7,10,0.8,10,1.0,11,-1.0,21,-1.0,21
bb,CAD_CHF,short,mid,2025-04-22 13:00:00,2025-04-22 13:00:00,0.59234,0.3199176148833394,-1.001958334740183,True,6,-1.0,0.2,1,0.3,1,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6,-1.0,6
bb,CAD_CHF,short,mid,2025-04-24 21:00:00,2025-04-24 21:00:00,0.59926,1.1839602176016997,-1.0980208924340042,True,68,-1.0,0.2,2,0.3,3,0.4,3,0.5,5,0.6,10,0.7,10,0.8,10,1.0,10,-1.0,68,-1.0,68
bb,CAD_CHF,short,mid,2025-04-30 17:00:00,2025-04-30 17:00:00,0.59899,0.9632882018063841,-1.1435917127164112,True,45,-1.0,0.2,9,0.3,9,0.4,10,0.5,10,0.6,10,0.7,10,0.8,19,-1.0,45,-1.0,45,-1.0,45
bb,CAD_CHF,short,mid,2025-05-06 13:00:00,2025-05-06 13:00:00,0.5980700000000001,0.81094186299264,-1.2991790258665148,True,22,-1.0,0.2,1,0.3,1,0.4,5,0.5,6,0.6,7,0.7,7,0.8,11,-1.0,22,-1.0,22,-1.0,22
bb,CAD_CHF,short,mid,2025-05-06 21:00:00,2025-05-06 21:00:00,0.6000749999999999,1.4439861683956046,-0.9923759530058817,False,84,0.4574428196475252,0.2,1,0.3,1,0.4,2,0.5,2,0.6,3,0.7,3,0.8,3,1.0,5,1.25,61,0.4574428196475252,84
bb,CAD_CHF,short,mid,2025-05-12 01:00:00,2025-05-12 01:00:00,0.5989599999999999,0.053425938293020205,-1.148657673300398,True,1,-1.0,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1,-1.0,1
bb,CAD_CHF,short,mid,2025-05-22 13:00:00,2025-05-22 13:00:00,0.598125,0.6913270637408512,-0.7306165099268462,False,84,-0.4497387669801376,0.2,5,0.3,5,0.4,5,0.5,5,0.6,5,-0.4497387669801376,84,-0.4497387669801376,84,-0.4497387669801376,84,-0.4497387669801376,84,-0.4497387669801376,84
bb,CAD_CHF,short,mid,2025-05-25 21:00:00,2025-05-25 21:00:00,0.599,1.2095158597662579,-0.5834724540901496,False,84,1.1268781302170245,0.2,4,0.3,4,0.4,7,0.5,22,0.6,24,0.7,25,0.8,25,1.0,84,1.1268781302170245,84,1.1268781302170245,84
bb,CAD_CHF,short,mid,2025-05-26 09:00:00,2025-05-26 09:00:00,0.599515,1.3769463649783458,-0.4970684636747959,False,84,0.4044936323528162,0.2,1,0.3,1,0.4,3,0.5,4,0.6,19,0.7,21,0.8,22,1.0,81,1.25,81,0.4044936323528162,84
bb,CAD_CHF,short,mid,2025-05-27 13:00:00,2025-05-27 13:00:00,0.6003149999999999,1.5083747699124608,-0.36314268342454986,False,84,0.24320565036687677,0.2,1,0.3,1,0.4,4,0.5,6,0.6,6,0.7,12,0.8,14,1.0,15,1.25,74,1.5,75
bb,CAD_CHF,short,mid,2025-05-28 21:00:00,2025-05-28 21:00:00,0.60192,1.7709994683678891,-0.0955276448697488,False,84,0.7683745348219013,0.2,2,0.3,2,0.4,3,0.5,3,0.6,3,0.7,3,0.8,4,1.0,4,1.25,7,1.5,66
bb,CAD_CHF,short,mid,2025-06-01 21:00:00,2025-06-01 21:00:00,0.5990899999999999,1.3069822564222178,-0.5683620157238629,False,84,0.5174514680598691,0.2,2,0.3,2,0.4,3,0.5,3,0.6,4,0.7,54,0.8,54,1.0,54,1.25,55,0.5174514680598691,84
bb,CAD_CHF,short,mid,2025-06-03 09:00:00,2025-06-03 09:00:00,0.59953,1.3794138742014492,-0.49455406735275587,False,84,0.9674244825112992,0.2,7,0.3,8,0.4,41,0.5,41,0.6,41,0.7,42,0.8,45,1.0,45,1.25,45,0.9674244825112992,84
bb,CAD_CHF,short,mid,2025-06-06 09:00:00,2025-06-06 09:00:00,0.6021650000000001,3.1204071973628684,-0.0548022551958254,False,84,2.784120631388417,0.2,1,0.3,1,0.4,2,0.5,5,0.6,21,0.7,22,0.8,22,1.0,23,1.25,27,1.5,27
bb,CAD_CHF,short,mid,2025-06-10 13:00:00,2025-06-10 13:00:00,0.60097,3.2131387590062594,-0.2263008136845477,False,84,3.0167895236035007,0.2,5,0.3,8,0.4,8,0.5,9,0.6,9,0.7,10,0.8,10,1.0,11,1.25,14,1.5,14
