status,pnl_pct,days_held,symbol,score_date
stopped_out,-3.0000000000000027,1,ZXZZT,2026-02-12
time_loss,0.0,13,TCBC,2026-02-12
time_loss,0.0,13,TFINP,2026-02-12
time_loss,0.0,13,UMBFP,2026-02-12
success,5.000000000000004,5,LIN,2026-02-13
success,10.689867359496796,1,MSGS,2026-02-13
time_profit,0.21390374331551332,13,ET,2026-02-13
success,5.000000000000004,1,LPG,2026-02-13
success,5.000000000000004,1,INSW,2026-02-13
success,5.000000000000004,1,FET,2026-02-13
success,7.052268131956718,1,FRO,2026-02-13
stopped_out,-3.0000000000000027,7,HTO,2026-02-13
success,5.05093987659635,10,MLPX,2026-02-13
success,5.000000000000004,9,KMI,2026-02-13
success,5.000000000000004,9,PAA,2026-02-17
success,5.003679175864595,4,CMBT,2026-02-17
stopped_out,-2.9999999999999916,1,WT,2026-02-17
stopped_out,-3.0000000000000027,4,RTX,2026-02-17
success,5.000000000000004,4,SBLK,2026-02-17
success,5.000000000000004,5,PSTL,2026-02-17
stopped_out,-4.129793510324486,12,AQN,2026-02-17
stopped_out,-3.0000000000000027,2,BLBD,2026-02-17
success,5.000000000000004,5,ASO,2026-02-17
stopped_out,-3.0000000000000138,5,BWMX,2026-02-17
stopped_out,-3.0000000000000027,4,PR,2026-02-18
success,5.000000000000004,3,ADI,2026-02-18
stopped_out,-3.0000000000000027,4,CVE,2026-02-18
stopped_out,-3.0000000000000027,10,CHD,2026-02-18
stopped_out,-3.0000000000000027,12,XES,2026-02-18
success,5.000000000000004,0,ESI,2026-02-18
stopped_out,-3.0000000000000027,3,APA,2026-02-18
stopped_out,-3.0000000000000027,8,WFRD,2026-02-18
stopped_out,-3.0000000000000027,2,MTB,2026-02-18
stopped_out,-3.0000000000000027,3,FANG,2026-02-18
stopped_out,-3.0000000000000027,2,LHX,2026-02-19
stopped_out,-2.9999999999999916,0,NTR,2026-02-19
stopped_out,-3.0000000000000027,3,HII,2026-02-19
stopped_out,-3.0000000000000027,4,WHD,2026-02-19
stopped_out,-3.2367447595560983,6,ATS,2026-02-19
success,5.000000000000004,6,CTVA,2026-02-19
stopped_out,-4.522184300341303,7,AXIA,2026-02-19
time_profit,3.9590800504541557,13,SU,2026-02-19
stopped_out,-3.0000000000000138,4,VTOL,2026-02-19
stopped_out,-3.0000000000000027,3,CHRD,2026-02-19
success,5.000000000000004,5,KDEF,2026-02-20
stopped_out,-3.0000000000000027,0,XPO,2026-02-20
success,5.000000000000004,1,MAMA,2026-02-20
stopped_out,-3.0000000000000027,0,OCS,2026-02-20
success,5.000000000000004,7,KMT,2026-02-20
stopped_out,-3.0000000000000027,6,DBMF,2026-02-20
stopped_out,-3.0000000000000027,0,XP,2026-02-20
success,5.000000000000004,1,FCX,2026-02-20
success,5.000000000000004,2,TER,2026-02-20
success,5.9370043054611354,4,E,2026-02-20
stopped_out,-3.0000000000000027,6,MDLZ,2026-02-23
stopped_out,-3.0000000000000027,0,BOOM,2026-02-23
stopped_out,-5.591054313099031,2,ACAD,2026-02-23
success,12.447611284936766,2,PRMB,2026-02-23
success,5.009559633813465,2,OUT,2026-02-23
success,5.000000000000004,4,BCPC,2026-02-23
success,5.936710543810664,4,XOM,2026-02-23
success,5.000000000000004,2,VMD,2026-02-23
success,5.000000000000004,1,DNLI,2026-02-23
stopped_out,-4.246864547247187,2,GOLF,2026-02-23
success,5.000000000000004,3,BWXT,2026-02-24
success,5.000000000000004,1,BCO,2026-02-24
stopped_out,-3.0000000000000138,5,AOS,2026-02-24
success,5.000000000000004,0,DRTS,2026-02-24
stopped_out,-4.926891290527657,4,PHG,2026-02-24
stopped_out,-3.0000000000000027,4,MSA,2026-02-24
stopped_out,-3.0000000000000027,10,FTCS,2026-02-24
stopped_out,-2.9999999999999916,0,IPI,2026-02-24
stopped_out,-3.0000000000000138,2,GNL,2026-02-24
stopped_out,-3.0000000000000027,6,BIPC,2026-02-24
stopped_out,-3.0000000000000027,7,ERIC,2026-02-25
stopped_out,-6.7648147386601964,3,TM,2026-02-25
stopped_out,-3.6949152542372854,3,GSK,2026-02-25
stopped_out,-3.0000000000000027,1,RGA,2026-02-25
stopped_out,-2.9999999999999916,3,STEL,2026-02-25
stopped_out,-3.0000000000000027,6,GL,2026-02-25
stopped_out,-3.0000000000000138,1,GNL,2026-02-25
stopped_out,-3.1587365053978522,5,ASGI,2026-02-25
stopped_out,-5.479136248367011,1,BCO,2026-02-25
stopped_out,-3.0000000000000027,5,BALL,2026-02-25
time_profit,0.11067039200618467,13,NJR,2026-02-26
stopped_out,-3.0000000000000027,4,EPR,2026-02-26
stopped_out,-7.950727883538633,1,CUK,2026-02-26
stopped_out,-3.0000000000000027,1,WSR,2026-02-26
stopped_out,-3.0000000000000027,2,UPS,2026-02-26
stopped_out,-3.0000000000000027,2,BALL,2026-02-26
stopped_out,-8.06246016571064,1,CCL,2026-02-26
stopped_out,-3.0000000000000027,1,BNS,2026-02-26
success,5.000000000000004,0,TRS,2026-02-26
stopped_out,-3.0000000000000027,4,TKO,2026-02-26
stopped_out,-3.697661772702554,1,CCEP,2026-02-27
stopped_out,-3.0000000000000027,6,RSG,2026-02-27
stopped_out,-3.0000000000000027,2,TSN,2026-02-27
stopped_out,-2.9999999999999916,1,PG,2026-02-27
time_loss,-1.9174939602493057,13,RCI,2026-02-27
stopped_out,-3.0000000000000027,4,OGE,2026-02-27
stopped_out,-3.0000000000000027,5,KRP,2026-02-27
stopped_out,-2.9999999999999916,5,LAMR,2026-02-27
stopped_out,-3.116883116883118,1,QSR,2026-02-27
stopped_out,-3.0000000000000027,1,AMCR,2026-02-27
time_profit,1.309022907900892,13,PAA,2026-03-02
stopped_out,-3.0000000000000138,2,MO,2026-03-02
success,5.000000000000004,0,LPTH,2026-03-02
success,8.04776268113201,1,ROST,2026-03-02
stopped_out,-3.0000000000000027,0,XOM,2026-03-02
stopped_out,-3.0000000000000027,0,SLB,2026-03-02
success,5.000000000000004,4,CERY,2026-03-02
stopped_out,-3.0000000000000027,0,SA,2026-03-02
stopped_out,-3.0000000000000027,11,TJX,2026-03-02
stopped_out,-2.9999999999999916,11,MCD,2026-03-02
success,5.0023596035865925,3,PAA,2026-03-03
stopped_out,-3.0000000000000138,1,MO,2026-03-03
stopped_out,-2.9999999999999916,3,TJX,2026-03-03
stopped_out,-3.0000000000000027,4,CTAS,2026-03-03
stopped_out,-3.0000000000000027,2,MCD,2026-03-03
success,5.000000000000004,9,XOM,2026-03-03
stopped_out,-3.0000000000000027,0,ROST,2026-03-03
success,5.000000000000004,1,ADBE,2026-03-03
success,5.480335267569303,3,RWM,2026-03-03
time_loss,-0.5305039787798504,13,CBL,2026-03-03
stopped_out,-4.279475982532732,1,AXIA,2026-03-04
stopped_out,-3.0000000000000138,0,OLMA,2026-03-04
stopped_out,-3.0000000000000027,2,ROST,2026-03-04
stopped_out,-3.0000000000000027,0,ELVA,2026-03-04
stopped_out,-3.0000000000000027,0,BCYC,2026-03-04
stopped_out,-3.0000000000000027,0,LPTH,2026-03-04
stopped_out,-3.0000000000000027,0,IREN,2026-03-04
stopped_out,-3.0000000000000027,2,SBGI,2026-03-04
stopped_out,-3.0000000000000027,0,ARMG,2026-03-04
stopped_out,-3.0000000000000027,1,COLM,2026-03-04
time_loss,-0.07532956685498693,5,BUG,2026-03-05
stopped_out,-3.0000000000000027,2,XOM,2026-03-05
stopped_out,-3.0000000000000027,2,INVX,2026-03-05
stopped_out,-3.0000000000000027,1,AFRM,2026-03-05
stopped_out,-3.0000000000000138,1,RCS,2026-03-05
time_profit,2.1752641392169147,5,RWM,2026-03-05
time_profit,0.3756372417493825,13,CBL,2026-03-05
stopped_out,-3.0000000000000027,1,SBGI,2026-03-05
stopped_out,-3.0000000000000027,1,CTAS,2026-03-05
stopped_out,-3.0000000000000138,2,ADBE,2026-03-05
stopped_out,-3.0000000000000027,10,NTES,2026-03-06
stopped_out,-3.0000000000000138,0,SD,2026-03-06
success,5.000000000000004,3,JD,2026-03-06
success,5.000000000000004,0,WGS,2026-03-06
success,5.000000000000004,1,XPEV,2026-03-06
stopped_out,-3.0000000000000138,0,BBOT,2026-03-06
stopped_out,-3.0000000000000027,9,OHI,2026-03-06
stopped_out,-3.0000000000000027,0,PSNY,2026-03-06
stopped_out,-2.9999999999999916,3,CTO,2026-03-06
success,5.000000000000004,1,SVACW,2026-03-06
stopped_out,-3.0000000000000027,2,UGP,2026-03-09
stopped_out,-3.076923076923077,1,ICL,2026-03-09
stopped_out,-2.9999999999999916,3,CLPT,2026-03-09
success,5.000000000000004,0,JBIO,2026-03-09
stopped_out,-3.0000000000000027,2,VSEC,2026-03-09
stopped_out,-3.980099502487555,2,LAUR,2026-03-09
time_profit,0.8302583025830312,13,KW,2026-03-09
time_profit,0.9583968634284679,13,RPRX,2026-03-09
stopped_out,-2.9999999999999916,7,CGABL,2026-03-09
success,5.000000000000004,1,CRESY,2026-03-09
success,5.000000000000004,1,BG,2026-03-10
stopped_out,-3.0000000000000027,0,BIOA,2026-03-10
success,5.000000000000004,1,PBF,2026-03-10
stopped_out,-3.0000000000000027,0,UEC,2026-03-10
success,5.000000000000004,0,SEDG,2026-03-10
stopped_out,-3.0000000000000138,0,NMG,2026-03-10
success,5.061508818734262,4,NVEC,2026-03-10
success,5.000000000000004,4,GDS,2026-03-10
success,5.000000000000004,1,GRDN,2026-03-10
stopped_out,-4.361516034985414,1,PRTC,2026-03-10
success,5.000000000000004,0,LI,2026-03-11
stopped_out,-3.304319793681487,5,JOYY,2026-03-11
stopped_out,-3.0000000000000027,1,MOS,2026-03-11
stopped_out,-3.0000000000000027,1,FNV,2026-03-11
success,5.000000000000004,1,CORZ,2026-03-11
stopped_out,-3.0000000000000027,5,AOSL,2026-03-11
success,5.000000000000004,9,BSTZ,2026-03-11
success,5.000000000000004,1,MGM,2026-03-11
stopped_out,-3.0000000000000027,0,SHMD,2026-03-11
success,5.000000000000004,1,VIST,2026-03-11
success,5.000000000000004,1,ABVX,2026-03-12
stopped_out,-2.9999999999999916,3,ICL,2026-03-12
stopped_out,-3.0000000000000027,0,DKS,2026-03-12
stopped_out,-2.9999999999999916,2,CTRE,2026-03-12
stopped_out,-3.0000000000000027,3,HAS,2026-03-12
stopped_out,-3.0000000000000027,0,MTLS,2026-03-12
stopped_out,-3.0000000000000027,0,APD,2026-03-12
stopped_out,-3.0000000000000027,3,NJR,2026-03-12
stopped_out,-2.9999999999999916,3,CCEP,2026-03-12
stopped_out,-3.0000000000000027,4,AEP,2026-03-12
stopped_out,-3.0000000000000027,3,BGC,2026-03-13
stopped_out,-2.9999999999999916,2,GLXY,2026-03-13
success,5.000000000000004,0,BMNR,2026-03-13
success,5.000000000000004,6,NYT,2026-03-13
success,5.000000000000004,10,WMK,2026-03-13
stopped_out,-2.9999999999999916,0,TMUS,2026-03-13
stopped_out,-2.9999999999999916,2,MO,2026-03-13
stopped_out,-3.0000000000000138,2,CSX,2026-03-16
stopped_out,-3.0000000000000027,2,TRV,2026-03-16
success,5.000000000000004,0,FINV,2026-03-16
stopped_out,-2.9999999999999916,2,KNF,2026-03-16
stopped_out,-3.0000000000000027,2,CTRE,2026-03-16
stopped_out,-3.0000000000000138,0,BMI,2026-03-16
success,5.000000000000004,5,TS,2026-03-16
stopped_out,-3.0000000000000027,3,TAK,2026-03-16
stopped_out,-3.0000000000000027,0,POET,2026-03-16
success,5.000000000000004,0,VICR,2026-03-16
time_loss,-0.07766990291262488,13,JHG,2026-03-17
stopped_out,-3.0000000000000027,1,SBS,2026-03-17
success,5.000000000000004,5,DAL,2026-03-17
success,5.000000000000004,0,BTSG,2026-03-17
success,5.000000000000004,7,ET,2026-03-17
time_profit,0.18050541516243523,13,KMI,2026-03-17
time_loss,-0.4364906154517789,13,AM,2026-03-17
stopped_out,-3.0000000000000027,10,RNGR,2026-03-17
stopped_out,-3.0000000000000027,7,CB,2026-03-17
stopped_out,-3.0000000000000138,2,RCI,2026-03-17
stopped_out,-3.0000000000000138,0,EDU,2026-03-18
success,5.000000000000004,0,MEOH,2026-03-18
stopped_out,-3.0000000000000027,0,HUYA,2026-03-18
stopped_out,-3.0000000000000027,0,ATS,2026-03-18
stopped_out,-3.0000000000000138,0,MOMO,2026-03-18
success,5.000000000000004,3,SMG,2026-03-18
stopped_out,-3.0000000000000027,0,PICS,2026-03-18
success,5.000000000000004,0,COHR,2026-03-18
success,5.000000000000004,0,COHU,2026-03-18
success,5.000000000000004,0,NVT,2026-03-18
stopped_out,-3.0000000000000027,8,KRP,2026-03-19
stopped_out,-3.0000000000000027,7,WMB,2026-03-19
success,5.000000000000004,8,BLX,2026-03-19
stopped_out,-3.0179497921433485,3,CME,2026-03-19
stopped_out,-3.0000000000000027,0,ARKO,2026-03-19
success,5.000000000000004,2,T,2026-03-19
time_loss,-0.9647651006711389,13,PAGP,2026-03-19
stopped_out,-3.0000000000000027,1,TRP,2026-03-19
time_profit,2.237762237762242,13,NFG,2026-03-19
success,5.000000000000004,0,CAL,2026-03-19
stopped_out,-3.0000000000000027,1,BOX,2026-03-20
success,5.000000000000004,3,CPRX,2026-03-20
stopped_out,-3.0000000000000027,2,BWIN,2026-03-20
stopped_out,-3.2570763861962004,8,BCE,2026-03-20
stopped_out,-3.0000000000000027,0,URG,2026-03-20
stopped_out,-3.0000000000000138,3,AJG,2026-03-20
stopped_out,-3.0000000000000138,0,KALV,2026-03-20
stopped_out,-3.695844385499547,11,T,2026-03-20
success,5.000000000000004,2,PLMR,2026-03-20
stopped_out,-3.0000000000000027,1,TRIP,2026-03-23
stopped_out,-3.0000000000000027,2,BWMN,2026-03-23
stopped_out,-3.0000000000000027,0,ALLO,2026-03-23
success,5.000000000000004,8,HWC,2026-03-23
success,6.175771971496435,6,MRTN,2026-03-23
success,5.000000000000004,0,NWPX,2026-03-23
success,5.000000000000004,8,FHB,2026-03-23
success,5.000000000000004,0,PXED,2026-03-23
success,5.000000000000004,1,BBAR,2026-03-23
success,5.000000000000004,1,KNF,2026-03-23
stopped_out,-3.0000000000000027,1,CRS,2026-03-24
stopped_out,-3.0000000000000027,3,LI,2026-03-24
stopped_out,-3.0000000000000138,3,CEPT,2026-03-24
stopped_out,-3.0000000000000027,0,CNM,2026-03-24
success,5.000000000000004,0,WT,2026-03-24
stopped_out,-3.0000000000000027,4,BKV,2026-03-24
stopped_out,-3.0000000000000027,2,JKS,2026-03-24
stopped_out,-3.0000000000000027,4,VLYPO,2026-03-24
stopped_out,-2.9999999999999916,5,KRP,2026-03-24
success,5.000000000000004,1,KRUS,2026-03-24
stopped_out,-3.0000000000000027,0,KALV,2026-03-25
stopped_out,-3.0000000000000027,0,SUPV,2026-03-25
stopped_out,-3.0000000000000027,0,FUL,2026-03-25
success,5.000000000000004,1,BBAR,2026-03-25
stopped_out,-3.0000000000000027,4,PAYX,2026-03-25
stopped_out,-3.0000000000000027,2,PDD,2026-03-25
stopped_out,-3.0000000000000027,0,CGNT,2026-03-25
stopped_out,-3.0000000000000027,1,WT,2026-03-25
success,5.000000000000004,2,IOSP,2026-03-25
stopped_out,-2.9999999999999916,0,NAVN,2026-03-25
stopped_out,-3.0000000000000027,3,VZ,2026-03-26
stopped_out,-3.0000000000000027,0,HNRG,2026-03-26
success,5.000000000000004,2,DOO,2026-03-26
success,5.000000000000004,1,FUL,2026-03-26
time_profit,1.789873728086322,13,SCI,2026-03-26
stopped_out,-3.0000000000000027,7,ENB,2026-03-26
time_profit,1.9192825112107625,13,FTS,2026-03-26
stopped_out,-3.0000000000000027,0,MARA,2026-03-26
