tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
137,0.018007402263987816,0.08505535717419442,-0.14870109779743326,0.18471590232540888,59,0.0801418237630069,0.1303589202510454,-0.17536165992904207,0.33564530745505583,GBP_USD,18,39,9,zero_cross,long,196
137,0.1775351146581324,0.08345271082112003,0.013967801448737133,0.34110242786752765,59,-0.0794097273908304,0.12719010491800373,-0.3287023330301177,0.16988287824845688,GBP_USD,18,39,9,zero_cross,short,196
301,0.03453384898145067,0.05713747036287726,-0.07745559292978876,0.1465232908926901,129,0.12724858649471743,0.08529486720366905,-0.03992935322447391,0.29442652621390875,GBP_USD,18,39,13,signal_cross,long,430
301,0.02593267774450153,0.057356475862876816,-0.08648601494673702,0.13835137043574008,129,-0.08619299459593126,0.08569463084100176,-0.2541544710442947,0.0817684818524322,GBP_USD,18,39,13,signal_cross,short,430
137,0.018007402263987816,0.08505535717419442,-0.14870109779743326,0.18471590232540888,59,0.0801418237630069,0.1303589202510454,-0.17536165992904207,0.33564530745505583,GBP_USD,18,39,13,zero_cross,long,196
137,0.1775351146581324,0.08345271082112003,0.013967801448737133,0.34110242786752765,59,-0.0794097273908304,0.12719010491800373,-0.3287023330301177,0.16988287824845688,GBP_USD,18,39,13,zero_cross,short,196
363,0.04008602084559584,0.052019980977728496,-0.061873141870752005,0.14204518356194368,156,0.006227721161250562,0.07864617072150383,-0.14791877345289695,0.16037421577539807,GBP_USD,24,52,5,signal_cross,long,519
362,0.04021511376265074,0.052174558759983204,-0.062047021406916335,0.1424772489322178,156,-0.014592528405790355,0.07784714871337864,-0.1671729398840125,0.13798788307243176,GBP_USD,24,52,5,signal_cross,short,518
104,0.029826104297558,0.09729637714156449,-0.16087479489990839,0.22052700349502438,45,0.1211636615696347,0.14845887752325437,-0.16981573837594388,0.4121430615152133,GBP_USD,24,52,5,zero_cross,long,149
104,0.17235492899579474,0.0957654449865974,-0.015345343177936177,0.36005520116952566,45,-0.21976815626866622,0.14436121483233383,-0.5027161373400405,0.06317982480270809,GBP_USD,24,52,5,zero_cross,short,149
282,0.024555287016166577,0.05904328347192582,-0.09116954858880803,0.1402801226211412,122,0.025486897760221162,0.08868274623108131,-0.1483312848526982,0.19930508037314054,GBP_USD,24,52,9,signal_cross,long,404
282,0.02168013344246881,0.05907576129182134,-0.09410835868950101,0.13746862557443865,122,0.002448775382570298,0.08791252646502624,-0.16985977648888115,0.17475732725402174,GBP_USD,24,52,9,signal_cross,short,404
104,0.029826104297558,0.09729637714156449,-0.16087479489990839,0.22052700349502438,45,0.1211636615696347,0.14845887752325437,-0.16981573837594388,0.4121430615152133,GBP_USD,24,52,9,zero_cross,long,149
104,0.17235492899579474,0.0957654449865974,-0.015345343177936177,0.36005520116952566,45,-0.21976815626866622,0.14436121483233383,-0.5027161373400405,0.06317982480270809,GBP_USD,24,52,9,zero_cross,short,149
254,-0.043575839259548284,0.062349354834005825,-0.1657805747341997,0.07862889621510313,110,-0.05407212048787958,0.0928474022195991,-0.2360530288382938,0.12790878786253465,GBP_USD,24,52,13,signal_cross,long,364
254,0.05975907067268761,0.06250423534934947,-0.06274923061203735,0.18226737195741258,110,-0.009507676011218576,0.09209895852710841,-0.19002163472435105,0.1710062827019139,GBP_USD,24,52,13,signal_cross,short,364
104,0.029826104297558,0.09729637714156449,-0.16087479489990839,0.22052700349502438,45,0.1211636615696347,0.14845887752325437,-0.16981573837594388,0.4121430615152133,GBP_USD,24,52,13,zero_cross,long,149
104,0.17235492899579474,0.0957654449865974,-0.015345343177936177,0.36005520116952566,45,-0.21976815626866622,0.14436121483233383,-0.5027161373400405,0.06317982480270809,GBP_USD,24,52,13,zero_cross,short,149
842,-0.0178920395337023,0.034328145633620355,-0.0851752049755982,0.0493911259081936,362,0.05810857167588412,0.05244090642657621,-0.044675604920205246,0.16089274827197347,AUD_USD,6,13,5,signal_cross,long,1204
842,-0.005632232502544352,0.034249322274035814,-0.07276090415965454,0.06149643915456583,362,-0.022890099352217162,0.05235665744483609,-0.1255091479440959,0.07972894923966159,AUD_USD,6,13,5,signal_cross,short,1204
393,-0.04040329496904309,0.049990176296391936,-0.13838404050997127,0.05757745057188511,169,0.049307108761886057,0.0768543539293669,-0.10132742493967307,0.1999416424634452,AUD_USD,6,13,5,zero_cross,long,562
393,-0.03180094121157647,0.05018003555310665,-0.1301538108956655,0.06655192847251257,169,-0.0370226129471966,0.07688513566226374,-0.18771747884523354,0.11367225295084032,AUD_USD,6,13,5,zero_cross,short,562
687,-0.023979541708445597,0.03804097209781418,-0.09853984702016139,0.050580763603270185,295,0.01694915254237288,0.05831280667696027,-0.09734394854446925,0.13124225362921502,AUD_USD,6,13,9,signal_cross,long,982
687,-0.016005123517051207,0.03798030417309585,-0.09044651969631906,0.058436272662216654,295,-0.021205994464800926,0.05801751890773887,-0.1349203315239691,0.09250834259436726,AUD_USD,6,13,9,signal_cross,short,982
393,-0.04040329496904309,0.049990176296391936,-0.13838404050997127,0.05757745057188511,169,0.049307108761886057,0.0768543539293669,-0.10132742493967307,0.1999416424634452,AUD_USD,6,13,9,zero_cross,long,562
393,-0.03180094121157647,0.05018003555310665,-0.1301538108956655,0.06655192847251257,169,-0.0370226129471966,0.07688513566226374,-0.18771747884523354,0.11367225295084032,AUD_USD,6,13,9,zero_cross,short,562
609,-0.0009610288730674416,0.04038395483440739,-0.08011358034850592,0.07819152260237104,261,0.011494252873563218,0.06201327035869261,-0.1100517570294743,0.13304026277660075,AUD_USD,6,13,13,signal_cross,long,870
608,-0.02209193050815554,0.040254882941782054,-0.10099150107404836,0.05680764005773728,261,-0.005967727785801597,0.06167769721465491,-0.1268560143265252,0.11492055875492202,AUD_USD,6,13,13,signal_cross,short,869
393,-0.04040329496904309,0.049990176296391936,-0.13838404050997127,0.05757745057188511,169,0.049307108761886057,0.0768543539293669,-0.10132742493967307,0.1999416424634452,AUD_USD,6,13,13,zero_cross,long,562
393,-0.03180094121157647,0.05018003555310665,-0.1301538108956655,0.06655192847251257,169,-0.0370226129471966,0.07688513566226374,-0.18771747884523354,0.11367225295084032,AUD_USD,6,13,13,zero_cross,short,562
