tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
58,0.0919771136321576,0.1256551065424033,-0.15430689519095286,0.33826112245526807,26,0.19750816955547915,0.19086953140867527,-0.17659611200552436,0.5716124511164826,EUR_USD,24,52,13,zero_cross,short,84
537,-0.023577727637934982,0.04271433373537974,-0.10729782175927927,0.06014236648340931,231,-0.05207799579196103,0.06452998045271965,-0.17855675747929156,0.07440076589536948,GBP_USD,6,13,5,signal_cross,long,768
537,0.04241701459195105,0.0428141626203113,-0.041498744143859095,0.1263327733277612,231,0.07488296635125058,0.06410358286349162,-0.05076005606119299,0.20052598876369415,GBP_USD,6,13,5,signal_cross,short,768
242,0.10189438215883516,0.06355766744424832,-0.02267864603189154,0.22646741034956186,104,-0.1048834241360817,0.09610384635189106,-0.29324696298578823,0.08348011471362479,GBP_USD,6,13,5,zero_cross,long,346
221,0.0792751527615953,0.06667744979295698,-0.05141264883260038,0.209962954355791,96,0.03259227572484494,0.09998567198359576,-0.16337964136300276,0.22856419281269263,GBP_USD,6,13,5,zero_cross,short,317
441,-0.06487062551645213,0.047066168361893736,-0.15712031550576386,0.027379064472859593,190,-0.06281154795995167,0.07097886425585104,-0.2019301219014197,0.07630702598151637,GBP_USD,6,13,9,signal_cross,long,631
429,0.05739771984892711,0.04781884746787807,-0.036327221188113906,0.15112266088596812,185,0.09487196976431019,0.07111482899335785,-0.04451309506267119,0.23425703459129155,GBP_USD,6,13,9,signal_cross,short,614
242,0.10189438215883516,0.06355766744424832,-0.02267864603189154,0.22646741034956186,104,-0.1048834241360817,0.09610384635189106,-0.29324696298578823,0.08348011471362479,GBP_USD,6,13,9,zero_cross,long,346
221,0.0792751527615953,0.06667744979295698,-0.05141264883260038,0.209962954355791,96,0.03259227572484494,0.09998567198359576,-0.16337964136300276,0.22856419281269263,GBP_USD,6,13,9,zero_cross,short,317
375,-0.07835733518812052,0.051207131794230656,-0.1787233135048126,0.022008643128571564,162,-0.07522698383342788,0.07656119310326438,-0.22528692231582606,0.0748329546489703,GBP_USD,6,13,13,signal_cross,long,537
