tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
91,-0.07692307692307693,0.10509693093291896,-0.28291306155159807,0.1290669077054442,40,-0.05,0.15992786835609066,-0.36345862197793766,0.2634586219779377,NZD_USD,6,13,9,zero_cross,long,131
81,0.06172839506172839,0.11159018803433746,-0.156988373485573,0.2804451636090298,35,0.02857142857142857,0.17142857142857143,-0.30742857142857144,0.3645714285714286,NZD_USD,6,13,9,zero_cross,short,116
178,0.0449438202247191,0.07508865016974382,-0.10222993410797879,0.192117574557417,77,-0.05648788498663372,0.11386794534922583,-0.27966905787111634,0.16669328789784887,NZD_USD,6,13,13,signal_cross,long,255
156,0.038461538461538464,0.0802625011892599,-0.11885296386941094,0.19577604079248787,68,0.17647058823529413,0.12025210653741128,-0.059223540578031975,0.41216471704862023,NZD_USD,6,13,13,signal_cross,short,224
91,-0.07692307692307693,0.10509693093291896,-0.28291306155159807,0.1290669077054442,40,-0.05,0.15992786835609066,-0.36345862197793766,0.2634586219779377,NZD_USD,6,13,13,zero_cross,long,131
81,0.06172839506172839,0.11159018803433746,-0.156988373485573,0.2804451636090298,35,0.02857142857142857,0.17142857142857143,-0.30742857142857144,0.3645714285714286,NZD_USD,6,13,13,zero_cross,short,116
189,-0.0582010582010582,0.07280886654067377,-0.20090643662077878,0.08450432021866239,82,0.0,0.1111111111111111,-0.21777777777777776,0.21777777777777776,NZD_USD,8,17,5,signal_cross,long,271
173,0.2254335260115607,0.07428651812604134,0.07983195048451966,0.37103510153860175,75,0.22666666666666666,0.11322199088171526,0.004751564538504727,0.4485817687948286,NZD_USD,8,17,5,signal_cross,short,248
74,0.02702702702702703,0.11699839243773737,-0.20228982215093821,0.25634387620499227,33,-0.2727272727272727,0.1700753357624519,-0.6060749308216784,0.06062038536713299,NZD_USD,8,17,5,zero_cross,long,107
78,0.07692307692307693,0.11362291475015329,-0.14577783598722352,0.29962398983337735,34,0.0,0.17407765595569782,-0.3411922056731677,0.3411922056731677,NZD_USD,8,17,5,zero_cross,short,112
170,0.07058823529411765,0.07673119533477454,-0.07980490756204045,0.22098137815027574,74,-0.1263455019455513,0.11540130183603135,-0.3525320535441727,0.09984104965307014,NZD_USD,8,17,9,signal_cross,long,244
147,0.02040816326530612,0.08274335245707992,-0.14176880755057053,0.18258513408118276,63,0.047619047619047616,0.12685605420622167,-0.20101881862514687,0.2962569138632421,NZD_USD,8,17,9,signal_cross,short,210
74,0.02702702702702703,0.11699839243773737,-0.20228982215093821,0.25634387620499227,33,-0.2727272727272727,0.1700753357624519,-0.6060749308216784,0.06062038536713299,NZD_USD,8,17,9,zero_cross,long,107
78,0.07692307692307693,0.11362291475015329,-0.14577783598722352,0.29962398983337735,34,0.0,0.17407765595569782,-0.3411922056731677,0.3411922056731677,NZD_USD,8,17,9,zero_cross,short,112
140,0.08571428571428572,0.08450673896011245,-0.07991892264753467,0.2513474940761061,61,-0.10409126465525896,0.12746076511303658,-0.35391436427681067,0.14573183496629272,NZD_USD,8,17,13,signal_cross,long,201
138,-0.07246376811594203,0.08521115902687826,-0.2394776398086234,0.09455010357673936,60,0.06666666666666667,0.12989928011932128,-0.18793592236720308,0.3212692557005364,NZD_USD,8,17,13,signal_cross,short,198
74,0.02702702702702703,0.11699839243773737,-0.20228982215093821,0.25634387620499227,33,-0.2727272727272727,0.1700753357624519,-0.6060749308216784,0.06062038536713299,NZD_USD,8,17,13,zero_cross,long,107
78,0.07692307692307693,0.11362291475015329,-0.14577783598722352,0.29962398983337735,34,0.0,0.17407765595569782,-0.3411922056731677,0.3411922056731677,NZD_USD,8,17,13,zero_cross,short,112
137,0.0948905109489051,0.08536236733392462,-0.07241972902558713,0.26220075092339734,60,-0.055826119066179944,0.12902853432712383,-0.3087220463473427,0.19706980821498277,NZD_USD,12,26,5,signal_cross,long,197
138,-0.043478260869565216,0.08535497543136394,-0.21077401271503854,0.1238174909759081,60,0.0,0.13018891098082386,-0.25517026552241473,0.25517026552241473,NZD_USD,12,26,5,signal_cross,short,198
52,-0.038461538461538464,0.1399243990594229,-0.31271336061800736,0.2357902836949304,23,0.21739130434782608,0.20810192223064325,-0.19048846322423466,0.6252710719198868,NZD_USD,12,26,5,zero_cross,long,75
56,-0.25,0.13055824196677338,-0.5058941542548758,0.0058941542548758274,25,0.2,0.2,-0.192,0.5920000000000001,NZD_USD,12,26,5,zero_cross,short,81
125,0.168,0.0885262855077883,-0.005511519595265052,0.34151151959526505,55,0.09090909090909091,0.13551927136362363,-0.1747086809636114,0.35652686278179324,NZD_USD,12,26,9,signal_cross,long,180
109,0.06422018348623854,0.09602641264897605,-0.12399158530575452,0.25243195227823156,48,0.125,0.14472093468524244,-0.15865303198307518,0.4086530319830752,NZD_USD,12,26,9,signal_cross,short,157
52,-0.038461538461538464,0.1399243990594229,-0.31271336061800736,0.2357902836949304,23,0.21739130434782608,0.20810192223064325,-0.19048846322423466,0.6252710719198868,NZD_USD,12,26,9,zero_cross,long,75
56,-0.25,0.13055824196677338,-0.5058941542548758,0.0058941542548758274,25,0.2,0.2,-0.192,0.5920000000000001,NZD_USD,12,26,9,zero_cross,short,81
113,-0.008849557522123894,0.09448741815956913,-0.19404489711487938,0.17634578207063156,49,0.061224489795918366,0.144066793092159,-0.22114642466471324,0.34359540425655,NZD_USD,12,26,13,signal_cross,long,162
111,0.04504504504504504,0.09524947835299248,-0.14164393252682023,0.23173402261691028,48,0.20833333333333334,0.1426644047676464,-0.07128890001125363,0.4879555666779203,NZD_USD,12,26,13,signal_cross,short,159
52,-0.038461538461538464,0.1399243990594229,-0.31271336061800736,0.2357902836949304,23,0.21739130434782608,0.20810192223064325,-0.19048846322423466,0.6252710719198868,NZD_USD,12,26,13,zero_cross,long,75
56,-0.25,0.13055824196677338,-0.5058941542548758,0.0058941542548758274,25,0.2,0.2,-0.192,0.5920000000000001,NZD_USD,12,26,13,zero_cross,short,81
107,0.028037383177570093,0.09709040258928078,-0.16225980589742023,0.21833457225256042,47,0.02127659574468085,0.14740857936756402,-0.26764421981574466,0.3101974113051063,NZD_USD,18,39,5,signal_cross,long,154
114,0.0,0.09407208683835973,-0.18438129020318506,0.18438129020318506,50,0.24,0.13868184113727539,-0.03181640862905977,0.5118164086290597,NZD_USD,18,39,5,signal_cross,short,164
47,0.02127659574468085,0.14740857936756402,-0.26764421981574466,0.3101974113051063,21,0.14285714285714285,0.22131333406899525,-0.29091699191808784,0.5766312776323735,NZD_USD,18,39,5,zero_cross,long,68
40,-0.2,0.15689290811054724,-0.5075100998966726,0.10751009989667254,18,-0.1111111111111111,0.24103384202072908,-0.58353744147174,0.36131521924951787,NZD_USD,18,39,5,zero_cross,short,58
111,0.08108108108108109,0.09503233221530083,-0.10518229006090854,0.2673444522230707,48,0.08333333333333333,0.14535763346850764,-0.20156762826494162,0.36823429493160825,NZD_USD,18,39,9,signal_cross,long,159
93,-0.13978494623655913,0.10323359796058364,-0.342122798239303,0.0625529057661848,41,0.07317073170731707,0.1576900475633621,-0.23590176151687264,0.3822432249315068,NZD_USD,18,39,9,signal_cross,short,134
47,0.02127659574468085,0.14740857936756402,-0.26764421981574466,0.3101974113051063,21,0.14285714285714285,0.22131333406899525,-0.29091699191808784,0.5766312776323735,NZD_USD,18,39,9,zero_cross,long,68
40,-0.2,0.15689290811054724,-0.5075100998966726,0.10751009989667254,18,-0.1111111111111111,0.24103384202072908,-0.58353744147174,0.36131521924951787,NZD_USD,18,39,9,zero_cross,short,58
95,0.05263157894736842,0.10299916942949086,-0.14924679313443368,0.2545099510291705,42,0.09523809523809523,0.15546387747761883,-0.2094711046180377,0.39994729509422816,NZD_USD,18,39,13,signal_cross,long,137
97,-0.07216494845360824,0.1017959673099562,-0.2716850443811224,0.12735514747390592,42,0.09523809523809523,0.15546387747761883,-0.2094711046180377,0.39994729509422816,NZD_USD,18,39,13,signal_cross,short,139
47,0.02127659574468085,0.14740857936756402,-0.26764421981574466,0.3101974113051063,21,0.14285714285714285,0.22131333406899525,-0.29091699191808784,0.5766312776323735,NZD_USD,18,39,13,zero_cross,long,68
40,-0.2,0.15689290811054724,-0.5075100998966726,0.10751009989667254,18,-0.1111111111111111,0.24103384202072908,-0.58353744147174,0.36131521924951787,NZD_USD,18,39,13,zero_cross,short,58
95,0.07368421052631578,0.1028617455264907,-0.12792481070560602,0.27529323175823756,41,0.12195121951219512,0.15693373602093086,-0.18563890308882935,0.4295413421132196,NZD_USD,24,52,5,signal_cross,long,136
87,-0.05747126436781609,0.1076545429847501,-0.2684741686179263,0.15353163988229412,38,0.10526315789473684,0.16348565253108377,-0.21516872106618734,0.425695036855661,NZD_USD,24,52,5,signal_cross,short,125
37,-0.02702702702702703,0.16660578386402639,-0.35357436340051873,0.2995203093464647,16,0.125,0.25617376914899,-0.37710058753202036,0.6271005875320204,NZD_USD,24,52,5,zero_cross,long,53
35,-0.2,0.16803361008336118,-0.529345875763388,0.1293458757633879,15,0.06666666666666667,0.2666666666666666,-0.45599999999999985,0.5893333333333332,NZD_USD,24,52,5,zero_cross,short,50
86,0.06976744186046512,0.10820092986749762,-0.1423063806798302,0.28184126440076046,38,-0.05263157894736842,0.16417112997159045,-0.3744069936916857,0.26914383579694884,NZD_USD,24,52,9,signal_cross,long,124
91,-0.2087912087912088,0.10308606065546,-0.4108398876759104,-0.0067425299065072,39,-0.02564102564102564,0.16216808513683997,-0.343490472509232,0.29220842122718066,NZD_USD,24,52,9,signal_cross,short,130
37,-0.02702702702702703,0.16660578386402639,-0.35357436340051873,0.2995203093464647,16,0.125,0.25617376914899,-0.37710058753202036,0.6271005875320204,NZD_USD,24,52,9,zero_cross,long,53
35,-0.2,0.16803361008336118,-0.529345875763388,0.1293458757633879,15,0.06666666666666667,0.2666666666666666,-0.45599999999999985,0.5893333333333332,NZD_USD,24,52,9,zero_cross,short,50
85,0.08235294117647059,0.1087383268546004,-0.1307741794585462,0.2954800618114874,37,0.02702702702702703,0.16660578386402639,-0.2995203093464647,0.35357436340051873,NZD_USD,24,52,13,signal_cross,long,122
79,-0.06329113924050633,0.11300069387656479,-0.2847724992385733,0.15819022075756065,34,-0.058823529411764705,0.173776222559058,-0.3994249256275184,0.281777866803989,NZD_USD,24,52,13,signal_cross,short,113
37,-0.02702702702702703,0.16660578386402639,-0.35357436340051873,0.2995203093464647,16,0.125,0.25617376914899,-0.37710058753202036,0.6271005875320204,NZD_USD,24,52,13,zero_cross,long,53
35,-0.2,0.16803361008336118,-0.529345875763388,0.1293458757633879,15,0.06666666666666667,0.2666666666666666,-0.45599999999999985,0.5893333333333332,NZD_USD,24,52,13,zero_cross,short,50
190,-0.013550726529527593,0.07257564919477294,-0.15579899895128257,0.12869754589222737,82,0.024390243902439025,0.11107805708357286,-0.19332274798136379,0.24210323578624182,USD_SEK,6,13,5,signal_cross,long,272
210,0.01396057669166318,0.06884072332398308,-0.12096724102334366,0.14888839440667,90,0.03647356511476722,0.10538565148397207,-0.17008231179381805,0.24302944202335247,USD_SEK,6,13,5,signal_cross,short,300
88,0.022727272727272853,0.10718356105054375,-0.1873525069317929,0.2328070523863386,38,0.08654411330403806,0.16177957369693427,-0.23054385114195314,0.40363207775002924,USD_SEK,6,13,5,zero_cross,long,126
99,-0.10056572947458838,0.09893674900032338,-0.2944817575152222,0.09335029856604544,43,0.006572578147187206,0.15264014130296544,-0.2926020988066251,0.3057472551009995,USD_SEK,6,13,5,zero_cross,short,142
154,0.04737207641317279,0.08051422260301583,-0.11043579988873822,0.2051799527150838,67,0.04477611940298507,0.12296803595091035,-0.19624123106079921,0.28579346986676935,USD_SEK,6,13,9,signal_cross,long,221
168,-0.014837757954935294,0.07720255119338082,-0.1661547582939617,0.1364792423840911,73,0.0410958904109589,0.11775157039477285,-0.18969718756279588,0.27188896838471366,USD_SEK,6,13,9,signal_cross,short,241
88,0.022727272727272853,0.10718356105054375,-0.1873525069317929,0.2328070523863386,38,0.08654411330403806,0.16177957369693427,-0.23054385114195314,0.40363207775002924,USD_SEK,6,13,9,zero_cross,long,126
99,-0.10056572947458838,0.09893674900032338,-0.2944817575152222,0.09335029856604544,43,0.006572578147187206,0.15264014130296544,-0.2926020988066251,0.3057472551009995,USD_SEK,6,13,9,zero_cross,short,142
132,0.19696969696969688,0.08565878245261616,0.029078483362569213,0.36486091057682457,57,0.08771929824561403,0.13311550601392982,-0.17318709354168843,0.3486256900329165,USD_SEK,6,13,13,signal_cross,long,189
137,-0.01089593676225642,0.08551144482775205,-0.17849836862465043,0.1567064951001376,59,-0.11864406779661017,0.13037899563597694,-0.374186899243125,0.1368987636499046,USD_SEK,6,13,13,signal_cross,short,196
88,0.022727272727272853,0.10718356105054375,-0.1873525069317929,0.2328070523863386,38,0.08654411330403806,0.16177957369693427,-0.23054385114195314,0.40363207775002924,USD_SEK,6,13,13,zero_cross,long,126
99,-0.10056572947458838,0.09893674900032338,-0.2944817575152222,0.09335029856604544,43,0.006572578147187206,0.15264014130296544,-0.2926020988066251,0.3057472551009995,USD_SEK,6,13,13,zero_cross,short,142
161,0.051523601041171485,0.07872720961678817,-0.10278172980773331,0.20582893189007628,69,0.014492753623188406,0.12125507630928632,-0.22316719594301276,0.2521527031893896,USD_SEK,8,17,5,signal_cross,long,230
172,-0.03156236613353939,0.0760461432955911,-0.18061280699289795,0.11748807472581918,74,0.10810810810810811,0.11635518584679527,-0.11994805615161061,0.33616427236782687,USD_SEK,8,17,5,signal_cross,short,246
86,-0.023255813953488372,0.10843589416128399,-0.235790166509605,0.18927853860262822,37,0.1891891891891892,0.16365677589716174,-0.13157809156924782,0.5099564699476262,USD_SEK,8,17,5,zero_cross,long,123
84,0.09797526347953521,0.10699351283901194,-0.1117320216849282,0.30768254864399863,37,0.24324324324324326,0.16166088689122848,-0.07361209506356459,0.5600985815500511,USD_SEK,8,17,5,zero_cross,short,121
128,0.24999999999999992,0.08591792457793383,0.0816008678272496,0.41839913217275027,55,0.09090909090909091,0.1355192713636236,-0.17470868096361133,0.35652686278179313,USD_SEK,8,17,9,signal_cross,long,183
142,0.07042253521126768,0.08400610694342524,-0.09422943439784578,0.23507450482038114,61,0.08196721311475409,0.12866502865802354,-0.17021624305497207,0.33415066928448023,USD_SEK,8,17,9,signal_cross,short,203
86,-0.023255813953488372,0.10843589416128399,-0.235790166509605,0.18927853860262822,37,0.1891891891891892,0.16365677589716174,-0.13157809156924782,0.5099564699476262,USD_SEK,8,17,9,zero_cross,long,123
84,0.09797526347953521,0.10699351283901194,-0.1117320216849282,0.30768254864399863,37,0.24324324324324326,0.16166088689122848,-0.07361209506356459,0.5600985815500511,USD_SEK,8,17,9,zero_cross,short,121
125,0.09707386457532523,0.08879576649286068,-0.0769658377506817,0.27111356690133215,54,0.037037037037037035,0.13726631998291228,-0.23200495012947103,0.3060790242035451,USD_SEK,8,17,13,signal_cross,long,179
131,-0.11830073317952144,0.08645723452987798,-0.28775691285808225,0.051155446499039386,57,0.017543859649122806,0.1336100544888405,-0.24433184714900458,0.2794195664472502,USD_SEK,8,17,13,signal_cross,short,188
86,-0.023255813953488372,0.10843589416128399,-0.235790166509605,0.18927853860262822,37,0.1891891891891892,0.16365677589716174,-0.13157809156924782,0.5099564699476262,USD_SEK,8,17,13,zero_cross,long,123
84,0.09797526347953521,0.10699351283901194,-0.1117320216849282,0.30768254864399863,37,0.24324324324324326,0.16166088689122848,-0.07361209506356459,0.5600985815500511,USD_SEK,8,17,13,zero_cross,short,121
126,0.22601757882448986,0.08686266572270575,0.055766754007986585,0.39626840364099314,55,-0.01818181818181818,0.1360602686099615,-0.28485994465734277,0.2484963082937064,USD_SEK,12,26,5,signal_cross,long,181
129,-0.020812784442880837,0.08778274320483648,-0.19286696112436033,0.15124139223859864,56,-0.03571428571428571,0.13475395017289296,-0.2998320280531559,0.2284034566245845,USD_SEK,12,26,5,signal_cross,short,185
57,-0.017543859649122806,0.1336100544888405,-0.2794195664472502,0.24433184714900458,25,0.2,0.2,-0.192,0.5920000000000001,USD_SEK,12,26,5,zero_cross,long,82
71,-0.014084507042253365,0.11951100527096581,-0.24832607737334633,0.2201570632888396,31,-0.16129032258064516,0.18018374250024446,-0.5144504578811243,0.19186981271983397,USD_SEK,12,26,5,zero_cross,short,102
107,0.03362625338630484,0.09584739230606862,-0.15423463553358965,0.22148714230619934,47,0.02127659574468085,0.14740857936756402,-0.26764421981574466,0.3101974113051063,USD_SEK,12,26,9,signal_cross,long,154
126,-0.11838619411809216,0.08845804989737624,-0.2917639719169496,0.054991583680765274,55,0.09090909090909091,0.1355192713636236,-0.17470868096361133,0.35652686278179313,USD_SEK,12,26,9,signal_cross,short,181
57,-0.017543859649122806,0.1336100544888405,-0.2794195664472502,0.24433184714900458,25,0.2,0.2,-0.192,0.5920000000000001,USD_SEK,12,26,9,zero_cross,long,82
71,-0.014084507042253365,0.11951100527096581,-0.24832607737334633,0.2201570632888396,31,-0.16129032258064516,0.18018374250024446,-0.5144504578811243,0.19186981271983397,USD_SEK,12,26,9,zero_cross,short,102
120,0.048519406817980164,0.09056652015064426,-0.12899097267728257,0.22602978631324291,52,0.15384615384615385,0.13836094888163492,-0.11734130596185055,0.42503361365415826,USD_SEK,12,26,13,signal_cross,long,172
117,-0.23076923076923078,0.0903415722330313,-0.40783871234597213,-0.05369974919248943,51,0.058823529411764705,0.1411764705882353,-0.21788235294117647,0.3355294117647059,USD_SEK,12,26,13,signal_cross,short,168
57,-0.017543859649122806,0.1336100544888405,-0.2794195664472502,0.24433184714900458,25,0.2,0.2,-0.192,0.5920000000000001,USD_SEK,12,26,13,zero_cross,long,82
71,-0.014084507042253365,0.11951100527096581,-0.24832607737334633,0.2201570632888396,31,-0.16129032258064516,0.18018374250024446,-0.5144504578811243,0.19186981271983397,USD_SEK,12,26,13,zero_cross,short,102
113,0.04953990364897892,0.09324509872030748,-0.13322048984282372,0.23230029714078157,49,0.22448979591836735,0.14065355869479818,-0.0511911791234371,0.5001707709601718,USD_SEK,18,39,5,signal_cross,long,162
111,-0.07911675044206451,0.09487983704525935,-0.26508123105077286,0.10684773016664381,48,-0.08333333333333333,0.14535763346850764,-0.36823429493160825,0.20156762826494162,USD_SEK,18,39,5,signal_cross,short,159
42,0.2857142857142857,0.14966363480776676,-0.007626438508937128,0.5790550099375085,18,-0.2222222222222222,0.23647127470752347,-0.6857059206489682,0.24126147620452376,USD_SEK,18,39,5,zero_cross,long,60
44,-0.18181818181818182,0.14995674948249757,-0.47573341080387704,0.1120970471675134,19,-0.2631578947368421,0.22739441047045122,-0.7088509392589265,0.18253514978524232,USD_SEK,18,39,5,zero_cross,short,63
107,0.1588785046728972,0.0958948727037919,-0.029075445826534957,0.3468324551723293,46,0.21739130434782608,0.1455060915711436,-0.06780063513161541,0.5025832438272676,USD_SEK,18,39,9,signal_cross,long,153
100,-0.07725290295967749,0.09899613095211969,-0.2712853196258321,0.1167795137064771,44,-0.09090909090909091,0.15186710356082853,-0.38856861388831476,0.20675043207013297,USD_SEK,18,39,9,signal_cross,short,144
42,0.2857142857142857,0.14966363480776676,-0.007626438508937128,0.5790550099375085,18,-0.2222222222222222,0.23647127470752347,-0.6857059206489682,0.24126147620452376,USD_SEK,18,39,9,zero_cross,long,60
44,-0.18181818181818182,0.14995674948249757,-0.47573341080387704,0.1120970471675134,19,-0.2631578947368421,0.22739441047045122,-0.7088509392589265,0.18253514978524232,USD_SEK,18,39,9,zero_cross,short,63
100,0.11026228949973432,0.0993844238701643,-0.08453118128578771,0.3050557602852564,44,0.045454545454545456,0.15234094902916004,-0.2531337146426082,0.34404280555169914,USD_SEK,18,39,13,signal_cross,long,144
104,-0.10811358668828883,0.09750616869926755,-0.2992256773388532,0.08299850396227557,45,-0.06666666666666667,0.15042028661807097,-0.36149042843808576,0.22815709510475246,USD_SEK,18,39,13,signal_cross,short,149
42,0.2857142857142857,0.14966363480776676,-0.007626438508937128,0.5790550099375085,18,-0.2222222222222222,0.23647127470752347,-0.6857059206489682,0.24126147620452376,USD_SEK,18,39,13,zero_cross,long,60
44,-0.18181818181818182,0.14995674948249757,-0.47573341080387704,0.1120970471675134,19,-0.2631578947368421,0.22739441047045122,-0.7088509392589265,0.18253514978524232,USD_SEK,18,39,13,zero_cross,short,63
105,0.02857142857142857,0.09801803569660555,-0.1635439213939183,0.22068677853677546,46,-0.08695652173913043,0.14850653283999418,-0.37802932610551904,0.20411628262725817,USD_SEK,24,52,5,signal_cross,long,151
113,-0.019856752350283523,0.0940783398823485,-0.20425029851968657,0.1645367938191195,49,0.14285714285714285,0.14285714285714285,-0.13714285714285712,0.4228571428571428,USD_SEK,24,52,5,signal_cross,short,162
30,0.266666666666667,0.17897109079679932,-0.08411667129505968,0.6174500046283937,13,-0.07692307692307693,0.2878197989826109,-0.6410498829289943,0.48720372908284043,USD_SEK,24,52,5,zero_cross,long,43
34,0.17647058823529413,0.17134566617751038,-0.15936691747262619,0.5123080939432144,15,-0.2,0.26186146828319085,-0.7132484778350541,0.313248477835054,USD_SEK,24,52,5,zero_cross,short,49
89,0.3150308135480808,0.10054033772998418,0.11797175159731185,0.5120898754988498,39,-0.02564102564102564,0.16216808513683997,-0.343490472509232,0.29220842122718066,USD_SEK,24,52,9,signal_cross,long,128
98,0.017648127004071274,0.10050871727826986,-0.17934895886133764,0.2146452128694802,42,0.047619047619047616,0.1559965936388461,-0.25813427591309074,0.35337237115118597,USD_SEK,24,52,9,signal_cross,short,140
30,0.266666666666667,0.17897109079679932,-0.08411667129505968,0.6174500046283937,13,-0.07692307692307693,0.2878197989826109,-0.6410498829289943,0.48720372908284043,USD_SEK,24,52,9,zero_cross,long,43
34,0.17647058823529413,0.17134566617751038,-0.15936691747262619,0.5123080939432144,15,-0.2,0.26186146828319085,-0.7132484778350541,0.313248477835054,USD_SEK,24,52,9,zero_cross,short,49
70,0.06663693041410446,0.11935096174983184,-0.16729095461556595,0.3005648154437749,30,-0.2,0.18194353045893683,-0.5566093196995161,0.15660931969951614,USD_SEK,24,52,13,signal_cross,long,100
79,-0.13924050632911392,0.11212470629394185,-0.35900493066524,0.08052391800701211,35,-0.2,0.16803361008336118,-0.529345875763388,0.1293458757633879,USD_SEK,24,52,13,signal_cross,short,114
30,0.266666666666667,0.17897109079679932,-0.08411667129505968,0.6174500046283937,13,-0.07692307692307693,0.2878197989826109,-0.6410498829289943,0.48720372908284043,USD_SEK,24,52,13,zero_cross,long,43
34,0.17647058823529413,0.17134566617751038,-0.15936691747262619,0.5123080939432144,15,-0.2,0.26186146828319085,-0.7132484778350541,0.313248477835054,USD_SEK,24,52,13,zero_cross,short,49
220,-0.13651855377341132,0.06553578593648222,-0.26496869420891644,-0.008068413337906172,95,0.007945466229450438,0.10167110278865935,-0.19132989523632188,0.20722082769522276,AUD_CHF,6,13,5,signal_cross,long,315
210,0.11272657379414414,0.06772077343440745,-0.020006142137294458,0.24545928972558273,91,-0.027805172403971914,0.10427278722188038,-0.23217983535885744,0.17656949055091364,AUD_CHF,6,13,5,signal_cross,short,301
114,-0.020226827548558445,0.09326599175280532,-0.20302817138405688,0.16257451628693997,49,-0.1836734693877551,0.14188199737832796,-0.46176218424927795,0.0944152454737677,AUD_CHF,6,13,5,zero_cross,long,163
93,0.23538330005343663,0.0996307705688955,0.04010698973840146,0.4306596103684718,41,0.002403393498284085,0.15619225397805941,-0.30373342429871236,0.3085402112952806,AUD_CHF,6,13,5,zero_cross,short,134
176,-0.08246171392763821,0.07456687632839823,-0.22861279153129874,0.06368936367602232,76,0.16449673386174946,0.11249987869623919,-0.05600302838287935,0.38499649610637826,AUD_CHF,6,13,9,signal_cross,long,252
172,0.041020494442709284,0.07579014296675506,-0.10752818577213064,0.1895691746575492,74,0.00634769339511562,0.1155414157005001,-0.22011348137786457,0.23280886816809582,AUD_CHF,6,13,9,signal_cross,short,246
114,-0.020226827548558445,0.09326599175280532,-0.20302817138405688,0.16257451628693997,49,-0.1836734693877551,0.14188199737832796,-0.46176218424927795,0.0944152454737677,AUD_CHF,6,13,9,zero_cross,long,163
93,0.23538330005343663,0.0996307705688955,0.04010698973840146,0.4306596103684718,41,0.002403393498284085,0.15619225397805941,-0.30373342429871236,0.3085402112952806,AUD_CHF,6,13,9,zero_cross,short,134
162,0.034127236170619996,0.07784749597402386,-0.11845385593846677,0.18670832827970676,70,0.08552813202364588,0.1179709609126147,-0.14569495136507893,0.3167512154123707,AUD_CHF,6,13,13,signal_cross,long,232
161,0.03213514604024509,0.07842471788438599,-0.12157730101315145,0.18584759309364163,70,-0.08497049128377791,0.11672313411667336,-0.3137478341524577,0.14380685158490186,AUD_CHF,6,13,13,signal_cross,short,231
114,-0.020226827548558445,0.09326599175280532,-0.20302817138405688,0.16257451628693997,49,-0.1836734693877551,0.14188199737832796,-0.46176218424927795,0.0944152454737677,AUD_CHF,6,13,13,zero_cross,long,163
93,0.23538330005343663,0.0996307705688955,0.04010698973840146,0.4306596103684718,41,0.002403393498284085,0.15619225397805941,-0.30373342429871236,0.3085402112952806,AUD_CHF,6,13,13,zero_cross,short,134
179,-0.03662031299810096,0.07329329516651437,-0.18027517152446912,0.10703454552826722,78,0.12101806191993646,0.11252760134816461,-0.09953603672246618,0.3415721605623391,AUD_CHF,8,17,5,signal_cross,long,257
177,-0.019923036368670034,0.07436040301177899,-0.16566942627175685,0.12582335353441676,76,-0.020135140641597948,0.11400822556258887,-0.24359126274427212,0.20332098146107624,AUD_CHF,8,17,5,signal_cross,short,253
88,-0.00025065939915849063,0.10574238311306838,-0.20750573030077252,0.20700441150245552,39,-0.05209189962690571,0.1599071265545591,-0.3655098676738415,0.26132606842003014,AUD_CHF,8,17,5,zero_cross,long,127
83,0.046564102243229044,0.10965598947491725,-0.16836163712760877,0.26148984161406685,36,0.02111019730725383,0.1667656199964304,-0.30575041788574975,0.3479708125002574,AUD_CHF,8,17,5,zero_cross,short,119
149,0.008289550900975015,0.08104066670250198,-0.15055015583592887,0.16712925763787892,65,0.10749183448700327,0.12206243983858714,-0.13175054759662752,0.3467342165706341,AUD_CHF,8,17,9,signal_cross,long,214
155,0.0188405656956865,0.0798675309785578,-0.13769979502228677,0.1753809264136598,67,0.07063280303339892,0.12113429854057921,-0.16679042210613632,0.30805602817293415,AUD_CHF,8,17,9,signal_cross,short,222
88,-0.00025065939915849063,0.10574238311306838,-0.20750573030077252,0.20700441150245552,39,-0.05209189962690571,0.1599071265545591,-0.3655098676738415,0.26132606842003014,AUD_CHF,8,17,9,zero_cross,long,127
83,0.046564102243229044,0.10965598947491725,-0.16836163712760877,0.26148984161406685,36,0.02111019730725383,0.1667656199964304,-0.30575041788574975,0.3479708125002574,AUD_CHF,8,17,9,zero_cross,short,119
131,-0.01719554030237495,0.08603553900377522,-0.18582519674977438,0.1514341161450245,57,-0.19057859960302917,0.1287826311292112,-0.4429925566162831,0.061835357410224806,AUD_CHF,8,17,13,signal_cross,long,188
145,-0.0052413753752904284,0.0821007268233739,-0.16615879994910326,0.1556760491985224,63,-0.04840083903243178,0.12464383639950342,-0.29270275837545845,0.19590108031059492,AUD_CHF,8,17,13,signal_cross,short,208
88,-0.00025065939915849063,0.10574238311306838,-0.20750573030077252,0.20700441150245552,39,-0.05209189962690571,0.1599071265545591,-0.3655098676738415,0.26132606842003014,AUD_CHF,8,17,13,zero_cross,long,127
83,0.046564102243229044,0.10965598947491725,-0.16836163712760877,0.26148984161406685,36,0.02111019730725383,0.1667656199964304,-0.30575041788574975,0.3479708125002574,AUD_CHF,8,17,13,zero_cross,short,119
