strategy,pair,direction,entry_mode,entry_ts,exit_ts,r
stoch,CHF_JPY,long,mid,2020-10-12 05:00:00,2020-10-20 13:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2020-10-13 17:00:00,2020-10-19 13:00:00,0.4999999999999877
stoch,CHF_JPY,long,mid,2020-10-15 09:00:00,2020-10-19 09:00:00,0.4999999999999877
stoch,CHF_JPY,long,mid,2020-10-16 09:00:00,2020-10-19 13:00:00,0.4999999999999815
stoch,CHF_JPY,long,mid,2020-10-21 13:00:00,2020-10-28 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-10-22 01:00:00,2020-10-28 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-10-26 21:00:00,2020-10-28 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-10-27 09:00:00,2020-10-28 09:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-10-27 21:00:00,2020-11-03 06:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-10-28 05:00:00,2020-11-09 06:00:00,0.4999999999999876
stoch,CHF_JPY,long,mid,2020-10-29 09:00:00,2020-11-03 22:00:00,0.4999999999999938
stoch,CHF_JPY,long,mid,2020-10-29 17:00:00,2020-11-03 22:00:00,0.4999999999999938
stoch,CHF_JPY,long,mid,2020-10-30 05:00:00,2020-11-03 10:00:00,0.4999999999999938
stoch,CHF_JPY,long,mid,2020-11-02 14:00:00,2020-11-03 10:00:00,0.4999999999999875
stoch,CHF_JPY,long,mid,2020-11-10 02:00:00,2020-11-18 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-11-10 10:00:00,2020-11-18 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-11-11 10:00:00,2020-11-18 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2020-11-13 02:00:00,2020-11-30 06:00:00,0.4999999999999876
stoch,CHF_JPY,long,mid,2020-11-13 18:00:00,2020-11-30 06:00:00,0.4999999999999876
stoch,CHF_JPY,long,mid,2020-11-17 06:00:00,2020-11-29 22:00:00,0.4999999999999938
stoch,CHF_JPY,long,mid,2020-11-17 22:00:00,2020-11-24 14:00:00,0.4999999999999938
stoch,CHF_JPY,long,mid,2020-11-18 14:00:00,2020-11-24 10:00:00,0.49999999999998757
stoch,CHF_JPY,long,mid,2020-11-18 22:00:00,2020-11-23 18:00:00,0.4999999999999813
stoch,CHF_JPY,long,mid,2020-11-19 18:00:00,2020-11-23 18:00:00,0.4999999999999875
stoch,CHF_JPY,long,mid,2020-11-30 22:00:00,2020-12-01 14:00:00,0.49999999999999384
stoch,CHF_JPY,long,mid,2020-12-11 14:00:00,2020-12-14 14:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2020-12-15 14:00:00,2021-01-06 14:00:00,0.036717302388325775
stoch,CHF_JPY,long,mid,2020-12-16 06:00:00,2021-01-07 06:00:00,0.2385063858161448
stoch,CHF_JPY,long,mid,2020-12-17 02:00:00,2021-01-06 10:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2020-12-17 14:00:00,2020-12-18 10:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2020-12-21 02:00:00,2021-01-06 10:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2020-12-22 22:00:00,2020-12-29 06:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2020-12-23 10:00:00,2020-12-28 22:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2020-12-24 18:00:00,2020-12-29 06:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2020-12-30 10:00:00,2021-01-06 10:00:00,0.49999999999998174
stoch,CHF_JPY,long,mid,2020-12-31 18:00:00,2021-01-06 10:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-01-04 02:00:00,2021-01-04 14:00:00,0.49999999999998174
stoch,CHF_JPY,long,mid,2021-01-05 10:00:00,2021-01-07 06:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-01-08 02:00:00,2021-01-28 02:00:00,-0.04346677348697437
stoch,CHF_JPY,long,mid,2021-01-11 10:00:00,2021-01-28 14:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-01-13 02:00:00,2021-01-29 06:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-01-15 02:00:00,2021-01-28 06:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-01-18 02:00:00,2021-01-19 06:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-01-18 18:00:00,2021-01-19 06:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-01-20 06:00:00,2021-01-28 14:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-01-20 14:00:00,2021-01-21 14:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-01-20 22:00:00,2021-01-22 06:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-01-21 06:00:00,2021-01-22 06:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-01-25 10:00:00,2021-01-28 22:00:00,0.49999999999999395
stoch,CHF_JPY,long,mid,2021-01-25 22:00:00,2021-01-28 14:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-01-26 06:00:00,2021-01-28 02:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-02-01 06:00:00,2021-02-12 02:00:00,0.49999999999999395
stoch,CHF_JPY,long,mid,2021-02-01 18:00:00,2021-02-10 14:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-02-02 18:00:00,2021-02-10 10:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-02-03 18:00:00,2021-02-10 06:00:00,0.49999999999998174
stoch,CHF_JPY,long,mid,2021-02-04 10:00:00,2021-02-08 02:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-02-08 18:00:00,2021-02-12 02:00:00,0.4999999999999879
stoch,CHF_JPY,long,mid,2021-02-12 14:00:00,2021-02-15 06:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-02-17 14:00:00,2021-02-23 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-02-19 18:00:00,2021-02-23 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-02-22 22:00:00,2021-03-04 10:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-02-23 18:00:00,2021-02-24 22:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-03-01 14:00:00,2021-03-11 10:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-03-02 10:00:00,2021-03-09 22:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-03-03 22:00:00,2021-03-09 22:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-03-04 18:00:00,2021-03-05 10:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-03-08 06:00:00,2021-03-09 10:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-03-10 22:00:00,2021-03-11 06:00:00,0.49999999999998174
stoch,CHF_JPY,long,mid,2021-03-18 17:00:00,2021-03-23 17:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-03-19 09:00:00,2021-03-22 09:00:00,0.4999999999999818
stoch,CHF_JPY,long,mid,2021-03-23 09:00:00,2021-03-30 21:00:00,0.49999999999998784
stoch,CHF_JPY,long,mid,2021-03-23 21:00:00,2021-03-26 17:00:00,0.4999999999999939
stoch,CHF_JPY,long,mid,2021-03-24 05:00:00,2021-03-26 13:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-03-25 21:00:00,2021-03-29 05:00:00,0.4999999999999878
stoch,CHF_JPY,long,mid,2021-04-01 05:00:00,2021-04-05 13:00:00,0.49999999999999395
stoch,CHF_JPY,long,mid,2021-04-06 13:00:00,2021-04-09 05:00:00,0.49999999999999395
stoch,CHF_JPY,long,mid,2021-04-08 05:00:00,2021-04-09 17:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-04-08 13:00:00,2021-04-27 13:00:00,0.499999999999988
stoch,CHF_JPY,long,mid,2021-04-12 05:00:00,2021-04-27 17:00:00,0.49999999999998196
stoch,CHF_JPY,long,mid,2021-04-13 09:00:00,2021-04-27 21:00:00,0.499999999999994
stoch,CHF_JPY,long,mid,2021-04-15 05:00:00,2021-04-16 05:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-04-15 13:00:00,2021-04-16 05:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-04-19 01:00:00,2021-04-20 05:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-04-20 17:00:00,2021-04-27 13:00:00,0.49999999999998196
stoch,CHF_JPY,long,mid,2021-04-21 09:00:00,2021-04-27 01:00:00,0.49999999999999395
stoch,CHF_JPY,long,mid,2021-04-22 21:00:00,2021-04-26 13:00:00,0.49999999999999395
stoch,CHF_JPY,long,mid,2021-04-23 13:00:00,2021-04-27 13:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-05-03 13:00:00,2021-05-06 13:00:00,0.4999999999999822
stoch,CHF_JPY,long,mid,2021-05-04 05:00:00,2021-05-06 09:00:00,0.49999999999999406
stoch,CHF_JPY,long,mid,2021-05-11 17:00:00,2021-05-13 05:00:00,0.4999999999999823
stoch,CHF_JPY,long,mid,2021-05-12 05:00:00,2021-05-13 05:00:00,0.4999999999999882
stoch,CHF_JPY,long,mid,2021-05-17 17:00:00,2021-05-25 05:00:00,0.4999999999999824
stoch,CHF_JPY,long,mid,2021-05-18 01:00:00,2021-05-25 05:00:00,0.4999999999999824
stoch,CHF_JPY,long,mid,2021-05-19 13:00:00,2021-05-21 05:00:00,0.4999999999999941
stoch,CHF_JPY,long,mid,2021-05-21 13:00:00,2021-05-27 13:00:00,0.4999999999999824
stoch,CHF_JPY,long,mid,2021-05-26 13:00:00,2021-05-27 13:00:00,0.49999999999999417
stoch,CHF_JPY,long,mid,2021-05-31 05:00:00,2021-06-10 09:00:00,0.49999999999999417
stoch,CHF_JPY,long,mid,2021-06-02 13:00:00,2021-06-15 05:00:00,0.49999999999998834
stoch,CHF_JPY,long,mid,2021-06-04 17:00:00,2021-06-10 13:00:00,0.49999999999998834
stoch,CHF_JPY,long,mid,2021-06-07 13:00:00,2021-06-09 13:00:00,0.49999999999999417
stoch,CHF_JPY,long,mid,2021-06-11 17:00:00,2021-06-17 09:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-15 13:00:00,2021-06-17 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-16 13:00:00,2021-06-17 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-16 21:00:00,2021-06-17 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-17 13:00:00,2021-06-21 01:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-20 21:00:00,2021-06-21 17:00:00,0.49999999999999406
stoch,CHF_JPY,long,mid,2021-06-21 05:00:00,2021-06-21 13:00:00,0.49999999999999406
stoch,CHF_JPY,long,mid,2021-06-24 09:00:00,2021-07-06 21:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-25 13:00:00,2021-07-06 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-28 05:00:00,2021-07-06 21:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-28 17:00:00,2021-07-08 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-06-29 01:00:00,2021-07-19 01:00:00,-0.4843461327208312
stoch,CHF_JPY,long,mid,2021-06-29 13:00:00,2021-07-01 13:00:00,0.4999999999999882
stoch,CHF_JPY,long,mid,2021-06-30 09:00:00,2021-07-01 09:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-07-05 09:00:00,2021-07-08 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-07-05 17:00:00,2021-07-08 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-07-06 01:00:00,2021-07-08 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-07-06 09:00:00,2021-07-09 17:00:00,0.49999999999999406
stoch,CHF_JPY,long,mid,2021-07-06 17:00:00,2021-07-09 05:00:00,0.4999999999999822
stoch,CHF_JPY,long,mid,2021-07-07 01:00:00,2021-07-09 05:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-07-08 01:00:00,2021-07-08 21:00:00,0.4999999999999822
stoch,CHF_JPY,long,mid,2021-07-13 13:00:00,2021-07-19 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-07-14 13:00:00,2021-07-19 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-07-15 17:00:00,2021-07-26 13:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-07-16 01:00:00,2021-07-26 13:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-07-19 01:00:00,2021-07-21 17:00:00,0.4999999999999822
stoch,CHF_JPY,long,mid,2021-07-19 09:00:00,2021-07-21 13:00:00,0.4999999999999821
stoch,CHF_JPY,long,mid,2021-07-22 17:00:00,2021-07-26 13:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-07-27 09:00:00,2021-07-29 05:00:00,0.4999999999999823
stoch,CHF_JPY,long,mid,2021-07-28 05:00:00,2021-07-29 13:00:00,0.4999999999999941
stoch,CHF_JPY,long,mid,2021-07-30 05:00:00,2021-08-09 21:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-08-02 13:00:00,2021-08-12 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-08-03 05:00:00,2021-08-12 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-08-06 17:00:00,2021-08-26 17:00:00,-0.4862949470137629
stoch,CHF_JPY,long,mid,2021-08-09 09:00:00,2021-08-27 09:00:00,-0.20062434963579548
stoch,CHF_JPY,long,mid,2021-08-09 17:00:00,2021-08-25 13:00:00,0.49999999999998224
stoch,CHF_JPY,long,mid,2021-08-10 13:00:00,2021-08-25 13:00:00,0.49999999999999406
stoch,CHF_JPY,long,mid,2021-08-12 01:00:00,2021-08-25 13:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-08-18 01:00:00,2021-08-27 13:00:00,0.49999999999998224
stoch,CHF_JPY,long,mid,2021-08-19 09:00:00,2021-08-23 05:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-08-19 21:00:00,2021-08-23 05:00:00,0.4999999999999822
stoch,CHF_JPY,long,mid,2021-08-25 05:00:00,2021-09-14 05:00:00,-0.6979568747504342
stoch,CHF_JPY,long,mid,2021-08-26 13:00:00,2021-08-27 13:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-08-30 13:00:00,2021-09-16 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-08-30 21:00:00,2021-09-16 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-03 17:00:00,2021-09-15 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-06 13:00:00,2021-09-15 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-07 21:00:00,2021-09-15 21:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-08 09:00:00,2021-09-16 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-09 01:00:00,2021-09-16 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-12 21:00:00,2021-09-16 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-15 01:00:00,2021-09-17 17:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-15 17:00:00,2021-09-20 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-09-16 09:00:00,2021-09-23 05:00:00,0.499999999999988
stoch,CHF_JPY,long,mid,2021-09-16 21:00:00,2021-09-23 05:00:00,0.499999999999994
stoch,CHF_JPY,long,mid,2021-09-17 17:00:00,2021-09-22 05:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-09-20 09:00:00,2021-09-22 05:00:00,0.49999999999998795
stoch,CHF_JPY,long,mid,2021-09-27 05:00:00,2021-09-28 09:00:00,0.4999999999999822
stoch,CHF_JPY,long,mid,2021-09-29 17:00:00,2021-10-08 05:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-09-30 17:00:00,2021-10-04 09:00:00,0.49999999999999406
stoch,CHF_JPY,long,mid,2021-10-01 09:00:00,2021-10-04 13:00:00,0.4999999999999881
stoch,CHF_JPY,long,mid,2021-10-06 09:00:00,2021-10-08 09:00:00,0.4999999999999882
stoch,CHF_JPY,long,mid,2021-10-12 17:00:00,2021-10-13 17:00:00,0.49999999999999417
stoch,CHF_JPY,long,mid,2021-10-13 01:00:00,2021-10-13 21:00:00,0.49999999999999417
stoch,CHF_JPY,long,mid,2021-10-18 09:00:00,2021-10-20 17:00:00,0.4999999999999828
stoch,CHF_JPY,long,mid,2021-10-20 09:00:00,2021-10-20 21:00:00,0.4999999999999828
stoch,CHF_JPY,long,mid,2021-10-21 17:00:00,2021-10-29 09:00:00,0.49999999999998856
stoch,CHF_JPY,long,mid,2021-10-22 17:00:00,2021-10-28 21:00:00,0.4999999999999828
stoch,CHF_JPY,long,mid,2021-10-25 09:00:00,2021-10-28 17:00:00,0.4999999999999943
stoch,CHF_JPY,long,mid,2021-10-25 21:00:00,2021-10-28 13:00:00,0.4999999999999885
stoch,CHF_JPY,long,mid,2021-10-27 09:00:00,2021-10-28 21:00:00,0.4999999999999885
stoch,CHF_JPY,long,mid,2021-10-28 05:00:00,2021-10-28 17:00:00,0.4999999999999885
stoch,CHF_JPY,long,mid,2021-11-02 09:00:00,2021-11-09 10:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-02 17:00:00,2021-11-15 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-05 13:00:00,2021-11-16 06:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-08 14:00:00,2021-11-17 22:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-09 06:00:00,2021-11-10 10:00:00,0.4999999999999885
stoch,CHF_JPY,long,mid,2021-11-11 10:00:00,2021-11-29 06:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-12 14:00:00,2021-11-17 22:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-15 22:00:00,2021-11-17 22:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-16 10:00:00,2021-11-29 06:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-16 18:00:00,2021-11-29 06:00:00,-1.0
stoch,CHF_JPY,long,mid,2021-11-17 14:00:00,2021-11-24 18:00:00,0.49999999999998845
stoch,CHF_JPY,long,mid,2021-11-24 06:00:00,2021-11-24 18:00:00,0.4999999999999827
stoch,CHF_JPY,long,mid,2021-11-25 22:00:00,2021-12-08 22:00:00,0.49999999999998845
stoch,CHF_JPY,long,mid,2021-11-26 18:00:00,2021-12-01 06:00:00,0.4999999999999826
stoch,CHF_JPY,long,mid,2021-11-29 06:00:00,2021-11-29 22:00:00,0.4999999999999884
stoch,CHF_JPY,long,mid,2021-12-01 22:00:00,2021-12-08 18:00:00,0.49999999999998845
stoch,CHF_JPY,long,mid,2021-12-03 18:00:00,2021-12-08 22:00:00,0.49999999999998845
stoch,CHF_JPY,long,mid,2021-12-06 06:00:00,2021-12-08 10:00:00,0.4999999999999942
stoch,CHF_JPY,long,mid,2021-12-06 18:00:00,2021-12-08 10:00:00,0.4999999999999884
stoch,CHF_JPY,long,mid,2021-12-09 14:00:00,2021-12-14 06:00:00,0.4999999999999884
stoch,CHF_JPY,long,mid,2021-12-15 06:00:00,2021-12-16 06:00:00,0.4999999999999827
stoch,CHF_JPY,long,mid,2021-12-17 14:00:00,2021-12-22 06:00:00,0.4999999999999942
stoch,CHF_JPY,long,mid,2021-12-20 02:00:00,2021-12-21 06:00:00,0.49999999999998845
stoch,CHF_JPY,long,mid,2021-12-24 18:00:00,2021-12-27 22:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-01-03 18:00:00,2022-01-04 06:00:00,0.49999999999999434
stoch,CHF_JPY,long,mid,2022-01-05 10:00:00,2022-01-10 10:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-06 06:00:00,2022-01-10 10:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-06 18:00:00,2022-01-10 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-07 10:00:00,2022-01-10 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-10 18:00:00,2022-01-11 14:00:00,0.49999999999998856
stoch,CHF_JPY,long,mid,2022-01-13 18:00:00,2022-01-20 22:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-14 02:00:00,2022-01-18 02:00:00,0.49999999999998296
stoch,CHF_JPY,long,mid,2022-01-14 14:00:00,2022-01-18 02:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-01-18 18:00:00,2022-01-27 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-19 06:00:00,2022-01-25 14:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-01-20 18:00:00,2022-02-03 14:00:00,0.49999999999998856
stoch,CHF_JPY,long,mid,2022-01-24 06:00:00,2022-02-10 06:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-01-24 14:00:00,2022-02-10 06:00:00,0.4999999999999829
stoch,CHF_JPY,long,mid,2022-01-25 06:00:00,2022-02-03 10:00:00,0.49999999999998285
stoch,CHF_JPY,long,mid,2022-01-25 18:00:00,2022-02-03 10:00:00,0.49999999999998856
stoch,CHF_JPY,long,mid,2022-01-27 14:00:00,2022-02-01 06:00:00,0.4999999999999885
stoch,CHF_JPY,long,mid,2022-01-28 18:00:00,2022-02-01 06:00:00,0.4999999999999885
stoch,CHF_JPY,long,mid,2022-02-06 22:00:00,2022-02-10 06:00:00,0.49999999999998856
stoch,CHF_JPY,long,mid,2022-02-07 10:00:00,2022-02-10 06:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-02-14 10:00:00,2022-02-21 14:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-02-22 10:00:00,2022-03-03 06:00:00,0.49999999999998296
stoch,CHF_JPY,long,mid,2022-02-22 18:00:00,2022-02-23 14:00:00,0.4999999999999943
stoch,CHF_JPY,long,mid,2022-02-24 10:00:00,2022-02-28 06:00:00,0.4999999999999943
stoch,CHF_JPY,long,mid,2022-02-25 10:00:00,2022-02-28 10:00:00,0.4999999999999829
stoch,CHF_JPY,long,mid,2022-03-01 10:00:00,2022-03-03 02:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-03-01 18:00:00,2022-03-03 06:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-03-04 18:00:00,2022-03-14 05:00:00,0.49999999999999434
stoch,CHF_JPY,long,mid,2022-03-07 02:00:00,2022-03-11 06:00:00,0.4999999999999886
stoch,CHF_JPY,long,mid,2022-03-07 10:00:00,2022-03-11 02:00:00,0.4999999999999943
stoch,CHF_JPY,long,mid,2022-03-10 14:00:00,2022-03-11 02:00:00,0.4999999999999829
stoch,CHF_JPY,long,mid,2022-03-15 09:00:00,2022-03-16 17:00:00,0.4999999999999887
stoch,CHF_JPY,long,mid,2022-03-23 09:00:00,2022-03-23 13:00:00,0.499999999999989
stoch,CHF_JPY,long,mid,2022-03-29 05:00:00,2022-03-30 01:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-03-31 13:00:00,2022-04-01 01:00:00,0.49999999999998923
stoch,CHF_JPY,long,mid,2022-04-04 01:00:00,2022-04-05 17:00:00,0.4999999999999893
stoch,CHF_JPY,long,mid,2022-04-04 09:00:00,2022-04-06 01:00:00,0.4999999999999786
stoch,CHF_JPY,long,mid,2022-04-05 05:00:00,2022-04-06 01:00:00,0.4999999999999893
stoch,CHF_JPY,long,mid,2022-04-07 01:00:00,2022-04-10 21:00:00,0.4999999999999893
stoch,CHF_JPY,long,mid,2022-04-13 21:00:00,2022-04-19 01:00:00,0.5
stoch,CHF_JPY,long,mid,2022-04-14 09:00:00,2022-04-18 21:00:00,0.4999999999999894
stoch,CHF_JPY,long,mid,2022-04-14 17:00:00,2022-04-15 05:00:00,0.5
stoch,CHF_JPY,long,mid,2022-04-20 17:00:00,2022-04-25 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-04-21 17:00:00,2022-04-25 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-04-22 05:00:00,2022-04-26 09:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-04-25 09:00:00,2022-04-26 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-04-25 17:00:00,2022-04-26 17:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-04-26 01:00:00,2022-04-26 17:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-04-26 13:00:00,2022-04-28 01:00:00,0.4999999999999893
stoch,CHF_JPY,long,mid,2022-04-26 21:00:00,2022-04-28 01:00:00,0.4999999999999893
stoch,CHF_JPY,long,mid,2022-04-29 17:00:00,2022-05-02 05:00:00,0.49999999999998934
stoch,CHF_JPY,long,mid,2022-05-02 17:00:00,2022-05-05 17:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-03 05:00:00,2022-05-09 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-04 09:00:00,2022-05-09 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-04 17:00:00,2022-05-09 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-05 17:00:00,2022-05-09 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-10 01:00:00,2022-05-11 21:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-10 09:00:00,2022-05-12 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-11 17:00:00,2022-05-12 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-05-12 09:00:00,2022-05-13 13:00:00,0.4999999999999834
stoch,CHF_JPY,long,mid,2022-05-18 13:00:00,2022-05-19 01:00:00,0.49999999999997813
stoch,CHF_JPY,long,mid,2022-05-20 13:00:00,2022-05-23 09:00:00,0.5
stoch,CHF_JPY,long,mid,2022-05-24 17:00:00,2022-05-27 09:00:00,0.49999999999998923
stoch,CHF_JPY,long,mid,2022-06-10 13:00:00,2022-06-13 01:00:00,0.4999999999999791
stoch,CHF_JPY,long,mid,2022-06-13 13:00:00,2022-06-14 05:00:00,0.5
stoch,CHF_JPY,long,mid,2022-06-14 17:00:00,2022-06-16 05:00:00,0.5
stoch,CHF_JPY,long,mid,2022-06-15 17:00:00,2022-06-16 05:00:00,0.5
stoch,CHF_JPY,long,mid,2022-06-22 09:00:00,2022-06-22 13:00:00,0.4999999999999899
stoch,CHF_JPY,long,mid,2022-06-23 09:00:00,2022-06-24 09:00:00,0.49999999999997974
stoch,CHF_JPY,long,mid,2022-06-29 05:00:00,2022-06-29 09:00:00,0.49999999999999
stoch,CHF_JPY,long,mid,2022-06-30 13:00:00,2022-07-01 05:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-07-01 05:00:00,2022-07-05 13:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-07-01 13:00:00,2022-07-04 05:00:00,0.4999999999999899
stoch,CHF_JPY,long,mid,2022-07-05 09:00:00,2022-07-06 09:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-07-05 17:00:00,2022-07-06 09:00:00,-1.0
stoch,CHF_JPY,long,mid,2022-07-06 05:00:00,2022-07-06 21:00:00,0.4999999999999796
stoch,CHF_JPY,long,mid,2022-07-07 13:00:00,2022-07-13 09:00:00,0.5
stoch,CHF_JPY,long,mid,2022-07-08 05:00:00,2022-07-08 13:00:00,0.4999999999999898
stoch,CHF_JPY,long,mid,2022-07-12 09:00:00,2022-07-13 05:00:00,0.49999999999997957
