drag_pct_per_day,drag_bp_per_day,instrument,family,cell,timeframe,entry_mode,direction,n,mean_r,baseline_mean_r,excess_r,drag_pct_per_day_to_zero_excess,excess_ci_low,excess_ci_high
0.0001,1.0,XAG_USD,trend,tsmom63,D1,market,-1,1310,-0.19440714462327988,-0.21957231446443834,0.025165169841158463,nan,nan,nan
0.0001,1.0,XAG_USD,trend,tsmom63,H4,limit,-1,7223,0.12913568578986676,0.11742208567083688,0.011713600119029874,nan,nan,nan
0.0001,1.0,XAG_USD,trend,tsmom63,H4,limit,1,8775,0.12639424477622518,0.11459396550364825,0.01180027927257693,nan,nan,nan
0.0001,1.0,XAG_USD,trend,tsmom63,H4,market,-1,7223,-0.12781996038953924,-0.14012057728321964,0.012300616893680394,nan,nan,nan
0.0001,1.0,XAG_USD,trend,tsmom63,H4,market,1,8775,-0.12548264159544947,-0.13147842133610135,0.00599577974065188,nan,nan,nan
0.0001,1.0,XAU_USD,mr_under_limit,atr_range_exp,H4,limit,1,2146,0.29959071381811986,0.2793049044639609,0.020285809354158968,nan,nan,nan
0.0001,1.0,XAU_USD,mr_under_limit,atr_range_exp,H4,market,1,2146,0.0534868583298842,0.04423730212519064,0.00924955620469356,nan,nan,nan
0.0001,1.0,XAU_USD,mr_under_limit,rsi14_lt30,H4,limit,1,716,0.3195435131778709,0.2793049044639609,0.040238608713909996,nan,nan,nan
0.0001,1.0,XAU_USD,mr_under_limit,rsi14_lt30,H4,market,1,716,0.080629213108325,0.04423730212519064,0.036391910983134365,0.013396542958303474,nan,nan
0.0001,1.0,XAU_USD,trend,donchian55,D1,limit,-1,57,0.23959961600849994,0.10324145766561307,0.13635815834288686,nan,nan,nan
0.0001,1.0,XAU_USD,trend,donchian55,H4,limit,-1,377,0.15844898400183557,0.12933011893317045,0.029118865068665123,nan,nan,nan
0.0001,1.0,XAU_USD,trend,donchian55,H4,limit,1,779,0.34563997804783253,0.2793049044639609,0.06633507358387164,nan,nan,nan
0.0001,1.0,XAU_USD,trend,donchian55,H4,market,1,779,0.10974367184920313,0.04423730212519064,0.06550636972401248,nan,nan,nan
0.0001,1.0,XAU_USD,trend,supertrend10x3,D1,market,1,1811,0.03330091526675399,0.03192344002108476,0.001377475245669224,nan,nan,nan
0.0001,1.0,XAU_USD,trend,supertrend10x3,H4,limit,-1,7576,0.14774250183013288,0.12933011893317045,0.018412382896962426,nan,nan,nan
0.0001,1.0,XAU_USD,trend,supertrend10x3,H4,limit,1,8478,0.3044094815343141,0.2793049044639609,0.025104577070353185,0.01652624309902832,nan,nan
0.0001,1.0,XAU_USD,trend,supertrend10x3,H4,market,-1,7576,-0.09526051754078696,-0.1226428660713602,0.02738234853057324,nan,nan,nan
