tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,tenkan,kijun,senkou_b,displacement,trigger,direction,total_n
215,-0.032483708651747885,0.06275501509431507,-0.1554835382366054,0.09051612093310965,93,0.0384390980171714,0.0906965641360738,-0.13932616768953324,0.21620436372387605,EUR_HUF,12,30,60,30,cloud_break,short,308
296,0.03148980892638438,0.05790041922073631,-0.0819950127462588,0.14497463059902754,128,0.15625,0.08764575879888924,-0.01553568724582291,0.3280356872458229,USD_NOK,9,26,52,26,cloud_break,long,424
