tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,tenkan,kijun,senkou_b,displacement,trigger,direction,total_n
275,-0.12,0.0599756641644826,-0.2375523017623859,-0.002447698237614107,118,0.0847457627118644,0.09211745362532305,-0.09580444639376876,0.26529597181749753,NZD_USD,9,26,52,26,cloud_break,short,393
119,-0.04201680672268908,0.09197616621789914,-0.2222900925097714,0.13825647906439326,52,-0.005806667878020968,0.1393335855538635,-0.2789004955635934,0.26728715980755147,NZD_USD,9,26,52,26,tk_cross_above_cloud,long,171
112,0.05357142857142857,0.09477950238548305,-0.1321963961041182,0.23933925324697536,49,-0.02040816326530612,0.14430750636460155,-0.30325087573992515,0.26243454920931286,NZD_USD,9,26,52,26,tk_cross_above_cloud,short,161
313,-0.022364217252396165,0.05659969199502495,-0.13329961356264508,0.08857117905785274,135,-0.053361742334647244,0.0861463745800722,-0.22220863651158876,0.11548515184229427,NZD_USD,7,22,44,22,tk_cross,long,448
313,0.009584664536741214,0.056611251209277,-0.1013733878334417,0.12054271690692413,135,0.15555555555555556,0.0853352680819917,-0.011701569885148172,0.32281268099625926,NZD_USD,7,22,44,22,tk_cross,short,448
298,0.12751677852348994,0.05755218598600445,0.014714493990921229,0.24031906305605866,128,-0.125,0.0880396743063518,-0.29755776164044956,0.04755776164044953,NZD_USD,7,22,44,22,cloud_break,long,426
302,-0.05692512896110573,0.05742295423498898,-0.16947411926168413,0.05562386133947267,130,0.07692307692307693,0.08778421571653164,-0.09513398588132507,0.24898013972747893,NZD_USD,7,22,44,22,cloud_break,short,432
135,0.05185185185185185,0.08627063393501151,-0.11723859066077072,0.2209422943644744,59,0.04739262347156986,0.13075038654870552,-0.20887813416389295,0.30366338110703267,NZD_USD,7,22,44,22,tk_cross_above_cloud,long,194
136,0.0,0.08606629658238703,-0.16868994130147857,0.16868994130147857,59,0.15254237288135594,0.12976974465911464,-0.10180632665050873,0.40689107241322064,NZD_USD,7,22,44,22,tk_cross_above_cloud,short,195
226,0.017699115044247787,0.06665622389300192,-0.11294708378603599,0.14834531387453156,97,0.05154639175257732,0.10192639140868655,-0.1482293354084483,0.25132211891360295,NZD_USD,12,30,60,30,tk_cross,long,323
221,-0.02262443438914027,0.06740272907101597,-0.15473378336833157,0.10948491459005102,95,0.07368421052631578,0.1028617455264907,-0.12792481070560602,0.27529323175823756,NZD_USD,12,30,60,30,tk_cross,short,316
243,0.09465020576131687,0.06399384456934798,-0.03077772959460516,0.2200781411172389,105,-0.06666666666666667,0.0978399180940457,-0.25843290613099623,0.12509957279766293,NZD_USD,12,30,60,30,cloud_break,long,348
271,-0.15129151291512916,0.06015753633769978,-0.26920028413702074,-0.033382741693237586,117,0.1282051282051282,0.09208145967780781,-0.052274532763375126,0.3086847891736315,NZD_USD,12,30,60,30,cloud_break,short,388
