tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,tenkan,kijun,senkou_b,displacement,trigger,direction,total_n
41,0.17073170731707318,0.15579238461142741,-0.13462136652132453,0.4760847811554709,18,0.0,0.24253562503633302,-0.4753698250712127,0.4753698250712127,USD_SEK,7,22,44,22,tk_cross_above_cloud,long,59
49,0.21940911215955608,0.14016085461660413,-0.055306162888988014,0.49412438720810015,21,0.5238095238095238,0.19047619047619047,0.15047619047619054,0.8971428571428571,USD_SEK,7,22,44,22,tk_cross_above_cloud,short,70
87,0.22610791731154356,0.10447110245782945,0.021344556494197836,0.43087127812888926,38,-0.2631578947368421,0.1586043796843966,-0.5740224789182595,0.04770668944457529,USD_SEK,12,30,60,30,tk_cross,long,125
83,-0.03269985678629396,0.10913111938091906,-0.24659685077289534,0.1811971372003074,36,-0.3333333333333333,0.15936381457791915,-0.6456864099060549,-0.02098025676061177,USD_SEK,12,30,60,30,tk_cross,short,119
50,0.11911455694418571,0.13642137604946886,-0.14827134011277326,0.3865004540011447,22,0.09090909090909091,0.21731429260625335,-0.33502692259916567,0.5168451044173474,USD_SEK,12,30,60,30,cloud_break,long,72
49,0.10204081632653061,0.14358415591296209,-0.17938412926287506,0.3834657619159363,22,-0.2727272727272727,0.20994555243259116,-0.6842205554951514,0.13876601004060596,USD_SEK,12,30,60,30,cloud_break,short,71
24,0.5,0.18057877962865382,0.14606559192783852,0.8539344080721615,11,0.09090909090909091,0.3149183286488867,-0.526330833242727,0.7081490150609089,USD_SEK,12,30,60,30,tk_cross_above_cloud,long,35
30,0.06666666666666667,0.18528222234124034,-0.2964864891221644,0.4298198224554977,13,0.07692307692307693,0.2878197989826109,-0.48720372908284043,0.6410498829289943,USD_SEK,12,30,60,30,tk_cross_above_cloud,short,43
125,-0.11512546868765754,0.08802130826293625,-0.2876472328830126,0.057396295507697495,55,-0.01818181818181818,0.13606026860996148,-0.2848599446573427,0.24849630829370634,AUD_CHF,9,26,52,26,tk_cross,long,180
123,0.06181829817305161,0.08932898488800577,-0.1132665122074397,0.2369031085535429,54,0.037037037037037035,0.1372663199829123,-0.2320049501294711,0.30607902420354516,AUD_CHF,9,26,52,26,tk_cross,short,177
59,0.12719794711029545,0.1293904733109761,-0.12640738057921772,0.3808032747998086,26,0.15384615384615385,0.19761896274869428,-0.23348701314128695,0.5411793208335947,AUD_CHF,9,26,52,26,cloud_break,long,85
