instrument,family,cell,timeframe,entry_mode,direction,n,mean_r,nw_lag,nw_se,ci_low,ci_high
XAU_USD,mr_under_limit,stoch14_k20,H4,limit,1,2828,0.23176149271760252,3,0.03468494330356116,0.16377900384262264,0.2997439815925824
XAU_USD,mr_under_limit,stoch14_k20,H4,market,1,2828,-0.04309857689935666,2,0.03134235698431548,-0.10452959658861499,0.018332442789901676
XAU_USD,trend,donchian55,D1,limit,-1,57,0.3124737431812326,0,0.1654608055553524,-0.011829435707258085,0.6367769220697233
XAU_USD,trend,donchian55,D1,limit,1,186,0.1518758687972762,0,0.09156769300124161,-0.02759680948515736,0.33134854707970973
XAU_USD,trend,donchian55,D1,market,-1,57,0.005397230097047781,0,0.16386705174948837,-0.3157821913319494,0.326576651526045
XAU_USD,trend,donchian55,D1,market,1,186,0.030963577724719915,0,0.09072487859195763,-0.14685718431551703,0.20878433976495686
XAU_USD,trend,donchian55,H4,limit,-1,377,0.14202411140749996,2,0.07039086621664425,0.004058013622877221,0.2799902091921227
XAU_USD,trend,donchian55,H4,limit,1,779,0.3659542567927896,2,0.05213835947311515,0.2637630722254839,0.4681454413600953
XAU_USD,trend,donchian55,H4,market,-1,377,-0.1232923902834816,2,0.07392665172441519,-0.2681886276633354,0.02160384709637217
XAU_USD,trend,donchian55,H4,market,1,779,0.14137293720671573,2,0.05335568521879943,0.03679579417786885,0.2459500802355626
XAU_USD,trend,supertrend10x3,D1,limit,-1,1346,0.044589210397231495,0,0.03380248169328182,-0.021663653721600874,0.11084207451606387
XAU_USD,trend,supertrend10x3,D1,limit,1,1811,0.18461075521441725,0,0.02937793812135092,0.12702999649656943,0.24219151393226507
XAU_USD,trend,supertrend10x3,D1,market,-1,1346,-0.19692405383271627,0,0.03228052320216444,-0.2601938793089586,-0.13365422835647395
XAU_USD,trend,supertrend10x3,D1,market,1,1811,-0.045866419052351746,0,0.02880671064670624,-0.10232757191989597,0.010594733815192485
XAU_USD,trend,supertrend10x3,H4,limit,-1,7574,0.13605982815901038,3,0.02280218174275176,0.09136755194321694,0.18075210437480382
XAU_USD,trend,supertrend10x3,H4,limit,1,8478,0.26824512800198186,3,0.02164970876085715,0.22581169883070185,0.31067855717326187
XAU_USD,trend,supertrend10x3,H4,market,-1,7574,-0.10826458477694427,2,0.020079858427935263,-0.14762110729569738,-0.06890806225819116
XAU_USD,trend,supertrend10x3,H4,market,1,8478,0.007054077312667229,2,0.01954204404103081,-0.031248329007753154,0.04535648363308761
