instrument,family,cell,timeframe,entry_mode,direction,n,mean_r,nw_lag,nw_se,ci_low,ci_high,baseline_n,baseline_mean_r,excess_r,drag_pct_per_day_to_zero_excess,excess_block_len,excess_boot_se,excess_ci_low,excess_ci_high,split
XCU_USD,mr_under_limit,sma20_dist_-2.0%,H4,market,1,320,-0.03708235751783297,2,0.07413336630856321,-0.18238375548261687,0.10821904044695092,7631,-0.02685620942132832,-0.010226148096504649,,2,0.07427782468152276,-0.13174460247318523,0.15021589895264043,2016-2021
XCU_USD,mr_under_limit,sma20_dist_-2.0%,H4,market,1,620,-0.006903461876502159,1,0.04679166983680829,-0.0986151347566464,0.08480821100364208,8338,-0.008373467833768947,0.0014700059572667883,,1,0.04039954276442525,-0.08937586537781368,0.07248938491066106,2021-2026
XCU_USD,mr_under_limit,sma50_dist_-0.5%,H4,limit,1,2641,0.26039776407677634,3,0.029375393096443176,0.20282199360774772,0.31797353454580496,7631,0.21805171635757506,0.04234604771920128,0.04120783922235503,3,0.03010333362483113,-0.014084035707465721,0.10547294598587174,2016-2021
XCU_USD,mr_under_limit,sma50_dist_-0.5%,H4,limit,1,3092,0.23769941338050674,1,0.021056884381465288,0.19642791999283477,0.2789709067681787,8338,0.22226554936177506,0.015433864018731674,,1,0.022137576464933462,-0.02584087226536876,0.05789286390172617,2021-2026
XCU_USD,mr_under_limit,sma50_dist_-0.5%,H4,market,1,2641,0.015181264176239797,3,0.03083010724222365,-0.04524574601851855,0.07560827437099815,7631,-0.02685620942132832,0.04203747359756811,0.02229554559094676,3,0.032317339391999524,-0.011918115713189346,0.11334951481720908,2016-2021
XCU_USD,mr_under_limit,sma50_dist_-0.5%,H4,market,1,3092,0.008837053592204248,2,0.02499695653098882,-0.04015698120853384,0.057831088392942334,8338,-0.008373467833768947,0.017210521425973194,,2,0.02678725343887126,-0.03025140847485868,0.06985994701653858,2021-2026
XCU_USD,mr_under_limit,sma50_dist_-1.0%,H4,limit,1,1852,0.27633668340742806,2,0.031595985338880236,0.2144085521432228,0.33826481467163333,7631,0.21805171635757506,0.058284967049853004,,2,0.029826295681163472,0.0034598038166457567,0.11749266042899746,2016-2021
XCU_USD,mr_under_limit,sma50_dist_-1.0%,H4,limit,1,2344,0.24155993556080368,1,0.023982174545098114,0.19455487345241138,0.28856499766919597,8338,0.22226554936177506,0.019294386199028624,,1,0.021266403643974748,-0.02322454884327798,0.05587107825982781,2021-2026
XCU_USD,mr_under_limit,sma50_dist_-1.0%,H4,market,1,1852,0.032422299582278775,3,0.036042175599199665,-0.03822036459215256,0.10306496375671012,7631,-0.02685620942132832,0.059278509003607094,0.02695115932340599,3,0.03513003714490335,-0.0108706282917944,0.12948163721147724,2016-2021
XCU_USD,mr_under_limit,sma50_dist_-1.0%,H4,market,1,2344,0.011301598861833389,2,0.028397729107455628,-0.04435795018877964,0.06696114791244642,8338,-0.008373467833768947,0.019675066695602338,,2,0.026885170242459035,-0.025902432184972304,0.06958788101255418,2021-2026
XCU_USD,mr_under_limit,sma50_dist_-2.0%,H4,limit,1,846,0.22454905125038832,2,0.04669442287211833,0.13302798242103642,0.3160701200797402,7631,0.21805171635757506,0.006497334892813261,,2,0.03979089025194788,-0.06125079948262232,0.08092564182793305,2016-2021
XCU_USD,mr_under_limit,sma50_dist_-2.0%,H4,limit,1,1287,0.25422402919288756,1,0.03198252690815724,0.19153827645289936,0.3169097819328758,8338,0.22226554936177506,0.031958479831112496,,1,0.029378654396721403,-0.019973000412205913,0.08936419139952569,2021-2026
XCU_USD,mr_under_limit,sma50_dist_-2.0%,H4,market,1,846,-0.009345654711071039,2,0.04866976192415286,-0.10473838808241065,0.08604707866026856,7631,-0.02685620942132832,0.01751055471025728,0.014364387273685497,2,0.04053142968337081,-0.06865402603512642,0.08132221853562911,2016-2021
