evaluator,level,pair_or_pooled,direction,bucket_type,bucket,n,mean_R,SE,CI_low
sma,PAIR,NZD_CHF,short,quintile,Q1_shallow,57,0.056206125709771265,0.13131519804825686,-0.2011716624648122
sma,PAIR,NZD_CHF,short,quintile,Q2,65,-0.32232325704340603,0.1162807061314465,-0.5502334410610412
sma,PAIR,NZD_CHF,short,quintile,Q3,61,-0.09428667430419661,0.127523136282118,-0.34423202141714787
sma,PAIR,NZD_CHF,short,quintile,Q4,51,-0.0028592153329705366,0.14005719635054525,-0.2773713201800392
sma,PAIR,NZD_CHF,short,quintile,Q5_deep,37,0.2851946056930791,0.1497978020959712,-0.00840908641502447
sma,PAIR,NZD_JPY,long,fixed,0.1_0.25,63,0.23809523809523808,0.1233478334862349,-0.0036665155377823277
sma,PAIR,NZD_JPY,long,fixed,0.25_0.5,62,0.2903225806451613,0.12252218261300546,0.05017910272367063
sma,PAIR,NZD_JPY,long,fixed,0.5_1,58,-0.06896551724137931,0.13213787041210448,-0.32795574324910404
sma,PAIR,NZD_JPY,long,fixed,0_0.1,62,-0.028813873101880935,0.1275890463762496,-0.2788884039993301
sma,PAIR,NZD_JPY,long,fixed,>=1,20,-0.5,0.19867985355975656,-0.8894125129771229
sma,PAIR,NZD_JPY,long,quintile,Q1_shallow,53,-0.05257471947767204,0.1379825904806002,-0.3230205968196484
sma,PAIR,NZD_JPY,long,quintile,Q2,53,0.24528301886792453,0.13443873645177837,-0.01821690457756109
sma,PAIR,NZD_JPY,long,quintile,Q3,41,0.36585365853658536,0.14715222564876446,0.077435296265007
sma,PAIR,NZD_JPY,long,quintile,Q4,57,0.15789473684210525,0.1319543516901071,-0.10073579247050468
sma,PAIR,NZD_JPY,long,quintile,Q5_deep,61,-0.2786885245901639,0.12398472394222321,-0.5216985835169214
sma,PAIR,NZD_JPY,short,fixed,0.1_0.25,69,-0.21739130434782608,0.11836763647474308,-0.4493918718383225
sma,PAIR,NZD_JPY,short,fixed,0.25_0.5,76,0.05263157894736842,0.11531001210635072,-0.173376044781079
sma,PAIR,NZD_JPY,short,fixed,0.5_1,58,-0.10344827586206896,0.1317426021905984,-0.3616637761556418
sma,PAIR,NZD_JPY,short,fixed,0_0.1,75,0.013333333333333334,0.11623730516108462,-0.2144917847823925
sma,PAIR,NZD_JPY,short,fixed,>=1,10,0.6,0.26666666666666666,0.07733333333333337
sma,PAIR,NZD_JPY,short,quintile,Q1_shallow,58,0.0,0.13245323570650439,-0.2596083419847486
sma,PAIR,NZD_JPY,short,quintile,Q2,59,-0.11864406779661017,0.13037899563597694,-0.374186899243125
sma,PAIR,NZD_JPY,short,quintile,Q3,56,-0.14285714285714285,0.13345696185626107,-0.40443278809541455
sma,PAIR,NZD_JPY,short,quintile,Q4,59,0.01694915254237288,0.13128757105787853,-0.24037448673106904
sma,PAIR,NZD_JPY,short,quintile,Q5_deep,56,0.07142857142857142,0.13449555309875313,-0.19218271264498474
sma,PAIR,NZD_USD,long,fixed,0.1_0.25,63,0.015873015873015872,0.12698412698412698,-0.233015873015873
sma,PAIR,NZD_USD,long,fixed,0.25_0.5,71,-0.07042253521126761,0.1192261156994448,-0.3041057219821794
sma,PAIR,NZD_USD,long,fixed,0.5_1,55,-0.3090909090909091,0.12941913032765226,-0.5627524045331075
sma,PAIR,NZD_USD,long,fixed,0_0.1,69,0.13043478260869565,0.12023180842499394,-0.10521956190429246
sma,PAIR,NZD_USD,long,fixed,>=1,16,0.125,0.25617376914899,-0.37710058753202036
sma,PAIR,NZD_USD,long,quintile,Q1_shallow,62,0.16129032258064516,0.12636049340078187,-0.08637624448488732
sma,PAIR,NZD_USD,long,quintile,Q2,53,0.1320754716981132,0.13746020891206473,-0.13734653776953368
sma,PAIR,NZD_USD,long,quintile,Q3,49,-0.1836734693877551,0.14188199737832796,-0.46176218424927795
sma,PAIR,NZD_USD,long,quintile,Q4,58,-0.06896551724137931,0.13213787041210448,-0.32795574324910404
sma,PAIR,NZD_USD,long,quintile,Q5_deep,52,-0.2692307692307692,0.1348575714101921,-0.5335516091947458
sma,PAIR,NZD_USD,short,fixed,0.1_0.25,86,0.13953488372093023,0.10740413050579446,-0.0709772120704269
sma,PAIR,NZD_USD,short,fixed,0.25_0.5,75,-0.013333333333333334,0.11623730516108462,-0.24115845144905917
sma,PAIR,NZD_USD,short,fixed,0.5_1,50,-0.24,0.13868184113727539,-0.5118164086290597
sma,PAIR,NZD_USD,short,fixed,0_0.1,56,0.14285714285714285,0.13345696185626107,-0.11871850238112885
sma,PAIR,NZD_USD,short,fixed,>=1,10,0.0,0.3333333333333333,-0.6533333333333333
sma,PAIR,NZD_USD,short,quintile,Q1_shallow,54,0.18518518518518517,0.1349847264027912,-0.07938487856428555
sma,PAIR,NZD_USD,short,quintile,Q2,59,0.01694915254237288,0.13128757105787853,-0.24037448673106904
sma,PAIR,NZD_USD,short,quintile,Q3,60,0.16666666666666666,0.1283679973729013,-0.08493460818421991
sma,PAIR,NZD_USD,short,quintile,Q4,58,-0.10344827586206896,0.1317426021905984,-0.3616637761556418
sma,PAIR,NZD_USD,short,quintile,Q5_deep,46,-0.17391304347826086,0.14679950448812287,-0.4616400722749817
sma,PAIR,USD_CAD,long,fixed,0.1_0.25,68,-0.11902450478727236,0.11766596257550457,-0.3496497914352613
sma,PAIR,USD_CAD,long,fixed,0.25_0.5,64,0.11491803932067157,0.1199366116665467,-0.12015771954575996
sma,PAIR,USD_CAD,long,fixed,0.5_1,45,-0.05927426921892567,0.1472154245521446,-0.347816501341129
sma,PAIR,USD_CAD,long,fixed,0_0.1,52,0.15045582578658445,0.13527049277817185,-0.11467434005863236
sma,PAIR,USD_CAD,long,fixed,>=1,17,0.058823529411764705,0.2495670992423109,-0.43032798510316467
sma,PAIR,USD_CAD,long,quintile,Q1_shallow,45,0.15163784313116427,0.14506871895930903,-0.1326968460290814
sma,PAIR,USD_CAD,long,quintile,Q2,53,-0.04472196550986298,0.1345043113955803,-0.30835041584520034
sma,PAIR,USD_CAD,long,quintile,Q3,53,0.03658413741553953,0.13460711513391294,-0.22724580824692983
sma,PAIR,USD_CAD,long,quintile,Q4,49,-0.0011703390358877518,0.13828491634433568,-0.27220877507078567
sma,PAIR,USD_CAD,long,quintile,Q5_deep,46,-0.019947878741425003,0.14742309079651342,-0.3088971367025913
sma,PAIR,USD_CAD,short,fixed,0.1_0.25,76,-0.023517616293603303,0.10532122302426926,-0.22994721342117105
sma,PAIR,USD_CAD,short,fixed,0.25_0.5,91,-0.17634955272904415,0.09591446963154546,-0.36434191320687326
sma,PAIR,USD_CAD,short,fixed,0.5_1,76,0.09569517355456277,0.11028601377620163,-0.12046541344679244
sma,PAIR,USD_CAD,short,fixed,0_0.1,73,0.05689825369136698,0.11035051696291669,-0.15938875955594972
sma,PAIR,USD_CAD,short,fixed,>=1,21,0.17043478788230249,0.1817042973575565,-0.18570563493850822
sma,PAIR,USD_CAD,short,quintile,Q1_shallow,61,0.011663266967660041,0.12037750787185576,-0.22427664846117726
sma,PAIR,USD_CAD,short,quintile,Q2,60,0.007621505188892767,0.1214445123947203,-0.23040973910475904
sma,PAIR,USD_CAD,short,quintile,Q3,64,-0.05682253344095908,0.11501273212540959,-0.2822474884067619
sma,PAIR,USD_CAD,short,quintile,Q4,68,-0.14641477292152302,0.11280751676455368,-0.36751750578004827
sma,PAIR,USD_CAD,short,quintile,Q5_deep,84,0.11422006215490665,0.10081054170107147,-0.08336859957919343
sma,PAIR,USD_JPY,long,fixed,0.1_0.25,56,0.009257409940393369,0.1291713508805208,-0.24391843778542743
sma,PAIR,USD_JPY,long,fixed,0.25_0.5,47,0.04205348174711961,0.1399644267141986,-0.23227679461270964
sma,PAIR,USD_JPY,long,fixed,0.5_1,44,0.04961319857170969,0.15076881264035846,-0.24589367420339286
sma,PAIR,USD_JPY,long,fixed,0_0.1,31,-0.03225806451612903,0.1824791693384639,-0.38991723641951825
sma,PAIR,USD_JPY,long,fixed,>=1,23,0.21739130434782608,0.20810192223064325,-0.19048846322423466
sma,PAIR,USD_JPY,long,quintile,Q1_shallow,25,-0.2,0.2,-0.5920000000000001
sma,PAIR,USD_JPY,long,quintile,Q2,45,0.12263144348137842,0.14163297403954678,-0.15496918563613324
sma,PAIR,USD_JPY,long,quintile,Q3,46,-0.09491117541157423,0.14228154133334692,-0.3737829964249342
sma,PAIR,USD_JPY,long,quintile,Q4,26,0.2759700385489694,0.18741420759955338,-0.0913618083461552
sma,PAIR,USD_JPY,long,quintile,Q5_deep,59,0.09068114315133999,0.13011829267317335,-0.16435071048807978
sma,PAIR,USD_JPY,short,fixed,0.1_0.25,63,-0.14495290127387223,0.11967202027469404,-0.3795100610122725
sma,PAIR,USD_JPY,short,fixed,0.25_0.5,74,-0.22974855986788592,0.11264675875004368,-0.45053620701797154
sma,PAIR,USD_JPY,short,fixed,0.5_1,36,0.17450745897262263,0.1619343081517032,-0.14288378500471563
sma,PAIR,USD_JPY,short,fixed,0_0.1,63,-0.1685690855522516,0.12062488154158343,-0.40499385337375515
sma,PAIR,USD_JPY,short,fixed,>=1,9,0.1111111111111111,0.35136418446315326,-0.5775626904366693
sma,PAIR,USD_JPY,short,quintile,Q1_shallow,58,-0.16585952396192855,0.12544940246230976,-0.41174035278805565
sma,PAIR,USD_JPY,short,quintile,Q2,50,-0.2866838646490698,0.13011585184242144,-0.5417109342602158
sma,PAIR,USD_JPY,short,quintile,Q3,48,-0.01665068704216695,0.14141376424894908,-0.29382166497010714
sma,PAIR,USD_JPY,short,quintile,Q4,53,-0.15243769261871443,0.1357325686634813,-0.4184735271991378
sma,PAIR,USD_JPY,short,quintile,Q5_deep,36,0.09337406199461887,0.16622986590197764,-0.2324364751732573
sma,PAIR,USD_SGD,long,fixed,0.1_0.25,73,-0.1446421081001457,0.09423829720369875,-0.3293491706193952
sma,PAIR,USD_SGD,long,fixed,0.25_0.5,78,0.12257592757952224,0.092371873613702,-0.05847294470333367
sma,PAIR,USD_SGD,long,fixed,0.5_1,44,0.008526556509972421,0.13195655160983275,-0.25010828464529977
sma,PAIR,USD_SGD,long,fixed,0_0.1,65,-0.10956152071963675,0.10558213748279723,-0.3165025101859193
sma,PAIR,USD_SGD,long,fixed,>=1,20,-0.1625609069460947,0.19157998067439366,-0.5380576690679062
sma,PAIR,USD_SGD,long,quintile,Q1_shallow,59,-0.10319853085837372,0.11015740577067322,-0.3191070461688932
sma,PAIR,USD_SGD,long,quintile,Q2,56,-0.17756757086872418,0.10910952850467362,-0.3914222467378845
sma,PAIR,USD_SGD,long,quintile,Q3,59,-0.007380160875896064,0.10597962541547692,-0.21510022669023085
sma,PAIR,USD_SGD,long,quintile,Q4,57,0.18562086017372023,0.1080617507234385,-0.02618017124421923
sma,PAIR,USD_SGD,long,quintile,Q5_deep,49,-0.1042441283326322,0.12441476139646761,-0.3480970606697087
sma,PAIR,USD_SGD,short,fixed,0.1_0.25,60,0.059551503657231816,0.11694134439081706,-0.16965353134876965
sma,PAIR,USD_SGD,short,fixed,0.25_0.5,52,-0.1043593031564146,0.1208090879913803,-0.34114511561952
sma,PAIR,USD_SGD,short,fixed,0.5_1,36,0.12985002249178848,0.1363853505601799,-0.13746526460616412
sma,PAIR,USD_SGD,short,fixed,0_0.1,43,-0.028642030334849473,0.12099933482788336,-0.26580072659750087
sma,PAIR,USD_SGD,short,fixed,>=1,15,-0.5679696463681297,0.13363477969039406,-0.8298938145613021
sma,PAIR,USD_SGD,short,quintile,Q1_shallow,36,-0.0034777098771562568,0.13367470272664705,-0.2654801272213845
sma,PAIR,USD_SGD,short,quintile,Q2,52,-0.01992589299481131,0.12180371309773289,-0.25866117066636773
sma,PAIR,USD_SGD,short,quintile,Q3,37,0.0892512655428935,0.14556115962256924,-0.19604860731734222
sma,PAIR,USD_SGD,short,quintile,Q4,39,-0.09772450434102367,0.14312630509807722,-0.37825206233325503
sma,PAIR,USD_SGD,short,quintile,Q5_deep,42,-0.12523433093797773,0.12101072325031072,-0.3624153485085867
sma,POOLED,POOLED,long,fixed,0.1_0.25,1106,-0.023444968885491812,0.028381445216737612,-0.07907260151029753
sma,POOLED,POOLED,long,fixed,0.25_0.5,1149,0.04697500874333227,0.027990758459166726,-0.007886877836634512
sma,POOLED,POOLED,long,fixed,0.5_1,901,0.059029675776712774,0.03200429457056069,-0.0036987415815861804
sma,POOLED,POOLED,long,fixed,0_0.1,991,0.059954545681724,0.03017483889761721,0.000811861442394271
sma,POOLED,POOLED,long,fixed,>=1,282,0.07586478311215174,0.05749741861850239,-0.03683015738011294
sma,POOLED,POOLED,long,quintile,Q1_shallow,886,0.050106171116009735,0.0318878365984159,-0.01239398861688544
sma,POOLED,POOLED,long,quintile,Q2,886,-0.0072903869493730475,0.03171915944866313,-0.06945993946875278
sma,POOLED,POOLED,long,quintile,Q3,885,0.0302629657008081,0.03202690719638007,-0.032509772404096846
sma,POOLED,POOLED,long,quintile,Q4,886,0.04807639985258007,0.031879523044242714,-0.01440746531413565
sma,POOLED,POOLED,long,quintile,Q5_deep,886,0.06176694272632855,0.03236083833245318,-0.0016603004052796813
sma,POOLED,POOLED,short,fixed,0.1_0.25,1173,0.02051110256804098,0.027866574650111966,-0.03410738374617847
sma,POOLED,POOLED,short,fixed,0.25_0.5,1206,-0.037583099094334854,0.02763670386082362,-0.09175103866154916
sma,POOLED,POOLED,short,fixed,0.5_1,898,0.058782817275407205,0.03207143576320622,-0.00407719682047699
sma,POOLED,POOLED,short,fixed,0_0.1,1049,-0.0020312112441431504,0.029439219643957158,-0.059732081746299175
sma,POOLED,POOLED,short,fixed,>=1,244,0.07657208318128082,0.060410122971663045,-0.041831757843178746
sma,POOLED,POOLED,short,quintile,Q1_shallow,914,-0.0012076619644926182,0.03151323924230712,-0.06297361087941457
sma,POOLED,POOLED,short,quintile,Q2,914,-0.003325962099893922,0.0314965039520204,-0.06505910984585392
sma,POOLED,POOLED,short,quintile,Q3,914,-0.00594098661008101,0.03176691994275357,-0.068204149697878
sma,POOLED,POOLED,short,quintile,Q4,914,0.011779643593201735,0.031894919402492714,-0.05073439843568398
sma,POOLED,POOLED,short,quintile,Q5_deep,914,0.05129247629241054,0.031571940799546755,-0.010588527674701101
stoch,PAIR,AUD_CAD,long,fixed,0_5,254,0.10141166319224997,0.06032366267037287,-0.01682271564168085
stoch,PAIR,AUD_CAD,long,fixed,10_15,478,0.0687283088752893,0.04423460334228651,-0.017971513675592257
stoch,PAIR,AUD_CAD,long,fixed,15_20,585,0.03579734817887221,0.04008464898820129,-0.04276856383800232
stoch,PAIR,AUD_CAD,long,fixed,5_10,332,-0.051727312514646066,0.05339020114900056,-0.15637210676668717
stoch,PAIR,AUD_CAD,long,fixed,>=20,6,0.6666666666666666,0.33333333333333337,0.013333333333333197
stoch,PAIR,AUD_CAD,long,quintile,Q1_shallow,312,0.05197579819351113,0.054799406054786795,-0.05543103767387099
stoch,PAIR,AUD_CAD,long,quintile,Q2,331,0.012924190576310723,0.05364328358028369,-0.09221664524104531
stoch,PAIR,AUD_CAD,long,quintile,Q3,351,0.026753657549199457,0.051485649183277776,-0.074158214850025
stoch,PAIR,AUD_CAD,long,quintile,Q4,338,0.044575092654988616,0.052668291288399526,-0.05865475827027446
stoch,PAIR,AUD_CAD,long,quintile,Q5_deep,323,0.06633871142014876,0.054074384567557206,-0.03964708233226337
stoch,PAIR,AUD_CAD,short,fixed,0_5,308,-0.0007954239257403386,0.055470962708224436,-0.10951851083386023
stoch,PAIR,AUD_CAD,short,fixed,10_15,505,0.04325360491792706,0.043306455026278085,-0.04162704693357799
stoch,PAIR,AUD_CAD,short,fixed,15_20,594,0.074034442873819,0.03956791238124832,-0.0035186653934277112
stoch,PAIR,AUD_CAD,short,fixed,5_10,374,-0.017581854144003622,0.049735665377021676,-0.11506375828296611
stoch,PAIR,AUD_CAD,short,fixed,>=20,6,-0.3333333333333333,0.421637021355784,-1.15974189519067
stoch,PAIR,AUD_CAD,short,quintile,Q1_shallow,392,-0.018734398598303115,0.04885349734445095,-0.11448725339342697
stoch,PAIR,AUD_CAD,short,quintile,Q2,381,0.014497144318834256,0.04940124630438253,-0.08232929843775551
stoch,PAIR,AUD_CAD,short,quintile,Q3,365,-0.0025510078995309073,0.051242590652623515,-0.10298648557867299
stoch,PAIR,AUD_CAD,short,quintile,Q4,347,0.060104181732922035,0.0520515462760421,-0.04191684896812048
stoch,PAIR,AUD_CAD,short,quintile,Q5_deep,302,0.12878928681682142,0.0550402173177482,0.020910460874034947
stoch,PAIR,AUD_JPY,long,fixed,0_5,244,0.0897995227174713,0.06371949069560875,-0.03509067904592186
stoch,PAIR,AUD_JPY,long,fixed,10_15,446,0.052982759740587713,0.04727804499000115,-0.039682208439814536
stoch,PAIR,AUD_JPY,long,fixed,15_20,474,-0.03028969857833268,0.045894636649665456,-0.12024318641167697
stoch,PAIR,AUD_JPY,long,fixed,5_10,340,0.059610813783191156,0.053694859971595746,-0.04563111176113651
stoch,PAIR,AUD_JPY,long,fixed,>=20,4,-0.5,0.5,-1.48
stoch,PAIR,AUD_JPY,long,quintile,Q1_shallow,311,0.09105537246572058,0.05636452166081343,-0.01941908998947374
stoch,PAIR,AUD_JPY,long,quintile,Q2,325,0.06557142310939555,0.05488122186308361,-0.04199577174224832
stoch,PAIR,AUD_JPY,long,quintile,Q3,307,0.062476018652304406,0.05702392888512137,-0.04929088196253347
stoch,PAIR,AUD_JPY,long,quintile,Q4,308,-0.045454545454545456,0.05701402434185085,-0.15720203316457312
stoch,PAIR,AUD_JPY,long,quintile,Q5_deep,257,-0.02084559193046572,0.06232512467403059,-0.14300283629156568
stoch,PAIR,AUD_JPY,short,fixed,0_5,277,-0.03728943406892543,0.060007258780614664,-0.15490366127893018
stoch,PAIR,AUD_JPY,short,fixed,10_15,573,-0.012144112389599533,0.041495856256474124,-0.09347599065228882
stoch,PAIR,AUD_JPY,short,fixed,15_20,774,-0.08022049045273075,0.03559010702336056,-0.14997710021851746
stoch,PAIR,AUD_JPY,short,fixed,5_10,365,-0.10286751575108725,0.05200314574401346,-0.20479368140935364
stoch,PAIR,AUD_JPY,short,fixed,>=20,4,0.0,0.5773502691896257,-1.1316065276116665
stoch,PAIR,AUD_JPY,short,quintile,Q1_shallow,357,-0.04013774015992254,0.052858954490005265,-0.14374129096033286
stoch,PAIR,AUD_JPY,short,quintile,Q2,380,-0.09255620827163573,0.05096245925193779,-0.1924426284054338
stoch,PAIR,AUD_JPY,short,quintile,Q3,397,-0.022640072341301828,0.04986169110292651,-0.12036898690303778
stoch,PAIR,AUD_JPY,short,quintile,Q4,434,-0.06488087283248115,0.04750695153081221,-0.15799449783287306
stoch,PAIR,AUD_JPY,short,quintile,Q5_deep,425,-0.0712426178512606,0.04816056218717296,-0.1656373197381196
stoch,PAIR,CAD_CHF,long,fixed,0_5,271,-0.0777207057095955,0.05913997241103203,-0.19363505163521827
stoch,PAIR,CAD_CHF,long,fixed,10_15,470,-0.021663633895199215,0.04444076910453131,-0.1087675413400806
stoch,PAIR,CAD_CHF,long,fixed,15_20,570,-0.07000241718304731,0.04074787011217546,-0.1498682426029112
stoch,PAIR,CAD_CHF,long,fixed,5_10,365,-0.14550889224089547,0.04990486583637603,-0.2433224292801925
stoch,PAIR,CAD_CHF,long,fixed,>=20,17,0.011318013127273756,0.23874684701899268,-0.45662580702995187
stoch,PAIR,CAD_CHF,long,quintile,Q1_shallow,334,-0.056487243707825936,0.05339633658694641,-0.1611440634182409
stoch,PAIR,CAD_CHF,long,quintile,Q2,350,-0.1390232615420474,0.05082661020057224,-0.238643417535169
stoch,PAIR,CAD_CHF,long,quintile,Q3,346,-0.11044834085579315,0.051411349423436475,-0.21121458572572865
stoch,PAIR,CAD_CHF,long,quintile,Q4,333,0.029838979373314145,0.05347791325098804,-0.07497773059862241
stoch,PAIR,CAD_CHF,long,quintile,Q5_deep,330,-0.08563730204309968,0.053385219746755586,-0.1902723327467406
stoch,PAIR,CAD_CHF,short,fixed,0_5,261,0.0656280607490657,0.06060404180735701,-0.05315586119335404
stoch,PAIR,CAD_CHF,short,fixed,10_15,465,0.14349720642905547,0.04484600323306426,0.05559904009224953
stoch,PAIR,CAD_CHF,short,fixed,15_20,597,0.13416632610957063,0.03942504557274769,0.05689323678698517
stoch,PAIR,CAD_CHF,short,fixed,5_10,363,0.11015690925270392,0.050072663859075314,0.012014488088916309
stoch,PAIR,CAD_CHF,short,fixed,>=20,15,-0.14154842425919012,0.2498100143052529,-0.6311760522974859
stoch,PAIR,CAD_CHF,short,quintile,Q1_shallow,361,0.025761794039679424,0.05096306843322282,-0.0741258200894373
stoch,PAIR,CAD_CHF,short,quintile,Q2,341,0.16654717387083734,0.051701438599701964,0.06521235421542149
stoch,PAIR,CAD_CHF,short,quintile,Q3,344,0.15381373907103563,0.05217612813805831,0.051548527920441345
stoch,PAIR,CAD_CHF,short,quintile,Q4,306,0.14055673948596584,0.05529092310360713,0.03218653020289587
stoch,PAIR,CAD_CHF,short,quintile,Q5_deep,349,0.11404375577608213,0.05153367348077544,0.013037755753762259
stoch,PAIR,CAD_JPY,long,fixed,0_5,283,-0.03713852578239571,0.05923054140243503,-0.15323038693116836
stoch,PAIR,CAD_JPY,long,fixed,10_15,419,0.10633387041563383,0.04843917583446044,0.011393085780091378
stoch,PAIR,CAD_JPY,long,fixed,15_20,524,-0.018619990503460738,0.043544656112805384,-0.10396751648455929
stoch,PAIR,CAD_JPY,long,fixed,5_10,317,-0.010955035876246405,0.056053296185601224,-0.1208194964000248
stoch,PAIR,CAD_JPY,long,fixed,>=20,3,0.3333333333333333,0.6666666666666667,-0.9733333333333336
stoch,PAIR,CAD_JPY,long,quintile,Q1_shallow,339,-0.013304433027781665,0.05417661639627821,-0.11949060116448695
stoch,PAIR,CAD_JPY,long,quintile,Q2,309,-0.006648683782999375,0.0566971712645497,-0.11777513946151678
stoch,PAIR,CAD_JPY,long,quintile,Q3,288,0.11852634937613635,0.05835424930142575,0.004152020745341878
stoch,PAIR,CAD_JPY,long,quintile,Q4,313,0.009584664536741214,0.056611251209276986,-0.10137338783344167
stoch,PAIR,CAD_JPY,long,quintile,Q5_deep,297,-0.029484427689607504,0.05768808131933297,-0.14255306707550014
stoch,PAIR,CAD_JPY,short,fixed,0_5,247,-0.22799289846734214,0.061211070895366884,-0.3479665974222612
stoch,PAIR,CAD_JPY,short,fixed,10_15,518,-0.02302848000075885,0.04320262556095833,-0.10770562610023718
stoch,PAIR,CAD_JPY,short,fixed,15_20,848,0.003690808071137719,0.03403086043034687,-0.06300967837234214
stoch,PAIR,CAD_JPY,short,fixed,5_10,360,-0.026349056199901345,0.05228306039223038,-0.1288238545686729
stoch,PAIR,CAD_JPY,short,fixed,>=20,9,-0.5555555555555556,0.2939723678960656,-1.1317413966318441
stoch,PAIR,CAD_JPY,short,quintile,Q1_shallow,325,-0.1716571880438408,0.05400095936964646,-0.27749906840834787
stoch,PAIR,CAD_JPY,short,quintile,Q2,374,-0.051761264389904395,0.05126559733754249,-0.15224183517148768
stoch,PAIR,CAD_JPY,short,quintile,Q3,360,0.014288828192667769,0.051688254262766596,-0.08702015016235476
stoch,PAIR,CAD_JPY,short,quintile,Q4,435,0.020174086156268263,0.04739665657008793,-0.07272336072110408
stoch,PAIR,CAD_JPY,short,quintile,Q5_deep,488,-0.03764602496051412,0.04495856301665836,-0.1257648084731645
stoch,PAIR,CHF_JPY,long,fixed,0_5,274,-0.06576729047137796,0.05854716870903021,-0.18051974114107716
stoch,PAIR,CHF_JPY,long,fixed,10_15,466,0.10582531276710581,0.044100687154174,0.01938796594492477
stoch,PAIR,CHF_JPY,long,fixed,15_20,496,0.1500949012031117,0.04254494648523575,0.06670680609204964
stoch,PAIR,CHF_JPY,long,fixed,5_10,334,0.13301315134494376,0.05245817403271014,0.030195130240831883
stoch,PAIR,CHF_JPY,long,fixed,>=20,3,1.0,0.0,1.0
stoch,PAIR,CHF_JPY,long,quintile,Q1_shallow,342,-0.03178730791748226,0.05242791777577974,-0.13454602675801053
stoch,PAIR,CHF_JPY,long,quintile,Q2,313,0.13650283918680334,0.053780886202132186,0.031092302230624258
stoch,PAIR,CHF_JPY,long,quintile,Q3,347,0.13844010053197048,0.05124721924201447,0.037995550817622126
stoch,PAIR,CHF_JPY,long,quintile,Q4,285,0.06482361095457362,0.056666870495669736,-0.04624345521693907
stoch,PAIR,CHF_JPY,long,quintile,Q5_deep,286,0.19160925993682038,0.05560637035520412,0.0826207740406203
stoch,PAIR,CHF_JPY,short,fixed,0_5,260,-0.0871350041393038,0.05865110893563737,-0.20209117765315304
stoch,PAIR,CHF_JPY,short,fixed,10_15,534,-0.07614730616571731,0.04106589796430561,-0.15663646617575633
stoch,PAIR,CHF_JPY,short,fixed,15_20,734,-0.08616581210816092,0.035458532294407964,-0.15566453540520053
stoch,PAIR,CHF_JPY,short,fixed,5_10,388,-0.14104407238907057,0.04771991747162743,-0.23457511063346034
stoch,PAIR,CHF_JPY,short,fixed,>=20,10,-0.2653125139371361,0.2929289854623932,-0.8394533254434269
stoch,PAIR,CHF_JPY,short,quintile,Q1_shallow,356,-0.10465146325150938,0.05011730491827792,-0.20288138089133412
stoch,PAIR,CHF_JPY,short,quintile,Q2,373,-0.16770628095224963,0.04828344889521525,-0.2623418407868715
stoch,PAIR,CHF_JPY,short,quintile,Q3,395,-0.039319980654872515,0.048095988286537,-0.13358811769648504
stoch,PAIR,CHF_JPY,short,quintile,Q4,409,-0.07411241756232848,0.04758883162205396,-0.16738652754155425
stoch,PAIR,CHF_JPY,short,quintile,Q5_deep,393,-0.09742483213241598,0.04813064837676298,-0.19176090295087142
stoch,PAIR,EUR_CAD,long,fixed,0_5,286,0.08309217193340124,0.05526121274326083,-0.025219805043389984
stoch,PAIR,EUR_CAD,long,fixed,10_15,501,0.05306505468225716,0.04191416736791,-0.029086713358846446
stoch,PAIR,EUR_CAD,long,fixed,15_20,627,0.05376386851145704,0.037703738058318004,-0.020135458082846246
stoch,PAIR,EUR_CAD,long,fixed,5_10,346,0.1387307732650807,0.05014261178924701,0.04045125415815656
stoch,PAIR,EUR_CAD,long,fixed,>=20,5,-0.2,0.48989794855663565,-1.1601999791710058
stoch,PAIR,EUR_CAD,long,quintile,Q1_shallow,357,0.0805669148434515,0.049588836250319956,-0.016627204207175603
stoch,PAIR,EUR_CAD,long,quintile,Q2,328,0.14303547764649624,0.05140099854418934,0.04228952049988513
stoch,PAIR,EUR_CAD,long,quintile,Q3,366,0.06098963408732825,0.04908010350794223,-0.035207368788238526
stoch,PAIR,EUR_CAD,long,quintile,Q4,340,0.029680826718194407,0.05074997228414535,-0.06978911895873047
stoch,PAIR,EUR_CAD,long,quintile,Q5_deep,374,0.06141453007447564,0.04917121110445953,-0.03496104369026504
stoch,PAIR,EUR_CAD,short,fixed,0_5,252,0.00441730772740753,0.05976789525812949,-0.11272776697852627
stoch,PAIR,EUR_CAD,short,fixed,10_15,472,-0.04198054416810832,0.04321013893994538,-0.12667241649040126
stoch,PAIR,EUR_CAD,short,fixed,15_20,615,0.016349217474504463,0.0381304451724051,-0.05838645506340953
stoch,PAIR,EUR_CAD,short,fixed,5_10,335,-0.029037843442962293,0.050933542820117805,-0.1288675873703932
stoch,PAIR,EUR_CAD,short,fixed,>=20,4,0.02863919092050679,0.4732314644727685,-0.8988944794461194
stoch,PAIR,EUR_CAD,short,quintile,Q1_shallow,320,-0.03051143823516509,0.05283082514096892,-0.13405985551146418
stoch,PAIR,EUR_CAD,short,quintile,Q2,343,-0.019593451490514797,0.05011277666763372,-0.11781449375907688
stoch,PAIR,EUR_CAD,short,quintile,Q3,358,0.0020264940716474902,0.050012106160176574,-0.09599723400229859
