evaluator,level,pair_or_pooled,direction,bucket_type,bucket,n,mean_R,SE,CI_low
cci,PAIR,EUR_GBP,short,fixed,25_50,213,-0.003983311659026694,0.06177904426718471,-0.12507023842270873
cci,PAIR,EUR_GBP,short,fixed,50_100,346,0.023037839185826112,0.04977935531826969,-0.07452969723798249
cci,PAIR,EUR_GBP,short,fixed,>=150,105,0.12232870551615786,0.09007785237359081,-0.05422388513608013
cci,PAIR,EUR_GBP,short,quintile,Q1_shallow,238,-0.0022138139831801343,0.05868628096952542,-0.11723892468344994
cci,PAIR,EUR_GBP,short,quintile,Q2,200,-0.000399659191413948,0.0630307118056428,-0.12393985433047384
cci,PAIR,EUR_GBP,short,quintile,Q3,205,0.034506058159727356,0.06352708334244958,-0.09000702519147383
cci,PAIR,EUR_GBP,short,quintile,Q4,220,0.0018537240475751257,0.06353851953968734,-0.12268177425021205
cci,PAIR,EUR_GBP,short,quintile,Q5_deep,277,0.046918747322495576,0.055834430295075045,-0.06251673605585151
cci,PAIR,EUR_NOK,long,fixed,0_25,286,-0.06054957033141519,0.056970284757696006,-0.17221132845649936
cci,PAIR,EUR_NOK,long,fixed,100_150,144,0.07631439173363805,0.08177571433074027,-0.08396600835461288
cci,PAIR,EUR_NOK,long,fixed,25_50,269,0.12474300055017865,0.05926957814385421,0.008574627388224398
cci,PAIR,EUR_NOK,long,fixed,50_100,362,0.133470993356508,0.05070968013982435,0.034080020282452286
cci,PAIR,EUR_NOK,long,fixed,>=150,90,0.15413658207060096,0.10130133064181546,-0.04441402598735733
cci,PAIR,EUR_NOK,long,quintile,Q1_shallow,228,-0.10756391816416938,0.0638036130172282,-0.23261899967793664
cci,PAIR,EUR_NOK,long,quintile,Q2,227,0.15704996109522892,0.06357855617738792,0.03243599098754861
cci,PAIR,EUR_NOK,long,quintile,Q3,256,0.08711528254780952,0.06071233313901763,-0.03188089040466503
cci,PAIR,EUR_NOK,long,quintile,Q4,223,0.14543960665831807,0.06488536533854367,0.01826429059477247
cci,PAIR,EUR_NOK,long,quintile,Q5_deep,217,0.10855503216606752,0.06594581970758359,-0.02069877446079632
cci,PAIR,EUR_NOK,short,fixed,0_25,275,0.08995371836997898,0.059171803679087094,-0.026023016841031726
cci,PAIR,EUR_NOK,short,fixed,100_150,173,-0.05357190360549508,0.07493219098985429,-0.2004389979456095
cci,PAIR,EUR_NOK,short,fixed,25_50,259,-0.14603240182373223,0.06011247490153849,-0.26385285263074765
cci,PAIR,EUR_NOK,short,fixed,50_100,349,-0.12461338200206638,0.05206671897315395,-0.22666415118944813
cci,PAIR,EUR_NOK,short,fixed,>=150,95,0.05646123802211025,0.10047105388467206,-0.14046202759184698
cci,PAIR,EUR_NOK,short,quintile,Q1_shallow,227,0.09454461151529614,0.06526324022049292,-0.033371339316869975
cci,PAIR,EUR_NOK,short,quintile,Q2,222,-0.07309428220186724,0.06580363644998123,-0.20206940964383047
cci,PAIR,EUR_NOK,short,quintile,Q3,218,-0.129176448920446,0.06531522656800048,-0.257194292993727
cci,PAIR,EUR_NOK,short,quintile,Q4,231,-0.12326291444537626,0.06423973209395005,-0.24917278934951836
cci,PAIR,EUR_NOK,short,quintile,Q5_deep,253,-0.03588857159917916,0.06173814249478075,-0.1568953308889494
cci,PAIR,EUR_USD,long,fixed,0_25,315,0.03264858562351203,0.05345572444129353,-0.0721246342814233
cci,PAIR,EUR_USD,long,fixed,100_150,171,0.1041376897754364,0.07377781786921161,-0.040466833248218356
cci,PAIR,EUR_USD,long,fixed,25_50,234,-0.0027993985203162417,0.06273563600764254,-0.1257612450952956
cci,PAIR,EUR_USD,long,fixed,50_100,375,-0.045924980955820253,0.04975296323746647,-0.14344078890125453
cci,PAIR,EUR_USD,long,fixed,>=150,85,-0.04372792005416449,0.10672619532856291,-0.2529112628981478
cci,PAIR,EUR_USD,long,quintile,Q1_shallow,250,0.0017187229016619341,0.05991814684628991,-0.11572084491706629
cci,PAIR,EUR_USD,long,quintile,Q2,219,0.015850073211993693,0.06526055822128049,-0.11206062090171606
cci,PAIR,EUR_USD,long,quintile,Q3,233,-0.0008685107801153076,0.06244070908137977,-0.12325230057961965
cci,PAIR,EUR_USD,long,quintile,Q4,259,-0.03973013725868146,0.06016597916446494,-0.15765545642103274
cci,PAIR,EUR_USD,long,quintile,Q5_deep,219,0.05977018679971963,0.06574866621544039,-0.06909719898254352
cci,PAIR,EUR_USD,short,fixed,0_25,246,0.14519686477734003,0.06157460571208211,0.024510637581659098
cci,PAIR,EUR_USD,short,fixed,100_150,157,0.007384320670916355,0.07771879884250081,-0.14494452506038524
cci,PAIR,EUR_USD,short,fixed,25_50,276,0.056274570574961894,0.058612675308842635,-0.058606273030369666
cci,PAIR,EUR_USD,short,fixed,50_100,316,0.07786660743285437,0.053095114575220495,-0.026199817134577807
cci,PAIR,EUR_USD,short,fixed,>=150,109,0.031339357748271984,0.0929430053519866,-0.15082893274162176
cci,PAIR,EUR_USD,short,quintile,Q1_shallow,193,0.10311912807504484,0.0701420402608049,-0.034359270836132744
cci,PAIR,EUR_USD,short,quintile,Q2,224,0.11817217328037784,0.06449265721600433,-0.008233434862990649
cci,PAIR,EUR_USD,short,quintile,Q3,224,0.04996502774398596,0.06457148869712886,-0.07659509010238663
cci,PAIR,EUR_USD,short,quintile,Q4,206,0.0878116598263275,0.06527902590502756,-0.04013523094752651
cci,PAIR,EUR_USD,short,quintile,Q5_deep,257,0.018589337861587608,0.06063202094426774,-0.10024942318917716
cci,PAIR,GBP_CAD,long,fixed,0_25,290,-0.06243188956705275,0.05664170675050867,-0.17344963479804973
cci,PAIR,GBP_CAD,long,fixed,100_150,177,0.01000393149647878,0.07378955425076747,-0.13462359483502548
cci,PAIR,GBP_CAD,long,fixed,25_50,249,-0.0913830504892542,0.06154268587886076,-0.2120067148118213
cci,PAIR,GBP_CAD,long,fixed,50_100,323,0.05210016915276396,0.05404506670880027,-0.05382816159648456
cci,PAIR,GBP_CAD,long,fixed,>=150,98,-0.0022358519797352153,0.0964930484839263,-0.19136222700823077
cci,PAIR,GBP_CAD,long,quintile,Q1_shallow,228,-0.038493714227723276,0.0646387636962062,-0.16518569107228742
cci,PAIR,GBP_CAD,long,quintile,Q2,222,-0.09457310204660735,0.06454065711559506,-0.22107278999317367
cci,PAIR,GBP_CAD,long,quintile,Q3,226,-0.0003962293995157235,0.06428985947013942,-0.12640435396098898
cci,PAIR,GBP_CAD,long,quintile,Q4,205,0.03633032578998941,0.06835729273556257,-0.09764996797171324
cci,PAIR,GBP_CAD,long,quintile,Q5_deep,256,-0.00025806239630341704,0.06063402754291984,-0.1191007563804263
cci,PAIR,GBP_CAD,short,fixed,0_25,294,-0.005836619206080959,0.05667213526031253,-0.11691400431629351
cci,PAIR,GBP_CAD,short,fixed,100_150,159,0.02048054585045903,0.07733719582872037,-0.1311003579738329
cci,PAIR,GBP_CAD,short,fixed,25_50,279,0.005385941800877556,0.057379377216833505,-0.10707763754411612
cci,PAIR,GBP_CAD,short,fixed,50_100,337,-0.06453826622007669,0.052221847942317004,-0.16689308818701803
cci,PAIR,GBP_CAD,short,fixed,>=150,91,-0.07258608579956168,0.10060660977376315,-0.26977504095613747
cci,PAIR,GBP_CAD,short,quintile,Q1_shallow,237,-0.016945617746702907,0.06318220307405374,-0.14078273577184824
cci,PAIR,GBP_CAD,short,quintile,Q2,251,0.03088269736785204,0.06038371412451157,-0.08746938231619064
cci,PAIR,GBP_CAD,short,quintile,Q3,207,-0.014442016687495906,0.06723704832680838,-0.14622663140804032
cci,PAIR,GBP_CAD,short,quintile,Q4,226,-0.11738742916944009,0.06333262447607278,-0.24151937314254274
cci,PAIR,GBP_CAD,short,quintile,Q5_deep,239,0.0019748945414096632,0.06270643248400687,-0.12092971312724381
cci,PAIR,NZD_CHF,long,fixed,0_25,316,-0.0033995351666826347,0.0557362950035332,-0.1126426733736077
cci,PAIR,NZD_CHF,long,fixed,100_150,167,-0.047746191655610185,0.07671136486788124,-0.19810046679665744
cci,PAIR,NZD_CHF,long,fixed,25_50,279,0.07158619457491962,0.0590988370356268,-0.04424752601490892
cci,PAIR,NZD_CHF,long,fixed,50_100,350,0.060726095309188315,0.052504614428401375,-0.04218294897047838
cci,PAIR,NZD_CHF,long,fixed,>=150,81,0.07055886124080687,0.11001371252894916,-0.14506801531593347
cci,PAIR,NZD_CHF,long,quintile,Q1_shallow,237,-0.01719094140367811,0.06414797086577148,-0.1429209643005902
cci,PAIR,NZD_CHF,long,quintile,Q2,272,0.08996156000202593,0.06011764725375172,-0.027869028615327432
cci,PAIR,NZD_CHF,long,quintile,Q3,212,0.04695204510747063,0.06750784342250009,-0.08536332800062955
cci,PAIR,NZD_CHF,long,quintile,Q4,246,0.05950751943565283,0.06265237974509806,-0.06329114486473937
cci,PAIR,NZD_CHF,long,quintile,Q5_deep,226,-0.03138890383127647,0.06593933888160478,-0.1606300080392218
cci,PAIR,NZD_CHF,short,fixed,0_25,307,-0.019729598696960258,0.05646828071884778,-0.1304074289059019
cci,PAIR,NZD_CHF,short,fixed,100_150,159,0.14930071591712568,0.07783226457122124,-0.0032505226424679456
cci,PAIR,NZD_CHF,short,fixed,25_50,304,0.06475406055166918,0.056817067607504955,-0.046607391959040526
cci,PAIR,NZD_CHF,short,fixed,50_100,336,0.12636932220268807,0.05362131817529787,0.021271538579104243
cci,PAIR,NZD_CHF,short,fixed,>=150,70,0.14285714285714285,0.11915109374689987,-0.09067900088678091
cci,PAIR,NZD_CHF,short,quintile,Q1_shallow,247,-0.016425047773144935,0.06279567438855323,-0.13950456957470925
cci,PAIR,NZD_CHF,short,quintile,Q2,243,0.05567432889644255,0.06383287647118589,-0.0694381089870818
cci,PAIR,NZD_CHF,short,quintile,Q3,244,0.04497469794064694,0.06346154777515735,-0.07940993569866146
cci,PAIR,NZD_CHF,short,quintile,Q4,226,0.17983468340025324,0.06482296991296572,0.05278166237084042
cci,PAIR,NZD_CHF,short,quintile,Q5_deep,216,0.1330500640315879,0.06707017985840145,0.0015925115091210418
cci,PAIR,NZD_JPY,long,fixed,0_25,286,0.06316174635452503,0.058920570873515224,-0.05232257255756481
cci,PAIR,NZD_JPY,long,fixed,100_150,159,-0.11182854391575829,0.07873385163623922,-0.26614689312278716
cci,PAIR,NZD_JPY,long,fixed,25_50,249,-0.19933081664171032,0.062014083218524675,-0.3208784197500187
cci,PAIR,NZD_JPY,long,fixed,50_100,350,0.06857142857142863,0.05340277723650831,-0.036098014812127655
cci,PAIR,NZD_JPY,long,fixed,>=150,95,0.010526315789473684,0.1031364102224496,-0.1916210482465275
cci,PAIR,NZD_JPY,long,quintile,Q1_shallow,220,0.1154975332526453,0.06696590267307276,-0.01575563598657731
cci,PAIR,NZD_JPY,long,quintile,Q2,228,-0.14625086779906935,0.06552893422808126,-0.2746875788861086
cci,PAIR,NZD_JPY,long,quintile,Q3,234,-0.09672381770848658,0.06497620334398452,-0.22407717626269624
cci,PAIR,NZD_JPY,long,quintile,Q4,227,0.08370044052863441,0.06628559275166389,-0.046219321264626814
cci,PAIR,NZD_JPY,long,quintile,Q5_deep,230,-0.0555684281852416,0.06579535644789637,-0.18452732682311848
cci,PAIR,NZD_JPY,short,fixed,0_25,321,-0.14504296775408723,0.05515669302529456,-0.25315008608366457
cci,PAIR,NZD_JPY,short,fixed,100_150,155,-0.01935483870967742,0.08056720153051077,-0.1772665537094785
cci,PAIR,NZD_JPY,short,fixed,25_50,287,-0.13264731724276319,0.05850519475820088,-0.24731749896883692
cci,PAIR,NZD_JPY,short,fixed,50_100,412,-0.023889269025085345,0.04904834466362224,-0.12002402456578493
cci,PAIR,NZD_JPY,short,fixed,>=150,59,-0.2128387898191625,0.12751052587364,-0.4627594205314969
cci,PAIR,NZD_JPY,short,quintile,Q1_shallow,252,-0.14110632003596033,0.06226663673773864,-0.2631489280419281
cci,PAIR,NZD_JPY,short,quintile,Q2,261,-0.12287272049300012,0.061428179861472636,-0.24327195302148646
cci,PAIR,NZD_JPY,short,quintile,Q3,254,-0.07881688591104911,0.0625413954831371,-0.2013980210579978
cci,PAIR,NZD_JPY,short,quintile,Q4,268,-0.029189887376599583,0.060791362676953446,-0.14834095822342835
cci,PAIR,NZD_JPY,short,quintile,Q5_deep,199,-0.07315320904186225,0.07075299397432558,-0.21182907723154037
cci,PAIR,NZD_USD,long,fixed,0_25,306,-0.032679738562091505,0.057229249505610806,-0.1448490675930887
cci,PAIR,NZD_USD,long,fixed,100_150,177,0.062146892655367235,0.07523213181596988,-0.08530808570393372
cci,PAIR,NZD_USD,long,fixed,25_50,257,0.0560063759172261,0.06227676700194111,-0.06605608740657848
cci,PAIR,NZD_USD,long,fixed,50_100,372,-0.005376344086021506,0.05191666282131462,-0.10713300321579816
cci,PAIR,NZD_USD,long,fixed,>=150,89,0.033707865168539325,0.10653978022667168,-0.17511010407573716
cci,PAIR,NZD_USD,long,quintile,Q1_shallow,235,-0.03829787234042553,0.0653240859812936,-0.166333080863761
cci,PAIR,NZD_USD,long,quintile,Q2,238,0.032486084915752424,0.06485922494940029,-0.09463799598507214
cci,PAIR,NZD_USD,long,quintile,Q3,259,-0.020610230112826138,0.06217648122090703,-0.14247613330580391
cci,PAIR,NZD_USD,long,quintile,Q4,226,0.0,0.06666666666666668,-0.13066666666666668
cci,PAIR,NZD_USD,long,quintile,Q5_deep,243,0.09465020576131687,0.06399384456934798,-0.03077772959460516
cci,PAIR,NZD_USD,short,fixed,0_25,287,0.003484320557491289,0.05913088065671478,-0.11241220552966967
cci,PAIR,NZD_USD,short,fixed,100_150,177,0.10734463276836158,0.07494229332292288,-0.039542262144567256
cci,PAIR,NZD_USD,short,fixed,25_50,245,-0.02040816326530612,0.06400510695787551,-0.1458581729027421
cci,PAIR,NZD_USD,short,fixed,50_100,409,-0.0652764138639191,0.0493706815354318,-0.1620429496733654
cci,PAIR,NZD_USD,short,fixed,>=150,56,0.13725640864111094,0.13291937613629234,-0.12326556858602206
cci,PAIR,NZD_USD,short,quintile,Q1_shallow,233,0.004291845493562232,0.06565261176299723,-0.12438727356191234
cci,PAIR,NZD_USD,short,quintile,Q2,211,-0.03317535545023697,0.06896857102680733,-0.16835375466277933
cci,PAIR,NZD_USD,short,quintile,Q3,251,0.00398406374501992,0.06324505126050814,-0.11997623672557603
cci,PAIR,NZD_USD,short,quintile,Q4,263,-0.07869982232069547,0.06152814865214519,-0.19929499367890002
cci,PAIR,NZD_USD,short,quintile,Q5_deep,216,0.10039980964769543,0.06777085927755575,-0.03243107453631383
cci,PAIR,USD_CAD,long,fixed,0_25,294,0.025317971177845157,0.055661804444653414,-0.08377916553367554
cci,PAIR,USD_CAD,long,fixed,100_150,169,0.026761891354572718,0.07309961360738233,-0.11651335131589666
cci,PAIR,USD_CAD,long,fixed,25_50,290,0.08515875493376057,0.05565987925253867,-0.023934608401215224
cci,PAIR,USD_CAD,long,fixed,50_100,307,0.08120566555604626,0.05465711632606837,-0.025922282443047742
cci,PAIR,USD_CAD,long,fixed,>=150,92,0.1023814995768384,0.09673366449964903,-0.08721648284247369
cci,PAIR,USD_CAD,long,quintile,Q1_shallow,235,0.04930420516452063,0.0615737459661885,-0.07138033692920884
cci,PAIR,USD_CAD,long,quintile,Q2,253,-0.02587116268559269,0.06052991813092239,-0.14450980222220058
cci,PAIR,USD_CAD,long,quintile,Q3,230,0.2268143170710282,0.06125059802895513,0.10676314493427613
cci,PAIR,USD_CAD,long,quintile,Q4,198,0.0014638888480164934,0.06838892150084663,-0.1325783972936429
cci,PAIR,USD_CAD,long,quintile,Q5_deep,236,0.05725971360306789,0.06111924735779456,-0.06253401121820944
cci,PAIR,USD_CAD,short,fixed,0_25,292,0.021674786912859637,0.05503724752941756,-0.08619821824479879
cci,PAIR,USD_CAD,short,fixed,100_150,174,-0.00019765367751081508,0.07064961075251946,-0.13867089075244896
cci,PAIR,USD_CAD,short,fixed,25_50,256,-0.020730610159952485,0.059459835534050785,-0.13727188780669203
cci,PAIR,USD_CAD,short,fixed,50_100,378,-0.0529092049206891,0.04929182953654296,-0.1495211908123133
cci,PAIR,USD_CAD,short,fixed,>=150,94,-0.01788790125272687,0.09814532376220914,-0.2102527358266568
cci,PAIR,USD_CAD,short,quintile,Q1_shallow,229,0.009008045480228368,0.06230999274882056,-0.11311954030745994
cci,PAIR,USD_CAD,short,quintile,Q2,232,0.02188639368407845,0.061970039731191424,-0.09957488418905674
cci,PAIR,USD_CAD,short,quintile,Q3,246,-0.02375267750759613,0.06041772158566002,-0.14217141181548976
cci,PAIR,USD_CAD,short,quintile,Q4,226,-0.08418683055678362,0.06432208851582949,-0.2102581240478094
cci,PAIR,USD_CAD,short,quintile,Q5_deep,261,-0.011358757536525889,0.05814290668162904,-0.1253188546325188
cci,PAIR,USD_JPY,long,fixed,0_25,250,0.1733309038952412,0.059643945819409246,0.05642877008919908
cci,PAIR,USD_JPY,long,fixed,100_150,151,0.023637343999036206,0.07938296642097492,-0.1319532701860746
cci,PAIR,USD_JPY,long,fixed,25_50,244,0.07974220058847822,0.06254078315197932,-0.042837734389401236
cci,PAIR,USD_JPY,long,fixed,50_100,317,0.13209625560352758,0.054515146374139775,0.02524656871021362
cci,PAIR,USD_JPY,long,fixed,>=150,107,-0.008602284267690635,0.09344436108392683,-0.19175323199218722
cci,PAIR,USD_JPY,long,quintile,Q1_shallow,196,0.17093315721914312,0.06718223595223641,0.03925597475275977
cci,PAIR,USD_JPY,long,quintile,Q2,215,0.07341976580192337,0.06681658806106987,-0.05754074679777356
cci,PAIR,USD_JPY,long,quintile,Q3,201,0.1603719838153191,0.06779703725523005,0.02748979079506822
cci,PAIR,USD_JPY,long,quintile,Q4,230,0.10413056977854766,0.06414036380433163,-0.021584543277942334
cci,PAIR,USD_JPY,long,quintile,Q5_deep,227,0.008106529571004915,0.06452250749373477,-0.11835758511671524
cci,PAIR,USD_JPY,short,fixed,0_25,300,-0.08847793371466915,0.055899189421423155,-0.19804034498065853
cci,PAIR,USD_JPY,short,fixed,100_150,175,-0.018650359162953635,0.07359786984059298,-0.16290218405051587
cci,PAIR,USD_JPY,short,fixed,25_50,253,-0.08856872181934232,0.060193634999656444,-0.20654824641866895
cci,PAIR,USD_JPY,short,fixed,50_100,383,-0.10475487277596766,0.048949889092552545,-0.20069665539737064
cci,PAIR,USD_JPY,short,fixed,>=150,98,-0.02100303751786523,0.09783666035133869,-0.21276289180648905
cci,PAIR,USD_JPY,short,quintile,Q1_shallow,241,-0.09301042602185255,0.06232952288830591,-0.21517629088293214
cci,PAIR,USD_JPY,short,quintile,Q2,221,-0.07047267499049065,0.06487514107442825,-0.19762795149637002
cci,PAIR,USD_JPY,short,quintile,Q3,242,-0.09998457002962582,0.061588449516804714,-0.22069793108256308
cci,PAIR,USD_JPY,short,quintile,Q4,246,-0.10505058930287636,0.0609761913739217,-0.2245639243957629
cci,PAIR,USD_JPY,short,quintile,Q5_deep,259,-0.024578412271489235,0.060340871213133265,-0.14284651984923044
cci,PAIR,USD_SGD,long,fixed,0_25,292,0.03942193187645073,0.04970466821287967,-0.05799921782079342
cci,PAIR,USD_SGD,long,fixed,100_150,157,0.021783261259368126,0.06601960319484963,-0.10761516100253717
cci,PAIR,USD_SGD,long,fixed,25_50,287,0.0024928271017353077,0.04890859487416648,-0.093368018851631
cci,PAIR,USD_SGD,long,fixed,50_100,359,-0.026817159977047453,0.042897121081065206,-0.11089551729593525
