pair,tf,fast,slow,direction,n,w,l,t,wr_decisive,ci_low,ci_high
CAD_JPY,H4,10,100,long,145,75,69,1,0.5208333333333334,0.43923758866586005,0.6024290780008067
CAD_JPY,H4,10,100,short,145,78,66,1,0.5416666666666666,0.460284058831671,0.6230492745016623
CAD_JPY,H4,10,200,long,101,46,53,2,0.46464646464646464,0.3663992763941029,0.5628936528988263
CAD_JPY,H4,10,200,short,101,57,41,3,0.5816326530612245,0.48396599800329754,0.6792993081191514
CAD_JPY,H4,20,50,long,176,88,87,1,0.5028571428571429,0.4287773156435215,0.5769369700707643
CAD_JPY,H4,20,50,short,175,97,75,3,0.563953488372093,0.48984296166593344,0.6380640150782526
CAD_JPY,H4,20,100,long,114,54,58,2,0.48214285714285715,0.38960063704845915,0.5746850772372551
CAD_JPY,H4,20,100,short,114,63,50,1,0.5575221238938053,0.4659435907338508,0.6491006570537597
CAD_JPY,H4,20,200,long,76,36,36,4,0.5,0.38450589240619726,0.6154941075938027
CAD_JPY,H4,20,200,short,76,36,38,2,0.4864864864864865,0.37260541611198017,0.6003675568609929
CAD_JPY,H4,50,100,long,92,44,46,2,0.4888888888888889,0.3856133282435368,0.592164449534241
CAD_JPY,H4,50,100,short,92,52,40,0,0.5652173913043478,0.4639181954464841,0.6665165871622114
CAD_JPY,H4,50,200,long,53,29,24,0,0.5471698113207547,0.4131568244683743,0.6811827981731351
CAD_JPY,H4,50,200,short,53,21,30,2,0.4117647058823529,0.2766909170808409,0.5468384946838649
CAD_JPY,H4,100,200,long,44,21,22,1,0.4883720930232558,0.33896391292128136,0.6377802731252302
CAD_JPY,H4,100,200,short,45,25,19,1,0.5681818181818182,0.4218213259410647,0.7145423104225718
CAD_CHF,H4,10,50,long,220,98,102,20,0.49,0.42071739612283615,0.5592826038771639
CAD_CHF,H4,10,50,short,220,108,90,22,0.5454545454545454,0.47609736679288245,0.6148117241162083
CAD_CHF,H4,10,100,long,149,56,80,13,0.4117647058823529,0.3290492408353117,0.49448017092939417
CAD_CHF,H4,10,100,short,150,80,58,12,0.5797101449275363,0.49735391981662225,0.6620663700384503
CAD_CHF,H4,10,200,long,101,42,56,3,0.42857142857142855,0.33059183886010146,0.5265510182827556
CAD_CHF,H4,10,200,short,102,59,42,1,0.5841584158415841,0.48803600346951054,0.6802808282136577
CAD_CHF,H4,20,50,long,183,77,88,18,0.4666666666666667,0.39054349870620475,0.5427898346271286
CAD_CHF,H4,20,50,short,183,91,73,19,0.5548780487804879,0.4788152282849057,0.6309408692760701
CAD_CHF,H4,20,100,long,115,52,57,6,0.47706422018348627,0.38329605368250547,0.5708323866844671
CAD_CHF,H4,20,100,short,116,64,43,9,0.5981308411214953,0.5052332142924236,0.6910284679505669
CAD_CHF,H4,20,200,long,78,34,42,2,0.4473684210526316,0.3355792368972559,0.5591576052080073
CAD_CHF,H4,20,200,short,79,45,29,5,0.6081081081081081,0.49688020558661516,0.7193360106296011
CAD_CHF,H4,50,100,long,87,38,43,6,0.4691358024691358,0.3604545664045016,0.57781703853377
CAD_CHF,H4,50,100,short,87,50,27,10,0.6493506493506493,0.5427679125231881,0.7559333861781106
CAD_CHF,H4,50,200,long,57,24,32,1,0.42857142857142855,0.2989566146032714,0.5581862425395857
CAD_CHF,H4,50,200,short,57,34,22,1,0.6071428571428571,0.4792268690881968,0.7350588451975174
CAD_CHF,H4,100,200,long,50,17,30,3,0.3617021276595745,0.22433134503551602,0.499072910283633
CAD_CHF,H4,100,200,short,50,27,22,1,0.5510204081632653,0.4117511783695059,0.6902896379570246
USD_JPY,H4,10,50,long,217,101,96,20,0.5126903553299492,0.4428907389843295,0.5824899716755689
USD_JPY,H4,10,50,short,216,96,102,18,0.48484848484848486,0.4152349016944079,0.5544620680025618
USD_JPY,H4,10,100,long,139,63,57,19,0.525,0.43565054560882877,0.6143494543911713
USD_JPY,H4,10,100,short,139,58,67,14,0.464,0.37657362931471994,0.5514263706852801
USD_JPY,H4,10,200,long,104,52,39,13,0.5714285714285714,0.4697503459402126,0.6731067969169302
USD_JPY,H4,10,200,short,103,40,51,12,0.43956043956043955,0.33758183461267866,0.5415390445082005
USD_JPY,H4,20,50,long,181,82,77,22,0.5157232704402516,0.4380426521461524,0.5934038887343507
USD_JPY,H4,20,50,short,181,79,89,13,0.47023809523809523,0.39476351649109565,0.5457126739850948
USD_JPY,H4,20,100,long,105,39,46,20,0.4588235294117647,0.35288866815239106,0.5647583906711383
USD_JPY,H4,20,100,short,106,45,49,12,0.4787234042553192,0.37773567946151887,0.5797111290491195
USD_JPY,H4,20,200,long,83,38,35,10,0.5205479452054794,0.40594451897763245,0.6351513714333263
USD_JPY,H4,20,200,short,82,34,43,5,0.44155844155844154,0.3306425767063709,0.5524743064105122
USD_JPY,H4,50,100,long,87,37,36,14,0.5068493150684932,0.3921597532206488,0.6215388769163376
USD_JPY,H4,50,100,short,86,46,32,8,0.5897435897435898,0.4805824472696572,0.6989047322175223
USD_JPY,H4,50,200,long,49,24,15,10,0.6153846153846154,0.4626946800396934,0.7680745507295375
USD_JPY,H4,50,200,short,48,22,22,4,0.5,0.35225944115689584,0.6477405588431042
USD_JPY,H4,100,200,long,44,25,16,3,0.6097560975609756,0.4604387447308937,0.7590734503910574
USD_JPY,H4,100,200,short,43,20,20,3,0.5,0.3450483946517494,0.6549516053482506
EUR_GBP,H4,10,50,long,227,94,93,40,0.5026737967914439,0.4310101239232863,0.5743374696596014
EUR_GBP,H4,10,50,short,228,87,98,43,0.4702702702702703,0.39834671567262714,0.5421938248679135
EUR_GBP,H4,10,100,long,151,55,69,27,0.4435483870967742,0.3561045042492939,0.5309922699442544
EUR_GBP,H4,10,100,short,151,62,66,23,0.484375,0.3977967248410885,0.5709532751589115
EUR_GBP,H4,10,200,long,113,44,43,26,0.5057471264367817,0.40068703886684154,0.6108072140067218
EUR_GBP,H4,10,200,short,113,45,48,20,0.4838709677419355,0.3823025880871679,0.5854393473967031
EUR_GBP,H4,20,50,long,190,75,78,37,0.49019607843137253,0.41098300607152605,0.569409150791219
EUR_GBP,H4,20,50,short,191,74,93,24,0.4431137724550898,0.367771502840001,0.5184560420701786
EUR_GBP,H4,20,100,long,115,40,50,25,0.4444444444444444,0.3417830154721753,0.5471058734167136
EUR_GBP,H4,20,100,short,115,45,48,22,0.4838709677419355,0.3823025880871679,0.5854393473967031
EUR_GBP,H4,20,200,long,81,28,31,22,0.4745762711864407,0.34715617855107106,0.6019963638218103
EUR_GBP,H4,20,200,short,81,28,38,15,0.42424242424242425,0.30500544034122423,0.5434794081436243
EUR_GBP,H4,50,100,long,98,41,36,21,0.5324675324675324,0.4210218720017065,0.6439131929333584
EUR_GBP,H4,50,100,short,98,37,40,21,0.4805194805194805,0.3689229118457773,0.5921160491931837
EUR_GBP,H4,50,200,long,56,17,31,8,0.3541666666666667,0.21886612885396098,0.4894672044793724
EUR_GBP,H4,50,200,short,56,19,23,14,0.4523809523809524,0.3018510242627896,0.6029108804991152
EUR_GBP,H4,100,200,long,45,16,19,10,0.45714285714285713,0.2921022560775435,0.6221834582081708
EUR_GBP,H4,100,200,short,45,14,21,10,0.4,0.23769658044267833,0.5623034195573218
EUR_JPY,H4,10,50,long,212,105,89,18,0.5412371134020618,0.47111691611766593,0.6113573106864577
EUR_JPY,H4,10,50,short,211,94,105,12,0.4723618090452261,0.40299766473915016,0.541725953351302
EUR_JPY,H4,10,100,long,148,73,65,10,0.5289855072463768,0.44570266271076475,0.6122683517819889
EUR_JPY,H4,10,100,short,148,69,68,11,0.5036496350364964,0.41992481507110885,0.5873744550018839
EUR_JPY,H4,10,200,long,107,58,39,10,0.5979381443298969,0.5003617490227079,0.6955145396370859
EUR_JPY,H4,10,200,short,106,41,60,5,0.40594059405940597,0.3101679308605268,0.5017132572582852
EUR_JPY,H4,20,50,long,190,91,83,16,0.5229885057471264,0.44877346311187577,0.5972035483823771
EUR_JPY,H4,20,50,short,189,74,99,16,0.4277456647398844,0.35401971534407,0.5014716141356989
EUR_JPY,H4,20,100,long,114,54,54,6,0.5,0.4056994560323611,0.5943005439676389
EUR_JPY,H4,20,100,short,113,51,60,2,0.4594594594594595,0.36674823511288135,0.5521706838060376
EUR_JPY,H4,20,200,long,72,37,30,5,0.5522388059701493,0.4331679826187065,0.6713096293215921
EUR_JPY,H4,20,200,short,71,31,35,5,0.4696969696969697,0.3492890544253833,0.5901048849685562
EUR_JPY,H4,50,100,long,92,47,43,2,0.5222222222222223,0.41902322817134086,0.6254212162731037
EUR_JPY,H4,50,100,short,91,43,45,3,0.48863636363636365,0.3841949965696173,0.59307773070311
EUR_JPY,H4,50,200,long,50,25,19,6,0.5681818181818182,0.4218213259410647,0.7145423104225718
EUR_JPY,H4,50,200,short,49,18,27,4,0.4,0.2568618383053166,0.5431381616946834
EUR_JPY,H4,100,200,long,44,22,18,4,0.55,0.3958250993189878,0.7041749006810123
EUR_JPY,H4,100,200,short,44,20,21,3,0.4878048780487805,0.33480012175345375,0.6408096343441072
GBP_JPY,H4,10,50,long,212,109,97,6,0.529126213592233,0.46096232516561425,0.5972901020188517
GBP_JPY,H4,10,50,short,211,102,105,4,0.4927536231884058,0.4246460683756414,0.5608611780011702
GBP_JPY,H4,10,100,long,131,74,51,6,0.592,0.5058427160316668,0.6781572839683332
GBP_JPY,H4,10,100,short,130,73,57,0,0.5615384615384615,0.4762402548211732,0.6468366682557499
GBP_JPY,H4,10,200,long,96,52,42,2,0.5531914893617021,0.4526858089660175,0.6536971697573868
GBP_JPY,H4,10,200,short,95,42,53,0,0.4421052631578947,0.3422356785676487,0.5419748477481408
GBP_JPY,H4,20,50,long,174,100,70,4,0.5882352941176471,0.5142523330633703,0.6622182551719239
GBP_JPY,H4,20,50,short,173,89,81,3,0.5235294117647059,0.44845011397466505,0.5986087095547468
GBP_JPY,H4,20,100,long,105,55,48,2,0.5339805825242718,0.43764156839070445,0.6303195966578392
GBP_JPY,H4,20,100,short,104,55,49,0,0.5288461538461539,0.4329093055087598,0.6247830021835479
GBP_JPY,H4,20,200,long,75,41,32,2,0.5616438356164384,0.44781856311528917,0.6754691081175876
GBP_JPY,H4,20,200,short,74,35,39,0,0.47297297297297297,0.3592168407275511,0.5867291052183948
GBP_JPY,H4,50,100,long,84,44,38,2,0.5365853658536586,0.4286525694252527,0.6445181622820645
GBP_JPY,H4,50,100,short,83,39,44,0,0.46987951807228917,0.36250590317409753,0.5772531329704809
GBP_JPY,H4,50,200,long,56,29,26,1,0.5272727272727272,0.3953262772829166,0.6592191772625379
GBP_JPY,H4,50,200,short,55,26,28,1,0.48148148148148145,0.3482118731767807,0.6147510897861822
GBP_JPY,H4,100,200,long,48,21,26,1,0.44680851063829785,0.30467201432718494,0.5889450069494108
GBP_JPY,H4,100,200,short,47,20,27,0,0.425531914893617,0.284178545733946,0.5668852840532881
GBP_AUD,H4,10,50,long,232,113,109,10,0.509009009009009,0.4432463930808016,0.5747716249372165
GBP_AUD,H4,10,50,short,232,110,113,9,0.49327354260089684,0.4276538274072339,0.5588932577945598
GBP_AUD,H4,10,100,long,125,65,55,5,0.5416666666666666,0.4525164864670191,0.6308168468663142
GBP_AUD,H4,10,100,short,125,64,51,10,0.5565217391304348,0.46572204493392877,0.6473214333269408
GBP_AUD,H4,10,200,long,85,45,34,6,0.569620253164557,0.46043571288933105,0.678804793439783
GBP_AUD,H4,10,200,short,84,44,33,7,0.5714285714285714,0.46089268667533023,0.6819644561818126
GBP_AUD,H4,20,50,long,181,92,82,7,0.5287356321839081,0.45456481929027537,0.6029064450775408
GBP_AUD,H4,20,50,short,182,84,92,6,0.4772727272727273,0.40347879958157407,0.5510666549638805
GBP_AUD,H4,20,100,long,97,55,39,3,0.5851063829787234,0.48550211702832663,0.6847106489291201
GBP_AUD,H4,20,100,short,97,49,42,6,0.5384615384615384,0.4360340159881504,0.6408890609349265
GBP_AUD,H4,20,200,long,64,35,26,3,0.5737704918032787,0.4496675675372991,0.6978734160692582
GBP_AUD,H4,20,200,short,64,31,28,5,0.5254237288135594,0.3980036361781897,0.652843821448929
GBP_AUD,H4,50,100,long,82,46,33,3,0.5822784810126582,0.47352295827196356,0.6910340037533529
GBP_AUD,H4,50,100,short,82,42,36,4,0.5384615384615384,0.4278271695398098,0.6490959073832671
GBP_AUD,H4,50,200,long,45,21,21,3,0.5,0.3487827170371499,0.6512172829628501
GBP_AUD,H4,50,200,short,44,20,19,5,0.5128205128205128,0.3559465168950686,0.6696945087459569
GBP_AUD,H4,100,200,long,41,22,18,1,0.55,0.3958250993189878,0.7041749006810123
GBP_AUD,H4,100,200,short,40,17,21,2,0.4473684210526316,0.28927464069347575,0.6054622014117874
GBP_CAD,H4,10,50,long,220,110,100,10,0.5238095238095238,0.4562598164603209,0.5913592311587268
GBP_CAD,H4,10,50,short,220,103,103,14,0.5,0.4317201645994215,0.5682798354005785
GBP_CAD,H4,10,100,long,133,70,52,11,0.5737704918032787,0.4860164724897239,0.6615245111168334
GBP_CAD,H4,10,100,short,132,59,64,9,0.4796747967479675,0.3913842112168868,0.5679653822790481
GBP_CAD,H4,10,200,long,116,60,47,9,0.5607476635514018,0.46670932251277975,0.6547860045900239
GBP_CAD,H4,10,200,short,115,41,61,13,0.4019607843137255,0.3068099370948478,0.49711163153260324
GBP_CAD,H4,20,50,long,177,93,70,14,0.5705521472392638,0.4945606224136382,0.6465436720648895
GBP_CAD,H4,20,50,short,177,80,86,11,0.4819277108433735,0.40591466091320205,0.5579407607735449
GBP_CAD,H4,20,100,long,102,52,41,9,0.5591397849462365,0.45823186622772033,0.6600477036647527
GBP_CAD,H4,20,100,short,101,46,45,10,0.5054945054945055,0.4027687945518872,0.6082202164371238
GBP_CAD,H4,20,200,long,84,40,33,11,0.547945205479452,0.43377343210828667,0.6621169788506174
GBP_CAD,H4,20,200,short,83,32,44,7,0.42105263157894735,0.3100490452395808,0.5320562179183138
GBP_CAD,H4,50,100,long,90,49,33,8,0.5975609756097561,0.4914182335836168,0.7037037176358953
GBP_CAD,H4,50,100,short,89,44,39,6,0.5301204819277109,0.42274686702951925,0.6374940968259025
GBP_CAD,H4,50,200,long,53,24,23,6,0.5106382978723404,0.367722965614364,0.6535536301303168
GBP_CAD,H4,50,200,short,52,27,22,3,0.5510204081632653,0.4117511783695059,0.6902896379570246
GBP_CAD,H4,100,200,long,48,23,23,2,0.5,0.3555068829682008,0.6444931170317991
GBP_CAD,H4,100,200,short,47,21,22,4,0.4883720930232558,0.33896391292128136,0.6377802731252302
GBP_CHF,H4,10,50,long,210,101,96,13,0.5126903553299492,0.4428907389843295,0.5824899716755689
GBP_CHF,H4,10,50,short,209,105,87,17,0.546875,0.47646108297867207,0.6172889170213279
GBP_CHF,H4,10,100,long,143,72,61,10,0.5413533834586466,0.4566677431407859,0.6260390237765072
GBP_CHF,H4,10,100,short,142,71,61,10,0.5378787878787878,0.4528258603980123,0.6229317153595634
GBP_CHF,H4,10,200,long,95,46,44,5,0.5111111111111111,0.407835550465759,0.6143866717564631
GBP_CHF,H4,10,200,short,94,47,40,7,0.5402298850574713,0.43550349897924556,0.644956271135697
GBP_CHF,H4,20,50,long,176,88,79,9,0.5269461077844312,0.4512216370883105,0.6026705784805519
GBP_CHF,H4,20,50,short,175,87,74,14,0.5403726708074534,0.4633900409085211,0.6173553007063858
GBP_CHF,H4,20,100,long,109,58,42,9,0.58,0.4832625325946559,0.676737467405344
GBP_CHF,H4,20,100,short,108,48,48,12,0.5,0.39997916883635354,0.6000208311636465
GBP_CHF,H4,20,200,long,70,30,32,8,0.4838709677419355,0.35947561566420505,0.608266319819666
GBP_CHF,H4,20,200,short,69,34,25,10,0.576271186440678,0.4501791912494828,0.7023631816318732
GBP_CHF,H4,50,100,long,95,45,42,8,0.5172413793103449,0.4122368350102504,0.6222459236104394
GBP_CHF,H4,50,100,short,94,48,39,7,0.5517241379310345,0.4472208115013287,0.6562274643607403
GBP_CHF,H4,50,200,long,50,19,27,4,0.41304347826086957,0.2707522899183108,0.5553346666034283
GBP_CHF,H4,50,200,short,49,29,18,2,0.6170212765957447,0.4780437635212768,0.7559987896702125
GBP_CHF,H4,100,200,long,46,23,19,4,0.5476190476190477,0.3970891195008849,0.6981489757372105
GBP_CHF,H4,100,200,short,45,20,22,3,0.47619047619047616,0.32514473869744126,0.627236213683511
GBP_NZD,H4,10,50,long,236,111,117,8,0.4868421052631579,0.4219624966803708,0.551721713845945
GBP_NZD,H4,10,50,short,237,97,128,12,0.4311111111111111,0.3664008509077787,0.49582137131444354
GBP_NZD,H4,10,100,long,150,80,64,6,0.5555555555555556,0.4743945697055632,0.6367165414055479
GBP_NZD,H4,10,100,short,150,55,87,8,0.3873239436619718,0.30719959246950007,0.46744829485444356
GBP_NZD,H4,10,200,long,95,48,41,6,0.5393258426966292,0.4357678536518779,0.6428838317413805
GBP_NZD,H4,10,200,short,94,36,54,4,0.4,0.29878603521911284,0.5012139647808872
GBP_NZD,H4,20,50,long,176,88,82,6,0.5176470588235295,0.44253131856110517,0.5927627990859538
GBP_NZD,H4,20,50,short,177,68,102,7,0.4,0.3263560233683864,0.4736439766316136
GBP_NZD,H4,20,100,long,110,61,46,3,0.5700934579439252,0.47628883584905135,0.663898080038799
GBP_NZD,H4,20,100,short,110,38,68,4,0.3584905660377358,0.26719629439373416,0.4497848376817375
GBP_NZD,H4,20,200,long,72,31,38,3,0.4492753623188406,0.3319059093412949,0.5666448152963863
GBP_NZD,H4,20,200,short,71,28,40,3,0.4117647058823529,0.2947873733948295,0.5287420383698763
GBP_NZD,H4,50,100,long,89,51,33,5,0.6071428571428571,0.5026998902502351,0.7115858240354791
GBP_NZD,H4,50,100,short,89,38,44,7,0.4634146341463415,0.3554818377179356,0.5713474305747474
GBP_NZD,H4,50,200,long,47,26,19,2,0.5777777777777777,0.4334663328356338,0.7220892227199216
GBP_NZD,H4,50,200,short,46,20,22,4,0.47619047619047616,0.32514473869744126,0.627236213683511
GBP_NZD,H4,100,200,long,48,21,26,1,0.44680851063829785,0.30467201432718494,0.5889450069494108
GBP_NZD,H4,100,200,short,47,24,20,3,0.5454545454545454,0.398325751387659,0.6925833395214318
CHF_JPY,H4,10,50,long,215,104,87,24,0.5445026178010471,0.4738737382924876,0.6151314973096067
CHF_JPY,H4,10,50,short,214,84,102,28,0.45161290322580644,0.3800930879722202,0.5231327184793927
CHF_JPY,H4,10,100,long,142,76,50,16,0.6031746031746031,0.5177482135844491,0.6886009927647572
CHF_JPY,H4,10,100,short,141,58,69,14,0.4566929133858268,0.3700587806718475,0.5433270460998061
CHF_JPY,H4,10,200,long,103,54,43,6,0.5567010309278351,0.45783898868458206,0.6555630731710881
CHF_JPY,H4,10,200,short,102,43,53,6,0.4479166666666667,0.34843996330856697,0.5473933700247664
CHF_JPY,H4,20,50,long,175,82,73,20,0.5290322580645161,0.45044957003863456,0.6076149460903977
CHF_JPY,H4,20,50,short,174,71,84,19,0.45806451612903226,0.3796263662354218,0.5365026660226427
CHF_JPY,H4,20,100,long,109,55,41,13,0.5729166666666666,0.47396514095053166,0.6718681923828016
CHF_JPY,H4,20,100,short,108,41,56,11,0.422680412371134,0.32437341945006437,0.5209874052922037
CHF_JPY,H4,20,200,long,75,38,34,3,0.5277777777777778,0.41246203956855504,0.6430935159870006
CHF_JPY,H4,20,200,short,75,32,37,6,0.463768115942029,0.34610013907497855,0.5814360928090794
CHF_JPY,H4,50,100,long,86,44,35,7,0.5569620253164557,0.4474212539470488,0.6665027966858625
CHF_JPY,H4,50,100,short,86,33,44,9,0.42857142857142855,0.3180355438181874,0.5391073133246698
CHF_JPY,H4,50,200,long,48,26,17,5,0.6046511627906976,0.45851270406854006,0.7507896215128552
CHF_JPY,H4,50,200,short,48,21,23,4,0.4772727272727273,0.32968487189042084,0.6248605826550337
CHF_JPY,H4,100,200,long,39,22,13,4,0.6285714285714286,0.4684914485614348,0.7886514085814222
CHF_JPY,H4,100,200,short,39,18,20,1,0.47368421052631576,0.31492756025629715,0.6324408607963343
NZD_JPY,H4,10,50,long,222,119,102,1,0.5384615384615384,0.4727349293275637,0.6041881475955131
NZD_JPY,H4,10,50,short,221,107,114,0,0.4841628959276018,0.4182740386841748,0.5500517531710288
NZD_JPY,H4,10,100,long,141,81,59,1,0.5785714285714286,0.49677534064541595,0.6603675164974413
NZD_JPY,H4,10,100,short,140,72,66,2,0.5217391304347826,0.4383948775681062,0.6050833833014589
NZD_JPY,H4,10,200,long,110,50,58,2,0.46296296296296297,0.36892148691330207,0.5570044390126239
NZD_JPY,H4,10,200,short,109,52,57,0,0.47706422018348627,0.38329605368250547,0.5708323866844671
NZD_JPY,H4,20,50,long,196,103,90,3,0.533678756476684,0.4632970204443347,0.6040604925090332
NZD_JPY,H4,20,50,short,195,98,95,2,0.5077720207253886,0.43723859974116164,0.5783054417096156
NZD_JPY,H4,20,100,long,107,57,50,0,0.5327102803738317,0.4381730586936273,0.6272475020540361
NZD_JPY,H4,20,100,short,106,55,50,1,0.5238095238095238,0.4282798115419475,0.6193392360771002
NZD_JPY,H4,20,200,long,77,39,37,1,0.5131578947368421,0.40078311629627306,0.6255326731774112
NZD_JPY,H4,20,200,short,76,43,33,0,0.5657894736842105,0.4543531231837611,0.6772258241846599
NZD_JPY,H4,50,100,long,85,44,41,0,0.5176470588235295,0.41141736019671427,0.6238767574503447
NZD_JPY,H4,50,100,short,85,35,50,0,0.4117647058823529,0.3071369989748742,0.5163924127898317
NZD_JPY,H4,50,200,long,56,29,27,0,0.5178571428571429,0.38698268010752934,0.6487316056067565
NZD_JPY,H4,50,200,short,56,30,25,1,0.5454545454545454,0.41385855146209516,0.6770505394469957
NZD_JPY,H4,100,200,long,48,15,33,0,0.3125,0.18137158409279347,0.44362841590720653
NZD_JPY,H4,100,200,short,48,21,27,0,0.4375,0.2971586193419774,0.5778413806580226
AUD_JPY,H4,10,50,long,225,114,108,3,0.5135135135135135,0.4477642468771895,0.5792627801498375
AUD_JPY,H4,10,50,short,224,109,110,5,0.4977168949771689,0.43149532227378906,0.5639384676805488
AUD_JPY,H4,10,100,long,128,71,56,1,0.5590551181102362,0.4727028641876083,0.6454073720328641
AUD_JPY,H4,10,100,short,128,75,52,1,0.5905511811023622,0.50502820735959,0.6760741548451343
AUD_JPY,H4,10,200,long,100,54,44,2,0.5510204081632653,0.45254219136547047,0.64949862496106
AUD_JPY,H4,10,200,short,99,45,54,0,0.45454545454545453,0.35645959183419695,0.5526313172567121
AUD_JPY,H4,20,50,long,190,100,90,0,0.5263157894736842,0.4553176570968998,0.5973139218504686
AUD_JPY,H4,20,50,short,189,97,90,2,0.5187165775401069,0.4471021073367735,0.5903310477434403
AUD_JPY,H4,20,100,long,102,52,49,1,0.5148514851485149,0.41738086650840117,0.6123221037886286
AUD_JPY,H4,20,100,short,101,56,44,1,0.56,0.46270815861543174,0.6572918413845683
AUD_JPY,H4,20,200,long,74,40,32,2,0.5555555555555556,0.4407765886309255,0.6703345224801857
AUD_JPY,H4,20,200,short,73,35,38,0,0.4794520547945205,0.36484862856667355,0.5940554810223675
AUD_JPY,H4,50,100,long,81,45,35,1,0.5625,0.4537920339855446,0.6712079660144554
AUD_JPY,H4,50,100,short,80,42,36,2,0.5384615384615384,0.4278271695398098,0.6490959073832671
AUD_JPY,H4,50,200,long,51,17,33,1,0.34,0.2086946276803573,0.47130537231964276
AUD_JPY,H4,50,200,short,51,24,27,0,0.47058823529411764,0.33359841052463896,0.6075780600635963
AUD_JPY,H4,100,200,long,43,19,22,2,0.4634146341463415,0.3107746096124355,0.6160546586802474
AUD_JPY,H4,100,200,short,44,21,23,0,0.4772727272727273,0.32968487189042084,0.6248605826550337
USD_SGD,H4,10,50,long,213,63,72,78,0.4666666666666667,0.3825093380073147,0.5508239953260187
USD_SGD,H4,10,50,short,214,82,57,75,0.5899280575539568,0.5081610272307365,0.6716950878771771
USD_SGD,H4,10,100,long,149,45,51,53,0.46875,0.36892471317033443,0.5685752868296655
USD_SGD,H4,10,100,short,149,51,48,50,0.5151515151515151,0.41670304172963235,0.6135999885733979
USD_SGD,H4,10,200,long,90,28,31,31,0.4745762711864407,0.34715617855107106,0.6019963638218103
USD_SGD,H4,10,200,short,90,27,28,35,0.4909090909090909,0.3587877615184891,0.6230304202996927
USD_SGD,H4,20,50,long,182,57,62,63,0.4789915966386555,0.3892344781376933,0.5687487151396177
USD_SGD,H4,20,50,short,183,59,58,66,0.5042735042735043,0.41367578154790474,0.5948712269991038
USD_SGD,H4,20,100,long,107,32,38,37,0.45714285714285713,0.34044152895847013,0.5738441853272441
USD_SGD,H4,20,100,short,107,35,30,42,0.5384615384615384,0.4172676594739799,0.659655417449097
USD_SGD,H4,20,200,long,60,20,16,24,0.5555555555555556,0.39323358385557083,0.7178775272555403
USD_SGD,H4,20,200,short,60,21,15,24,0.5833333333333334,0.42228449479339936,0.7443821718732674
USD_SGD,H4,50,100,long,86,24,29,33,0.4528301886792453,0.3188172018268649,0.5868431755316257
USD_SGD,H4,50,100,short,87,23,25,39,0.4791666666666667,0.3378386912211856,0.6204946421121478
USD_SGD,H4,50,200,long,47,14,13,20,0.5185185185185185,0.3300468310018606,0.7069902060351764
USD_SGD,H4,50,200,short,46,12,12,22,0.5,0.29995833767270713,0.7000416623272929
USD_SGD,H4,100,200,long,42,14,14,14,0.5,0.31479740822547864,0.6852025917745214
USD_SGD,H4,100,200,short,41,12,12,17,0.5,0.29995833767270713,0.7000416623272929
USD_PLN,H4,10,50,long,215,116,99,0,0.5395348837209303,0.47290869457615614,0.6061610728657044
USD_PLN,H4,10,50,short,216,121,94,1,0.5627906976744186,0.49648436726206213,0.629097028086775
USD_PLN,H4,10,100,long,127,65,61,1,0.5158730158730159,0.4286116815582559,0.603134350187776
USD_PLN,H4,10,100,short,128,74,54,0,0.578125,0.492568333180256,0.663681666819744
USD_PLN,H4,10,200,long,90,43,45,2,0.48863636363636365,0.3841949965696173,0.59307773070311
USD_PLN,H4,10,200,short,90,46,44,0,0.5111111111111111,0.407835550465759,0.6143866717564631
USD_PLN,H4,20,50,long,184,90,93,1,0.4918032786885246,0.4193693292266758,0.5642372281503734
USD_PLN,H4,20,50,short,185,98,82,5,0.5444444444444444,0.4716887018562401,0.6172001870326487
USD_PLN,H4,20,100,long,104,52,52,0,0.5,0.40390309378228983,0.5960969062177102
USD_PLN,H4,20,100,short,105,56,46,3,0.5490196078431373,0.4524526070742416,0.645586608612033
USD_PLN,H4,20,200,long,67,38,28,1,0.5757575757575758,0.45652059185637583,0.6949945596587758
USD_PLN,H4,20,200,short,67,41,24,2,0.6307692307692307,0.5134461156709358,0.7480923458675257
USD_PLN,H4,50,100,long,84,39,43,2,0.47560975609756095,0.36751569737030715,0.5837038148248147
USD_PLN,H4,50,100,short,85,47,38,0,0.5529411764705883,0.44724277724996736,0.6586395756912091
USD_PLN,H4,50,200,long,48,21,26,1,0.44680851063829785,0.30467201432718494,0.5889450069494108
USD_PLN,H4,50,200,short,48,28,20,0,0.5833333333333334,0.4438609479077722,0.7228057187588945
USD_PLN,H4,100,200,long,44,16,28,0,0.36363636363636365,0.22149644463397886,0.5057762826387484
USD_PLN,H4,100,200,short,43,21,22,0,0.4883720930232558,0.33896391292128136,0.6377802731252302
USD_CZK,H4,10,50,long,207,104,98,5,0.5148514851485149,0.44592934974164256,0.5837736205553872
USD_CZK,H4,10,50,short,207,102,101,4,0.5024630541871922,0.43368137292754627,0.5712447354468381
USD_CZK,H4,10,100,long,153,65,83,5,0.4391891891891892,0.35923168623764556,0.5191466921407328
USD_CZK,H4,10,100,short,154,73,79,2,0.48026315789473684,0.40083661404777476,0.559689701741699
USD_CZK,H4,10,200,long,98,47,49,2,0.4895833333333333,0.38958421043498076,0.5895824562316858
