pair,tf,fast,slow,direction,n,w,l,t,wr_decisive,ci_low,ci_high
USD_CZK,H4,10,200,short,98,52,44,2,0.5416666666666666,0.4419937351002828,0.6413395982330505
USD_CZK,H4,20,50,long,175,84,89,2,0.48554913294797686,0.41107223782063174,0.560026028075322
USD_CZK,H4,20,50,short,175,88,83,4,0.5146198830409356,0.439709453382298,0.5895303126995732
USD_CZK,H4,20,100,long,115,57,52,6,0.5229357798165137,0.42916761331553294,0.6167039463174946
USD_CZK,H4,20,100,short,116,47,67,2,0.41228070175438597,0.32191884948339383,0.502642554025378
USD_CZK,H4,20,200,long,68,34,33,1,0.5074626865671642,0.3877499673336677,0.6271754058006607
USD_CZK,H4,20,200,short,68,36,31,1,0.5373134328358209,0.41792123015937205,0.6567056355122697
USD_CZK,H4,50,100,long,96,42,52,2,0.44680851063829785,0.3463028302426132,0.5473141910339825
USD_CZK,H4,50,100,short,96,39,53,4,0.42391304347826086,0.3229309037842003,0.5248951831723214
USD_CZK,H4,50,200,long,49,22,25,2,0.46808510638297873,0.3254289136532616,0.6107412991126959
USD_CZK,H4,50,200,short,49,20,29,0,0.40816326530612246,0.27054504154849623,0.5457814890637487
USD_CZK,H4,100,200,long,42,19,18,5,0.5135135135135135,0.3524613592923218,0.6745656677347052
USD_CZK,H4,100,200,short,41,22,17,2,0.5641025641025641,0.40847197480527225,0.7197331533998559
USD_HUF,H4,10,50,long,212,111,99,2,0.5285714285714286,0.46105550452383814,0.596087352619019
USD_HUF,H4,10,50,short,213,105,107,1,0.49528301886792453,0.4279793377348277,0.5625867000010213
USD_HUF,H4,10,100,long,147,73,74,0,0.4965986394557823,0.41577147205413545,0.5774258068574292
USD_HUF,H4,10,100,short,147,71,76,0,0.48299319727891155,0.40221092970522815,0.563775464852595
USD_HUF,H4,10,200,long,96,56,39,1,0.5894736842105263,0.49055075211862975,0.6883966163024228
USD_HUF,H4,10,200,short,96,53,42,1,0.5578947368421052,0.45802515225185914,0.6577643214323513
USD_HUF,H4,20,50,long,175,84,91,0,0.48,0.4059782518444748,0.5540217481555252
USD_HUF,H4,20,50,short,176,92,81,3,0.5317919075144508,0.4574346540629529,0.6061491609659487
USD_HUF,H4,20,100,long,110,59,51,0,0.5363636363636364,0.4431717425322371,0.6295555301950356
USD_HUF,H4,20,100,short,110,51,58,1,0.46788990825688076,0.3742166968855733,0.5615631196281882
USD_HUF,H4,20,200,long,73,36,37,0,0.4931506849315068,0.3784611230836624,0.6078402467793512
USD_HUF,H4,20,200,short,73,37,35,1,0.5138888888888888,0.3984393478055603,0.6293384299722173
USD_HUF,H4,50,100,long,92,47,44,1,0.5164835164835165,0.41380744348095166,0.6191595894860814
USD_HUF,H4,50,100,short,92,43,48,1,0.4725274725274725,0.3699507474659295,0.5751041975890155
USD_HUF,H4,50,200,long,50,22,28,0,0.44,0.3024085584056915,0.5775914415943085
USD_HUF,H4,50,200,short,50,22,26,2,0.4583333333333333,0.3173745217106679,0.5992921449559987
USD_HUF,H4,100,200,long,45,26,18,1,0.5909090909090909,0.4456310471705863,0.7361871346475956
USD_HUF,H4,100,200,short,45,25,20,0,0.5555555555555556,0.4103703703703704,0.7007407407407408
EUR_HUF,H4,10,50,long,201,90,71,40,0.5590062111801242,0.4823110991107324,0.635701323249516
EUR_HUF,H4,10,50,short,202,84,82,36,0.5060240963855421,0.4299668656612131,0.5820813271098711
EUR_HUF,H4,10,100,long,138,68,52,18,0.5666666666666667,0.47800409366175184,0.6553292396715815
EUR_HUF,H4,10,100,short,138,51,57,30,0.4722222222222222,0.3780673162472351,0.5663771281972093
EUR_HUF,H4,10,200,long,93,48,27,18,0.64,0.53136577334928,0.74863422665072
EUR_HUF,H4,10,200,short,93,33,38,22,0.4647887323943662,0.3487728849982566,0.5808045797904757
EUR_HUF,H4,20,50,long,169,78,63,28,0.5531914893617021,0.4711289449548109,0.6352540337685935
EUR_HUF,H4,20,50,short,170,66,71,33,0.48175182481751827,0.3980805544706345,0.565423095164402
EUR_HUF,H4,20,100,long,94,41,38,15,0.5189873417721519,0.40880825684687805,0.6291664266974257
EUR_HUF,H4,20,100,short,94,40,32,22,0.5555555555555556,0.4407765886309255,0.6703345224801857
EUR_HUF,H4,20,200,long,77,38,30,9,0.5588235294117647,0.4408063779640903,0.6768406808594392
EUR_HUF,H4,20,200,short,77,29,31,17,0.48333333333333334,0.35688618436791986,0.6097804822987468
EUR_HUF,H4,50,100,long,83,39,32,12,0.5492957746478874,0.4335578099200237,0.665033739375751
EUR_HUF,H4,50,100,short,83,37,29,17,0.5606060606060606,0.44086584686960245,0.6803462743425186
EUR_HUF,H4,50,200,long,57,35,14,8,0.7142857142857143,0.5877946078789791,0.8407768206924495
EUR_HUF,H4,50,200,short,57,17,29,11,0.3695652173913043,0.23007531079264418,0.5090551239899644
EUR_HUF,H4,100,200,long,45,19,14,12,0.5757575757575758,0.40713101598803636,0.7443841355271152
EUR_HUF,H4,100,200,short,45,17,18,10,0.4857142857142857,0.3201316779319464,0.651296893496625
EUR_PLN,H4,10,50,long,244,80,81,83,0.4968944099378882,0.4196610799525574,0.574127739923219
EUR_PLN,H4,10,50,short,245,81,85,79,0.4879518072289157,0.41191114129422546,0.5639924731636059
EUR_PLN,H4,10,100,long,155,48,56,51,0.46153846153846156,0.365726287520585,0.5573506355563381
EUR_PLN,H4,10,100,short,156,57,55,44,0.5089285714285714,0.4163420409557213,0.6015151019014215
EUR_PLN,H4,10,200,long,105,36,29,40,0.5538461538461539,0.43299903917157556,0.6746932685207322
EUR_PLN,H4,10,200,short,105,35,35,35,0.5,0.38286759628522943,0.6171324037147705
EUR_PLN,H4,20,50,long,195,70,59,66,0.5426356589147286,0.45666573710670855,0.6286055807227487
EUR_PLN,H4,20,50,short,196,65,63,68,0.5078125,0.42120249375145474,0.5944225062485452
EUR_PLN,H4,20,100,long,112,39,37,36,0.5131578947368421,0.40078311629627306,0.6255326731774112
EUR_PLN,H4,20,100,short,113,51,27,35,0.6538461538461539,0.5482662803141275,0.7594260273781802
EUR_PLN,H4,20,200,long,75,28,21,26,0.5714285714285714,0.4328645068230612,0.7099926360340816
EUR_PLN,H4,20,200,short,75,23,25,27,0.4791666666666667,0.3378386912211856,0.6204946421121478
EUR_PLN,H4,50,100,long,85,28,27,30,0.509090909090909,0.37696957970030726,0.6412122384815109
EUR_PLN,H4,50,100,short,86,30,27,29,0.5263157894736842,0.39669152732867524,0.6559400516186931
EUR_PLN,H4,50,200,long,55,17,20,18,0.4594594594594595,0.2988789084592695,0.6200400104596495
EUR_PLN,H4,50,200,short,56,17,16,23,0.5151515151515151,0.3446337572572199,0.6856692730458104
EUR_PLN,H4,100,200,long,48,21,17,10,0.5526315789473685,0.3945377985882126,0.7107253593065244
EUR_PLN,H4,100,200,short,48,13,18,17,0.41935483870967744,0.24564618303541952,0.5930634943839354
EUR_SEK,H4,10,50,long,218,97,90,31,0.5187165775401069,0.4471021073367735,0.5903310477434403
EUR_SEK,H4,10,50,short,219,79,94,46,0.45664739884393063,0.3824199748239336,0.5308748228639277
EUR_SEK,H4,10,100,long,152,63,71,18,0.4701492537313433,0.38564115658286546,0.5546573508798212
EUR_SEK,H4,10,100,short,152,59,63,30,0.48360655737704916,0.3949292278884643,0.572283886865634
EUR_SEK,H4,10,200,long,97,46,36,15,0.5609756097560976,0.45356047960408047,0.6683907399081148
EUR_SEK,H4,10,200,short,97,37,41,19,0.47435897435897434,0.36354182921991646,0.5851761194980322
EUR_SEK,H4,20,50,long,177,80,68,29,0.5405405405405406,0.4602502650404456,0.6208308160406355
EUR_SEK,H4,20,50,short,178,62,76,40,0.4492753623188406,0.3662826262142624,0.5322680984234187
EUR_SEK,H4,20,100,long,109,50,45,14,0.5263157894736842,0.42590926776327537,0.6267223111840929
EUR_SEK,H4,20,100,short,110,48,42,20,0.5333333333333333,0.4302620766677756,0.636404589998891
EUR_SEK,H4,20,200,long,65,33,21,11,0.6111111111111112,0.4810845583024656,0.7411376639197567
EUR_SEK,H4,20,200,short,65,22,30,13,0.4230769230769231,0.2887933082441275,0.5573605379097186
EUR_SEK,H4,50,100,long,84,45,29,10,0.6081081081081081,0.49688020558661516,0.7193360106296011
EUR_SEK,H4,50,100,short,84,33,37,14,0.4714285714285714,0.35448756065818343,0.5883695821989594
EUR_SEK,H4,50,200,long,43,24,14,5,0.631578947368421,0.4782054520333626,0.7849524427034794
EUR_SEK,H4,50,200,short,43,23,11,9,0.6764705882352942,0.5192179441984305,0.8337232322721578
EUR_SEK,H4,100,200,long,43,21,19,3,0.525,0.3702422053659332,0.6797577946340668
EUR_SEK,H4,100,200,short,43,15,14,14,0.5172413793103449,0.33536817355696424,0.6991145850637255
NZD_CAD,H4,10,50,long,214,101,107,6,0.4855769230769231,0.41765442586248913,0.553499420291357
NZD_CAD,H4,10,50,short,213,107,98,8,0.5219512195121951,0.45357104474144205,0.5903313942829482
NZD_CAD,H4,10,100,long,140,61,73,6,0.4552238805970149,0.3709049244581568,0.539542836735873
NZD_CAD,H4,10,100,short,139,74,58,7,0.5606060606060606,0.47593694349228444,0.6452751777198367
NZD_CAD,H4,10,200,long,108,51,53,4,0.49038461538461536,0.39430548020842887,0.5864637505608018
NZD_CAD,H4,10,200,short,107,49,50,8,0.494949494949495,0.3964608138586204,0.5934381760403695
NZD_CAD,H4,20,50,long,170,83,82,5,0.503030303030303,0.42673880767046496,0.5793217983901412
NZD_CAD,H4,20,50,short,169,84,77,8,0.5217391304347826,0.4445773459302875,0.5989009149392777
NZD_CAD,H4,20,100,long,103,48,49,6,0.4948453608247423,0.39534672448138475,0.5943439971680998
NZD_CAD,H4,20,100,short,102,46,50,6,0.4791666666666667,0.3792326968578011,0.5791006364755322
NZD_CAD,H4,20,200,long,80,33,44,3,0.42857142857142855,0.3180355438181874,0.5391073133246698
NZD_CAD,H4,20,200,short,79,39,33,7,0.5416666666666666,0.4265742789251249,0.6567590544082084
NZD_CAD,H4,50,100,long,86,36,46,4,0.43902439024390244,0.3316092600918853,0.5464395203959196
NZD_CAD,H4,50,100,short,85,45,33,7,0.5769230769230769,0.46728096453748363,0.68656518930867
NZD_CAD,H4,50,200,long,49,24,24,1,0.5,0.3585491840485417,0.6414508159514583
NZD_CAD,H4,50,200,short,49,24,24,1,0.5,0.3585491840485417,0.6414508159514583
NZD_CAD,H4,100,200,long,47,23,24,0,0.48936170212765956,0.34644636986968314,0.632277034385636
NZD_CAD,H4,100,200,short,47,32,15,0,0.6808510638297872,0.5475818293279622,0.8141202983316123
NZD_CHF,H4,10,50,long,227,97,120,10,0.4470046082949309,0.3808526110642704,0.5131566055255914
NZD_CHF,H4,10,50,short,226,110,108,8,0.5045871559633027,0.43821597407953006,0.5709583378470754
NZD_CHF,H4,10,100,long,143,58,80,5,0.42028985507246375,0.33793362996154974,0.5026460801833778
NZD_CHF,H4,10,100,short,142,74,64,4,0.5362318840579711,0.4530280596867779,0.6194357084291642
NZD_CHF,H4,10,200,long,104,46,56,2,0.45098039215686275,0.354413391387967,0.5475473929257585
NZD_CHF,H4,10,200,short,103,51,50,2,0.504950495049505,0.40744163013809787,0.602459359960912
NZD_CHF,H4,20,50,long,190,90,97,3,0.48128342245989303,0.40966895225655964,0.5528978926632264
NZD_CHF,H4,20,50,short,189,93,92,4,0.5027027027027027,0.430652722353423,0.5747526830519823
NZD_CHF,H4,20,100,long,112,49,62,1,0.44144144144144143,0.34906409392587023,0.5338187889570126
NZD_CHF,H4,20,100,short,111,58,49,4,0.5420560747663551,0.44765163014841775,0.6364605193842924
NZD_CHF,H4,20,200,long,80,38,39,3,0.4935064935064935,0.38183454720266685,0.6051784398103202
NZD_CHF,H4,20,200,short,79,34,43,2,0.44155844155844154,0.3306425767063709,0.5524743064105122
NZD_CHF,H4,50,100,long,88,45,42,1,0.5172413793103449,0.4122368350102504,0.6222459236104394
NZD_CHF,H4,50,100,short,88,39,46,3,0.4588235294117647,0.35288866815239106,0.5647583906711383
NZD_CHF,H4,50,200,long,51,24,27,0,0.47058823529411764,0.33359841052463896,0.6075780600635963
NZD_CHF,H4,50,200,short,51,23,26,2,0.46938775510204084,0.32965039212332675,0.6091251180807549
NZD_CHF,H4,100,200,long,45,21,24,0,0.4666666666666667,0.32090189759939663,0.6124314357339367
NZD_CHF,H4,100,200,short,46,20,23,3,0.46511627906976744,0.3160318440504992,0.6142007140890356
EUR_NOK,H4,10,50,long,220,108,102,10,0.5142857142857142,0.4466868977280259,0.5818845308434026
EUR_NOK,H4,10,50,short,220,96,112,12,0.46153846153846156,0.3937890235701955,0.5292878995067276
EUR_NOK,H4,10,100,long,137,71,59,7,0.5461538461538461,0.46056912833850194,0.6317385639691903
EUR_NOK,H4,10,100,short,137,60,71,6,0.4580152671755725,0.37269466196015305,0.543335872390992
EUR_NOK,H4,10,200,long,96,53,38,5,0.5824175824175825,0.4810909250741505,0.6837442397610144
EUR_NOK,H4,10,200,short,96,43,48,5,0.4725274725274725,0.3699507474659295,0.5751041975890155
EUR_NOK,H4,20,50,long,187,88,88,11,0.5,0.4261297205784479,0.5738702794215521
EUR_NOK,H4,20,50,short,188,83,98,7,0.4585635359116022,0.3859712799780518,0.5311557918451526
EUR_NOK,H4,20,100,long,107,54,46,7,0.54,0.4423141033720835,0.6376858966279166
EUR_NOK,H4,20,100,short,107,48,54,5,0.47058823529411764,0.37372180124606236,0.5674546693421729
EUR_NOK,H4,20,200,long,77,32,37,8,0.463768115942029,0.34610013907497855,0.5814360928090794
EUR_NOK,H4,20,200,short,78,35,38,5,0.4794520547945205,0.36484862856667355,0.5940554810223675
EUR_NOK,H4,50,100,long,92,51,38,3,0.5730337078651685,0.4702680639655376,0.6757993517647993
EUR_NOK,H4,50,100,short,92,37,46,9,0.4457831325301205,0.33884841891678497,0.552717846143456
EUR_NOK,H4,50,200,long,48,21,23,4,0.4772727272727273,0.32968487189042084,0.6248605826550337
EUR_NOK,H4,50,200,short,48,27,21,0,0.5625,0.4221586193419774,0.7028413806580226
EUR_NOK,H4,100,200,long,42,24,15,3,0.6153846153846154,0.4626946800396934,0.7680745507295375
EUR_NOK,H4,100,200,short,41,19,18,4,0.5135135135135135,0.3524613592923218,0.6745656677347052
USD_ZAR,H4,10,50,long,208,121,87,0,0.5817307692307693,0.5146939529769873,0.6487675854845513
USD_ZAR,H4,10,50,short,209,113,96,0,0.5406698564593302,0.4731064589552805,0.6082332539633799
USD_ZAR,H4,10,100,long,125,72,53,0,0.576,0.4893646299298029,0.662635370070197
USD_ZAR,H4,10,100,short,126,71,55,0,0.5634920634920635,0.4768934830825455,0.6500906439015814
USD_ZAR,H4,10,200,long,107,47,60,0,0.4392523364485981,0.34521399540997605,0.5332906774872201
USD_ZAR,H4,10,200,short,107,61,46,0,0.5700934579439252,0.47628883584905135,0.663898080038799
USD_ZAR,H4,20,50,long,172,91,81,0,0.5290697674418605,0.45447186662728256,0.6036676682564385
USD_ZAR,H4,20,50,short,173,101,72,0,0.5838150289017341,0.5103612993255182,0.65726875847795
USD_ZAR,H4,20,100,long,98,53,45,0,0.5408163265306123,0.44215177424585794,0.6394808788153666
USD_ZAR,H4,20,100,short,99,58,41,0,0.5858585858585859,0.48882787689554663,0.6828892948216251
USD_ZAR,H4,20,200,long,77,36,41,0,0.4675324675324675,0.35608680706664153,0.5789781279982935
USD_ZAR,H4,20,200,short,77,48,29,0,0.6233766233766234,0.5151486312859634,0.7316046154672833
USD_ZAR,H4,50,100,long,85,43,42,0,0.5058823529411764,0.3995937849839204,0.6121709208984325
USD_ZAR,H4,50,100,short,86,45,41,0,0.5232558139534884,0.41769406434041734,0.6288175635665595
USD_ZAR,H4,50,200,long,53,26,27,0,0.49056603773584906,0.35597664827997205,0.6251554271917261
USD_ZAR,H4,50,200,short,52,23,29,0,0.4423076923076923,0.3073138456197602,0.5773015389956244
USD_ZAR,H4,100,200,long,43,18,25,0,0.4186046511627907,0.271149603154368,0.5660596991712135
USD_ZAR,H4,100,200,short,42,19,23,0,0.4523809523809524,0.3018510242627896,0.6029108804991152
USD_NOK,H4,10,50,long,226,126,98,2,0.5625,0.497534564478486,0.627465435521514
USD_NOK,H4,10,50,short,226,107,116,3,0.4798206278026906,0.41424844208584793,0.5453928135195332
USD_NOK,H4,10,100,long,159,88,71,0,0.5534591194968553,0.47618556401307266,0.630732674980638
USD_NOK,H4,10,100,short,159,68,91,0,0.4276729559748428,0.3507713273517797,0.5045745845979058
USD_NOK,H4,10,200,long,96,43,52,1,0.45263157894736844,0.3525379205179121,0.5527252373768248
USD_NOK,H4,10,200,short,96,54,41,1,0.5684210526315789,0.46882102206757226,0.6680210831955856
USD_NOK,H4,20,50,long,178,99,79,0,0.5561797752808989,0.48319080935037,0.6291687412114279
USD_NOK,H4,20,50,short,178,77,100,1,0.4350282485875706,0.361991482654276,0.5080650145208652
USD_NOK,H4,20,100,long,116,56,59,1,0.48695652173913045,0.3956021510690884,0.5783108924091726
USD_NOK,H4,20,100,short,116,50,66,0,0.43103448275862066,0.3409134712705537,0.5211554942466876
USD_NOK,H4,20,200,long,71,32,39,0,0.4507042253521127,0.334966260624249,0.5664421900799763
USD_NOK,H4,20,200,short,71,39,32,0,0.5492957746478874,0.4335578099200237,0.665033739375751
USD_NOK,H4,50,100,long,86,48,38,0,0.5581395348837209,0.45318026246752335,0.6630988072999184
USD_NOK,H4,50,100,short,86,36,49,1,0.4235294117647059,0.3184840277198131,0.5285747958095987
USD_NOK,H4,50,200,long,49,24,25,0,0.4897959183673469,0.34982507592259393,0.6297667608120999
USD_NOK,H4,50,200,short,49,25,23,1,0.5208333333333334,0.3795053578878522,0.6621613087788145
USD_NOK,H4,100,200,long,45,22,21,2,0.5116279069767442,0.3622197268747698,0.6610360870787186
USD_NOK,H4,100,200,short,44,25,19,0,0.5681818181818182,0.4218213259410647,0.7145423104225718
