tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,k,atr_period,direction,total_n
265,121,123,21,0.4959016393442623,0.43316567578010573,0.5586376029084189,114,45,67,2,0.4017857142857143,0.3109884641896899,0.4925829643817387,USD_CHF,H4,20,2.0,14,long,379
180,68,92,20,0.425,0.34840075881576893,0.501599241184231,78,31,44,3,0.41333333333333333,0.3018855688541505,0.5247810978125161,USD_CHF,H4,20,2.5,14,long,258
522,282,196,44,0.5899581589958159,0.545865446530773,0.6340508714608589,225,109,108,8,0.5023041474654378,0.4357781189991624,0.5688301759317133,USD_CHF,H4,20,1.0,14,short,747
433,223,173,37,0.5631313131313131,0.514278590164583,0.6119840360980433,186,90,84,12,0.5172413793103449,0.4429919539803448,0.5914908046403449,USD_CHF,H4,20,1.5,14,short,619
303,141,136,26,0.5090252707581228,0.4501523708705677,0.5678981706456778,130,66,55,9,0.5454545454545454,0.4567325444041218,0.634176546504969,USD_CHF,H4,20,2.0,14,short,433
176,87,71,18,0.5506329113924051,0.4730690821484564,0.6281967406363538,76,35,36,5,0.49295774647887325,0.37666468041418233,0.6092508125435642,USD_CHF,H4,20,2.5,14,short,252
371,154,193,24,0.4438040345821326,0.3915282121514453,0.49607985701281987,159,67,87,5,0.43506493506493504,0.3567630860175631,0.513366784112307,USD_CHF,H4,50,1.0,14,long,530
345,140,173,32,0.4472843450479233,0.3922001973067638,0.5023684927890828,149,57,87,5,0.3958333333333333,0.31595860623319866,0.47570806043346797,USD_CHF,H4,50,1.5,14,long,494
308,155,130,23,0.543859649122807,0.4860332290742074,0.6016860691714068,132,52,75,5,0.4094488188976378,0.32392584515486567,0.4949717926404099,USD_CHF,H4,50,2.0,14,long,440
232,118,103,11,0.5339366515837104,0.4681667371515873,0.5997065660158335,100,37,61,2,0.37755102040816324,0.28157058022392994,0.47353146059239654,USD_CHF,H4,50,2.5,14,long,332
374,196,151,27,0.5648414985590778,0.5126765998421751,0.6170063972759806,161,76,80,5,0.48717948717948717,0.4087424892167651,0.5656164851422093,USD_CHF,H4,50,1.0,14,short,535
321,159,144,18,0.5247524752475248,0.4685219763415711,0.5809829741534784,138,63,69,6,0.4772727272727273,0.3920628392386331,0.5624826153068215,USD_CHF,H4,50,1.5,14,short,459
270,122,129,19,0.4860557768924303,0.42422278520618073,0.5478887685786799,117,58,53,6,0.5225225225225225,0.42959945570277525,0.6154455893422698,USD_CHF,H4,50,2.0,14,short,387
222,116,82,24,0.5858585858585859,0.5172475135674826,0.6544696581496892,96,42,43,11,0.49411764705882355,0.3878290791015675,0.6004062150160796,USD_CHF,H4,50,2.5,14,short,318
263,101,148,14,0.40562248995983935,0.344633899634582,0.4666110802850967,113,43,67,3,0.39090909090909093,0.29972088467784397,0.4820972971403379,USD_CHF,H4,100,1.0,14,long,376
260,108,134,18,0.4462809917355372,0.3836488447429782,0.5089131387280962,112,45,63,4,0.4166666666666667,0.32368507638295924,0.5096482569503742,USD_CHF,H4,100,1.5,14,long,372
255,93,144,18,0.3924050632911392,0.3302385839652597,0.45457154261701876,110,49,59,2,0.4537037037037037,0.3598082674772022,0.5475991399302053,USD_CHF,H4,100,2.0,14,long,365
251,106,130,15,0.4491525423728814,0.38569070005062445,0.5126143846951383,109,38,70,1,0.35185185185185186,0.2617857728170998,0.4419179308866039,USD_CHF,H4,100,2.5,14,long,360
267,118,121,28,0.49372384937238495,0.4303379132344475,0.5571097855103224,115,58,53,4,0.5225225225225225,0.42959945570277525,0.6154455893422698,USD_CHF,H4,100,1.0,14,short,382
252,117,118,17,0.4978723404255319,0.4339447680661186,0.5617999127849452,109,49,53,7,0.4803921568627451,0.3834323395537783,0.5773519741717119,USD_CHF,H4,100,1.5,14,short,361
248,125,111,12,0.5296610169491526,0.46598079582268537,0.5933412380756198,107,50,47,10,0.5154639175257731,0.41600759402138765,0.6149202410301586,USD_CHF,H4,100,2.0,14,short,355
214,105,92,17,0.5329949238578681,0.46332500650881464,0.6026648412069215,92,44,42,6,0.5116279069767442,0.4059803696618971,0.6172754442915913,USD_CHF,H4,100,2.5,14,short,306
190,81,88,21,0.47928994082840237,0.403970019113987,0.5546098625428177,82,35,44,3,0.4430379746835443,0.3334972033141374,0.5525787460529512,USD_CHF,H4,200,1.0,14,long,272
190,81,95,14,0.4602272727272727,0.38659107050637526,0.5338634749481701,82,36,43,3,0.45569620253164556,0.34587127822992586,0.5655211268333653,USD_CHF,H4,200,1.5,14,long,272
203,80,106,17,0.43010752688172044,0.35895594153448873,0.5012591122289521,87,41,44,2,0.4823529411764706,0.3761232425496554,0.5885826398032858,USD_CHF,H4,200,2.0,14,long,290
189,79,97,13,0.44886363636363635,0.3753807033651853,0.5223465693620875,81,25,55,1,0.3125,0.2109283657953659,0.4140716342046341,USD_CHF,H4,200,2.5,14,long,270
184,84,87,13,0.49122807017543857,0.4162971311585361,0.566159009192341,79,41,35,3,0.5394736842105263,0.4274108419121192,0.6515365265089335,USD_CHF,H4,200,1.0,14,short,263
176,82,85,9,0.49101796407185627,0.41519552449465125,0.5668404036490613,76,43,27,6,0.6142857142857143,0.5002541397109501,0.7283172888604785,USD_CHF,H4,200,1.5,14,short,252
180,104,69,7,0.6011560693641619,0.5281887936796551,0.6741233450486687,78,36,32,10,0.5294117647058824,0.41077509639553506,0.6480484330162296,USD_CHF,H4,200,2.0,14,short,258
170,88,73,9,0.546583850931677,0.46968496935333204,0.6234827325100221,74,37,31,6,0.5441176470588235,0.4257387167637846,0.6624965773538624,USD_CHF,H4,200,2.5,14,short,244
543,270,272,1,0.4981549815498155,0.45606066373911364,0.5402492993605174,233,116,116,1,0.5,0.43565984789873596,0.5643401521012641,NZD_USD,H4,20,1.0,14,long,776
429,211,217,1,0.4929906542056075,0.4456252211438871,0.5403560872673279,184,86,97,1,0.46994535519125685,0.3976326631733308,0.5422580472091829,NZD_USD,H4,20,1.5,14,long,613
317,161,156,0,0.5078864353312302,0.4528509988441468,0.5629218718183137,137,66,71,0,0.48175182481751827,0.3980805544706345,0.565423095164402,NZD_USD,H4,20,2.0,14,long,454
196,94,102,0,0.47959183673469385,0.40965017007815874,0.549533503391229,85,48,37,0,0.5647058823529412,0.45930380667366194,0.6701079580322205,NZD_USD,H4,20,2.5,14,long,281
548,266,282,0,0.4854014598540146,0.4435557821194742,0.527247137588555,236,123,113,0,0.5211864406779662,0.457451168561208,0.5849217127947244,NZD_USD,H4,20,1.0,14,short,784
441,206,235,0,0.4671201814058957,0.4205545250886641,0.5136858377231273,189,103,86,0,0.544973544973545,0.47397798270154284,0.6159691072455471,NZD_USD,H4,20,1.5,14,short,630
305,159,146,0,0.521311475409836,0.4652478339960626,0.5773751168236094,131,68,63,0,0.5190839694656488,0.43352336207369885,0.6046445768575989,NZD_USD,H4,20,2.0,14,short,436
173,95,78,0,0.5491329479768786,0.4749855319823101,0.6232803639714471,75,46,29,0,0.6133333333333333,0.503117981576135,0.7235486850905316,NZD_USD,H4,20,2.5,14,short,248
378,201,177,0,0.5317460317460317,0.4814419722713313,0.5820500912207323,163,77,85,1,0.47530864197530864,0.39840651089018214,0.5522107730604351,NZD_USD,H4,50,1.0,14,long,541
371,177,194,0,0.477088948787062,0.4262633264505634,0.5279145711235605,159,77,81,1,0.4873417721518987,0.40940214696160404,0.5652813973421934,NZD_USD,H4,50,1.5,14,long,530
310,139,170,1,0.44983818770226536,0.39436920346508103,0.5053071719394496,134,69,64,1,0.518796992481203,0.4338802858666977,0.6037136990957084,NZD_USD,H4,50,2.0,14,long,444
266,129,137,0,0.4849624060150376,0.4249019320441682,0.545022879985907,115,67,48,0,0.5826086956521739,0.49247911905841363,0.6727382722459341,NZD_USD,H4,50,2.5,14,long,381
387,178,209,0,0.4599483204134367,0.4102922019987819,0.5096044388280915,166,93,73,0,0.5602409638554217,0.4847322898729829,0.6357496378378604,NZD_USD,H4,50,1.0,14,short,553
382,204,178,0,0.5340314136125655,0.48400652712351117,0.5840563001016198,165,88,77,0,0.5333333333333333,0.4572101653728714,0.6094565012937952,NZD_USD,H4,50,1.5,14,short,547
343,186,157,0,0.5422740524781341,0.4895484938726982,0.5949996110835699,148,81,67,0,0.5472972972972973,0.46710301425176726,0.6274915803428273,NZD_USD,H4,50,2.0,14,short,491
272,138,134,0,0.5073529411764706,0.4479381386958058,0.5667677436571353,117,67,50,0,0.5726495726495726,0.4830100196378916,0.6622891256612536,NZD_USD,H4,50,2.5,14,short,389
267,150,117,0,0.5617977528089888,0.5022825744154042,0.6213129312025734,115,45,70,0,0.391304347826087,0.3021044025945523,0.48050429305762166,NZD_USD,H4,100,1.0,14,long,382
235,111,124,0,0.4723404255319149,0.4085101660497325,0.5361706850140973,102,39,63,0,0.38235294117647056,0.2880428006541874,0.4766630816987537,NZD_USD,H4,100,1.5,14,long,337
224,106,118,0,0.4732142857142857,0.4078293079862173,0.5385992634423541,96,41,54,1,0.43157894736842106,0.3319789168044144,0.5311789779324277,NZD_USD,H4,100,2.0,14,long,320
257,123,134,0,0.4785992217898833,0.41752452194836553,0.539673921631401,111,58,52,1,0.5272727272727272,0.4339724977314405,0.620572956814014,NZD_USD,H4,100,2.5,14,long,368
282,151,131,0,0.5354609929078015,0.4772497958335155,0.5936721899820875,122,60,62,0,0.4918032786885246,0.4030901705704877,0.5805163868065615,NZD_USD,H4,100,1.0,14,short,404
261,132,129,0,0.5057471264367817,0.44509065659719105,0.5664035962763723,112,57,55,0,0.5089285714285714,0.4163420409557213,0.6015151019014215,NZD_USD,H4,100,1.5,14,short,373
241,124,117,0,0.5145228215767634,0.4514221064829502,0.5776235366705766,104,50,54,0,0.4807692307692308,0.3847434284504295,0.576795033088032,NZD_USD,H4,100,2.0,14,short,345
221,108,113,0,0.48868778280542985,0.4227827227196963,0.5545928428911634,95,51,44,0,0.5368421052631579,0.4365695482844702,0.6371146622418457,NZD_USD,H4,100,2.5,14,short,316
184,82,102,0,0.44565217391304346,0.37383367082106184,0.5174706770050251,80,41,38,1,0.5189873417721519,0.40880825684687805,0.6291664266974257,NZD_USD,H4,200,1.0,14,long,264
179,90,89,0,0.5027932960893855,0.42954580005407333,0.5760407921246977,78,37,41,0,0.47435897435897434,0.36354182921991646,0.5851761194980322,NZD_USD,H4,200,1.5,14,long,257
192,99,93,0,0.515625,0.4449341343501289,0.586315865649871,83,39,44,0,0.46987951807228917,0.36250590317409753,0.5772531329704809,NZD_USD,H4,200,2.0,14,long,275
191,92,99,0,0.4816753926701571,0.4108127194751918,0.5525380658651223,82,39,43,0,0.47560975609756095,0.36751569737030715,0.5837038148248147,NZD_USD,H4,200,2.5,14,long,273
191,84,105,2,0.4444444444444444,0.37360132803781015,0.5152875608510786,82,47,35,0,0.573170731707317,0.46611294911506845,0.6802285142995655,NZD_USD,H4,200,1.0,14,short,273
199,97,101,1,0.4898989898989899,0.4202676359373955,0.5595303438605842,86,46,40,0,0.5348837209302325,0.42946510595874277,0.6403023359017223,NZD_USD,H4,200,1.5,14,short,285
218,116,100,2,0.5370370370370371,0.4705396716095296,0.6035344024645446,94,49,45,0,0.5212765957446809,0.4202888709508806,0.6222643205384811,NZD_USD,H4,200,2.0,14,short,312
190,96,94,0,0.5052631578947369,0.4341704243668951,0.5763558914225786,82,43,39,0,0.524390243902439,0.41629618517518524,0.6324843026296928,NZD_USD,H4,200,2.5,14,short,272
504,252,245,7,0.5070422535211268,0.4630876060913586,0.5509969009508949,217,103,114,0,0.47465437788018433,0.4082131716190869,0.5410955841412818,USD_SEK,H4,20,1.0,14,long,721
386,209,173,4,0.5471204188481675,0.4972024136871465,0.5970384240091886,166,88,78,0,0.5301204819277109,0.45419587071268663,0.6060450931427351,USD_SEK,H4,20,1.5,14,long,552
267,130,134,3,0.49242424242424243,0.43211633543167105,0.5527321494168138,115,60,54,1,0.5263157894736842,0.4346575947046457,0.6179739842427227,USD_SEK,H4,20,2.0,14,long,382
172,78,94,0,0.45348837209302323,0.37908808195885946,0.527888662227187,75,43,30,2,0.589041095890411,0.4761741856404078,0.7019080061404142,USD_SEK,H4,20,2.5,14,long,247
538,260,274,4,0.4868913857677903,0.44449721535647574,0.5292855561791049,231,117,113,1,0.508695652173913,0.44408613881300163,0.5733051655348244,USD_SEK,H4,20,1.0,14,short,769
414,190,220,4,0.4634146341463415,0.4151456201832291,0.5116836481094539,178,96,82,0,0.5393258426966292,0.46609928639704334,0.612552398996215,USD_SEK,H4,20,1.5,14,short,592
274,113,158,3,0.41697416974169743,0.3582698715738295,0.47567846790956536,118,65,53,0,0.5508474576271186,0.46109885952179996,0.6405960557324373,USD_SEK,H4,20,2.0,14,short,392
164,63,99,2,0.3888888888888889,0.31381802362301825,0.46395975415475954,71,36,35,0,0.5070422535211268,0.39074918745643583,0.6233353195858177,USD_SEK,H4,20,2.5,14,short,235
354,166,184,4,0.4742857142857143,0.42197183085119955,0.5265995977202291,152,66,86,0,0.4342105263157895,0.35541312720624074,0.5130079254253382,USD_SEK,H4,50,1.0,14,long,506
335,168,164,3,0.5060240963855421,0.4522435127820993,0.559804679988985,144,69,74,1,0.4825174825174825,0.4006158760433506,0.5644190889916144,USD_SEK,H4,50,1.5,14,long,479
298,151,146,1,0.5084175084175084,0.4515601997048234,0.5652748171301935,128,63,62,3,0.504,0.41634894025055946,0.5916510597494405,USD_SEK,H4,50,2.0,14,long,426
251,132,118,1,0.528,0.4661166198208275,0.5898833801791725,108,48,58,2,0.4528301886792453,0.35806869690886345,0.5475916804496271,USD_SEK,H4,50,2.5,14,long,359
340,132,202,6,0.39520958083832336,0.3427772672522456,0.4476418944244011,146,74,72,0,0.5068493150684932,0.42575154815456845,0.5879470819824179,USD_SEK,H4,50,1.0,14,short,486
318,135,180,3,0.42857142857142855,0.3739210244863107,0.4832218326565464,137,62,75,0,0.45255474452554745,0.36920549437409206,0.5359039946770028,USD_SEK,H4,50,1.5,14,short,455
300,133,164,3,0.4478114478114478,0.3912566906546949,0.5043662049682007,129,63,66,0,0.4883720930232558,0.40211124002224874,0.5746329460242628,USD_SEK,H4,50,2.0,14,short,429
254,130,120,4,0.52,0.45806896222409965,0.5819310377759004,109,59,50,0,0.5412844036697247,0.4477379490701109,0.6348308582693386,USD_SEK,H4,50,2.5,14,short,363
249,120,126,3,0.4878048780487805,0.42534094785837334,0.5502688082391876,108,49,59,0,0.4537037037037037,0.3598082674772022,0.5475991399302053,USD_SEK,H4,100,1.0,14,long,357
263,119,140,4,0.4594594594594595,0.39876571612514133,0.5201532027937776,113,46,67,0,0.40707964601769914,0.3164949725155151,0.49766431951988316,USD_SEK,H4,100,1.5,14,long,376
252,110,139,3,0.44176706827309237,0.3800847350143297,0.503449401531855,109,54,55,0,0.4954128440366973,0.40154981846593446,0.58927586960746,USD_SEK,H4,100,2.0,14,long,361
235,116,116,3,0.5,0.43565984789873596,0.5643401521012641,101,46,55,0,0.45544554455445546,0.35831982008320395,0.552571269025707,USD_SEK,H4,100,2.5,14,long,336
263,109,152,2,0.41762452107279696,0.35779295737279954,0.4774560847727944,114,57,57,0,0.5,0.408214590464994,0.591785409535006,USD_SEK,H4,100,1.0,14,short,377
269,110,159,0,0.40892193308550184,0.35016994649093813,0.46767391968006555,116,49,67,0,0.4224137931034483,0.33252521122112694,0.5123023749857697,USD_SEK,H4,100,1.5,14,short,385
238,90,147,1,0.379746835443038,0.31795750709647264,0.44153616378960336,103,40,63,0,0.3883495145631068,0.29422548649163527,0.4824735426345783,USD_SEK,H4,100,2.0,14,short,341
214,82,131,1,0.38497652582159625,0.3196289862797001,0.4503240653634924,92,49,43,0,0.532608695652174,0.4306541489342889,0.634563242370059,USD_SEK,H4,100,2.5,14,short,306
170,97,72,1,0.5739644970414202,0.49940926438794486,0.6485197296948955,73,42,31,0,0.5753424657534246,0.461951808327356,0.6887331231794933,USD_SEK,H4,200,1.0,14,long,243
180,106,74,0,0.5888888888888889,0.5170075585479895,0.6607702192297883,78,42,36,0,0.5384615384615384,0.4278271695398098,0.6490959073832671,USD_SEK,H4,200,1.5,14,long,258
170,99,71,0,0.5823529411764706,0.5082168880985798,0.6564889942543615,74,29,45,0,0.3918918918918919,0.28066398937039894,0.5031197944133848,USD_SEK,H4,200,2.0,14,long,244
159,87,71,1,0.5506329113924051,0.4730690821484564,0.6281967406363538,69,27,42,0,0.391304347826087,0.2761477137046378,0.5064609819475362,USD_SEK,H4,200,2.5,14,long,228
187,85,102,0,0.45454545454545453,0.3831775064857461,0.525913402605163,81,33,48,0,0.4074074074074074,0.30040189976795745,0.5144129150468573,USD_SEK,H4,200,1.0,14,short,268
173,73,100,0,0.42196531791907516,0.34837031163394516,0.49556032420420515,75,33,42,0,0.44,0.3276570583733302,0.5523429416266697,USD_SEK,H4,200,1.5,14,short,248
163,63,100,0,0.38650306748466257,0.3117472595627681,0.461258875406557,71,34,37,0,0.4788732394366197,0.362672506110634,0.5950739727626053,USD_SEK,H4,200,2.0,14,short,234
163,59,103,1,0.36419753086419754,0.29009583149891743,0.43829923022947764,71,36,35,0,0.5070422535211268,0.39074918745643583,0.6233353195858177,USD_SEK,H4,200,2.5,14,short,234
542,270,252,20,0.5172413793103449,0.4743734536088943,0.5601093050117955,233,108,122,3,0.46956521739130436,0.4050657526767258,0.534064682105883,AUD_CHF,H4,20,1.0,14,long,775
400,196,183,21,0.5171503957783641,0.46684079895436387,0.5674599926023642,172,69,101,2,0.40588235294117647,0.33206339307487986,0.4797013128074731,AUD_CHF,H4,20,1.5,14,long,572
260,126,127,7,0.4980237154150198,0.43641212457426415,0.5596353062557754,112,50,58,4,0.46296296296296297,0.36892148691330207,0.5570044390126239,AUD_CHF,H4,20,2.0,14,long,372
175,80,89,6,0.47337278106508873,0.39809513828845,0.5486504238417275,76,32,39,5,0.4507042253521127,0.334966260624249,0.5664421900799763,AUD_CHF,H4,20,2.5,14,long,251
557,290,258,9,0.5291970802919708,0.48740499076924665,0.5709891698146949,240,112,122,6,0.47863247863247865,0.4146264012980292,0.5426385559669281,AUD_CHF,H4,20,1.0,14,short,797
416,225,183,8,0.5514705882352942,0.5032111090570892,0.5997300674134991,179,88,87,4,0.5028571428571429,0.4287773156435215,0.5769369700707643,AUD_CHF,H4,20,1.5,14,short,595
249,137,108,4,0.5591836734693878,0.49701392559294544,0.6213534213458302,108,52,55,1,0.48598130841121495,0.39127837718809627,0.5806842396343336,AUD_CHF,H4,20,2.0,14,short,357
154,91,61,2,0.5986842105263158,0.5207593016481085,0.6766091194045232,66,43,23,0,0.6515151515151515,0.5365573859450317,0.7664729170852713,AUD_CHF,H4,20,2.5,14,short,220
388,184,179,25,0.5068870523415978,0.45545527166195093,0.5583188330212447,167,59,104,4,0.3619631901840491,0.2881868104525688,0.4357395699155294,AUD_CHF,H4,50,1.0,14,long,555
336,154,167,15,0.4797507788161994,0.4250973871143481,0.5344041705180507,144,62,77,5,0.4460431654676259,0.3634060635052082,0.5286802674300436,AUD_CHF,H4,50,1.5,14,long,480
300,146,138,16,0.5140845070422535,0.4559552821016838,0.5722137319828232,129,65,58,6,0.5284552845528455,0.4402348730311544,0.6166756960745367,AUD_CHF,H4,50,2.0,14,long,429
249,126,114,9,0.525,0.46182039490468463,0.5881796050953154,108,61,40,7,0.6039603960396039,0.5085778471432761,0.6993429449359317,AUD_CHF,H4,50,2.5,14,long,357
404,221,178,5,0.5538847117794486,0.5051090842223357,0.6026603393365616,174,84,88,2,0.4883720930232558,0.4136680029722686,0.563076183074243,AUD_CHF,H4,50,1.0,14,short,578
380,203,173,4,0.5398936170212766,0.48951510054004754,0.5902721335025056,163,92,70,1,0.5679012345679012,0.4916184595888675,0.6441840095469349,AUD_CHF,H4,50,1.5,14,short,543
318,164,153,1,0.5173501577287066,0.46234102252699005,0.5723592929304232,137,74,61,2,0.5481481481481482,0.46419515278120094,0.6321011435150954,AUD_CHF,H4,50,2.0,14,short,455
247,127,118,2,0.5183673469387755,0.45579970191291863,0.5809349919646324,107,49,53,5,0.4803921568627451,0.3834323395537783,0.5773519741717119,AUD_CHF,H4,50,2.5,14,short,354
301,164,122,15,0.5734265734265734,0.5161062198004305,0.6307469270527164,130,56,72,2,0.4375,0.35155880689753605,0.523441193102464,AUD_CHF,H4,100,1.0,14,long,431
282,157,110,15,0.5880149812734082,0.5289764767434342,0.6470534858033823,122,61,61,0,0.5,0.4112749688783318,0.5887250311216682,AUD_CHF,H4,100,1.5,14,long,404
260,156,96,8,0.6190476190476191,0.5590887854332545,0.6790064526619837,112,56,56,0,0.5,0.4073987041127393,0.5926012958872606,AUD_CHF,H4,100,2.0,14,long,372
217,114,94,9,0.5480769230769231,0.4804410000244186,0.6157128461294277,94,49,44,1,0.5268817204301075,0.42540742915093477,0.6283560117092802,AUD_CHF,H4,100,2.5,14,long,311
286,132,149,5,0.4697508896797153,0.4113960753868813,0.5281057039725493,123,49,71,3,0.4083333333333333,0.3203882799908775,0.49627838667578916,AUD_CHF,H4,100,1.0,14,short,409
268,132,131,5,0.5019011406844106,0.4414721887443438,0.5623300926244774,116,57,56,3,0.504424778761062,0.4122377436700475,0.5966118138520764,AUD_CHF,H4,100,1.5,14,short,384
254,123,125,6,0.4959677419354839,0.4337397033485379,0.5581957805224298,110,65,42,3,0.6074766355140186,0.5149510742233762,0.7000021968046611,AUD_CHF,H4,100,2.0,14,short,364
237,112,121,4,0.48068669527896996,0.41653267363686713,0.5448407169210727,102,57,44,1,0.5643564356435643,0.4676539189565859,0.6610589523305427,AUD_CHF,H4,100,2.5,14,short,339
225,126,89,10,0.586046511627907,0.5202082042204711,0.6518848190353429,97,56,41,0,0.5773195876288659,0.4790125947077963,0.6756265805499356,AUD_CHF,H4,200,1.0,14,long,322
204,112,79,13,0.5863874345549738,0.5165435191796035,0.656231349930344,88,43,45,0,0.48863636363636365,0.3841949965696173,0.59307773070311,AUD_CHF,H4,200,1.5,14,long,292
183,90,81,12,0.5263157894736842,0.45147718683075666,0.6011543921166117,79,26,49,4,0.3466666666666667,0.23895843636798395,0.4543748969653494,AUD_CHF,H4,200,2.0,14,long,262
163,87,69,7,0.5576923076923077,0.47975357396808704,0.6356310414165284,70,29,37,4,0.4393939393939394,0.3196537256574813,0.5591341531303975,AUD_CHF,H4,200,2.5,14,long,233
220,110,109,1,0.502283105022831,0.43606153231945116,0.5685046777262108,95,50,44,1,0.5319148936170213,0.4310417323595832,0.6327880548744593,AUD_CHF,H4,200,1.0,14,short,315
218,111,105,2,0.5138888888888888,0.44723406526661036,0.5805437125111673,94,63,30,1,0.6774193548387096,0.5824108353392293,0.7724278743381899,AUD_CHF,H4,200,1.5,14,short,312
219,104,114,1,0.47706422018348627,0.41076011379121347,0.5433683265757591,95,57,36,2,0.6129032258064516,0.5139066149634017,0.7118998366495015,AUD_CHF,H4,200,2.0,14,short,314
201,119,80,2,0.5979899497487438,0.5298667668875483,0.6661131326099392,87,45,39,3,0.5357142857142857,0.429060640675778,0.6423679307527934,AUD_CHF,H4,200,2.5,14,short,288
525,211,196,118,0.5184275184275184,0.46988372390180444,0.5669713129532324,225,76,67,82,0.5314685314685315,0.44967928393908424,0.6132577789979786,AUD_NZD,H4,20,1.0,14,long,750
390,155,142,93,0.5218855218855218,0.46507465469062964,0.578696389080414,168,66,46,56,0.5892857142857143,0.4981728035650047,0.6803986250064239,AUD_NZD,H4,20,1.5,14,long,558
240,98,93,49,0.5130890052356021,0.4422029950819291,0.5839750153892751,103,41,26,36,0.6119402985074627,0.4952532997726573,0.728627297242268,AUD_NZD,H4,20,2.0,14,long,343
134,64,48,22,0.5714285714285714,0.4797770575294546,0.6630800853276881,58,22,23,13,0.4888888888888889,0.3428351903625469,0.6349425874152308,AUD_NZD,H4,20,2.5,14,long,192
540,248,209,83,0.5426695842450766,0.49699435300639583,0.5883448154837574,232,62,101,69,0.3803680981595092,0.3058380852610488,0.4548981110579697,AUD_NZD,H4,20,1.0,14,short,772
414,201,156,57,0.5630252100840336,0.5115718104166033,0.614478609751464,178,43,81,54,0.3467741935483871,0.2630019241184584,0.43054646297831584,AUD_NZD,H4,20,1.5,14,short,592
284,133,117,34,0.532,0.47014642446551697,0.593853575534483,122,28,51,43,0.35443037974683544,0.2489480925476492,0.4599126669460217,AUD_NZD,H4,20,2.0,14,short,406
145,69,60,16,0.5348837209302325,0.4488097822398747,0.6209576596205902,63,18,25,20,0.4186046511627907,0.271149603154368,0.5660596991712135,AUD_NZD,H4,20,2.5,14,short,208
374,132,147,95,0.4731182795698925,0.41453207018403565,0.5317044889557494,161,62,37,62,0.6262626262626263,0.5309610714106983,0.7215641811145543,AUD_NZD,H4,50,1.0,14,long,535
